# 2026-02-02 全池(1231 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1785 光洋科|其他電子|44 39 3|87 87 7 18|1.3 774|19 3 -0 -14 7
1786 科妍|生技醫療|1 -2 -2|62 69 -10 -18|1.1 20|2 -2 0 4 -3
1789 神隆|生技醫療|-18 5 9|84 84 36 38|2.2 78|2 -2 0 70 24
1795 美時|生技醫療|67 38 28|98 98 24 65|1.9 1954|64 12 2 -14 -74
1802 台玻|玻璃陶瓷|-6 -5 -5|83 83 49 93|0.2 1776|8 6 -0 -10 -63
1808 潤隆|建材營造|5984 8791 6665|75 75 -17 3|0.6 60|5 -11 -12 24 19
1809 中釉|玻璃陶瓷|-5 -0 -6|85 85 32 49|2.2 107|2 -2 0 36 5
1810 和成|玻璃陶瓷|-11 -13 -8|76 76 3 0|0.8 63|4 1 0 1 3
1815 富喬|電子零組|6 28 -17|80 80 10 58|0.5 4943|15 -0 0 -16 24
1903 士紙|造紙工業|-2 -2 -1|74 87 -2 2|1.8 19|11 12 0 -1 -20
1904 正隆|造紙工業|-14 -4 -0|86 92 1 -6|0.9 18|9 2 -1 -0 17
1905 華紙|造紙工業|-10 -7 2|70 91 0 -2|1.2 27|3 14 0 2 1
1907 永豐餘|造紙工業|-9 -9 -3|84 89 -5 -2|0.8 23|12 -15 -1 3 36
2002 中鋼|鋼鐵工業|-14 -13 -1|87 100 16 10|3.4 1056|14 8 0 29 6
2006 東和鋼鐵|鋼鐵工業|-9 -7 -5|93 94 12 7|0.6 138|14 -4 -8 -19 40
2009 第一銅|鋼鐵工業|2 -10 -4|82 82 12 39|2.1 603|2 2 0 -12 -17
2010 春源|鋼鐵工業|-10 -6 -8|99 99 12 8|2.2 35|9 12 -1 -6 -4
2013 中鋼構|鋼鐵工業|-7 -3 -11|81 97 3 -2|2.4 9|7 -28 0 1 -17
2014 中鴻|鋼鐵工業|-41 -41 -4|79 100 35 33|5.3 146|4 -2 0 -41 18
2015 豐興|鋼鐵工業|-25 -24 -10|89 95 1 -4|1.0 17|12 6 -9 -7 12
2020 美亞|鋼鐵工業|3 -13 -8|82 93 0 3|3.1 9|2 5 0 -3 -31
2023 燁輝|鋼鐵工業|-17 -16 -8|87 93 2 1|2.6 27|5 -7 0 26 22
2025 千興|鋼鐵工業|-25 -35 -28|65 89 24 3|1.0 8|0 -1 0 na na
2027 大成鋼|鋼鐵工業|23 15 2|75 91 5 -2|2.5 731|17 2 -0 16 10
2030 彰源|鋼鐵工業|-8 -18 -1|96 99 24 20|4.4 26|2 -5 0 42 125
2031 新光鋼|鋼鐵工業|-29 -17 -36|76 87 0 -6|2.1 35|8 -9 1 17 7
2032 新鋼|鋼鐵工業|-1 -15 -20|82 96 24 21|4.6 14|1 -3 0 22 54
2034 允強|鋼鐵工業|-26 -36 -25|84 97 16 3|2.6 47|4 -2 0 28 24
2038 海光|鋼鐵工業|-19 -21 -15|82 100 17 7|7.0 11|1 -3 0 21 66
2049 上銀|電機機械|8 2 2|64 89 6 9|3.4 1652|27 6 0 16 -13
2059 川湖|電子零組|53 60 -17|71 71 -29 6|1.0 3165|26 8 -11 -16 -49
2062 橋椿|居家生活|-12 -4 11|70 91 5 -7|0.9 8|7 -9 -0 12 -10
2069 運錩|鋼鐵工業|-10 -13 -8|98 98 34 35|3.0 11|1 4 0 -30 27
2070 精湛|電機機械|78 25 25|60 87 5 -6|0.8 8|3 2 0 -0 4
2101 南港|橡膠工業|4 -16 -4|67 78 -4 -16|1.1 55|5 -0 0 -1 7
2102 泰豐|橡膠工業|19 -11 -18|91 95 1 -6|1.1 11|4 11 0 -8 -2
2103 台橡|橡膠工業|-12 -13 -11|69 83 -2 -18|1.5 37|22 16 -0 9 -3
2104 國際中橡|橡膠工業|-17 -16 -3|83 87 5 -5|1.3 51|7 6 0 15 21
2105 正新|橡膠工業|-7 -9 -3|61 76 -6 -25|1.0 301|12 4 -10 23 17
2106 建大|橡膠工業|-1 0 1|71 88 -6 -13|1.2 16|8 4 0 7 14
2107 厚生|橡膠工業|-21 27 20|98 98 5 1|1.0 5|6 2 0 -26 -9
2108 南帝|橡膠工業|-17 -23 -9|72 93 8 -1|2.8 22|4 0 0 -1 20
2201 裕隆|汽車工業|-17 -8 7|62 71 -7 -6|0.6 128|5 -8 -0 3 8
2204 中華|汽車工業|22 16 28|72 86 -5 -3|0.7 61|20 -19 -9 -3 41
2206 三陽工業|汽車工業|-3 1 4|86 89 -4 -6|1.3 51|7 -12 -13 -2 13
2207 和泰車|汽車工業|-7 -1 -2|84 85 -8 -5|1.0 183|22 -15 -3 18 29
2208 台船|航運業|72 25 -29|75 75 9 26|1.6 127|8 11 -0 na na
2211 長榮鋼|鋼鐵工業|-4 11 -10|83 83 -11 20|0.5 108|5 -3 -2 -9 -32
2228 劍麟|汽車工業|1 -4 -2|76 76 0 -1|0.4 60|3 -1 -1 -10 4
2230 泰茂|居家生活|-9 -28 -47|83 83 -7 -15|1.3 21|4 1 0 -18 -2
2231 為升|汽車工業|-1 -27 -7|62 62 -14 24|0.5 50|5 2 0 -3 -4
2233 宇隆|汽車工業|-8 -14 -5|100 100 40 44|4.4 469|3 -2 0 27 0
2236 百達-KY|汽車工業|203 355 -63|82 94 28 10|0.7 38|52 -4 0 6 -2
2241 艾姆勒|汽車工業|68 62 48|75 75 -13 21|0.6 16|11 -2 0 -49 2
2247 汎德永業|汽車工業|-10 -11 -6|82 88 -6 -10|0.6 39|4 -11 -4 5 14
2250 IKKA-KY|汽車工業|-3 -14 -7|48 68 -14 -24|1.1 9|7 6 0 3 -7
2258 鴻華先進-創|汽車工業|-39 -57 -250|74 87 -3 -7|0.5 25|0 -15 0 na na
2301 光寶科|電腦及週|11 16 -6|82 82 -5 18|1.1 2885|33 0 -4 2 56
2302 麗正|半導體業|15 3 -10|82 88 0 19|1.9 26|3 6 -1 3 -7
2303 聯電|半導體業|2 2 -0|80 80 33 50|2.9 17613|33 7 -2 304 -25
2305 全友|電腦及週|18 22 16|82 82 26 17|0.7 34|3 1 0 0 25
2308 台達電|電子零組|39 41 10|92 92 20 89|1.0 14573|65 5 1 -27 6
2312 金寶|其他電子|3 -6 -6|72 72 11 39|0.6 1139|9 3 -0 -14 -43
2313 華通|電子零組|13 6 1|97 97 106 168|1.8 13497|32 -1 1 -2 -27
2316 楠梓電|電子零組|24 24 10|77 77 -3 25|0.7 292|28 -4 -1 2 37
2317 鴻海|其他電子|32 23 4|82 82 -14 10|1.1 12487|38 -11 -2 6 91
2323 中環|光電業|-1 0 4|90 90 9 29|0.7 93|11 0 0 3 41
2324 仁寶|電腦及週|3 -15 0|85 89 -1 8|1.3 1301|36 2 -5 4 17
2327 國巨*|電子零組|30 20 11|87 87 7 88|0.9 13673|47 3 3 -13 -67
2328 廣宇|電子零組|-15 -13 -16|80 80 -7 15|1.2 413|9 3 -0 0 -3
2329 華泰|半導體業|23 25 4|78 78 13 43|0.9 1440|13 2 0 -1 -6
2330 台積電|半導體業|20 21 -12|97 97 21 51|1.0 58544|72 -17 1 -8 -26
2331 精英|電腦及週|9 31 16|88 88 29 48|1.5 357|6 -5 0 37 156
2332 友訊|通信網路|4 0 7|64 86 -2 -10|0.8 53|12 -1 0 -1 14
2337 旺宏|半導體業|45 31 19|91 91 146 363|1.9 10891|25 2 1 20 -56
2338 光罩|半導體業|-27 -29 -9|76 86 2 15|1.8 118|4 4 0 2 -7
2340 台亞|半導體業|-12 -4 -5|76 77 2 19|0.9 108|7 -3 0 -9 6
2342 茂矽|半導體業|-21 -17 -30|82 82 -4 49|0.8 202|3 1 0 -2 10
2344 華邦電|半導體業|53 42 32|89 89 97 603|1.1 6789|20 -3 1 -12 -24
2345 智邦|通信網路|68 87 -43|90 90 8 17|0.7 4995|58 2 -3 -17 -9
2347 聯強|電子通路|14 11 14|91 97 16 -2|0.4 423|30 16 -12 -33 -27
2348 海悅|其他|81 3 17|43 72 -8 -14|1.0 30|1 -7 0 -15 9
2349 錸德|光電業|-6 3 -1|80 80 34 17|0.6 218|12 0 0 na na
2351 順德|半導體業|-6 -6 -2|90 91 -2 15|2.7 135|11 18 0 -21 -25
2352 佳世達|電腦及週|1 -3 -7|61 65 -18 -18|1.0 152|9 -11 -0 -4 50
2353 宏碁|電腦及週|16 12 9|71 81 -12 -14|1.9 832|10 -13 -3 40 43
2354 鴻準|其他電子|-9 46 -111|73 74 -19 -18|1.0 360|12 -10 -2 -5 17
2355 敬鵬|電子零組|8 -1 2|91 91 14 10|2.0 271|12 2 -0 21 -10
2356 英業達|電腦及週|-11 -14 -23|86 86 2 -1|1.1 893|12 -2 -1 34 9
2357 華碩|電腦及週|44 32 6|70 70 -27 -27|0.8 2475|37 -23 -8 54 34
2359 所羅門|其他電子|18 11 -15|75 75 -2 -12|1.8 225|3 1 0 -3 -7
2360 致茂|其他電子|59 41 8|94 94 29 96|0.6 2790|62 11 -3 -43 -5
2362 藍天|電腦及週|-23 -29 -7|71 82 -6 -18|1.0 21|10 -3 -0 4 13
2363 矽統|半導體業|160 103 -773|75 80 -6 -9|4.1 542|5 1 0 4 1
2364 倫飛|電腦及週|-18 6 -17|52 52 -10 -46|0.6 11|15 -16 0 -5 30
2365 昆盈|電腦及週|20 6 8|72 72 -2 -13|2.4 171|1 -1 0 0 1
2367 燿華|電子零組|-15 -17 -6|95 95 91 83|3.2 6550|10 1 0 1 -2
2368 金像電|電子零組|46 67 13|98 98 48 90|0.9 5885|28 9 -6 -20 -19
2369 菱生|半導體業|37 21 17|79 79 18 77|1.0 778|15 0 0 34 -1
2371 大同|電機機械|12 12 6|88 88 8 0|0.8 1459|10 -1 -0 -7 65
2374 佳能|光電業|108 100 40|75 75 -2 19|2.7 1206|7 3 -0 19 -21
2375 凱美|電子零組|9 6 -0|79 79 -4 48|0.4 434|13 3 -0 0 -43
2376 技嘉|電腦及週|72 40 9|73 73 -18 -20|1.0 1149|13 -19 -3 24 46
2377 微星|電腦及週|34 15 -3|47 63 -15 -37|1.1 887|15 -12 0 19 125
2379 瑞昱|半導體業|-4 -0 -10|82 82 -6 -7|1.5 1577|46 -2 -4 51 15
2382 廣達|電腦及週|95 53 -2|88 88 -7 -6|0.8 5128|23 14 -1 -18 -17
2383 台光電|電子零組|36 34 -14|94 94 23 58|1.0 6386|46 9 -5 -17 -4
2385 群光|電子零組|-5 -12 -7|71 81 -11 -15|1.0 482|19 9 -16 -3 34
2387 精元|電腦及週|-19 -25 -7|56 86 -9 -15|1.9 16|10 -10 -1 -7 5
2388 威盛|半導體業|-36 -42 -13|52 76 1 -15|0.8 222|13 -4 0 1 19
2390 云辰|其他電子|-10 -17 -16|80 89 7 -5|1.7 6|2 3 0 24 -19
2392 正崴|電子零組|-28 -24 -23|57 66 -17 -33|0.6 64|6 1 0 2 3
2393 億光|光電業|0 -6 -0|68 83 -2 -17|1.1 182|27 -2 -5 20 -20
2395 研華|電腦及週|11 10 -9|72 82 -7 -11|1.9 581|31 -12 2 22 115
2397 友通|電腦及週|2 -3 -23|71 71 -10 -26|1.2 13|15 4 0 -12 -12
2399 映泰|電腦及週|-13 -13 -1|83 83 1 21|0.6 123|4 4 1 -7 -6
2401 凌陽|半導體業|5 -1 -1|69 82 0 8|1.3 86|9 3 0 -0 4
2402 毅嘉|電子零組|15 8 -6|78 78 2 27|0.5 395|13 -6 1 -34 45
2404 漢唐|其他電子|41 66 25|74 74 12 0|0.8 3945|32 -0 -2 -6 -5
2405 輔信|電腦及週|11 14 9|71 80 -12 -11|1.3 42|5 -8 0 -20 35
2406 國碩|光電業|188 143 131|82 82 42 55|0.6 489|14 4 0 10 -35
2408 南亞科|半導體業|445 357 240|90 90 99 597|1.0 14419|12 -3 1 -9 9
2409 友達|光電業|2 2 0|77 77 13 11|0.9 5209|11 -7 -0 18 169
2412 中華電|通信網路|-7 1 -2|96 96 1 0|1.8 1103|17 -17 2 -11 21
2413 環科|電子零組|4 -6 -14|79 79 103 105|0.5 162|4 0 0 -21 7
2417 圓剛|電腦及週|43 16 13|69 78 2 -12|2.5 39|1 -2 0 -4 16
2419 仲琦|通信網路|12 -1 -1|89 89 32 34|2.5 221|2 -0 0 12 16
2420 新巨|電子零組|5 -2 -0|80 88 -2 -9|1.5 15|6 9 -1 -8 15
2421 建準|電子零組|30 28 -2|75 75 -7 17|0.5 378|40 2 -1 -21 28
2423 固緯|其他電子|-0 10 3|81 81 -7 2|1.4 7|6 -5 0 -12 3
2425 承啟|電腦及週|27 19 -29|71 76 -3 -19|0.8 9|9 3 0 -8 -18
2426 鼎元|光電業|-3 -8 -6|84 96 17 24|1.9 30|7 -4 0 9 47
2427 三商電|資訊服務|-2 92 30|77 80 -2 -20|0.7 19|3 -3 0 -6 2
2428 興勤|電子零組|-4 3 -4|80 80 -12 20|0.5 106|14 5 -5 1 -5
2429 銘旺科|光電業|68 59 -40|39 39 -35 -28|1.2 41|2 1 0 -14 -86
2431 聯昌|電子零組|-10 -33 -30|86 86 26 24|6.4 17|3 2 0 10 -9
2436 偉詮電|半導體業|11 11 -6|81 81 7 3|3.1 116|6 4 0 15 8
2439 美律|通信網路|10 15 8|83 88 -9 -8|0.4 159|21 28 -5 -22 -30
2440 太空梭|電子零組|-17 -20 -16|85 85 12 10|0.9 7|1 4 0 na na
2441 超豐|半導體業|4 11 0|80 80 17 44|1.3 1433|11 1 -1 -12 3
2442 新美齊|建材營造|2032 702 463|70 70 -16 -23|2.2 37|2 -7 0 -7 20
2444 兆勁|通信網路|31 -27 -12|66 85 13 12|1.4 14|1 1 0 na na
2449 京元電子|半導體業|33 37 7|92 92 31 135|0.8 5960|33 2 -2 -29 23
2451 創見|半導體業|242 169 98|90 90 78 152|1.6 4146|12 1 -1 -16 -1
2453 凌群|資訊服務|6 6 -2|75 85 -6 -10|1.8 45|4 -3 0 17 23
2454 聯發科|半導體業|23 9 -3|96 96 35 28|1.2 13083|57 7 -0 -10 -75
2455 全新|通信網路|28 33 27|85 85 -0 7|1.5 2000|22 -4 0 62 128
2457 飛宏|電子零組|-30 -19 -10|76 76 -4 30|1.3 387|5 2 0 21 -12
2458 義隆|半導體業|-6 -6 -3|75 85 -6 -3|0.9 221|12 -3 -22 2 5
2460 建通|電子零組|15 6 4|88 88 32 19|0.6 10|1 -1 0 -23 -35
2461 光群雷|其他電子|7 -1 3|80 91 3 -5|0.6 8|5 -5 0 -21 22
2462 良得電|電子零組|-16 -12 -15|87 87 2 -0|1.5 21|2 -2 0 -13 10
2464 盟立|其他電子|-21 -21 -13|77 83 4 6|1.6 275|1 -1 0 -3 1
2465 麗臺|電腦及週|-62 -32 -47|64 65 -18 -20|0.7 17|1 -2 0 -82 na
2466 冠西電|光電業|-47 -44 -42|55 76 16 -26|0.8 79|10 1 2 7 -85
2467 志聖|電子零組|39 33 4|87 87 35 62|0.8 636|14 -1 1 1 -14
2468 華經|資訊服務|-10 10 -14|47 61 -15 -31|0.8 15|5 9 0 -6 -4
2471 資通|資訊服務|28 10 -6|77 93 0 -9|1.0 10|5 20 0 -5 -45
2472 立隆電|電子零組|10 4 -5|84 84 -0 35|0.5 452|10 -1 -2 6 3
2474 可成|其他電子|-26 -4 -9|93 94 -0 -5|0.7 688|23 -11 -20 -41 -1
2476 鉅祥|電子零組|26 19 5|70 70 -13 3|1.2 150|7 -3 0 -7 1
2477 美隆電|其他電子|7 -3 -7|86 89 5 13|1.0 11|24 1 0 10 -2
2478 大毅|電子零組|4 2 -8|83 83 2 44|0.6 252|13 5 0 12 -41
2480 敦陽科|資訊服務|-3 -2 -14|77 77 -11 -19|1.4 38|12 -12 -1 6 41
2481 強茂|半導體業|12 11 7|89 89 9 81|1.2 2492|18 8 -0 -28 -59
2484 希華|電子零組|0 5 -6|87 87 27 27|2.9 127|4 -4 0 71 203
2485 兆赫|通信網路|129 167 118|94 94 186 223|0.4 569|5 1 0 22 -37
2486 一詮|光電業|10 2 -9|95 95 76 60|1.7 808|20 12 1 -2 -42
2488 漢平|其他電子|-37 -30 -28|80 94 -6 1|1.2 8|5 0 0 -11 -22
2489 瑞軒|光電業|-5 9 0|85 85 45 51|2.0 204|14 3 0 122 -15
2491 吉祥全|光電業|14 -4 4|68 68 29 71|0.5 11|6 0 0 4 17
2492 華新科|電子零組|7 5 -0|80 80 5 49|0.9 2402|12 3 0 1 -56
2493 揚博|電子零組|12 7 4|66 66 22 -15|0.4 154|4 5 1 -17 -24
2495 普安|電腦及週|-7 0 10|91 91 43 50|1.3 389|5 1 0 -10 -2
2497 怡利電|汽車工業|-21 -13 -13|81 88 14 20|0.8 28|3 0 3 -28 -25
2498 宏達電|通信網路|-26 -16 -15|59 59 -14 7|0.8 367|9 -1 0 -8 0
2501 國建|建材營造|-22 18 -1|89 90 -5 8|0.8 44|9 1 -5 -2 13
2504 國產|建材營造|1 1 -4|81 90 -4 -8|0.5 74|10 -13 -3 -3 -15
2505 國揚|建材營造|2538 4262 -18359|82 92 -3 -5|1.3 6|4 -7 0 -8 13
