# 2025-10-01 全池(1139 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1313 聯成|塑膠工業|-12 -14 0|84 93 28 31|0.6 20|8 1 0 -10 -2
1316 上曜|建材營造|325 205 -3|76 86 8 8|1.2 106|5 5 0 -16 -18
1319 東陽|汽車工業|-15 -14 -17|69 72 -4 -22|0.8 236|17 -7 -9 20 11
1325 恆大|塑膠工業|-13 -10 -0|76 76 5 39|2.4 11|2 2 0 0 -15
1326 台化|塑膠工業|-21 -21 -8|67 94 23 19|0.6 255|32 8 -5 -8 -1
1342 八貫|其他|-10 1 -8|80 91 4 2|0.6 12|27 -11 3 1 38
1402 遠東新|紡織纖維|-13 -11 -7|74 82 -13 -9|0.9 148|18 1 -20 24 26
1409 新纖|紡織纖維|-3 -15 -14|84 84 20 23|0.4 83|10 9 0 -24 -7
1414 東和|紡織纖維|-15 -15 -2|75 96 3 16|0.9 10|2 6 0 -25 1
1419 新紡|紡織纖維|1 14 -5|68 68 -6 35|0.8 19|1 4 0 14 7
1434 福懋|紡織纖維|-11 -8 -9|76 91 -4 -3|0.6 18|7 -14 -1 13 -22
1436 華友聯|建材營造|-66 3 -1478|50 62 -35 -26|0.4 16|4 -2 0 1 12
1440 南紡|紡織纖維|-33 -26 -13|84 94 2 18|0.9 13|7 6 -0 7 -20
1442 名軒|建材營造|-79 -73 -59|50 53 -38 -43|2.2 55|10 -23 -0 82 40
1449 佳和|紡織纖維|-29 1 8|42 85 2 -8|1.8 5|9 -6 0 -13 2
1466 聚隆|紡織纖維|-29 -15 -22|91 94 16 27|1.2 6|2 3 0 2 -5
1476 儒鴻|紡織纖維|-10 -5 -17|79 98 4 31|0.9 292|33 4 1 -27 -5
1477 聚陽|紡織纖維|-9 -5 -11|76 96 13 14|0.4 435|17 7 1 -49 -1
1503 士電|電機機械|13 12 2|81 90 5 49|0.6 359|31 -3 1 -5 -8
1504 東元|電機機械|4 5 6|100 100 118 138|3.0 6067|15 5 -0 -2 -43
1513 中興電|電機機械|5 12 -1|91 91 -0 37|0.8 599|18 -15 -0 -5 23
1514 亞力|電機機械|75 33 26|80 88 -3 20|0.9 148|14 -4 1 -2 11
1515 力山|電機機械|-18 -15 25|78 87 3 14|0.7 12|6 6 0 -57 -11
1519 華城|電機機械|7 13 -18|85 85 7 65|0.6 988|18 -4 -5 -0 49
1522 堤維西|汽車工業|43 18 16|66 88 -5 1|0.5 30|5 4 -1 -0 -8
1524 耿鼎|汽車工業|-15 -14 -15|66 80 0 -11|0.6 21|1 -9 0 -3 8
1527 鑽全|電機機械|-19 -8 -9|72 88 -8 -0|0.5 7|10 -0 0 -24 31
1528 恩德|電機機械|-27 -23 -8|74 75 29 32|0.3 41|4 1 0 -23 -17
1529 樂事綠能|電機機械|-1 68 9|77 77 -12 15|0.7 10|2 -3 0 -16 1
1532 勤美|電機機械|147 28 46|75 100 11 14|0.7 20|8 29 -1 -18 -29
1536 和大|汽車工業|-20 -31 -10|71 85 15 22|0.5 210|8 0 0 -18 -1
1537 廣隆|電機機械|-29 -27 -25|85 96 0 -1|0.5 15|15 -17 -0 -30 31
1540 喬福|電機機械|32 6 17|52 79 -10 -0|1.1 8|3 3 0 5 -18
1560 中砂|電機機械|18 17 2|93 96 8 91|1.5 1173|20 0 1 6 -11
1563 巧新|汽車工業|-6 1 7|72 81 -3 -6|0.9 14|2 -6 0 18 -15
1565 精華|生技醫療|-14 -6 -10|62 83 -5 -15|0.3 13|9 -5 0 2 1
1569 濱川|電腦及週|-5 -3 -15|74 94 22 7|0.9 246|4 3 0 -11 -3
1582 信錦|電子零組|-12 -15 -10|63 92 0 -3|1.0 29|10 -1 -3 -4 -0
1584 精剛|其他|-36 -32 -20|66 85 9 -6|0.6 33|1 -5 0 -3 9
1586 和勤|電機機械|-16 -14 -5|81 89 4 -2|0.7 8|1 -4 0 5 13
1587 吉茂|汽車工業|24 24 4|88 95 47 70|1.3 68|20 -5 0 36 419
1589 永冠-KY|電機機械|14 24 7|51 76 -3 -18|4.7 20|4 -5 0 28 -10
1590 亞德客-KY|電機機械|6 7 -2|75 80 -10 2|1.0 595|74 -17 -0 21 -23
1591 駿吉-KY|電機機械|-78 -23 -47|95 100 15 66|3.1 13|4 2 0 7 -2
1595 川寶|半導體業|-22 4 7|48 89 26 16|0.2 7|1 6 0 -1 9
1597 直得|電機機械|-17 -3 -8|64 85 0 19|0.5 36|3 -5 0 0 31
1603 華電|電器電纜|17 16 -7|96 96 7 44|1.3 24|4 10 0 14 18
1605 華新|電器電纜|-11 -14 -16|73 97 26 34|3.2 924|12 -7 1 27 44
1608 華榮|電器電纜|1 -5 -7|96 97 29 58|2.7 136|2 -1 -0 -2 20
1609 大亞|電器電纜|-7 -1 -7|78 91 11 27|1.2 231|10 -4 -0 2 16
1612 宏泰|電器電纜|13 19 1|98 98 11 36|1.7 43|19 9 -0 -21 -11
1615 大山|電器電纜|-42 -12 -10|77 90 -1 -1|1.4 5|1 -17 0 -5 117
1616 億泰|電器電纜|34 32 10|84 84 3 70|0.4 98|4 -5 -0 1 48
1618 合機|電器電纜|10 9 -19|89 90 -3 36|1.0 62|2 -2 0 -6 12
1702 南僑|食品工業|-3 -6 -7|69 86 -4 -9|0.8 11|9 2 0 5 2
1707 葡萄王|生技醫療|5 -1 -3|87 95 4 -2|0.6 10|15 16 -0 -10 -4
1708 東鹼|化學工業|-8 -4 -9|74 86 -1 1|0.6 19|9 -25 -0 -4 18
1710 東聯|化學工業|-9 -17 -21|64 86 7 -7|0.9 9|6 2 0 8 -13
1711 永光|化學工業|-16 -14 -11|71 90 23 28|0.7 99|4 -8 0 33 112
1712 興農|化學工業|-9 -6 -2|96 99 5 5|1.4 15|15 -17 -0 8 -3
1713 國化|化學工業|18 -10 -4|91 91 4 10|0.3 8|2 -4 0 1 -23
1717 長興|化學工業|-15 -13 -9|89 89 69 64|0.5 582|12 -3 -0 -14 67
1720 生達|生技醫療|-2 -1 -6|89 100 4 5|0.5 6|4 4 -0 12 -7
1721 三晃|化學工業|-33 -30 -13|51 97 9 24|0.5 8|4 13 0 -11 -41
1722 台肥|化學工業|3 1 -2|86 87 -3 2|0.8 61|10 -19 -0 16 -18
1723 中碳|化學工業|-52 -30 -14|84 89 -6 -7|0.5 17|7 -23 -0 -18 13
1727 中華化|化學工業|-28 -6 -12|90 90 49 76|0.7 99|5 3 0 14 -4
1733 五鼎|生技醫療|-20 -16 -33|96 96 22 26|4.4 12|6 -4 0 64 51
1736 喬山|運動休閒|-3 4 -20|83 99 4 4|1.5 151|5 1 0 41 -5
1752 南光|生技醫療|-19 -3 -11|87 93 5 15|0.6 5|2 -3 0 17 -7
1760 寶齡富錦|生技醫療|5 3 2|76 86 -1 17|1.3 9|12 4 0 -9 12
1773 勝一|化學工業|-9 8 0|76 88 5 12|0.6 90|5 -17 -1 -19 43
1784 訊聯|生技醫療|-8 4 -1|77 90 22 15|2.3 29|1 -6 0 -18 29
1785 光洋科|其他電子|35 33 -2|92 97 21 32|1.8 494|13 1 -0 12 24
1786 科妍|生技醫療|0 -1 -10|80 83 12 15|0.9 69|4 -9 0 -11 16
1789 神隆|生技醫療|63 12 17|78 100 17 10|1.7 14|3 -12 -0 15 -6
1795 美時|生技醫療|-12 -10 -20|90 98 23 36|6.5 163|59 10 1 54 -3
1799 易威|生技醫療|14 -18 -103|28 75 5 -15|1.4 5|13 11 0 na na
1802 台玻|玻璃陶瓷|-0 -1 3|75 75 75 109|1.2 1499|4 -5 -0 -17 60
1808 潤隆|建材營造|-100 -99 -3|24 91 -9 -3|1.5 39|3 -13 -0 -4 3
1809 中釉|玻璃陶瓷|20 8 3|81 87 27 35|0.7 26|3 4 0 6 6
1810 和成|玻璃陶瓷|-15 -3 -3|81 81 34 30|0.2 55|5 1 0 -7 10
1815 富喬|電子零組|33 36 -24|84 84 92 169|0.6 5514|7 -1 0 -1 74
1903 士紙|造紙工業|-6 -2 -0|72 72 -5 13|0.4 9|11 6 0 -15 -16
1904 正隆|造紙工業|-3 3 -3|72 93 -5 5|1.2 11|9 -9 -1 -3 1
1905 華紙|造紙工業|-16 -13 -3|54 83 -0 -7|0.7 17|3 4 -0 -5 -12
1907 永豐餘|造紙工業|-11 -10 -8|79 93 11 4|1.6 21|12 17 -2 -12 -7
2002 中鋼|鋼鐵工業|-16 -16 -7|79 90 3 -6|0.9 494|15 -16 -1 -15 -7
2006 東和鋼鐵|鋼鐵工業|-14 -8 -3|78 89 -9 -8|1.8 88|15 -23 -14 -1 57
2009 第一銅|鋼鐵工業|-7 -7 -7|82 93 23 22|6.2 50|1 -3 -0 5 20
2010 春源|鋼鐵工業|3 3 -7|93 93 10 15|0.9 18|9 -10 0 -8 -8
2014 中鴻|鋼鐵工業|-34 -49 -13|62 90 8 -5|0.6 59|5 -2 -0 -11 3
2015 豐興|鋼鐵工業|-24 -14 -6|79 93 -2 8|0.9 10|12 22 -8 -13 -7
2023 燁輝|鋼鐵工業|7 -5 1|90 96 -1 1|1.4 17|6 18 -1 -14 -6
2027 大成鋼|鋼鐵工業|13 13 8|75 84 16 -16|0.5 637|22 8 -8 7 -27
2031 新光鋼|鋼鐵工業|-0 15 -4|73 94 10 8|0.8 23|11 -0 -3 -4 -5
2034 允強|鋼鐵工業|-26 -23 -27|75 85 -9 -0|0.7 17|5 -30 0 -4 56
2049 上銀|電機機械|-7 -7 -9|60 89 5 10|0.9 721|28 -2 -0 8 8
2059 川湖|電子零組|67 63 -14|95 95 65 153|0.6 1959|26 -8 6 -4 20
2062 橋椿|居家生活|-23 -20 -0|57 88 -5 -1|0.8 9|7 5 -6 -3 -20
2101 南港|橡膠工業|-21 -7 -82|67 82 -5 -14|0.9 87|6 -27 0 -6 na
2102 泰豐|橡膠工業|-28 -1 -44|82 85 -6 24|0.9 7|4 -24 0 8 20
2103 台橡|橡膠工業|-11 -13 -24|66 85 -9 -11|1.5 16|24 -20 -7 2 24
2104 國際中橡|橡膠工業|-24 -23 -12|65 87 3 5|1.0 12|8 -19 0 4 4
2105 正新|橡膠工業|-9 -8 -5|71 73 -8 -21|1.6 150|13 21 -31 17 -29
2106 建大|橡膠工業|-12 -9 -7|68 85 -7 -12|0.9 7|9 -8 -0 3 7
2108 南帝|橡膠工業|-27 -28 -36|64 84 -2 -12|0.9 10|5 -20 0 0 -10
2201 裕隆|汽車工業|-15 -15 -1|60 88 6 6|0.8 93|7 5 -0 7 -5
2204 中華|汽車工業|24 -11 16|76 92 11 14|0.7 76|21 3 -1 -3 -19
2206 三陽工業|汽車工業|-3 -2 3|85 91 3 -5|0.6 36|9 -9 -11 3 -6
2207 和泰車|汽車工業|15 -1 -3|85 93 3 3|1.0 131|23 3 -2 -34 -11
2208 台船|航運業|11 -2 -33|79 79 32 37|0.7 770|6 -1 0 na na
2211 長榮鋼|鋼鐵工業|10 3 -36|80 97 17 25|1.1 86|9 9 -1 -5 -2
2228 劍麟|汽車工業|-11 -0 -1|88 88 26 58|1.0 249|5 -5 2 4 56
2230 泰茂|居家生活|83 38 -78|70 94 1 19|1.0 23|2 3 0 0 -5
2231 為升|汽車工業|-24 -17 -18|82 82 78 56|1.2 544|6 2 5 67 16
2233 宇隆|汽車工業|-23 -18 -14|75 76 15 45|0.5 223|7 -8 1 -8 35
2236 百達-KY|汽車工業|510 429 139|80 100 13 39|2.5 56|61 -3 0 57 48
2241 艾姆勒|汽車工業|-6 -8 8|85 100 34 35|2.1 16|9 3 0 6 -10
2247 汎德永業|汽車工業|-8 -18 -29|89 89 2 6|0.3 27|5 -12 0 10 19
2250 IKKA-KY|汽車工業|-17 -12 -7|60 85 4 5|0.9 36|6 -6 0 -5 55
2258 鴻華先進-創|汽車工業|-85 -74 -428|76 85 -5 12|1.0 13|0 1 -0 na na
2301 光寶科|電腦及週|30 18 3|91 91 51 119|1.1 7115|30 2 -1 29 44
2302 麗正|半導體業|6 7 -17|75 94 13 9|0.8 7|1 -10 0 3 -5
2303 聯電|半導體業|-7 -1 -5|86 95 2 7|2.1 1570|24 19 -6 1 -2
2305 全友|電腦及週|-20 -7 -12|54 90 11 14|0.4 6|2 -0 0 -6 9
2308 台達電|電子零組|27 23 2|96 96 94 187|1.0 14091|66 -7 -0 80 -33
2312 金寶|其他電子|-20 -19 -25|60 90 1 12|2.1 144|11 -5 -0 2 38
2313 華通|電子零組|-6 -3 -5|90 90 23 56|0.6 1362|29 9 -1 -0 12
2314 台揚|通信網路|9 -10 14|25 83 -3 0|0.9 7|2 7 0 na na
2316 楠梓電|電子零組|-13 -2 -5|85 85 84 193|0.3 1083|27 -1 -0 -35 33
2317 鴻海|其他電子|11 9 -8|95 95 36 102|1.6 13231|39 25 2 1 -41
2324 仁寶|電腦及週|-30 -27 -15|83 87 9 22|4.3 1208|37 -7 -2 158 31
2327 國巨*|電子零組|4 4 -3|94 94 32 41|2.9 5946|47 -8 0 57 553
2328 廣宇|電子零組|-14 -7 -9|87 87 37 47|0.9 948|8 -7 -0 9 35
2329 華泰|半導體業|26 32 25|94 94 21 66|1.1 411|11 -1 1 -15 6
2330 台積電|半導體業|34 29 -10|99 99 23 55|1.1 39877|74 12 -1 1 -32
2331 精英|電腦及週|23 8 3|85 98 16 49|1.6 56|8 2 0 -3 8
2332 友訊|通信網路|-9 -12 -3|64 95 -1 9|0.7 48|14 10 0 5 -15
2337 旺宏|半導體業|-5 3 -1|92 92 19 36|1.7 1192|14 1 0 83 -12
2338 光罩|半導體業|-3 -15 -4|67 94 43 28|0.3 93|3 4 0 3 -11
2340 台亞|半導體業|-3 4 -1|71 84 33 38|1.4 187|7 -7 0 39 79
2342 茂矽|半導體業|-0 -2 -40|89 92 50 43|0.6 67|0 -3 0 47 92
2344 華邦電|半導體業|0 -2 -1|93 93 77 125|2.4 11005|19 4 2 138 -59
2345 智邦|通信網路|172 173 54|93 93 43 120|0.9 4186|59 -11 1 31 24
2347 聯強|電子通路|-3 -9 -5|87 90 -5 3|0.8 264|27 9 -14 -35 30
2348 海悅|其他|-66 -55 -73|37 69 -12 -25|0.5 201|2 -7 -0 22 89
2349 錸德|光電業|-8 15 18|61 84 1 9|0.6 23|12 -0 0 na na
2351 順德|半導體業|-17 -15 -13|49 86 15 20|0.5 97|7 -6 0 -32 21
2353 宏碁|電腦及週|-4 -3 -3|75 87 1 7|1.2 537|19 -7 -5 10 30
2354 鴻準|其他電子|103 110 -76|74 92 11 36|1.0 835|15 -7 1 3 21
2355 敬鵬|電子零組|-6 -2 3|85 85 14 32|0.4 95|10 -4 -0 -6 19
2356 英業達|電腦及週|18 13 -14|87 96 7 26|1.9 678|13 17 -3 -6 -18
2357 華碩|電腦及週|10 14 -10|95 95 7 46|0.9 1802|49 12 -1 -7 -37
2359 所羅門|其他電子|14 33 8|80 85 7 22|0.3 296|3 -6 0 -9 20
2360 致茂|其他電子|6 17 -9|99 99 40 152|1.1 1740|63 -7 1 7 -16
2362 藍天|電腦及週|-28 -19 -8|65 88 -9 13|0.8 16|10 2 -1 2 -5
2363 矽統|半導體業|1205 1390 244|68 89 23 32|0.6 438|5 -3 -0 7 26
2364 倫飛|電腦及週|3 7 -21|63 63 -21 14|0.2 19|18 -2 -0 -34 6
2365 昆盈|電腦及週|-18 -3 -3|77 82 22 40|0.2 168|1 -1 0 2 10
2367 燿華|電子零組|-28 -20 -21|78 82 14 25|0.3 165|9 -5 0 -4 11
2368 金像電|電子零組|65 57 21|86 86 46 184|0.6 3613|27 -6 -1 0 41
2369 菱生|半導體業|4 3 9|90 97 35 57|0.8 51|13 2 0 -4 3
2371 大同|電機機械|23 7 8|77 89 5 -7|0.9 375|10 -6 0 3 30
2374 佳能|光電業|70 53 17|82 82 69 112|1.1 3939|8 -0 0 16 28
2375 凱美|電子零組|5 0 -6|98 99 46 63|6.9 323|4 -2 0 149 369
2376 技嘉|電腦及週|-3 18 -19|98 98 11 53|2.6 937|21 9 -1 2 -2
2377 微星|電腦及週|15 23 7|59 77 -16 -13|1.5 609|21 -23 -2 30 255
2379 瑞昱|半導體業|-5 -5 -19|94 94 -4 13|1.2 1359|48 9 -12 -1 0
2382 廣達|電腦及週|5 34 -22|92 99 3 53|1.6 5915|22 12 1 -14 -3
2383 台光電|電子零組|53 50 -1|91 91 38 178|0.6 4806|45 -0 -1 -44 29
2385 群光|電子零組|-12 -6 -7|82 86 0 4|0.9 305|19 10 -18 0 12
2387 精元|電腦及週|-23 -21 -13|61 83 -9 -13|1.0 18|14 -18 -0 4 6
2388 威盛|半導體業|-72 -27 -36|39 74 -8 -13|0.8 224|12 -8 -0 6 43
2392 正崴|電子零組|-17 -3 -5|55 76 -5 6|0.3 69|7 -3 -0 -2 -3
2393 億光|光電業|-15 -10 -10|77 82 -5 -8|0.5 83|20 10 -15 2 -5
2395 研華|電腦及週|12 17 0|78 90 -4 -3|0.8 654|34 -18 -2 0 -37
2397 友通|電腦及週|-4 18 -8|84 84 11 26|0.3 25|16 3 0 -19 18
2399 映泰|電腦及週|7 -2 14|44 91 8 10|0.8 18|8 -0 0 1 7
2401 凌陽|半導體業|-21 -14 -19|71 89 24 11|0.2 106|9 0 -0 1 4
2402 毅嘉|電子零組|7 8 -7|85 85 43 75|0.3 311|17 -1 -0 -13 -30
2404 漢唐|其他電子|65 57 54|74 74 42 107|0.8 1942|36 11 -10 11 -2
2405 輔信|電腦及週|23 4 7|84 96 24 24|0.5 56|6 12 0 -5 -25
2406 國碩|光電業|-10 -21 -2|77 77 78 96|0.4 150|7 -1 0 0 24
2408 南亞科|半導體業|141 86 77|94 94 56 130|0.4 7420|16 7 1 22 -66
2409 友達|光電業|-9 -13 -17|81 98 13 21|2.0 697|23 -1 0 14 27
2412 中華電|通信網路|1 5 1|97 97 3 10|0.8 603|18 -1 -3 -1 -7
2413 環科|電子零組|50 22 18|71 93 22 17|1.2 11|3 -4 0 9 72
2414 精技|電子通路|16 25 2|94 94 9 20|0.3 8|6 -2 0 -44 -12
2417 圓剛|電腦及週|1 -1 2|75 85 16 19|0.5 40|2 8 0 -8 -10
2419 仲琦|通信網路|5 5 -7|64 93 4 18|0.8 24|1 -7 0 11 24
2420 新巨|電子零組|-26 -9 -9|70 92 7 12|0.7 16|6 4 -0 15 23
2421 建準|電子零組|15 21 -5|92 92 28 81|0.4 409|35 1 0 -5 24
2423 固緯|其他電子|1 10 9|96 96 30 40|0.7 9|6 10 0 16 -4
2425 承啟|電腦及週|47 50 8|60 78 -10 11|0.5 12|9 -7 0 -0 15
2426 鼎元|光電業|-15 -12 -13|68 93 12 25|0.7 13|8 -3 0 1 7
2427 三商電|資訊服務|0 32 -15|82 82 -6 29|0.2 24|3 -13 -0 7 32
2428 興勤|電子零組|-4 -1 -12|95 95 32 47|4.9 115|13 -7 0 18 176
2429 銘旺科|光電業|21 67 -21|83 83 111 187|0.7 221|7 1 0 -8 -26
2431 聯昌|電子零組|-8 -12 -15|68 94 24 15|2.2 29|2 -4 0 -8 63
2436 偉詮電|半導體業|18 14 -2|81 88 6 33|0.8 236|6 -4 1 42 44
2439 美律|通信網路|-2 -0 -4|80 85 -5 6|0.6 220|9 -1 -28 15 -5
2441 超豐|半導體業|9 10 -0|95 95 12 31|0.8 79|14 36 -4 59 -40
2442 新美齊|建材營造|-78 -38 -80|77 86 4 21|0.5 18|2 -15 0 10 21
2449 京元電子|半導體業|32 27 5|96 96 59 117|0.6 4319|34 7 0 -37 -75
2451 創見|半導體業|42 52 35|93 93 8 39|1.0 243|11 17 -0 -30 -39
2453 凌群|資訊服務|10 10 3|85 97 12 15|0.5 69|6 -5 0 4 -0
2454 聯發科|半導體業|7 11 -1|84 84 0 1|1.3 10167|58 -9 -2 22 13
2455 全新|通信網路|0 0 11|95 96 29 78|0.4 668|24 3 -0 -26 -18
2457 飛宏|電子零組|-12 -5 -0|55 92 19 7|0.8 53|5 -5 0 -7 33
2458 義隆|半導體業|-2 -4 -2|82 95 6 17|1.0 338|13 -12 -3 3 50
2462 良得電|電子零組|-5 -4 -10|78 95 16 28|0.3 9|3 9 0 -6 7
2464 盟立|其他電子|-28 -20 -20|76 87 21 29|0.5 390|2 0 -0 -5 -1
2465 麗臺|電腦及週|-43 -21 -13|57 80 -8 19|0.5 16|2 -18 0 -4 na
2466 冠西電|光電業|-11 -20 -49|61 61 -25 -17|0.3 19|11 17 0 -8 -10
2467 志聖|電子零組|51 25 -1|79 89 27 63|0.5 407|9 -3 0 17 -2
2468 華經|資訊服務|90 25 -4|65 65 -13 13|0.7 59|1 -3 0 -3 49
2471 資通|資訊服務|5 4 -13|77 77 -6 4|0.4 8|3 -3 0 -4 -1
2472 立隆電|電子零組|-7 -0 -15|88 94 23 34|1.0 224|9 -6 -0 13 133
2474 可成|其他電子|1 -1 -19|80 83 -11 -3|1.1 394|26 -11 -15 7 6
2476 鉅祥|電子零組|11 6 -9|89 89 55 64|0.6 622|9 3 0 3 -19
2477 美隆電|其他電子|-19 -2 -15|67 89 20 28|0.3 5|24 5 0 -4 -9
2478 大毅|電子零組|-5 3 -11|95 95 22 37|7.2 29|5 -2 0 147 249
2480 敦陽科|資訊服務|9 21 5|97 97 14 41|0.9 36|14 -1 -1 0 25
2481 強茂|半導體業|-6 -2 -3|91 91 53 71|0.6 1781|13 0 2 -17 13
2484 希華|電子零組|-18 5 -3|76 96 12 20|1.1 8|6 -2 0 -10 16
2485 兆赫|通信網路|80 32 66|71 91 14 21|0.6 12|4 -9 0 -0 5
2486 一詮|光電業|9 11 -2|61 95 7 11|0.6 287|7 -1 0 16 26
2488 漢平|其他電子|-27 -17 -39|78 95 2 9|0.8 18|5 -28 0 9 105
2492 華新科|電子零組|2 4 -1|92 92 28 42|7.1 316|10 -4 0 132 129
2493 揚博|電子零組|1 -2 -8|64 64 13 44|1.2 199|2 -11 -0 -8 139
2495 普安|電腦及週|-28 -21 -4|59 87 3 3|2.0 32|8 -10 -0 22 28
2497 怡利電|汽車工業|-17 -8 -20|58 92 32 20|0.5 30|3 -6 0 -25 5
2498 宏達電|通信網路|31 -9 -5|81 81 59 72|0.5 2947|10 1 -0 -6 -3
2501 國建|建材營造|10 66 42|92 97 25 25|0.7 70|9 6 0 13 -34
2504 國產|建材營造|-6 2 -1|68 83 -6 0|0.8 56|10 -6 -4 -2 7
2509 全坤建|建材營造|-49 -81 -91|66 85 13 17|0.6 8|2 -1 0 37 -15
2515 中工|建材營造|-42 -11 -20|81 89 -8 12|0.8 45|12 -14 -0 10 14
2516 新建|建材營造|5 8 -5|60 74 -6 -8|0.7 5|4 -1 0 na na
2520 冠德|建材營造|22 -19 -18|61 67 -28 -19|0.8 132|9 -18 1 -4 28
2524 京城|建材營造|-74 -54 -365|38 80 2 -6|0.6 25|1 -5 -0 4 19
2528 皇普|建材營造|486767 412921 -2705951|61 75 -9 -13|0.5 11|3 -14 0 -4 10
2530 華建|建材營造|-10 -6 -8785|74 88 0 -8|0.6 23|4 -3 -0 -2 -3
2534 宏盛|建材營造|19 110 -208|81 85 -11 -0|0.5 11|7 -2 0 -2 5
2535 達欣工|建材營造|54 53 26|94 94 4 11|0.6 14|8 -12 -3 -10 -34
2536 宏普|建材營造|635 513 -762|84 90 -5 -5|0.4 5|9 4 0 28 -19
2537 聯上發|建材營造|-1 -48 -9222|59 82 -3 3|0.4 14|3 2 0 4 0
2538 基泰|建材營造|-86 -80 -65|65 82 -12 -7|1.2 6|10 -17 0 -1 18
2539 櫻花建|建材營造|5956 na na|71 71 -25 -17|0.6 43|2 -32 -0 -8 138
2540 愛山林|建材營造|-12 69 22|45 66 -28 -28|1.6 124|2 -1 -0 -13 3
2542 興富發|建材營造|8 6 21|78 90 1 5|2.1 370|10 -1 4 -9 13
2543 皇昌|建材營造|17 -11 -2|65 80 -8 -4|0.6 172|2 -10 -3 -4 40
2545 皇翔|建材營造|-89 -53 -136|60 84 5 -10|0.5 46|3 -10 0 0 9
2546 根基|建材營造|103 85 43|94 94 10 18|0.6 12|3 5 0 -6 -26
2547 日勝生|建材營造|4 -15 -4|80 80 -6 -6|0.6 13|17 -16 -0 -0 -21
2548 華固|建材營造|-87 8 30|73 84 -12 -4|0.4 87|12 -11 0 -3 22
2597 潤弘|建材營造|-5 13 -2|80 80 -11 -0|0.6 35|3 -10 -0 -7 16
2603 長榮|航運業|-39 -35 -54|78 78 -9 9|1.0 1449|18 -14 -5 2 8
2605 新興|航運業|-8 -11 1|80 92 7 20|0.8 45|34 6 0 -2 -11
2606 裕民|航運業|17 -7 -5|79 95 14 15|0.6 175|8 7 -2 -11 -19
2609 陽明|航運業|-46 -40 -50|67 67 -20 -6|1.0 747|13 -15 -6 0 14
2610 華航|航運業|-3 -3 -9|80 94 -2 7|0.6 266|18 -3 -7 -1 6
2612 中航|航運業|-1 -2 -15|92 92 24 47|0.8 49|5 2 0 23 -8
2613 中櫃|航運業|-0 3 1|66 74 -6 4|0.8 9|2 -10 0 -8 -13
2614 東森|其他|6 -4 1|96 96 24 34|1.0 37|4 8 0 22 0
