# 2023-11-01 全池(994 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1533 車王電|汽車工業|18 21 -8|76 76 -14 -4|0.6 7|5 -7 0 -9 -0
1536 和大|汽車工業|-22 -22 -19|81 85 -6 -10|0.5 20|11 -6 4 -2 6
1537 廣隆|電機機械|-15 -20 -13|96 96 -4 -0|0.5 14|17 17 -0 -5 20
1558 伸興|電機機械|32 54 31|88 93 -1 -1|0.4 7|8 12 0 -10 3
1560 中砂|電機機械|-2 -9 -3|100 100 28 58|0.8 564|13 4 -0 6 -48
1565 精華|生技醫療|-20 -18 -4|72 80 -11 -20|0.6 14|13 -11 0 11 -10
1568 倉佑|汽車工業|-24 -30 -9|83 83 26 44|1.2 121|3 0 0 28 10
1580 新麥|電機機械|34 20 11|100 100 9 40|0.9 24|9 16 0 2 -40
1582 信錦|電子零組|20 5 26|100 100 18 19|1.2 16|8 3 0 6 -15
1584 精剛|其他|58 63 -5|77 83 -9 -16|0.4 123|2 -2 -6 -11 23
1589 永冠-KY|電機機械|-21 -22 -29|60 60 -13 -39|0.7 14|6 -15 0 0 36
1590 亞德客-KY|電機機械|22 25 11|83 92 5 -1|1.7 627|76 -1 4 -14 115
1591 駿吉-KY|電機機械|-88 -86 -29|90 90 -2 44|1.1 36|14 -2 0 -3 7
1603 華電|電器電纜|140 45 7|79 79 -4 29|0.6 112|6 2 -0 -6 4
1604 聲寶|電器電纜|1 -2 3|85 85 0 6|0.9 19|10 -1 0 -5 -14
1605 華新|電器電纜|20 7 2|61 73 -12 -23|0.5 408|20 -9 -0 -4 5
1608 華榮|電器電纜|-5 -13 1|79 79 -9 21|0.3 14|1 0 0 -8 -21
1609 大亞|電器電纜|-0 1 7|81 81 -15 9|0.4 257|11 -23 -0 3 39
1611 中電|電器電纜|-15 -13 3|75 75 -12 -13|0.5 6|10 11 0 -2 -12
1612 宏泰|電器電纜|-14 10 5|86 86 -8 22|0.3 31|14 -16 -1 -17 23
1618 合機|電器電纜|57 84 16|84 84 -8 39|0.5 86|3 -1 0 -14 14
1701 中化|生技醫療|-2 3 -5|65 88 -5 -11|0.9 8|10 -4 0 -7 -24
1702 南僑|食品工業|18 15 4|98 98 3 2|0.8 15|12 15 3 -10 1
1707 葡萄王|生技醫療|-11 2 -2|81 81 -15 -15|0.7 42|16 -10 -1 3 -11
1708 東鹼|化學工業|-35 -38 -23|72 79 -15 -12|0.7 20|7 15 0 -23 -14
1709 和益|化學工業|9 -7 -4|82 83 -12 -15|0.3 6|3 -12 0 -9 -6
1710 東聯|化學工業|-9 13 22|79 79 -18 -12|0.5 29|9 -4 -2 2 35
1711 永光|化學工業|2 -7 8|87 88 -8 -5|0.8 16|7 -1 0 -4 -2
1712 興農|化學工業|-3 -16 -5|91 93 1 -1|1.1 37|14 21 -3 -15 -0
1717 長興|化學工業|3 -3 9|81 83 -8 -14|0.6 26|14 -10 -0 -13 8
1720 生達|生技醫療|-14 8 -8|81 81 -0 -12|0.6 29|5 -23 0 -20 54
1721 三晃|化學工業|5 -19 6|90 90 13 5|6.8 6|3 0 0 30 21
1722 台肥|化學工業|-20 -21 -21|94 94 -1 2|0.6 102|13 12 1 -13 -11
1723 中碳|化學工業|-32 -29 -16|100 100 8 11|1.1 66|10 9 2 82 -27
1727 中華化|化學工業|-24 -26 -5|66 66 -15 -29|0.7 10|2 -3 0 -6 7
1734 杏輝|生技醫療|-4 2 -8|85 85 -3 1|0.9 8|6 -9 0 -2 -3
1736 喬山|運動休閒|10 22 5|79 83 -16 4|0.6 56|7 -16 -1 -19 23
1737 臺鹽|食品工業|0 -6 3|89 89 1 3|0.1 6|8 5 0 -33 0
1752 南光|生技醫療|5 10 -17|68 71 -10 -27|0.6 11|2 -11 0 -11 -17
1760 寶齡富錦|生技醫療|-26 -28 -7|61 72 5 -28|4.2 76|12 -4 0 7 25
1762 中化生|生技醫療|-58 -25 -41|54 54 -24 -40|0.5 14|6 -6 -4 -12 -7
1773 勝一|化學工業|-1 -8 9|89 89 -9 6|1.1 11|5 8 0 -4 -16
1783 和康生|生技醫療|-25 -1 -13|69 74 -20 -26|0.8 9|7 -9 -9 -27 9
1784 訊聯|生技醫療|23 18 -0|79 79 -11 -19|0.4 17|5 -13 0 2 27
1785 光洋科|其他電子|20 -1 21|95 95 5 12|2.1 92|9 6 0 25 -27
1786 科妍|生技醫療|-16 36 5|80 80 -9 7|0.3 18|3 -13 0 -8 12
1789 神隆|生技醫療|25 -4 -15|79 79 -17 -2|0.7 13|4 2 -3 0 -16
1795 美時|生技醫療|-67 24 -11|74 74 -13 -9|2.2 896|69 -5 6 -6 7
1799 易威|生技醫療|150 81 -2|89 89 29 43|4.3 6|15 0 0 na na
1802 台玻|玻璃陶瓷|17 18 19|73 82 -16 -3|0.2 92|6 -8 -2 -12 14
1808 潤隆|建材營造|41065 33252 24365|100 100 19 30|0.6 43|5 22 0 4 1
1809 中釉|玻璃陶瓷|-19 -14 -7|85 85 -9 -4|0.3 8|2 -7 0 -8 2
1810 和成|玻璃陶瓷|-1 3 11|64 71 -16 -28|0.3 10|3 0 0 -4 2
1815 富喬|電子零組|-24 -36 -9|92 92 15 44|1.5 423|3 -3 0 25 49
1903 士紙|造紙工業|-19 6 6|69 69 -19 20|0.4 11|12 -3 0 -6 -2
1904 正隆|造紙工業|2 -3 6|81 81 -18 -12|0.2 30|9 -13 -0 -12 10
1905 華紙|造紙工業|-15 -20 -12|64 64 -33 -19|0.3 61|4 -9 0 -4 17
1907 永豐餘|造紙工業|-6 -10 0|74 74 -20 -7|1.1 86|11 -24 0 -4 20
1909 榮成|造紙工業|-12 -8 4|74 80 -18 -18|0.8 29|11 -17 -3 4 12
2002 中鋼|鋼鐵工業|-2 -15 7|78 83 -15 -15|0.7 592|17 -20 0 0 18
2006 東和鋼鐵|鋼鐵工業|14 7 11|100 100 9 16|1.4 77|17 8 8 -18 2
2009 第一銅|鋼鐵工業|24 -3 14|75 75 -17 -10|0.4 12|1 8 0 -4 -6
2010 春源|鋼鐵工業|-13 -8 10|86 86 -14 3|0.3 6|7 -23 0 -16 2
2014 中鴻|鋼鐵工業|17 21 41|73 82 -18 -10|0.4 77|7 -1 -2 -8 9
2015 豐興|鋼鐵工業|-4 -8 5|87 87 -9 -6|0.8 14|11 5 3 6 -11
2017 官田鋼|鋼鐵工業|14 0 21|73 82 -16 -15|0.4 7|1 2 0 -2 4
2020 美亞|鋼鐵工業|-5 12 0|93 93 2 26|0.3 11|4 3 4 -12 31
2022 聚亨|鋼鐵工業|18 6 11|74 74 -11 -7|0.2 5|3 -2 0 82 9
2023 燁輝|鋼鐵工業|-0 -7 12|89 97 -3 2|0.8 24|6 8 0 -15 -1
2027 大成鋼|鋼鐵工業|-14 -13 -4|90 90 -9 4|0.5 121|15 8 -2 -11 9
2030 彰源|鋼鐵工業|-23 -23 2|76 79 -18 -17|0.6 7|2 -1 0 -24 2
2031 新光鋼|鋼鐵工業|10 8 6|88 89 -11 6|0.4 39|14 -13 -5 2 38
2034 允強|鋼鐵工業|-15 -6 9|88 93 -5 -5|0.4 8|7 1 0 -1 2
2049 上銀|電機機械|-14 -17 2|76 80 -6 -12|0.9 159|30 -7 -1 1 -13
2059 川湖|電子零組|-29 -34 -12|69 69 -14 72|1.1 928|13 2 -10 2 18
2066 世德|電機機械|-13 -10 -16|73 73 -17 -18|0.5 8|11 -12 0 6 15
2101 南港|橡膠工業|16 16 19|88 88 -4 -6|0.5 20|7 -2 0 2 -4
2103 台橡|橡膠工業|-10 -12 -2|80 89 -8 -11|0.4 11|25 -13 0 0 1
2104 國際中橡|橡膠工業|-25 -29 -11|84 84 -10 -5|0.7 22|12 -1 -2 -5 16
2105 正新|橡膠工業|-3 -5 -2|98 98 18 19|0.8 249|18 22 -0 -11 99
2106 建大|橡膠工業|-17 -13 -3|95 95 -1 -2|0.3 8|6 -5 0 3 -1
2107 厚生|橡膠工業|-15 -22 3|97 97 4 7|0.4 7|7 7 0 63 30
2108 南帝|橡膠工業|-10 -6 24|77 87 -6 -13|1.0 14|8 -7 0 -3 -5
2201 裕隆|汽車工業|18 6 1|85 85 -6 0|0.7 800|6 -7 -0 11 76
2204 中華|汽車工業|32 24 -2|79 79 -2 16|0.5 257|25 -11 -1 2 60
2206 三陽工業|汽車工業|8 15 -13|70 70 -13 18|0.4 275|8 -12 -0 -7 22
2207 和泰車|汽車工業|-1 14 -3|71 71 -16 -9|0.9 137|25 -23 0 2 23
2208 台船|航運業|9 29 -10|72 79 -14 -16|0.3 31|5 -15 0 -11 15
2211 長榮鋼|鋼鐵工業|27 30 39|100 100 11 30|0.6 36|8 7 3 -10 -14
2228 劍麟|汽車工業|1 6 -6|82 82 -9 9|0.4 18|8 -18 -2 -3 13
2230 泰茂|居家生活|65 39 25|98 98 56 76|1.9 119|7 4 0 37 -9
2231 為升|汽車工業|2 13 -7|73 77 -8 -17|0.6 27|7 -24 -7 -3 34
2233 宇隆|汽車工業|14 5 7|94 94 31 28|3.0 530|9 2 1 204 28
2236 百達-KY|汽車工業|34 34 10|84 84 12 82|0.3 31|65 -1 0 8 70
2241 艾姆勒|汽車工業|77 63 63|75 75 -17 -2|0.3 11|20 -17 0 -20 41
2247 汎德永業|汽車工業|10 20 -2|89 89 -2 10|0.4 16|6 -1 -0 -11 2
2301 光寶科|電腦及週|-12 -14 -2|66 66 -25 37|0.7 2212|39 3 -1 -1 -31
2303 聯電|半導體業|-24 -24 -13|92 92 1 1|1.1 2398|33 3 6 -4 -2
2305 全友|電腦及週|-7 -10 -13|76 91 16 14|2.9 45|0 -0 0 -81 4
2308 台達電|電子零組|-4 2 -12|77 77 -21 -3|1.3 2250|65 -25 -2 6 -28
2312 金寶|其他電子|-19 -22 -22|79 79 -16 9|0.3 53|10 4 0 -1 -12
2313 華通|電子零組|-7 -10 0|91 91 19 20|0.5 836|21 1 0 -19 -30
2314 台揚|通信網路|-62 -48 -54|68 73 -20 -28|0.7 28|2 -9 -0 -14 na
2316 楠梓電|電子零組|-11 -23 6|72 72 -24 25|0.2 52|24 -0 1 -27 -2
2317 鴻海|其他電子|-20 -10 -7|85 85 -14 -6|2.0 3253|38 -19 -2 -7 24
2323 中環|光電業|14 4 14|74 74 -12 43|0.4 85|10 -6 -1 -6 -5
2324 仁寶|電腦及週|-19 -13 3|78 78 -4 13|0.4 550|45 -2 2 -12 -9
2327 國巨*|電子零組|-7 -11 -4|95 98 16 10|1.3 968|50 13 6 -11 -19
2328 廣宇|電子零組|-2 7 3|78 78 -13 -4|0.8 50|13 -11 0 -5 26
2329 華泰|半導體業|39 24 26|83 83 -11 125|0.6 483|8 1 0 -8 12
2330 台積電|半導體業|-13 -11 -17|90 90 -4 5|1.0 13379|72 -5 2 2 -14
2331 精英|電腦及週|-34 -41 -1|64 64 -11 0|0.2 58|21 -7 0 5 4
2332 友訊|通信網路|-20 -14 -13|71 71 -8 2|0.2 60|13 -14 0 -2 -5
2337 旺宏|半導體業|-40 -36 0|77 78 -14 -12|1.3 214|18 -13 5 -6 29
2338 光罩|半導體業|8 -6 -4|72 84 -6 -11|0.8 125|7 -5 0 0 22
2340 台亞|半導體業|18 6 28|81 81 -11 35|0.6 151|12 2 0 -4 -10
2342 茂矽|半導體業|-23 -26 -3|71 80 -15 -14|0.7 7|4 6 0 -7 -5
2344 華邦電|半導體業|-8 -12 13|87 87 -4 7|1.1 758|21 -6 -2 8 9
2345 智邦|通信網路|2 9 -10|91 91 35 73|0.7 1957|66 -3 3 -9 -38
2347 聯強|電子通路|-15 -8 1|100 100 18 16|1.1 224|29 3 18 -7 12
2348 海悅|其他|52 44 49|99 99 24 30|0.5 5|1 0 0 138 3
2351 順德|半導體業|-10 -8 -2|77 77 0 -11|1.0 149|16 -3 0 -27 27
2352 佳世達|電腦及週|-9 -16 -1|76 76 -3 26|0.5 358|13 -8 8 -9 37
2353 宏碁|電腦及週|3 4 24|84 84 -3 20|0.6 362|35 -15 6 -8 10
2354 鴻準|其他電子|2 28 20|86 86 -5 -0|0.7 180|18 -1 -0 -24 33
2355 敬鵬|電子零組|9 5 8|83 83 5 14|0.3 156|26 -3 -0 -27 -9
2356 英業達|電腦及週|-7 -4 1|57 57 -30 29|0.5 1341|25 -3 0 -8 22
2357 華碩|電腦及週|-18 -5 7|80 80 -5 23|0.4 1167|55 -1 1 -24 11
2358 廷鑫|其他|-55 -55 -13|63 76 8 -11|0.8 10|1 -1 0 7 -62
2359 所羅門|其他電子|-18 -9 3|78 78 -10 8|0.2 30|6 -3 0 1 -0
2360 致茂|其他電子|-28 -28 -29|72 72 -19 14|1.1 689|69 2 -4 33 -34
2362 藍天|電腦及週|23 7 -4|87 87 -4 5|0.6 10|6 -8 0 5 -21
2363 矽統|半導體業|504 176 148|99 99 176 228|0.2 1582|11 3 0 8 -30
2364 倫飛|電腦及週|35 14 -11|94 94 107 73|0.4 111|24 5 0 2 -48
2365 昆盈|電腦及週|13 -22 10|92 92 4 13|0.4 14|7 2 0 13 15
2367 燿華|電子零組|-34 -31 -20|86 86 7 4|0.7 80|7 -1 3 -11 3
2368 金像電|電子零組|-4 -4 0|79 79 12 82|0.5 1748|21 2 -4 -32 -20
2369 菱生|半導體業|19 11 28|88 88 15 51|1.9 250|17 2 0 43 22
2371 大同|電機機械|49 59 -9|63 63 -27 6|0.5 328|15 8 -2 -7 -21
2374 佳能|光電業|-3 7 12|91 91 16 17|0.3 33|8 -0 0 19 -13
2375 凱美|電子零組|-10 -16 5|78 86 1 -7|1.0 11|6 -6 0 -5 -11
2376 技嘉|電腦及週|86 51 38|62 62 -28 62|0.6 5104|24 -0 -4 -3 13
2377 微星|電腦及週|39 27 34|82 82 -6 18|0.7 525|37 -12 3 -24 1
2379 瑞昱|半導體業|-8 -10 9|96 96 1 18|0.8 894|45 -2 5 -8 -7
2382 廣達|電腦及週|-19 -25 -14|70 70 -13 108|0.6 10741|24 -2 -2 -17 28
2383 台光電|電子零組|29 20 27|80 80 -7 116|0.8 2124|30 -11 -1 7 148
2385 群光|電子零組|-9 -16 -2|96 96 20 34|0.7 309|33 -6 15 -32 9
2387 精元|電腦及週|-12 -19 -12|96 96 18 14|0.8 37|15 -1 0 1 30
2388 威盛|半導體業|-3 36 14|79 79 10 65|1.1 3261|10 -1 0 -7 41
2390 云辰|其他電子|5 11 -3|93 93 14 22|5.2 31|2 -4 0 33 93
2392 正崴|電子零組|-13 -5 0|83 83 0 -2|0.3 42|13 -17 0 -10 -1
2393 億光|光電業|-3 -5 10|86 86 -9 17|0.6 39|31 -13 -0 -22 -15
2395 研華|電腦及週|-20 -19 -20|81 81 -6 -3|0.7 236|41 -20 -1 -2 1
2399 映泰|電腦及週|0 1 7|83 83 -1 54|1.1 84|3 -3 -0 4 4
2401 凌陽|半導體業|6 7 34|84 84 -2 30|0.7 192|13 3 0 -8 -14
2402 毅嘉|電子零組|3 15 -5|69 69 -10 18|0.2 227|11 -3 0 -16 1
2404 漢唐|其他電子|87 25 -82|100 100 9 17|1.0 271|32 7 11 -0 -33
2405 輔信|電腦及週|2 11 18|91 91 3 28|1.2 110|10 -0 0 2 -4
2406 國碩|光電業|-39 -51 -5|75 84 -6 -14|5.3 9|6 -1 0 -1 -0
2408 南亞科|半導體業|-15 -28 27|85 85 -8 3|0.9 568|16 -2 -2 13 36
2409 友達|光電業|51 41 51|74 74 -24 -11|0.9 458|22 -14 -0 4 25
2412 中華電|通信網路|-3 0 -2|95 95 0 -4|1.3 828|17 -10 1 -40 -11
2413 環科|電子零組|-25 -10 -31|57 67 -25 -32|0.5 7|1 4 0 -11 1
2417 圓剛|電腦及週|-12 -11 7|97 97 67 59|2.4 86|3 -0 0 8 5
2419 仲琦|通信網路|-50 -50 -57|57 57 -26 18|0.6 53|3 0 -0 -4 10
2420 新巨|電子零組|-23 -23 -5|93 93 -2 9|0.6 12|5 4 0 13 20
2421 建準|電子零組|-22 -9 -8|59 59 -30 36|0.3 627|24 1 -2 -18 -12
2423 固緯|其他電子|-13 -2 -6|91 91 1 -1|0.8 11|5 1 0 -24 7
2425 承啟|電腦及週|49 46 46|73 73 -16 53|0.7 173|5 -2 -0 18 40
2426 鼎元|光電業|-3 -2 15|83 83 -6 -1|0.5 8|9 -1 0 -3 -6
2427 三商電|資訊服務|74 34 30|88 88 6 93|1.9 204|3 -1 0 22 7
2428 興勤|電子零組|-12 -6 -3|79 79 -21 -10|0.3 27|15 -13 0 -2 31
2436 偉詮電|半導體業|29 36 43|84 84 14 44|0.4 258|10 1 0 -3 -18
2439 美律|通信網路|10 -16 -16|96 96 4 8|0.9 38|14 16 1 8 -20
2441 超豐|半導體業|14 1 26|96 96 1 14|0.5 42|14 10 3 -32 -14
2442 新美齊|建材營造|32 32 -29|86 86 8 22|0.5 25|4 4 0 -23 11
2449 京元電子|半導體業|-3 -5 6|89 89 26 79|0.6 1301|41 -1 4 -24 -12
2451 創見|半導體業|0 -11 9|99 99 5 13|0.8 25|11 7 9 -4 -4
2453 凌群|資訊服務|5 5 -1|63 66 -22 -25|0.9 42|5 -6 0 4 28
2454 聯發科|半導體業|-36 -21 5|99 99 20 38|1.6 6209|59 7 6 -8 11
2455 全新|通信網路|81 49 65|90 90 8 48|1.0 365|33 1 3 7 -10
2457 飛宏|電子零組|-22 -9 -5|62 62 -19 -26|1.1 281|10 2 -0 -1 28
2458 義隆|半導體業|34 26 49|98 98 22 61|1.0 513|27 6 6 53 -32
2460 建通|電子零組|24 24 43|95 95 20 32|0.9 27|2 5 0 8 -5
2461 光群雷|其他電子|-19 -8 4|85 85 -12 8|0.3 7|8 -14 0 -2 -3
2462 良得電|電子零組|-1 -9 10|86 86 10 25|1.3 95|2 -7 0 -13 68
2464 盟立|其他電子|-4 -14 -3|86 86 -9 3|0.4 19|4 -8 0 -4 9
2465 麗臺|電腦及週|-55 -29 7|90 90 46 47|3.3 187|4 2 0 -85 na
2468 華經|資訊服務|-34 -15 -26|66 66 -3 12|0.3 51|1 -2 -0 -3 17
2471 資通|資訊服務|-4 -7 -5|77 78 -7 -19|0.3 10|3 -7 0 -4 -8
2472 立隆電|電子零組|-11 -11 4|82 91 -2 -6|0.3 9|2 -13 5 -2 4
2474 可成|其他電子|-60 -50 -31|98 98 4 3|0.6 257|39 -14 9 9 -22
2476 鉅祥|電子零組|-21 -22 -13|96 97 13 13|2.4 48|5 11 0 6 -31
2480 敦陽科|資訊服務|1 2 -4|89 89 -4 13|0.6 22|6 10 -1 -11 -9
2481 強茂|半導體業|6 4 12|78 78 -16 -4|0.7 58|11 -1 0 -8 4
2482 連宇|其他電子|-20 -20 -143|52 52 -30 -37|0.5 34|5 8 0 -12 11
2484 希華|電子零組|-23 -30 -4|81 88 -7 -7|0.4 9|6 11 0 -1 -10
2485 兆赫|通信網路|-19 -17 -24|78 78 14 23|1.6 85|5 -9 0 12 41
2486 一詮|光電業|10 3 16|89 89 8 73|0.6 580|7 2 0 -6 -17
2488 漢平|其他電子|2 -15 6|95 95 16 34|0.5 14|6 19 0 43 3
2489 瑞軒|光電業|19 29 40|75 75 -17 3|0.4 12|12 -12 -1 -9 na
2492 華新科|電子零組|7 6 17|100 100 19 15|1.5 212|16 12 3 -10 -3
2493 揚博|電子零組|8 4 5|94 94 14 42|0.6 30|8 5 0 -14 18
2495 普安|電腦及週|11 -8 -24|69 73 -15 -23|0.4 12|18 -1 0 -1 -3
2497 怡利電|汽車工業|8 22 7|73 84 -10 -11|0.4 30|1 -4 0 -7 -3
2498 宏達電|通信網路|30 -3 -1|65 70 -12 -21|1.0 232|10 0 -0 1 6
2501 國建|建材營造|-51 -37 -114|89 94 -4 -5|0.6 11|7 11 -1 11 26
2504 國產|建材營造|-3 -5 -6|91 91 -9 -5|0.5 21|12 -23 5 16 11
2515 中工|建材營造|14 23 -3|97 97 14 19|1.2 213|16 -3 0 53 23
2520 冠德|建材營造|46 16 2|100 100 8 24|1.0 40|17 5 0 6 -11
2530 華建|建材營造|-100 -52 -14548|98 98 4 21|0.8 18|2 2 0 -5 13
2534 宏盛|建材營造|-31 -44 -76|76 85 -11 -14|0.4 6|7 -16 -3 6 1
2535 達欣工|建材營造|-18 -17 -4|93 93 2 6|3.7 18|8 20 0 -9 -80
2536 宏普|建材營造|30 -13 -21|96 96 8 13|0.7 8|10 -7 0 2 0
2538 基泰|建材營造|-34 96 72|96 96 25 25|0.4 41|13 3 0 35 72
2539 櫻花建|建材營造|na na na|100 100 3 33|0.5 11|1 11 0 -2 -4
2540 愛山林|建材營造|59 64 22|89 89 16 42|0.2 29|1 -10 3 3 -10
2542 興富發|建材營造|189 1515 986|97 97 6 5|0.6 112|10 -7 -2 1 11
2543 皇昌|建材營造|52 47 23|100 100 119 124|1.7 42|2 1 0 30 107
2548 華固|建材營造|415 248 210|99 99 1 3|0.7 29|18 8 9 -3 -14
2603 長榮|航運業|-51 -57 -5|92 92 0 32|0.7 1287|28 1 2 -1 -5
2605 新興|航運業|-2 6 -1|81 87 11 2|0.6 163|35 1 1 -7 -0
2606 裕民|航運業|-7 -7 3|76 85 0 -11|0.4 209|6 -8 -4 -9 21
2607 榮運|航運業|14 -11 -1|97 97 6 19|1.1 97|17 27 1 -8 -42
2609 陽明|航運業|-56 -63 -4|78 78 -11 -2|0.4 383|12 -0 6 -4 -11
2610 華航|航運業|24 26 13|73 73 -20 6|0.7 527|12 -9 -1 -10 2
2612 中航|航運業|-1 -7 0|85 85 -6 7|0.6 31|1 -3 1 -14 8
2614 東森|其他|-4 -2 -1|56 70 -18 -27|0.3 12|2 10 0 -6 -9
2615 萬海|航運業|-56 -60 -0|58 79 -10 -16|0.8 184|40 -7 9 -6 -5
2617 台航|航運業|9 -2 -11|85 89 -0 -1|0.5 22|3 1 0 -16 -2
2618 長榮航|航運業|45 51 11|71 71 -22 8|0.8 1527|28 -12 0 0 -39
2630 亞航|航運業|28 5 -13|50 50 -20 18|0.4 73|1 -6 -1 na 6
2633 台灣高鐵|航運業|14 25 -18|91 91 -1 -3|1.6 93|10 -15 1 -6 -19
2634 漢翔|航運業|17 23 -16|76 76 -13 -9|0.3 371|4 -3 -2 -4 2
