# 2024-09-02 全池(1221 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1707 葡萄王|生技醫療|4 0 -4|93 93 -6 -2|0.6 28|13 -6 0 1 -1
1708 東鹼|化學工業|13 12 20|91 91 17 35|1.6 254|14 3 0 101 34
1709 和益|化學工業|5 26 18|91 91 19 18|0.3 34|3 3 0 -0 -24
1710 東聯|化學工業|37 33 25|86 97 6 -2|0.6 18|8 19 0 -1 -9
1711 永光|化學工業|8 11 7|97 97 38 28|5.6 143|6 -2 0 133 82
1712 興農|化學工業|2 6 8|90 90 3 9|0.6 29|17 -9 0 -3 -10
1713 國化|化學工業|10 30 10|93 93 10 31|0.2 9|6 19 0 -7 -6
1717 長興|化學工業|11 8 5|97 97 1 -2|1.1 66|15 2 0 13 22
1720 生達|生技醫療|2 10 4|88 88 -3 6|0.3 30|7 -8 0 -16 56
1721 三晃|化學工業|55 37 33|89 97 14 14|2.9 28|3 -0 0 14 14
1722 台肥|化學工業|0 -28 -9|90 92 -5 -5|1.2 83|11 -5 4 -20 21
1723 中碳|化學工業|11 3 18|80 80 -9 -10|0.4 47|8 17 -0 10 -26
1725 元禎|化學工業|34 21 16|78 78 -7 26|0.4 11|0 2 0 -7 35
1727 中華化|化學工業|18 29 31|94 94 23 23|2.9 27|3 -1 0 22 34
1732 毛寶|化學工業|10 -1 -3|78 92 2 -1|0.5 5|4 13 0 1 -11
1734 杏輝|生技醫療|16 11 9|97 97 1 7|0.8 15|9 -0 0 3 -24
1736 喬山|運動休閒|20 17 3|97 97 38 73|0.5 110|10 3 0 -18 7
1737 臺鹽|食品工業|-5 -5 2|97 99 7 5|2.6 15|8 15 0 28 0
1752 南光|生技醫療|17 3 4|75 81 -15 -6|0.1 6|2 14 0 -1 -26
1760 寶齡富錦|生技醫療|32 12 3|77 83 -4 -6|0.3 13|13 39 0 -7 -31
1762 中化生|生技醫療|-35 -4 26|72 85 -5 -6|0.2 7|3 6 0 -20 -9
1773 勝一|化學工業|12 13 7|85 85 3 -6|1.2 61|7 -5 6 71 -16
1777 生泰|生技醫療|-18 24 11|93 93 9 17|0.4 8|2 0 0 -38 73
1783 和康生|生技醫療|3 3 8|82 94 6 6|0.4 7|7 17 0 -22 -8
1784 訊聯|生技醫療|17 1 -11|72 72 34 91|0.4 111|4 -6 0 11 7
1785 光洋科|其他電子|27 26 2|92 92 45 58|0.8 1212|11 -6 0 59 83
1786 科妍|生技醫療|10 11 -27|100 100 25 55|1.7 93|7 4 0 9 12
1789 神隆|生技醫療|25 11 -7|86 86 -12 3|0.5 9|5 8 0 3 -6
1795 美時|生技醫療|19 12 13|85 85 -0 6|0.5 731|56 13 2 -6 -31
1799 易威|生技醫療|598 281 143|97 97 126 265|0.7 132|15 5 8 na na
1802 台玻|玻璃陶瓷|-13 -5 -9|76 81 -13 -8|0.3 45|5 5 -0 -5 1
1805 寶徠|建材營造|-99 -68 -37|89 89 10 28|0.5 14|4 3 0 na na
1806 冠軍|玻璃陶瓷|-2 -4 -22|83 83 8 1|0.2 10|9 2 0 -19 -5
1808 潤隆|建材營造|-71 -32 -8960|97 97 19 25|1.8 343|12 10 0 10 3
1809 中釉|玻璃陶瓷|-10 8 4|61 65 -13 -33|0.3 24|4 12 0 -21 -4
1810 和成|玻璃陶瓷|5 -4 -7|86 86 -3 10|0.7 9|4 16 0 -2 -18
1815 富喬|電子零組|35 39 43|79 79 -17 24|0.3 206|8 5 0 -8 -18
1817 凱撒衛|玻璃陶瓷|17 12 3|98 98 3 11|0.4 6|4 5 0 -0 4
1903 士紙|造紙工業|-23 -16 -10|86 86 -8 12|0.6 7|12 6 0 2 -6
1904 正隆|造紙工業|14 5 0|85 88 -10 -10|0.6 20|9 26 0 2 -18
1905 華紙|造紙工業|5 8 10|76 80 -12 -13|0.6 22|4 9 0 -4 -9
1907 永豐餘|造紙工業|15 12 8|88 96 4 4|0.5 31|13 14 0 3 -13
1909 榮成|造紙工業|7 8 9|86 86 -2 -2|0.5 14|11 11 0 -7 1
2002 中鋼|鋼鐵工業|4 0 2|83 86 -5 -7|0.6 380|14 3 1 -11 -2
2006 東和鋼鐵|鋼鐵工業|6 -2 -11|100 100 14 9|0.5 88|16 17 15 56 -23
2008 高興昌|鋼鐵工業|5 23 38|94 94 48 64|2.8 10|8 2 0 199 31
2009 第一銅|鋼鐵工業|27 40 20|71 71 -18 26|0.5 69|4 22 0 8 -35
2010 春源|鋼鐵工業|1 9 5|80 80 -11 3|0.5 8|8 5 0 1 -3
2014 中鴻|鋼鐵工業|-16 -12 -14|68 77 -14 -13|0.5 46|5 11 -0 -4 -6
2015 豐興|鋼鐵工業|-1 -1 -1|100 100 15 22|0.6 22|11 25 26 57 -22
2017 官田鋼|鋼鐵工業|-6 5 -2|81 82 -10 -10|0.4 7|2 -6 0 -6 -11
2020 美亞|鋼鐵工業|-41 -34 -20|72 72 -25 -15|0.3 17|3 -6 0 -16 32
2023 燁輝|鋼鐵工業|-1 7 1|82 91 -1 1|0.5 17|6 9 0 2 -2
2025 千興|鋼鐵工業|24411 8585 na|86 86 1 -8|0.3 19|3 1 0 na na
2027 大成鋼|鋼鐵工業|-0 -8 3|92 92 -2 4|0.6 118|16 18 1 -4 -36
2029 盛餘|鋼鐵工業|18 15 -14|82 83 -7 -6|0.4 5|68 -2 0 -2 -14
2030 彰源|鋼鐵工業|7 2 9|86 91 -3 -5|0.4 7|2 28 0 -16 -16
2031 新光鋼|鋼鐵工業|-26 -12 -10|85 85 -1 -3|0.2 62|13 -3 -3 3 -10
2034 允強|鋼鐵工業|-9 0 7|88 94 -3 -2|0.8 9|7 6 0 11 4
2038 海光|鋼鐵工業|17 8 9|74 78 -14 -10|0.4 5|3 9 0 2 -19
2049 上銀|電機機械|-6 -6 -2|74 74 -5 -11|0.8 345|26 -3 0 2 -0
2059 川湖|電子零組|94 96 56|83 89 10 -8|0.6 1283|18 -4 8 -18 6
2061 風青|電器電纜|28 44 31|80 80 13 43|0.3 11|3 -6 0 16 26
2062 橋椿|居家生活|-15 -6 -29|94 94 35 35|1.7 361|10 -2 0 151 281
2066 世德|電機機械|-6 -2 1|74 74 -18 18|0.4 13|12 7 1 2 3
2069 運錩|鋼鐵工業|-6 -9 -1|96 96 8 13|1.0 11|1 3 0 -1 -7
2070 精湛|電機機械|32 32 7|100 100 146 163|0.2 139|1 -0 0 48 -65
2101 南港|橡膠工業|26 17 -4|82 82 -16 32|0.4 188|8 13 0 -1 -37
2102 泰豐|橡膠工業|23 -5 59|89 89 5 19|0.7 18|7 -12 0 7 23
2103 台橡|橡膠工業|35 25 16|93 94 -4 3|0.3 18|27 31 0 -2 -19
2104 國際中橡|橡膠工業|37 20 24|80 90 -7 -7|0.6 14|11 22 0 -12 -4
2105 正新|橡膠工業|1 0 0|84 84 -7 12|0.5 173|16 6 5 -11 -18
2106 建大|橡膠工業|1 3 3|90 90 -8 7|0.8 15|9 3 0 6 2
2107 厚生|橡膠工業|25 22 31|95 95 1 12|0.4 9|8 9 0 11 -1
2108 南帝|橡膠工業|41 47 37|85 85 14 18|0.4 21|8 11 0 -3 -14
2109 華豐|橡膠工業|17 1 1|97 97 1 30|0.7 9|17 10 0 9 -13
2201 裕隆|汽車工業|7 12 1|64 73 -21 -17|0.3 146|5 11 -0 -6 -14
2204 中華|汽車工業|21 15 -17|53 53 -38 -39|0.7 225|23 11 -8 -14 -37
2206 三陽工業|汽車工業|-1 4 -7|91 91 4 7|0.3 107|7 23 4 -14 -17
2207 和泰車|汽車工業|-4 1 -5|95 100 9 4|0.9 165|24 14 1 3 0
2208 台船|航運業|-38 -35 -12|77 93 2 4|1.5 80|5 7 0 -15 -7
2211 長榮鋼|鋼鐵工業|-13 3 -4|79 79 -16 1|0.3 63|5 -18 34 -13 9
2227 裕日車|汽車工業|-8 -0 -11|64 76 -12 -25|1.5 9|41 13 0 na na
2228 劍麟|汽車工業|1 -4 -14|88 88 -11 20|2.6 24|10 -1 1 90 1
2230 泰茂|居家生活|109 97 -12|88 92 3 2|0.6 53|4 4 0 -2 -14
2231 為升|汽車工業|-12 -5 1|72 75 -19 -11|0.6 23|7 -8 0 -37 21
2233 宇隆|汽車工業|28 19 4|100 100 27 20|3.5 67|13 3 1 31 7
2236 百達-KY|汽車工業|-21 -4 -16|98 98 42 59|0.6 87|65 -0 0 3 -3
2239 英利-KY|汽車工業|-14 -8 -2|72 76 -19 -19|0.6 6|74 -3 0 -7 28
2241 艾姆勒|汽車工業|-31 -25 -47|65 65 -23 15|0.5 20|9 6 0 -9 -7
2243 宏旭-KY|汽車工業|281 357 228|77 77 19 48|0.8 96|28 -0 0 -7 50
2247 汎德永業|汽車工業|15 9 4|89 89 -7 -2|0.3 12|5 11 0 -26 -23
2250 IKKA-KY|汽車工業|6 4 -6|72 72 -15 -1|0.3 14|7 2 0 21 -33
2254 巨鎧精密-創|汽車工業|311 211 105|na 95 12 6|1.2 15|26 10 0 84 250
2258 鴻華先進-創|汽車工業|838 1235 246|na 83 -10 -7|0.3 10|0 2 0 na na
2301 光寶科|電腦及週|2 -6 6|73 90 2 -2|0.4 1012|25 1 8 -13 2
2303 聯電|半導體業|10 2 9|96 96 4 7|0.6 2202|33 32 9 -24 -23
2305 全友|電腦及週|10 22 -8|72 80 -8 -17|0.4 8|1 0 0 -1 -15
2308 台達電|電子零組|4 2 3|91 91 16 29|0.4 2969|65 7 1 -37 -37
2312 金寶|其他電子|8 3 14|84 84 36 56|0.3 687|12 -1 0 9 -7
2313 華通|電子零組|11 17 9|87 87 11 6|1.7 1069|21 -9 0 11 13
2314 台揚|通信網路|-54 -53 5|74 88 -3 -5|2.0 17|2 0 0 na na
2316 楠梓電|電子零組|-9 -15 0|80 80 5 17|0.3 62|30 12 0 -11 -9
2317 鴻海|其他電子|22 20 19|81 81 4 74|0.5 13553|39 -6 0 5 -0
2323 中環|光電業|-2 -5 -7|93 93 2 24|0.6 154|11 7 1 -7 -30
2324 仁寶|電腦及週|-10 -5 0|83 83 -8 -6|0.6 461|42 -3 4 6 -22
2327 國巨*|電子零組|24 19 13|81 81 -2 16|0.6 1426|57 -5 0 10 9
2328 廣宇|電子零組|-7 -13 -1|88 88 -12 21|0.4 47|13 17 3 -4 -13
2329 華泰|半導體業|-19 -9 -27|50 59 -32 -38|0.4 115|9 14 -0 -3 -22
2330 台積電|半導體業|45 36 20|88 88 11 22|0.7 31641|74 6 1 7 43
2331 精英|電腦及週|6 -15 8|65 69 -24 -12|0.6 81|9 -10 0 4 -13
2332 友訊|通信網路|-10 -9 5|75 95 5 3|0.6 28|8 28 0 -5 -20
2337 旺宏|半導體業|10 2 23|79 93 6 1|0.3 297|18 0 1 -14 -24
2338 光罩|半導體業|-3 6 0|78 78 -9 -4|0.4 75|6 -5 1 6 17
2340 台亞|半導體業|5 3 -10|77 89 -2 -5|1.6 63|11 2 0 2 -0
2342 茂矽|半導體業|28 31 37|86 93 -0 -5|0.5 8|4 23 0 2 -20
2344 華邦電|半導體業|12 11 4|77 86 -1 -14|0.6 542|17 11 -0 0 -21
2345 智邦|通信網路|16 23 16|94 94 3 10|0.9 878|65 -14 9 -6 14
2347 聯強|電子通路|12 7 2|82 82 -11 -2|0.5 189|34 -20 11 14 12
2348 海悅|其他|20 17 -110|69 69 4 137|0.7 770|4 -3 1 23 44
2349 錸德|光電業|0 -1 -3|83 83 82 116|0.7 459|10 -0 0 na na
2351 順德|半導體業|12 3 9|82 82 -7 33|0.4 318|23 4 0 14 -2
2352 佳世達|電腦及週|2 -3 4|80 86 -2 -12|0.6 172|11 0 3 4 -14
2353 宏碁|電腦及週|32 19 6|77 77 -11 1|0.5 645|27 2 1 -1 -13
2354 鴻準|其他電子|4 -6 25|91 91 -2 37|0.3 545|14 6 -0 5 -13
2355 敬鵬|電子零組|-7 0 -0|77 85 -5 -8|0.4 96|19 -3 0 2 -40
2356 英業達|電腦及週|33 18 9|74 74 -16 -16|0.4 916|15 -11 1 9 23
2357 華碩|電腦及週|26 24 14|100 100 14 23|0.9 2089|53 1 9 -26 -13
2359 所羅門|其他電子|-0 -29 -12|87 87 -4 309|0.5 3797|3 0 0 9 14
2360 致茂|其他電子|36 27 25|96 96 23 26|0.6 505|67 -3 4 5 -2
2362 藍天|電腦及週|45 27 9|90 90 3 55|0.9 505|10 0 0 -9 21
2363 矽統|半導體業|77 46 -16|65 65 -21 8|0.3 751|8 -6 -0 9 130
2364 倫飛|電腦及週|38 25 14|63 73 9 5|2.1 173|19 3 0 15 -5
2365 昆盈|電腦及週|10 45 20|88 88 78 183|0.4 2392|1 -0 0 7 38
2367 燿華|電子零組|29 23 15|89 89 2 55|1.4 483|13 3 0 10 -14
2368 金像電|電子零組|35 40 18|76 83 7 -16|0.4 1073|16 0 1 10 -19
2369 菱生|半導體業|-4 -6 -14|71 79 -14 -19|0.4 21|14 7 0 -7 -20
2371 大同|電機機械|8 -2 -14|65 65 -16 -10|0.3 625|10 3 0 2 -33
2374 佳能|光電業|15 36 15|81 81 -18 98|0.3 279|5 -1 0 4 11
2375 凱美|電子零組|10 14 11|92 96 0 13|0.4 21|8 15 0 -6 -18
2376 技嘉|電腦及週|119 131 22|69 73 -18 -27|0.6 2317|17 -9 -1 10 2
2377 微星|電腦及週|14 10 -8|93 95 2 1|1.5 570|25 -16 4 30 139
2379 瑞昱|半導體業|19 16 3|89 89 3 -9|0.5 860|56 -5 6 -11 -19
2382 廣達|電腦及週|43 33 30|78 78 -3 14|0.6 6043|28 -10 1 5 48
2383 台光電|電子零組|59 61 5|88 95 11 -2|1.0 2066|26 4 1 -1 7
2385 群光|電子零組|4 -1 4|66 66 -15 -23|0.5 382|33 -16 5 3 -6
2387 精元|電腦及週|18 5 5|90 90 -3 -6|0.3 46|19 10 0 23 -20
2388 威盛|半導體業|-32 -23 -45|74 92 12 -1|1.2 1241|13 10 0 2 5
2392 正崴|電子零組|9 23 15|78 78 1 59|0.7 466|9 -9 0 14 59
2393 億光|光電業|30 23 11|100 100 18 70|0.5 150|27 8 5 15 -37
2395 研華|電腦及週|4 -8 6|88 88 -1 -9|0.8 251|41 -12 1 -6 6
2397 友通|電腦及週|-40 -40 -2|87 87 -5 26|1.7 107|23 -0 0 22 50
2399 映泰|電腦及週|13 11 9|86 93 5 -4|4.7 31|5 3 0 -17 -13
2401 凌陽|半導體業|15 24 7|81 81 -11 -0|0.2 100|17 -3 1 6 -12
2402 毅嘉|電子零組|12 15 7|93 96 28 31|2.2 319|10 2 0 -5 9
2404 漢唐|其他電子|-5 -23 -15|80 80 -3 -11|0.3 215|23 7 15 -10 -11
2405 輔信|電腦及週|2 7 -2|79 79 7 20|0.7 143|7 -5 0 9 42
2406 國碩|光電業|149 220 150|73 73 -7 19|0.2 54|10 3 0 1 -22
2408 南亞科|半導體業|13 32 9|65 69 -18 -21|0.5 562|13 -19 -2 -2 34
2409 友達|光電業|17 14 -9|87 87 -2 3|0.6 681|24 0 0 5 -46
2412 中華電|通信網路|1 0 -2|97 97 -2 3|0.6 1063|16 23 1 -76 -59
2417 圓剛|電腦及週|17 1 1|82 82 -1 -6|0.6 148|2 -2 0 17 7
2419 仲琦|通信網路|23 3 29|77 82 0 -1|0.3 35|3 15 0 -5 -14
2420 新巨|電子零組|13 10 15|100 100 20 43|2.6 59|7 6 2 192 -20
2421 建準|電子零組|23 16 16|65 71 -19 -23|0.5 295|19 -2 -1 5 -10
2423 固緯|其他電子|11 3 3|85 85 -4 -1|0.8 9|6 -7 0 -29 12
2425 承啟|電腦及週|-40 -23 -28|82 94 6 -6|9.0 16|4 -3 0 43 -9
2426 鼎元|光電業|11 11 2|99 99 25 23|6.5 10|10 1 0 21 -8
2427 三商電|資訊服務|4 0 -34|81 81 -7 19|0.1 32|3 1 0 -6 -5
2428 興勤|電子零組|12 8 10|96 96 7 5|0.4 55|16 5 0 6 -17
2429 銘旺科|光電業|-52 -56 -7|71 71 60 52|1.6 67|2 2 0 na na
2436 偉詮電|半導體業|16 8 -11|73 86 -11 -9|0.5 34|6 9 -1 -3 -21
2438 翔耀|光電業|125 138 44|71 71 96 161|0.3 24|2 -1 0 na na
2439 美律|通信網路|59 31 15|99 99 14 28|0.7 400|34 -1 2 19 -4
2441 超豐|半導體業|11 13 -0|96 96 -1 -2|1.0 50|13 1 1 -5 42
2442 新美齊|建材營造|95 -18 -1285|87 87 -0 20|0.4 97|4 -4 0 -5 5
2444 兆勁|通信網路|-36 -24 -9|83 83 6 13|0.5 7|5 4 0 na na
2449 京元電子|半導體業|14 13 8|90 90 36 4|0.3 2260|29 -6 3 -12 8
2451 創見|半導體業|-2 -11 -12|77 77 -10 26|0.3 54|10 -10 19 11 1
2453 凌群|資訊服務|22 11 1|80 80 -14 5|0.2 36|8 3 0 4 -10
2454 聯發科|半導體業|44 30 5|82 82 -0 -0|0.6 5623|60 -4 3 -1 -16
2455 全新|通信網路|17 29 -49|77 77 4 -12|1.0 293|26 -12 -3 55 43
2457 飛宏|電子零組|-20 -23 -5|56 70 -23 -29|0.5 56|9 18 -1 -5 -34
2458 義隆|半導體業|-0 4 -26|84 84 -8 -8|0.7 199|29 -23 -0 -12 34
2460 建通|電子零組|25 49 19|69 75 -15 -20|0.2 7|2 20 0 -0 -15
2461 光群雷|其他電子|-4 -5 -2|92 92 -4 6|0.6 11|6 -3 0 2 4
2462 良得電|電子零組|15 22 20|78 92 -2 -9|0.5 8|2 4 0 -3 15
2464 盟立|其他電子|-16 -8 14|87 87 25 116|0.8 1844|4 0 -0 1 -2
2465 麗臺|電腦及週|12 -3 -20|60 66 -25 -28|0.9 111|1 2 0 -18 -26
2467 志聖|電子零組|49 67 48|92 92 78 89|1.7 1152|12 1 1 53 12
