# 2022-10-03 全池(961 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1590 亞德客-KY|電機機械|-12 -9 -14|68 68 -25 -19|1.2 397|78 -1 -0 -5 -5
1598 岱宇|運動休閒|-43 -44 1|63 89 -1 -6|0.9 11|4 0 0 -6 0
1599 宏佳騰|電機機械|-6 1 -3|72 72 0 -27|0.9 8|13 1 0 22 7
1603 華電|電器電纜|181 108 57|81 81 -5 -10|0.9 12|1 -7 0 5 51
1605 華新|電器電纜|7 7 -29|84 84 16 19|1.2 2231|21 -4 3 15 20
1609 大亞|電器電纜|2 -8 -23|63 63 -19 -34|0.7 53|10 -16 0 -6 28
1611 中電|電器電纜|-3 -5 3|71 75 -20 -18|0.5 18|12 6 -0 -10 -7
1612 宏泰|電器電纜|-26 -16 -29|52 54 -13 -44|0.9 14|12 -24 0 3 58
1618 合機|電器電纜|183 46 37|88 88 20 8|0.7 17|1 -0 0 14 95
1701 中化|生技醫療|10 7 7|79 79 2 0|0.8 10|13 0 0 -8 2
1702 南僑|食品工業|3 8 3|89 93 -3 -4|1.2 7|15 -20 0 -10 4
1707 葡萄王|生技醫療|12 4 -2|84 90 2 -2|0.8 29|13 27 0 -8 -8
1708 東鹼|化學工業|118 92 7|61 61 -4 -34|0.5 303|13 -1 -0 -8 10
1709 和益|化學工業|11 16 1|75 83 5 -13|0.6 20|5 -2 0 -12 -0
1710 東聯|化學工業|-22 -36 -33|66 82 -3 -17|1.3 16|9 0 0 -5 -10
1711 永光|化學工業|2 1 -4|61 74 -5 -26|0.5 16|8 -6 0 -4 -20
1712 興農|化學工業|26 26 6|84 84 24 9|0.6 149|20 3 1 -7 74
1720 生達|生技醫療|34 45 26|92 92 5 14|0.7 16|7 -7 3 -28 13
1721 三晃|化學工業|16 9 -12|48 65 -8 -35|0.5 18|2 -10 0 3 7
1722 台肥|化學工業|32 27 -37|68 71 -8 -28|1.5 121|14 -18 -1 -27 31
1723 中碳|化學工業|15 35 -15|85 85 -7 -5|1.0 35|11 -19 0 -35 9
1727 中華化|化學工業|17 15 -13|49 58 -12 -42|0.7 17|2 -7 0 -20 16
1732 毛寶|化學工業|-5 6 6|57 58 1 -36|0.6 55|2 0 0 -15 9
1733 五鼎|生技醫療|17 19 5|89 89 -8 4|0.6 8|7 -19 0 -39 -18
1734 杏輝|生技醫療|25 21 7|69 84 -1 4|0.4 38|6 7 0 -16 -20
1736 喬山|運動休閒|20 4 2|98 98 45 42|3.6 274|9 5 4 8 35
1737 臺鹽|食品工業|-8 -8 -22|95 95 1 -2|1.2 8|9 -2 0 -5 38
1752 南光|生技醫療|-2 10 8|77 88 -3 -1|0.9 5|2 8 0 -32 -4
1760 寶齡富錦|生技醫療|59 29 6|84 84 15 22|0.9 1948|14 -0 0 -10 4
1762 中化生|生技醫療|-11 -13 -38|68 83 3 -6|0.7 30|5 -9 3 -8 21
1773 勝一|化學工業|-4 -1 -27|64 67 -16 -32|1.5 40|5 -3 0 -18 11
1777 生泰|生技醫療|120 75 73|96 96 17 15|0.9 6|0 2 0 17 0
1783 和康生|生技醫療|17 27 -3|65 81 -5 -5|0.3 27|6 -2 1 -14 10
1784 訊聯|生技醫療|20 2 0|88 88 -5 3|0.6 13|2 -4 0 -18 80
1785 光洋科|其他電子|-28 -19 -16|55 60 -22 -38|1.9 47|9 -11 0 -11 34
1786 科妍|生技醫療|-30 21 10|87 87 18 10|0.4 6|1 6 0 -38 30
1789 神隆|生技醫療|-18 13 11|84 84 1 2|0.4 36|5 -10 -1 -10 31
1795 美時|生技醫療|6 -3 4|85 85 18 23|1.1 3403|67 -0 -2 -3 53
1802 台玻|玻璃陶瓷|-29 -27 -20|65 83 2 -17|2.7 54|8 10 0 -8 11
1808 潤隆|建材營造|-96 -93 -55|95 95 6 19|1.1 15|2 -7 0 0 11
1810 和成|玻璃陶瓷|-9 4 2|57 68 -11 -35|1.3 6|5 -19 0 -8 -87
1815 富喬|電子零組|-17 -10 -21|73 80 5 -7|0.6 23|3 -1 0 -12 24
1904 正隆|造紙工業|8 1 -5|75 81 3 -18|0.7 21|8 7 -8 -8 -4
1905 華紙|造紙工業|21 18 9|62 79 -4 -22|0.9 11|3 -3 -0 -10 10
1907 永豐餘|造紙工業|17 2 4|68 76 2 -23|1.0 24|15 4 0 7 9
1909 榮成|造紙工業|-19 -17 -26|55 75 -4 -23|0.7 22|10 -13 0 -1 14
2002 中鋼|鋼鐵工業|-13 -1 -25|73 74 0 -26|0.7 677|17 -10 7 -6 28
2006 東和鋼鐵|鋼鐵工業|9 5 -12|67 71 1 -29|0.6 82|11 -1 -24 -7 -1
2007 燁興|鋼鐵工業|-41 -20 -29|36 48 -15 -52|0.6 10|0 -9 0 -11 32
2009 第一銅|鋼鐵工業|-4 -9 -28|44 51 -21 -48|0.8 18|2 -7 0 -16 10
2010 春源|鋼鐵工業|-15 -7 -19|58 61 -7 -40|1.1 7|6 1 0 -9 -2
2013 中鋼構|鋼鐵工業|20 22 -2|85 87 1 -8|0.5 9|7 -16 0 1 19
2014 中鴻|鋼鐵工業|-57 -35 -51|49 50 -12 -50|0.6 228|6 6 -11 -11 3
2015 豐興|鋼鐵工業|-7 -4 -27|64 65 -10 -34|1.3 17|12 -28 5 0 32
2017 官田鋼|鋼鐵工業|14 -3 2|61 69 6 -31|0.5 7|1 3 0 -7 3
2020 美亞|鋼鐵工業|-9 -14 -28|77 80 10 -20|0.8 13|2 -2 0 -12 1
2023 燁輝|鋼鐵工業|-13 -19 -39|49 58 -10 -43|0.7 42|5 -16 -0 -5 19
2027 大成鋼|鋼鐵工業|8 9 -28|74 74 15 -24|1.0 279|15 2 0 -4 4
2028 威致|鋼鐵工業|-22 -26 -45|56 56 5 -43|0.3 13|0 -2 0 -7 8
2029 盛餘|鋼鐵工業|-22 -18 -40|63 65 -1 -37|0.6 7|68 -1 0 -6 7
2030 彰源|鋼鐵工業|5 6 -30|63 63 9 -37|0.7 36|3 6 0 -8 -5
2031 新光鋼|鋼鐵工業|51 13 -13|49 49 -5 -48|0.7 47|9 -1 -4 1 5
2032 新鋼|鋼鐵工業|9 -7 -10|51 55 -3 -49|0.5 10|0 -1 0 -9 35
2034 允強|鋼鐵工業|-20 -14 -41|76 77 6 -23|0.3 29|7 2 0 -13 -2
2038 海光|鋼鐵工業|48 31 -4|54 58 1 -42|0.3 14|1 -1 0 -5 24
2049 上銀|電機機械|4 9 -7|55 68 -24 -22|0.6 204|32 -1 -1 -6 10
2059 川湖|電子零組|10 28 -7|92 97 16 9|1.5 135|18 5 17 -11 32
2061 風青|電器電纜|-7 -8 -9|91 91 49 39|1.5 15|1 2 0 141 68
2065 世豐|鋼鐵工業|-5 -10 -5|88 88 8 -2|0.8 6|2 4 2 -15 -13
2066 世德|電機機械|43 31 14|85 85 29 35|0.9 72|12 2 0 48 -87
2069 運錩|鋼鐵工業|-14 4 -46|60 63 5 -38|0.5 9|1 3 0 -8 10
2101 南港|橡膠工業|-25 -4 9|76 89 -4 -11|1.2 25|6 -13 0 1 -1
2102 泰豐|橡膠工業|48 41 61|63 78 6 -23|2.8 16|7 -6 0 -5 2
2103 台橡|橡膠工業|3 9 -3|67 86 1 -13|0.8 19|28 2 -6 -7 3
2104 國際中橡|橡膠工業|1 8 -8|69 82 -2 -19|1.1 32|12 -5 0 7 4
2105 正新|橡膠工業|18 7 13|88 88 0 4|1.3 355|15 8 5 0 6
2106 建大|橡膠工業|24 18 9|85 85 -5 3|0.6 55|7 -3 3 -4 30
2108 南帝|橡膠工業|-56 -57 -17|43 62 -16 -37|1.3 40|9 -13 1 -10 -1
2201 裕隆|汽車工業|0 10 14|84 84 -5 6|0.5 169|8 -6 -3 -10 19
2204 中華|汽車工業|-38 -9 5|61 70 -24 -24|0.7 46|24 -14 2 0 -9
2206 三陽工業|汽車工業|44 41 29|90 90 12 36|2.0 203|16 11 2 7 16
2207 和泰車|汽車工業|-7 -3 5|87 91 -6 -2|1.4 147|24 -2 2 78 57
2208 台船|航運業|-21 -13 -5|69 74 -10 -23|1.6 14|5 -15 0 -6 26
2211 長榮鋼|鋼鐵工業|-38 -13 -42|85 85 -9 -10|0.8 12|5 4 0 -36 101
2221 大甲|其他|1 -0 -75|94 94 35 9|0.9 9|3 6 0 5 10
2227 裕日車|汽車工業|-45 10 24|76 79 -14 -21|1.7 6|41 -10 -13 na 12
2228 劍麟|汽車工業|30 25 22|87 87 19 12|1.6 61|6 1 0 40 1
2230 泰茂|居家生活|41 6 19|71 71 40 69|1.3 80|9 -4 0 58 1
2231 為升|汽車工業|2 12 17|86 93 21 11|1.0 131|9 1 6 0 -10
2233 宇隆|汽車工業|0 -2 -3|82 82 -3 -9|0.5 15|11 -14 -1 -11 12
2239 英利-KY|汽車工業|75 38 42|85 90 25 6|0.6 12|76 2 0 5 7
2247 汎德永業|汽車工業|32 15 16|96 96 4 6|1.3 8|4 5 0 61 30
2301 光寶科|電腦及週|14 10 3|91 91 13 -5|1.0 495|45 -13 19 27 34
2302 麗正|半導體業|32 22 23|82 82 3 3|0.4 9|4 -7 0 -17 7
2303 聯電|半導體業|35 38 3|55 72 -11 -22|0.9 2052|29 -16 4 -2 2
2305 全友|電腦及週|50 24 32|72 72 75 189|0.5 120|7 2 -0 -3 -2
2308 台達電|電子零組|36 29 15|87 92 11 1|0.9 1304|66 -6 4 -7 10
2312 金寶|其他電子|36 34 16|78 80 10 -12|2.4 113|9 -10 0 11 44
2313 華通|電子零組|24 37 14|83 83 0 -4|0.6 635|29 0 -12 4 37
2314 台揚|通信網路|35 19 14|41 60 -13 -36|0.3 66|2 -8 0 -35 -11
2317 鴻海|其他電子|12 19 12|89 89 -1 2|1.2 2681|44 -9 -2 -2 50
2324 仁寶|電腦及週|-13 4 -0|86 91 -2 -9|1.4 391|41 -2 -11 3 14
2327 國巨*|電子零組|4 8 -10|54 70 -9 -27|1.5 869|40 4 2 -2 -48
2328 廣宇|電子零組|2 4 -20|76 83 -3 -11|1.2 41|10 -10 0 -15 13
2329 華泰|半導體業|2 1 -6|64 82 8 -16|0.6 30|7 2 0 -7 -2
2330 台積電|半導體業|59 42 6|62 74 -10 -26|1.4 13896|71 -16 1 12 -12
2331 精英|電腦及週|-12 21 -7|98 98 31 36|1.0 148|12 -0 0 -30 -13
2332 友訊|通信網路|17 16 6|67 82 -3 -10|0.4 36|8 4 0 -6 -13
2337 旺宏|半導體業|-26 -11 -25|73 81 7 -17|1.1 184|23 -8 0 -4 36
2338 光罩|半導體業|29 29 -3|49 59 -18 -40|2.5 162|9 2 -4 -2 2
2340 台亞|半導體業|-41 -33 -21|45 71 -12 -24|0.9 100|12 1 0 -14 1
2342 茂矽|半導體業|5 10 -10|63 76 0 -12|0.8 41|6 -4 0 1 20
2344 華邦電|半導體業|-16 -11 -24|57 70 -3 -28|1.2 215|25 -11 0 -1 41
2345 智邦|通信網路|16 40 20|90 92 19 23|0.8 905|62 -8 9 -34 -27
2347 聯強|電子通路|8 12 -2|72 72 2 -25|1.1 254|32 -29 21 -10 230
2351 順德|半導體業|2 4 -13|64 77 20 -15|1.0 145|20 -4 4 -15 3
2352 佳世達|電腦及週|12 12 0|86 88 1 -11|1.0 94|16 -14 -0 -9 6
2353 宏碁|電腦及週|-25 -18 -14|77 83 1 -15|1.1 247|31 -4 6 -16 2
2354 鴻準|其他電子|-51 -39 -27|66 76 -2 -23|0.8 92|16 -17 0 -8 15
2355 敬鵬|電子零組|-6 -7 -11|71 90 3 -9|0.9 17|15 -6 0 -1 5
2356 英業達|電腦及週|-9 7 -5|89 91 0 -5|1.4 188|22 -13 6 -15 6
2357 華碩|電腦及週|6 7 -6|71 74 -12 -24|0.8 671|44 -13 11 -16 -8
2358 廷鑫|其他|-56 -47 -57|57 69 -1 -31|5.1 7|1 -5 0 11 73
2359 所羅門|其他電子|5 35 2|71 71 -12 -4|0.3 44|4 1 0 -22 1
2360 致茂|其他電子|63 43 27|79 87 26 9|1.1 455|65 -10 13 123 -9
2362 藍天|電腦及週|-24 -21 -25|88 88 4 7|0.8 11|11 -12 0 -2 -0
2363 矽統|半導體業|-41 -23 -46|71 79 -2 -20|0.7 26|5 -16 0 1 41
2364 倫飛|電腦及週|8 22 24|69 69 114 362|1.2 45|19 -1 0 145 -45
2367 燿華|電子零組|84 69 48|81 81 14 13|1.0 828|13 4 0 -41 3
2368 金像電|電子零組|21 27 -0|92 92 1 3|1.3 1255|20 2 7 -20 na
2369 菱生|半導體業|-37 -32 -33|49 60 -14 -40|1.0 14|15 -14 0 -7 14
2371 大同|電機機械|-14 -5 -8|82 87 -4 -9|0.7 224|15 -29 -0 4 108
2374 佳能|光電業|20 79 20|64 77 -7 -16|0.3 19|5 0 0 -19 9
2375 凱美|電子零組|-32 -27 -31|37 54 -16 -47|0.5 38|7 -14 0 -26 na
2376 技嘉|電腦及週|-24 -14 -22|64 88 14 -12|0.9 899|15 -1 7 -0 -5
2377 微星|電腦及週|-32 -12 -24|68 85 6 -7|1.2 668|27 -4 2 -12 5
2379 瑞昱|半導體業|8 4 -16|50 65 -13 -29|1.5 1356|49 -1 -1 3 5
2380 虹光|電腦及週|26 -3 2|64 77 20 -4|0.4 11|0 1 0 na na
2382 廣達|電腦及週|56 43 31|84 91 6 -8|1.0 567|22 -12 18 -8 58
2383 台光電|電子零組|-12 -6 -23|59 69 2 -29|1.6 573|36 -7 8 -3 45
2385 群光|電子零組|19 19 4|94 94 5 -0|1.2 167|34 13 -22 -5 20
2387 精元|電腦及週|28 20 17|80 89 12 -2|0.7 49|5 3 0 13 12
2388 威盛|半導體業|69 27 -1|77 81 37 28|1.2 2760|11 0 0 -6 35
2390 云辰|其他電子|-5 -1 -2|53 55 -18 -36|0.5 8|2 -0 0 -12 -5
2392 正崴|電子零組|20 29 20|81 87 8 -2|0.7 23|11 -6 0 -11 6
2393 億光|光電業|-30 -27 -16|66 82 -6 -19|0.8 22|29 -10 -0 -9 -1
2395 研華|電腦及週|21 24 1|76 80 -10 -18|1.5 237|42 1 -2 -16 10
2399 映泰|電腦及週|-37 -20 -26|49 63 -12 -38|1.2 9|5 -8 0 -8 28
2401 凌陽|半導體業|-33 -28 -30|58 66 -16 -30|0.6 65|11 -8 0 -6 31
2402 毅嘉|電子零組|29 14 12|93 93 24 10|0.7 59|10 -2 0 53 33
2404 漢唐|其他電子|146 88 51|81 82 7 -10|1.0 87|21 -5 0 12 7
2405 輔信|電腦及週|-17 -3 -14|61 78 -2 -7|0.3 58|5 2 0 -32 1
2406 國碩|光電業|-18 -8 10|50 69 -15 -28|0.7 36|5 -11 0 -8 35
2408 南亞科|半導體業|-58 -45 -49|61 76 -4 -24|1.3 390|15 -15 -0 3 29
2412 中華電|通信網路|2 3 0|87 87 -10 -10|1.3 844|18 -9 -0 72 47
2413 環科|電子零組|34 18 17|94 94 25 11|1.0 40|1 1 0 2 14
2417 圓剛|電腦及週|-26 -9 21|52 58 -6 -25|0.6 14|1 -7 0 -1 41
2419 仲琦|通信網路|38 54 53|80 80 7 31|0.2 106|5 6 0 -21 12
2420 新巨|電子零組|-6 -3 -5|86 93 3 -5|1.2 6|5 -19 6 -3 59
2421 建準|電子零組|-13 10 7|77 83 9 -4|0.3 16|20 -8 4 -7 18
2425 承啟|電腦及週|-6 1 -10|73 73 -17 -14|0.5 17|18 -4 0 -10 64
2426 鼎元|光電業|-33 -28 -21|52 70 -13 -31|0.8 8|8 -12 0 -11 16
2428 興勤|電子零組|4 -2 -5|65 80 -7 -11|0.7 34|14 -15 0 18 1
2436 偉詮電|半導體業|-39 -40 -43|39 55 -20 -46|0.8 63|7 -3 -0 -12 21
2439 美律|通信網路|46 32 36|86 89 21 7|1.0 177|12 4 1 -11 -12
2441 超豐|半導體業|-32 -23 -30|66 74 -13 -24|1.2 85|11 1 -25 -10 18
2444 兆勁|通信網路|-3 -15 -11|75 75 -2 -3|0.3 6|1 5 0 na na
2449 京元電子|半導體業|-5 22 -2|70 71 -12 -20|1.0 241|29 1 -13 -1 -2
2451 創見|半導體業|-12 -16 -13|93 94 6 -4|1.1 18|9 9 6 -9 3
2454 聯發科|半導體業|4 4 -21|51 65 -16 -32|1.0 2979|60 -10 2 -0 -3
2455 全新|通信網路|-45 -33 -30|38 59 -22 -40|1.3 85|27 -9 -4 18 28
2457 飛宏|電子零組|41 31 6|68 79 6 -20|0.6 179|4 -3 0 -10 65
2458 義隆|半導體業|-49 -32 -18|53 59 -21 -41|0.8 243|25 19 -31 6 -33
2464 盟立|其他電子|13 16 3|89 93 3 -3|1.0 8|5 -8 0 -11 6
2465 麗臺|電腦及週|-60 -52 -45|31 44 -18 -50|0.4 12|1 -5 0 -19 30
2467 志聖|電子零組|12 4 4|92 92 20 9|0.6 8|7 1 0 3 1
2468 華經|資訊服務|12 6 4|74 74 33 24|0.8 37|2 2 0 -27 370
2472 立隆電|電子零組|-13 0 -17|73 80 -5 -20|0.7 10|2 -5 0 -5 30
2474 可成|其他電子|-12 -21 23|96 96 12 22|0.7 337|43 14 7 -16 -25
2476 鉅祥|電子零組|9 9 -6|59 76 5 -9|0.4 97|3 5 0 -16 -7
2478 大毅|電子零組|-34 -31 -19|64 77 -4 -21|1.2 6|5 -1 0 -6 6
2480 敦陽科|資訊服務|6 4 -7|88 90 3 -5|0.8 15|7 -16 -1 -28 4
2481 強茂|半導體業|-19 -10 -18|49 67 -1 -36|0.6 259|10 4 -2 -20 -7
2482 連宇|其他電子|35 27 -1|71 71 -24 69|0.2 38|5 6 -0 -4 58
2483 百容|電子零組|-10 -1 -19|93 93 17 26|1.7 56|2 -0 0 72 27
2484 希華|電子零組|-14 -2 -11|75 77 -6 -7|0.5 87|10 -23 0 -6 156
2485 兆赫|通信網路|18 4 13|77 90 9 -1|0.9 20|6 -1 0 -3 6
2486 一詮|光電業|-24 -17 -22|31 44 -28 -55|1.2 32|6 9 0 -5 10
2488 漢平|其他電子|67 73 48|92 92 12 11|0.3 8|3 -1 0 -12 -14
2492 華新科|電子零組|-29 -25 -12|42 59 -18 -41|1.2 147|14 -7 0 4 36
2493 揚博|電子零組|12 31 11|92 92 -3 1|0.4 5|5 -20 0 4 7
2495 普安|電腦及週|33 35 18|75 87 9 -0|0.6 11|19 3 0 -8 -0
2497 怡利電|汽車工業|94 66 15|68 78 12 -21|1.2 1035|2 1 -0 -6 -15
2498 宏達電|通信網路|-15 -20 -6|60 82 -10 -4|0.5 2643|13 -2 0 -12 4
2501 國建|建材營造|53 183 140|83 87 -4 -12|0.9 6|7 -22 0 -3 14
2504 國產|建材營造|6 8 7|79 81 3 -21|1.2 55|15 -1 1 0 8
2520 冠德|建材營造|55 -19 -10|70 77 -11 -21|1.4 36|15 -31 0 -3 21
2530 華建|建材營造|36 49 -4839|99 99 18 16|1.4 15|1 9 0 26 -2
2534 宏盛|建材營造|-13 6 -18|95 95 2 2|0.6 22|8 -8 0 31 16
2535 達欣工|建材營造|53 34 15|92 96 7 -2|1.7 13|9 -4 0 4 5
2536 宏普|建材營造|405 131 64|94 94 6 5|0.8 9|10 2 0 19 7
2538 基泰|建材營造|22 100 56|93 93 9 11|0.8 13|14 -6 0 4 6
2539 櫻花建|建材營造|1244262 543131 298631|98 98 12 12|1.0 7|1 12 0 -14 26
2540 愛山林|建材營造|30 5 -1|83 83 6 1|0.7 48|0 2 0 24 -9
2542 興富發|建材營造|-87 -92 -65|95 98 9 1|1.4 217|8 4 1 3 4
2545 皇翔|建材營造|-23 44 -6|74 74 -2 -16|0.6 9|4 -28 0 3 -9
2548 華固|建材營造|-83 454 -1532|96 96 4 8|1.1 24|20 3 0 2 13
2603 長榮|航運業|15 37 -58|47 50 -27 -43|0.7 7873|29 5 1 -64 na
2605 新興|航運業|-12 -16 -34|48 58 -9 -29|0.7 82|36 4 0 1 7
2606 裕民|航運業|16 18 -16|55 58 -8 -31|0.8 221|11 1 -0 -4 36
2607 榮運|航運業|214 192 51|76 76 7 -16|1.3 312|9 2 0 18 15
2608 嘉里大榮|航運業|-0 -3 -4|70 80 -2 -8|1.1 15|5 -1 0 -7 2
2609 陽明|航運業|7 24 -52|60 61 -27 -36|1.4 3968|17 2 2 -7 -1
2610 華航|航運業|14 24 -13|64 68 -15 -28|1.6 1420|11 -7 0 -12 45
