# 2023-03-01 全池(1039 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1473 台南|紡織纖維|1 5 -33|100 100 35 21|3.4 18|10 4 0 51 13
1475 業旺|紡織纖維|18 21 -274|90 94 7 11|0.9 8|1 4 0 22 12
1476 儒鴻|紡織纖維|-43 -31 -38|84 94 11 6|1.2 350|41 -0 -4 45 24
1477 聚陽|紡織纖維|-16 -10 -20|88 88 -2 17|1.0 368|38 0 -13 1 14
1503 士電|電機機械|7 11 -0|93 93 41 26|3.1 134|31 -4 0 282 195
1504 東元|電機機械|-3 2 -8|95 99 12 3|2.6 177|18 -16 0 57 0
1506 正道|電機機械|-8 -4 -12|94 94 33 33|4.1 17|1 3 0 na na
1513 中興電|電機機械|34 12 1|100 100 75 50|1.2 2584|18 0 1 -10 21
1514 亞力|電機機械|24 35 -2|92 92 35 11|3.9 197|13 3 1 -21 10
1515 力山|電機機械|-74 -77 -0|69 87 2 -12|0.9 16|8 4 0 -4 -15
1516 川飛|其他|13 na na|68 83 -5 -14|1.5 7|1 2 0 17 13
1517 利奇|電機機械|-61 -45 -45|80 80 -9 -18|1.0 8|2 6 0 -6 -4
1519 華城|電機機械|-39 -21 -8|98 98 54 62|2.3 605|10 0 1 10 9
1522 堤維西|汽車工業|1 6 -9|89 93 7 -8|1.3 68|6 1 0 4 -6
1524 耿鼎|汽車工業|-28 1 -19|83 83 4 -17|0.7 116|2 -1 0 6 5
1526 日馳|電機機械|-32 -24 -39|74 74 -5 -24|0.8 6|3 -6 0 -4 -5
1527 鑽全|電機機械|-37 -30 -12|100 100 8 6|2.3 13|11 17 0 15 10
1529 樂事綠能|電機機械|178 76 29|79 95 49 42|0.8 84|2 0 -0 -2 52
1532 勤美|電機機械|-49 -50 -28|97 99 18 11|3.1 13|11 4 1 39 3
1533 車王電|汽車工業|-12 2 -15|72 80 2 -19|2.8 10|6 1 0 3 -2
1535 中宇|電機機械|-19 -4 -6|100 100 12 0|4.1 6|1 2 1 200 36
1536 和大|汽車工業|-5 4 -7|75 75 0 -17|0.8 74|14 -5 -1 -6 -10
1537 廣隆|電機機械|-26 -13 -65|99 99 3 -1|0.7 10|17 3 0 -48 -2
1539 巨庭|電機機械|-72 -71 -46|60 60 -6 -39|0.6 11|3 3 0 5 -12
1540 喬福|電機機械|52 31 -52|98 98 6 11|2.1 9|1 1 0 49 2
1558 伸興|電機機械|-32 5 1|90 93 8 -7|1.1 7|7 -0 0 -3 3
1560 中砂|電機機械|-11 -4 -17|67 72 5 -27|0.3 208|9 -0 0 -1 -7
1565 精華|生技醫療|-29 -21 -11|92 96 12 -1|0.6 36|27 1 -2 -3 12
1568 倉佑|汽車工業|-37 -23 -17|76 78 1 -22|0.6 6|2 9 0 -1 -7
1569 濱川|電腦及週|-33 -27 -36|89 90 7 -11|1.3 6|4 8 0 3 -5
1580 新麥|電機機械|-7 -13 -8|97 100 15 1|1.2 8|6 3 0 -8 7
1582 信錦|電子零組|-46 -41 -36|89 90 4 -9|1.0 8|9 -11 0 -5 9
1584 精剛|其他|23 55 -7|92 92 42 34|1.2 402|4 -0 0 -0 25
1589 永冠-KY|電機機械|-21 4 -2|96 97 32 22|1.8 69|7 2 4 0 5
1590 亞德客-KY|電機機械|-25 -6 -8|100 100 29 37|1.0 755|79 1 3 -51 -46
1591 駿吉-KY|電機機械|-86 -60 na|96 96 30 49|1.5 30|18 1 0 92 8
1593 祺驊|運動休閒|24 42 57|100 100 33 21|2.4 8|6 2 0 21 2
1597 直得|電機機械|-20 -22 -9|92 97 1 7|2.4 6|4 7 0 1 -12
1598 岱宇|運動休閒|9 -3 31|95 95 24 11|1.0 26|6 14 0 14 -26
1603 華電|電器電纜|3 40 -5|83 91 -1 -1|1.4 12|2 2 0 2 5
1605 華新|電器電纜|12 -2 -20|87 87 20 31|0.8 3078|25 -2 -1 14 -15
1608 華榮|電器電纜|-5 -11 -13|71 95 7 -2|0.6 16|2 5 0 -12 -16
1609 大亞|電器電纜|-25 -16 -13|84 96 30 11|1.2 237|10 -1 0 4 24
1611 中電|電器電纜|-26 -21 -9|71 83 3 -19|0.9 12|11 -3 0 4 -1
1612 宏泰|電器電纜|-28 10 11|66 93 17 8|0.5 20|13 -0 0 -17 -0
1618 合機|電器電纜|-32 31 12|92 92 8 13|0.5 5|2 -3 -1 -6 -13
1701 中化|生技醫療|2 13 5|75 75 32 23|0.5 225|11 -4 0 10 127
1702 南僑|食品工業|-9 -1 -4|97 99 7 0|1.5 14|11 12 0 -14 -4
1707 葡萄王|生技醫療|-5 3 -1|100 100 40 30|0.9 127|18 27 4 4 1
1708 東鹼|化學工業|-25 -6 -73|62 81 -2 -16|1.4 72|11 -9 0 11 5
1709 和益|化學工業|-33 -14 -23|83 99 10 1|3.3 15|4 -10 0 20 27
1710 東聯|化學工業|-23 -20 0|84 98 5 2|0.4 10|9 24 0 -6 -4
1711 永光|化學工業|-35 -25 -19|71 89 6 -12|0.4 14|8 18 0 -3 -10
1712 興農|化學工業|-20 -7 -25|90 90 8 -10|1.5 44|16 1 -1 2 -9
1717 長興|化學工業|-39 -22 -17|80 90 0 -6|0.6 32|15 8 -6 -3 6
1720 生達|生技醫療|3 16 -10|90 90 25 20|0.4 75|6 0 0 -12 8
1721 三晃|化學工業|-40 -20 -23|60 83 6 -16|0.9 12|1 1 0 1 0
1722 台肥|化學工業|-22 -31 -46|72 90 4 -11|1.0 81|12 -15 -1 -9 23
1723 中碳|化學工業|-19 -13 -39|90 95 4 -6|1.5 28|10 -3 -0 -17 8
1727 中華化|化學工業|-25 -13 -27|51 78 4 -22|0.6 7|2 12 0 0 -22
1732 毛寶|化學工業|-24 -16 -9|58 76 2 -14|0.2 5|2 -3 0 -11 78
1733 五鼎|生技醫療|-12 -13 -19|91 91 8 -5|0.5 5|6 -2 0 1 13
1734 杏輝|生技醫療|-5 8 -8|86 86 7 -5|0.2 38|6 -1 0 -8 -1
1736 喬山|運動休閒|-20 10 3|81 81 -12 23|0.3 58|8 6 -6 -13 -11
1752 南光|生技醫療|16 27 17|87 87 69 50|0.2 182|4 -1 0 11 77
1760 寶齡富錦|生技醫療|-25 -8 -29|84 84 -3 6|0.2 626|11 -0 -1 -2 19
1762 中化生|生技醫療|83 26 -4|97 97 15 11|0.7 60|9 11 0 -14 -14
1773 勝一|化學工業|-30 -24 -22|66 86 9 -15|2.5 25|5 -3 1 -32 5
1777 生泰|生技醫療|46 65 19|99 99 12 25|0.7 7|2 8 0 44 1
1783 和康生|生技醫療|20 30 12|97 97 52 50|1.3 196|10 1 1 43 66
1784 訊聯|生技醫療|-10 10 4|91 91 14 4|0.9 34|3 -1 0 -26 95
1785 光洋科|其他電子|-41 -37 -16|71 94 12 -6|0.6 54|10 10 0 2 1
1786 科妍|生技醫療|78 30 7|100 100 34 35|1.3 41|5 13 0 1 14
1789 神隆|生技醫療|-11 57 37|90 90 8 -6|0.4 27|5 13 0 -11 -17
1795 美時|生技醫療|112 53 24|95 95 41 58|0.6 4297|73 -2 0 19 15
1796 金穎生技|食品工業|3 4 -16|98 98 62 77|2.1 28|1 2 4 23 0
1802 台玻|玻璃陶瓷|-22 -18 -2|90 90 -8 25|0.3 60|8 19 -1 -13 -24
1808 潤隆|建材營造|27 -1 68|95 95 15 18|0.5 25|2 20 0 2 3
1809 中釉|玻璃陶瓷|-42 -20 -36|93 96 2 7|0.5 22|2 2 0 -14 -14
1810 和成|玻璃陶瓷|-23 -23 -18|86 86 26 69|0.7 108|3 -3 0 13 30
1815 富喬|電子零組|-26 -25 -12|84 87 3 -12|1.1 12|3 12 0 -6 -6
1903 士紙|造紙工業|-21 -15 13|75 85 -2 -15|1.4 6|19 -9 0 -4 19
1904 正隆|造紙工業|-27 -20 -15|85 99 6 1|0.7 28|9 17 0 2 7
1905 華紙|造紙工業|-19 -5 -12|74 95 1 -5|2.0 9|4 7 0 0 -1
1907 永豐餘|造紙工業|-33 -19 -11|81 96 -4 9|1.5 33|16 5 -1 -2 1
1909 榮成|造紙工業|-38 -24 -18|87 98 16 16|0.6 52|12 12 1 -5 12
2002 中鋼|鋼鐵工業|-34 -29 -22|84 94 4 4|0.8 503|20 -7 1 4 -7
2006 東和鋼鐵|鋼鐵工業|-29 -18 -19|82 100 20 12|1.7 80|13 23 -3 -10 -19
2007 燁興|鋼鐵工業|-27 -23 -19|58 95 21 -3|0.6 17|1 10 0 -34 -20
2009 第一銅|鋼鐵工業|-41 -35 -24|70 95 15 26|0.4 150|0 -1 0 -15 7
2010 春源|鋼鐵工業|-40 -30 -21|67 97 7 -2|0.9 9|7 23 0 -11 -7
2013 中鋼構|鋼鐵工業|11 6 -15|99 99 6 3|1.1 12|8 3 0 -59 -11
2014 中鴻|鋼鐵工業|-28 -35 -18|63 92 17 1|0.8 411|8 -1 -1 -28 -17
2015 豐興|鋼鐵工業|-35 -19 -18|76 97 13 4|1.2 15|11 4 3 -70 7
2017 官田鋼|鋼鐵工業|-32 -39 -25|96 96 43 31|2.5 42|2 5 0 -7 -16
2023 燁輝|鋼鐵工業|-31 -33 -24|70 97 13 8|0.7 46|6 12 -0 -25 -15
2027 大成鋼|鋼鐵工業|9 -0 -16|83 96 8 7|0.5 300|15 0 -9 5 -12
2028 威致|鋼鐵工業|-41 -5 1|70 91 22 6|0.4 21|1 -4 1 -5 -1
2029 盛餘|鋼鐵工業|-44 -39 -23|68 98 5 -2|0.6 8|69 7 0 -9 -5
2030 彰源|鋼鐵工業|-39 -32 -37|62 90 5 -10|0.6 24|3 -4 0 -2 9
2031 新光鋼|鋼鐵工業|-36 6 -15|64 89 16 11|0.8 80|11 3 -15 20 -20
2032 新鋼|鋼鐵工業|-36 -9 -6|58 93 12 -1|0.4 10|1 4 1 -11 -7
2033 佳大|鋼鐵工業|-60 -35 -23|62 94 16 3|0.6 6|1 5 0 -11 18
2034 允強|鋼鐵工業|-23 -19 -13|86 97 11 1|1.0 56|9 7 1 -8 -0
2038 海光|鋼鐵工業|-44 -27 -32|67 93 16 -3|0.5 22|2 1 0 -15 -4
2049 上銀|電機機械|-40 -26 -29|91 99 37 14|2.4 986|32 -4 8 -7 83
2059 川湖|電子零組|-35 -9 -28|83 84 1 -11|1.8 116|16 -8 -3 25 15
2062 橋椿|居家生活|-59 -34 -16|84 94 9 -7|1.3 6|10 8 0 -5 11
2063 世鎧精密|鋼鐵工業|-16 -4 -3|100 100 39 38|1.0 6|2 9 7 237 2
2065 世豐|鋼鐵工業|-20 -13 -2|100 100 19 19|1.7 6|2 6 2 54 13
2066 世德|電機機械|5 19 -6|96 96 19 -1|1.0 17|13 8 0 -23 -6
2069 運錩|鋼鐵工業|-26 -28 -28|62 91 7 -11|0.5 7|2 13 0 -15 -22
2101 南港|橡膠工業|-20 -15 -7|86 92 5 -5|1.4 24|7 -1 0 1 5
2102 泰豐|橡膠工業|-18 -12 -27|75 97 9 2|1.5 23|8 6 0 18 -5
2103 台橡|橡膠工業|-12 -11 -14|86 96 9 -1|1.0 43|28 -4 2 15 6
2104 國際中橡|橡膠工業|-18 -20 -22|74 93 0 -2|1.1 30|13 12 0 5 -6
2105 正新|橡膠工業|-26 -15 -11|86 86 1 -4|1.6 87|14 -8 -6 9 -17
2106 建大|橡膠工業|-20 -9 -18|83 86 1 -7|1.0 13|7 11 -2 -7 8
2108 南帝|橡膠工業|-48 -43 6|57 98 16 -2|1.1 43|9 20 -3 -11 -27
2201 裕隆|汽車工業|-14 -3 -1|97 97 49 99|0.7 2026|8 -3 -0 39 24
2204 中華|汽車工業|2 15 14|94 94 15 29|0.4 79|25 7 -1 -44 9
2206 三陽工業|汽車工業|8 6 -17|94 94 11 9|1.6 135|18 3 -1 -8 16
2207 和泰車|汽車工業|-18 2 1|92 92 -1 1|1.5 109|25 -15 -1 320 -1
2208 台船|航運業|-7 5 -9|94 94 25 22|3.3 125|6 3 0 3 -30
2211 長榮鋼|鋼鐵工業|-62 -58 -41|85 85 2 -15|0.6 12|17 15 0 25 2
2227 裕日車|汽車工業|-31 9 14|85 96 11 -3|1.0 6|41 -3 0 na -15
2228 劍麟|汽車工業|-4 7 -11|97 97 4 6|1.2 13|8 7 -1 6 2
2230 泰茂|居家生活|-39 -13 -3|100 100 141 125|2.8 176|7 -0 0 17 -18
2231 為升|汽車工業|-13 4 5|96 96 9 2|1.5 176|8 3 -0 11 -26
2233 宇隆|汽車工業|-24 -5 -7|87 92 10 -7|1.0 12|10 -1 -1 16 16
2236 百達-KY|汽車工業|6 6 2|100 100 110 97|1.1 43|73 -4 0 19 55
2243 宏旭-KY|汽車工業|5476 1797 1287|97 97 57 21|3.2 14|29 -1 0 138 8
2247 汎德永業|汽車工業|-4 5 2|100 100 11 15|2.0 12|4 5 0 106 16
2301 光寶科|電腦及週|-26 -13 -16|98 98 8 6|1.0 409|46 -8 6 -13 -0
2302 麗正|半導體業|-43 -5 -16|91 91 -6 -7|0.6 9|3 -6 0 3 13
2303 聯電|半導體業|-4 5 -24|100 100 11 24|1.0 3042|35 10 3 -22 -6
2305 全友|電腦及週|-34 -24 -15|67 67 -23 -27|0.7 13|5 -0 0 1 7
2308 台達電|電子零組|13 19 -4|95 95 -1 8|1.2 1924|67 10 -3 7 -24
2312 金寶|其他電子|1 18 -12|80 91 -3 2|0.7 47|10 9 0 -11 -16
2313 華通|電子零組|-23 -11 -31|86 86 -4 -12|0.7 330|25 -3 -7 -3 -12
2314 台揚|通信網路|69 49 25|63 85 20 -11|1.1 68|2 1 0 -30 -100
2317 鴻海|其他電子|48 8 -8|90 93 1 -8|0.9 3081|40 -5 -0 -1 -25
2324 仁寶|電腦及週|-24 -34 -22|97 100 16 5|0.9 281|41 6 13 -3 -16
2327 國巨*|電子零組|-17 2 -9|91 94 17 31|0.9 1635|45 5 -2 21 30
2328 廣宇|電子零組|-15 -3 -9|96 96 17 13|0.6 143|13 9 0 -3 -36
2329 華泰|半導體業|-21 -15 -11|89 99 7 4|1.1 70|10 5 0 -2 6
2330 台積電|半導體業|16 30 -12|83 96 7 3|0.9 16794|72 9 0 -7 -11
2331 精英|電腦及週|-44 -47 -46|81 81 -3 -18|0.8 21|9 -0 0 -1 -5
2332 友訊|通信網路|21 6 -7|97 97 18 1|2.0 38|8 4 0 16 6
2337 旺宏|半導體業|-41 -40 -24|81 92 -1 3|0.5 190|20 -4 -3 1 -8
2338 光罩|半導體業|-16 4 -21|83 86 13 10|0.3 288|8 -6 -1 -22 7
2340 台亞|半導體業|-49 -42 -15|71 96 -2 -5|1.2 80|12 5 0 -3 -11
2342 茂矽|半導體業|-21 -14 -22|91 95 15 2|0.7 51|7 11 0 24 -14
2344 華邦電|半導體業|-44 -31 -22|65 94 5 -0|1.5 709|23 -8 -0 -4 6
2345 智邦|通信網路|19 26 -3|99 99 10 1|1.0 905|64 16 -6 -44 -12
2347 聯強|電子通路|-16 -16 -20|84 97 8 11|0.7 199|31 -14 14 -17 -21
2351 順德|半導體業|-20 -12 -15|78 99 26 3|0.9 275|21 -1 6 47 12
2352 佳世達|電腦及週|-23 -16 -20|96 100 5 3|0.9 120|15 2 -2 -12 -36
2353 宏碁|電腦及週|-46 -34 -17|91 99 5 14|0.9 206|31 5 11 -13 -7
2354 鴻準|其他電子|2 22 29|89 98 11 7|0.7 174|17 6 -0 -23 -25
2355 敬鵬|電子零組|-13 -12 -7|78 90 -8 -4|1.1 19|17 -6 0 -8 -1
2356 英業達|電腦及週|-6 -12 -17|100 100 15 13|0.6 166|25 -7 20 -35 -45
2357 華碩|電腦及週|-37 -25 -21|84 98 6 7|0.7 436|43 -18 10 -8 -3
2358 廷鑫|其他|-49 -22 -10|59 90 2 2|0.3 32|2 -0 0 -11 1
2359 所羅門|其他電子|-42 -2 -33|85 99 15 -0|0.8 47|4 3 0 13 2
2360 致茂|其他電子|-8 7 -21|88 88 -6 -2|2.5 200|66 4 -5 49 39
2362 藍天|電腦及週|-15 -27 -9|87 87 -0 -5|1.2 8|10 -25 0 12 15
2363 矽統|半導體業|-43 -4 17|86 91 10 -11|1.7 34|5 4 0 -3 -17
2364 倫飛|電腦及週|25 35 21|73 73 -7 -13|0.3 90|18 -2 0 5 -19
2367 燿華|電子零組|-17 -15 -47|79 79 0 -15|0.6 72|8 2 0 -5 -3
2368 金像電|電子零組|-17 1 -20|89 89 -6 0|1.8 1044|19 3 -10 26 24
2369 菱生|半導體業|-37 -35 -11|65 95 8 -6|1.4 31|14 -5 0 4 -5
2371 大同|電機機械|30 49 29|90 94 5 -4|0.7 162|16 -1 -0 -6 -9
2374 佳能|光電業|-20 -10 -62|74 87 -3 -15|1.1 8|5 5 0 -1 -9
2375 凱美|電子零組|-48 -34 -9|60 88 18 -4|1.3 59|6 -5 0 30 62
2376 技嘉|電腦及週|-42 -12 4|91 100 13 39|0.8 689|20 10 -9 2 -41
2377 微星|電腦及週|-35 -27 -13|95 98 14 19|1.1 370|31 0 7 14 -22
2379 瑞昱|半導體業|-46 -32 -34|84 99 17 17|1.2 1319|48 8 3 -4 -14
2380 虹光|電腦及週|-51 -22 -24|74 78 -20 -24|0.6 7|0 -1 0 na na
2382 廣達|電腦及週|-11 -9 -22|91 99 13 1|0.9 404|23 -15 14 -17 -12
2383 台光電|電子零組|-38 -22 -18|69 95 6 14|0.8 361|38 2 -1 -1 -19
2385 群光|電子零組|-29 -16 -22|99 99 13 11|1.0 131|35 23 1 -9 -14
2387 精元|電腦及週|-40 -20 -21|94 94 -3 1|0.7 12|7 -1 -1 -4 -1
2388 威盛|半導體業|-27 10 -19|97 97 27 8|2.8 817|11 3 -0 45 -17
2390 云辰|其他電子|14 16 12|56 78 -5 -15|1.2 6|2 6 0 3 -18
2392 正崴|電子零組|10 -2 -15|96 96 11 3|0.7 58|14 19 0 -39 -1
2393 億光|光電業|-24 -23 -1|80 98 5 -1|1.3 39|25 5 0 -5 -13
2395 研華|電腦及週|5 6 -10|93 97 14 9|1.1 244|42 0 -0 52 -22
2397 友通|電腦及週|-4 -1 -30|100 100 11 12|2.8 5|21 -2 0 -44 11
2399 映泰|電腦及週|-21 -39 -19|71 94 11 2|2.6 20|4 -3 0 1 5
2401 凌陽|半導體業|-52 -47 -28|75 96 8 -4|1.3 62|12 1 0 0 -12
2402 毅嘉|電子零組|2 19 1|98 98 8 24|0.6 41|13 13 -0 5 -10
2404 漢唐|其他電子|113 139 42|100 100 31 42|1.1 256|26 12 0 48 -7
2405 輔信|電腦及週|8 -9 -6|78 78 0 -19|0.8 18|6 5 0 -5 -13
2406 國碩|光電業|-44 -39 -20|72 85 8 -14|0.4 21|6 6 0 -2 -19
2408 南亞科|半導體業|-67 -65 -26|73 94 -3 7|0.8 382|15 -9 9 1 -7
2409 友達|光電業|-43 -43 -7|83 95 16 7|1.4 1006|26 10 1 -10 -8
2412 中華電|通信網路|2 0 -3|90 93 6 -6|0.9 1012|17 -28 -0 -6 -9
2413 環科|電子零組|-10 24 3|95 95 2 29|0.8 66|5 5 -0 -2 -16
2415 錩新|電子零組|-36 -36 -38|69 87 12 -5|0.9 5|1 -4 0 13 32
2417 圓剛|電腦及週|-42 -22 -5|70 95 9 -0|0.4 6|2 27 0 -11 -14
2419 仲琦|通信網路|39 53 16|91 93 11 -4|1.4 54|3 4 0 19 -11
2420 新巨|電子零組|-15 -10 -9|100 100 9 4|1.8 5|4 -5 0 16 -8
2421 建準|電子零組|-30 -15 -17|91 91 -3 4|0.7 29|22 -9 -6 26 6
2425 承啟|電腦及週|-35 -27 -21|95 95 29 28|1.6 94|13 -4 0 78 46
2426 鼎元|光電業|-26 -32 -8|67 95 2 -6|2.0 6|9 7 0 -17 -12
2428 興勤|電子零組|-21 -9 -7|94 94 24 3|0.6 68|15 9 -3 -7 -12
2430 燦坤|電子通路|-14 -10 -7|91 100 21 7|4.0 10|6 11 0 109 7
2436 偉詮電|半導體業|-53 -38 -15|56 95 15 -8|1.4 97|7 4 0 -13 -16
2439 美律|通信網路|13 -11 -14|94 94 0 7|1.1 40|13 19 0 -8 -22
2441 超豐|半導體業|-50 -43 -21|75 88 9 -13|0.4 52|14 -5 -0 23 -26
2444 兆勁|通信網路|-17 13 8|81 81 31 17|0.7 36|3 -2 0 na na
2449 京元電子|半導體業|-17 -12 -20|99 100 20 12|1.3 186|32 21 0 2 -19
2451 創見|半導體業|-35 -30 -12|100 100 8 6|1.5 20|9 12 5 47 13
2453 凌群|資訊服務|0 0 -1|100 100 104 87|1.3 187|6 1 0 280 99
2454 聯發科|半導體業|-49 -28 -35|77 100 11 17|1.3 4573|61 3 0 3 -27
2455 全新|通信網路|-61 -48 -15|72 93 20 12|0.5 329|29 -2 2 -4 32
2457 飛宏|電子零組|-33 -13 -23|95 97 24 15|3.0 231|7 2 -0 37 -16
2458 義隆|半導體業|-39 -49 -17|68 96 22 7|1.7 233|26 -3 0 -14 29
2461 光群雷|其他電子|-18 -12 -14|84 100 7 6|2.2 6|5 5 0 6 4
2462 良得電|電子零組|-49 -29 -23|87 99 31 12|1.9 37|2 1 0 11 -7
2464 盟立|其他電子|-14 -5 -13|96 96 4 -3|0.9 7|4 2 0 -6 10
2465 麗臺|電腦及週|-72 -51 -9|64 93 10 19|0.4 68|1 -3 0 -0 3
2468 華經|資訊服務|-22 -2 -9|85 85 -9 30|0.4 79|0 -0 -0 14 7
2471 資通|資訊服務|8 -7 -17|97 97 49 45|3.5 138|3 -0 0 336 642
2472 立隆電|電子零組|-34 -20 -21|96 97 15 12|3.1 44|3 1 5 4 30
2474 可成|其他電子|-58 -38 -6|97 97 4 8|1.0 383|45 -2 3 22 -2
2476 鉅祥|電子零組|-24 -5 -8|82 82 6 -14|2.2 39|3 4 0 3 -26
2478 大毅|電子零組|-36 -30 -8|85 96 10 7|1.3 9|5 3 0 5 -7
2480 敦陽科|資訊服務|4 -3 -7|100 100 16 11|2.5 17|6 4 0 18 17
2481 強茂|半導體業|-36 -25 -16|64 95 13 -7|0.6 237|11 2 0 2 -18
2482 連宇|其他電子|173 158 83|95 95 106 86|1.2 187|14 -0 0 20 -28
2483 百容|電子零組|-28 -22 -24|82 82 9 5|1.0 6|2 9 -1 9 -3
2484 希華|電子零組|-19 -14 -13|93 93 9 -4|1.5 160|8 1 0 2 3
2485 兆赫|通信網路|-8 16 10|91 91 3 0|1.0 11|6 12 0 -5 -7
2486 一詮|光電業|-30 -25 -10|47 90 28 -9|0.3 46|3 1 0 -1 -9
2489 瑞軒|光電業|-35 -38 -12|70 91 6 -9|0.8 13|10 19 0 -5 -17
