# 2022-11-01 全池(843 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1440 南紡|紡織纖維|43 19 9|64 83 -6 -9|0.6 16|7 13 0 -16 -4
1442 名軒|建材營造|-97 -80 -25|96 96 30 40|0.5 30|3 -6 2 9 20
1444 力麗|紡織纖維|9 7 -21|87 87 5 6|0.2 21|7 -9 0 1 12
1449 佳和|紡織纖維|-7 -6 -6|80 83 43 4|0.4 15|1 0 0 -18 64
1451 年興|紡織纖維|-4 4 -12|79 79 -5 6|0.5 8|8 -7 -2 7 -3
1453 大將|建材營造|74937 86246 30496|40 40 -28 -32|0.2 8|2 7 0 -30 38
1467 南緯|紡織纖維|-9 -3 -0|76 81 -6 -17|0.9 26|20 -1 0 -3 10
1476 儒鴻|紡織纖維|41 36 16|68 88 -3 -10|0.8 345|40 -0 3 -16 30
1477 聚陽|紡織纖維|-3 13 -8|83 97 25 25|0.3 275|30 14 3 -19 -33
1503 士電|電機機械|16 11 5|87 87 -10 7|0.4 16|32 -13 0 0 -8
1504 東元|電機機械|10 13 0|89 96 0 5|1.2 66|20 10 -0 -15 7
1513 中興電|電機機械|17 13 0|78 78 -9 19|0.6 310|23 -6 -3 -4 -9
1514 亞力|電機機械|44 23 -4|72 72 -21 9|0.5 33|12 -6 -0 -4 10
1515 力山|電機機械|-77 -75 -24|45 77 -9 -15|0.4 11|8 -12 1 -3 7
1517 利奇|電機機械|27 26 4|79 88 -1 11|0.6 43|2 0 -1 -16 9
1519 華城|電機機械|23 -17 -10|84 84 4 16|0.3 86|6 -1 3 -16 6
1522 堤維西|汽車工業|14 13 -3|80 80 -18 30|0.3 63|6 1 0 -11 -18
1524 耿鼎|汽車工業|22 16 -8|75 75 -12 67|0.2 131|6 3 0 -13 -25
1526 日馳|電機機械|40 25 -16|76 76 3 5|0.3 22|10 -18 0 -0 23
1527 鑽全|電機機械|-21 -23 -18|87 87 -1 -2|0.4 7|10 -20 0 -13 4
1529 樂事綠能|電機機械|-29 2 -96|51 76 11 -6|0.2 28|2 0 0 -8 62
1532 勤美|電機機械|-47 -37 -42|79 86 -8 -6|0.5 12|11 -20 5 4 0
1533 車王電|汽車工業|27 22 9|66 73 -18 -10|0.4 15|6 8 -6 -23 -13
1536 和大|汽車工業|7 15 8|79 81 -5 12|0.5 273|15 4 -3 -11 5
1537 廣隆|電機機械|230 190 149|94 94 -1 4|0.5 16|18 -15 0 12 10
1539 巨庭|電機機械|-31 -23 -33|60 60 -9 36|0.4 38|7 -2 0 -7 11
1558 伸興|電機機械|62 6 21|76 82 -17 -12|0.9 13|8 -2 -2 4 -29
1560 中砂|電機機械|14 18 0|61 61 -33 -16|0.7 437|24 7 -4 -26 -19
1565 精華|生技醫療|-5 -10 -5|67 78 -16 -15|0.5 30|27 3 -9 -2 5
1568 倉佑|汽車工業|4 -3 -4|75 75 -17 24|0.2 12|3 1 0 -18 -3
1569 濱川|電腦及週|-18 -8 -30|80 80 -8 -8|0.4 11|5 -8 0 -4 38
1582 信錦|電子零組|-14 -6 -14|87 87 -7 -4|0.6 6|11 -18 0 -9 -3
1584 精剛|其他|33 37 -45|64 67 -20 -27|0.2 10|2 -2 0 -7 0
1589 永冠-KY|電機機械|10 9 11|70 80 -7 -4|0.8 26|5 1 -3 -13 -14
1590 亞德客-KY|電機機械|-2 -9 -12|73 73 -1 -3|1.3 349|78 5 -0 -9 -14
1597 直得|電機機械|-23 -14 -15|87 98 10 10|1.6 5|3 -2 0 -17 7
1603 華電|電器電纜|-28 68 29|81 85 -4 -9|0.5 8|1 -0 1 1 20
1604 聲寶|電器電纜|-12 -1 -14|81 84 -10 -10|0.4 6|10 -18 -6 -13 -10
1605 華新|電器電纜|-3 3 -30|81 81 16 4|0.5 1279|21 -3 1 -0 18
1608 華榮|電器電纜|-4 3 -17|63 77 -6 -15|1.9 8|1 -1 -0 -0 7
1609 大亞|電器電纜|-8 -5 -15|59 69 -14 -22|0.6 34|11 2 0 -13 -8
1611 中電|電器電纜|-10 -8 0|66 69 -21 -17|0.5 13|13 19 -3 -12 -8
1612 宏泰|電器電纜|-8 -12 -18|52 69 -11 -24|0.7 12|12 1 1 -6 -16
1618 合機|電器電纜|79 77 57|93 93 23 27|0.9 10|1 0 1 9 42
1701 中化|生技醫療|11 9 7|75 87 -3 -6|0.4 7|12 -17 0 -1 -10
1707 葡萄王|生技醫療|9 4 -2|77 82 -6 -8|0.8 23|13 5 1 0 6
1708 東鹼|化學工業|62 85 -3|60 72 -14 -19|0.5 152|15 3 -0 -7 -0
1709 和益|化學工業|-5 16 1|69 83 -8 -7|0.5 18|5 -8 -0 -13 5
1710 東聯|化學工業|-11 -29 -22|67 89 0 -2|0.5 15|9 -3 0 -2 10
1711 永光|化學工業|-1 2 -3|59 74 -10 -18|0.4 12|8 7 0 -9 1
1712 興農|化學工業|28 27 4|79 79 3 16|0.3 81|19 -6 -1 -6 -16
1717 長興|化學工業|-14 -10 -13|75 81 -9 -20|0.5 42|14 8 1 -25 na
1720 生達|生技醫療|51 38 15|91 91 -2 14|0.5 14|6 -15 -2 -17 -24
1721 三晃|化學工業|-13 10 -9|45 65 -11 -26|0.6 10|2 9 0 -22 -20
1722 台肥|化學工業|3 22 -38|67 79 -13 -19|0.6 73|14 -14 -2 8 8
1723 中碳|化學工業|-2 14 -28|83 83 -9 -10|0.6 25|11 -10 1 -11 4
1727 中華化|化學工業|14 15 -14|42 52 -22 -34|0.5 11|3 13 0 -15 -11
1732 毛寶|化學工業|-2 2 2|56 73 -3 -16|0.3 12|3 4 0 -36 1
1734 杏輝|生技醫療|31 25 7|83 83 1 4|0.1 13|6 -12 -2 -17 -4
1736 喬山|運動休閒|13 11 7|90 90 35 46|0.8 148|9 4 1 -38 6
1760 寶齡富錦|生技醫療|11 21 -3|93 93 33 46|0.8 1998|17 1 2 25 -1
1762 中化生|生技醫療|33 -4 -21|78 84 -7 -6|0.3 15|5 6 0 -43 -7
1773 勝一|化學工業|-11 -8 -29|57 60 -28 -32|0.4 23|5 4 -1 -19 -19
1777 生泰|生技醫療|74 78 70|94 94 15 29|1.2 8|0 2 0 143 29
1783 和康生|生技醫療|7 19 -11|64 79 -6 13|0.4 11|6 7 -3 -15 -11
1785 光洋科|其他電子|-29 -27 -22|52 61 -21 -35|0.5 24|9 15 0 -16 -6
1789 神隆|生技醫療|5 9 5|82 82 -3 8|0.2 13|5 -2 -3 -14 -2
1795 美時|生技醫療|231 77 65|86 86 12 45|0.5 2386|72 3 -0 -21 3
1802 台玻|玻璃陶瓷|-25 -28 -18|79 100 21 14|2.1 171|9 15 3 -17 21
1808 潤隆|建材營造|-95 -97 -57|97 97 16 5|0.4 10|2 -14 0 3 13
1810 和成|玻璃陶瓷|5 -4 -10|62 78 -4 -21|0.5 6|4 -7 0 -21 262
1815 富喬|電子零組|-25 -12 -12|68 74 -5 -10|0.2 7|3 -2 0 -8 1
1904 正隆|造紙工業|-17 -4 -7|77 91 -2 -7|0.9 14|8 7 0 -10 -14
1905 華紙|造紙工業|20 19 9|66 88 1 -7|0.8 10|3 16 1 -3 -10
1907 永豐餘|造紙工業|-2 4 7|76 95 11 -3|2.9 38|16 11 0 1 3
1909 榮成|造紙工業|-11 -19 -25|63 88 1 -7|0.5 19|10 14 0 -3 -7
2002 中鋼|鋼鐵工業|-29 -16 -33|75 86 -5 -10|0.8 585|17 5 3 -9 9
2006 東和鋼鐵|鋼鐵工業|0 3 -12|66 71 -5 -13|0.6 90|11 -4 -4 -17 8
2009 第一銅|鋼鐵工業|-36 -14 -26|55 84 7 -8|6.9 23|2 -1 0 29 11
2010 春源|鋼鐵工業|-11 -12 -19|61 74 -6 -17|0.5 8|6 11 -1 -3 -4
2013 中鋼構|鋼鐵工業|31 23 -2|87 89 -10 12|0.4 9|7 -3 0 -36 -7
2014 中鴻|鋼鐵工業|-47 -50 -57|46 66 -23 -31|0.5 138|6 -2 -3 -7 4
2015 豐興|鋼鐵工業|-17 -9 -28|61 71 -13 -23|0.8 11|11 -22 -1 -3 -4
2023 燁輝|鋼鐵工業|-15 -16 -30|58 75 -2 -17|0.6 34|5 4 0 -13 -2
2027 大成鋼|鋼鐵工業|7 7 -25|73 89 8 -7|0.6 278|15 5 0 -6 1
2028 威致|鋼鐵工業|-19 -29 -43|53 73 -4 -23|0.2 8|1 3 0 -8 1
2029 盛餘|鋼鐵工業|-47 -30 -43|63 83 -0 -13|0.4 7|69 11 0 -4 -7
2030 彰源|鋼鐵工業|1 3 -30|61 82 -2 -13|0.3 22|3 -0 -0 -5 1
2031 新光鋼|鋼鐵工業|4 13 -8|51 75 -3 -24|0.3 32|10 15 2 -2 -1
2034 允強|鋼鐵工業|-23 -18 -38|72 83 -16 -9|0.2 22|7 8 -0 -4 -6
2038 海光|鋼鐵工業|-2 24 -3|50 71 -10 -25|0.3 8|1 4 0 -7 -0
2049 上銀|電機機械|0 5 -9|55 65 -20 -21|0.5 261|31 -3 -2 -8 -9
2059 川湖|電子零組|30 23 -10|83 87 -5 1|0.5 143|18 -1 9 -18 23
2066 世德|電機機械|44 38 17|81 81 15 31|0.6 37|13 2 0 -14 35
2069 運錩|鋼鐵工業|-29 -15 -51|56 80 -6 -16|0.4 6|1 0 0 -1 -13
2101 南港|橡膠工業|-19 -18 -5|72 84 -14 -11|0.8 19|6 -10 0 -3 5
2102 泰豐|橡膠工業|56 53 61|63 76 -2 -16|0.3 9|7 -13 0 -2 -0
2103 台橡|橡膠工業|23 14 1|68 91 -0 2|0.6 19|29 11 -1 -3 -2
2104 國際中橡|橡膠工業|32 20 1|68 86 -5 -6|0.4 16|12 -18 -0 -2 5
2105 正新|橡膠工業|13 10 13|83 83 -6 4|0.6 128|14 -26 -5 -9 16
2106 建大|橡膠工業|19 16 6|82 82 -16 6|0.3 17|7 -16 -0 -18 -6
2108 南帝|橡膠工業|-44 -54 -8|42 65 -16 -29|0.6 26|8 -4 0 -0 6
2201 裕隆|汽車工業|-9 -0 4|94 94 8 24|1.4 385|7 -5 0 19 45
2204 中華|汽車工業|8 -9 3|65 72 -13 -22|0.4 27|25 5 1 -1 -12
2206 三陽工業|汽車工業|48 41 23|92 92 1 50|0.5 90|16 -0 1 11 25
2207 和泰車|汽車工業|26 10 14|91 95 -3 10|1.3 112|24 1 3 -41 -2
2208 台船|航運業|-10 -13 -6|66 77 -18 -20|0.9 12|5 -2 0 -12 11
2211 長榮鋼|鋼鐵工業|-44 -28 -51|78 78 -20 -13|0.3 7|5 -25 2 -21 10
2227 裕日車|汽車工業|-15 -1 14|74 78 -11 -11|1.1 7|41 -10 -12 na -11
2228 劍麟|汽車工業|61 41 31|86 86 12 20|0.3 15|7 4 0 -6 -9
2230 泰茂|居家生活|-8 11 23|67 67 35 39|0.3 21|9 -0 0 -22 82
2231 為升|汽車工業|13 6 10|81 88 13 12|0.4 97|8 -7 5 -2 32
2233 宇隆|汽車工業|2 -1 -2|75 75 -21 -5|0.4 13|10 -22 -4 14 13
2239 英利-KY|汽車工業|69 60 55|77 81 11 11|0.8 8|76 -1 0 -9 3
2247 汎德永業|汽車工業|11 12 12|92 92 -0 3|0.8 9|4 -8 0 -27 17
2301 光寶科|電腦及週|9 10 2|96 96 3 9|0.8 524|44 -11 4 97 84
2302 麗正|半導體業|16 19 17|78 78 -6 -5|0.4 6|3 -14 0 -3 1
2303 聯電|半導體業|34 35 -1|61 79 -7 -13|1.1 3061|30 7 1 -6 0
2305 全友|電腦及週|7 29 36|87 87 13 200|1.5 203|8 1 -0 3 5
2308 台達電|電子零組|35 33 16|90 94 -1 22|1.2 2059|66 -0 3 21 18
2312 金寶|其他電子|64 42 18|84 100 14 12|0.8 162|11 5 -0 14 13
2313 華通|電子零組|19 24 -1|83 83 -10 8|0.7 579|29 -3 2 1 64
2314 台揚|通信網路|22 30 24|38 56 -21 -33|0.2 33|2 6 0 -25 -22
2317 鴻海|其他電子|40 22 14|90 90 -6 5|1.2 3311|44 -11 2 -1 4
2324 仁寶|電腦及週|-17 -13 -13|83 90 -9 -9|0.6 294|39 -22 2 -9 5
2327 國巨*|電子零組|4 5 -11|59 76 -11 -22|1.3 934|41 5 2 -34 -91
2328 廣宇|電子零組|-13 -5 -23|79 83 -6 -2|0.8 58|10 -4 -0 -0 3
2329 華泰|半導體業|-11 -4 -8|66 83 2 -10|0.5 26|8 11 -0 -8 -14
2330 台積電|半導體業|36 48 10|58 71 -24 -22|1.3 18208|71 -12 0 9 31
2331 精英|電腦及週|-31 -7 -30|79 79 -3 14|0.2 63|11 -7 -1 1 11
2332 友訊|通信網路|10 14 2|68 83 -15 -1|0.2 19|9 -1 0 -1 -3
2337 旺宏|半導體業|-27 -23 -33|72 79 -8 -14|1.9 305|23 5 -1 -15 10
2338 光罩|半導體業|26 28 -3|54 64 -19 -23|1.5 346|8 -2 -3 20 12
2340 台亞|半導體業|-45 -41 -27|43 68 -20 -13|0.6 59|13 13 0 -10 -10
2342 茂矽|半導體業|-4 4 -14|66 79 -6 -3|1.2 28|6 -0 -0 -14 41
2344 華邦電|半導體業|-19 -18 -28|57 70 -14 -24|0.8 295|25 -4 1 -3 17
2345 智邦|通信網路|43 36 12|82 84 -5 12|1.4 1097|61 -7 2 -23 58
2347 聯強|電子通路|11 7 -6|71 76 -6 -20|0.6 182|32 -15 -0 1 25
2348 海悅|其他|-12 2 -23|59 71 -23 -25|1.2 5|1 -4 0 7 -1
2351 順德|半導體業|4 3 -11|54 64 -15 -24|1.2 176|20 -4 -1 9 18
2352 佳世達|電腦及週|-6 5 -6|79 84 -14 1|0.6 91|15 -20 3 -14 -4
2353 宏碁|電腦及週|-3 -20 -16|79 84 2 -11|0.6 213|31 4 8 -10 4
2354 鴻準|其他電子|-46 -46 -32|67 81 -7 -23|0.9 93|16 -5 0 -5 0
2355 敬鵬|電子零組|-17 -13 -14|68 86 -4 0|1.2 19|15 -2 0 -6 3
2356 英業達|電腦及週|0 -2 -14|95 97 -0 2|0.7 183|21 -6 3 -41 19
2357 華碩|電腦及週|7 4 -8|71 79 -16 -20|0.5 585|43 -8 -1 -1 5
2358 廷鑫|其他|-64 -56 -60|50 68 -16 -21|0.5 42|2 -0 0 -11 38
2359 所羅門|其他電子|49 22 -16|71 71 -22 -5|0.3 37|4 1 0 4 -3
2360 致茂|其他電子|58 56 36|78 85 0 19|0.9 257|65 -3 4 -30 28
2363 矽統|半導體業|-76 -44 -44|66 74 -11 -20|0.5 24|5 -2 0 -5 3
2364 倫飛|電腦及週|-28 -5 -2|72 72 54 422|1.8 56|18 0 0 -43 17
2367 燿華|電子零組|73 71 42|76 76 7 18|0.4 228|12 0 -1 -7 -27
2368 金像電|電子零組|29 22 -7|85 85 -4 -3|0.9 1297|19 -1 0 16 127
2369 菱生|半導體業|-36 -34 -30|51 66 -18 -28|0.7 7|15 10 0 -9 -1
2371 大同|電機機械|-14 -10 -11|81 85 -6 -6|0.4 179|15 -14 -0 8 3
2374 佳能|光電業|53 43 -22|64 78 -18 -6|0.3 11|6 6 1 -5 -13
2375 凱美|電子零組|-28 -30 -26|38 64 -21 -33|0.5 15|7 -1 1 -8 48
2376 技嘉|電腦及週|-31 -21 -21|66 92 14 -0|0.8 653|16 4 2 -10 -12
2377 微星|電腦及週|-32 -25 -30|71 88 2 -7|0.5 454|27 0 0 -8 -10
2379 瑞昱|半導體業|-2 3 -16|48 63 -20 -31|1.3 1153|49 2 -1 3 8
2380 虹光|電腦及週|90 32 30|65 79 -14 15|0.2 5|1 2 0 na na
2382 廣達|電腦及週|47 46 28|76 82 -15 -11|0.9 496|22 1 -3 26 15
2383 台光電|電子零組|-5 -8 -22|55 65 -4 -26|1.5 433|38 15 -3 -14 4
2385 群光|電子零組|2 13 -2|93 93 2 6|0.6 144|33 -16 -8 -19 20
2387 精元|電腦及週|16 22 16|80 90 8 14|0.5 21|5 0 0 -11 -16
2388 威盛|半導體業|58 39 6|66 70 -12 37|0.7 1688|12 0 -0 -29 -5
2392 正崴|電子零組|30 25 13|84 89 6 9|0.5 32|11 -5 5 2 -4
2393 億光|光電業|-30 -28 -14|66 83 -6 -7|0.7 22|29 6 -0 -4 -5
2395 研華|電腦及週|17 20 -1|76 83 -16 -6|1.4 247|42 -1 2 -8 -12
2399 映泰|電腦及週|-10 -17 -24|51 76 -6 -17|3.6 15|4 -3 0 5 24
2401 凌陽|半導體業|-34 -33 -32|58 66 -20 -27|0.4 44|12 10 0 -12 -9
2402 毅嘉|電子零組|54 30 22|100 100 26 32|1.3 79|12 5 0 -9 8
2404 漢唐|其他電子|155 124 70|79 80 -4 -8|0.4 60|21 -9 -0 -4 -4
2405 輔信|電腦及週|-22 -15 -22|57 72 -15 -2|0.2 17|4 -5 0 -10 5
2406 國碩|光電業|4 -9 3|47 69 -19 -12|0.4 22|6 5 0 -10 -5
2408 南亞科|半導體業|-58 -54 -50|69 86 2 -11|1.0 820|15 3 8 -16 1
2409 友達|光電業|-51 -50 -32|75 90 18 -2|0.9 1081|25 1 2 -15 na
2412 中華電|通信網路|10 5 1|86 86 -10 -8|1.1 1050|18 -1 -2 7 -4
2413 環科|電子零組|49 30 23|98 98 38 42|1.1 125|3 1 0 14 30
2417 圓剛|電腦及週|-5 -13 12|53 76 -8 -17|0.3 5|2 -1 0 -12 5
2419 仲琦|通信網路|73 46 36|83 83 -9 41|0.3 83|5 -2 0 7 12
2421 建準|電子零組|22 6 -0|87 93 -1 18|1.5 65|20 3 4 19 5
2425 承啟|電腦及週|-8 -8 -18|77 77 -8 -17|1.9 18|18 -1 0 5 26
2426 鼎元|光電業|-29 -31 -19|51 72 -18 -20|0.9 6|8 3 0 -20 -16
2428 興勤|電子零組|-0 -1 -3|66 81 -11 -5|0.6 41|14 6 2 -12 -6
2436 偉詮電|半導體業|-30 -38 -36|41 63 -15 -30|3.7 44|6 -2 0 3 -1
2439 美律|通信網路|18 32 32|84 87 2 7|0.7 126|12 -0 -0 5 18
2441 超豐|半導體業|-43 -34 -34|62 69 -19 -29|0.7 77|12 -4 -7 -1 12
2449 京元電子|半導體業|-2 0 -22|75 76 -18 -16|0.7 186|29 2 -4 -10 -5
2451 創見|半導體業|-2 -12 -8|95 96 1 2|0.7 20|9 20 4 -19 -5
2454 聯發科|半導體業|18 8 -17|55 71 -16 -20|1.5 3823|61 6 2 -13 21
2455 全新|通信網路|-54 -44 -32|39 61 -15 -33|1.4 85|28 5 -5 -1 9
2457 飛宏|電子零組|19 22 -3|70 87 -3 4|0.4 114|5 4 -0 -8 -2
2458 義隆|半導體業|-46 -43 -25|52 61 -20 -34|0.8 155|25 -3 -1 21 -5
2464 盟立|其他電子|4 11 -1|86 90 -5 -2|0.6 6|5 -17 -0 -31 -15
2465 麗臺|電腦及週|29 -28 -16|48 91 31 -2|7.5 49|4 1 0 55 18
2467 志聖|電子零組|29 15 13|89 89 0 19|0.3 5|7 -10 0 -13 -12
2468 華經|資訊服務|46 14 6|99 99 75 77|2.0 145|2 0 0 31 3
2472 立隆電|電子零組|-5 -6 -21|74 80 -8 -12|0.4 7|2 10 -2 -9 -5
2474 可成|其他電子|-5 -12 28|97 97 6 22|0.8 414|44 10 7 -9 -6
2476 鉅祥|電子零組|2 6 -5|58 74 -15 1|0.4 61|4 7 -0 -16 -11
2478 大毅|電子零組|-20 -29 -17|66 80 -2 -13|0.7 6|5 9 0 -10 -15
2480 敦陽科|資訊服務|1 2 -10|84 86 -10 -8|0.4 8|6 -26 0 -16 -16
2481 強茂|半導體業|-16 -14 -18|48 70 -17 -22|0.6 182|11 5 0 -8 -0
2482 連宇|其他電子|37 32 5|74 74 -25 66|0.4 28|8 5 -0 -12 11
2483 百容|電子零組|-16 -10 -25|75 75 -1 5|0.2 13|2 -2 1 -29 6
2484 希華|電子零組|-6 -5 -13|71 73 -14 -10|0.3 44|8 -9 0 1 3
2485 兆赫|通信網路|5 8 14|73 86 -3 6|0.5 10|5 -8 -0 -2 -18
2486 一詮|光電業|-26 -22 -22|28 45 -32 -48|0.4 17|6 -1 0 3 3
2492 華新科|電子零組|-20 -25 -10|47 71 -11 -18|1.7 142|15 13 0 -7 1
2495 普安|電腦及週|40 46 26|87 98 23 28|1.8 17|19 0 0 15 16
2497 怡利電|汽車工業|65 61 8|55 70 -7 -10|0.4 299|3 1 -1 -24 2
2498 宏達電|通信網路|-23 -19 -5|56 76 -18 13|0.4 1264|13 0 -0 -3 -12
2501 國建|建材營造|13 142 100|76 83 -10 -14|1.0 9|7 -21 0 23 -1
2504 國產|建材營造|-6 3 3|77 91 -3 -1|0.7 41|15 -10 -2 -9 25
2520 冠德|建材營造|2 8 17|68 75 -10 -19|0.3 16|15 -3 -1 -1 -3
2530 華建|建材營造|27408 9170 1998|91 91 23 23|1.2 47|1 8 1 24 29
2534 宏盛|建材營造|-37 -3 -20|95 95 5 12|0.4 19|8 -16 3 28 5
2535 達欣工|建材營造|32 33 13|90 94 0 -0|0.5 9|8 -19 -4 -14 -11
2538 基泰|建材營造|36 35 -13|77 77 -13 -4|0.4 11|12 -23 -0 -15 7
2539 櫻花建|建材營造|-100 543131 299490|96 96 9 13|1.0 11|1 2 0 3 24
2540 愛山林|建材營造|-20 6 -1|80 80 13 20|0.3 21|1 1 0 15 60
2542 興富發|建材營造|-34 -72 -43|99 99 9 10|0.8 127|10 29 2 -15 -3
2545 皇翔|建材營造|59 53 -8|74 78 -5 -14|0.5 8|4 -14 0 -3 -2
2548 華固|建材營造|-92 -11 -1953|91 91 -4 2|0.9 34|20 -11 0 11 12
2603 長榮|航運業|5 19 -64|43 45 -38 -52|0.6 6642|29 0 -0 -1 6
2605 新興|航運業|-5 -13 -26|55 67 -24 -31|0.5 44|36 5 -0 -5 -2
2606 裕民|航運業|-30 2 -25|54 60 -14 -37|0.5 191|11 2 -0 -10 11
2607 榮運|航運業|178 192 35|64 73 -13 -22|0.3 131|8 -10 1 -18 20
2608 嘉里大榮|航運業|-8 -4 -6|67 83 -15 -9|0.9 9|5 -11 0 -7 -18
2609 陽明|航運業|-16 5 -57|56 57 -35 -39|0.8 2752|16 -1 -0 -9 -8
2610 華航|航運業|-8 10 -22|56 64 -22 -28|0.4 792|12 3 -1 -20 -2
2611 志信|航運業|-18 -9 -30|53 62 -32 -34|0.7 9|2 5 0 -9 -2
2612 中航|航運業|5 21 -11|55 61 -20 -31|0.3 16|2 4 -0 -8 -13
2613 中櫃|航運業|-9 -0 -7|48 55 -23 -43|0.7 13|2 3 1 -14 0
2614 東森|其他|4 8 -4|50 71 -24 -29|3.0 36|2 -3 0 -4 8
2615 萬海|航運業|-28 -8 -87|39 50 -39 -44|0.9 1110|43 3 0 -9 -20
2617 台航|航運業|11 13 -13|63 66 -17 -29|0.5 23|3 -8 0 1 7
2618 長榮航|航運業|33 36 -11|65 68 -25 -22|0.6 1359|31 0 -2 -10 -8
2633 台灣高鐵|航運業|59 141 79|94 95 -4 9|0.8 76|10 13 -1 9 -16
2634 漢翔|航運業|52 43 16|83 83 -12 3|0.5 126|9 -0 -4 -12 -0
2636 台驊控股|航運業|-61 -47 -87|44 49 -30 -41|0.7 78|17 4 0 -3 -12
2637 慧洋-KY|航運業|10 24 -39|50 52 -24 -43|0.6 352|18 4 0 -8 -25
2641 正德|航運業|-12 6 -57|53 53 -29 -41|0.4 25|1 2 0 -14 2
2642 宅配通|航運業|-5 -0 -5|47 63 -15 -34|1.9 6|5 -8 -0 -8 -10
2702 華園|觀光餐旅|77 66 3|74 74 6 20|1.5 9|39 -15 0 2 37
2707 晶華|觀光餐旅|34 49 39|92 92 9 22|0.3 141|15 -1 1 -32 12
2723 美食-KY|觀光餐旅|2 1 4|76 85 -4 16|0.6 61|51 1 1 -11 -9
2727 王品|觀光餐旅|23 37 24|85 89 5 24|0.6 62|9 3 0 -1 37
2729 瓦城|觀光餐旅|19 53 41|85 85 10 13|0.2 7|1 -18 11 29 -26
2731 雄獅|觀光餐旅|293 224 114|78 78 -6 -11|0.6 134|3 -1 0 -30 4
2732 六角|觀光餐旅|4 17 13|73 73 3 7|0.3 52|7 -0 -4 -2 52
2736 富野|觀光餐旅|74 263 158|66 66 -24 15|0.2 25|5 4 0 -9 3
2743 山富|觀光餐旅|291 2095 1580|65 65 -11 -16|0.3 98|2 0 0 -0 62
2748 雲品|觀光餐旅|69 172 103|86 86 4 16|0.5 23|1 -4 6 -35 19
