# 2025-04-01 全池(1165 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1514 亞力|電機機械|20 -1 3|55 78 -3 -21|1.3 424|11 -4 0 -8 10
1515 力山|電機機械|-59 -62 -61|61 83 1 -14|0.9 8|7 -0 0 -2 -1
1519 華城|電機機械|46 57 8|43 64 -21 -37|1.1 2250|17 -8 -1 7 38
1522 堤維西|汽車工業|-8 -1 -2|75 81 -13 -16|0.6 79|6 -14 -0 -6 29
1524 耿鼎|汽車工業|20 15 8|95 95 10 17|1.0 340|17 16 0 -32 -64
1527 鑽全|電機機械|8 4 -9|84 84 -5 -13|1.3 11|10 -6 0 -30 -13
1528 恩德|電機機械|-5 -24 -19|69 69 -4 7|0.5 78|4 5 0 -20 -26
1529 樂事綠能|電機機械|391 122 59|62 81 1 -18|2.9 20|1 -1 0 -2 14
1532 勤美|電機機械|-38 -39 -52|55 75 -7 -24|0.8 34|11 -18 -0 -12 9
1536 和大|汽車工業|-7 -21 -8|72 72 -8 11|0.5 765|8 -5 -0 -7 36
1537 廣隆|電機機械|-3 6 -16|93 93 -2 -0|1.3 24|20 -17 0 -39 9
1540 喬福|電機機械|17 -21 -37|65 70 -17 -31|0.3 37|1 -0 0 -13 -11
1558 伸興|電機機械|36 17 5|90 91 -2 -8|1.1 10|7 1 0 -16 6
1560 中砂|電機機械|21 16 5|59 59 -23 -31|1.0 260|21 4 -0 -17 -34
1563 巧新|汽車工業|4 -9 -3|na 93 20 5|0.8 52|2 6 0 -36 -16
1565 精華|生技醫療|28 6 2|82 82 -0 10|1.1 25|18 5 0 4 6
1569 濱川|電腦及週|65 37 38|84 84 32 111|0.9 1291|2 -1 0 -17 -2
1580 新麥|電機機械|35 16 9|94 94 1 0|0.9 8|6 -6 0 -51 7
1582 信錦|電子零組|32 19 11|81 90 5 -11|0.9 48|18 -4 -4 -10 -5
1584 精剛|其他|10 3 -4|72 80 11 -18|2.8 95|2 -1 0 21 17
1587 吉茂|汽車工業|12 16 11|39 64 -11 -34|1.3 7|23 7 0 -27 -1
1589 永冠-KY|電機機械|95 27 31|66 78 -4 -20|0.9 9|7 14 0 -5 -20
1590 亞德客-KY|電機機械|68 20 15|71 84 2 -0|0.7 689|77 9 2 10 -1
1591 駿吉-KY|電機機械|-14 153 -136|57 76 -17 -4|0.3 7|3 -10 0 0 -6
1595 川寶|半導體業|44 8 30|52 52 -28 -1|0.6 10|1 1 0 -11 -11
1597 直得|電機機械|34 6 0|67 67 -27 -13|0.2 74|5 2 -1 -14 -2
1598 岱宇|運動休閒|-4 9 11|81 81 3 -4|1.0 22|6 -14 0 13 -2
1603 華電|電器電纜|68 28 10|67 89 -4 -9|3.1 11|3 4 0 0 -6
1604 聲寶|電器電纜|-1 12 5|94 98 0 -1|1.8 6|8 -14 0 26 16
1605 華新|電器電纜|31 11 10|62 68 -2 -28|0.7 571|16 -7 -3 -10 -17
1608 華榮|電器電纜|3 9 -8|58 76 -2 -20|2.8 47|2 -4 0 -2 21
1609 大亞|電器電纜|24 3 -10|62 76 -10 -22|3.3 150|11 -5 0 -1 15
1611 中電|電器電纜|15 -9 5|71 85 -4 -12|1.9 12|10 -8 0 -12 -11
1612 宏泰|電器電纜|46 10 -6|74 92 -3 -2|2.3 23|14 -6 0 -8 11
1615 大山|電器電纜|35 11 -7|78 91 3 -10|1.6 6|1 -1 0 -5 -21
1616 億泰|電器電纜|15 9 -2|85 98 25 18|4.4 49|3 -1 0 38 56
1618 合機|電器電纜|115 69 44|66 80 -5 -11|1.4 86|0 -2 0 -10 2
1702 南僑|食品工業|4 6 2|75 78 -4 -11|1.2 21|14 -11 0 11 28
1707 葡萄王|生技醫療|6 -2 -7|92 92 -4 0|1.3 17|16 -20 -0 -3 -8
1708 東鹼|化學工業|31 8 -5|84 84 -3 -8|0.6 105|15 -4 0 -10 7
1709 和益|化學工業|-3 2 -7|75 77 -6 -20|1.4 8|3 -13 0 -19 -3
1710 東聯|化學工業|35 14 -1|79 79 2 -18|0.5 42|6 -8 0 -3 3
1711 永光|化學工業|32 12 5|68 73 -11 -26|1.3 19|8 1 0 -8 -14
1712 興農|化學工業|4 -2 -2|93 93 3 4|1.3 50|16 -6 -2 -21 -3
1713 國化|化學工業|-14 -6 -16|86 90 13 -3|1.8 21|5 2 0 2 -0
1717 長興|化學工業|25 7 3|81 81 0 -14|1.0 42|15 1 0 3 0
1720 生達|生技醫療|25 5 -2|80 91 -2 -6|1.1 8|4 -1 0 4 8
1721 三晃|化學工業|5 -5 -12|51 51 -19 -45|1.0 13|7 -5 0 -18 -1
1722 台肥|化學工業|7 -1 9|79 86 -1 -12|1.0 49|11 -6 -0 -10 3
1723 中碳|化學工業|-2 1 2|77 93 3 -5|0.9 19|8 1 0 12 -3
1727 中華化|化學工業|39 13 -13|62 62 -12 -32|1.2 16|4 -14 0 -5 16
1733 五鼎|生技醫療|57 34 19|94 100 14 17|1.4 13|8 21 0 2 9
1736 喬山|運動休閒|41 41 12|100 100 11 47|2.8 171|10 2 -2 -17 1
1760 寶齡富錦|生技醫療|7 -2 -5|67 79 -8 -16|1.2 6|12 8 0 -8 -12
1773 勝一|化學工業|25 6 -5|71 75 -15 -23|1.8 60|6 -23 -13 -32 148
1777 生泰|生技醫療|34 19 -1|95 95 10 4|0.8 17|2 6 0 2 -15
1783 和康生|生技醫療|6 29 15|81 81 -7 2|0.4 6|9 -8 0 -25 -6
1784 訊聯|生技醫療|7 5 1|57 84 6 -13|2.1 22|4 19 0 -2 -26
1785 光洋科|其他電子|77 37 5|85 92 1 -7|1.0 484|13 -1 0 0 16
1786 科妍|生技醫療|9 8 -7|84 87 21 -9|0.9 102|7 4 0 13 -25
1789 神隆|生技醫療|-45 -19 -19|72 82 -5 -16|1.1 7|4 -9 0 -5 -0
1795 美時|生技醫療|-8 2 -10|70 80 -11 -13|1.0 353|56 -11 5 -1 63
1799 易威|生技醫療|199 135 -69|29 54 -9 -49|0.6 34|14 -7 0 na na
1802 台玻|玻璃陶瓷|28 3 10|78 78 -4 2|0.6 249|5 3 -0 34 -5
1808 潤隆|建材營造|-97 -88 -592|27 65 -8 -35|2.5 67|7 -15 0 11 48
1809 中釉|玻璃陶瓷|14 3 3|59 71 -14 -23|1.3 7|2 8 0 -11 -2
1810 和成|玻璃陶瓷|13 1 2|88 98 18 2|4.6 39|3 -2 -0 7 64
1815 富喬|電子零組|90 100 44|86 86 10 45|0.9 1263|3 1 0 -5 -40
1817 凱撒衛|玻璃陶瓷|46 15 5|97 97 18 15|0.7 7|4 -5 0 -38 -7
1903 士紙|造紙工業|11 -1 7|72 86 -6 -12|0.9 8|11 -10 0 -4 -16
1904 正隆|造紙工業|19 8 1|65 76 -2 -22|1.4 18|9 -13 0 12 13
1905 華紙|造紙工業|10 -3 -2|62 68 -10 -28|1.3 17|4 -8 0 3 6
1907 永豐餘|造紙工業|22 6 0|86 86 -4 -10|1.4 15|13 -21 -2 -0 10
1909 榮成|造紙工業|18 -3 -4|64 69 -14 -25|1.3 10|11 -20 0 0 15
2002 中鋼|鋼鐵工業|-3 -7 -4|89 93 15 6|0.6 865|16 22 -0 -21 -30
2006 東和鋼鐵|鋼鐵工業|26 0 4|97 97 15 4|1.7 219|17 26 -4 113 -0
2009 第一銅|鋼鐵工業|18 -3 -18|70 85 11 -8|5.2 225|0 -1 0 3 -5
2010 春源|鋼鐵工業|41 15 1|93 100 17 19|1.6 34|8 20 0 33 -10
2014 中鴻|鋼鐵工業|-39 -39 -12|83 83 15 7|0.4 346|7 7 0 -24 -22
2015 豐興|鋼鐵工業|26 -1 2|83 83 2 -13|1.4 92|13 23 -38 -74 -17
2017 官田鋼|鋼鐵工業|-4 -4 -14|70 82 -4 -12|0.5 6|2 7 0 -33 -27
2020 美亞|鋼鐵工業|8 -26 -2|70 88 -0 -4|0.5 21|3 -4 0 -32 11
2023 燁輝|鋼鐵工業|-10 -6 -2|89 89 5 2|0.5 40|6 2 7 -12 -5
2027 大成鋼|鋼鐵工業|12 7 13|94 94 66 49|0.7 2035|26 13 1 -35 -33
2029 盛餘|鋼鐵工業|30 14 5|86 95 11 5|0.6 15|67 5 0 39 -30
2030 彰源|鋼鐵工業|22 1 4|91 91 5 3|0.6 8|3 7 0 -6 -14
2031 新光鋼|鋼鐵工業|114 43 43|68 77 4 -19|0.6 44|12 4 -1 -10 -5
2032 新鋼|鋼鐵工業|50 14 5|86 86 38 22|0.7 27|2 5 0 -15 -18
2034 允強|鋼鐵工業|48 30 25|89 89 23 4|0.4 126|7 9 0 -52 -23
2038 海光|鋼鐵工業|55 26 18|84 92 21 7|1.5 17|2 3 0 -1 -16
2049 上銀|電機機械|13 10 9|66 66 -25 14|0.5 1854|30 5 -5 -16 -8
2059 川湖|電子零組|165 109 23|81 81 15 42|1.0 1805|24 10 -4 -5 0
2061 風青|電器電纜|128 60 17|71 81 11 -17|0.8 12|2 -1 0 28 2
2062 橋椿|居家生活|-5 -20 -11|70 71 -17 -28|0.6 28|11 8 0 -13 3
2065 世豐|鋼鐵工業|30 5 -1|78 84 -7 -16|1.1 8|2 -14 0 10 17
2066 世德|電機機械|-4 -8 -7|59 72 -7 -20|1.1 52|12 1 -2 -7 -8
2069 運錩|鋼鐵工業|24 11 15|88 88 9 -6|0.5 6|3 11 0 34 -21
2070 精湛|電機機械|4 -21 -37|48 48 -31 -46|0.5 11|4 17 0 -16 -28
2101 南港|橡膠工業|17 6 -80|62 78 -15 -18|1.2 100|6 -10 0 4 24
2102 泰豐|橡膠工業|121 34 3|72 76 -7 -20|1.2 5|5 -36 0 -3 6
2103 台橡|橡膠工業|23 19 -0|78 78 -4 -14|1.0 21|25 -29 0 12 9
2104 國際中橡|橡膠工業|8 -1 -3|65 71 -11 -25|0.8 20|9 -20 0 73 -31
2105 正新|橡膠工業|15 2 2|87 96 2 5|2.1 306|13 -10 2 -9 13
2106 建大|橡膠工業|13 7 6|76 84 -2 -12|1.3 8|9 -14 0 -0 -19
2107 厚生|橡膠工業|130 49 25|93 99 2 2|1.6 6|8 -5 0 10 -20
2108 南帝|橡膠工業|16 17 -13|67 81 -9 -18|1.5 9|7 -12 0 5 -4
2109 華豐|橡膠工業|30 13 7|96 98 5 -1|1.2 7|16 6 0 -59 -8
2201 裕隆|汽車工業|-8 -11 -13|58 71 -17 -26|1.1 112|7 -4 0 -8 8
2204 中華|汽車工業|-29 -33 -25|50 81 -4 5|1.0 109|20 9 -2 -13 -7
2206 三陽工業|汽車工業|1 -6 -3|85 97 2 -4|1.5 66|10 28 5 2 -19
2207 和泰車|汽車工業|24 6 5|86 86 0 -13|1.0 144|23 -4 6 -15 -1
2208 台船|航運業|-25 -23 7|91 97 14 2|2.8 31|5 11 -0 na -32
2211 長榮鋼|鋼鐵工業|77 53 21|59 77 -16 -23|0.3 74|8 -16 8 3 -3
2227 裕日車|汽車工業|-39 -42 -22|49 56 -11 -41|1.1 5|41 -26 -1 na na
2228 劍麟|汽車工業|-1 -2 -4|72 72 -12 -24|1.2 18|7 -8 0 -7 0
2230 泰茂|居家生活|62 168 -5|60 62 -4 -32|0.7 48|2 -1 0 4 -16
2231 為升|汽車工業|-32 -14 -19|59 71 -27 -18|0.7 34|5 -4 0 -5 -16
2233 宇隆|汽車工業|40 9 -1|64 64 -32 6|0.2 151|7 7 -2 -27 -36
2236 百達-KY|汽車工業|569 398 305|73 73 -19 -9|0.5 27|63 -9 0 10 -4
2241 艾姆勒|汽車工業|-12 -8 13|52 76 2 -8|1.1 15|9 -1 0 5 -10
2247 汎德永業|汽車工業|64 24 8|92 93 3 5|0.9 36|6 16 19 -31 4
2250 IKKA-KY|汽車工業|17 0 1|70 70 -22 4|0.5 99|7 0 0 -12 -28
2258 鴻華先進-創|汽車工業|473 1007 -38|84 84 3 -5|0.6 32|0 -3 0 na na
2301 光寶科|電腦及週|35 22 22|81 86 -4 -3|1.3 799|27 -15 8 -5 23
2302 麗正|半導體業|27 41 23|84 84 7 13|1.5 27|6 0 0 -15 13
2303 聯電|半導體業|4 7 2|80 84 4 -16|1.3 1932|23 -13 18 -4 6
2308 台達電|電子零組|40 26 16|85 85 -12 -6|0.9 3546|65 -4 3 -30 -43
2312 金寶|其他電子|31 28 17|65 65 -19 3|0.6 174|14 -0 0 -13 -6
2313 華通|電子零組|21 7 -1|66 83 -16 -16|1.0 365|16 10 -8 -11 -12
2314 台揚|通信網路|-49 -23 15|30 30 -67 -59|1.9 32|1 -1 0 na na
2316 楠梓電|電子零組|22 4 8|67 73 -15 -12|1.0 18|28 -8 0 -17 -5
2317 鴻海|其他電子|56 34 13|67 69 -18 -20|1.5 7019|33 -18 0 -7 7
2324 仁寶|電腦及週|17 -1 1|85 87 -10 3|1.8 806|42 -18 1 -4 89
2327 國巨*|電子零組|15 8 -5|61 77 -8 -25|0.8 1024|49 -16 -1 0 16
2328 廣宇|電子零組|60 21 25|83 83 5 30|0.7 2235|20 1 0 14 -9
2329 華泰|半導體業|1 -7 -0|46 72 -9 -18|0.6 69|7 6 0 -7 -14
2330 台積電|半導體業|43 46 6|84 84 -13 -6|1.0 41212|72 -14 1 -4 14
2331 精英|電腦及週|-7 6 11|47 70 -20 -29|1.3 28|8 -6 0 -21 -13
2332 友訊|通信網路|0 -2 5|68 68 -32 -3|0.4 97|16 -3 0 -4 21
2337 旺宏|半導體業|9 4 6|73 80 5 -19|3.5 335|12 -6 0 49 52
2338 光罩|半導體業|2 -6 -7|48 65 -22 -32|1.1 41|6 4 0 -6 -15
2340 台亞|半導體業|3 2 -4|53 61 -23 -37|0.9 37|9 -14 0 -8 -5
2342 茂矽|半導體業|82 76 32|77 77 -15 -17|1.7 9|7 -10 0 -3 6
2344 華邦電|半導體業|2 -2 -8|65 84 16 -13|0.7 1970|11 1 0 -9 -21
2345 智邦|通信網路|142 117 64|76 76 -22 11|0.7 2985|58 -8 1 10 -42
2347 聯強|電子通路|4 -9 -12|81 94 0 1|1.4 294|31 16 -5 -29 4
2348 海悅|其他|-68 -68 -108|42 61 -36 -14|0.3 92|1 -2 3 -13 5
2349 錸德|光電業|-18 -19 -11|57 68 -19 -30|1.0 27|12 8 0 na na
2351 順德|半導體業|16 5 4|50 56 -13 -46|4.6 71|11 -10 2 5 6
2352 佳世達|電腦及週|11 9 8|67 75 -16 -22|1.2 134|11 -14 1 -10 16
2353 宏碁|電腦及週|6 3 -7|65 87 -5 -12|1.0 352|21 3 -11 -9 -6
2354 鴻準|其他電子|323 284 205|66 66 -18 -4|0.6 513|20 -7 -1 -16 19
2355 敬鵬|電子零組|3 -9 -4|66 79 -15 -21|1.0 53|13 -18 0 -13 4
2356 英業達|電腦及週|41 37 9|71 80 -14 -1|1.0 581|12 -11 6 -6 7
2357 華碩|電腦及週|29 23 1|86 86 0 7|1.2 2843|47 -21 6 45 124
2359 所羅門|其他電子|43 21 23|79 80 -20 -7|0.4 559|4 -2 0 -13 -8
2360 致茂|其他電子|64 51 24|64 64 -28 -21|0.9 597|66 -8 4 6 -0
2362 藍天|電腦及週|-18 -14 -20|73 73 -9 -16|0.7 62|11 11 0 -18 -6
2363 矽統|半導體業|1337 1085 564|52 65 -24 -23|1.5 164|7 9 0 -20 -2
2364 倫飛|電腦及週|42 48 22|63 81 4 -18|0.7 15|19 7 0 -9 -9
2365 昆盈|電腦及週|21 12 -12|56 69 -27 -32|0.3 113|1 0 0 -20 -6
2367 燿華|電子零組|20 20 -2|63 77 -17 -23|0.9 122|9 6 0 -11 -5
2368 金像電|電子零組|47 30 4|79 81 -15 -2|0.7 1326|16 1 3 -1 59
2369 菱生|半導體業|-8 -14 -5|59 69 -16 -21|2.0 12|13 0 0 -9 7
2371 大同|電機機械|-20 -15 -10|59 78 -11 -18|0.8 800|8 8 0 -19 -11
2374 佳能|光電業|69 40 11|73 73 -27 9|0.2 352|6 1 0 -39 -10
2375 凱美|電子零組|21 11 1|70 70 -16 -14|0.5 25|6 -4 0 -8 15
2376 技嘉|電腦及週|60 40 -61|74 81 -13 -6|0.9 824|14 -6 9 -9 7
2377 微星|電腦及週|12 6 -1|83 83 -9 -3|0.5 686|25 -3 -4 -35 -19
2379 瑞昱|半導體業|45 35 15|92 92 -2 7|0.9 1044|51 -2 9 -4 -8
2382 廣達|電腦及週|79 74 29|69 71 -20 -15|1.0 4249|19 -22 4 -8 31
2383 台光電|電子零組|87 64 6|86 86 -8 17|0.7 2288|35 -6 0 2 4
2385 群光|電子零組|10 4 1|69 97 16 2|1.3 834|25 -8 3 -13 13
2387 精元|電腦及週|25 8 2|85 85 2 10|0.9 69|22 -3 -0 -41 -18
2388 威盛|半導體業|7 6 -19|57 59 -21 -42|0.8 276|9 5 -0 -17 -10
2392 正崴|電子零組|31 19 5|63 65 -23 -12|0.9 106|9 4 0 -25 -7
2393 億光|光電業|6 5 -11|95 95 4 9|0.5 138|23 2 -0 -33 -3
2395 研華|電腦及週|37 21 20|92 92 9 13|0.5 615|39 2 5 -24 -52
2397 友通|電腦及週|43 43 51|78 83 -9 -8|0.7 11|26 -12 0 -8 1
2399 映泰|電腦及週|-14 -15 1|49 49 -20 -30|0.6 26|9 13 0 -17 -15
2401 凌陽|半導體業|55 24 5|66 79 -18 -20|0.7 35|14 -1 1 -8 -7
2402 毅嘉|電子零組|18 16 4|80 80 -5 -13|0.8 74|7 -0 3 -11 -10
2404 漢唐|其他電子|21 -2 21|89 89 1 39|1.0 909|24 -2 -0 -55 -31
2405 輔信|電腦及週|15 -7 -4|69 84 -10 -5|0.5 62|5 7 0 -13 -16
2406 國碩|光電業|-38 -43 -126|46 62 -15 -35|0.9 15|6 -14 0 -1 40
2408 南亞科|半導體業|-26 -28 -34|51 80 23 -19|0.8 2587|8 -3 3 11 88
2409 友達|光電業|24 18 4|74 79 -9 -19|1.2 515|21 -18 1 11 18
2412 中華電|通信網路|-2 4 2|100 100 5 2|1.2 840|16 21 5 236 -9
2413 環科|電子零組|43 5 28|77 77 -13 9|1.1 6|3 14 0 -3 -18
2414 精技|電子通路|56 28 18|96 97 3 8|1.3 5|5 2 0 -13 -2
2417 圓剛|電腦及週|-4 1 2|71 75 -18 -9|0.2 61|1 0 0 -17 -7
2419 仲琦|通信網路|-6 5 -8|64 67 -20 -20|0.9 14|2 -6 0 -6 6
2420 新巨|電子零組|24 10 3|75 75 -8 -20|1.8 17|7 -12 -1 -9 -6
2421 建準|電子零組|78 41 21|67 82 -9 -6|1.3 410|20 8 1 -16 -30
2423 固緯|其他電子|22 1 5|98 98 13 18|1.0 6|6 9 0 -53 -14
2425 承啟|電腦及週|71 38 41|68 68 -0 -21|0.6 28|8 1 0 -9 -6
2426 鼎元|光電業|28 3 -3|67 67 -23 -22|0.5 15|9 6 0 -24 -4
2427 三商電|資訊服務|46 25 -9|78 91 -1 4|1.4 29|3 1 0 1 -25
2428 興勤|電子零組|23 22 11|82 83 -4 -17|0.7 20|15 -10 0 -1 27
2429 銘旺科|光電業|190 196 165|85 85 72 97|1.3 683|10 1 0 30 -31
2431 聯昌|電子零組|32 -15 11|73 73 3 10|4.2 14|6 -4 0 -14 4
2436 偉詮電|半導體業|49 23 15|75 75 -8 -25|0.9 33|6 10 0 -5 -23
2438 翔耀|光電業|106 283 39|36 62 -9 -38|2.8 5|1 -3 0 na na
2439 美律|通信網路|32 13 -8|89 95 16 -5|0.9 412|21 10 5 -24 38
2441 超豐|半導體業|16 12 1|89 89 -2 1|0.6 32|12 -7 0 -11 -9
2442 新美齊|建材營造|-78 -46 -137|65 88 -4 -9|1.2 17|2 -9 0 16 -2
2444 兆勁|通信網路|0 -6 14|72 72 -16 -4|0.4 11|3 -6 0 na na
2449 京元電子|半導體業|21 20 6|65 65 -22 -19|1.0 1199|24 -7 -6 -22 -15
2451 創見|半導體業|15 -1 5|78 99 19 3|0.9 184|8 3 -1 6 3
2453 凌群|資訊服務|7 7 -1|92 92 15 28|1.9 341|11 2 0 10 -37
2454 聯發科|半導體業|20 10 -9|94 94 6 17|0.8 9898|59 -7 4 -8 -23
2455 全新|通信網路|1 -7 -20|61 68 -31 -30|0.7 534|24 -3 -10 24 28
2457 飛宏|電子零組|-3 6 17|49 62 -28 -34|1.3 36|10 5 0 -8 16
2458 義隆|半導體業|6 4 0|84 88 -6 -1|1.3 215|24 -6 0 -7 9
2461 光群雷|其他電子|-6 -7 -2|74 79 -7 -17|1.1 8|5 -5 0 -15 1
2464 盟立|其他電子|41 15 18|69 73 -27 -22|0.5 184|3 -3 0 -14 1
2465 麗臺|電腦及週|-6 11 14|40 59 -20 -37|0.9 16|1 4 0 -28 na
2466 冠西電|光電業|75 34 14|91 91 27 137|0.4 50|11 1 0 32 2
2467 志聖|電子零組|31 27 -16|59 59 -31 -34|0.9 61|11 21 -0 -26 -9
2468 華經|資訊服務|40 65 53|85 85 95 131|2.9 887|13 1 0 -37 -77
2471 資通|資訊服務|26 13 1|94 94 7 19|1.2 86|8 3 0 -9 -4
2472 立隆電|電子零組|57 25 4|81 81 1 10|0.3 156|12 -2 0 13 -6
2474 可成|其他電子|38 42 30|91 91 12 -7|1.0 464|36 17 -9 -11 30
2476 鉅祥|電子零組|41 20 2|71 85 -6 -12|0.9 110|8 -8 0 -6 7
2477 美隆電|其他電子|104 47 24|65 65 -14 -16|0.7 9|24 3 0 -14 -28
2478 大毅|電子零組|72 30 15|80 88 -0 -12|1.3 7|6 8 0 1 3
2480 敦陽科|資訊服務|15 21 14|86 86 3 13|0.5 42|9 -12 0 -60 15
2481 強茂|半導體業|16 8 8|81 88 3 -11|2.2 56|12 -1 6 8 7
2484 希華|電子零組|27 8 10|69 78 -9 -21|1.3 6|5 0 0 -2 1
2485 兆赫|通信網路|-40 -56 2|60 72 -17 -25|1.6 17|4 -10 0 -13 -29
2486 一詮|光電業|35 9 -1|63 68 -14 -10|0.8 760|5 -1 0 -9 -1
2488 漢平|其他電子|41 45 10|84 84 -11 5|0.6 13|11 -21 0 -4 26
2489 瑞軒|光電業|29 24 -16|60 67 -18 -24|1.1 38|11 -8 0 -8 6
2492 華新科|電子零組|18 7 1|69 81 -5 -19|0.9 69|10 11 0 -4 -11
