# 2023-07-03 全池(1182 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1752 南光|生技醫療|22 34 6|81 81 9 11|0.6 121|3 -18 -2 52 79
1760 寶齡富錦|生技醫療|-42 -30 -29|70 70 -19 -24|0.7 191|12 1 -1 -17 -4
1762 中化生|生技醫療|50 9 -16|91 91 18 48|1.0 123|12 -7 -0 31 19
1773 勝一|化學工業|-21 -22 -8|79 94 5 14|0.7 25|5 14 0 9 -35
1777 生泰|生技醫療|15 14 -43|91 91 7 4|0.5 7|1 -1 0 18 0
1783 和康生|生技醫療|7 21 2|90 90 16 32|1.6 49|7 0 0 -3 4
1784 訊聯|生技醫療|24 20 9|93 93 47 59|1.0 34|4 1 0 8 9
1785 光洋科|其他電子|-22 -21 6|94 97 6 21|1.5 72|8 -2 -0 6 7
1786 科妍|生技醫療|42 35 4|100 100 39 64|2.7 48|7 16 0 -5 -24
1789 神隆|生技醫療|-45 -15 -28|98 98 14 14|1.9 58|5 4 0 31 -3
1795 美時|生技醫療|52 58 12|87 87 19 29|2.0 2434|79 5 -0 31 24
1796 金穎生技|食品工業|46 46 18|72 72 21 55|0.2 29|2 3 -7 -4 -2
1802 台玻|玻璃陶瓷|-5 6 20|76 81 -7 -9|0.9 224|9 18 -29 77 -47
1806 冠軍|玻璃陶瓷|21 -1 11|93 93 16 17|0.4 32|8 1 0 -25 57
1808 潤隆|建材營造|4327 1683 1263|100 100 10 16|1.6 15|2 29 0 1 -2
1809 中釉|玻璃陶瓷|-7 -11 -19|91 91 7 19|0.2 13|3 3 0 5 -4
1810 和成|玻璃陶瓷|10 -2 4|86 86 35 37|0.4 81|3 -1 0 3 32
1815 富喬|電子零組|-24 -27 -7|89 93 12 16|0.7 48|2 -4 0 12 21
1903 士紙|造紙工業|1 18 23|88 88 18 4|0.5 35|12 -2 0 6 38
1904 正隆|造紙工業|-8 -11 -2|100 100 25 29|1.1 158|9 6 -0 21 -25
1905 華紙|造紙工業|-20 -11 -16|100 100 85 80|1.0 517|5 1 0 15 20
1907 永豐餘|造紙工業|-11 -6 -1|96 96 43 53|1.1 416|12 -13 19 20 144
1909 榮成|造紙工業|-5 -10 4|91 91 2 11|0.9 36|12 8 -3 -2 -16
2002 中鋼|鋼鐵工業|-25 -24 -5|93 93 -4 -3|0.9 418|19 2 3 -12 8
2006 東和鋼鐵|鋼鐵工業|9 -4 0|99 99 6 20|0.8 70|14 17 11 -31 -33
2009 第一銅|鋼鐵工業|-31 -21 1|86 86 -6 1|0.5 28|1 7 0 -9 -15
2010 春源|鋼鐵工業|-11 -16 1|100 100 19 18|3.8 10|7 14 0 25 -27
2013 中鋼構|鋼鐵工業|52 23 4|95 95 -0 -2|1.3 5|7 13 -2 0 -44
2014 中鴻|鋼鐵工業|-41 -35 0|82 82 -7 -10|1.4 136|7 -17 -0 26 53
2015 豐興|鋼鐵工業|-11 -14 -1|99 99 5 17|0.4 12|11 -5 19 7 5
2017 官田鋼|鋼鐵工業|-21 -32 -10|88 88 -3 23|1.0 17|2 3 -0 21 -8
2023 燁輝|鋼鐵工業|-27 -19 4|91 91 1 -7|0.8 26|6 7 0 -9 -2
2027 大成鋼|鋼鐵工業|-16 -19 -17|99 99 5 9|0.6 326|17 21 2 -23 -55
2028 威致|鋼鐵工業|-11 -16 -0|78 78 -13 -14|0.9 6|1 -3 0 -18 -24
2029 盛餘|鋼鐵工業|-3 -23 6|97 97 -2 2|1.0 7|69 -14 -0 -6 -77
2030 彰源|鋼鐵工業|-20 -26 -11|90 95 -1 -1|1.3 18|3 -2 0 -5 -12
2031 新光鋼|鋼鐵工業|2 -11 -15|87 87 -3 6|0.3 85|13 6 -22 -4 -21
2034 允強|鋼鐵工業|-24 -12 4|95 95 1 -0|0.9 14|8 6 0 -6 -13
2038 海光|鋼鐵工業|-7 -5 -5|85 85 -6 -14|0.7 7|2 3 0 -7 -4
2049 上銀|電機機械|-19 -19 -8|90 90 -5 31|0.7 255|30 5 -5 -7 -0
2059 川湖|電子零組|-29 -29 -28|100 100 84 78|2.3 505|15 -2 0 47 5
2065 世豐|鋼鐵工業|-15 -3 1|97 97 3 26|0.7 7|4 -6 0 2 20
2066 世德|電機機械|-3 2 -18|92 92 8 24|0.4 19|12 -6 0 13 13
2101 南港|橡膠工業|-3 -9 0|95 95 1 16|0.6 28|7 9 0 3 -19
2102 泰豐|橡膠工業|-66 -52 -53|86 87 -12 -9|0.8 9|7 -8 0 -11 -16
2103 台橡|橡膠工業|-13 -11 -10|90 90 -5 -1|0.9 24|26 -9 2 -13 -12
2104 國際中橡|橡膠工業|-26 -23 -20|94 94 9 11|1.3 80|12 -3 -0 29 11
2105 正新|橡膠工業|3 5 3|95 95 12 20|1.1 243|16 16 0 59 -29
2106 建大|橡膠工業|-21 -13 -14|86 100 3 7|1.0 15|7 15 -0 -7 -5
2107 厚生|橡膠工業|-42 -38 -7|97 97 1 2|1.9 9|8 -12 0 7 22
2108 南帝|橡膠工業|-37 -39 5|85 85 -6 3|0.5 19|8 1 2 -2 -33
2201 裕隆|汽車工業|22 13 8|91 91 11 39|0.6 775|8 -7 -1 7 -2
2204 中華|汽車工業|43 27 12|94 94 47 89|0.6 482|25 9 -13 60 -35
2206 三陽工業|汽車工業|52 45 9|89 89 122 158|0.6 1831|16 -1 0 -0 -26
2207 和泰車|汽車工業|44 31 17|95 95 28 38|0.6 229|25 10 -2 0 -25
2208 台船|航運業|-11 35 11|89 89 7 27|0.4 89|6 8 0 -18 -5
2211 長榮鋼|鋼鐵工業|-4 3 27|97 97 19 26|1.4 147|17 -6 11 71 -18
2227 裕日車|汽車工業|104 46 28|88 98 3 4|0.7 7|41 20 0 na -80
2228 劍麟|汽車工業|29 13 -7|100 100 17 31|1.4 60|9 2 -1 35 11
2230 泰茂|居家生活|55 18 14|100 100 53 307|3.0 30|10 6 0 -1 -24
2231 為升|汽車工業|22 33 14|86 86 -10 13|0.4 103|9 1 0 -6 -14
2233 宇隆|汽車工業|-6 -7 -4|91 91 -3 12|0.2 14|5 3 -8 0 -7
2236 百達-KY|汽車工業|23 36 21|100 100 71 180|1.1 60|73 5 0 16 0
2239 英利-KY|汽車工業|135 87 47|96 96 9 34|1.1 27|77 21 0 13 -3
2247 汎德永業|汽車工業|55 25 5|98 98 36 68|1.1 269|6 -7 11 10 68
2301 光寶科|電腦及週|-15 -15 -11|100 100 55 84|1.5 2248|43 -7 1 166 21
2302 麗正|半導體業|10 3 -10|87 87 -12 17|0.5 30|2 3 0 -11 -25
2303 聯電|半導體業|-23 -21 -30|95 95 -2 21|1.3 2513|35 -7 2 -23 -12
2305 全友|電腦及週|77 40 27|66 86 -5 -8|0.4 9|0 -2 0 2 2
2308 台達電|電子零組|12 13 -9|99 99 24 30|1.1 4553|67 -5 3 114 0
2312 金寶|其他電子|-3 -3 -23|99 99 17 11|1.1 217|10 3 0 -1 -16
2313 華通|電子零組|-8 -15 -20|89 100 3 3|1.1 312|19 -8 2 -4 -15
2314 台揚|通信網路|1 -5 -30|78 86 4 16|0.4 44|3 -6 -0 -8 na
2317 鴻海|其他電子|-9 -14 -23|100 100 11 14|1.6 4333|40 2 1 -3 14
2323 中環|光電業|-3 -6 8|97 97 84 94|1.8 769|10 -2 -0 48 262
2324 仁寶|電腦及週|-7 6 16|99 99 23 36|0.8 715|47 13 -4 9 -46
2327 國巨*|電子零組|-14 -14 -13|87 87 -6 7|0.6 1152|46 1 -2 -7 -23
2328 廣宇|電子零組|-4 -4 -5|93 93 2 5|0.5 162|14 -1 0 3 -8
2329 華泰|半導體業|-6 -13 -4|100 100 23 41|1.6 168|13 10 0 54 -52
2330 台積電|半導體業|-5 -12 -35|98 98 9 25|0.8 13986|73 12 -1 3 -35
2331 精英|電腦及週|-35 -41 -17|100 100 47 61|1.4 360|14 4 0 17 -19
2332 友訊|通信網路|-1 1 -7|100 100 27 48|2.7 218|14 -1 0 23 -20
2337 旺宏|半導體業|-36 -31 -2|92 92 -2 -2|0.6 486|21 12 -20 9 -41
2338 光罩|半導體業|0 -9 -19|85 86 -10 -3|1.3 146|9 -5 -2 8 41
2340 台亞|半導體業|-16 -28 5|91 91 15 27|4.3 160|11 -4 0 11 50
2342 茂矽|半導體業|-37 -34 -22|84 84 -15 8|0.3 27|3 2 0 -9 -8
2344 華邦電|半導體業|-30 -31 -6|94 94 3 35|1.4 1072|23 6 -0 11 -39
2345 智邦|通信網路|5 9 -21|96 96 15 45|0.7 1235|69 1 -4 -1 29
2347 聯強|電子通路|-10 -10 -8|94 94 0 -0|0.7 203|28 -3 -6 26 -28
2348 海悅|其他|10 -21 0|90 98 5 9|0.8 6|1 6 0 3 -5
2351 順德|半導體業|-11 -5 -2|97 97 0 35|1.1 167|19 -7 2 -15 -7
2352 佳世達|電腦及週|-12 -15 -9|97 97 50 75|1.0 596|16 4 0 4 22
2353 宏碁|電腦及週|-18 -22 3|97 97 18 44|0.9 995|32 -11 14 29 43
2354 鴻準|其他電子|-29 -18 -4|97 97 0 8|1.4 143|19 5 -0 -7 -37
2355 敬鵬|電子零組|-13 -4 2|96 96 -2 10|0.8 24|19 3 0 -18 -51
2356 英業達|電腦及週|17 -4 -2|96 96 38 70|1.1 2263|26 1 -4 185 34
2357 華碩|電腦及週|-5 -7 1|96 96 15 13|1.1 821|48 20 -7 -4 -21
2358 廷鑫|其他|-68 -33 5|60 61 -30 -31|0.5 8|2 6 0 -18 -7
2359 所羅門|其他電子|-14 -15 -20|93 93 12 33|0.4 173|6 3 0 -12 -29
2360 致茂|其他電子|-8 -9 -34|99 99 45 44|0.7 530|68 -6 3 13 -31
2362 藍天|電腦及週|-1 88 83|100 100 17 16|2.6 48|7 -27 -0 35 -29
2363 矽統|半導體業|-29 -30 -7|87 97 -2 14|1.1 25|5 2 0 -1 5
2364 倫飛|電腦及週|22 34 9|66 87 -3 -4|0.3 17|16 -4 0 -6 3
2365 昆盈|電腦及週|6 -21 5|100 100 15 22|2.8 15|8 8 0 -4 17
2367 燿華|電子零組|-8 -4 -26|75 91 -7 1|0.9 34|8 -9 9 2 1
2368 金像電|電子零組|-25 -13 -20|100 100 63 77|1.1 1991|24 -4 3 -2 29
2369 菱生|半導體業|-13 -20 10|94 99 3 16|1.2 15|16 20 0 -30 -30
2371 大同|電機機械|92 72 30|100 100 72 68|1.6 2445|16 6 0 -8 -45
2373 震旦行|其他電子|19 35 25|93 99 1 3|0.9 5|2 8 7 -5 -43
2374 佳能|光電業|-21 -17 -37|79 93 2 -1|1.3 11|6 15 0 0 -14
2375 凱美|電子零組|-22 -18 6|84 84 -8 21|0.4 26|6 -5 0 -12 4
2376 技嘉|電腦及週|39 12 19|95 95 86 136|1.3 5504|29 4 -1 17 -12
2377 微星|電腦及週|-13 -12 6|97 97 25 53|0.8 797|38 21 -7 -25 -28
2379 瑞昱|半導體業|-14 -19 -4|95 95 1 35|0.7 853|48 6 -6 -8 -12
2382 廣達|電腦及週|-4 -1 -13|100 100 93 139|1.3 8497|27 2 1 60 5
2383 台光電|電子零組|-10 -12 1|99 99 36 39|0.9 1041|38 -4 6 -0 -10
2385 群光|電子零組|-14 -11 -8|100 100 13 23|1.0 357|34 3 3 56 6
2387 精元|電腦及週|33 21 15|93 93 -0 11|0.6 28|11 9 -6 -18 -16
2388 威盛|半導體業|2 8 -10|85 85 -5 18|0.8 740|8 -0 0 7 21
2390 云辰|其他電子|20 8 -1|74 96 5 -1|0.9 7|3 6 0 -6 -0
2392 正崴|電子零組|-26 -13 -20|99 99 3 15|0.9 53|13 3 -0 -13 -11
2393 億光|光電業|-20 -13 8|100 100 30 41|1.0 115|31 29 0 -7 -36
2395 研華|電腦及週|4 9 -4|100 100 16 27|1.0 407|43 14 -2 38 -4
2397 友通|電腦及週|8 -2 -4|99 99 17 38|1.1 16|23 10 0 -21 -21
2399 映泰|電腦及週|21 14 26|100 100 60 88|0.7 207|6 -1 0 21 60
2401 凌陽|半導體業|-24 -33 4|94 94 18 28|0.9 141|11 -4 0 20 43
2402 毅嘉|電子零組|25 20 -2|94 94 26 85|0.9 245|12 -6 0 4 42
2404 漢唐|其他電子|70 154 21|92 92 4 18|0.8 254|28 -17 4 20 111
2405 輔信|電腦及週|-13 -6 5|91 97 20 25|2.2 100|7 -1 0 92 5
2406 國碩|光電業|-59 -44 -16|79 87 -9 -4|0.8 21|5 -2 0 -9 12
2408 南亞科|半導體業|-63 -66 -6|92 92 9 40|1.0 813|17 7 -5 -8 -35
2409 友達|光電業|-1 -14 23|92 92 1 21|1.0 628|25 4 -6 3 -7
2412 中華電|通信網路|2 2 -1|93 93 0 6|1.3 1021|17 3 -4 23 -23
2413 環科|電子零組|-20 8 -24|82 82 -1 30|0.5 52|2 -4 0 5 15
2417 圓剛|電腦及週|-24 -17 -1|86 86 -6 -2|0.4 7|2 18 0 -14 -17
2419 仲琦|通信網路|11 18 -25|100 100 27 45|7.6 34|3 0 0 41 -8
2420 新巨|電子零組|-29 -24 -13|100 100 6 18|0.5 9|5 8 0 -10 -13
2421 建準|電子零組|0 12 5|100 100 95 121|0.8 1197|32 2 1 23 -7
2423 固緯|其他電子|13 18 8|98 98 21 42|0.5 22|4 3 0 -8 -38
2425 承啟|電腦及週|-9 -5 6|100 100 29 44|1.1 260|14 5 0 -16 -33
2426 鼎元|光電業|-16 -18 8|94 94 -1 8|0.7 9|9 1 0 -21 -3
2427 三商電|資訊服務|-26 -16 -23|99 99 95 147|2.6 339|4 -3 0 -11 192
2428 興勤|電子零組|-1 1 3|100 100 9 40|0.8 98|17 10 -5 -2 -46
2430 燦坤|電子通路|-15 -16 -6|93 93 3 14|0.8 6|6 13 0 -1 -2
2431 聯昌|電子零組|-53 -48 -15|96 96 13 19|0.5 8|3 11 0 -16 -4
2436 偉詮電|半導體業|6 -11 20|89 89 6 30|0.4 118|7 2 0 -4 -8
2439 美律|通信網路|10 15 1|97 97 8 21|0.8 96|15 8 -0 4 -33
2441 超豐|半導體業|-21 -27 6|93 100 8 16|1.0 45|13 13 0 -26 -44
2442 新美齊|建材營造|163 168 145|91 91 18 38|0.4 34|3 5 0 -15 -19
2444 兆勁|通信網路|-4 -9 -10|62 69 -23 -32|0.8 8|1 -4 0 na na
2449 京元電子|半導體業|-17 -19 -16|100 100 22 60|1.3 676|40 -0 5 -20 -9
2450 神腦|通信網路|7 -2 -1|99 99 5 20|0.9 11|3 -10 0 32 112
2451 創見|半導體業|-18 -19 1|100 100 8 18|1.2 70|11 7 5 -15 -11
2453 凌群|資訊服務|39 16 11|89 89 4 180|0.4 404|7 2 0 -14 -35
2454 聯發科|半導體業|-39 -38 -21|96 96 -3 16|0.7 4205|57 -3 2 15 -34
2455 全新|通信網路|-2 -26 14|95 95 31 81|0.6 520|31 5 3 -36 -28
2457 飛宏|電子零組|11 5 -4|92 92 31 90|0.3 1707|10 -4 -0 -8 8
2458 義隆|半導體業|-31 -33 6|83 94 2 19|0.5 151|23 -2 -0 9 -40
2460 建通|電子零組|-28 -31 6|91 91 22 33|0.5 17|1 -2 0 12 38
2461 光群雷|其他電子|-21 -22 -15|96 96 7 27|0.5 28|6 -7 0 4 75
2462 良得電|電子零組|-26 -22 -10|92 92 9 13|3.6 37|5 6 0 21 -17
2464 盟立|其他電子|-32 -17 -15|95 98 2 1|1.3 8|4 6 0 -6 -6
2465 麗臺|電腦及週|-39 -20 17|84 84 -6 -4|0.5 11|2 4 0 -16 -28
2467 志聖|電子零組|-32 -36 -24|94 94 9 20|0.4 21|7 0 0 45 -32
2468 華經|資訊服務|133 54 33|98 98 73 62|0.6 86|7 3 0 51 -19
2471 資通|資訊服務|-5 -0 -4|87 87 20 120|0.1 119|2 -1 0 -12 4
2472 立隆電|電子零組|-20 -20 -9|86 86 -5 13|0.4 17|3 6 3 -3 -3
2474 可成|其他電子|33 25 37|95 95 -3 7|1.9 412|44 -19 15 11 35
2476 鉅祥|電子零組|-10 -6 -6|83 85 -14 5|0.4 29|3 -8 -2 4 10
2478 大毅|電子零組|-7 -15 8|97 97 7 14|0.9 10|5 12 0 -6 -42
2480 敦陽科|資訊服務|25 14 8|95 95 24 45|0.3 90|6 4 -1 -41 -38
2481 強茂|半導體業|-0 -5 9|96 96 -3 15|0.8 145|11 4 0 -6 -26
2482 連宇|其他電子|15 86 -49|94 94 14 187|0.4 616|3 -1 -0 2 38
2483 百容|電子零組|-15 -20 -6|89 93 6 16|0.5 10|2 -10 0 -20 3
2484 希華|電子零組|-40 -35 -18|86 90 -4 5|0.3 29|6 13 0 -10 -19
2485 兆赫|通信網路|32 15 2|100 100 7 25|2.5 36|8 7 0 -7 -43
