"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1233","天仁",29.13,128.68,189.99,114.73,8392.62,7.88,46.31,3.03,120.46,1.91,1.04,7.76,11.32,18.18,16.86,7.41,1.49,94.76,99.16,11.55
"1234","黑松",11.41,426.51,352.83,287.61,16421.57,7.97,45.79,9.86,37.01,1.35,0.29,1.43,1.61,1.66,4.29,4.84,0.28,143.89,79.21,2.79
"1235","興泰",27.07,582.19,287.49,242.28,10.67,1.77,206.21,8.03,45.45,3.80,0.55,8.64,11.13,-5.42,18.47,14.49,1.68,-27.17,28.74,-4.69
"1236","宏亞",40.08,132.09,115.51,73.09,37.52,6.44,56.67,6.37,57.29,2.34,1.06,7.89,12.96,28.49,22.79,7.00,1.72,54.98,186.04,11.09
"1301","台塑",26.80,373.46,295.82,250.66,27.63,15.81,23.08,8.90,41.01,2.34,0.53,15.63,21.64,32.28,88.61,26.33,8.36,100.58,114.07,5.33
"1303","南亞",30.97,435.58,216.23,166.55,25.51,7.81,46.73,6.51,56.06,2.89,0.55,15.37,22.01,48.20,88.29,25.82,7.75,126.01,113.26,6.98
"1304","台聚",26.57,1238.11,351.45,281.59,30.86,14.69,24.84,7.84,46.55,10.39,0.70,9.46,12.52,14.65,20.74,12.28,2.01,80.54,61.96,6.31
"1305","華夏",50.83,243.29,243.15,197.47,2.24,7.69,47.46,10.29,35.47,3.37,0.89,0.86,0.97,4.66,1.33,0.53,0.11,18.26,159.43,2.94
"1307","三芳",42.41,264.99,93.16,43.78,29.03,8.37,43.60,4.01,91.02,2.99,0.72,8.30,13.73,0.55,21.15,10.86,2.06,25.94,74.97,2.29
"1308","亞聚",15.29,1168.62,365.84,309.37,621900.00,15.16,24.07,12.05,30.29,11.35,0.82,12.08,14.04,29.11,38.37,12.96,3.01,140.36,147.18,9.49
"1309","台達化",41.66,397.96,156.66,97.68,7.32,7.89,46.26,8.68,42.05,8.34,1.38,3.19,5.00,1.04,9.86,2.03,0.78,-19.06,10.62,-4.56
"1310","台苯",19.92,809.09,162.31,119.96,23.48,12.48,29.24,22.84,15.98,16.97,1.68,4.21,5.34,8.66,8.92,2.29,0.76,37.80,178.16,3.79
"1312","國喬",46.12,306.03,179.59,143.77,847.67,9.26,39.41,16.08,22.69,3.73,1.06,7.92,13.57,8.35,16.67,6.67,1.82,18.91,228.91,3.00
"1313","聯成",25.80,974.40,216.90,101.20,43.90,9.60,38.02,5.60,65.17,4.40,0.40,10.90,14.60,5.80,29.00,25.70,2.47,121.60,120.00,3.90
"1314","中石化",48.26,191.66,217.97,133.11,6.09,10.76,33.92,13.37,27.29,1.86,0.79,7.35,13.04,17.23,18.71,7.95,1.70,116.79,312.38,7.41
"1315","達新",15.45,563.60,690.71,568.30,40.21,6.23,58.58,4.54,80.39,3.25,0.51,5.10,6.05,9.18,17.25,9.77,1.59,69.45,110.21,2.71
"1316","上曜",12.75,581.26,382.77,281.07,6.39,6.69,54.55,5.61,65.06,2.45,0.37,1.03,1.08,-2.33,1.31,2.46,0.13,18.35,773.67,0.94
"1319","東陽",37.24,210.61,108.55,82.49,20.75,4.94,73.88,13.68,26.68,1.77,0.64,8.09,12.47,23.36,26.42,11.64,2.41,76.66,73.50,13.36
"1321","大洋",35.25,560.49,157.60,77.82,-109.88,10.24,35.64,5.58,65.41,9.38,1.28,-5.13,-7.58,6.91,-8.12,-4.02,-1.01,25.79,165.23,3.32
"1323","永裕",46.85,209.59,149.75,97.37,6.40,3.99,91.47,6.28,58.12,1.87,0.67,4.59,7.27,4.94,11.11,5.64,0.97,37.12,58.98,4.38
"1324","地球",25.94,288.95,204.18,138.22,-32.51,5.85,62.39,6.66,54.80,4.05,1.03,-2.78,-3.84,-2.99,-2.13,-2.72,-0.45,-11.83,109.03,-3.04
"1325","恆大",11.21,210.61,755.04,562.38,171.04,7.67,47.58,7.26,50.27,1.85,0.78,7.60,8.63,11.85,13.17,9.51,1.19,213.15,177.04,6.02
"1326","台化",30.55,321.81,235.34,177.73,23.10,10.74,33.98,7.31,49.93,2.51,0.64,14.53,20.54,40.66,92.65,19.87,8.63,46.11,94.54,0.35
"1402","遠東新",36.80,875.50,169.50,116.60,12.70,7.10,51.40,7.20,50.69,3.30,0.30,9.00,13.10,2.30,25.20,23.10,2.54,63.50,94.70,1.60
"1409","新纖",45.81,303.67,137.30,80.70,3.08,7.50,48.66,7.04,51.84,2.95,0.76,2.52,3.57,3.52,4.26,2.51,0.46,22.05,19.77,2.91
"1410","南染",18.53,159.42,665.55,611.93,41.52,4.24,86.08,11.34,32.18,0.40,0.24,0.99,1.20,-2.05,1.49,3.98,0.15,72.88,141.69,1.48
"1413","宏洲",44.42,94.78,106.78,33.65,4.08,14.25,25.61,5.55,65.76,2.52,1.48,1.19,1.29,0.84,2.63,0.48,0.08,17.12,131.10,3.29
"1414","東和",64.20,76.95,59.15,18.32,1.33,12.23,29.84,5.00,73.00,1.24,0.85,2.03,1.55,6.18,1.18,0.61,0.12,14.24,80.66,3.93
"1416","廣豐",28.15,490.25,109.37,73.19,1.77,3.11,117.36,2.87,127.17,0.29,0.05,0.89,0.64,-1.25,0.56,8.37,0.07,0.00,0.00,0.00
"1417","嘉裕",17.96,468.20,157.62,110.01,4.49,4.62,79.00,1.74,209.77,1.29,0.24,1.15,1.17,-3.01,1.33,3.92,0.13,25.18,0.00,3.89
"1418","東華",55.89,99.91,90.18,43.99,-8.15,21.05,17.33,5.97,61.13,2.38,1.05,-9.99,-22.71,-8.64,-12.40,-10.71,-1.38,0.00,31.32,0.00
"1419","新紡",24.15,207.22,66.67,45.08,3.77,5.82,62.71,1.77,206.21,0.22,0.09,1.01,1.06,-0.70,1.81,9.09,0.17,8.15,112.04,0.09
"1423","利華",12.90,587.53,1913.62,800.71,2696.53,19.31,18.90,2.66,137.21,4.92,0.78,6.49,7.46,9.55,13.83,7.93,1.06,340.55,142.57,7.08
"1432","大魯閣",68.67,58199.70,61.22,10.34,780.11,6.00,60.83,0.48,760.41,446.15,0.33,13.44,61.18,37.07,32.93,39.25,3.79,48.15,839.57,55.78
"1434","福懋",16.72,773.24,296.79,146.63,25.17,9.75,37.43,4.97,73.44,3.33,0.40,11.02,13.44,4.57,45.20,25.21,4.38,82.00,105.12,1.05
"1435","中福",48.95,108.08,953.22,950.62,19.70,5.51,66.24,59.19,6.16,0.10,0.05,1.19,2.26,-0.60,1.68,22.51,0.12,234.04,128.42,3.47
"1436","華友聯",1.58,85506.23,9397.39,4269.69,-53.21,0.13,2807.69,0.00,"*****",1.01,0.00,-1.55,-1.62,-1.79,-2.18,-1375.81,-0.18,1672.15,282.64,12.38
"1437","勤益控",28.13,600.15,163.79,119.36,8.31,3.77,96.81,2.06,177.18,2.87,0.41,4.76,6.11,0.14,12.10,10.17,1.03,66.06,47.85,8.15
"1438","裕豐",86.60,33083200.00,49.45,14.79,-124.16,4.72,77.33,0.00,"*****",21918.00,2.49,-5.29,-48.44,-1.69,-6.83,-319.35,-0.68,"NA","NA","NA"
"1439","中和",20.89,128.77,30.30,29.11,20.26,13.71,26.62,33.14,11.01,36.24,27.74,0.56,0.68,-0.45,1.16,1.94,0.10,47.61,5.59,0.25
"1440","南紡",21.78,206.65,267.21,141.21,618.88,7.58,48.15,5.57,65.52,1.07,0.42,5.91,7.51,4.27,12.99,14.02,1.14,25.76,106.31,0.22
"1441","大東",64.59,109.24,88.46,40.51,103.26,9.14,39.93,4.10,89.02,2.51,0.93,0.59,-2.47,6.69,0.12,-0.90,-0.16,19.32,684.93,5.22
"1442","名軒",57.81,1274.00,149.69,32.66,29466.80,14.80,24.66,0.25,1460.00,6.18,0.23,4.96,10.66,9.87,10.32,21.45,1.03,-17.12,-66.89,-23.23
"1443","立益",48.69,105.89,68.59,33.27,0.00,5.67,64.37,2.40,152.08,0.42,0.23,-7.63,-15.46,-2.52,-11.84,-36.97,-1.27,9.95,56.12,3.40
"1444","力麗",42.66,211.04,122.43,24.68,22.26,8.81,41.43,6.02,60.63,1.87,0.58,3.16,5.35,3.01,5.62,5.28,0.60,3.18,0.63,0.99
"1445","大宇",25.39,189.42,481.50,304.07,-0.12,9.46,38.58,4.78,76.35,2.12,0.93,-0.51,-1.70,1.35,-1.72,-1.30,-0.20,13.89,384.26,0.88
"1446","宏和",37.00,256.00,41.39,34.84,6.21,10.62,34.36,25.14,14.51,1.52,0.43,5.94,8.75,3.14,11.88,12.30,1.17,21.68,-4.74,5.38
"1447","力鵬",47.32,151.61,136.19,63.52,1.92,10.63,34.33,11.75,31.06,3.43,1.58,2.71,2.98,5.44,3.13,1.01,0.38,7.75,28.76,2.02
"1449","佳和",60.73,234.34,202.23,84.27,-3.49,7.86,46.43,2.68,136.19,1.83,0.63,-7.40,-21.47,-10.74,-12.00,-14.99,-1.67,-14.42,-6.89,-2.10
"1451","年興",26.39,1177.98,138.04,62.67,44.52,7.94,45.96,4.10,89.02,9.91,0.64,7.82,10.33,2.79,23.97,11.73,2.12,21.36,49.31,0.00
"1452","宏益",7.06,358.68,1081.43,876.82,44.84,8.47,43.09,11.18,32.64,4.33,1.12,3.67,4.00,3.45,7.75,3.27,0.55,82.77,114.83,1.33
"1453","大將",52.12,198.96,148.07,41.44,5.11,9.28,39.33,1.39,262.58,2.60,0.70,5.71,12.99,6.98,5.19,6.77,0.70,-11.10,10.16,-5.35
"1454","台富",30.95,181.83,198.48,97.73,307.77,8.76,41.66,4.76,76.68,2.82,1.13,0.90,0.89,1.63,1.33,0.55,0.11,11.95,140.69,2.20
"1455","集盛",46.38,141.52,146.89,71.82,3.72,6.42,56.85,6.63,55.05,2.82,1.40,2.13,2.95,5.22,4.59,1.13,0.36,27.23,46.10,7.56
"1456","怡華",77.12,107.52,100.14,56.76,0.79,6.11,59.73,3.46,105.49,1.33,0.62,1.38,-2.48,1.45,-1.20,-0.91,-0.14,2.61,127.73,0.75
"1457","宜進",40.90,194.71,89.39,54.14,-1.00,10.32,35.36,8.56,42.64,2.63,0.86,0.92,0.00,2.06,0.00,0.00,0.00,9.63,142.15,3.59
"1459","聯發",44.49,217.72,113.80,101.22,7.04,13.96,26.14,8.55,42.69,1.57,0.52,5.20,7.93,3.94,9.96,8.41,0.94,18.93,40.39,5.29
"1460","宏遠",32.90,303.93,256.85,104.02,3.89,10.90,33.48,2.10,173.80,2.51,0.66,1.86,2.18,1.22,2.46,2.17,0.25,20.86,125.51,2.37
"1463","強盛",10.48,352.96,482.51,421.05,-2086.80,6.34,57.57,11.65,31.33,1.72,0.45,-5.31,-5.93,-2.83,-5.65,-12.18,-0.69,31.58,164.73,0.98
"1464","得力",30.49,193.35,103.18,37.45,4.33,9.88,36.94,4.34,84.10,2.05,0.74,2.39,2.84,1.59,1.82,2.65,0.24,0.68,122.26,0.26
"1465","偉全",11.61,289.38,497.37,305.01,4510.70,7.95,45.91,5.99,60.93,3.00,0.92,4.40,4.91,1.50,8.84,4.66,0.88,-52.77,52.41,-5.87
"1466","聚隆",69.17,121.02,93.81,35.37,3.07,11.72,31.14,7.57,48.21,5.11,2.00,5.12,12.81,18.64,10.52,1.85,1.07,35.09,146.77,8.64
"1467","南緯",53.39,493.37,118.23,87.37,5.30,5.49,66.48,9.84,37.09,6.14,0.87,2.54,4.17,12.84,6.69,2.24,0.52,15.49,71.62,0.06
"1468","昶和",35.90,201.00,153.00,39.60,-2.16,7.80,46.79,1.50,243.33,1.30,0.50,-1.50,-3.10,-1.40,-3.70,-4.20,-0.40,"NA",22.00,"NA"
"1470","大統新創",13.45,229.76,454.15,293.88,"NA",4.48,81.47,4.71,77.49,2.12,0.80,-2.09,-2.40,-1.90,-1.84,-2.61,-0.20,49.71,109.30,2.73
"1471","首利",41.35,532.36,174.76,151.17,3.44,4.34,84.10,24.59,14.84,17.74,1.82,0.88,1.88,1.51,1.84,0.35,0.16,10.23,8.78,6.56
"1472","三洋紡",21.68,206.54,188.40,166.97,0.00,9.96,36.64,5.05,72.27,1.82,0.69,-12.38,-14.68,-1.45,-17.94,-17.23,-1.92,14.11,55.55,2.26
"1473","台南",25.48,696.86,227.66,146.75,87.31,8.45,43.19,11.19,32.61,13.28,1.43,10.55,15.16,12.37,44.55,7.29,4.21,57.02,88.00,1.58
"1474","弘裕",50.94,339.02,175.60,91.87,589.83,4.31,84.68,3.93,92.87,6.00,1.10,3.20,5.01,6.28,8.09,2.21,0.63,-15.30,46.75,-9.16
"1475","本盟",38.17,196.30,95.30,64.61,0.00,6.58,55.47,2.73,133.69,1.66,0.53,-6.61,-15.88,-13.66,-11.18,-16.58,-3.07,7.68,-15.64,2.39
"1476","儒鴻",35.04,353.32,183.90,109.35,33.56,7.02,51.99,5.38,67.84,7.45,1.37,8.71,13.33,31.67,24.84,5.61,2.01,12.33,97.96,1.82
"1477","聚陽",39.02,2980.30,172.07,121.23,26.34,18.52,19.70,10.20,35.78,129.46,2.65,21.57,35.57,119.98,105.93,7.50,7.86,40.23,98.40,6.72
"1503","士電",46.00,171.06,107.99,63.32,24.56,4.10,89.02,4.93,74.03,2.35,0.69,5.07,8.81,16.59,23.94,7.09,1.99,13.53,99.41,1.71
"1504","東元",36.58,1235.04,153.63,94.84,12.35,4.52,80.75,6.03,60.53,7.38,0.48,4.99,7.31,4.66,15.80,9.72,1.44,19.00,61.71,1.07
"1506","正道",58.25,243.83,68.82,40.81,0.35,3.85,94.80,2.46,148.37,1.48,0.27,-1.05,-4.93,-5.41,-2.22,-7.71,-0.51,0.76,70.19,0.40
"1507","永大",24.68,610.99,215.51,152.60,77.52,5.22,69.92,2.42,150.82,2.55,0.34,7.27,9.55,11.87,21.44,21.36,2.01,36.46,52.27,4.85
"1512","瑞利",56.65,150.21,129.74,72.30,477.05,3.70,98.64,5.38,67.84,1.61,0.69,3.13,5.57,-0.28,9.55,3.48,0.71,25.47,53.65,4.57
"1513","中興電",47.38,255.89,135.13,41.86,26.37,11.12,32.82,1.95,187.17,3.16,0.73,6.47,12.14,18.80,21.98,8.54,1.86,34.22,114.03,9.83
"1514","亞力",40.69,232.56,165.11,100.71,8.65,2.44,149.59,3.48,104.88,2.79,0.72,1.79,2.67,3.06,4.01,2.18,0.35,18.04,206.24,6.00
"1515","力山",57.58,208.83,107.08,96.36,0.25,4.36,83.71,11.77,31.01,2.88,0.70,-0.26,-2.38,-2.34,-1.97,-1.45,-0.27,4.67,110.07,3.11
"1516","川飛",9.45,29980.78,418.58,334.14,-179.01,3.73,97.85,5.94,61.44,80.68,0.24,-18.78,-23.72,0.20,-18.95,-98.66,-1.84,0.00,885.12,0.00
"1517","利奇",21.62,647.26,334.19,286.98,1051883.04,2.37,154.00,6.03,60.53,4.65,0.58,4.45,5.59,4.15,7.90,7.58,0.66,10.70,164.01,-2.02
"1519","華城",55.06,207.34,147.15,76.39,16.40,3.90,93.58,1.97,185.27,4.41,1.03,11.23,25.46,39.81,39.70,10.35,3.21,18.03,49.51,7.21
"1521","大億",47.20,132.88,121.56,77.54,21.94,5.16,70.73,7.61,47.96,3.31,1.37,5.99,11.21,14.42,21.67,4.23,1.89,42.87,90.86,14.62
"1522","堤維西",58.30,139.92,117.58,99.49,6.89,2.89,126.29,11.18,32.64,1.71,0.75,4.82,10.57,29.19,22.03,5.45,1.80,44.81,74.35,14.61
"1524","耿鼎",62.13,88.25,72.19,41.41,2.85,5.39,67.71,5.36,68.09,0.79,0.58,2.03,3.57,5.41,5.04,2.32,0.46,15.34,52.44,4.44
"1525","江申",27.15,281.62,186.07,127.73,1434.03,3.61,101.10,4.82,75.72,2.13,0.55,4.99,6.99,-1.22,18.57,8.91,1.81,-0.39,56.50,-1.22
"1526","日馳",55.30,113.83,101.26,59.81,1.08,3.87,94.31,2.50,146.00,1.07,0.52,-2.01,-7.40,0.18,0.21,-6.56,-0.49,"NA",136.28,"NA"
"1527","鑽全",63.74,348.13,136.54,93.82,8.48,8.72,41.85,4.79,76.20,1.97,0.39,7.53,15.83,45.79,40.72,16.91,3.17,-30.65,64.13,-24.52
"1528","恩德",43.46,469.00,189.00,142.69,9.00,3.22,113.35,5.30,68.86,6.30,0.91,8.51,14.29,15.91,22.68,7.82,2.17,25.54,195.00,5.05
"1529","樂士",32.91,570.55,259.13,141.17,-459.38,3.30,110.60,1.78,205.05,4.11,0.50,-5.95,-13.77,-7.75,-11.05,-14.74,-1.29,-32.97,-121.19,-12.87
"1530","亞崴",38.52,246.65,166.58,71.17,13369.59,5.24,69.65,2.50,146.00,5.16,1.09,18.05,31.21,70.01,85.87,15.06,6.62,43.63,57.17,12.97
"1531","高林股",27.84,1556.98,280.31,260.71,310.24,2.56,142.57,18.56,19.66,18.14,0.86,8.72,11.72,17.29,32.44,9.53,2.45,35.10,138.96,1.25
"1532","勤美",55.16,384.38,104.35,64.24,3.35,6.48,56.32,5.53,66.00,2.59,0.48,5.10,9.20,3.75,19.06,8.07,2.12,9.41,18.06,0.65
"1533","車王電",43.37,292.39,192.15,133.93,10.57,6.08,60.03,2.84,128.52,2.83,0.69,6.74,11.26,28.54,30.30,8.83,2.20,47.25,99.11,10.49
"1535","中宇",47.62,1027.23,183.67,145.14,216.49,15.08,24.20,1.15,317.39,31.85,1.62,8.86,17.47,26.52,33.18,5.43,2.55,13.24,85.39,0.99
"1536","和大",63.48,105.69,80.17,60.49,4.54,2.40,152.08,3.80,96.05,0.82,0.42,4.85,11.04,34.99,24.84,9.11,1.58,9.35,28.52,2.65
"1537","廣隆",44.52,601.19,229.31,163.03,23.13,6.25,58.40,6.93,52.66,7.96,1.21,11.78,18.34,26.38,30.88,9.44,3.38,"NA",17.06,"NA"
"1538","正峰新",60.19,230.26,104.12,87.54,-9.07,4.29,85.08,17.04,21.42,5.49,1.17,-11.47,-30.06,-23.86,-33.60,-10.47,-3.89,2.33,129.06,2.09
"1539","巨庭",57.85,250.98,135.48,97.58,7.33,4.19,87.11,6.02,60.63,6.09,1.18,4.92,10.19,19.01,16.10,3.61,1.21,7.25,-42.36,11.92
"1540","喬福",36.48,313.08,293.26,113.10,103.04,5.73,63.69,1.64,222.56,4.09,1.06,16.91,26.20,49.13,50.75,15.86,4.16,29.30,70.22,5.19
"1541","錩泰",35.58,146.83,142.28,101.32,22.16,4.16,87.74,8.98,40.64,3.39,1.35,6.00,10.18,13.43,14.81,4.25,1.15,29.45,71.47,12.52
"1558","伸興",39.53,743.55,137.05,125.79,133.43,6.14,59.44,35.75,10.20,15.61,1.44,10.72,17.31,35.77,43.13,7.39,4.64,29.16,83.61,1.19
"1560","中砂",38.31,117.27,123.88,77.59,19.77,4.78,76.35,5.20,70.19,0.92,0.62,8.04,12.71,40.36,38.53,12.40,3.41,80.04,120.28,10.43
"1568","倉佑",61.00,178.12,127.22,75.89,0.29,5.40,67.59,2.14,170.56,0.94,0.37,2.00,2.35,6.56,0.33,2.36,0.33,12.47,34.70,4.67
"1582","信錦",17.06,1065.87,433.70,405.84,1873.22,2.21,165.15,19.99,18.25,4.88,0.38,27.37,36.08,16.57,110.98,58.57,9.10,69.88,6.83,0.00
"1583","程泰",48.40,289.67,122.38,75.13,51.05,3.02,120.86,3.05,119.67,4.08,0.78,16.34,30.68,62.82,84.80,20.67,6.60,44.20,52.34,18.85
"1603","華電",53.17,114.52,75.44,49.25,3.13,3.13,116.61,2.91,125.42,0.93,0.38,2.86,4.42,5.37,5.48,5.39,0.55,18.32,604.10,10.07
"1604","聲寶",71.54,256.26,182.31,75.02,0.00,4.56,80.04,3.45,105.79,3.18,0.62,-11.23,-41.09,-3.27,-24.41,-20.48,-2.55,28.27,13.23,7.39
"1605","華新",26.94,437.23,137.12,74.76,429.77,28.74,12.70,8.38,43.55,5.19,0.94,2.69,2.57,5.02,6.89,2.06,0.51,0.00,32.25,0.00
"1608","華榮",16.82,346.49,614.25,304.46,4272.15,12.74,28.64,6.10,59.83,5.99,1.52,8.93,10.73,1.68,13.53,5.65,1.47,58.21,33.93,2.13
"1609","大亞",39.61,345.17,189.10,94.71,173.97,6.80,53.67,5.33,68.48,3.93,0.87,1.64,1.21,-1.77,1.87,0.86,0.16,11.25,14.21,1.83
"1611","中電",15.88,360.26,307.78,236.46,176819.72,3.74,97.59,4.50,81.11,1.90,0.44,6.94,8.22,3.14,13.38,15.35,1.21,46.44,74.17,-0.79
"1612","宏泰",16.45,416.95,331.87,195.74,386.16,7.40,49.32,4.55,80.21,5.04,1.10,11.92,14.38,9.36,29.79,10.79,2.38,72.44,117.36,5.08
"1614","三洋電",20.49,317.69,515.54,381.72,177.47,8.62,42.34,8.08,45.17,3.91,0.98,5.94,7.55,10.82,15.52,6.02,1.36,66.96,98.13,2.15
"1615","大山",46.46,161.03,179.28,90.24,8.19,9.73,37.51,6.78,53.83,4.41,1.86,7.60,12.78,23.21,20.65,3.76,1.61,53.71,94.85,7.84
"1616","億泰",48.98,376.65,125.71,64.74,-1.56,5.36,68.09,4.33,84.29,7.56,1.10,-1.71,-5.64,7.00,-9.68,-2.68,-0.74,5.06,14.31,2.17
"1617","榮星",55.98,454.64,128.24,110.12,1.00,4.56,80.04,22.60,16.15,17.89,1.96,1.69,2.12,11.19,1.03,0.47,0.29,6.97,27.86,4.79
"1618","合機",38.94,153.06,118.92,61.95,97.39,6.29,58.02,3.97,91.93,1.57,0.71,1.01,0.52,-1.20,0.11,0.45,0.08,-3.93,55.60,-1.17
"1701","中化",27.77,174.36,129.56,91.81,16.73,2.95,123.72,5.20,70.19,1.12,0.49,4.25,5.47,10.13,10.14,8.02,0.77,24.22,124.28,1.53
"1702","南僑",50.00,240.00,189.00,115.00,1.82,4.89,74.64,4.07,89.68,0.92,0.33,1.35,0.79,-2.29,1.83,1.26,0.08,85.00,49.00,6.00
"1707","葡萄王",25.83,272.39,460.28,387.67,118.77,6.01,60.73,2.25,162.22,2.04,0.57,8.10,10.71,9.59,17.35,14.20,1.39,89.82,202.28,2.78
"1708","東鹼",32.00,206.00,90.00,54.00,113.00,6.75,54.07,6.42,56.85,1.49,0.52,10.00,13.00,7.00,36.00,19.00,2.31,16.00,56.00,0.00
"1709","和益",37.04,161.97,167.98,56.78,20.73,9.85,37.05,3.94,92.63,3.77,1.46,4.01,5.80,11.63,9.93,2.44,0.83,0.00,24.03,-1.52
"1710","東聯",13.92,314.91,262.92,223.57,88780.93,11.08,32.94,14.62,24.96,3.52,0.89,15.59,17.81,39.66,38.63,17.44,3.01,194.49,163.64,12.86
"1711","永光",31.21,224.50,196.04,92.38,2.68,5.11,71.42,2.79,130.82,2.37,0.79,2.26,2.16,-0.97,3.44,1.86,0.29,6.25,84.88,-0.01
