"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",38.55,181.39,200.02,185.00,13.28,5.28,69.12,17.50,20.85,0.60,0.27,6.53,10.51,8.55,20.34,22.60,1.97,95.12,225.81,6.14
"1102","亞泥",27.46,2980.48,126.49,92.46,27.89,8.53,42.79,5.41,67.46,5.25,0.16,10.35,13.91,8.84,30.11,61.60,2.82,133.21,195.75,4.69
"1103","嘉泥",34.13,2895.09,131.19,130.70,363.95,7.09,51.48,45.58,8.00,5.74,0.17,1.90,2.13,2.54,4.22,8.12,0.44,13.90,64.42,1.80
"1104","環泥",31.18,341.71,165.21,104.50,14.78,3.99,91.47,5.90,61.86,0.98,0.23,4.56,6.62,0.22,13.92,18.00,1.27,34.77,77.38,2.48
"1108","幸福",39.78,227.68,108.27,79.27,5.40,4.93,74.03,5.95,61.34,2.11,0.58,3.44,5.08,10.69,5.32,5.20,0.55,25.16,119.50,4.09
"1109","信大",10.06,297.21,722.88,632.54,388.62,7.65,47.71,5.03,72.56,1.07,0.32,5.39,5.97,9.76,10.78,16.46,0.80,221.37,46.82,5.98
"1110","東泥",16.64,155.42,328.18,208.49,5381.70,7.62,47.90,3.32,109.93,0.39,0.22,3.03,3.62,5.61,6.15,13.76,0.49,65.76,51.31,1.27
"1201","味全",63.97,125.25,103.57,73.18,4.23,7.82,46.67,9.31,39.20,2.03,0.96,3.85,8.54,11.00,5.97,3.07,0.59,32.06,119.81,6.56
"1203","味王",36.90,249.87,84.59,54.14,-0.93,6.77,53.91,4.10,89.02,1.17,0.34,-1.12,-2.36,3.81,-2.21,-4.34,-0.37,10.49,564.62,2.09
"1210","大成",43.36,280.30,149.00,86.00,11.94,8.89,41.05,9.51,38.38,7.01,1.74,7.27,12.22,18.69,19.29,3.80,1.72,43.17,70.25,11.92
"1213","大飲",21.75,295.76,297.16,264.02,51.63,4.17,87.52,15.77,23.14,3.71,0.98,0.31,0.37,1.89,1.55,0.30,0.05,13.72,165.61,2.01
"1215","卜蜂",33.43,282.40,193.35,107.23,2.96,8.52,42.84,10.75,33.95,11.93,2.56,1.64,1.77,1.79,2.82,0.40,0.17,83.63,105.76,19.01
