"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1303","南亞",32.73,430.22,283.67,223.73,10.63,8.77,41.61,7.48,48.79,2.14,0.43,4.89,6.90,11.09,20.87,10.19,2.09,82.68,116.05,4.77
"1304","台聚",19.29,1223.66,289.65,242.76,69.76,18.75,19.46,8.63,42.29,9.99,0.66,14.07,17.79,20.78,30.72,19.27,2.78,72.76,112.39,9.71
"1305","華夏",46.85,205.42,148.77,126.81,2178.54,8.17,44.67,11.07,32.97,3.03,0.83,6.05,10.88,9.51,15.27,6.67,1.21,47.11,152.61,10.20
"1307","三芳",36.41,329.35,106.99,78.14,35.15,6.54,55.81,7.87,46.37,2.83,0.63,11.68,18.97,3.69,30.22,17.68,2.98,36.88,108.96,6.45
"1308","亞聚",12.25,1095.37,503.13,452.24,823727.00,19.22,18.99,12.75,28.62,8.16,0.65,14.90,17.00,33.21,46.08,20.25,3.78,176.21,147.97,7.80
"1309","台達化",50.46,485.66,443.20,315.55,21.85,9.44,38.66,10.99,33.21,7.38,1.21,9.26,17.87,9.75,23.24,6.67,1.93,5.28,49.16,0.40
"1310","台苯",27.29,993.78,123.99,87.84,34.63,15.70,23.24,20.47,17.83,17.78,1.30,8.66,11.71,13.41,12.42,5.89,1.37,43.07,162.73,8.68
"1312","國喬",29.31,212.11,110.24,72.78,3997.24,12.32,29.62,17.72,20.59,2.10,0.83,16.93,27.50,10.26,28.33,20.02,3.31,48.62,99.15,5.23
"1313","聯成",22.10,940.70,148.60,66.50,39.40,11.50,31.73,4.70,77.65,3.10,0.30,7.90,10.10,1.80,17.80,24.80,1.74,32.80,72.10,-1.30
"1314","中石化",47.42,196.16,288.72,206.45,8.61,12.70,28.74,12.04,30.31,1.45,0.61,5.40,9.81,6.61,11.68,8.03,1.15,92.23,396.17,4.26
"1315","達新",20.96,534.01,584.66,501.27,34.80,4.97,73.44,3.80,96.05,1.98,0.30,1.63,2.07,3.56,7.57,5.18,0.53,67.17,120.07,1.82
"1316","上曜",10.31,613.43,627.43,502.94,0.00,5.23,69.78,3.66,99.72,1.68,0.25,0.54,0.61,-3.76,-0.80,2.22,0.08,58.70,149.01,0.86
"1319","東陽",32.87,221.52,126.90,98.99,49.23,4.96,73.58,11.97,30.49,1.54,0.55,11.18,16.43,23.77,40.01,18.67,3.48,66.17,80.86,10.13
"1321","大洋",39.11,353.94,132.47,84.04,22.42,9.35,39.03,6.99,52.21,5.93,1.11,1.95,3.02,9.41,6.22,1.63,0.35,45.16,162.28,7.53
"1323","永裕",45.06,229.75,132.15,89.66,14.65,5.16,70.73,6.36,57.38,2.08,0.65,6.25,10.58,12.00,16.84,8.82,1.50,44.14,102.29,5.90
"1324","地球",26.26,379.71,243.37,184.85,1918.44,6.46,56.50,6.99,52.21,4.81,1.03,6.40,8.45,14.68,14.55,6.20,1.07,15.93,136.04,2.78
"1325","恆大",11.34,284.05,852.49,718.86,1253.90,7.48,48.79,5.76,63.36,2.03,0.63,11.45,12.92,24.74,23.48,17.00,1.97,280.40,224.29,10.02
"1326","台化",32.31,331.06,230.47,183.06,20.70,11.60,31.46,7.79,46.85,2.49,0.65,9.53,14.45,18.05,51.73,13.40,5.17,89.70,91.00,10.05
"1402","遠東新",36.87,963.08,118.04,85.84,14.56,6.05,60.33,7.65,47.71,3.13,0.28,6.04,9.13,-1.78,17.45,19.28,1.74,49.45,120.95,2.41
"1409","新纖",43.22,335.76,94.12,56.02,5.13,8.10,45.06,6.94,52.59,2.65,0.61,2.49,3.78,1.50,5.58,3.18,0.44,18.85,47.54,3.03
"1410","南染",16.99,170.21,1041.75,1005.65,284.39,4.74,77.00,10.23,35.67,0.27,0.16,-1.08,-1.31,-0.79,2.49,-6.95,-0.16,126.45,120.85,2.05
"1413","宏洲",53.86,84.52,97.65,32.95,-7.57,16.80,21.72,4.67,78.15,2.08,1.14,-6.74,-14.90,-8.39,-9.57,-6.41,-1.23,6.74,-260.06,1.25
"1414","東和",68.25,71.61,61.46,35.34,-5.61,17.28,21.12,5.57,65.52,1.16,0.74,-5.28,-19.14,-11.80,-13.41,-8.25,-1.34,-3.21,18.07,-1.12
"1416","廣豐",21.29,540.07,118.10,41.51,3.49,3.07,118.89,2.21,165.15,0.22,0.04,1.01,1.05,-1.08,0.96,21.14,0.10,0.00,0.00,0.00
"1417","嘉裕",20.72,480.64,119.37,71.00,14.70,6.22,58.68,1.38,264.49,1.24,0.22,2.14,2.55,-4.36,2.64,9.27,0.26,-4.74,-380.16,-0.89
"1418","東華",49.21,107.20,83.35,44.78,19.86,33.85,10.78,7.67,47.58,1.96,1.19,14.13,29.74,16.34,26.92,11.36,2.74,50.15,0.00,8.13
"1419","新紡",31.71,187.60,58.59,51.03,424.32,6.93,52.66,2.44,149.59,0.21,0.08,1.73,2.12,-0.15,3.24,15.22,0.34,9.24,86.50,2.62
"1423","利華",12.34,585.08,4861.84,2989.54,440.31,24.27,15.03,1.44,253.47,2.11,0.34,1.79,2.05,2.44,2.83,5.20,0.28,767.13,245.25,5.35
"1432","大魯閣",76.32,205110.00,62.86,3.16,-598.34,1.08,337.96,0.05,7300.00,111.91,0.01,-5.50,-22.55,-5.96,-12.51,-534.07,-1.34,-5.23,51.49,-7.22
"1434","福懋",20.28,722.51,299.53,165.29,-0.48,9.82,37.16,5.49,66.48,3.23,0.42,0.28,0.19,9.84,-0.96,0.34,0.05,141.32,96.20,2.43
"1435","中福",48.95,113.05,6763.47,6598.26,-51.78,3.71,98.38,1.07,341.12,0.04,0.02,-3.09,-6.29,-1.58,-2.59,-162.85,-0.33,1143.02,869.91,2.82
"1436","華友聯",1.27,135499.41,16108.07,7698.34,-76.79,68.58,5.32,0.00,"*****",2.80,0.00,-0.93,-0.96,-2.01,-1.01,-464.62,-0.10,-5905.10,-11102.96,-25.97
"1437","勤益控",21.48,732.54,161.70,128.95,5.07,5.31,68.73,10.31,35.40,2.80,0.34,1.20,1.33,-2.36,2.02,3.06,0.22,54.93,207.14,4.52
"1438","裕豐",99.13,0.00,46.70,6.18,-52.48,3.25,112.30,0.10,"*****",0.00,0.03,-2.70,-147.89,-1.41,-3.97,-167.23,-0.40,"NA","NA","NA"
"1439","中和",20.40,243.83,555.58,540.82,136.24,26.57,13.73,21.48,16.99,41.95,15.17,1.63,2.04,-0.06,3.29,10.62,0.30,12.76,1511.39,1.45
"1440","南紡",21.85,211.73,209.92,115.06,233.97,16.83,21.68,7.52,48.53,1.03,0.40,3.46,4.42,2.35,7.44,8.68,0.64,70.89,174.09,3.09
"1441","大東",69.71,82.88,68.76,33.26,-243.29,10.73,34.01,3.73,97.85,1.85,0.71,-3.91,-16.68,-17.48,-11.67,-6.91,-1.33,-2.10,498.38,-0.67
"1442","名軒",44.53,2241.88,178.93,14.78,31.27,40.95,8.91,0.47,776.59,17.21,0.46,9.60,16.39,22.56,21.98,20.28,2.15,-6.58,-41.32,-13.92
"1443","立益",55.94,98.56,80.96,55.08,0.00,8.62,42.34,2.88,126.73,0.61,0.31,-6.92,-15.96,-1.45,-10.03,-24.46,-1.01,0.00,64.37,0.00
"1444","力麗",31.26,292.93,175.72,46.51,70.66,8.60,42.44,6.44,56.67,2.40,0.61,5.59,8.86,4.86,8.94,9.04,0.92,74.12,67.20,12.49
"1445","大宇",16.81,198.68,494.28,321.26,"NA",9.44,38.66,5.16,70.73,2.06,0.86,2.01,2.40,2.26,3.43,2.30,0.30,74.60,492.66,3.77
"1446","宏和",32.28,278.14,43.80,31.70,3.52,7.84,46.55,20.98,17.39,1.13,0.33,1.37,1.48,-0.08,2.58,3.06,0.20,0.69,-43.70,0.12
"1447","力鵬",50.02,154.10,114.68,72.39,13.17,7.76,47.03,8.93,40.87,3.14,1.44,8.12,15.72,14.55,14.81,5.31,1.62,6.59,25.86,2.26
"1449","佳和",76.25,190.40,136.90,57.54,0.00,11.59,31.49,2.19,166.66,1.72,0.51,-9.18,-40.03,-0.02,-0.02,-22.83,-3.00,0.00,26.84,0.00
"1451","年興",16.32,1023.35,175.96,66.95,32.76,8.19,44.56,3.47,105.18,6.14,0.52,8.82,10.86,7.18,19.00,16.44,2.07,108.48,41.25,11.34
"1452","宏益",7.12,381.89,1134.02,958.60,739.80,8.58,42.54,8.68,42.05,3.15,0.77,5.01,5.39,2.74,8.17,6.17,0.73,22.44,128.43,0.70
"1453","大將",43.05,138.00,110.76,48.03,6.75,7.12,51.26,1.19,306.72,0.89,0.41,4.21,6.25,6.90,8.55,8.36,0.76,42.94,32.38,18.14
"1454","台富",28.70,197.62,275.82,162.66,178.22,8.96,40.73,3.27,111.62,2.38,0.96,-0.26,-0.58,-0.23,0.26,-0.42,-0.07,10.32,114.23,1.18
"1455","集盛",40.93,127.55,127.30,54.82,22.82,13.41,27.21,5.08,71.85,2.45,1.38,9.61,16.03,17.39,19.09,6.72,1.79,32.42,69.76,8.63
"1456","怡華",83.19,71.86,79.48,43.93,0.00,4.86,75.10,2.70,135.18,1.19,0.57,-6.11,-39.12,-8.17,-15.12,-13.39,-1.55,0.00,136.93,0.00
"1457","宜進",41.68,217.73,97.38,61.10,2.19,8.84,41.28,7.23,50.48,2.22,0.73,1.43,1.33,4.59,1.99,1.06,0.18,18.80,115.39,4.60
"1459","聯發",45.58,245.79,126.94,108.98,5.18,10.85,33.64,9.62,37.94,1.10,0.36,3.83,6.40,3.52,5.81,8.57,0.66,10.84,36.29,2.18
"1460","宏遠",36.68,245.91,208.07,87.35,1.24,6.80,53.67,1.70,214.70,1.88,0.55,0.32,0.13,4.06,0.13,0.14,0.01,27.15,158.93,3.78
"1463","強盛",10.42,328.49,462.59,417.27,0.00,6.53,55.89,8.03,45.45,0.95,0.27,7.86,8.74,-2.08,8.15,28.17,0.95,18.33,280.89,-0.45
"1464","得力",35.72,215.86,113.02,39.02,217.07,5.94,61.44,2.53,144.26,1.45,0.48,1.66,2.02,-0.49,0.92,2.72,0.23,-2.31,62.20,-0.42
"1465","偉全",16.11,274.13,307.45,211.86,18168.38,12.43,29.36,5.10,71.56,2.30,0.70,2.03,2.31,0.28,5.87,2.78,0.42,130.15,155.79,11.32
"1466","聚隆",68.72,125.05,113.64,44.57,4.03,10.75,33.95,6.40,57.03,3.50,1.67,4.40,11.39,12.19,9.72,1.89,0.84,32.58,135.81,5.17
"1467","南緯",59.22,473.88,112.37,78.24,5.86,5.54,65.88,9.35,39.03,6.55,0.94,2.52,5.10,16.22,9.86,2.11,0.51,0.00,47.73,0.00
"1468","昶和",40.70,328.10,135.40,27.50,-9.90,7.20,50.69,0.80,456.25,1.20,0.30,-7.40,-13.00,-6.50,-13.30,-33.10,-1.40,-11.70,6.60,-3.10
"1470","大統新創",11.36,219.09,490.69,365.91,"NA",5.01,72.85,5.06,72.13,1.87,0.76,5.94,6.64,6.83,7.26,7.52,0.62,139.70,148.35,7.91
"1471","首利",39.68,757.53,143.68,131.38,38.35,5.50,66.36,53.18,6.86,24.13,2.34,5.39,8.36,3.51,11.76,2.26,1.23,35.04,21.25,19.75
"1472","三洋紡",29.24,120.86,175.04,113.11,0.00,8.64,42.24,3.16,115.50,1.10,0.59,-19.95,-27.42,-6.86,-22.85,-35.63,-2.46,8.82,145.65,1.29
"1473","台南",27.88,726.76,205.04,176.15,33.61,7.44,49.05,14.88,24.52,10.48,1.17,5.29,7.04,0.46,20.59,4.42,1.89,34.45,136.33,6.54
"1474","弘裕",36.35,358.63,226.13,129.72,3.77,4.35,83.90,3.45,105.79,4.25,0.86,0.85,0.80,6.32,2.53,0.59,0.10,23.98,96.45,6.07
"1475","本盟",64.92,93.11,47.51,35.54,0.00,5.37,67.97,3.01,121.26,0.80,0.30,-14.36,-38.45,-10.55,-28.66,-55.78,-2.87,0.00,0.00,0.00
"1476","儒鴻",26.10,382.51,220.62,140.22,131.96,7.44,49.05,5.64,64.71,7.72,1.49,9.05,12.86,40.28,29.95,6.12,1.95,79.38,200.64,18.69
"1477","聚陽",39.33,3868.43,225.23,177.53,48.61,19.27,18.94,12.37,29.50,126.27,2.23,17.07,26.91,88.12,78.62,6.63,5.80,27.62,89.47,5.04
"1503","士電",36.00,166.81,105.90,61.92,102.36,5.07,71.99,3.30,110.60,1.85,0.69,12.05,21.18,55.67,63.89,17.21,5.77,55.99,105.12,13.87
"1504","東元",35.91,1272.33,182.21,117.99,12.46,3.71,98.38,4.46,81.83,4.97,0.35,3.74,5.70,4.48,11.32,10.04,1.09,62.81,89.02,5.70
"1506","正道",67.77,176.47,49.05,28.86,-366.09,4.24,86.08,2.04,178.92,1.41,0.26,-4.85,-16.13,-9.17,-10.16,-21.13,-1.25,3.13,16.44,1.99
"1507","永大",21.40,741.28,173.61,118.48,249.81,5.94,61.44,2.60,140.38,2.62,0.30,8.50,10.91,12.30,28.58,28.17,2.50,38.24,66.50,2.03
"1512","瑞利",55.30,103.86,61.89,41.51,-97.93,4.61,79.17,6.12,59.64,1.37,0.60,-0.59,-2.57,-4.40,-3.95,-1.97,-0.31,9.99,67.35,4.18
"1513","中興電",43.93,270.45,116.98,41.81,46.54,8.78,41.57,2.10,173.80,2.47,0.57,4.13,7.53,10.62,14.02,7.23,1.17,23.94,103.03,5.96
"1514","亞力",35.50,223.72,181.15,108.08,10.34,2.75,132.72,3.31,110.27,2.76,0.80,1.05,1.55,2.06,3.08,1.23,0.19,10.12,147.81,3.20
"1515","力山",55.31,164.68,98.12,88.01,6.19,5.98,61.03,9.93,36.75,2.04,0.61,3.53,7.46,9.08,8.04,4.75,0.64,14.91,92.36,9.22
"1516","川飛",4.00,122.23,395.58,367.86,"NA",2.43,150.20,326.39,1.11,0.42,0.33,-9.63,-11.08,-0.01,-0.01,-31.96,-0.75,"NA","NA","NA"
"1517","利奇",17.47,750.34,422.16,371.32,0.00,2.27,160.79,5.04,72.42,4.49,0.51,5.85,7.25,5.18,10.88,11.61,0.88,67.87,134.67,5.21
"1519","華城",40.54,225.03,177.00,77.70,32.78,3.34,109.28,2.26,161.50,4.29,1.13,7.15,13.49,17.11,20.85,6.90,1.70,79.54,100.44,32.18
"1521","大億",48.95,166.96,138.69,97.99,52.58,5.65,64.60,5.57,65.52,3.49,1.12,10.00,19.18,23.62,36.66,8.26,3.36,48.67,162.95,18.81
"1522","堤維西",55.33,165.98,151.88,132.78,13.66,3.01,121.26,13.02,28.03,1.59,0.69,5.12,10.95,20.37,20.28,6.83,2.00,59.15,127.11,12.10
"1524","耿鼎",64.47,80.06,68.31,44.74,0.10,5.96,61.24,5.07,71.99,0.82,0.56,0.05,-1.41,1.18,-2.42,-0.91,-0.19,23.12,68.51,8.50
"1525","江申",19.59,397.15,229.85,178.44,10563.00,5.04,72.42,4.75,76.84,1.90,0.38,9.68,12.03,-1.82,35.23,24.15,3.40,10.92,50.47,0.07
"1526","日馳",51.39,135.40,148.80,61.67,-0.17,3.81,95.80,1.79,203.91,1.06,0.55,-1.41,-4.92,-0.43,-1.83,-4.47,-0.32,-22.68,-305.51,6.55
"1527","鑽全",71.82,179.01,106.38,36.04,5.10,5.38,67.84,2.98,122.48,1.31,0.23,2.42,6.49,15.14,17.49,7.91,0.96,6.90,24.87,5.44
"1528","恩德",46.21,360.00,193.00,142.98,1.85,1.78,205.05,2.85,128.07,2.60,0.52,1.10,1.09,3.22,1.66,1.11,0.14,35.88,130.00,9.82
"1529","樂士",38.15,405.87,214.40,30.42,-744.79,4.67,78.15,0.64,570.31,1.63,0.26,-5.79,-10.91,-9.39,-15.80,-29.68,-0.72,-1.60,-95.63,-0.77
"1530","亞崴",40.41,217.15,150.71,74.87,3.17,2.35,155.31,1.07,341.12,1.49,0.40,1.51,2.06,5.00,5.38,2.97,0.43,32.24,74.06,14.73
"1531","高林股",14.41,1700.84,457.75,444.71,0.00,1.73,210.98,24.88,14.67,7.72,0.39,2.14,2.53,1.00,3.60,5.59,0.52,124.60,158.23,9.25
"1532","勤美",39.90,443.13,102.05,41.28,30.79,8.41,43.40,3.45,105.79,1.41,0.27,19.80,35.91,-12.86,116.66,69.85,10.02,"NA","NA","NA"
"1533","車王電",44.41,234.29,77.50,56.94,1.96,7.08,51.55,2.37,154.00,1.53,0.38,0.75,0.74,0.29,2.97,1.09,0.14,14.84,107.51,9.22
"1535","中宇",47.96,1673.03,173.42,111.23,1733.52,17.91,20.37,0.47,776.59,47.87,1.49,11.29,21.52,35.80,46.74,7.14,3.71,43.22,102.96,25.76
"1536","和大",69.56,112.49,100.61,64.51,-9.57,1.39,262.58,1.42,257.04,0.47,0.26,-17.82,-73.17,-7.05,-64.96,-78.69,-6.95,6.26,23.78,2.75
"1537","廣隆",25.79,785.49,165.67,114.91,22.22,7.35,49.65,7.74,47.15,12.59,1.25,15.64,22.98,14.20,55.33,12.04,5.07,61.37,"NA","NA"
"1538","正峰新",41.40,109.58,56.13,-325.16,-21.73,5.57,65.52,7.08,51.55,0.66,1.59,-4.65,-7.99,-7.44,-8.98,-12.58,-0.94,25.01,75.10,-3376.84
"1539","巨庭",49.52,238.12,154.91,116.98,-5.81,3.45,105.79,2.84,128.52,2.52,0.56,-3.65,-8.29,2.38,-9.78,-7.37,-0.96,26.25,-455.58,16.62
"1540","喬福",21.21,314.91,356.32,152.33,187.54,5.30,68.86,1.15,317.39,3.44,0.80,13.18,18.98,37.02,40.35,16.39,3.19,154.92,127.61,28.73
"1541","錩泰",20.83,191.31,259.67,212.68,12362.83,5.31,68.73,9.75,37.43,2.82,1.31,14.97,18.61,29.93,31.00,11.43,2.41,75.50,738.73,16.46
"1558","伸興",27.96,1290.00,230.95,225.22,565.86,4.15,87.95,66.48,5.49,23.79,1.53,24.14,35.20,79.41,130.57,15.72,11.28,67.18,77.03,14.29
"1560","中砂",31.64,122.90,138.02,85.44,-6.89,4.42,82.57,4.83,75.56,0.78,0.51,-0.96,-1.65,-6.41,-5.57,-2.18,-0.40,52.52,122.77,5.37
"1568","倉佑",56.92,87.81,59.02,27.63,-5.45,3.75,97.33,1.55,235.48,0.59,0.30,-7.69,-20.90,-20.72,-24.58,-31.62,-2.73,14.04,28.49,11.74
"1582","信錦",24.92,3391.80,54.78,50.77,158.92,1.97,185.27,36.55,9.98,4.67,0.12,16.52,20.88,-4.05,60.86,130.95,5.69,-2.22,14.40,-10.82
"1583","程泰",39.68,279.68,122.64,61.75,3.07,1.43,255.24,0.98,372.44,1.02,0.23,1.24,1.65,-3.07,2.87,4.13,0.35,29.18,50.69,9.92
"1603","華電",43.17,137.93,87.75,63.69,11.60,3.26,111.96,3.31,110.27,0.97,0.40,6.55,11.64,12.57,12.79,15.39,1.58,21.10,597.89,7.77
"1604","聲寶",37.03,274.03,165.50,93.44,1.06,5.29,68.99,4.40,82.95,2.31,0.60,-0.21,-1.23,0.69,0.05,-1.23,-0.11,47.67,91.38,8.42
"1605","華新",28.67,381.87,195.53,55.34,665.21,27.61,13.21,7.33,49.79,3.42,0.81,2.22,2.66,12.06,6.66,2.34,0.47,50.05,33.92,4.33
"1608","華榮",17.65,341.47,490.76,256.27,27053.84,13.25,27.54,3.78,96.56,3.38,0.87,11.25,13.56,4.46,14.77,11.96,1.79,82.14,64.44,5.76
"1609","大亞",34.62,313.76,226.14,140.32,344.05,7.54,48.40,4.95,73.73,3.02,0.75,1.33,1.46,-0.17,2.48,1.24,0.18,47.35,92.45,6.84
"1611","中電",17.58,360.87,277.55,236.21,519515.16,4.22,86.49,6.98,52.29,2.56,0.58,5.59,6.76,7.81,10.86,9.30,0.97,38.59,65.66,1.78
"1612","宏泰",16.65,381.25,329.15,223.57,694.62,6.79,53.75,4.88,74.79,4.14,1.00,4.37,5.01,5.86,9.09,4.38,0.75,78.35,92.30,9.36
"1614","三洋電",21.45,285.86,502.45,402.44,146.36,12.66,28.83,10.75,33.95,3.30,0.97,3.58,4.48,9.32,10.64,3.68,0.77,83.17,112.68,7.58
"1615","大山",43.21,190.18,197.51,131.94,27.45,9.12,40.02,8.78,41.57,4.47,1.64,7.65,12.80,14.62,20.02,4.12,1.64,52.14,130.82,10.05
"1616","億泰",42.09,357.54,147.30,78.54,-2.17,4.08,89.46,3.57,102.24,4.88,0.86,-1.30,-2.87,1.80,-2.53,-1.97,-0.31,6.65,85.01,2.57
"1617","榮星",50.17,387.07,126.92,112.63,-5.00,3.94,92.63,20.30,17.98,7.22,1.09,-1.91,-5.37,-9.75,-9.52,-2.55,-0.65,11.11,150.61,5.23
"1618","合機",9.53,361.05,230.40,83.84,3140.83,9.50,38.42,3.94,92.63,1.22,0.32,5.90,6.81,4.52,19.32,13.56,1.66,69.63,189.60,3.35
"1701","中化",26.71,183.47,136.19,94.35,41.77,2.36,154.66,4.03,90.57,1.04,0.44,6.76,9.27,6.54,14.01,14.74,1.30,27.49,111.99,4.98
"1702","南僑",48.00,267.00,105.00,66.00,10.21,5.15,70.87,3.82,95.54,1.13,0.34,7.96,14.06,-0.45,12.86,20.32,1.54,31.00,98.00,4.00
"1707","葡萄王",28.09,215.51,256.09,218.19,99.73,9.51,38.38,2.59,140.92,2.36,0.76,15.37,20.95,15.56,32.98,20.18,2.91,107.81,160.87,8.45
"1708","東鹼",29.00,238.00,126.00,83.00,39.00,8.50,42.94,3.54,103.10,1.59,0.51,5.00,8.00,11.00,17.00,10.00,1.55,67.00,68.00,8.00
"1709","和益",28.61,205.29,288.75,116.49,69.24,9.92,36.79,2.86,127.62,3.25,1.23,5.03,7.30,15.64,13.72,4.12,1.07,54.52,39.28,8.63
"1710","東聯",9.30,372.94,223.31,179.14,38534.70,15.83,23.05,24.98,14.61,2.52,0.67,10.01,11.05,9.98,21.79,14.85,1.81,176.16,119.53,5.05
