"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",41.78,171.50,149.37,115.48,4.34,6.17,59.17,13.45,27.13,0.92,0.47,5.91,8.00,10.09,12.87,10.14,1.16,49.63,66.86,3.07
"1102","亞泥",34.73,490.62,134.78,102.75,7.90,3.91,93.35,8.62,42.34,2.07,0.37,8.50,11.67,24.52,27.24,20.50,2.29,64.28,106.78,3.04
"1103","嘉泥",48.90,404.34,158.53,143.26,313.00,4.49,81.29,6.11,59.74,1.21,0.22,6.92,9.60,5.81,15.22,21.15,1.32,33.16,48.92,7.48
"1108","幸福",40.39,146.39,112.29,86.67,6.35,3.68,99.18,9.52,38.34,1.18,0.57,5.24,7.67,17.20,13.34,7.91,1.04,36.83,90.37,5.93
"1109","信大",16.74,213.51,318.98,275.29,11013.90,3.94,92.64,4.75,76.84,0.94,0.36,8.36,10.13,12.96,18.06,23.23,1.40,70.15,121.81,-0.51
"1110","東泥",28.41,378.79,782.05,613.62,5142.69,4.82,75.73,3.03,120.46,1.40,0.32,7.23,9.44,13.90,18.63,20.66,1.46,80.09,54.52,1.75
"1201","味全",46.84,147.25,149.29,93.48,-1.64,8.22,44.40,6.45,56.58,1.28,0.69,-1.84,-4.90,-5.04,-8.63,-3.89,-0.79,17.70,90.23,3.23
"1203","味王",45.54,178.65,127.84,89.17,3.60,6.39,57.12,5.95,61.34,1.24,0.53,2.16,3.06,2.29,7.04,3.03,0.54,13.45,103.14,2.08
"1215","卜蜂",47.21,187.43,124.02,78.00,2.80,7.00,52.14,16.53,22.08,7.58,2.20,4.76,5.65,15.30,9.07,1.34,0.74,-5.41,4.53,-5.66
"1216","統一",26.35,363.85,117.27,67.77,6.94,11.09,32.91,9.48,38.50,3.20,0.70,9.33,11.59,2.38,16.68,11.94,1.76,38.96,114.03,4.77
"1217","愛之味",25.50,236.80,133.35,84.64,3.63,7.83,46.62,3.23,113.00,1.84,0.61,5.04,5.89,5.91,8.24,6.98,0.77,37.78,94.76,5.61
"1218","泰山",35.52,189.21,165.23,127.10,299.35,6.54,55.81,7.64,47.78,3.04,1.06,4.66,5.38,1.06,5.43,3.26,0.63,21.80,81.93,3.64
"1219","福壽",28.77,160.82,213.49,132.52,1.53,7.38,49.46,8.83,41.34,3.65,1.50,1.48,0.89,1.46,0.91,0.44,0.11,9.81,145.98,1.41
