"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",57.14,169.69,92.85,70.91,1.96,5.85,62.39,16.54,22.06,0.38,0.21,2.39,2.70,0.15,5.34,6.02,0.46,20.02,24.15,1.35
"1102","亞泥",34.85,1120.11,100.74,78.21,1.28,2.22,164.41,5.93,61.55,2.88,0.21,1.20,0.50,3.58,0.86,1.61,0.09,21.87,145.87,0.92
"1103","嘉泥",55.16,271.96,237.32,202.34,25.51,2.55,143.13,2.26,161.50,0.40,0.13,0.30,-4.32,3.29,-7.12,-15.24,-0.62,5.61,16.75,0.60
"1104","環泥",34.25,323.18,119.55,77.18,1.51,3.95,92.40,5.09,71.70,1.34,0.35,1.54,1.03,-1.50,1.10,2.05,0.14,2.74,202.33,0.00
"1108","幸福",45.82,180.32,79.25,57.24,-2.92,2.42,150.82,6.54,55.81,0.92,0.34,-4.15,-9.59,-3.66,-12.11,-15.84,-1.08,2.98,69.35,0.64
"1109","信大",12.98,233.44,337.02,289.24,7365.51,2.81,129.89,4.28,85.28,0.60,0.22,2.58,2.98,1.59,4.90,11.70,0.38,95.80,88.13,3.29
"1110","東泥",18.54,452.56,285.67,157.12,-1750.46,3.32,109.93,2.00,182.50,0.77,0.14,-2.87,-3.63,-1.04,-5.59,-22.05,-0.50,31.80,60.87,0.15
"1201","味全",70.34,90.99,58.69,46.24,1.01,7.17,50.90,8.51,42.89,1.93,0.69,2.53,0.08,8.90,0.07,0.03,0.01,11.49,99.68,7.71
"1203","味王",64.78,185.98,78.01,39.32,-2.52,7.49,48.73,4.47,81.65,1.23,0.49,-5.55,-17.78,-2.23,-19.41,-13.98,-2.20,-20.08,-18.33,-6.91
"1215","卜蜂",42.51,264.60,178.28,116.68,2.18,6.67,54.72,13.25,27.54,10.71,2.60,3.71,3.78,16.00,4.93,0.84,0.45,13.54,41.23,0.38
"1216","統一",42.02,421.96,110.99,66.31,3.60,9.50,38.42,8.92,40.91,2.25,0.48,6.21,8.36,1.13,10.29,10.53,1.07,32.05,43.18,0.00
"1217","愛之味",47.53,248.48,102.62,55.60,-1.60,5.11,71.42,2.75,132.72,1.34,0.40,-2.63,-6.45,2.37,-7.25,-8.95,-0.67,15.26,16.62,3.68
