"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",31.09,139.43,76.15,60.36,13.69,6.72,54.32,16.01,22.80,1.35,0.69,9.67,12.38,23.22,24.28,13.03,2.08,40.26,91.01,3.77
"1102","亞泥",39.63,404.14,112.83,88.03,8.82,4.64,78.66,9.65,37.82,1.98,0.39,12.11,17.84,29.52,40.29,26.16,3.36,65.20,91.30,2.08
"1103","嘉泥",45.79,625.17,168.55,124.42,2.74,4.36,83.72,5.87,62.18,2.05,0.27,5.16,5.72,10.87,10.73,11.73,0.88,26.63,48.49,1.52
"1104","環泥",27.92,171.53,88.45,60.40,24.10,6.14,59.45,11.22,32.53,1.08,0.49,11.64,14.67,20.43,26.10,20.91,2.11,49.02,102.90,5.13
"1108","幸福",39.73,134.90,68.98,53.09,4.32,3.90,93.58,9.86,37.02,1.00,0.51,5.97,8.45,14.02,12.77,9.86,1.26,33.34,67.32,8.03
"1109","信大",12.33,218.99,333.50,295.72,78511.58,4.16,87.74,6.21,58.78,1.05,0.41,11.57,13.33,20.12,25.10,28.12,1.95,93.89,157.38,-0.66
"1110","東泥",19.81,713.48,597.23,512.71,2937.61,5.66,64.49,5.39,67.72,3.55,0.46,11.68,14.10,20.29,28.84,24.42,2.30,117.22,125.31,-0.63
"1201","味全",37.36,188.75,141.42,86.48,2.59,7.75,47.11,6.34,57.57,2.52,1.06,4.03,4.22,11.05,6.37,2.45,0.55,42.98,88.92,7.98
"1203","味王",40.85,138.18,116.68,75.61,5.94,7.76,47.05,5.96,61.24,1.10,0.64,6.36,8.97,9.99,16.74,7.10,1.54,48.35,117.20,5.16
"1210","大成",36.40,200.68,200.00,135.32,304.67,8.54,42.74,7.46,48.92,4.52,1.33,3.28,3.80,2.62,4.74,1.79,0.45,51.55,42.80,11.07
"1213","大飲",26.79,224.88,178.67,150.18,3.54,7.17,50.92,13.95,26.16,3.69,1.20,3.02,3.43,3.45,4.86,2.06,0.49,16.70,155.04,4.81
"1215","卜蜂",36.69,186.03,143.17,96.15,2.32,7.10,51.41,16.21,22.52,5.76,2.07,5.06,5.34,15.03,8.09,1.44,0.73,12.78,2.70,4.87
"1216","統一",27.71,415.20,211.07,169.40,13.77,10.56,34.56,11.22,32.53,3.80,0.85,25.49,35.66,7.93,58.97,28.23,5.87,43.53,136.35,5.69
"1217","愛之味",26.84,190.96,150.97,82.03,5.00,11.77,31.01,3.15,115.87,1.31,58.25,5.96,6.83,6.82,11.25,8.24,1.02,9.20,39.57,-2.60
"1218","泰山",30.45,164.43,157.75,109.00,364.77,5.81,62.82,6.34,57.57,2.33,1.01,5.14,5.89,3.64,7.33,3.94,0.58,29.15,60.68,8.13
"1219","福壽",27.96,194.00,175.78,117.51,5.27,7.46,48.93,7.06,51.70,3.40,1.36,4.49,5.18,6.93,7.51,2.71,0.59,39.03,129.30,9.25
"1220","台榮",22.94,181.97,163.25,94.29,2.76,4.81,75.88,5.10,71.57,2.04,0.87,2.98,2.75,3.78,3.71,2.40,0.34,53.57,88.28,10.29
"1225","福懋油",41.84,108.35,104.25,66.64,2.76,7.47,48.86,7.15,51.05,2.87,1.54,4.68,2.99,11.89,8.17,1.94,0.63,28.61,127.11,15.02
"1227","佳格",14.76,316.18,400.84,270.57,236786.03,8.24,44.30,5.68,64.26,5.94,1.71,23.34,27.71,55.69,54.39,13.66,4.31,114.49,153.48,17.55
"1229","聯華",11.97,330.24,216.02,139.51,19.64,4.74,77.00,2.34,155.98,0.50,0.14,10.21,11.33,-1.32,16.29,68.73,1.60,0.00,15.38,0.00
"1231","聯華食",48.15,128.56,147.18,63.70,3.98,7.20,50.69,4.17,87.53,2.13,1.21,8.97,13.13,35.57,28.89,5.68,2.34,3.21,93.88,-0.21
"1232","大統益",39.61,161.01,148.24,95.41,7.85,12.42,29.39,15.37,23.75,5.15,2.13,8.94,12.49,20.23,20.76,3.68,1.54,39.38,200.74,14.85
"1233","天仁",47.28,135.99,121.17,63.91,1.98,7.96,45.85,2.93,124.57,1.84,0.96,4.65,4.42,16.94,7.90,2.37,0.60,25.93,57.35,6.87
"1235","興泰",53.11,149.29,121.65,88.98,0.76,4.74,77.00,11.18,32.64,3.93,1.55,3.23,3.53,3.30,4.35,1.05,0.44,22.68,57.70,10.13
"1301","台塑",23.90,361.54,166.11,112.08,25.14,23.94,15.25,5.84,62.50,3.77,0.80,14.16,17.96,26.78,35.82,16.17,2.95,62.92,126.90,9.90
"1303","南亞",47.04,194.84,134.38,64.23,6.07,7.52,48.54,5.08,71.85,3.06,1.06,11.74,19.27,35.97,36.03,9.02,3.19,33.29,125.30,5.93
"1304","台聚",24.09,532.53,439.56,316.45,1732.25,14.17,25.76,10.10,36.14,2.94,0.49,7.47,9.04,5.72,13.97,13.49,1.21,87.38,115.14,6.24
"1305","華夏",43.85,172.83,102.30,77.11,3.57,5.31,68.74,8.06,45.29,2.54,0.87,5.97,7.75,10.58,13.85,4.89,1.06,15.08,62.95,4.01
"1307","三芳",42.16,114.60,117.64,65.89,3.21,4.81,75.88,5.12,71.29,1.81,1.01,5.55,8.98,8.67,10.59,5.26,1.18,14.74,77.78,5.15
"1308","亞聚",12.17,440.70,329.99,241.37,72888.00,17.84,20.46,8.17,44.68,3.53,0.76,12.32,13.81,24.95,31.94,16.15,2.47,121.15,132.01,5.48
"1309","台達化",24.62,214.53,158.39,50.81,16.86,8.14,44.84,4.19,87.11,2.02,0.74,8.33,10.23,11.30,19.04,10.02,1.49,32.77,39.95,4.07
"1310","台苯",18.53,240.22,355.34,259.40,32.73,13.36,27.32,9.96,36.65,2.63,0.93,27.11,32.67,48.20,48.69,24.50,4.41,140.60,179.38,15.44
"1312","國喬",11.93,325.31,432.14,247.79,3837.85,11.21,32.56,8.12,44.95,2.03,0.58,9.24,10.28,11.37,15.13,15.09,1.37,106.92,133.42,5.26
"1313","聯成",20.20,336.00,378.40,255.30,17.60,9.90,36.86,5.00,73.00,2.80,0.70,17.00,21.60,37.10,38.10,19.80,3.21,192.70,113.60,14.70
"1314","中石化",41.16,125.02,141.83,107.75,0.00,17.98,20.30,6.45,56.59,0.39,0.27,-12.02,-19.13,-8.72,-5.62,-45.75,-3.30,-59.78,46.00,-6.47
"1315","達新",22.86,197.47,182.34,107.26,24.36,4.81,75.88,4.35,83.91,1.93,0.81,17.41,22.78,8.75,37.76,20.67,3.58,20.91,50.63,4.89
