"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1213","大飲",17.57,282.32,329.53,288.30,30.47,4.11,88.80,14.49,25.18,3.23,0.94,0.75,0.87,0.97,1.28,0.76,0.12,45.21,174.74,5.30
"1215","卜蜂",50.09,270.55,152.95,83.52,-1.41,9.78,37.32,12.01,30.39,14.38,2.93,-1.19,-3.84,-2.41,-5.04,-0.69,-0.38,-8.47,61.93,-3.74
"1216","統一",44.53,428.66,113.03,68.74,6.93,9.37,38.95,11.29,32.32,2.77,0.55,3.92,6.26,-0.34,8.16,6.39,0.77,56.18,68.13,2.60
"1217","愛之味",54.28,269.11,74.30,43.78,1.30,6.58,55.47,3.45,105.79,2.43,0.53,2.02,1.46,5.29,1.46,1.26,0.15,3.64,28.86,1.72
"1218","泰山",54.75,232.69,141.47,95.29,1.53,5.16,70.73,6.81,53.59,2.17,0.71,1.20,0.97,-2.24,1.21,0.63,0.11,12.59,39.88,2.49
"1219","福壽",38.74,217.65,284.86,207.13,-0.71,7.29,50.06,7.22,50.55,3.21,1.05,-0.28,-1.01,-0.11,-1.49,-0.59,-0.12,21.42,280.72,2.64
"1220","台榮",31.87,178.73,154.20,108.23,-567.71,4.04,90.34,9.58,38.10,2.34,0.89,-3.42,-5.57,-8.67,-5.77,-4.38,-0.55,"NA",129.67,"NA"
"1225","福懋油",45.65,178.08,124.79,85.73,0.00,7.15,51.04,11.67,31.27,5.36,1.81,-3.86,-7.74,-2.33,-10.44,-2.63,-0.84,24.45,70.33,9.24
"1227","佳格",26.91,385.85,257.05,127.10,40.35,6.78,53.83,4.28,85.28,4.51,1.05,8.68,11.71,25.14,18.94,8.09,1.56,113.63,174.68,9.71
"1229","聯華",21.06,1237.05,137.92,83.08,11.87,4.78,76.35,3.23,113.00,2.12,0.15,5.95,7.12,0.52,10.58,36.68,1.08,41.48,42.84,1.63
"1231","聯華食",42.90,313.51,184.46,93.29,3.51,7.46,48.92,4.78,76.35,3.96,0.97,2.25,3.01,9.56,4.99,1.73,0.44,62.36,75.51,11.25
"1232","大統益",38.07,174.19,172.43,88.22,1063.00,18.48,19.75,12.37,29.50,5.94,2.57,6.47,10.26,16.51,16.70,2.31,1.40,120.11,120.95,12.71
"1233","天仁",32.23,129.43,150.66,90.83,9822.54,7.62,47.90,2.98,122.48,1.79,0.96,10.15,15.28,21.24,21.64,10.45,1.93,56.73,104.90,9.17
"1234","黑松",17.28,356.27,308.35,257.53,124.77,6.81,53.59,11.02,33.12,1.32,0.33,0.39,0.52,3.69,2.20,1.23,0.08,146.26,82.11,2.98
"1235","興泰",31.71,402.54,324.86,251.88,32.84,3.81,95.80,10.65,34.27,8.40,1.56,7.34,10.42,12.54,18.38,4.57,1.58,15.97,64.10,0.00
"1236","宏亞",41.41,145.50,120.80,87.78,31.44,5.65,64.60,6.27,58.21,2.12,0.90,7.49,13.11,23.66,23.52,8.38,1.74,87.40,116.65,19.12
"1301","台塑",37.57,274.17,196.60,137.41,24.73,18.19,20.06,7.05,51.77,1.84,0.56,18.76,29.88,39.93,75.40,29.81,7.13,90.13,109.13,7.92
"1303","南亞",42.68,325.54,181.15,108.96,19.00,6.89,52.97,5.70,64.03,2.15,0.53,15.56,26.55,33.11,64.74,26.23,6.23,63.51,108.74,5.17
"1304","台聚",33.25,1109.18,316.99,230.07,15.02,15.50,23.54,5.61,65.06,6.32,0.48,7.48,10.37,12.91,15.34,14.02,1.33,26.00,27.04,0.36
"1305","華夏",48.30,212.22,202.35,149.72,13.70,6.47,56.41,10.68,34.17,2.80,0.86,10.07,18.93,7.92,19.97,10.45,2.00,10.57,51.89,1.43
"1307","三芳",45.60,321.89,237.09,142.99,17.36,4.62,79.00,4.24,86.08,2.63,0.67,5.60,10.19,8.98,13.40,7.94,1.32,9.56,108.75,1.31
"1308","亞聚",19.09,948.15,295.18,188.56,593.95,21.68,16.83,6.62,55.13,8.56,0.78,10.26,12.92,25.96,25.08,12.74,2.08,57.10,116.89,4.95
"1309","台達化",51.64,311.41,269.29,181.14,8.10,8.23,44.34,8.76,41.66,4.67,1.07,2.90,4.81,5.34,7.14,2.13,0.67,-0.97,21.40,-0.15
"1310","台苯",31.41,619.97,143.74,98.39,26.70,13.35,27.34,18.66,19.56,11.17,1.36,4.97,9.18,19.55,15.26,4.48,1.23,52.00,251.11,7.50
"1312","國喬",60.71,201.25,96.67,62.63,589.09,9.27,39.37,14.96,24.39,2.61,0.99,8.26,20.18,17.07,14.99,7.22,1.56,49.23,345.84,8.44
"1313","聯成",27.50,627.00,324.80,196.10,22.60,8.30,43.97,5.70,64.03,3.10,0.40,6.60,8.70,10.20,14.10,14.60,1.18,135.50,220.40,5.10
"1314","中石化",66.94,122.11,131.29,77.27,2.55,7.81,46.73,10.68,34.17,0.83,0.50,2.54,4.61,6.12,6.22,2.96,0.41,29.98,55.39,2.65
"1315","達新",26.28,363.35,322.70,226.94,15.53,5.55,65.76,5.46,66.84,3.58,0.79,4.82,6.37,7.08,9.53,5.80,0.88,31.24,78.69,1.60
"1316","上曜",33.75,169.02,69.20,44.15,0.72,4.72,77.33,4.99,73.14,1.15,0.46,-0.27,-0.94,-1.70,-0.11,-1.33,-0.05,6.96,48.86,1.57
"1319","東陽",36.70,205.98,109.03,87.77,43.99,4.77,76.51,15.92,22.92,1.92,0.67,12.29,19.24,24.05,34.36,17.03,3.09,60.68,85.38,7.14
"1321","大洋",31.81,253.59,155.96,86.24,98.95,12.17,29.99,8.13,44.89,4.00,1.10,8.94,14.04,-5.72,22.73,8.28,1.94,5.93,75.18,-0.79
"1323","永裕",39.98,188.53,154.09,113.92,8.55,4.11,88.80,8.23,44.34,1.81,0.72,5.07,7.41,5.66,9.64,6.13,1.95,31.79,71.06,3.40
"1324","地球",25.30,348.52,282.79,218.61,163.07,7.24,50.41,6.31,57.84,4.13,0.91,2.33,3.14,3.93,3.22,2.56,0.40,2.65,100.05,-1.95
"1325","恆大",22.28,145.76,252.19,182.13,0.00,7.03,51.92,7.01,52.06,0.57,0.33,-3.64,-5.55,-6.97,-6.58,-13.32,-0.70,31.65,45.12,1.96
"1326","台化",36.80,261.25,198.56,117.86,23.09,13.56,26.91,5.99,60.93,2.07,0.67,20.97,33.43,56.14,88.67,28.20,8.46,112.74,116.04,9.37
"1402","遠東新",36.40,569.60,132.10,52.40,13.90,11.10,32.88,5.80,62.93,2.20,0.30,9.30,14.10,-2.90,24.30,24.20,2.43,32.00,57.10,0.70
"1409","新纖",44.85,214.58,123.32,63.55,2.45,7.76,47.03,6.53,55.89,2.42,0.78,2.83,3.82,-0.15,3.24,2.57,0.40,3.10,23.24,1.51
"1410","南染",16.32,210.87,512.32,453.51,10.08,4.78,76.35,11.39,32.04,0.92,0.41,-0.35,-0.47,2.46,0.46,-0.96,-0.05,146.53,105.75,4.07
"1413","宏洲",47.04,94.95,110.92,31.26,1.48,18.95,19.26,4.76,76.68,1.77,1.09,-0.57,-2.15,-0.88,0.53,-0.99,-0.17,0.00,88.67,0.00
"1414","東和",71.95,72.03,41.29,17.42,-0.58,9.85,37.05,6.69,54.55,0.97,0.67,-0.70,-6.54,-2.80,-5.18,-2.83,-0.52,5.82,67.60,2.05
"1416","廣豐",36.63,321.93,52.30,35.85,-1.00,5.38,67.84,4.70,77.65,1.63,0.31,-0.56,-1.47,-1.17,-1.31,-2.88,-0.15,6.28,101.47,2.89
"1417","嘉裕",28.42,371.51,140.49,102.20,-1757.06,8.46,43.14,2.68,136.19,1.66,0.32,-4.46,-6.64,-3.50,-7.57,-15.70,-0.77,33.01,82.06,9.13
"1418","東華",47.01,116.50,144.12,81.08,-1.34,10.64,34.30,4.19,87.11,1.36,0.64,-0.75,-2.14,0.75,-2.08,-1.78,-0.21,15.21,4.46,2.05
"1419","新紡",45.88,152.44,58.81,49.33,3.98,3.81,95.80,2.62,139.31,0.25,0.11,1.69,2.73,-1.48,3.02,13.21,0.35,"*****",7.53,"*****"
"1423","利華",26.96,255.10,448.16,75.49,-7.67,32.05,11.38,1.77,206.21,2.51,0.83,-1.31,-2.03,-3.64,-2.65,-1.82,-0.26,79.76,48.44,6.61
"1432","大魯閣",83.01,82.42,56.88,6.11,-3.03,6.21,58.77,0.83,439.75,1.02,2.28,-7.69,-47.43,-6.01,-24.04,-33.76,-2.59,2.17,152.61,2.15
"1434","福懋",40.48,367.02,168.84,105.10,8.19,11.12,32.82,4.28,85.28,3.09,0.65,6.34,9.73,6.12,12.42,8.72,1.30,41.15,118.16,5.36
"1435","中福",40.03,233.77,74.57,51.14,-6.98,3.51,103.98,6.59,55.38,0.42,0.14,-5.27,-9.46,-2.70,-7.11,-42.82,-0.90,1.49,101.81,0.42
"1436","華友聯",2.08,37029.39,4313.29,1618.93,-647.55,32.95,11.07,0.47,776.59,72.90,0.19,-2.33,-2.41,0.14,-2.79,-12.32,-0.29,927.63,91.53,16.25
"1437","勤益控",44.01,363.62,118.00,98.00,5.60,3.36,108.63,0.96,380.20,1.47,0.30,3.94,5.69,-3.00,10.12,11.00,0.99,18.00,14.00,5.00
"1438","裕豐",74.00,479.00,37.00,14.00,-277.00,4.16,87.74,2.16,168.98,1.00,0.00,-8.00,-45.00,-2.00,-12.00,-84.00,-1.28,-15.00,-136.00,-16.00
"1439","中和",45.93,228.06,189.38,134.73,6.35,27.50,13.27,4.93,74.03,1.27,0.46,1.55,2.29,0.49,4.31,2.60,0.29,4.05,120.77,0.00
"1440","南紡",32.82,200.87,362.52,57.23,43.96,16.99,21.48,6.36,57.38,1.56,0.53,2.93,4.47,1.40,6.67,5.52,0.56,61.92,115.24,1.46
"1441","大東",76.10,84.46,72.01,38.70,-0.24,6.59,55.38,2.97,122.89,1.55,0.62,-0.57,-8.08,1.31,-5.55,-3.32,-0.49,8.35,582.34,3.15
"1442","名軒",24.14,1641.33,902.00,143.33,2.75,5.33,68.48,0.22,1659.09,3.10,0.20,1.50,1.53,1.88,0.67,5.21,0.09,-191.73,939.54,-15.49
"1443","立益",46.48,159.39,89.22,34.22,0.00,5.06,72.13,2.96,123.31,0.55,0.20,-4.77,-9.50,-0.26,-8.06,-25.77,-0.86,0.57,3.69,0.00
"1444","力麗",35.16,164.56,128.08,31.35,2.09,10.38,35.16,6.17,59.15,1.37,0.69,-1.41,-2.79,0.83,0.99,-2.65,-0.29,-21.81,48.42,-3.72
"1445","大宇",28.28,160.35,383.36,214.40,0.00,8.97,40.69,4.67,78.15,1.82,0.93,-3.30,-5.94,1.57,-5.89,-4.63,-0.68,76.73,536.94,5.70
"1446","宏和",32.43,223.44,133.41,65.85,1.44,11.25,32.44,7.86,46.43,1.97,0.73,0.60,0.25,2.40,0.45,0.23,0.03,30.03,346.65,3.40
"1447","力鵬",39.66,148.45,130.40,62.19,6.80,11.53,31.65,6.76,53.99,1.62,0.85,4.09,6.02,9.27,8.02,4.22,0.73,28.17,47.61,5.60
"1449","佳和",55.38,230.22,174.00,80.00,-4.00,10.67,34.20,3.07,118.89,1.75,0.59,-7.99,-20.23,2.00,-12.18,-16.29,-1.62,3.54,27.04,0.53
"1451","年興",12.35,1082.49,162.98,96.58,96.50,11.33,32.21,5.05,72.27,5.76,0.47,12.91,14.66,13.70,28.74,27.62,2.54,108.61,87.78,0.77
"1452","宏益",8.72,298.18,798.56,615.84,4.16,9.28,39.33,12.66,28.83,3.02,0.92,-0.61,-0.73,3.21,0.32,-0.72,-0.08,68.64,82.39,2.41
"1453","大將",48.34,446.13,92.61,54.10,-7.08,5.12,71.28,4.19,87.11,4.14,0.56,-7.03,-14.56,-3.00,-11.56,-14.51,-1.38,-12.16,46.44,-6.54
"1454","台富",31.69,149.15,161.22,89.57,-102.05,9.28,39.33,5.76,63.36,2.27,1.09,-0.51,-1.11,3.52,-1.05,-0.71,-0.13,38.68,375.73,6.16
"1455","集盛",33.65,127.03,110.96,44.12,33.83,8.35,43.71,5.32,68.60,1.82,1.01,6.25,8.78,12.85,12.60,6.02,1.14,23.72,92.59,5.69
"1456","怡華",72.19,108.09,72.41,38.39,0.00,5.37,67.97,3.48,104.88,1.19,0.54,-2.82,-18.25,-0.09,-0.13,-8.71,-0.13,5.94,113.36,2.04
"1457","宜進",46.33,189.00,69.03,31.36,-579.00,7.58,48.15,9.71,37.59,2.00,0.71,-7.20,-15.13,5.07,-14.16,-12.46,-1.52,27.11,168.60,10.83
"1459","聯發",29.86,143.09,263.08,111.82,8.02,16.79,21.73,4.92,74.18,0.84,0.53,4.99,6.47,3.43,7.12,8.31,0.83,59.40,53.89,2.71
"1460","宏遠",33.28,218.99,176.49,45.83,6.95,13.10,27.86,3.00,121.66,2.43,0.90,2.80,3.77,2.90,4.40,2.93,0.46,24.20,73.79,3.58
"1463","強盛",10.17,336.93,413.11,354.68,338.50,5.30,68.86,9.79,37.28,1.40,0.38,6.00,6.76,1.40,7.23,15.43,0.82,114.92,257.77,4.19
"1464","得力",28.37,201.10,178.46,71.60,12.72,13.35,27.34,4.79,76.20,2.18,0.86,3.48,4.51,0.55,4.75,3.84,0.48,35.38,358.87,2.88
"1465","偉全",22.89,324.17,247.90,158.13,5.79,7.79,46.85,3.97,91.93,2.91,0.69,1.25,1.37,0.00,2.30,1.54,0.23,0.00,60.56,0.00
"1466","聚隆",74.65,83.66,64.26,21.13,2.80,13.66,26.72,6.33,57.66,2.09,1.22,4.76,14.13,25.37,11.93,2.74,1.10,15.15,185.94,4.53
"1467","南緯",47.52,379.97,130.49,92.04,9.03,6.30,57.93,9.80,37.24,4.04,0.83,5.01,8.43,13.50,13.28,5.44,0.97,55.03,150.54,7.91
"1468","昶和",30.40,173.60,161.50,63.10,-7.20,9.50,38.42,1.40,260.71,1.00,0.40,-2.40,-3.80,-1.70,-4.40,-6.40,-0.45,1.00,98.90,0.30
"1470","大統新創",14.96,168.27,281.55,188.44,"*****",3.72,98.11,6.43,56.76,1.56,0.79,-4.21,-5.37,-5.20,-4.90,-5.95,-0.50,86.68,184.96,5.92
"1471","首利",40.36,456.43,181.83,151.36,334.87,5.88,62.07,27.18,13.42,17.77,1.67,5.48,8.54,19.54,13.34,3.28,1.01,24.78,57.42,16.50
"1472","三洋紡",14.07,186.62,236.36,82.73,0.00,6.85,53.28,3.89,93.83,1.56,0.72,-3.22,-3.75,-6.21,-6.15,-4.59,-0.62,23.27,154.46,2.65
"1473","台南",33.43,597.60,286.07,137.08,43.43,10.59,34.46,6.97,52.36,7.03,1.01,13.56,19.00,7.32,47.87,13.15,4.48,2.49,51.26,0.00
"1474","弘裕",45.70,231.19,215.99,125.53,1302.41,4.14,88.16,5.07,71.99,4.42,1.31,6.66,11.56,18.84,18.57,4.60,1.43,30.25,27.43,7.72
"1475","本盟",63.80,67.47,56.47,22.29,0.00,4.54,80.39,1.65,221.21,1.00,0.58,-25.54,-64.51,-26.76,-40.59,-53.61,-6.91,3.11,42.21,2.02
"1476","儒鴻",51.61,210.94,140.69,81.75,24.96,8.65,42.19,7.68,47.52,6.62,1.78,8.26,15.25,39.38,30.37,3.98,2.25,5.17,96.06,0.00
"1477","聚陽",47.00,4637.11,330.80,229.06,24.00,13.00,28.07,8.76,41.66,143.36,2.34,17.63,31.62,66.99,59.68,6.80,5.05,83.58,76.80,12.62
"1503","士電",44.20,228.30,149.20,98.70,11.60,3.60,101.38,4.70,77.65,2.60,0.70,3.60,5.80,10.60,12.50,4.50,1.08,7.40,117.80,0.50
"1504","東元",44.82,876.25,128.15,76.24,-95.38,4.11,88.80,5.54,65.88,6.24,0.46,-0.30,-1.27,4.25,-3.04,-1.52,-0.21,19.89,23.17,3.36
"1506","正道",61.12,232.97,68.07,42.28,1.22,5.16,70.73,2.65,137.73,1.48,0.30,1.96,2.31,5.97,0.79,2.95,0.23,9.29,158.81,3.79
"1507","永大",24.83,400.21,255.67,174.75,25.51,3.91,93.35,2.75,132.72,1.45,0.32,5.17,6.59,2.35,10.21,15.93,1.20,30.96,49.22,0.83
"1512","瑞利",50.95,134.43,150.07,86.04,663.76,5.34,68.35,5.52,66.12,2.05,0.93,4.86,8.24,8.89,12.89,4.26,0.98,2.54,106.21,-0.49
"1513","中興電",46.82,260.29,160.07,76.45,115.25,7.48,48.79,2.61,139.84,3.18,0.74,8.01,14.78,20.98,22.72,10.42,2.09,34.66,404.81,9.43
"1514","亞力",45.74,280.50,162.46,119.84,2.22,1.88,194.14,4.52,80.75,3.62,0.74,1.31,1.97,0.85,0.74,1.44,0.23,0.00,99.66,0.00
"1515","力山",55.91,196.75,115.11,96.42,4.00,6.12,59.64,13.22,27.60,3.00,0.84,3.41,5.44,17.58,8.37,2.93,0.71,32.76,161.02,17.23
"1516","川飛",30.87,378.70,73.90,62.56,0.00,4.15,87.95,12.74,28.64,1.50,0.28,-15.18,-23.54,-3.48,-22.14,-68.32,-2.22,18.95,773.94,6.10
"1517","利奇",20.06,448.92,337.50,278.84,383.08,3.13,116.61,5.97,61.13,3.12,0.57,4.97,6.14,6.24,7.90,8.56,0.66,27.58,158.32,5.03
"1519","華城",52.22,139.90,114.40,67.11,0.00,1.71,213.45,2.39,152.71,1.35,0.50,-3.33,-6.94,-8.83,-8.59,-5.11,-0.73,0.00,82.62,0.00
"1521","大億",52.50,133.75,119.36,82.57,44.65,5.33,68.48,8.76,41.66,3.72,1.41,11.57,23.75,38.90,40.79,7.71,4.00,24.92,87.98,5.55
"1522","堤維西",63.33,147.01,108.01,87.27,7.42,3.26,111.96,8.73,41.80,1.31,0.60,4.89,11.10,32.55,21.24,6.73,2.08,25.07,62.70,5.22
"1524","耿鼎",55.05,102.10,94.46,54.02,19.73,4.50,81.11,4.00,91.25,1.10,0.65,6.41,13.32,24.95,20.36,8.45,1.78,20.09,49.28,7.49
"1525","江申",32.24,246.44,211.75,159.96,775.86,6.14,59.44,8.43,43.29,2.79,0.84,9.97,14.65,27.57,39.45,11.25,3.45,53.05,136.95,10.29
"1526","日馳",51.01,120.33,107.95,45.04,"NA",2.41,151.45,2.41,151.45,0.83,0.45,-5.59,-14.41,-6.97,-12.16,-16.47,-1.12,16.83,16.29,6.40
"1527","鑽全",39.62,187.19,130.64,104.16,106.16,6.73,54.23,5.01,72.85,2.17,0.78,20.18,30.63,77.81,74.06,25.57,5.75,47.50,102.00,15.10
"1528","恩德",57.00,344.00,162.00,104.00,3.00,2.79,130.82,4.67,78.15,7.00,1.00,3.00,4.00,11.00,8.00,2.00,0.57,22.00,46.00,13.00
"1529","樂士",61.84,355.34,151.94,75.66,19.15,3.87,94.31,2.69,135.68,3.97,0.66,0.41,-0.41,-1.31,-1.87,-0.24,-0.04,0.00,0.00,0.00
"1530","亞崴",54.55,262.58,133.69,72.80,93.48,3.62,100.82,3.29,110.94,7.36,1.33,16.74,33.17,56.73,63.14,12.50,5.03,9.68,20.46,2.83
"1531","高林股",28.08,755.20,272.54,170.28,1443.49,3.44,106.10,2.98,122.48,8.15,0.80,9.83,13.93,25.29,35.75,12.32,2.72,41.51,83.93,3.79
"1532","勤美",50.78,1053.76,123.00,38.42,19.88,8.24,44.29,3.58,101.95,20.63,1.02,12.76,23.61,44.18,53.63,9.35,4.75,"NA","NA","NA"
"1533","車王電",54.08,383.00,219.16,155.63,1.39,8.11,45.00,2.45,148.97,2.67,0.49,1.90,1.34,23.56,2.42,1.25,0.23,17.47,94.18,1.84
"1535","中宇",68.61,1090.45,130.87,112.00,3.79,10.05,36.31,0.65,561.53,16.55,0.48,2.38,6.24,6.66,9.17,4.03,0.72,29.50,14.39,60.58
"1536","和大",66.22,147.62,119.34,99.57,6.49,2.68,136.19,6.55,55.72,1.98,0.77,5.95,13.41,40.05,19.11,6.72,1.64,40.65,57.98,15.59
"1537","廣隆",28.14,353.73,195.62,112.88,14.15,5.40,67.59,4.68,77.99,4.16,0.84,1.68,2.25,-0.39,3.64,1.89,0.38,"*****",77.63,"*****"
"1538","正峰新",56.60,260.28,104.99,93.80,7.68,4.86,75.10,18.55,19.67,11.20,1.75,3.77,7.29,20.62,10.43,1.94,1.07,4.28,104.76,0.00
"1539","巨庭",52.00,127.00,102.00,56.00,3.00,4.71,77.49,5.10,71.56,2.58,0.97,1.06,1.46,11.00,4.00,0.74,0.21,-9.88,-1.67,-11.62
"1540","喬福",38.74,230.45,289.56,115.89,21.48,3.99,91.47,1.87,195.18,2.50,0.93,8.19,12.21,19.71,19.00,8.42,1.63,0.42,118.29,0.00
"1541","錩泰",61.92,276.16,202.38,164.10,1.84,4.58,79.69,8.32,43.87,5.13,1.17,0.92,1.18,9.86,1.47,0.41,0.15,-0.99,89.47,-6.72
"1560","中砂",49.69,137.81,127.10,65.17,24.61,4.44,82.20,2.80,130.35,1.15,0.61,11.56,23.28,57.83,56.13,18.24,5.35,61.28,100.77,13.80
"1582","信錦",41.96,680.99,247.81,226.65,17.57,4.94,73.88,19.85,18.38,16.36,1.39,12.10,25.48,28.70,25.38,6.37,7.49,37.40,0.00,16.75
"1603","華電",66.15,75.04,95.53,58.95,0.00,2.35,155.31,3.28,111.28,0.84,0.39,-3.51,-12.64,-0.09,-0.90,-11.86,-1.24,19.17,202.92,15.94
"1604","聲寶",42.40,436.73,190.40,97.48,0.00,3.49,104.58,4.05,90.12,4.54,0.72,-3.54,-6.74,-4.07,-7.74,-5.96,-0.79,11.87,46.08,0.00
"1605","華新",17.06,432.25,314.32,208.99,2863.65,18.73,19.48,7.37,49.52,2.37,0.52,11.37,14.37,11.87,25.49,21.29,2.63,78.30,56.90,5.03
"1608","華榮",27.96,265.35,260.69,157.96,5189.43,12.70,28.74,6.27,58.21,2.35,0.74,3.24,4.34,4.91,5.91,4.26,0.54,27.20,31.74,0.13
"1609","大亞",42.25,237.11,136.83,58.87,975.38,6.66,54.80,4.85,75.25,2.19,0.65,5.92,9.20,7.32,12.27,8.27,1.27,-2.16,80.86,-1.45
"1611","中電",20.21,246.20,365.49,296.38,117579.71,3.46,105.49,4.78,76.35,1.65,0.53,2.92,3.65,4.13,6.15,5.54,0.48,37.57,92.33,-1.41
"1612","宏泰",22.02,252.13,230.09,143.06,31.03,6.33,57.66,5.20,70.19,2.74,0.90,5.18,6.40,11.76,10.70,5.61,0.82,48.56,98.40,6.58
"1614","三洋電",29.45,618.77,309.83,244.54,382.74,6.10,59.83,10.43,34.99,9.46,1.17,7.29,10.20,15.50,20.32,6.22,1.74,22.67,96.93,0.00
"1615","大山",48.10,163.91,140.52,64.50,7.55,9.74,37.47,5.34,68.35,2.70,1.14,6.14,11.11,30.13,19.35,4.81,1.34,54.98,50.66,12.58
"1616","億泰",41.00,314.00,230.00,134.00,10.00,4.96,73.58,5.93,61.55,3.89,1.01,4.00,6.00,12.00,12.00,4.00,0.91,0.00,13.00,0.00
"1617","榮星",51.79,324.29,154.15,132.57,8.00,4.21,86.69,22.23,16.41,7.47,1.46,2.60,4.53,16.51,8.77,1.48,0.64,"NA",32.14,"NA"
"1618","合機",42.77,130.07,113.64,43.87,623.10,7.83,46.61,2.91,125.42,1.22,0.64,5.99,9.62,21.17,18.87,7.93,1.52,20.94,20.52,7.74
"1701","中化",27.92,170.67,145.50,125.35,18.26,2.05,178.04,5.05,72.27,0.99,0.44,13.66,20.15,7.59,28.91,31.33,3.01,59.16,170.20,11.10
"1702","南僑",54.00,218.00,73.00,46.00,3.00,4.72,77.33,4.75,76.84,0.83,0.28,3.00,6.00,-4.00,5.00,9.00,0.56,"NA",54.00,"NA"
"1707","葡萄王",25.27,279.97,712.46,576.29,29.24,3.84,95.05,2.26,161.50,1.71,0.49,4.05,5.31,6.25,6.97,8.07,0.62,46.54,92.19,1.88
"1708","東鹼",20.00,220.00,169.00,107.00,19.00,5.29,68.99,5.57,65.52,0.95,0.40,3.00,3.00,3.00,4.00,6.00,0.40,68.00,100.00,4.00
"1709","和益",23.45,223.03,310.32,112.44,560.78,7.97,45.79,3.93,92.87,3.28,1.13,2.07,2.60,5.41,4.01,1.77,0.34,29.96,49.41,2.48
"1710","東聯",13.85,319.73,210.26,157.69,42258.53,17.99,20.28,10.68,34.17,3.27,0.96,22.56,27.14,50.18,52.08,23.41,4.10,248.57,208.69,15.52
"1711","永光",20.00,173.00,215.00,99.00,11.00,4.41,82.76,2.63,138.78,1.38,0.67,6.00,7.00,8.00,9.00,8.00,0.92,51.00,132.00,5.00
"1712","興農",38.90,225.10,132.10,68.50,7.90,8.60,42.44,6.60,55.30,4.10,1.20,4.10,5.90,2.90,7.80,2.90,0.71,18.60,71.40,4.30
"1713","國化",12.31,300.42,1871.77,1627.14,462.43,5.03,72.56,3.91,93.35,0.95,0.38,5.69,6.48,5.72,11.13,15.12,0.86,97.19,171.77,1.80
