"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",26.60,144.20,102.74,75.88,118.73,17.42,20.95,13.06,27.95,1.34,0.72,13.63,17.57,36.89,40.92,17.12,3.25,75.36,83.66,8.56
"1102","亞泥",38.72,320.27,93.45,67.19,7.65,7.37,49.53,8.49,42.99,1.66,0.43,13.21,19.18,32.32,41.72,27.83,3.64,86.93,92.26,6.17
"1103","嘉泥",37.35,308.36,133.75,117.67,635.48,7.29,50.07,7.14,51.12,1.79,0.41,8.21,11.12,26.63,23.94,16.66,1.87,30.43,70.48,5.23
"1104","環泥",14.58,223.24,150.81,90.19,99.27,8.78,41.57,11.61,31.44,1.78,0.69,22.24,27.35,40.80,52.03,31.22,4.26,163.66,72.94,10.13
"1108","幸福",40.96,137.76,80.40,59.66,7.29,5.46,66.85,8.92,40.92,1.19,0.56,12.69,18.87,29.25,32.55,18.96,3.08,36.28,82.10,8.38
"1109","信大",14.89,205.97,277.27,251.85,96196.04,5.25,69.52,7.36,49.59,1.15,0.48,15.24,18.04,29.95,34.42,30.07,2.62,118.34,246.07,13.84
"1110","東泥",28.32,499.88,260.84,228.53,2706.00,6.87,53.13,8.77,41.62,3.36,0.57,11.69,15.21,30.54,34.32,18.00,2.23,108.84,142.75,12.32
"1201","味全",42.42,158.42,123.33,62.07,1.86,8.72,41.85,6.09,59.93,2.10,1.03,3.21,2.70,9.20,4.90,1.49,0.41,25.57,60.39,5.37
"1203","味王",33.22,161.99,106.10,55.05,4.98,10.17,35.89,6.48,56.33,2.82,1.22,6.88,8.83,19.08,15.12,4.83,1.26,49.75,108.02,8.07
"1210","大成",33.62,214.90,117.46,72.13,409.94,7.87,46.38,7.10,51.41,3.47,1.09,4.03,4.68,2.97,6.78,2.79,0.61,3.43,31.93,1.29
"1213","大飲",37.43,229.83,122.19,95.26,407.24,9.88,36.94,9.75,37.43,4.07,1.11,5.27,7.21,6.04,9.33,3.93,0.93,15.76,116.35,7.72
"1215","卜蜂",42.82,138.66,104.65,54.24,3.71,7.24,50.41,13.67,26.70,4.27,1.76,4.08,5.14,6.62,8.52,1.63,0.71,-12.69,-9.92,-7.37
"1216","統一",44.14,280.79,77.84,46.84,5.77,10.76,33.92,10.59,34.47,3.63,0.99,10.93,18.74,19.63,30.24,9.38,2.71,33.57,145.66,8.13
"1217","愛之味",24.57,138.60,132.15,83.40,23.00,9.28,39.33,3.20,114.06,0.99,0.56,4.55,5.53,11.07,11.35,7.46,0.91,39.95,32.02,6.06
"1218","泰山",28.74,165.36,173.39,119.36,3.27,7.22,50.55,6.44,56.68,2.23,1.01,3.93,4.16,8.70,6.60,2.58,0.58,20.96,60.50,5.48
"1219","福壽",37.61,143.83,125.37,72.62,1.30,8.80,41.48,6.15,59.35,2.84,1.26,1.83,0.78,1.17,1.00,0.39,0.09,25.68,70.91,9.55
"1220","台榮",30.61,149.33,127.43,78.14,2.99,5.09,71.70,6.12,59.64,2.08,1.01,4.14,4.26,4.46,5.92,2.87,0.54,40.25,59.46,10.71
"1225","福懋油",56.38,104.92,100.09,53.27,2.02,7.65,47.71,6.77,53.91,2.35,1.39,5.14,6.34,16.67,8.83,1.92,0.67,30.24,166.23,14.49
"1227","佳格",25.16,165.58,186.53,98.97,19.49,10.44,34.96,6.25,58.40,4.88,2.10,25.94,36.92,84.14,85.55,13.79,5.83,100.85,88.27,29.07
"1229","聯華",13.48,300.75,214.22,163.13,71.60,6.10,59.84,3.30,110.60,0.45,0.14,3.06,3.59,-3.02,5.45,22.55,0.53,19.57,63.03,-0.38
"1231","聯華食",49.58,141.02,191.57,110.84,476.18,6.66,54.80,4.96,73.59,2.29,1.30,11.65,19.16,101.53,78.58,7.09,4.89,20.53,59.58,5.53
"1301","台塑",25.10,302.60,144.68,81.63,14.56,17.67,20.66,4.07,89.68,3.55,0.88,11.81,15.29,21.84,27.68,13.86,2.43,62.75,88.78,9.49
"1303","南亞",46.04,152.50,97.81,53.60,5.74,7.06,51.70,5.20,70.19,3.30,1.17,11.39,18.03,36.07,32.44,7.84,2.53,37.62,116.71,12.00
"1304","台聚",13.04,382.91,553.13,413.09,778.31,16.80,21.73,9.55,38.22,2.04,0.49,3.57,3.67,2.09,6.65,6.58,0.52,82.21,58.91,1.85
"1305","華夏",45.15,176.91,137.32,114.34,4.85,5.43,67.22,8.99,40.60,2.19,0.81,5.34,7.94,16.68,13.37,5.25,1.06,34.31,84.34,10.28
"1307","三芳",37.14,129.21,133.62,80.97,7.18,4.98,73.29,4.81,75.88,2.36,1.13,6.99,10.04,15.66,17.22,5.38,1.36,36.82,281.53,13.09
"1308","亞聚",10.53,297.49,289.69,221.76,225.00,19.25,18.96,10.55,34.60,2.32,0.74,8.40,9.40,14.57,21.84,11.24,1.71,122.33,135.35,0.68
"1309","台達化",24.10,193.23,193.02,63.56,7.23,8.83,41.34,4.93,74.04,1.55,0.68,2.19,2.36,3.11,3.90,2.82,0.34,-9.93,27.53,-2.34
"1310","台苯",22.53,163.10,404.41,251.41,-5.36,10.15,35.96,6.90,52.90,1.03,0.58,-5.63,-8.87,-7.29,-10.51,-12.38,-1.05,34.31,86.36,1.81
"1312","國喬",11.95,331.96,306.39,258.78,999.77,11.23,32.50,10.11,36.10,2.06,0.55,1.53,1.55,0.98,2.28,2.50,0.17,55.24,34.56,4.16
"1313","聯成",32.90,252.50,273.30,84.90,0.40,9.40,38.83,3.90,93.59,1.50,0.60,0.30,-1.50,-0.60,-2.30,-1.90,-0.21,-44.80,55.20,-4.90
"1314","中石化",21.62,174.37,387.80,308.77,-2943.77,0.20,1825.00,0.06,6083.33,0.96,0.48,-1.47,-1.91,-6.64,-2.62,-3.19,-0.26,30.73,-842.02,0.90
"1315","達新",39.90,129.27,119.19,76.10,11.75,5.59,65.30,4.46,81.84,1.85,0.86,5.87,8.08,9.93,12.47,8.93,2.35,22.89,63.43,15.52
"1316","上曜",24.50,194.25,213.87,161.09,134.20,5.92,61.66,9.47,38.54,3.69,1.60,22.86,30.19,41.78,47.12,14.22,3.95,57.37,92.33,15.66
"1319","東陽",56.37,106.20,87.92,61.43,404.28,5.21,70.06,9.00,40.56,1.95,1.10,9.86,19.27,39.89,34.63,6.83,2.46,31.60,75.69,14.52
"1326","台化",32.68,165.88,112.20,33.82,17.99,14.50,25.17,2.57,142.02,1.31,0.55,9.06,12.54,13.63,24.59,14.84,2.10,31.79,87.16,3.18
"1402","遠東新",57.60,229.30,88.70,41.70,2.30,13.40,27.24,4.20,86.90,1.20,0.40,6.90,9.10,9.30,15.10,9.50,1.51,35.00,38.10,3.60
"1409","新纖",48.78,118.43,71.43,41.06,1.84,14.93,24.45,5.95,61.34,1.03,0.65,4.42,3.94,16.01,6.03,3.09,0.48,37.67,0.00,9.17
"1410","南染",13.39,167.81,437.07,405.34,0.00,5.83,62.61,11.43,31.93,1.00,0.54,9.53,11.18,15.47,18.45,17.16,1.57,157.27,141.07,11.28
"1413","宏洲",22.68,121.00,187.00,105.00,11.68,8.46,43.14,6.64,54.97,1.26,0.89,8.38,11.27,19.92,20.47,9.27,1.62,277.40,61.51,28.22
"1414","東和",56.63,85.80,53.23,27.17,-1.48,9.60,38.02,4.22,86.49,0.45,0.36,-2.85,-10.30,-6.22,-10.14,-13.36,-1.19,-5.91,13.75,-1.88
"1416","廣豐",26.83,180.03,205.68,148.20,-11.10,12.22,29.86,4.06,89.90,0.49,0.24,-0.02,-0.03,-6.46,-4.92,-8.85,-0.49,0.98,187.34,0.11
"1417","嘉裕",24.92,204.86,205.95,93.42,12.03,18.34,19.90,1.94,188.14,1.81,0.66,5.96,6.89,5.40,9.78,7.53,0.79,38.85,29.85,10.44
"1418","東華",12.78,275.49,491.15,406.15,3560.82,7.37,49.53,3.74,97.59,1.92,0.66,10.14,11.41,16.39,18.72,14.90,1.48,92.07,298.23,4.78
"1419","新紡",61.26,254.92,98.51,48.51,-3.76,3.51,104.00,3.06,119.28,0.86,0.16,-6.44,-17.56,-6.33,-24.05,-47.22,-2.41,-8.93,4.26,-6.86
"1423","利華",31.73,181.02,244.55,141.61,11.13,24.34,14.99,2.89,126.30,2.26,0.97,6.58,10.09,11.88,14.12,6.75,1.30,54.55,49.67,11.83
"1432","大魯閣",32.31,125.95,88.41,36.31,59.84,10.39,35.13,3.66,99.73,1.24,0.69,-0.50,-2.73,-0.80,-1.29,-2.82,-0.33,-3.27,32.39,-0.91
"1434","福懋",29.78,140.09,219.65,118.95,859.65,6.93,52.67,4.09,89.24,1.24,0.75,8.85,11.30,23.25,19.19,10.38,1.44,92.97,88.59,6.64
"1435","中福",18.61,155.11,190.99,72.51,-21.59,5.93,61.55,3.07,118.89,0.62,0.37,-5.65,-7.17,-5.17,-7.63,-16.14,-0.76,12.28,21.70,1.12
"1436","華友聯",33.57,166.18,199.72,63.69,-2.04,5.71,63.92,2.69,135.69,0.55,0.27,-3.32,-8.04,-6.16,-11.90,-20.89,-1.19,7.88,-33.10,1.43
"1437","勤益控",16.55,264.59,936.41,386.66,11.32,4.90,74.49,0.89,410.11,0.83,0.29,2.46,2.74,3.59,7.04,7.87,0.54,140.55,32.17,3.20
"1438","裕豐",18.68,174.57,467.86,355.66,-2481.72,9.64,37.86,4.11,88.81,0.75,0.39,-6.98,-8.74,-13.20,-11.69,-19.18,-1.17,-31.58,97.70,-2.06
"1439","中和",48.31,203.25,123.66,82.33,5.99,15.92,22.93,4.98,73.29,2.05,0.71,9.90,18.14,22.67,30.58,12.20,3.02,67.34,121.96,20.39
"1440","南紡",28.34,126.66,191.72,74.91,26.27,8.69,42.00,5.17,70.60,0.52,0.37,5.18,7.02,7.93,12.34,13.47,1.09,44.42,90.28,3.07
"1441","大東",60.40,216.13,127.14,110.90,-6.00,4.00,91.25,3.02,120.86,1.00,0.23,-1.11,-8.85,-11.09,-11.92,-15.88,-1.19,7.35,81.28,5.16
"1442","名軒",55.53,98.32,78.69,58.51,-271.34,3.91,93.35,6.24,58.49,1.20,0.53,-9.17,-27.41,-23.99,-26.40,-23.82,-2.82,-12.41,-3.16,-9.23
"1443","立益",30.30,97.54,143.34,86.77,0.00,5.18,70.46,4.50,81.11,0.99,0.44,-2.12,-4.30,-5.10,-6.82,-6.80,-0.65,19.55,65.55,2.76
"1444","力麗",18.25,175.86,276.18,203.22,7.42,11.46,31.85,10.82,33.73,2.98,1.34,8.45,10.51,15.55,17.54,4.88,1.83,120.49,54.48,18.00
"1445","大宇",17.41,144.77,228.57,114.22,9232.00,11.44,31.90,4.98,73.29,2.00,1.14,7.72,9.58,17.47,16.92,5.81,1.54,52.05,34.26,9.21
"1446","宏和",48.76,133.54,119.88,23.85,2.23,10.93,33.39,2.35,155.32,2.46,1.08,6.43,7.87,23.45,12.73,3.37,1.20,-5.40,9.18,-3.12
"1447","力鵬",18.31,223.31,378.86,286.37,10.39,12.14,30.07,5.12,71.29,2.05,1.36,7.94,9.43,15.00,16.34,7.20,1.61,36.92,56.66,5.83
"1449","佳和",30.24,131.51,122.26,45.65,13.43,21.39,17.06,3.35,108.96,1.40,0.76,10.76,14.40,24.90,24.00,11.24,2.20,34.05,50.40,8.42
"1451","年興",32.01,123.83,158.45,93.26,9.12,7.56,48.28,4.66,78.33,1.52,0.99,15.85,23.36,42.87,40.05,14.32,3.15,112.76,86.99,24.79
"1452","宏益",31.78,187.52,192.35,164.77,25.92,6.33,57.67,23.74,15.36,5.66,2.02,10.66,13.76,21.86,23.88,4.95,1.97,76.65,71.52,19.50
