"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",48.31,178.19,70.10,55.59,4.56,5.23,69.78,18.22,20.03,0.52,0.25,2.79,3.64,3.56,8.40,7.22,0.60,68.17,40.66,6.05
"1102","亞泥",32.91,1920.64,163.88,136.73,8.86,2.98,122.48,5.43,67.21,3.67,0.16,6.33,8.85,5.04,17.00,34.70,1.63,20.65,143.10,0.17
"1103","嘉泥",34.86,3094.78,110.26,103.35,494.77,5.85,62.39,10.75,33.95,5.39,0.15,5.09,7.28,1.34,13.20,30.44,1.36,5.80,38.77,0.92
"1104","環泥",38.58,166.07,180.13,114.97,1238.00,3.85,94.80,6.14,59.44,0.52,0.23,4.72,7.39,-0.09,14.86,18.78,1.47,40.36,77.21,2.81
"1108","幸福",49.22,214.81,77.34,59.94,1.66,2.70,135.18,6.60,55.30,1.54,0.41,2.20,1.99,4.26,2.14,2.47,0.21,15.80,67.62,4.08
"1109","信大",9.86,249.99,570.36,498.60,2056.17,8.73,41.80,5.52,66.12,0.73,0.25,3.30,3.65,5.71,6.74,13.09,0.49,48.73,46.03,-0.73
"1110","東泥",21.39,138.93,169.82,100.06,4788.71,5.06,72.13,3.28,111.28,0.29,0.17,3.49,4.41,3.58,6.62,20.70,0.61,46.44,54.77,0.48
"1201","味全",68.19,135.88,126.07,98.37,1.35,8.14,44.84,10.34,35.29,2.11,0.87,2.04,2.07,4.56,1.51,0.75,0.15,6.54,53.34,1.55
"1203","味王",63.13,125.21,76.43,31.30,3.14,7.74,47.15,1.85,197.29,1.00,0.34,2.80,6.01,0.04,6.04,6.26,0.64,39.51,62.82,13.88
"1213","大飲",16.00,304.84,360.84,310.26,6.41,4.59,79.52,14.81,24.64,3.45,0.95,0.50,0.40,2.25,1.35,0.36,0.05,-18.55,125.74,-2.04
"1215","卜蜂",43.97,330.59,231.14,127.97,2.08,9.02,40.46,14.79,24.67,12.90,2.80,0.80,0.05,8.49,1.99,0.01,0.01,2.35,107.88,0.57
"1216","統一",42.74,462.23,211.16,127.22,6.16,8.79,41.52,10.84,33.67,2.67,0.53,4.63,7.05,0.32,8.78,7.74,0.86,66.87,50.22,1.99
"1217","愛之味",50.62,304.09,91.74,48.60,2.28,5.89,61.96,4.40,82.95,2.53,0.57,3.66,4.71,9.14,4.67,3.97,0.46,20.28,77.04,6.26
"1218","泰山",53.81,214.29,122.87,79.00,1.39,5.22,69.92,5.46,66.84,2.03,0.67,1.67,2.01,1.24,0.83,1.34,0.22,1.73,52.97,0.49
"1219","福壽",39.80,208.36,325.05,232.07,4.64,7.43,49.12,7.10,51.40,2.81,1.09,1.04,1.05,1.78,3.26,0.60,0.12,1.52,373.73,-0.31
"1220","台榮",28.86,160.69,169.26,115.84,-1225.38,4.12,88.59,7.12,51.26,1.60,0.73,-7.25,-10.83,-7.88,-10.72,-11.17,-1.16,16.59,104.47,1.81
"1225","福懋油",42.66,189.60,119.35,77.84,3.20,6.49,56.24,8.04,45.39,4.38,1.32,1.37,1.60,2.81,2.33,0.70,0.17,0.00,27.09,0.00
"1227","佳格",28.21,365.42,279.48,140.52,29.09,6.37,57.29,4.31,84.68,3.87,0.97,7.07,9.91,22.41,16.18,7.07,1.27,135.67,156.71,12.73
"1229","聯華",22.58,832.46,158.30,110.11,11.61,5.09,71.70,3.52,103.69,1.35,0.15,5.49,6.65,0.05,9.71,34.42,0.99,38.21,25.49,2.35
"1231","聯華食",45.38,324.44,197.90,84.75,3.60,8.16,44.73,5.99,60.93,4.21,1.01,3.49,5.01,12.34,7.78,2.65,0.74,29.54,67.51,4.01
"1232","大統益",45.90,162.40,126.78,53.12,1643.00,17.02,21.44,9.91,36.83,5.03,2.28,8.53,13.64,23.13,24.34,3.53,1.88,7.95,103.82,-4.05
"1233","天仁",36.23,120.68,125.71,77.87,7187.26,6.96,52.44,2.80,130.35,1.82,0.94,8.69,12.58,19.65,20.67,8.99,1.52,50.01,98.67,11.22
"1234","黑松",33.90,368.67,206.41,171.53,216.50,7.18,50.83,11.47,31.82,1.35,0.33,2.37,3.57,4.41,7.32,7.21,0.53,98.88,76.21,2.50
"1235","興泰",31.50,408.58,354.98,264.13,52.00,3.76,97.07,9.53,38.30,7.13,1.34,6.89,9.95,15.72,17.93,5.04,1.51,9.98,117.69,0.00
"1236","宏亞",47.74,134.32,133.27,109.45,26.82,6.12,59.64,7.48,48.79,1.95,0.82,10.15,18.16,30.69,31.05,10.20,2.39,-5.17,146.78,-3.68
"1301","台塑",41.21,249.85,183.65,131.57,8.09,16.58,22.01,6.93,52.66,1.35,0.46,10.23,16.21,18.98,34.70,19.66,3.45,75.69,82.33,6.13
"1303","南亞",44.83,287.63,198.94,128.36,7.00,6.11,59.73,6.00,60.83,1.60,0.47,7.41,11.94,18.85,27.40,13.46,2.61,59.23,108.30,2.94
"1304","台聚",30.73,993.66,278.00,229.91,3.34,13.84,26.37,8.94,40.82,4.78,0.41,2.10,2.15,4.05,3.71,3.49,0.26,8.87,29.36,0.82
"1305","華夏",51.46,177.33,210.04,160.30,1.05,5.12,71.28,10.06,36.28,2.08,0.77,0.71,0.10,0.38,0.09,0.06,0.01,22.13,41.99,2.42
"1307","三芳",49.26,304.19,251.92,183.32,14.44,4.49,81.29,5.63,64.83,2.63,0.69,6.06,10.22,7.20,13.59,7.24,1.34,3.75,147.91,0.62
"1308","亞聚",22.37,843.89,225.94,186.52,67.90,17.61,20.72,9.72,37.55,6.23,0.61,5.02,6.30,7.81,11.95,7.94,1.03,36.09,70.98,1.63
"1309","台達化",37.70,230.57,279.71,204.03,-2.42,5.98,61.03,10.64,34.30,3.22,1.04,-1.06,-2.12,-0.81,-2.94,-1.28,-0.29,1.19,24.28,0.16
"1310","台苯",31.87,516.86,116.06,87.03,11.27,10.12,36.06,16.91,21.58,6.91,0.96,4.35,5.97,14.07,9.55,4.10,0.75,21.53,402.06,4.09
"1312","國喬",68.20,179.67,101.83,78.49,"NA",5.93,61.55,14.08,25.92,1.75,0.65,-6.64,-22.84,6.65,-16.93,-12.27,-1.92,30.24,327.95,4.98
"1313","聯成",27.60,622.30,423.90,301.80,9.70,7.60,48.02,6.90,52.89,2.40,0.30,3.80,4.60,2.90,8.70,9.60,0.61,57.10,247.40,1.00
"1314","中石化",69.25,121.64,128.67,91.99,1.52,7.08,51.55,11.05,33.03,0.61,0.38,1.78,2.00,0.35,2.40,1.54,0.18,6.97,11.25,0.55
"1315","達新",30.49,357.87,309.20,227.80,9.33,5.77,63.25,5.73,63.69,3.31,0.74,3.61,4.81,9.67,8.46,4.38,0.65,39.32,56.98,3.05
"1316","上曜",36.58,157.34,62.71,37.85,1.19,5.43,67.21,4.68,77.99,1.12,0.47,0.87,0.29,-2.03,0.17,0.38,0.02,1.52,65.61,0.39
"1319","東陽",38.09,224.73,121.93,103.45,19.51,4.58,79.69,16.83,21.68,2.01,0.68,12.71,20.78,21.05,31.91,16.78,2.98,83.65,80.18,11.69
"1321","大洋",41.64,259.33,200.14,131.69,11.92,10.50,34.76,7.71,47.34,2.84,0.84,4.99,7.85,-11.26,12.21,5.25,0.99,28.95,77.83,2.89
"1323","永裕",35.29,223.94,277.33,218.50,13.19,4.42,82.57,9.12,40.02,1.90,0.76,5.78,8.00,5.04,10.68,7.18,1.03,72.16,106.21,4.81
"1324","地球",26.86,325.79,265.98,222.27,181.21,7.26,50.27,8.02,45.51,3.79,0.87,5.28,7.39,4.08,5.03,6.04,0.96,37.12,158.70,7.26
"1325","恆大",31.72,171.46,963.68,811.81,2.91,8.69,42.00,7.09,51.48,0.57,0.31,2.13,2.40,-0.08,2.57,5.20,0.31,245.49,46.51,5.63
"1326","台化",41.99,231.22,221.51,118.15,9.14,13.35,27.34,5.20,70.19,1.51,0.57,10.42,17.17,29.95,45.73,16.63,3.92,119.34,80.14,6.80
"1402","遠東新",41.30,489.10,123.10,69.40,6.30,9.60,38.02,5.80,62.93,1.90,0.30,4.80,7.30,-1.20,11.50,12.10,1.17,14.80,46.00,0.60
"1409","新纖",51.49,219.91,130.60,77.99,1.59,7.54,48.40,7.04,51.84,1.94,0.68,2.32,2.52,2.93,1.75,1.69,0.23,11.13,24.07,1.51
"1410","南染",19.88,191.86,244.45,217.37,16.58,5.17,70.59,14.64,24.93,0.94,0.44,0.17,0.18,4.61,0.59,0.32,0.02,101.24,68.43,5.47
"1414","東和",70.56,70.54,39.49,19.93,0.10,8.33,43.81,7.60,48.02,0.78,0.57,0.19,-4.91,-1.30,-4.11,-2.53,-0.40,7.98,62.67,2.81
"1416","廣豐",40.58,317.73,58.53,35.48,-5.00,4.10,89.02,4.44,82.20,0.87,0.32,-3.40,-7.15,-1.35,-6.27,-12.11,-0.74,"*****",61.58,"*****"
"1418","東華",46.01,91.39,116.72,69.42,-3.73,6.38,57.21,4.17,87.52,0.85,0.52,-2.82,-6.07,-4.83,-5.40,-6.47,-0.63,17.34,140.01,2.20
"1419","新紡",53.18,109.33,59.82,52.69,3.99,3.34,109.28,2.65,137.73,0.13,0.08,1.97,3.38,-1.09,3.90,19.81,0.40,"*****","*****","*****"
"1423","利華",32.08,252.06,295.36,53.42,-1.11,23.91,15.26,1.42,257.04,2.08,0.65,-0.15,-0.43,-1.67,-0.76,-0.45,-0.06,-41.46,-7.43,-8.16
"1434","福懋",40.98,367.46,236.84,138.15,6.56,8.96,40.73,3.62,100.82,2.45,0.56,5.32,7.64,5.79,10.63,7.96,1.00,38.31,106.03,1.96
"1435","中福",37.19,240.67,86.87,61.39,2.67,7.12,51.26,15.23,23.96,1.04,0.34,1.81,2.06,-1.23,1.56,3.71,0.20,17.13,109.01,4.49
"1436","華友聯",4.67,255.79,843.68,291.13,-11.10,3.54,103.10,0.44,829.54,0.41,0.15,-1.83,-2.42,-1.75,-2.46,-15.65,-0.31,1058.59,20.57,42.09
"1437","勤益控",36.79,336.37,100.66,71.64,-4.78,3.43,106.41,0.77,474.02,1.44,0.31,-4.32,-8.83,1.97,-17.04,-15.72,-1.36,7.11,6.47,2.11
"1438","裕豐",80.00,602.00,26.00,25.00,-580.00,3.78,96.56,1.33,274.43,1.00,0.00,-17.00,-88.00,-1.00,-26.00,-217.00,-2.58,7.00,5.00,-29.00
"1439","中和",41.64,224.26,235.05,159.05,6.33,29.84,12.23,3.86,94.55,1.35,0.51,1.57,2.25,-1.59,3.67,2.59,0.28,80.43,167.83,6.21
"1440","南紡",36.23,198.65,221.28,39.88,20.73,12.79,28.53,5.21,70.05,1.18,0.41,3.15,4.88,2.16,6.61,7.65,0.61,17.26,116.43,0.46
"1441","大東",76.42,92.85,70.48,36.73,-887.55,3.23,113.00,2.43,150.20,1.62,0.50,-18.72,-65.51,-0.46,-54.86,-40.97,-5.49,6.78,245.80,2.88
"1442","名軒",40.74,906.82,192.87,15.95,"NA",1.70,214.70,0.15,2433.33,1.17,0.09,-6.73,-13.31,-5.46,-10.15,-90.78,-1.07,6.55,99.52,2.88
"1443","立益",42.23,219.39,101.43,49.64,0.00,4.42,82.57,2.94,124.14,0.52,0.17,-3.37,-7.04,-1.93,-6.50,-24.29,-0.70,0.00,23.15,0.00
"1444","力麗",33.38,147.14,104.22,59.78,1.35,8.86,41.19,8.50,42.94,1.21,0.66,0.79,0.14,0.09,0.50,0.14,0.01,41.07,79.30,6.01
"1445","大宇",30.97,151.22,248.86,128.81,0.00,7.30,50.00,4.50,81.11,1.46,0.78,-0.99,-2.84,-1.18,-2.33,-2.54,-0.33,16.91,171.51,1.68
"1446","宏和",34.65,194.71,77.55,42.53,2.81,13.30,27.44,9.16,39.84,2.25,0.83,2.51,2.79,1.16,3.39,2.19,0.34,5.81,283.98,1.48
"1447","力鵬",41.40,138.28,108.37,65.05,-0.08,10.40,35.09,6.68,54.64,1.36,0.75,-0.34,-1.89,-0.76,-2.19,-1.51,-0.22,9.37,24.13,2.18
"1449","佳和",55.04,229.90,154.58,61.19,1.00,10.70,34.11,2.83,128.97,1.39,0.48,0.25,-2.40,1.78,-1.29,-2.28,-0.21,13.31,33.23,1.67
"1451","年興",13.06,944.87,167.45,99.93,89.55,9.50,38.42,4.66,78.32,4.70,0.44,16.45,19.23,17.19,36.06,37.14,3.27,154.19,85.58,4.94
"1452","宏益",10.62,282.25,453.90,335.73,14.78,9.20,39.67,12.45,29.31,2.52,0.80,1.36,1.43,0.20,1.58,1.62,0.16,67.62,85.55,3.50
"1453","大將",46.47,488.52,63.81,39.17,2.95,4.94,73.88,4.83,75.56,6.24,0.78,2.28,3.30,0.15,4.46,2.22,0.33,30.43,-1.02,16.34
"1454","台富",34.31,146.34,149.45,85.75,468.44,8.62,42.34,5.84,62.50,2.05,0.99,1.68,2.01,4.86,3.11,1.33,0.25,23.81,120.23,6.05
"1455","集盛",27.05,141.63,137.83,67.82,15.66,7.56,48.28,6.02,60.63,1.55,0.89,3.51,4.57,6.12,8.18,3.68,0.59,75.33,85.60,11.07
