"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",30.32,119.85,81.28,51.69,65.84,22.31,16.36,11.08,32.94,1.38,0.84,13.08,17.53,47.13,40.26,14.32,2.75,60.08,78.93,8.22
"1102","亞泥",27.86,348.02,79.21,48.50,13.87,9.97,36.60,6.42,56.85,1.90,0.44,12.13,15.20,30.57,47.11,25.13,3.01,76.72,128.60,6.97
"1103","嘉泥",30.38,311.69,156.29,133.25,827.80,12.75,28.63,5.12,71.29,1.65,0.40,9.56,11.80,23.72,26.79,18.34,2.08,48.78,84.07,6.14
"1104","環泥",22.70,182.64,118.64,75.54,51.19,10.29,35.47,5.95,61.34,1.53,0.65,18.26,21.72,37.34,40.31,24.22,3.20,90.35,149.70,12.60
"1108","幸福",34.60,138.08,95.75,79.13,3.63,9.75,37.44,8.56,42.64,1.17,0.57,11.16,14.58,25.93,22.96,13.81,2.09,59.00,151.98,18.82
"1109","信大",18.36,182.54,205.82,172.06,49.62,10.12,36.07,6.77,53.91,1.45,0.65,20.33,26.21,68.86,70.51,28.09,3.48,124.69,308.01,20.87
"1201","味全",37.69,149.17,140.25,84.85,2.47,8.44,43.25,5.13,71.15,2.13,1.04,3.71,3.43,16.18,7.94,1.91,0.60,28.45,64.14,7.53
"1203","味王",43.01,149.17,106.98,65.08,4.76,12.53,29.13,6.32,57.75,2.95,1.23,9.58,13.30,33.32,26.36,5.87,1.95,28.27,102.63,8.71
"1210","大成",22.93,273.77,222.83,144.05,445.07,9.05,40.33,7.81,46.73,4.74,1.36,7.49,8.62,9.22,16.03,4.75,1.44,8.21,35.59,-0.04
"1213","大飲",41.22,159.28,118.17,58.90,155.73,12.69,28.76,14.20,25.70,2.35,0.93,3.03,2.11,11.30,3.41,1.02,0.31,14.00,50.81,7.55
