"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",13.24,319.70,158.69,142.34,415.58,4.85,75.25,13.64,26.75,0.75,0.21,6.95,7.87,5.57,21.55,32.52,2.09,80.52,109.97,0.67
"1102","亞泥",31.32,800.62,114.62,95.35,10.72,9.68,37.70,6.28,58.12,0.87,0.10,5.50,7.29,0.78,19.91,53.03,1.93,57.36,85.25,-0.97
"1103","嘉泥",39.20,1301.91,325.63,313.75,-382.13,9.07,40.24,11.52,31.68,0.78,0.06,-2.58,-4.89,-1.20,-8.78,-56.69,-1.13,31.25,59.58,0.95
"1104","環泥",13.07,361.77,205.54,165.21,2960.90,4.31,84.68,12.41,29.41,0.95,0.23,4.75,5.46,-0.81,11.81,20.63,1.18,36.15,69.64,-0.65
"1108","幸福",45.28,212.90,110.67,77.67,4.59,5.43,67.21,7.14,51.12,1.34,0.44,2.86,4.20,1.89,5.04,5.14,0.43,24.98,83.10,3.22
"1109","信大",9.62,317.02,669.31,490.56,0.00,8.35,43.71,3.19,114.42,0.93,0.26,1.36,1.49,2.97,2.66,5.13,0.21,85.71,67.48,0.82
"1110","東泥",8.99,173.66,258.40,130.06,6079.97,4.48,81.47,3.00,121.66,0.34,0.18,0.76,0.83,1.72,1.91,4.20,0.12,19.49,119.83,0.16
"1201","味全",55.27,166.27,141.07,99.89,21.87,8.75,41.71,9.47,38.54,2.26,0.88,4.69,9.57,21.96,20.07,5.00,1.49,56.76,140.58,5.01
"1203","味王",23.23,610.36,168.31,90.19,51.94,7.41,49.25,2.94,124.14,2.55,0.37,1.98,2.52,4.74,6.20,5.17,0.42,38.20,178.62,1.65
"1210","大成",38.63,393.81,107.88,67.52,13.68,8.91,40.96,9.36,38.99,7.53,1.28,4.40,6.61,10.41,15.19,3.11,1.43,11.86,57.34,0.53
