"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔固定資產比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力->應收款項收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-固定資產週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-股東權益報酬率(%)","獲利能力-營業利益佔實收資本比率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1101","台泥",48.36,151.15,92.52,59.76,3.48,5.84,62.50,12.05,30.29,0.44,0.28,6.13,8.62,5.84,12.38,16.93,1.60,36.56,45.62,1.55
"1102","亞泥",36.25,654.25,124.76,96.68,4.95,2.57,142.02,6.84,53.36,2.13,0.27,6.34,8.48,14.12,16.10,19.95,1.70,45.45,115.61,2.50
"1103","嘉泥",53.39,267.77,168.12,145.03,124.43,3.71,98.38,2.55,143.13,0.50,0.15,3.04,1.59,10.36,2.34,4.69,0.24,16.22,33.04,2.99
"1104","環泥",27.30,277.58,182.58,105.27,3.89,5.28,69.12,5.19,70.32,1.23,0.41,4.46,4.77,6.30,7.38,8.39,0.65,15.06,97.01,0.00
"1109","信大",14.46,237.45,353.51,310.49,70930.61,3.44,106.10,4.88,74.80,0.89,0.32,4.46,5.26,9.21,9.23,13.93,0.68,91.18,100.07,5.30
"1110","東泥",14.99,462.16,661.94,456.29,533.52,4.27,85.48,2.67,136.70,1.36,0.25,2.92,2.99,6.16,6.02,9.98,0.44,111.86,53.70,3.52
"1201","味全",60.44,150.04,111.59,93.98,-0.97,8.02,45.51,7.54,48.41,1.52,0.65,-2.95,-10.32,1.68,-13.90,-7.22,-1.41,11.99,29.64,4.01
"1203","味王",59.28,166.69,112.93,74.41,-4.20,6.45,56.59,4.99,73.15,1.01,0.45,-5.74,-14.72,-3.08,-25.17,-14.82,-2.22,-20.95,37.05,-4.16
"1215","卜蜂",47.71,278.37,154.21,96.29,2.49,6.48,56.33,9.83,37.13,8.41,2.02,5.03,6.00,13.56,8.96,1.57,0.77,8.04,22.39,0.99
"1216","統一",28.18,362.09,89.97,53.28,10.24,9.96,36.65,8.47,43.09,2.66,0.57,9.06,11.35,-2.47,16.43,14.80,1.63,16.81,75.04,2.29
"1217","愛之味",40.64,251.46,127.57,101.82,2.66,5.06,72.13,3.82,95.55,1.92,0.54,4.97,5.66,6.93,6.47,6.01,0.64,9.53,21.98,2.93
"1219","福壽",38.87,161.51,155.34,80.87,-1.74,5.97,61.14,4.73,77.17,2.38,1.00,-1.71,-5.05,-4.76,-7.30,-3.17,-0.57,8.57,37.33,1.89
"1220","台榮",31.84,163.04,263.04,185.27,520.75,4.52,80.75,6.01,60.73,1.31,0.68,4.05,4.43,5.14,6.79,4.36,0.55,56.02,62.91,5.87
"1227","佳格",32.28,375.25,335.76,177.64,18.23,7.93,46.02,4.32,84.49,4.48,1.06,10.84,14.31,22.38,21.83,9.71,1.75,72.07,108.98,7.81
"1229","聯華",11.97,330.24,216.02,139.51,19.64,4.74,77.00,2.34,155.98,0.50,0.14,10.21,11.33,-1.32,16.29,68.73,1.11,0.00,15.38,0.00
"1231","聯華食",29.93,241.73,277.15,135.35,7.43,5.89,61.97,4.15,87.95,2.48,0.90,8.28,10.35,18.87,18.77,8.00,1.51,55.34,110.08,5.64
"1232","大統益",51.69,120.23,116.39,63.01,95.00,11.51,31.71,9.29,39.29,2.86,1.58,5.46,6.67,8.53,1.03,1.90,0.77,59.78,55.75,17.53
"1233","天仁",28.57,164.95,175.05,96.85,765.37,6.17,59.16,2.14,170.56,1.87,0.79,5.99,7.74,18.18,14.31,6.56,1.00,35.86,369.65,8.07
"1234","黑松",33.02,308.19,461.25,390.91,532.18,9.10,40.11,7.91,46.14,1.41,0.42,4.04,6.17,10.70,11.73,9.14,0.99,130.35,95.49,3.99
"1236","宏亞",57.68,108.80,93.50,62.40,-1.11,5.61,65.06,5.26,69.39,1.08,0.67,-2.04,-11.82,-5.11,-18.22,-7.91,-1.42,1.64,115.07,0.48
"1301","台塑",39.84,190.17,108.93,56.63,2.37,19.66,18.57,4.03,90.57,0.85,0.35,7.55,11.67,15.38,14.99,17.16,2.13,24.47,64.17,4.26
"1303","南亞",57.54,182.72,116.53,60.30,2.52,6.12,59.64,3.87,94.32,1.36,0.54,8.62,16.39,20.18,26.31,11.97,3.01,45.35,60.29,9.51
"1304","台聚",25.27,920.76,256.51,228.50,5.93,12.10,30.17,10.08,36.21,4.34,0.40,4.78,5.36,5.15,8.28,9.77,0.70,53.41,79.22,4.93
"1305","華夏",46.06,176.29,380.30,309.01,0.00,5.28,69.13,9.75,37.44,1.67,0.68,0.00,0.00,-2.30,-4.99,0.00,-0.42,9.18,59.44,0.67
"1307","三芳",36.97,141.72,150.45,94.38,96.74,3.97,91.93,4.66,78.32,1.55,0.80,0.23,-0.92,0.44,0.28,-0.76,-0.11,17.07,60.90,3.93
"1308","亞聚",10.71,465.54,816.32,699.64,13341.00,19.22,19.00,9.69,37.67,3.11,0.60,10.73,12.22,13.66,25.81,17.83,2.16,155.26,115.50,4.24
"1309","台達化",22.17,175.58,342.80,237.03,1668.32,7.59,48.09,7.86,46.44,1.75,0.89,6.37,7.82,5.09,11.61,6.52,1.08,107.44,56.50,8.27
"1310","台苯",21.88,269.98,216.30,178.95,-3.24,8.96,40.74,8.69,42.00,1.42,0.44,-1.72,-2.56,-4.11,-3.20,-4.65,-0.32,36.99,171.43,5.02
"1312","國喬",45.69,206.99,101.64,84.80,"NA",6.06,60.23,8.64,42.24,1.13,0.37,-12.04,-20.80,-1.12,-24.13,-35.00,-2.46,6.40,61.65,1.36
"1313","聯成",39.40,544.50,1385.40,986.70,1.27,4.20,86.90,4.90,74.50,1.90,0.30,4.20,2.80,-2.80,2.00,5.00,0.35,145.30,314.70,1.90
"1314","中石化",58.27,134.24,75.06,57.83,100.33,11.12,32.82,8.04,45.40,0.35,0.22,1.58,0.74,-0.89,0.02,1.39,0.12,13.90,41.85,1.97
"1315","達新",25.72,275.23,269.17,268.54,11.62,4.32,84.49,4.10,89.02,2.46,0.65,4.46,5.36,10.05,8.85,6.36,0.88,69.10,80.32,8.69
"1316","上曜",26.77,186.61,87.40,46.99,-2.14,5.89,61.97,5.25,69.52,1.44,0.57,-3.33,-5.85,-9.26,-6.84,-7.84,-0.68,-0.60,4.68,-0.16
"1319","東陽",33.94,162.53,113.61,89.07,9.24,3.83,95.30,12.51,29.18,1.69,0.75,10.34,14.82,12.94,22.90,12.24,2.15,35.56,31.14,9.36
"1321","大洋",22.06,200.69,380.32,285.18,905.69,10.51,34.73,7.43,49.13,2.81,1.10,5.68,7.57,11.35,13.57,5.45,0.85,26.46,93.37,-2.26
"1323","永裕",24.91,169.58,211.17,160.00,4.28,4.46,81.83,8.58,42.54,1.57,0.78,4.39,4.96,5.70,5.06,4.78,0.64,69.17,137.98,9.03
"1324","地球",35.23,181.19,187.98,154.28,20.67,6.33,57.66,7.77,46.97,3.27,1.25,7.60,12.33,16.98,18.73,6.08,1.43,54.96,177.73,16.14
"1326","台化",47.35,167.59,130.19,70.28,5.94,12.35,29.55,2.80,130.36,0.76,0.35,8.11,14.02,8.65,21.20,17.95,2.74,3.94,43.25,0.67
"1402","遠東新",46.10,276.10,102.90,45.80,1.70,10.00,36.50,6.30,57.93,1.10,0.40,2.50,2.40,3.60,2.70,3.60,0.42,42.00,81.20,2.80
"1413","宏洲",31.80,111.04,118.65,31.85,-8.33,21.21,17.21,4.50,81.11,0.44,0.34,-4.86,-6.55,-10.80,-13.46,-13.06,-0.80,0.00,30.70,0.00
"1414","東和",56.77,94.37,59.92,31.48,-1.79,7.29,50.07,5.52,66.12,0.61,0.46,-4.11,-14.05,-8.12,-15.60,-14.37,-1.53,-1.68,30.85,-0.45
"1418","東華",20.86,179.89,224.99,148.51,-4.37,4.68,77.99,2.37,154.01,0.84,0.37,-1.98,-3.14,-3.27,-6.18,-7.05,-0.38,-22.36,58.52,-4.11
"1423","利華",31.47,183.16,374.81,91.42,14.48,22.43,16.27,1.91,191.10,1.35,0.64,-11.09,-17.38,-14.15,-24.62,-19.35,-2.05,-40.98,-10.77,-3.07
"1434","福懋",34.17,215.37,138.07,72.85,337.00,6.25,58.40,3.25,112.30,1.59,0.58,6.95,8.45,14.11,8.75,9.30,1.07,50.50,77.36,6.91
"1435","中福",16.05,362.61,591.11,351.47,-25.49,7.78,46.92,1.34,272.39,1.46,0.36,-0.99,-1.22,4.11,-2.24,-2.82,-0.13,40.34,30.33,2.37
"1436","華友聯",20.32,152.41,120.48,33.88,0.09,16.97,21.50,2.11,172.98,0.58,0.31,-0.95,-1.51,-3.63,-1.88,-3.96,-0.19,0.00,57.39,0.00
"1438","裕豐",47.00,178.00,93.00,26.00,-11.00,8.00,45.63,6.00,60.83,1.00,0.00,-15.00,-33.00,-3.00,-35.00,-46.00,-3.61,-48.00,-38.00,-15.00
"1439","中和",43.54,173.04,120.04,37.50,-4.12,22.67,16.10,3.60,101.39,1.34,0.59,-5.78,-12.03,-15.04,-14.26,-11.30,-1.50,50.51,54.25,7.23
"1440","南紡",39.15,145.66,122.44,31.48,0.91,7.00,52.14,5.51,66.24,0.72,0.33,0.69,0.07,-1.42,0.11,0.13,0.01,0.00,82.64,0.00
"1441","大東",48.91,310.67,141.60,48.00,-143.53,4.20,86.90,1.14,320.18,2.23,0.40,-3.72,-8.73,-4.18,-12.61,-11.47,-1.32,-6.90,-3.63,-2.98
"1442","名軒",64.70,609.57,133.25,15.23,138.71,5.58,65.41,0.31,1177.41,3.41,0.27,0.67,0.13,6.51,0.89,0.19,0.02,-59.08,-75.89,-86.82
"1443","立益",19.43,189.93,248.57,83.42,0.00,6.96,52.44,3.12,116.98,0.84,0.38,5.99,6.99,-4.51,-3.99,14.35,0.80,0.00,52.20,0.00
"1444","力麗",28.13,148.48,169.36,124.29,1.08,10.35,35.27,7.87,46.38,0.69,0.43,1.72,0.90,1.95,0.22,1.46,0.13,36.66,26.70,4.28
"1445","大宇",32.23,143.46,257.79,143.97,4934.00,8.94,40.83,4.67,78.16,1.10,0.66,9.39,12.62,14.34,17.29,12.12,1.55,91.64,73.78,8.43
"1447","力鵬",19.11,166.88,221.97,173.33,10.76,7.53,48.47,4.90,74.49,0.87,0.47,5.17,6.20,7.31,10.79,10.06,0.98,52.90,58.33,8.70
"1449","佳和",18.55,233.66,138.94,38.91,10.10,20.78,17.56,3.25,112.31,1.83,0.65,8.55,9.93,16.85,15.02,11.06,1.31,75.74,58.27,10.25
"1451","年興",32.03,338.72,170.16,114.45,18.93,10.35,35.27,3.61,101.11,2.96,0.66,14.99,20.20,36.78,39.63,19.04,2.98,68.93,51.94,17.87
"1452","宏益",26.31,213.52,141.89,123.32,9.92,7.89,46.26,17.33,21.06,2.28,0.79,6.91,8.73,10.94,14.11,7.91,1.19,46.32,81.49,9.61
"1453","大將",15.44,244.79,530.69,215.43,6.19,6.14,59.45,2.57,142.02,1.38,0.51,1.30,1.34,2.23,2.60,1.79,0.13,-71.28,-5.78,-4.51
"1454","台富",35.54,164.62,166.22,102.58,829.23,8.84,41.29,4.19,87.11,1.80,0.80,7.13,9.82,17.79,15.37,7.51,1.29,19.07,32.39,5.15
"1455","集盛",25.72,126.82,178.94,157.05,11.16,5.73,63.70,18.42,19.82,1.04,0.61,3.60,4.32,6.23,6.01,5.69,0.60,49.56,41.98,5.91
"1456","怡華",54.34,160.19,86.37,43.26,0.49,5.73,63.69,2.49,146.58,1.30,0.49,-0.45,-3.47,3.29,-3.28,-3.28,-0.38,11.40,40.89,4.19
"1457","宜進",52.30,218.71,79.04,55.92,186.95,6.34,57.57,4.27,85.48,1.36,0.46,5.90,7.15,2.31,7.23,7.92,1.01,12.22,25.60,6.23
"1459","聯發",22.56,167.59,180.16,157.81,2.93,6.53,55.90,17.86,20.44,0.69,0.36,2.43,3.32,0.29,1.66,7.16,0.46,-17.47,26.72,-2.12
"1460","宏遠",29.80,185.40,169.00,89.80,1121.00,6.80,53.67,4.00,91.25,2.20,0.90,11.30,15.00,20.10,21.60,9.80,1.80,24.50,63.80,5.20
"1463","強盛",18.06,205.07,154.78,89.59,9.30,7.80,46.79,6.39,57.12,1.65,0.69,6.87,7.92,11.48,10.51,7.71,1.05,96.66,222.32,10.08
"1464","得力",23.36,187.19,191.08,64.37,16.56,18.09,20.17,3.99,91.48,2.04,0.86,12.67,15.17,19.57,21.05,12.66,1.91,97.52,83.11,11.13
"1465","偉全",19.62,306.32,311.23,241.61,19.99,9.41,38.79,5.71,63.92,3.66,0.96,10.97,13.79,27.12,27.13,8.43,2.58,50.13,76.75,10.18
"1466","聚隆",48.74,105.08,78.20,37.49,"NA",3.58,101.96,2.54,143.70,0.76,0.43,-10.48,-27.53,-5.21,-26.20,-26.80,-3.19,-1.77,27.90,-2.22
"1467","南緯",39.14,180.69,160.82,109.29,295.38,4.69,77.83,5.57,65.53,2.74,0.99,5.89,7.61,9.03,8.51,4.01,1.00,8.19,32.75,2.88
"1468","昶和",38.00,129.40,181.30,82.30,4.50,7.30,50.00,2.80,130.36,1.30,0.80,6.90,9.30,19.60,16.00,7.00,1.33,60.90,57.40,12.60
"1470","大統新創",16.06,148.61,241.46,191.10,4511.64,4.80,76.04,10.76,33.92,1.50,0.85,9.35,11.29,14.05,14.07,10.58,1.33,58.19,99.49,6.92
"1472","三洋紡",11.49,258.69,537.10,463.78,211482.82,7.27,50.21,12.29,29.70,3.17,1.08,17.81,20.05,58.12,62.01,14.07,3.98,185.11,201.36,20.07
"1473","台南",48.92,210.49,98.50,27.48,13.13,18.88,19.33,5.89,61.96,5.05,1.52,22.16,42.16,48.93,107.98,13.49,5.60,28.50,80.33,13.35
