# 2024-03 月中(2024-03-11,上月月報甫公佈)全池量化快照(1266 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1101 台泥|水泥工業|-34 -20 -13|81 90 -9 -7|1.3 437|17 -6 1 6 19
1102 亞泥|水泥工業|-42 -11 0|95 96 -3 2|0.9 112|16 2 -4 0 -6
1104 環泥|水泥工業|-19 6 -4|100 100 10 13|2.1 24|16 14 -0 12 -5
1108 幸福|水泥工業|-21 14 -9|89 97 5 5|1.9 11|3 0 0 -0 -16
1201 味全|食品工業|16 17 7|90 96 -3 1|1.0 6|9 -2 0 42 -8
1210 大成|食品工業|-12 -6 -4|96 99 5 9|1.3 95|11 7 -4 -12 -1
1215 卜蜂|食品工業|-10 -6 -7|99 99 4 7|1.9 33|40 1 3 25 -4
1216 統一|食品工業|18 19 5|100 100 4 9|1.1 478|38 17 4 7 72
1217 愛之味|食品工業|5 0 -3|79 92 -1 -4|0.9 12|8 7 -3 -2 -23
1218 泰山|食品工業|-6 -2 -2|66 89 -2 -10|1.9 14|2 -6 -0 6 10
1219 福壽|食品工業|-20 -13 -7|87 93 -4 -7|2.1 6|6 -3 0 -2 -2
1227 佳格|食品工業|-7 5 3|90 94 -6 -1|1.5 18|6 -23 -0 -1 7
1229 聯華|食品工業|-3 28 15|100 100 0 14|2.0 65|12 1 -0 2 -16
1231 聯華食|食品工業|19 6 3|100 100 3 8|2.7 14|2 -1 0 -1 -3
1232 大統益|食品工業|-23 -13 -5|97 99 -0 1|1.4 8|1 -3 0 0 -15
1234 黑松|食品工業|16 2 -6|99 99 2 5|1.2 5|6 -18 0 -11 -4
1268 漢來美食|觀光餐旅|75 28 -15|84 96 2 5|0.9 13|1 -4 0 -23 8
1301 台塑|塑膠工業|-27 -5 10|76 83 -15 -15|1.7 382|31 -19 -1 7 11
1303 南亞|塑膠工業|-23 -13 9|72 81 -18 -17|2.1 381|29 -14 1 35 28
1304 台聚|塑膠工業|-21 -10 8|66 79 -12 -18|1.5 15|33 -7 -6 7 3
1305 華夏|塑膠工業|-36 -26 -6|68 72 -17 -23|1.5 20|7 -13 -3 -12 23
1307 三芳|塑膠工業|-30 -1 7|97 97 -2 -2|1.5 11|13 8 -0 -12 -14
1308 亞聚|塑膠工業|-12 -3 21|71 80 -15 -18|1.6 15|7 -0 -3 4 0
1309 台達化|塑膠工業|-10 9 18|68 84 -10 -11|1.2 11|2 -1 0 -2 -2
1310 台苯|塑膠工業|23 20 28|79 83 -16 -9|1.6 9|7 -6 0 -18 -4
1312 國喬|塑膠工業|-18 -8 5|68 80 -14 -16|1.0 29|11 -9 0 -15 6
1313 聯成|塑膠工業|-42 25 15|79 84 -16 -10|1.8 20|11 -9 0 11 -25
1316 上曜|建材營造|-73 -18 35|87 87 76 126|4.4 849|4 -1 0 75 111
1319 東陽|汽車工業|-17 20 6|96 96 19 46|0.9 561|27 3 0 -15 -0
1325 恆大|塑膠工業|-20 2 21|67 67 -17 42|0.2 43|3 2 0 -32 7
1326 台化|塑膠工業|-8 0 10|78 84 -14 -13|1.2 187|34 -4 -0 11 2
1339 昭輝|汽車工業|-28 8 3|90 90 -3 51|1.0 29|5 17 0 -3 -3
1342 八貫|其他|43 3 3|83 100 14 17|1.6 113|45 5 0 -19 -1
1402 遠東新|紡織纖維|-1 11 11|100 100 4 14|0.8 122|16 15 2 -0 -16
1409 新纖|紡織纖維|1 15 20|93 96 3 7|5.1 37|12 -2 0 51 29
1410 南染|紡織纖維|-16 -13 25|92 94 -2 -2|1.5 5|21 -4 0 9 0
1414 東和|紡織纖維|-20 4 13|86 86 4 3|1.5 16|1 1 0 46 27
1416 廣豐|其他|13 47 13|93 93 14 25|5.4 6|10 2 0 67 15
1432 大魯閣|運動休閒|28 5 -12|80 80 12 18|2.7 32|2 -4 0 na na
1434 福懋|紡織纖維|-12 -10 7|84 88 -11 -11|1.8 21|7 -15 -0 41 16
1436 華友聯|建材營造|428 135 -431|100 100 27 47|2.3 8|1 14 0 37 1
1438 三地開發|建材營造|-100 -100 na|84 84 41 45|1.1 20|1 1 0 45 58
1440 南紡|紡織纖維|-37 -20 -7|85 88 -9 1|1.3 12|7 -2 0 -2 -2
1442 名軒|建材營造|66 2373 -17506|96 96 -3 9|0.7 12|5 7 -0 -2 -25
1445 大宇|紡織纖維|-51 -27 -13|99 99 26 28|3.1 18|3 8 0 -2 -28
1449 佳和|紡織纖維|-8 72 45|79 79 -12 -2|0.6 28|9 10 0 9 15
1455 集盛|紡織纖維|11 46 44|100 100 24 44|3.4 49|3 1 0 55 14
1463 強盛新|紡織纖維|-25 -19 6|96 96 6 17|1.3 6|6 34 0 -58 -11
1471 首利|電子零組|-58 9 -8|69 69 -10 -18|3.2 28|1 1 0 -6 na
1472 三洋實業|建材營造|60 105 -7|96 96 27 89|2.0 8|2 4 0 -48 0
1476 儒鴻|紡織纖維|9 12 23|95 95 -4 11|0.9 336|41 -2 -10 23 6
1477 聚陽|紡織纖維|3 16 12|91 91 6 7|0.6 350|35 -11 -11 -7 -32
1503 士電|電機機械|9 12 8|90 90 38 41|1.0 3550|33 4 -0 -11 -36
1504 東元|電機機械|-9 -1 -2|85 97 12 5|1.3 584|12 -4 5 -10 -16
1513 中興電|電機機械|-6 10 -4|95 95 27 52|1.7 7251|15 2 0 -3 -3
1514 亞力|電機機械|-5 20 0|88 88 34 114|1.2 2914|21 2 0 -14 -26
1515 力山|電機機械|295 234 104|84 84 -6 43|1.0 67|13 3 0 22 -3
1517 利奇|電機機械|-69 -45 15|86 96 9 11|8.1 9|2 1 0 40 -9
1519 華城|電機機械|162 178 56|92 92 51 77|0.1 3386|22 1 -1 -16 -32
1522 堤維西|汽車工業|10 8 6|87 87 8 28|1.1 386|18 11 -0 -14 -18
1524 耿鼎|汽車工業|6 31 14|87 87 13 41|0.5 193|5 3 0 -10 -21
1527 鑽全|電機機械|12 4 24|96 99 2 3|2.0 8|9 11 0 18 -25
1528 恩德|電機機械|-20 -4 -2|75 83 10 7|0.4 63|2 1 0 -23 24
1529 樂事綠能|電機機械|-36 42 -139|70 91 -4 5|0.4 86|1 3 0 -9 -23
1532 勤美|電機機械|42 73 34|93 93 -3 7|1.5 39|14 0 -0 -3 11
1533 車王電|汽車工業|-24 -24 -46|71 84 -14 -12|1.7 9|6 3 0 -10 -9
1535 中宇|電機機械|44 31 14|100 100 26 36|4.5 17|1 -0 0 285 34
1536 和大|汽車工業|-15 -11 1|71 77 -17 -20|0.9 95|8 -15 -1 28 18
1537 廣隆|電機機械|44 25 27|100 100 3 3|1.4 12|17 -1 0 -9 -17
1558 伸興|電機機械|-10 13 -3|83 87 -10 -1|2.3 9|7 -7 0 33 -15
1560 中砂|電機機械|-3 4 9|87 87 32 81|0.7 1195|19 0 -2 0 13
1565 精華|生技醫療|-21 2 11|75 93 -1 -2|1.5 34|11 -1 0 3 -11
1568 倉佑|汽車工業|-22 -17 1|77 77 -14 11|1.0 39|4 9 0 -13 -15
1569 濱川|電腦及週|-45 -35 -10|97 97 10 13|2.0 11|4 12 0 8 -17
1570 力肯|電機機械|-45 -15 21|97 97 41 38|4.9 8|2 -2 0 29 18
1580 新麥|電機機械|-17 25 6|100 100 1 26|1.6 17|9 10 0 1 -12
1582 信錦|電子零組|-7 26 23|93 93 -7 42|2.2 159|17 -0 -0 18 46
1584 精剛|其他|-19 4 -44|81 87 -5 -1|0.4 54|1 2 0 -3 -0
1589 永冠-KY|電機機械|-63 -23 -13|67 89 11 2|3.8 67|3 -4 0 17 32
1590 亞德客-KY|電機機械|-40 24 6|87 88 7 17|1.3 836|73 -7 0 283 32
1591 駿吉-KY|電機機械|50 55 109|95 95 30 54|1.0 71|17 3 0 -3 -54
1597 直得|電機機械|-33 -24 11|80 98 -1 3|2.4 7|3 1 0 27 -14
1598 岱宇|運動休閒|-22 -11 -17|65 84 -13 -2|1.3 8|5 2 0 -2 2
1603 華電|電器電纜|-7 27 1|85 85 -7 5|0.9 54|4 4 -1 -14 -11
1604 聲寶|電器電纜|7 1 1|87 96 1 2|1.5 9|10 0 -4 -2 -7
1605 華新|電器電纜|-34 -17 -16|65 89 -4 -3|0.6 303|17 11 -2 -6 -4
1608 華榮|電器電纜|5 5 10|97 100 14 12|1.9 59|3 17 0 9 -13
1609 大亞|電器電纜|-4 19 16|92 94 9 -0|2.0 570|9 -0 -0 9 -6
1611 中電|電器電纜|-21 -3 9|77 92 -5 -3|1.0 11|12 7 0 -3 -14
1612 宏泰|電器電纜|-1 2 1|89 89 3 4|0.4 37|16 -5 -0 -14 -14
1615 大山|電器電纜|53 35 13|100 100 30 42|0.9 13|2 9 0 -40 31
1616 億泰|電器電纜|25 19 5|90 90 -1 29|0.8 27|3 2 0 na na
1618 合機|電器電纜|-12 52 -26|89 89 8 13|0.7 203|6 0 -0 22 -3
1701 中化|生技醫療|1 -0 -3|85 90 -8 1|0.8 12|9 14 0 1 -25
1702 南僑|食品工業|-5 10 -2|98 98 11 16|1.9 29|13 11 0 26 -8
1707 葡萄王|生技醫療|-2 8 5|82 96 -1 -4|1.0 38|14 -11 -0 -16 -8
1708 東鹼|化學工業|-22 -0 22|73 87 -10 -5|1.4 14|6 -9 -0 -8 -1
1709 和益|化學工業|19 19 21|83 97 -2 -1|1.5 7|3 -1 0 -4 -18
1710 東聯|化學工業|-16 11 9|78 89 -8 -10|1.7 25|8 -15 -0 22 15
1711 永光|化學工業|-26 3 10|91 93 -3 3|1.5 77|8 -1 0 4 18
1712 興農|化學工業|-4 -3 12|99 99 10 14|2.4 69|13 -7 -0 -25 50
1713 國化|化學工業|-34 25 30|90 90 2 29|0.5 12|5 -5 0 5 44
1717 長興|化學工業|-26 10 17|92 96 8 11|2.6 103|14 -1 -0 76 25
1720 生達|生技醫療|-2 8 1|87 93 -4 3|1.0 39|5 6 -0 -19 -9
1721 三晃|化學工業|-10 -10 11|79 79 -7 13|1.1 26|2 1 0 -7 -5
1722 台肥|化學工業|-11 -13 -16|95 95 2 8|0.7 92|12 -1 -4 -22 -3
1723 中碳|化學工業|-23 -18 5|92 92 -4 0|1.2 30|9 -24 -1 12 36
1727 中華化|化學工業|-18 -16 6|67 84 -8 -4|1.1 18|2 0 0 -2 -6
1731 美吾華|生技醫療|24 28 14|100 100 11 20|2.2 17|3 6 0 32 -21
1732 毛寶|化學工業|8 10 10|79 79 -2 17|0.1 14|1 -1 0 -12 19
1733 五鼎|生技醫療|-4 0 19|73 73 2 14|0.3 29|7 4 0 -37 -18
1734 杏輝|生技醫療|-2 10 4|96 100 6 10|4.2 12|6 9 0 1 -6
1736 喬山|運動休閒|18 16 -2|91 93 6 -4|4.4 16|7 -0 0 21 21
1737 臺鹽|食品工業|-21 -6 1|91 99 -0 1|1.2 8|8 1 0 8 -19
1752 南光|生技醫療|-18 -4 -13|61 79 -19 -11|0.9 12|1 2 0 1 6
1760 寶齡富錦|生技醫療|15 29 37|54 82 -11 -4|1.3 43|11 4 0 -5 -4
1762 中化生|生技醫療|-69 -54 -30|48 78 -17 -20|1.0 16|2 -4 0 4 7
1773 勝一|化學工業|-6 10 17|93 93 23 30|5.3 186|5 2 6 42 131
1783 和康生|生技醫療|-11 -5 -9|66 77 -9 -20|1.2 7|7 7 0 -0 -4
1784 訊聯|生技醫療|15 25 5|84 90 5 -2|1.1 16|4 5 0 -1 -8
1785 光洋科|其他電子|-8 26 23|93 93 8 15|3.5 260|10 1 -0 27 5
1786 科妍|生技醫療|108 81 36|97 100 14 3|2.3 48|4 13 -1 22 -21
1789 神隆|生技醫療|60 32 26|75 91 -6 -6|1.8 13|4 -3 0 -7 6
1795 美時|生技醫療|-3 1 -21|81 90 1 11|0.9 1312|65 -4 -1 3 -1
1799 易威|生技醫療|36 102 29|93 93 54 194|2.0 20|14 -0 0 na na
1802 台玻|玻璃陶瓷|-25 8 -1|76 89 -6 -8|1.1 49|6 4 -1 2 -10
1805 寶徠|建材營造|23 -8 -149|95 95 56 20|1.1 10|1 4 0 na na
1806 冠軍|玻璃陶瓷|-2 50 32|92 92 21 26|0.6 24|9 1 0 29 69
1808 潤隆|建材營造|-91 -64 -10332|92 92 8 10|0.9 112|7 6 -8 22 5
1809 中釉|玻璃陶瓷|-17 22 24|91 91 107 130|0.7 127|9 4 0 17 5
1810 和成|玻璃陶瓷|-21 9 7|62 80 -4 -17|0.8 12|3 15 0 1 -26
1815 富喬|電子零組|-32 -28 3|87 87 15 34|4.3 631|3 1 0 21 -11
1903 士紙|造紙工業|-0 5 -2|71 86 -7 -12|0.6 9|12 0 0 -2 -5
1904 正隆|造紙工業|-18 5 6|82 94 -5 1|1.1 20|9 -12 -0 -2 -5
1905 華紙|造紙工業|-25 3 13|71 89 -1 -2|1.0 44|3 1 0 0 -3
1907 永豐餘|造紙工業|-22 7 10|78 87 -13 -1|0.4 36|14 -25 -1 -0 -27
1909 榮成|造紙工業|-27 3 11|77 93 -6 -2|1.6 17|11 -6 0 4 12
2002 中鋼|鋼鐵工業|-7 3 16|78 89 -8 -9|1.0 463|17 -21 -0 5 17
2006 東和鋼鐵|鋼鐵工業|-17 15 7|99 99 12 27|1.2 165|17 5 -4 -46 6
2007 燁興|鋼鐵工業|-13 -5 16|75 75 -7 5|0.3 8|1 -4 0 -3 7
2009 第一銅|鋼鐵工業|-20 19 18|85 96 3 10|1.7 33|1 11 0 29 -33
2010 春源|鋼鐵工業|-15 15 21|92 92 2 -1|0.6 9|8 3 1 3 -8
2014 中鴻|鋼鐵工業|-5 14 16|76 79 -5 -4|0.4 89|6 -5 -1 -6 2
2015 豐興|鋼鐵工業|-34 7 11|100 100 8 7|1.4 16|11 14 4 9 -2
2017 官田鋼|鋼鐵工業|20 22 26|80 91 -8 1|0.8 15|1 -10 0 -1 12
2020 美亞|鋼鐵工業|-50 1 -4|100 100 20 43|1.2 41|8 15 0 49 -20
2022 聚亨|鋼鐵工業|-3 11 14|65 76 -13 -17|0.9 7|3 13 0 -10 -5
2023 燁輝|鋼鐵工業|17 19 21|82 82 -12 0|0.6 26|6 1 -0 -2 -3
2025 千興|鋼鐵工業|-64 196 -36|93 93 60 101|3.0 66|1 -1 0 na na
2027 大成鋼|鋼鐵工業|-12 -16 -2|88 90 -9 -0|0.9 143|16 -6 2 1 11
2029 盛餘|鋼鐵工業|9 35 19|88 88 -5 15|0.5 11|69 -4 0 10 -9
2030 彰源|鋼鐵工業|-43 -3 14|83 90 -3 1|0.8 7|3 11 0 -17 -4
2031 新光鋼|鋼鐵工業|-22 19 16|90 90 17 26|0.9 215|18 6 0 34 -1
2034 允強|鋼鐵工業|-29 -10 -2|84 89 -8 -9|1.4 15|8 -17 0 -15 14
2038 海光|鋼鐵工業|-33 10 19|82 82 4 8|0.2 11|2 5 0 -2 -0
2049 上銀|電機機械|-15 6 15|93 93 6 21|1.2 587|28 -0 3 13 -9
2059 川湖|電子零組|68 46 55|89 89 56 50|1.2 2999|18 7 0 -1 -6
2062 橋椿|居家生活|-3 58 44|92 92 8 28|1.5 28|11 7 4 78 -16
2065 世豐|鋼鐵工業|-30 -11 2|96 96 8 15|2.2 17|3 4 0 97 -35
2066 世德|電機機械|2 0 4|94 96 6 8|2.3 31|12 5 0 24 -8
2101 南港|橡膠工業|-4 15 3|90 90 4 8|0.8 73|7 -15 0 4 20
2103 台橡|橡膠工業|3 10 14|81 93 -4 -6|1.6 23|24 -24 -2 5 0
2104 國際中橡|橡膠工業|-15 -10 12|77 86 -11 -12|2.0 27|11 -16 -0 -14 23
2105 正新|橡膠工業|-21 6 5|96 96 4 16|0.5 158|17 24 5 -1 -19
2106 建大|橡膠工業|-11 4 11|94 94 -4 1|0.7 12|7 5 0 -10 -15
2107 厚生|橡膠工業|-21 -11 7|97 97 1 3|1.0 5|7 -1 0 18 11
2108 南帝|橡膠工業|-25 -1 14|77 88 -11 -6|1.6 9|7 -15 -2 6 -7
2109 華豐|橡膠工業|-6 6 14|100 100 9 13|6.5 5|15 -11 0 258 15
2114 鑫永銓|橡膠工業|-26 -2 10|95 96 0 2|2.4 6|1 0 0 18 -2
2201 裕隆|汽車工業|4 11 2|76 79 -12 -20|1.0 257|6 -7 -0 -4 5
2204 中華|汽車工業|11 35 1|96 96 20 16|1.3 415|26 4 5 3 -31
2206 三陽工業|汽車工業|-8 16 -9|79 97 5 1|1.9 308|8 -0 1 -3 3
2207 和泰車|汽車工業|-18 11 -5|79 93 -4 -1|1.0 147|25 7 1 -10 34
2208 台船|航運業|-27 -30 -37|66 75 -16 -22|0.8 66|5 -7 0 -2 27
2211 長榮鋼|鋼鐵工業|-5 31 19|100 100 39 76|1.3 165|6 -6 12 -22 20
2227 裕日車|汽車工業|-12 7 -18|82 85 -14 -12|2.0 12|41 -5 0 na na
2228 劍麟|汽車工業|11 19 4|91 91 -1 5|2.0 16|8 3 0 -2 -3
2230 泰茂|居家生活|78 156 91|80 80 1 46|1.5 207|7 3 0 -12 -23
2231 為升|汽車工業|-19 -1 -11|65 81 -15 -18|1.9 38|6 -7 -0 5 15
2233 宇隆|汽車工業|-8 18 12|89 89 -9 27|1.2 70|17 11 -1 -41 -4
2236 百達-KY|汽車工業|5 1 -27|85 86 -4 -4|1.5 42|65 0 0 -10 145
2241 艾姆勒|汽車工業|5 17 -21|76 80 -0 -18|2.6 30|19 2 0 10 5
2247 汎德永業|汽車工業|-26 6 -9|88 95 -3 -2|1.0 18|5 -2 -0 7 -12
2250 IKKA-KY|汽車工業|2 17 9|95 95 14 49|2.1 17|10 8 0 45 97
2254 巨鎧精密-創|汽車工業|-44 -11 na|na na -11 na|1.5 11|25 6 0 na na
2258 鴻華先進-創|汽車工業|1750 934 na|na na -7 na|0.9 39|0 10 0 na na
2301 光寶科|電腦及週|-25 -13 1|72 84 3 -15|1.3 1920|33 -18 -1 26 158
2302 麗正|半導體業|-28 -14 3|85 93 3 6|0.7 11|2 8 0 11 -12
2303 聯電|半導體業|3 -6 12|96 96 5 13|1.8 2617|32 -8 4 -3 6
2305 全友|電腦及週|33 97 68|86 86 13 26|2.9 41|2 7 0 -18 -45
2308 台達電|電子零組|-7 -1 -5|83 91 -1 -10|2.0 2413|63 -1 -0 3 -0
2312 金寶|其他電子|-23 -21 -7|84 88 -5 -9|0.6 73|10 -15 -0 2 35
2313 華通|電子零組|8 8 15|100 100 14 68|1.7 2263|29 0 -1 5 42
2314 台揚|通信網路|-66 -70 -29|64 78 -14 -13|0.8 33|1 0 0 -100 na
2316 楠梓電|電子零組|-21 -2 20|86 99 8 7|3.3 54|26 4 -0 -2 -5
2317 鴻海|其他電子|-12 -20 -9|98 100 8 4|2.5 2964|38 4 0 43 32
2323 中環|光電業|6 11 9|72 88 0 -10|0.9 41|8 2 0 6 -8
2324 仁寶|電腦及週|-14 -5 1|92 92 21 18|0.7 919|44 -8 1 -0 21
2327 國巨*|電子零組|-1 5 13|89 89 -6 13|1.1 1011|51 -15 -3 32 33
2328 廣宇|電子零組|-45 -23 -16|72 82 -11 -17|1.9 37|12 -9 -0 0 24
2329 華泰|半導體業|21 32 15|82 82 7 48|0.8 3279|14 -2 -0 13 100
2330 台積電|半導體業|11 4 8|98 98 35 43|1.8 32337|75 16 -0 14 -52
2331 精英|電腦及週|-28 -22 12|75 87 5 -14|0.5 154|14 -2 -0 7 -22
2332 友訊|通信網路|-15 -17 -6|73 84 -6 -18|1.2 82|7 -14 0 3 26
2337 旺宏|半導體業|-16 -20 12|78 78 -4 -20|0.9 184|13 -21 0 -4 19
2338 光罩|半導體業|-4 17 19|72 88 -7 -3|1.3 89|7 3 -0 -10 -9
2340 台亞|半導體業|8 21 21|73 80 -15 -17|2.7 69|12 -8 0 6 9
2342 茂矽|半導體業|-21 -23 6|74 94 -2 -6|5.3 10|0 -1 0 -1 1
2344 華邦電|半導體業|8 13 22|89 89 0 7|1.0 615|22 -2 1 -2 31
2345 智邦|通信網路|-13 -9 -13|86 86 -7 4|1.5 2048|66 3 -12 33 17
2347 聯強|電子通路|8 20 20|95 95 11 18|1.1 260|30 24 6 92 -8
2348 海悅|其他|254 411 294|100 100 20 51|1.8 32|3 21 0 3 6
2351 順德|半導體業|-20 -6 0|75 82 -13 -2|1.0 61|15 -12 -1 12 18
2352 佳世達|電腦及週|-12 -5 7|75 90 -1 -4|2.5 429|18 29 -0 -0 33
2353 宏碁|電腦及週|10 8 11|83 83 31 18|0.4 1343|37 -10 0 7 10
2354 鴻準|其他電子|-65 -66 -44|83 83 -5 -11|1.7 108|17 -13 -0 -0 24
2355 敬鵬|電子零組|2 6 7|85 85 -12 20|1.0 506|20 -10 0 13 77
2356 英業達|電腦及週|2 10 12|76 94 35 0|0.5 1878|21 2 -0 -11 9
2357 華碩|電腦及週|1 8 10|90 90 14 11|0.6 1545|57 -10 -5 -28 8
2359 所羅門|其他電子|10 8 18|92 98 2 -3|1.3 80|4 2 0 2 16
2360 致茂|其他電子|-14 3 18|91 95 27 -2|2.9 962|67 0 2 244 184
2362 藍天|電腦及週|-14 5 -24|80 80 13 20|0.3 104|5 -3 0 -5 -14
2363 矽統|半導體業|-12 3 -31|70 70 -11 9|0.5 611|4 -1 -0 2 -7
2364 倫飛|電腦及週|-19 0 -14|61 61 -21 6|0.4 35|16 -5 0 -18 -1
2365 昆盈|電腦及週|4 22 25|78 78 62 75|0.7 183|5 1 0 -21 -35
2367 燿華|電子零組|18 16 24|97 97 15 44|5.8 485|11 3 -0 32 -14
2368 金像電|電子零組|39 36 33|90 90 17 18|1.2 2395|23 3 -1 -7 -30
2369 菱生|半導體業|4 11 6|88 88 7 27|0.7 424|17 0 0 23 -0
2371 大同|電機機械|7 17 -29|90 96 23 5|1.5 1787|12 -4 -0 -10 13
2374 佳能|光電業|21 26 25|94 94 -1 14|0.6 42|11 17 -0 -30 -36
2375 凱美|電子零組|-23 7 17|80 81 -16 -7|0.8 24|6 -9 0 0 23
2376 技嘉|電腦及週|38 64 18|94 94 58 14|1.0 9121|23 2 1 -5 3
2377 微星|電腦及週|5 9 -1|92 92 5 14|0.5 774|33 -1 -2 -10 29
2379 瑞昱|半導體業|26 31 31|100 100 35 44|1.6 3213|48 5 10 8 -11
2382 廣達|電腦及週|1 -10 3|92 94 28 -1|0.8 8104|26 1 -4 -10 28
2383 台光電|電子零組|59 74 48|91 91 29 11|1.4 3598|29 1 -0 77 -21
2385 群光|電子零組|-3 -1 10|96 96 29 102|2.1 914|37 2 8 90 9
2387 精元|電腦及週|-9 11 12|94 94 11 30|0.8 138|21 18 1 -28 -19
2388 威盛|半導體業|-20 47 4|73 73 -24 12|0.8 849|8 -3 -0 7 13
2390 云辰|其他電子|-23 -5 -11|78 78 -16 -3|0.7 19|3 -0 0 -15 5
2392 正崴|電子零組|-11 -0 5|85 85 -2 -4|0.7 87|18 -3 -0 -49 -6
2393 億光|光電業|8 9 13|99 99 9 7|1.1 64|29 6 0 7 -11
2395 研華|電腦及週|-26 -17 -8|100 100 16 18|1.6 576|42 23 -0 -6 101
2399 映泰|電腦及週|-24 -5 -11|87 90 0 0|1.1 107|2 3 0 15 -31
2401 凌陽|半導體業|-18 14 16|85 85 -10 -4|0.5 101|17 4 0 2 2
2402 毅嘉|電子零組|7 10 -3|71 77 -3 -24|0.7 146|7 1 0 -3 -13
2404 漢唐|其他電子|-32 -16 -62|99 99 57 67|3.4 405|27 -7 15 72 45
2405 輔信|電腦及週|5 9 6|89 89 12 37|0.7 247|14 5 0 3 -1
2406 國碩|光電業|41 54 77|90 100 10 17|1.8 23|7 14 0 -2 -22
2408 南亞科|半導體業|51 39 57|83 83 -10 -2|1.0 1003|16 -11 -7 -33 36
2409 友達|光電業|24 20 4|85 91 3 7|0.8 487|23 -7 -3 -3 2
2412 中華電|通信網路|4 4 1|99 99 0 4|0.9 799|16 -19 -1 -12 53
2413 環科|電子零組|-56 -26 -16|68 89 -8 -4|1.1 13|1 9 0 -3 -21
2417 圓剛|電腦及週|6 7 16|98 98 29 141|4.8 234|14 8 0 9 -31
2419 仲琦|通信網路|-33 -30 -2|62 84 -7 -12|1.3 51|1 -0 0 -4 -3
2420 新巨|電子零組|-9 -7 10|97 97 6 12|2.1 30|6 12 -0 -17 -35
2421 建準|電子零組|-29 2 5|82 89 28 -1|1.1 2128|23 3 -1 6 -21
2423 固緯|其他電子|-26 -3 -6|90 90 9 18|0.7 20|7 15 0 -41 73
2425 承啟|電腦及週|-26 3 -11|75 85 -2 -4|0.6 110|7 -0 0 -6 -8
2426 鼎元|光電業|-11 17 15|85 91 -3 3|1.1 18|10 6 0 0 2
2427 三商電|資訊服務|-58 -0 -1|74 79 -12 5|1.1 20|3 7 0 -4 -9
2428 興勤|電子零組|-24 -7 -2|94 94 5 7|1.4 134|14 4 -0 12 -13
2430 燦坤|電子通路|2 -9 1|85 100 3 0|2.7 6|4 -2 0 60 -19
2431 聯昌|電子零組|-51 -20 19|95 95 23 27|1.3 25|2 2 0 20 52
2436 偉詮電|半導體業|-3 22 4|81 81 -14 -12|0.6 124|7 3 0 -4 -32
2438 翔耀|光電業|42 171 153|83 91 -1 -6|0.8 6|1 1 0 na na
2439 美律|通信網路|7 14 8|95 95 -3 29|0.9 208|24 9 -1 15 17
2440 太空梭|電子零組|-54 73 55|83 91 3 -8|1.8 11|1 4 0 -23 na
2441 超豐|半導體業|7 22 23|100 100 7 10|4.6 43|15 9 -3 125 -11
2442 新美齊|建材營造|624 4864 3575|100 100 22 54|1.3 58|6 6 0 -1 7
2449 京元電子|半導體業|1 2 9|93 93 30 37|2.5 2159|38 -0 3 2 -5
2450 神腦|通信網路|0 -8 -7|97 97 0 7|1.4 9|3 -5 -0 12 -12
2451 創見|半導體業|-0 16 21|100 100 1 15|1.6 40|13 2 1 0 -18
2453 凌群|資訊服務|22 14 5|73 94 0 7|0.8 47|5 -3 0 -8 0
2454 聯發科|半導體業|27 46 48|100 100 35 75|1.4 11541|62 18 1 -41 2
2455 全新|通信網路|168 126 73|91 91 3 11|1.8 1161|43 12 3 -57 -11
2457 飛宏|電子零組|-18 -9 0|68 88 -10 -15|1.1 353|7 -4 0 -3 17
2458 義隆|半導體業|26 36 22|94 94 9 20|0.7 419|35 14 -1 7 0
2459 敦吉|其他電子|-10 -10 -4|99 99 14 14|1.1 6|18 -12 0 -40 1
2460 建通|電子零組|-37 29 24|90 90 27 37|1.0 186|3 0 0 54 18
2461 光群雷|其他電子|2 1 10|83 88 -4 -3|1.1 21|7 -6 0 -3 -17
2462 良得電|電子零組|-42 -11 3|83 83 -6 -0|1.2 57|2 10 0 -18 -35
2464 盟立|其他電子|-45 -32 -9|88 92 4 -8|2.9 58|3 -5 -0 52 87
2465 麗臺|電腦及週|6 31 22|81 81 106 259|1.1 292|8 -1 0 -11 na
2467 志聖|電子零組|-12 -5 22|86 86 92 165|2.1 583|6 -0 -0 12 40
2468 華經|資訊服務|37 7 -6|66 80 -13 3|0.5 10|1 1 0 3 -5
2471 資通|資訊服務|-15 -2 -1|85 95 0 9|0.8 23|6 -9 0 -4 7
2472 立隆電|電子零組|-26 7 15|88 88 -5 9|1.0 68|5 3 -0 4 30
2474 可成|其他電子|-7 -11 7|99 99 6 13|0.9 333|34 -17 7 8 -5
2476 鉅祥|電子零組|-19 -3 9|90 90 16 52|1.2 428|7 -0 -0 9 44
2478 大毅|電子零組|-31 -0 2|92 92 -5 1|1.2 6|5 -3 0 -9 22
2480 敦陽科|資訊服務|1 2 -5|100 100 6 13|1.8 32|8 9 -0 -7 -19
2481 強茂|半導體業|-11 6 4|77 83 -14 -9|0.8 70|10 -1 -1 -13 6
