# 2024-10-01 全池(1211 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1558 伸興|電機機械|23 17 6|99 99 20 24|0.7 17|7 3 0 36 -4
1560 中砂|電機機械|5 12 7|87 87 -9 20|0.6 588|20 -4 1 -0 -3
1563 巧新|汽車工業|-2 -5 na|na na -18 na|0.4 18|2 -4 -1 na na
1565 精華|生技醫療|15 9 11|100 100 18 16|5.0 18|11 14 0 31 2
1568 倉佑|汽車工業|-23 -26 -1|77 83 -2 -3|0.2 5|2 -1 0 -29 5
1569 濱川|電腦及週|-12 -15 5|100 100 48 50|2.7 57|4 -1 0 230 -5
1570 力肯|電機機械|214 208 143|69 76 -1 -24|0.1 12|7 0 0 -19 7
1580 新麥|電機機械|-10 2 -9|97 97 -2 2|0.6 6|7 -7 0 -6 8
1582 信錦|電子零組|-8 7 -12|87 87 -4 20|0.8 252|19 0 1 12 15
1584 精剛|其他|21 31 4|88 88 14 9|1.2 188|4 -7 0 5 94
1587 吉茂|汽車工業|-10 0 8|56 56 -32 13|0.9 18|24 -1 0 -2 -4
1589 永冠-KY|電機機械|-8 -5 16|69 87 -4 -14|0.7 12|6 18 0 -8 -18
1590 亞德客-KY|電機機械|-5 -1 -13|76 76 -10 -21|2.0 519|73 -5 4 46 41
1591 駿吉-KY|電機機械|158 339 105|58 58 -31 -26|0.5 8|3 -1 0 -11 21
1597 直得|電機機械|34 18 34|83 83 21 32|0.4 190|5 1 0 -6 -15
1603 華電|電器電纜|11 31 1|74 74 -15 -13|0.4 12|2 3 0 -3 -12
1604 聲寶|電器電纜|13 3 0|95 95 -1 -1|0.7 6|9 1 0 8 -4
1605 華新|電器電纜|-2 3 7|89 89 -2 -7|2.0 341|18 18 -8 -4 -7
1608 華榮|電器電纜|39 38 21|74 74 -15 -9|0.3 59|4 11 0 -4 -28
1609 大亞|電器電纜|16 20 7|80 80 -7 14|0.4 362|12 3 0 -3 6
1611 中電|電器電纜|-13 -15 -6|80 80 -11 2|0.2 10|11 7 0 -3 -8
1612 宏泰|電器電纜|-26 2 -3|77 77 -8 2|0.4 25|15 -6 1 -6 -14
1615 大山|電器電纜|41 17 -11|85 85 -10 8|0.6 13|2 -8 0 -15 -1
1616 億泰|電器電纜|8 7 -6|80 80 -5 4|0.5 7|2 11 0 -18 -22
1617 榮星|電器電纜|14 26 15|75 75 -9 19|0.3 9|21 6 0 -6 14
1618 合機|電器電纜|-30 32 -10|73 73 -23 18|0.5 73|5 -1 0 -3 -14
1702 南僑|食品工業|1 3 -3|88 88 -4 1|1.2 28|15 1 -3 84 -12
1707 葡萄王|生技醫療|-15 -6 -7|94 94 -5 -5|0.7 23|13 2 0 16 8
1708 東鹼|化學工業|12 11 15|96 96 18 37|0.8 112|17 13 0 -19 -30
1709 和益|化學工業|33 16 5|95 95 6 28|0.7 59|4 8 0 9 -33
1710 東聯|化學工業|18 33 23|92 100 8 4|0.9 31|9 16 0 8 -17
1711 永光|化學工業|-4 5 -0|93 93 35 29|0.8 614|7 1 0 -2 31
1712 興農|化學工業|3 5 5|90 90 -5 10|0.4 16|17 -14 2 -12 1
1713 國化|化學工業|-18 7 -14|88 88 -10 14|0.4 6|5 -20 0 1 3
1717 長興|化學工業|-0 6 3|97 97 8 7|2.2 123|17 17 -0 70 -12
1720 生達|生技醫療|1 5 -0|85 85 -8 0|0.5 13|6 -24 1 17 11
1721 三晃|化學工業|11 42 34|100 100 74 74|0.7 117|9 5 0 42 -17
1722 台肥|化學工業|-3 -26 -8|86 88 -8 -7|0.9 99|11 4 -4 14 9
1723 中碳|化學工業|32 5 15|83 88 -6 -13|0.5 39|9 12 -0 40 -7
1725 元禎|化學工業|5 19 14|76 76 -14 18|0.3 6|0 -3 0 2 27
1727 中華化|化學工業|58 36 31|98 98 35 40|1.5 239|7 3 0 23 -14
1734 杏輝|生技醫療|23 20 15|86 86 -12 -11|0.5 9|8 -37 0 -6 33
1735 日勝化|化學工業|1 16 5|85 85 36 42|0.9 19|51 1 0 40 641
1736 喬山|運動休閒|24 23 8|96 96 72 98|1.9 82|10 5 1 -11 25
1737 臺鹽|食品工業|-6 -5 2|98 98 6 7|0.4 13|9 8 0 -56 5
1760 寶齡富錦|生技醫療|-2 10 -1|75 84 -10 -17|0.5 10|13 9 0 -6 -6
1773 勝一|化學工業|20 15 7|92 94 12 -6|1.2 150|7 -1 11 -33 51
1776 展宇|化學工業|-1 8 3|86 86 28 35|0.9 20|1 1 0 107 155
1777 生泰|生技醫療|-1 18 8|96 96 9 22|0.4 7|2 6 0 -13 -2
1784 訊聯|生技醫療|-5 -0 -10|68 68 -19 67|0.4 48|3 -6 0 -3 16
1785 光洋科|其他電子|34 32 5|89 89 -2 36|0.7 1411|11 -0 0 8 5
1786 科妍|生技醫療|7 8 -23|96 96 6 24|0.8 66|7 -4 0 2 39
1789 神隆|生技醫療|16 6 -13|87 87 -11 -8|0.7 7|5 -9 0 4 0
1795 美時|生技醫療|12 11 12|78 78 -12 -18|0.6 446|56 -1 -7 -1 6
1799 易威|生技醫療|306 325 174|42 42 -23 51|1.5 91|16 6 -1 na na
1802 台玻|玻璃陶瓷|-21 -12 -12|93 93 1 7|3.8 38|6 3 0 49 7
1805 寶徠|建材營造|-1 -35 -5|82 82 -1 -0|1.4 5|3 -12 0 na na
1806 冠軍|玻璃陶瓷|17 5 -14|86 86 -5 23|0.7 17|9 -5 3 10 9
1808 潤隆|建材營造|-92 -65 -5447|40 40 -53 -52|2.1 391|9 -8 0 -37 58
1809 中釉|玻璃陶瓷|-9 3 -1|65 80 -12 -13|1.7 15|5 2 0 3 20
1810 和成|玻璃陶瓷|-9 -4 -5|89 89 4 10|1.6 12|4 10 0 2 -8
1815 富喬|電子零組|58 50 46|77 77 -12 19|0.8 204|5 -5 0 21 -19
1817 凱撒衛|玻璃陶瓷|11 16 5|98 98 10 11|0.6 9|4 1 0 83 6
1903 士紙|造紙工業|-4 -17 -10|81 81 -8 -6|1.2 11|12 6 0 1 0
1904 正隆|造紙工業|3 4 -1|81 83 -15 -16|1.8 36|9 16 1 26 -16
1905 華紙|造紙工業|10 7 7|83 88 -5 -9|2.1 40|4 5 0 -4 -5
1907 永豐餘|造紙工業|9 11 6|95 100 5 11|1.9 32|13 16 1 -0 -0
1909 榮成|造紙工業|-3 4 5|91 91 4 -4|3.1 19|12 14 -0 -8 -9
2002 中鋼|鋼鐵工業|-3 -0 1|88 93 1 -9|2.1 444|15 5 -1 11 -1
2006 東和鋼鐵|鋼鐵工業|-1 1 -8|100 100 12 9|1.2 108|17 31 -19 -1 -33
2008 高興昌|鋼鐵工業|-10 9 21|81 81 24 37|0.5 5|8 7 0 -7 5
2009 第一銅|鋼鐵工業|19 32 9|76 76 -13 -9|3.9 47|3 -5 0 29 19
2010 春源|鋼鐵工業|13 9 3|81 81 -5 -16|1.9 9|8 -9 0 16 13
2014 中鴻|鋼鐵工業|-32 -17 -13|82 96 5 -8|6.4 51|5 1 6 37 -1
2015 豐興|鋼鐵工業|4 1 -1|98 98 6 20|1.2 31|12 19 20 2 -8
2017 官田鋼|鋼鐵工業|-3 2 -5|83 84 -11 -14|1.9 6|2 -2 0 -8 5
2020 美亞|鋼鐵工業|-24 -40 -23|75 75 -18 -20|0.9 8|3 5 0 1 -9
2022 聚亨|鋼鐵工業|-24 -19 -14|76 81 -10 -19|3.9 7|3 -8 0 17 52
2023 燁輝|鋼鐵工業|-18 -4 -10|87 100 3 -2|3.1 18|6 5 0 16 7
2025 千興|鋼鐵工業|13 8472 na|85 85 -4 -3|0.8 11|2 -10 0 na na
2027 大成鋼|鋼鐵工業|-15 -10 2|91 91 -1 -3|1.1 169|16 17 -18 -1 -9
2031 新光鋼|鋼鐵工業|-20 -18 -15|86 86 -3 -7|1.3 39|14 4 -0 -2 1
2033 佳大|鋼鐵工業|5 7 14|100 100 46 32|0.6 8|1 -0 0 226 23
2034 允強|鋼鐵工業|-9 -4 4|92 99 1 -1|1.7 10|8 11 0 32 12
2038 海光|鋼鐵工業|24 15 12|82 86 -4 -12|5.8 6|2 -8 0 15 -2
2049 上銀|電機機械|-5 -5 -2|76 82 2 -18|1.6 251|27 1 -0 3 15
2059 川湖|電子零組|89 95 44|75 80 -19 -18|1.2 957|18 -0 -3 8 -23
2061 風青|電器電纜|37 36 19|86 86 5 50|0.3 6|5 17 0 -10 2
2062 橋椿|居家生活|0 -4 -25|99 99 49 42|1.0 180|15 6 0 -19 7
2066 世德|電機機械|-2 -3 -0|72 72 -19 -14|0.5 16|11 -5 -1 4 -10
2069 運錩|鋼鐵工業|-8 -10 -1|98 98 25 18|2.0 11|2 10 0 39 -20
2070 精湛|電機機械|81 45 14|96 96 136 218|1.7 816|2 -0 0 -33 240
2101 南港|橡膠工業|25 17 -5|75 75 -10 16|0.4 111|8 -6 0 6 5
2102 泰豐|橡膠工業|58 31 81|90 90 6 26|1.5 13|7 -5 0 2 -54
2103 台橡|橡膠工業|21 28 17|96 96 3 2|1.1 16|27 10 -0 6 -10
2104 國際中橡|橡膠工業|5 18 19|81 92 -4 -5|1.2 17|11 14 -0 -16 -1
2105 正新|橡膠工業|2 1 0|86 86 8 7|1.5 250|15 -7 4 16 52
2106 建大|橡膠工業|-4 -2 -3|89 89 -10 -4|1.7 29|10 5 1 14 5
2107 厚生|橡膠工業|-8 5 12|91 91 1 2|0.3 6|8 -3 0 12 5
2108 南帝|橡膠工業|27 48 35|81 81 -2 11|0.4 14|8 -3 2 -5 -7
2109 華豐|橡膠工業|5 1 0|95 95 3 14|0.9 6|17 -10 0 -3 -6
2201 裕隆|汽車工業|9 11 -1|71 80 -7 -11|1.2 188|6 -4 0 5 12
2204 中華|汽車工業|-31 -1 -28|49 49 -43 -47|0.6 164|24 7 -11 36 9
2206 三陽工業|汽車工業|-7 -1 -9|86 86 -3 -0|0.5 95|8 9 0 -3 -10
2207 和泰車|汽車工業|-9 -3 -6|97 97 12 11|1.2 191|24 21 1 25 -0
2208 台船|航運業|-28 -36 -7|76 92 1 -6|0.5 35|5 2 0 -30 -2
2211 長榮鋼|鋼鐵工業|3 1 -2|76 76 -13 -11|0.6 84|5 -14 20 12 26
2227 裕日車|汽車工業|-9 -4 -7|67 87 -5 -4|1.1 5|41 2 0 na na
2228 劍麟|汽車工業|-4 -5 -14|92 92 0 12|2.3 267|8 -4 0 95 146
2230 泰茂|居家生活|128 112 -7|88 93 1 -1|1.7 59|4 -4 0 11 18
2231 為升|汽車工業|17 3 8|74 76 -15 -7|2.4 29|7 -5 -0 -9 19
2233 宇隆|汽車工業|-2 14 -1|92 92 15 22|0.8 493|12 -2 0 -5 52
2236 百達-KY|汽車工業|8 -5 -17|89 89 20 34|0.3 81|65 -1 0 4 -8
2241 艾姆勒|汽車工業|-21 -26 -42|62 62 -16 -13|1.5 32|8 -5 0 19 4
2243 宏旭-KY|汽車工業|34 371 243|91 91 58 101|1.1 93|27 -0 0 13 41
2247 汎德永業|汽車工業|-14 2 -1|87 87 -3 -8|1.0 14|5 -0 0 -23 -17
2250 IKKA-KY|汽車工業|-7 -2 -10|74 74 -5 2|0.9 42|7 0 0 7 25
2254 巨鎧精密-創|汽車工業|-20 210 109|na 81 -7 -15|0.8 23|25 -1 0 44 -29
2258 鴻華先進-創|汽車工業|497 710 -260|na 91 -4 2|1.5 22|0 3 0 na na
2301 光寶科|電腦及週|-9 -5 6|84 85 -7 -1|0.5 786|26 9 -8 -3 -13
2303 聯電|半導體業|9 4 8|93 93 -1 2|0.7 2124|33 -10 17 -3 19
2305 全友|電腦及週|28 26 -8|70 80 -10 -16|0.5 9|1 1 0 -9 2
2308 台達電|電子零組|4 2 3|89 89 1 17|0.8 3066|65 -0 -1 19 41
2312 金寶|其他電子|17 10 17|78 78 9 43|0.4 204|12 0 -0 -11 -10
2313 華通|電子零組|8 13 3|76 76 -17 -14|0.7 1208|17 -11 -1 17 8
2314 台揚|通信網路|-49 -52 7|71 85 -12 -12|0.5 17|2 2 0 na na
2316 楠梓電|電子零組|13 -9 2|81 81 -10 7|1.2 58|28 -7 0 -2 4
2317 鴻海|其他電子|33 24 19|83 83 -13 18|0.8 11161|39 -1 1 1 -3
2323 中環|光電業|-5 -5 -7|91 91 -6 4|0.6 78|10 -4 1 5 -13
2324 仁寶|電腦及週|3 -2 3|86 86 1 -5|0.9 376|42 8 3 -16 -1
2327 國巨*|電子零組|15 17 9|77 77 -18 1|1.3 1402|56 -5 -4 10 57
2328 廣宇|電子零組|-14 -13 1|88 88 -8 5|0.4 30|14 8 4 -0 -13
2329 華泰|半導體業|-13 -13 -29|49 58 -29 -38|0.9 91|9 1 -0 -2 -10
2330 台積電|半導體業|33 37 17|90 90 -3 20|0.9 31033|74 2 1 -3 34
2331 精英|電腦及週|13 -3 15|66 66 -25 -21|0.4 41|9 5 -0 -7 3
2332 友訊|通信網路|3 -3 10|94 97 2 8|0.6 39|10 16 0 1 -24
2337 旺宏|半導體業|4 5 24|77 89 -3 -4|0.5 194|17 -8 1 -11 -2
2338 光罩|半導體業|-4 0 -6|72 72 -25 -15|0.5 51|7 -13 2 -2 17
2340 台亞|半導體業|2 8 -4|75 86 -14 -5|0.7 60|12 -0 -0 -0 5
2342 茂矽|半導體業|24 27 29|92 96 0 4|1.5 12|6 25 0 -7 -11
2344 華邦電|半導體業|9 9 0|68 76 -20 -22|1.3 484|16 -20 0 2 19
2345 智邦|通信網路|27 20 12|92 92 -6 15|1.9 1358|65 1 1 7 -28
2347 聯強|電子通路|1 4 -3|80 80 -3 -8|1.5 426|34 5 -23 83 44
2348 海悅|其他|21 17 -109|47 47 -31 19|0.5 315|7 13 -6 -36 -41
2349 錸德|光電業|-10 -6 -7|80 80 -3 105|0.3 256|10 -0 0 na na
2351 順德|半導體業|7 6 10|85 85 8 37|1.4 438|24 3 1 0 -7
2352 佳世達|電腦及週|2 -1 4|80 90 -1 -10|0.6 156|10 -4 3 -13 -4
2353 宏碁|電腦及週|5 15 3|75 75 -10 -7|0.9 625|27 1 -9 4 -2
2354 鴻準|其他電子|-14 -4 32|88 88 -6 5|0.6 254|14 10 -0 -6 -31
2355 敬鵬|電子零組|-7 -4 -4|74 81 -17 -14|0.9 71|18 -15 0 -2 -1
2356 英業達|電腦及週|12 17 8|73 75 -21 -23|0.6 723|14 -16 6 -2 12
2357 華碩|電腦及週|18 22 11|96 96 19 35|0.9 1882|52 -7 10 -5 7
2359 所羅門|其他電子|3 -15 -0|82 82 -16 48|0.4 835|3 1 0 -16 8
2360 致茂|其他電子|11 18 13|98 98 20 54|1.4 1240|64 -15 11 279 -5
2362 藍天|電腦及週|17 35 17|95 95 12 47|1.8 196|10 0 0 32 41
2363 矽統|半導體業|11 46 -12|67 67 -15 29|1.7 381|7 -3 0 9 17
2364 倫飛|電腦及週|57 41 25|67 78 22 10|0.8 82|19 -2 0 -2 41
2365 昆盈|電腦及週|55 44 12|81 81 10 136|0.3 595|1 0 -0 -6 -6
2367 燿華|電子零組|21 23 11|80 80 -10 27|0.5 283|10 -6 0 -4 -15
2368 金像電|電子零組|30 34 9|72 85 -9 -17|0.5 768|15 -3 -2 -6 1
2369 菱生|半導體業|-11 -6 -12|67 76 -21 -24|0.5 15|14 -3 0 -3 -3
2371 大同|電機機械|6 4 -4|70 70 -16 -15|1.0 685|9 -5 -0 23 -7
2374 佳能|光電業|-1 18 -2|78 78 -8 45|0.3 158|5 -3 -0 1 10
2375 凱美|電子零組|10 12 7|87 91 -3 6|0.3 11|8 -5 0 -8 -4
2376 技嘉|電腦及週|107 121 7|69 80 -13 -21|0.6 1230|17 0 2 -7 -0
2377 微星|電腦及週|-3 5 -10|89 90 -2 5|0.6 437|24 -6 3 -23 17
2379 瑞昱|半導體業|15 16 0|81 84 -11 -14|1.1 1178|54 -20 1 6 -35
2382 廣達|電腦及週|43 37 28|79 79 -13 -4|1.1 5700|26 -12 3 -2 4
2383 台光電|電子零組|48 56 -3|83 88 -9 4|0.9 2484|28 3 3 8 -5
2385 群光|電子零組|12 3 6|64 77 -6 -24|1.4 601|32 -6 -7 6 -3
2387 精元|電腦及週|9 11 9|85 88 -7 -9|0.5 27|18 -23 3 4 1
2388 威盛|半導體業|70 6 -21|76 95 13 2|2.0 1914|9 -5 -0 48 21
2390 云辰|其他電子|12 10 6|77 93 -4 2|0.7 7|3 5 0 8 -4
2392 正崴|電子零組|9 15 6|71 71 -17 38|0.2 172|9 0 0 -7 -13
2393 億光|光電業|20 24 10|90 90 -1 35|0.8 200|28 10 -6 -23 -31
2395 研華|電腦及週|-2 -4 9|80 85 -12 -17|1.3 340|40 -27 0 12 -32
2397 友通|電腦及週|-35 -40 2|82 82 -4 13|0.2 38|23 7 0 -28 -18
2399 映泰|電腦及週|-31 4 5|100 100 44 39|1.8 732|4 -0 0 100 6
2401 凌陽|半導體業|18 23 5|82 82 -13 13|0.9 55|17 -5 0 3 8
2402 毅嘉|電子零組|12 16 8|93 93 17 21|0.6 288|6 -6 -0 -4 11
2404 漢唐|其他電子|-5 -9 -3|72 72 -20 -22|0.7 293|23 6 -10 6 2
2405 輔信|電腦及週|-21 -4 -7|73 73 -12 5|0.2 52|6 -3 0 -9 4
2406 國碩|光電業|167 197 109|75 75 -24 10|0.9 28|9 -7 0 -1 8
2408 南亞科|半導體業|9 19 -6|58 62 -38 -32|1.0 609|11 -21 -4 20 25
2409 友達|光電業|11 13 -8|91 91 -1 -5|0.7 467|25 7 2 -14 -21
2412 中華電|通信網路|4 1 -1|98 98 6 0|0.7 725|16 11 4 -2 -6
2417 圓剛|電腦及週|-0 2 2|77 77 -16 2|0.4 57|2 1 0 -12 5
2419 仲琦|通信網路|18 21 41|80 80 -3 -7|0.2 24|3 6 1 -8 -21
2420 新巨|電子零組|24 15 16|100 100 17 49|1.0 193|8 0 1 -8 78
2421 建準|電子零組|24 20 18|68 76 -14 -27|0.5 142|18 2 -0 -10 -11
2423 固緯|其他電子|-16 -1 1|88 88 -6 3|1.1 9|6 -15 0 20 11
2424 隴華|通信網路|162 44 -15|93 93 117 120|0.8 6|2 12 0 na na
2425 承啟|電腦及週|-11 -23 -25|83 89 17 -4|1.2 97|4 0 0 -4 6
2426 鼎元|光電業|15 12 1|91 91 15 24|1.3 122|9 -2 0 -7 86
2427 三商電|資訊服務|-26 -4 -35|76 76 -17 -4|0.2 13|3 -6 0 2 11
2428 興勤|電子零組|7 9 10|96 96 0 6|0.7 55|16 10 0 4 -13
2429 銘旺科|光電業|-35 -52 -0|64 64 -30 49|0.3 17|1 -9 0 na na
2436 偉詮電|半導體業|-6 3 -11|82 95 3 3|6.7 23|5 -3 2 60 77
2438 翔耀|光電業|187 158 48|56 56 -31 114|0.3 21|2 -0 0 na na
2439 美律|通信網路|74 52 27|92 92 -8 9|0.9 356|30 -10 7 -10 24
2441 超豐|半導體業|9 12 -2|94 94 -3 -4|0.7 38|13 -14 2 11 -21
2442 新美齊|建材營造|655 231 -1088|72 72 -12 3|0.3 62|2 -12 0 0 32
2444 兆勁|通信網路|-10 -20 -3|87 87 1 27|0.6 8|5 4 0 na na
2449 京元電子|半導體業|12 13 7|83 83 -6 5|1.0 1628|28 -7 -6 16 27
2451 創見|半導體業|4 -8 -10|76 76 -14 7|1.3 129|9 -18 22 4 23
2453 凌群|資訊服務|7 12 2|77 77 -15 -15|0.2 18|8 2 0 -9 -10
2454 聯發科|半導體業|-2 18 -7|81 81 -12 4|1.3 8311|59 -14 9 9 31
2455 全新|通信網路|7 20 -54|84 84 -7 -2|2.9 695|22 -5 3 -6 86
2457 飛宏|電子零組|-4 -21 -3|67 78 -15 -22|1.0 42|9 6 1 -2 -16
2458 義隆|半導體業|-0 1 -25|85 85 -6 -6|1.0 270|26 -19 11 -1 45
2460 建通|電子零組|7 30 3|71 79 -10 -20|0.6 8|2 2 0 1 -8
2461 光群雷|其他電子|-10 -9 -6|88 88 -7 -8|0.5 7|6 -8 0 -3 8
2462 良得電|電子零組|2 16 12|78 90 -9 -7|0.4 5|2 4 0 -4 -16
2464 盟立|其他電子|-2 -8 13|86 86 -2 50|0.4 1227|2 -1 0 6 19
2465 麗臺|電腦及週|44 9 -11|57 65 -25 -24|0.4 31|1 6 0 -7 -15
2467 志聖|電子零組|-2 56 35|86 86 4 65|0.4 1113|12 -2 -1 -0 92
2472 立隆電|電子零組|23 23 13|85 85 -9 3|0.4 45|8 -16 0 1 21
2474 可成|其他電子|18 2 24|99 99 6 14|0.9 588|33 15 -7 -19 -35
2476 鉅祥|電子零組|23 21 18|80 80 -15 19|0.4 169|12 -7 0 4 18
2477 美隆電|其他電子|49 24 20|87 87 38 40|0.9 84|23 0 0 92 60
2478 大毅|電子零組|15 13 8|89 89 -1 11|0.5 10|6 -1 0 10 5
2480 敦陽科|資訊服務|1 1 0|99 99 5 1|0.6 12|5 29 0 -2 -21
