# 2025-03-03 全池(1152 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1582 信錦|電子零組|2 8 3|87 87 10 -6|0.7 85|18 26 2 -7 -22
1584 精剛|其他|9 -7 -12|64 68 -16 -33|1.1 32|1 -1 0 1 -4
1586 和勤|電機機械|-24 -9 -14|88 95 4 -0|0.7 6|2 0 0 -3 0
1587 吉茂|汽車工業|5 14 11|45 69 -10 -29|0.4 10|22 13 0 -2 -26
1589 永冠-KY|電機機械|-21 -4 13|63 88 -2 -2|0.8 7|6 29 0 -13 -17
1590 亞德客-KY|電機機械|-22 -2 2|79 94 17 9|1.5 971|76 21 0 -12 47
1591 駿吉-KY|電機機械|-56 146 -148|68 90 7 2|0.3 26|4 4 0 -10 -9
1595 川寶|半導體業|-42 4 34|57 57 -11 12|0.2 16|1 -1 0 -2 -6
1597 直得|電機機械|-5 7 7|80 80 9 -3|0.3 329|5 -2 0 4 -10
1598 岱宇|運動休閒|14 7 11|92 92 9 13|1.7 24|6 5 0 7 0
1603 華電|電器電纜|-15 17 5|70 90 -5 -10|1.0 6|2 -3 0 2 -15
1605 華新|電器電纜|4 9 13|71 79 -3 -19|3.0 1486|18 -5 2 37 34
1608 華榮|電器電纜|-6 1 -15|63 82 -6 -18|3.5 113|2 -11 -0 36 178
1609 大亞|電器電纜|-8 3 -8|66 78 -11 -23|1.6 118|12 -8 0 4 14
1611 中電|電器電纜|-22 -22 -6|74 88 -11 -12|0.6 6|11 8 0 -1 -9
1612 宏泰|電器電纜|28 10 -3|76 93 -2 -7|1.1 22|14 -0 -1 5 -9
1616 億泰|電器電纜|14 4 -8|71 84 -12 -1|1.1 8|3 -5 0 13 6
1618 合機|電器電纜|-51 11 -4|75 91 1 -4|3.1 114|1 -1 0 -4 -17
1702 南僑|食品工業|5 5 2|80 84 -5 -7|0.7 21|14 -0 -1 17 6
1707 葡萄王|生技醫療|-12 -7 -11|97 97 -3 7|0.7 17|16 -2 -0 -3 -3
1708 東鹼|化學工業|-4 4 -5|92 92 -6 -1|3.1 53|16 -1 0 36 -4
1709 和益|化學工業|14 4 -7|83 86 -2 -7|0.9 8|3 2 -2 15 -30
1710 東聯|化學工業|-13 6 -5|83 86 -1 -9|4.5 30|8 -16 -0 129 13
1711 永光|化學工業|-9 4 2|75 75 -9 -14|0.7 26|8 -0 -1 2 -28
1712 興農|化學工業|-7 -8 -7|99 99 5 10|3.2 23|16 6 -4 19 -7
1713 國化|化學工業|-21 -1 -9|90 93 14 -7|0.5 5|5 -8 0 -2 -3
1717 長興|化學工業|-14 -0 0|82 82 -6 -8|0.9 28|15 -12 -0 5 -3
1720 生達|生技醫療|-18 -3 -8|82 93 -4 -6|1.4 13|4 -2 -1 -1 -26
1721 三晃|化學工業|-22 -19 -25|60 60 -18 -5|1.2 16|8 -13 0 24 -4
1722 台肥|化學工業|-12 -2 9|82 89 -6 -10|0.7 59|11 -10 0 -4 -9
1723 中碳|化學工業|17 6 8|79 96 0 -1|1.4 16|8 8 0 6 0
1727 中華化|化學工業|-0 1 -20|69 69 -19 -14|0.7 13|5 -3 -2 -0 -19
1732 毛寶|化學工業|-1 5 0|85 85 2 -0|0.5 11|1 -2 0 -17 7
1733 五鼎|生技醫療|-11 7 -2|83 96 5 2|1.4 8|6 11 0 -26 -12
1734 杏輝|生技醫療|-12 3 -1|83 86 1 -13|0.7 5|4 1 0 -4 8
1736 喬山|運動休閒|45 40 14|96 96 19 53|1.5 115|10 -10 1 51 -15
1760 寶齡富錦|生技醫療|-26 -6 -10|75 89 -7 -11|0.9 14|12 4 0 3 -14
1773 勝一|化學工業|-16 3 -6|84 86 -7 -4|1.6 40|7 -6 -14 43 -20
1777 生泰|生技醫療|18 8 -11|98 99 0 9|3.8 6|2 4 0 57 -3
1783 和康生|生技醫療|32 37 25|100 100 20 14|1.5 13|9 12 0 34 15
1784 訊聯|生技醫療|-16 10 5|56 76 -12 -26|0.4 15|3 -1 0 1 -12
1785 光洋科|其他電子|-0 28 3|82 86 -1 -4|0.6 171|13 -6 -0 4 -5
1786 科妍|生技醫療|1 16 -7|90 90 30 -6|1.0 95|6 2 0 8 -8
1789 神隆|生技醫療|-18 -14 -22|78 89 -2 -9|1.3 11|4 -21 0 -2 -2
1795 美時|生技醫療|9 3 -10|80 92 -5 -6|0.8 465|57 1 -0 -1 -12
1799 易威|生技醫療|205 219 29|30 31 1 -68|0.7 19|15 -0 -3 na na
1802 台玻|玻璃陶瓷|-21 -7 4|79 79 -19 2|1.6 253|5 -8 -2 23 23
1808 潤隆|建材營造|-73 -89 -593|28 28 -9 -67|0.9 50|8 -22 0 6 3
1809 中釉|玻璃陶瓷|-22 -2 2|55 81 -14 -11|0.6 13|2 -7 0 4 -11
1810 和成|玻璃陶瓷|-16 -5 -1|78 88 -4 -6|0.6 6|4 7 -1 0 2
1815 富喬|電子零組|80 97 51|94 94 16 47|1.5 2212|4 -1 0 -7 1
1817 凱撒衛|玻璃陶瓷|-19 -3 -8|100 100 13 23|1.6 22|4 1 0 -72 -2
1903 士紙|造紙工業|-5 -3 6|73 85 -8 -12|4.1 10|12 -27 0 2 24
1904 正隆|造紙工業|-15 2 -2|68 78 -10 -22|0.7 16|9 -4 0 6 3
1905 華紙|造紙工業|-20 -9 -5|70 77 -8 -12|0.9 14|4 1 0 -7 -5
1907 永豐餘|造紙工業|-14 1 -2|90 90 -3 -3|0.9 16|13 -2 0 -2 -4
1909 榮成|造紙工業|-27 -6 -4|73 79 -7 -15|1.0 14|11 -3 -2 -9 2
2002 中鋼|鋼鐵工業|-19 -7 -3|94 99 9 7|2.3 907|15 21 2 18 -3
2006 東和鋼鐵|鋼鐵工業|-20 -12 -5|93 93 4 -4|1.1 69|15 -15 -4 14 -8
2007 燁興|鋼鐵工業|25 29 -13|85 94 8 6|1.9 9|0 2 0 -17 -34
2009 第一銅|鋼鐵工業|-34 -7 -19|68 84 -0 -6|4.0 211|1 -5 -0 21 29
2010 春源|鋼鐵工業|-10 10 1|84 99 2 4|1.5 14|7 4 0 29 -6
2013 中鋼構|鋼鐵工業|25 19 10|81 97 -1 -2|1.4 8|8 0 0 6 26
2014 中鴻|鋼鐵工業|-48 -35 -10|96 97 15 25|4.4 496|6 4 2 20 4
2015 豐興|鋼鐵工業|-37 -10 -2|83 83 -7 -13|1.7 36|12 10 -43 9 -31
2017 官田鋼|鋼鐵工業|9 8 -3|80 94 6 -3|3.1 12|2 -5 0 -1 21
2020 美亞|鋼鐵工業|-51 -35 -6|77 96 2 8|3.3 29|3 2 0 60 -1
2022 聚亨|鋼鐵工業|0 13 20|80 95 8 2|1.6 18|3 -1 0 47 16
2023 燁輝|鋼鐵工業|-12 -5 -3|99 99 10 12|1.8 65|6 6 0 18 1
2025 千興|鋼鐵工業|-60 92 na|79 88 -0 -9|0.6 11|1 -3 0 na na
2027 大成鋼|鋼鐵工業|6 2 10|99 99 38 36|3.0 2683|21 7 5 33 -26
2028 威致|鋼鐵工業|-45 -28 -23|81 87 5 -0|1.5 9|1 -4 0 20 56
2029 盛餘|鋼鐵工業|-1 12 4|84 96 2 1|1.8 11|68 -9 0 39 30
2030 彰源|鋼鐵工業|-26 -5 2|96 96 1 4|1.5 15|3 8 -2 15 -17
2031 新光鋼|鋼鐵工業|-5 -4 8|75 85 2 -13|1.5 77|12 -5 4 12 38
2032 新鋼|鋼鐵工業|-12 2 -0|95 95 35 36|6.1 33|1 -0 0 52 74
2033 佳大|鋼鐵工業|19 10 12|85 85 -2 39|0.5 6|3 7 -2 -13 -42
2034 允強|鋼鐵工業|13 24 26|98 98 31 17|4.4 306|6 -1 0 491 79
2038 海光|鋼鐵工業|-2 6 5|87 96 11 11|2.5 56|1 -2 -0 9 23
2049 上銀|電機機械|6 10 11|83 83 29 42|1.2 3980|29 -1 4 8 -16
2059 川湖|電子零組|88 77 -2|98 98 38 58|1.6 2410|21 6 3 -39 2
2062 橋椿|居家生活|-45 -29 -19|78 78 3 -19|0.7 24|10 -0 0 6 -21
2065 世豐|鋼鐵工業|-12 -10 -11|83 89 8 -9|3.3 10|2 -3 0 68 42
2066 世德|電機機械|-3 -12 -11|73 92 -5 -3|2.0 33|12 -2 3 2 18
2069 運錩|鋼鐵工業|-0 -2 7|91 91 -1 4|2.1 12|3 3 0 -3 2
2070 精湛|電機機械|-17 -21 -38|57 57 -22 -21|0.1 17|2 -2 0 9 1
2101 南港|橡膠工業|-5 1 -83|74 88 -2 -10|0.9 65|8 3 0 -0 8
2103 台橡|橡膠工業|6 14 -3|86 86 -7 -6|0.7 18|26 -11 -1 11 5
2104 國際中橡|橡膠工業|-2 -7 -8|67 76 -19 -24|4.3 29|10 -13 -0 -9 -3
2105 正新|橡膠工業|-15 -5 -1|85 94 1 1|1.0 155|13 -7 4 15 2
2106 建大|橡膠工業|7 -2 -1|81 89 -4 -10|0.8 9|9 -1 0 2 -5
2108 南帝|橡膠工業|4 27 0|73 85 -4 -13|0.9 8|7 2 -3 -2 -4
2201 裕隆|汽車工業|-21 -13 -15|66 81 -16 -10|0.6 84|7 6 -4 -5 -14
2204 中華|汽車工業|-44 -37 -32|53 87 -13 -3|0.4 124|19 3 -0 -6 -1
2206 三陽工業|汽車工業|-28 -9 -5|82 90 -4 -8|0.5 35|9 12 -1 -1 -12
2207 和泰車|汽車工業|-5 -1 2|87 87 -3 -5|1.4 115|23 -10 4 11 9
2208 台船|航運業|-15 -19 11|88 92 0 -9|2.1 21|5 12 -1 na -16
2211 長榮鋼|鋼鐵工業|48 66 40|60 74 -9 -24|0.3 83|9 1 -0 1 -44
2228 劍麟|汽車工業|2 0 -3|80 80 -6 -2|0.9 14|8 2 0 -1 -7
2230 泰茂|居家生活|130 254 80|61 67 -26 -27|0.3 54|2 -3 0 1 5
2231 為升|汽車工業|-17 23 17|68 82 -16 -7|1.3 51|6 -15 1 -7 23
2233 宇隆|汽車工業|-17 -5 -11|77 77 12 54|0.3 514|6 -8 0 46 88
2236 百達-KY|汽車工業|544 205 159|89 89 7 21|0.7 70|64 3 0 -26 -3
2241 艾姆勒|汽車工業|-8 -18 2|57 83 -3 5|1.1 12|9 21 0 -0 -11
2247 汎德永業|汽車工業|-17 26 17|93 100 7 4|2.2 13|5 4 4 25 -14
2250 IKKA-KY|汽車工業|-7 -10 -9|84 84 39 34|0.6 241|6 0 0 6 1
2254 巨鎧精密-創|汽車工業|91 142 59|73 73 -17 -20|0.1 20|25 -1 0 -4 100
2258 鴻華先進-創|汽車工業|2462 971 -180|94 94 16 14|0.8 58|0 1 0 na na
2301 光寶科|電腦及週|23 11 16|92 98 2 2|1.6 684|29 23 -2 -16 -19
2302 麗正|半導體業|51 51 38|96 96 11 23|0.7 20|5 17 0 17 -16
2303 聯電|半導體業|4 8 2|76 79 -4 -19|0.8 1508|24 -0 1 -13 -6
2305 全友|電腦及週|-17 -10 -28|48 65 -21 -34|0.7 9|2 -5 0 13 -12
2308 台達電|電子零組|15 15 10|89 89 1 -3|1.4 3170|66 -17 -3 67 6
2312 金寶|其他電子|36 19 12|76 76 -21 10|0.4 250|14 -6 0 5 -18
2313 華通|電子零組|-9 -0 -8|72 79 4 -14|0.7 516|16 -5 -2 -6 2
2314 台揚|通信網路|-32 -4 35|82 82 4 19|0.5 51|1 -1 0 na na
2316 楠梓電|電子零組|-11 -5 2|77 83 -11 -3|1.0 43|29 0 0 -0 -14
2317 鴻海|其他電子|3 16 1|75 77 -16 -6|1.1 7825|35 -17 -1 2 -25
2324 仁寶|電腦及週|-14 -9 -4|92 94 -3 10|1.2 459|45 3 2 -19 -24
2327 國巨*|電子零組|2 5 -6|67 82 1 -17|1.4 1719|50 -4 1 -0 5
2328 廣宇|電子零組|12 -6 6|100 100 17 30|2.7 219|16 8 0 102 -17
2329 華泰|半導體業|-15 -11 -7|43 78 -3 -15|1.2 96|7 -5 0 5 5
2330 台積電|半導體業|36 43 6|90 90 1 9|1.3 38223|73 -12 1 5 1
2331 精英|電腦及週|16 5 12|57 81 -12 -20|2.2 29|9 -5 0 0 -5
2332 友訊|通信網路|-8 -5 3|74 74 -9 8|0.5 230|16 0 -0 -9 -18
2337 旺宏|半導體業|4 4 8|72 78 -3 -22|1.8 338|13 -4 1 4 11
2338 光罩|半導體業|-21 -6 -7|55 71 -21 -27|2.4 45|6 -12 0 8 -9
2340 台亞|半導體業|-12 5 -2|60 67 -16 -30|2.4 37|11 -5 0 9 -5
2342 茂矽|半導體業|48 73 38|84 84 -12 -4|0.5 7|8 13 0 -2 -25
2344 華邦電|半導體業|-5 -3 -10|67 78 7 -20|2.0 1517|12 -3 -0 84 55
2345 智邦|通信網路|113 97 58|84 84 4 26|1.2 4661|60 -12 -1 0 177
2347 聯強|電子通路|-29 -12 -14|78 91 -8 -2|0.9 166|30 -1 -25 4 -30
2348 海悅|其他|-51 -15 -82|52 71 8 -26|0.4 147|1 -10 9 33 14
2349 錸德|光電業|-21 -19 -12|64 74 -20 -26|0.6 43|12 8 0 na na
2351 順德|半導體業|-9 1 3|55 55 -12 -32|1.5 83|15 -12 0 17 -17
2352 佳世達|電腦及週|2 6 6|77 92 -6 -0|1.7 61|11 16 -2 6 -5
2353 宏碁|電腦及週|-1 5 -5|68 87 -1 -14|0.9 343|22 8 -4 -4 -6
2354 鴻準|其他電子|147 251 204|77 77 -10 9|0.3 785|21 -4 -0 -3 -17
2355 敬鵬|電子零組|-22 -14 -9|71 86 -7 -13|2.7 39|15 -7 -0 11 3
2356 英業達|電腦及週|4 36 11|76 86 -9 1|0.8 803|13 -14 1 0 15
2357 華碩|電腦及週|3 22 3|94 94 8 21|0.9 2258|50 1 6 -8 -35
2359 所羅門|其他電子|63 29 33|88 89 14 -5|0.9 886|5 2 0 5 -1
2360 致茂|其他電子|59 41 20|72 72 -19 0|0.8 977|67 12 -13 -12 1
2362 藍天|電腦及週|-34 -6 -13|74 74 -15 -18|1.4 55|10 -1 0 6 -13
2363 矽統|半導體業|1079 1167 759|60 75 -11 -9|0.5 262|6 7 -0 -1 -17
2364 倫飛|電腦及週|55 28 8|69 71 3 -30|1.1 26|18 2 0 -17 5
2365 昆盈|電腦及週|-18 6 -17|74 80 7 -21|2.3 145|2 0 0 6 -2
2367 燿華|電子零組|-0 18 -3|69 76 -10 -18|0.7 173|9 -6 0 4 3
2368 金像電|電子零組|5 16 -9|79 89 14 3|0.6 1265|15 -4 0 5 -49
2369 菱生|半導體業|-20 -14 -6|62 81 -4 -11|1.2 13|13 11 0 2 -20
2371 大同|電機機械|6 -14 -11|61 80 -12 -9|1.2 448|7 -5 0 2 10
2374 佳能|光電業|14 26 2|84 84 25 16|0.5 1115|5 -2 -0 6 34
2375 凱美|電子零組|1 5 -1|77 77 1 -6|0.2 62|6 2 0 7 -11
2376 技嘉|電腦及週|25 34 -66|70 85 -9 -3|0.6 831|15 3 -1 -10 -5
2377 微星|電腦及週|2 4 -3|92 92 7 3|1.2 1307|26 12 1 21 -39
2379 瑞昱|半導體業|35 24 6|95 98 15 7|0.8 1320|51 -1 6 1 -2
2382 廣達|電腦及週|95 60 22|73 76 -16 -9|1.3 6146|22 -10 -3 4 -13
2383 台光電|電子零組|56 52 -4|99 99 34 44|2.1 3051|38 -1 1 -24 429
2385 群光|電子零組|-2 2 0|65 95 3 -1|0.7 321|26 -9 -9 15 -2
2387 精元|電腦及週|-13 2 -2|100 100 10 18|4.5 32|22 6 -1 47 2
2388 威盛|半導體業|-2 13 -10|63 63 -17 -34|0.4 350|8 7 -1 -2 -24
2390 云辰|其他電子|6 7 -1|79 87 -4 -4|1.0 5|2 1 0 -12 -2
2392 正崴|電子零組|11 8 -3|75 77 -23 -3|0.4 124|9 6 0 -3 -9
2393 億光|光電業|-1 6 -11|93 93 6 5|0.3 114|23 8 -2 -4 -16
2395 研華|電腦及週|15 10 15|96 96 15 16|1.4 881|39 2 6 1 -49
2397 友通|電腦及週|34 36 52|86 92 3 3|2.1 21|26 15 0 -5 -5
2399 映泰|電腦及週|-34 -26 -10|58 58 -19 1|0.8 54|7 -6 -1 11 -5
2401 凌陽|半導體業|-2 6 -7|73 88 -2 -12|0.7 79|14 3 2 -2 -13
2402 毅嘉|電子零組|16 15 3|88 88 -6 -12|1.4 89|8 -3 -0 11 2
2404 漢唐|其他電子|-15 -24 4|82 82 5 23|0.7 652|25 -2 -9 -8 -13
2405 輔信|電腦及週|-23 -18 -14|79 95 4 -5|1.1 115|4 -0 0 12 1
2406 國碩|光電業|-40 -32 -122|54 72 -17 -29|2.1 12|7 -13 0 4 9
2408 南亞科|半導體業|-29 -28 -40|51 71 5 -29|3.2 2283|10 -4 2 18 -2
2409 友達|光電業|17 15 1|79 85 -7 -12|1.4 424|23 -6 0 -3 5
2412 中華電|通信網路|1 5 2|100 100 4 3|1.5 771|15 4 2 -25 8
2413 環科|電子零組|-28 -12 19|80 81 -13 11|0.3 6|3 9 0 -3 -18
2415 錩新|電子零組|-18 -15 -13|86 86 4 14|0.6 11|2 7 0 2 -6
2417 圓剛|電腦及週|-0 -1 -1|83 87 17 -2|0.7 267|1 0 0 4 -10
2419 仲琦|通信網路|11 -2 -12|74 78 -21 -8|0.4 21|2 15 -1 -11 -31
2420 新巨|電子零組|-14 4 -0|82 82 -5 1|1.2 15|8 4 -8 -4 -26
2421 建準|電子零組|7 18 7|67 86 -9 -4|0.6 92|18 9 -0 -11 -10
2423 固緯|其他電子|-20 -14 -5|96 96 1 16|0.4 6|6 15 0 2 -13
2425 承啟|電腦及週|4 4 15|73 73 -5 5|1.5 27|7 -2 0 10 0
2426 鼎元|光電業|-10 -8 -11|79 79 -14 8|0.3 33|8 9 0 0 -10
2427 三商電|資訊服務|-1 -2 -27|79 92 3 -4|0.3 58|3 1 0 -1 -6
2428 興勤|電子零組|14 16 9|90 91 2 -4|0.9 37|15 -4 0 -3 41
2429 銘旺科|光電業|422 141 132|83 97 29 8|1.6 93|5 6 0 23 61
2431 聯昌|電子零組|-46 -25 7|71 71 -12 13|0.6 10|7 9 0 -13 -5
2436 偉詮電|半導體業|-1 7 3|78 81 3 -2|0.4 45|6 15 -1 -3 -34
2438 翔耀|光電業|-10 446 207|42 56 -18 -43|0.6 6|1 -16 0 na na
2439 美律|通信網路|-15 5 -14|82 83 5 -10|1.8 203|17 -1 -0 18 -13
2441 超豐|半導體業|4 9 -1|97 97 11 7|1.0 81|12 15 14 -2 -28
2442 新美齊|建材營造|1 -12 -161|71 79 1 -19|1.1 26|2 6 0 -3 -4
2444 兆勁|通信網路|-12 -15 8|87 87 -11 26|0.5 23|4 -1 0 na na
2449 京元電子|半導體業|21 19 7|73 73 -18 -14|1.0 1701|26 -5 -6 3 -19
2451 創見|半導體業|-16 -8 -1|66 84 -6 -15|0.5 40|8 2 -10 9 -6
2453 凌群|資訊服務|5 6 -3|86 86 14 8|0.4 204|6 0 0 6 -9
2454 聯發科|半導體業|15 5 -15|94 94 17 24|1.4 12459|60 1 0 13 -39
2455 全新|通信網路|-6 -16 -43|72 80 -15 4|0.7 643|25 -6 -5 20 -20
2457 飛宏|電子零組|-12 9 20|54 77 -21 -16|0.7 31|9 3 -1 -3 -31
2458 義隆|半導體業|5 -1 -6|91 95 4 10|0.9 347|25 -0 1 7 -32
2461 光群雷|其他電子|-8 -9 -6|80 85 -6 -14|2.0 6|5 14 0 -8 -21
2464 盟立|其他電子|6 -1 10|81 85 -1 -10|0.7 336|4 2 0 5 -18
2465 麗臺|電腦及週|-19 -4 -3|46 71 2 -33|2.6 36|1 -0 0 -4 -100
2466 冠西電|光電業|-22 19 8|82 82 124 108|0.5 84|11 -0 0 7 10
2467 志聖|電子零組|22 26 -13|68 68 -18 -32|0.6 125|9 -9 -0 5 11
2468 華經|資訊服務|53 50 39|85 85 55 42|0.8 448|4 0 0 38 14
2471 資通|資訊服務|14 9 0|87 87 16 8|0.2 163|4 -0 0 48 31
2472 立隆電|電子零組|4 11 -3|85 85 11 11|0.3 343|13 0 -0 -24 -3
2474 可成|其他電子|5 35 27|89 89 11 -9|0.9 522|35 3 -5 -22 -4
2476 鉅祥|電子零組|2 11 -2|81 85 5 -15|1.0 174|9 2 0 9 31
2477 美隆電|其他電子|13 11 -2|73 73 -14 6|2.7 14|24 -4 -1 9 -13
2478 大毅|電子零組|-13 13 6|76 83 -5 -12|0.8 5|5 3 0 -15 -22
2480 敦陽科|資訊服務|22 21 16|100 100 29 36|0.8 94|10 10 1 19 -5
2481 強茂|半導體業|7 4 6|83 89 3 -1|1.7 60|12 19 3 -12 -18
2484 希華|電子零組|3 -6 -1|76 89 -2 -9|1.1 5|5 2 0 -2 -9
2485 兆赫|通信網路|-66 -65 -5|63 80 -15 -17|1.0 8|6 -7 0 2 5
2486 一詮|光電業|-7 0 -6|71 77 -13 4|0.6 480|6 -1 0 8 -5
2488 漢平|其他電子|17 55 20|90 90 -4 14|1.8 32|13 -9 0 0 38
