# 2024-03-01 全池(1192 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1339 昭輝|汽車工業|53 22 11|100 100 16 66|1.3 18|5 22 0 -1 -6
1342 八貫|其他|-30 -15 -10|81 100 13 18|4.1 29|44 3 0 -14 -5
1402 遠東新|紡織纖維|22 12 12|98 98 5 12|0.9 112|16 18 1 4 -20
1409 新纖|紡織纖維|32 20 27|87 97 -2 -2|1.1 17|12 3 0 14 -3
1432 大魯閣|運動休閒|-17 -3 -18|93 93 26 37|1.8 28|4 3 0 na na
1434 福懋|紡織纖維|-4 -13 4|88 91 -7 -8|0.7 18|7 -9 0 25 8
1436 華友聯|建材營造|76 52 -476|100 100 18 37|1.0 7|1 12 0 29 -2
1438 三地開發|建材營造|-100 -63 na|92 92 57 63|1.8 21|1 4 0 25 27
1440 南紡|紡織纖維|5 -16 -6|86 90 -5 3|0.7 11|7 -4 0 9 -0
1442 名軒|建材營造|7063 77394 57489|97 97 2 14|0.8 10|5 4 -0 -4 -24
1444 力麗|紡織纖維|2 -17 12|92 93 -5 -2|1.1 12|6 7 0 7 -15
1445 大宇|紡織纖維|-15 -19 -13|100 100 28 21|2.2 8|3 10 0 -21 -30
1449 佳和|紡織纖維|204 93 62|87 87 -10 18|0.7 24|8 7 0 -3 3
1455 集盛|紡織纖維|84 50 50|100 100 13 33|1.9 9|3 5 0 22 2
1471 首利|電子零組|86 33 9|69 69 -10 -22|1.2 21|2 3 0 0 na
1476 儒鴻|紡織纖維|25 12 26|95 95 -3 14|1.3 336|41 1 -10 -18 -1
1477 聚陽|紡織纖維|15 15 10|93 93 1 12|0.5 350|36 -14 -9 -26 -8
1503 士電|電機機械|24 5 -1|98 98 77 44|2.8 2694|31 3 0 47 -20
1504 東元|電機機械|9 -0 -4|82 93 3 -2|1.6 325|12 -1 2 -9 -31
1513 中興電|電機機械|9 17 -1|100 100 44 52|3.7 4543|14 2 0 23 19
1514 亞力|電機機械|23 39 17|100 100 66 110|2.2 1595|20 1 0 6 24
1515 力山|電機機械|266 209 109|80 80 -17 40|0.6 52|13 3 0 -1 -7
1519 華城|電機機械|267 157 53|96 96 102 84|0.3 5889|22 2 0 -35 -30
1522 堤維西|汽車工業|23 7 4|100 100 30 58|3.6 206|19 14 -0 -17 -26
1524 耿鼎|汽車工業|71 40 18|95 95 23 65|1.6 141|6 4 0 -5 -30
1527 鑽全|電機機械|12 -1 21|96 98 2 5|1.2 6|9 7 0 2 -30
1528 恩德|電機機械|-6 -6 -8|82 90 27 16|0.5 89|2 0 0 -11 -7
1529 樂事綠能|電機機械|-35 86 -118|74 97 12 5|1.8 83|1 0 0 -6 -2
1532 勤美|電機機械|66 56 22|92 92 -0 8|0.8 33|14 -5 -2 -5 -0
1533 車王電|汽車工業|-11 -21 -46|76 88 -8 -5|0.9 6|6 12 0 -6 -13
1535 中宇|電機機械|19 24 10|100 100 20 27|3.7 8|1 4 0 173 -21
1536 和大|汽車工業|3 -10 -2|75 82 -12 -16|4.5 80|8 -15 -1 36 8
1537 廣隆|電機機械|29 20 26|99 100 0 2|1.4 10|17 -15 0 -30 -12
1558 伸興|電機機械|38 18 1|85 90 -2 1|1.1 7|7 -2 0 18 -20
1560 中砂|電機機械|16 5 10|93 93 43 100|1.7 1189|18 1 -0 -3 9
1565 精華|生技醫療|22 9 16|80 99 6 5|1.5 32|11 7 0 -2 -15
1568 倉佑|汽車工業|21 -19 -1|88 88 6 31|1.2 25|3 9 0 -5 -26
1569 濱川|電腦及週|-27 -24 2|100 100 12 16|1.9 8|3 8 0 -7 -13
1570 力肯|電機機械|37 -19 9|100 100 27 23|0.9 6|2 -5 0 18 10
1580 新麥|電機機械|68 33 11|98 98 0 26|1.3 11|8 3 0 -6 -13
1582 信錦|電子零組|53 34 31|83 83 -1 33|0.2 115|17 -5 0 -2 38
1584 精剛|其他|39 27 -40|83 89 -3 0|0.5 36|1 4 0 -5 -6
1589 永冠-KY|電機機械|15 -8 -8|69 100 16 4|4.1 30|4 -4 0 13 12
1590 亞德客-KY|電機機械|96 43 17|98 99 14 33|1.5 731|73 -12 1 177 55
1591 駿吉-KY|電機機械|58 11 76|100 100 60 55|0.5 39|18 4 0 -10 -38
1598 岱宇|運動休閒|-20 -3 -11|64 84 -11 -1|1.7 6|5 6 0 -3 -10
1603 華電|電器電纜|85 18 -17|89 89 -1 7|1.2 41|5 6 -1 -11 -7
1604 聲寶|電器電纜|2 -1 -1|88 97 2 5|0.8 7|10 -12 -5 17 -7
1605 華新|電器電纜|-11 -5 -10|64 90 -7 -2|0.6 263|17 10 -3 -6 -2
1608 華榮|電器電纜|22 13 20|93 98 15 11|1.9 20|3 18 0 -4 -9
1609 大亞|電器電纜|36 22 18|96 98 11 6|2.2 366|12 8 -0 -6 -20
1611 中電|電器電纜|15 6 15|81 97 3 -1|1.1 10|12 14 0 -7 -15
1612 宏泰|電器電纜|-7 -3 -2|90 90 9 9|0.4 29|16 -5 0 -15 -13
1615 大山|電器電纜|42 20 -1|100 100 29 38|0.6 16|1 7 0 -31 33
1616 億泰|電器電纜|22 28 15|89 89 24 36|0.4 22|3 1 0 na na
1618 合機|電器電纜|69 105 21|97 97 30 45|1.6 114|6 1 -0 55 6
1701 中化|生技醫療|18 1 -3|87 92 -8 3|0.4 10|9 19 0 -1 -29
1702 南僑|食品工業|25 13 -1|100 100 10 15|1.3 25|13 9 0 -30 -18
1707 葡萄王|生技醫療|18 9 4|84 98 2 2|1.3 35|14 -17 -0 -4 -8
1708 東鹼|化學工業|7 -4 18|76 91 -0 -3|0.7 13|7 11 -0 -7 -13
1709 和益|化學工業|9 12 16|83 97 1 -1|1.9 6|3 14 0 -3 -24
1710 東聯|化學工業|37 17 14|81 92 -3 -6|3.0 16|8 -11 -0 18 0
1711 永光|化學工業|28 8 13|97 98 7 11|7.2 17|8 -1 0 10 4
1712 興農|化學工業|-6 -1 14|99 99 13 16|3.7 29|13 -2 -0 -21 8
1713 國化|化學工業|68 44 45|88 88 3 32|1.3 25|4 2 0 4 46
1717 長興|化學工業|56 15 20|92 98 6 10|4.8 52|14 -2 -0 66 24
1720 生達|生技醫療|30 12 1|89 95 -3 6|1.2 36|5 9 -0 -8 -13
1721 三晃|化學工業|17 -5 15|88 88 2 25|4.5 13|2 2 0 9 2
1722 台肥|化學工業|13 -15 -19|96 96 6 10|0.6 89|12 12 -5 -16 -16
1723 中碳|化學工業|-24 -12 6|92 92 -4 1|1.1 24|9 -23 2 12 31
1727 中華化|化學工業|-1 -17 6|74 92 9 6|6.9 11|2 0 0 10 -5
1731 美吾華|生技醫療|53 27 14|100 100 10 18|1.6 10|3 3 0 32 -23
1732 毛寶|化學工業|26 9 9|82 82 8 25|0.2 17|1 -2 0 13 56
1733 五鼎|生技醫療|36 -2 19|77 77 14 22|0.5 30|7 4 0 -31 -25
1734 杏輝|生技醫療|33 11 3|89 97 -3 1|0.9 11|6 9 0 -1 -9
1736 喬山|運動休閒|10 11 -6|83 84 -6 -13|0.7 14|7 -5 0 -2 -4
1737 臺鹽|食品工業|5 -4 -0|92 100 2 -1|1.1 7|8 1 0 6 -31
1752 南光|生技醫療|36 -1 -18|63 81 -16 -9|0.3 10|1 4 0 -2 -7
1760 寶齡富錦|生技醫療|66 27 37|55 83 -17 -1|0.5 31|11 15 0 -6 -14
1762 中化生|生技醫療|-73 -35 -29|50 80 -18 -20|0.9 14|2 -6 0 10 4
1773 勝一|化學工業|27 11 19|98 98 14 21|4.3 103|5 9 0 36 -1
1783 和康生|生技醫療|18 0 -4|70 82 -4 -13|0.8 6|7 14 0 -2 -14
1784 訊聯|生技醫療|49 20 -0|85 91 5 -3|1.3 11|5 6 0 -0 -14
1785 光洋科|其他電子|79 39 36|99 99 10 21|1.9 169|11 4 -0 12 -34
1786 科妍|生技醫療|108 58 22|96 100 13 2|2.1 35|3 10 -1 23 -43
1789 神隆|生技醫療|17 11 10|75 91 -5 -7|1.0 11|4 -6 0 -11 5
1795 美時|生技醫療|-1 4 -19|85 96 13 13|1.4 1119|66 1 -2 -8 -12
1799 易威|生技醫療|-18 64 -9|99 99 34 155|1.4 13|14 -0 0 na na
1802 台玻|玻璃陶瓷|48 18 8|76 83 -4 -11|0.7 35|6 14 -1 -2 -13
1805 寶徠|建材營造|-17 -19 -150|100 100 55 45|1.7 7|1 5 0 na na
1806 冠軍|玻璃陶瓷|124 57 36|95 95 29 31|1.5 23|9 1 0 49 33
1808 潤隆|建材營造|-71 3034 -7280|91 91 6 26|0.7 76|6 -2 -5 26 12
1809 中釉|玻璃陶瓷|76 31 28|99 99 110 124|2.1 130|8 3 0 58 -1
1810 和成|玻璃陶瓷|45 18 15|63 81 -4 -16|0.8 10|3 16 0 -2 -25
1815 富喬|電子零組|-16 -26 3|92 92 10 37|2.7 204|1 1 0 9 -18
1903 士紙|造紙工業|5 4 -3|70 85 -6 -11|0.6 8|12 7 0 -2 -10
1904 正隆|造紙工業|27 12 11|83 96 -2 4|0.7 17|9 -6 -0 -8 -15
1905 華紙|造紙工業|31 9 15|71 90 5 -2|0.5 35|3 8 0 -7 -10
1907 永豐餘|造紙工業|42 15 16|77 86 -4 -5|0.3 33|14 -28 -1 0 -31
1909 榮成|造紙工業|41 9 14|75 92 -5 -6|0.9 14|11 -6 0 -4 0
2002 中鋼|鋼鐵工業|22 3 16|79 90 -7 -8|0.8 331|17 -17 -0 1 15
2006 東和鋼鐵|鋼鐵工業|55 31 20|100 100 12 31|1.3 106|18 25 -3 -38 -8
2007 燁興|鋼鐵工業|6 -6 15|77 77 -3 11|0.3 9|1 1 0 6 -7
2009 第一銅|鋼鐵工業|54 35 33|82 93 5 6|0.5 24|1 17 0 10 -37
2010 春源|鋼鐵工業|48 18 23|91 91 4 1|0.5 8|8 5 1 -7 -6
2014 中鴻|鋼鐵工業|18 16 19|79 82 -1 1|0.3 77|6 -5 -1 -10 -2
2015 豐興|鋼鐵工業|59 14 15|96 99 5 2|1.1 10|11 5 9 -2 0
2017 官田鋼|鋼鐵工業|2 19 27|80 91 -2 4|0.6 14|1 -2 0 3 -5
2020 美亞|鋼鐵工業|48 13 -1|100 100 19 39|1.1 30|8 19 0 25 -22
2022 聚亨|鋼鐵工業|44 5 9|71 83 -3 -11|0.4 6|3 7 0 -6 -5
2023 燁輝|鋼鐵工業|32 20 26|82 82 -9 2|0.5 23|6 2 -0 -8 -3
2025 千興|鋼鐵工業|299 195 -40|97 97 36 80|2.4 32|3 4 0 na na
2027 大成鋼|鋼鐵工業|-22 -14 -1|89 91 -5 -1|0.6 104|16 -3 -2 -0 8
2029 盛餘|鋼鐵工業|45 50 36|89 89 -0 17|0.6 10|69 -4 0 13 -12
2030 彰源|鋼鐵工業|36 7 20|85 92 2 3|0.8 6|3 19 0 -13 -7
2031 新光鋼|鋼鐵工業|67 29 25|100 100 38 44|1.8 171|17 8 1 108 -7
2034 允強|鋼鐵工業|-3 -3 3|86 91 -5 -7|1.3 12|8 -8 0 -24 -1
2038 海光|鋼鐵工業|56 21 27|84 84 11 12|0.3 10|2 3 0 -1 -14
2049 上銀|電機機械|24 13 23|92 92 5 19|1.9 347|29 2 5 32 -3
2059 川湖|電子零組|64 21 38|100 100 61 51|1.4 2423|17 5 1 6 -6
2062 橋椿|居家生活|157 65 51|97 97 22 37|2.5 24|10 5 4 109 -19
2065 世豐|鋼鐵工業|5 -3 5|99 99 10 15|3.6 10|3 8 0 82 45
2066 世德|電機機械|1 -0 2|92 99 3 16|1.3 17|12 7 0 16 5
2101 南港|橡膠工業|35 28 15|87 87 2 2|1.1 69|8 -10 0 -2 12
2103 台橡|橡膠工業|22 12 15|80 92 -6 -3|1.2 20|24 -23 -1 6 -8
2104 國際中橡|橡膠工業|6 -11 10|79 89 -9 -10|1.3 23|11 -15 -0 1 18
2105 正新|橡膠工業|43 15 11|97 97 -0 17|0.5 143|17 30 2 -8 -30
2106 建大|橡膠工業|17 11 17|94 94 -4 1|0.8 11|7 5 -1 -8 -17
2108 南帝|橡膠工業|18 4 18|79 90 -7 -2|1.1 7|8 -9 -2 3 -11
2201 裕隆|汽車工業|15 11 1|80 82 -8 -16|0.9 255|6 1 -0 -4 -6
2204 中華|汽車工業|66 49 13|98 98 21 39|0.7 356|26 5 3 -12 -31
2206 三陽工業|汽車工業|43 26 -6|82 100 7 6|2.3 166|9 17 0 -13 -22
2207 和泰車|汽車工業|48 21 0|78 93 -3 -5|1.2 139|25 4 1 -24 10
2208 台船|航運業|-35 -26 -34|68 77 -12 -17|1.1 65|5 -5 0 -2 11
2211 長榮鋼|鋼鐵工業|72 23 12|89 89 32 54|0.6 128|6 -4 2 11 7
2227 裕日車|汽車工業|35 7 -22|85 88 -11 -9|1.7 8|41 -6 0 na na
2228 劍麟|汽車工業|25 18 3|88 88 -2 4|1.4 12|8 -3 0 -1 -2
2230 泰茂|居家生活|326 156 96|99 99 14 38|1.1 137|6 -3 0 -1 56
2231 為升|汽車工業|16 -3 -19|71 88 -6 -7|1.3 24|6 -3 -0 1 4
2233 宇隆|汽車工業|44 26 20|93 93 -3 38|1.3 45|17 10 -1 -32 1
2236 百達-KY|汽車工業|12 10 -19|84 84 -7 9|1.3 37|65 3 0 -6 145
2241 艾姆勒|汽車工業|19 43 8|71 71 -6 -19|1.2 19|18 -2 0 3 19
2243 宏旭-KY|汽車工業|-72 41 15|68 80 -4 14|0.2 6|27 1 0 -9 -3
2247 汎德永業|汽車工業|44 10 -14|87 95 -2 -1|1.2 14|5 -1 -0 17 -10
2250 IKKA-KY|汽車工業|36 21 15|100 100 18 43|1.5 11|9 6 0 8 64
2254 巨鎧精密-創|汽車工業|75 4 na|na na -6 na|1.4 9|25 5 0 na na
2258 鴻華先進-創|汽車工業|516 645 na|na na -6 na|1.2 35|0 7 0 na na
2301 光寶科|電腦及週|-7 -11 2|72 82 5 -19|1.6 1570|34 -18 -2 17 138
2302 麗正|半導體業|0 -20 -8|88 96 10 8|2.4 8|2 9 0 7 -6
2303 聯電|半導體業|-3 -13 7|90 90 -2 4|0.8 2790|31 -15 -0 -1 11
2305 全友|電腦及週|193 86 57|100 100 24 42|4.1 14|2 12 0 3 -36
2308 台達電|電子零組|10 -1 -6|79 84 -7 -15|1.0 1756|62 -14 -1 2 -17
2312 金寶|其他電子|-13 -18 -6|86 90 -2 -6|0.6 66|10 -13 -0 -1 20
2313 華通|電子零組|18 5 14|93 93 7 65|1.6 1692|28 -2 -1 -1 16
2314 台揚|通信網路|-69 -69 -39|64 79 -11 -15|0.5 30|1 -2 0 -100 na
2316 楠梓電|電子零組|20 -3 21|76 90 0 6|0.6 41|25 5 -1 -10 -7
2317 鴻海|其他電子|-21 -10 1|91 95 0 -4|1.1 2106|38 3 -1 -2 -17
2323 中環|光電業|15 6 7|72 86 1 -14|0.5 39|8 9 0 1 -14
2324 仁寶|電腦及週|2 1 7|91 91 21 12|0.7 863|45 -7 1 -25 -20
2327 國巨*|電子零組|18 4 12|89 89 -1 17|1.8 822|51 -16 -4 32 7
2328 廣宇|電子零組|-17 -14 -13|75 85 -6 -12|1.1 32|12 -11 -0 -3 11
2329 華泰|半導體業|46 35 21|86 86 48 59|1.4 3221|16 -0 -0 -12 50
2330 台積電|半導體業|8 -3 2|99 99 22 25|1.1 25347|74 17 -0 16 -68
2331 精英|電腦及週|-27 -18 16|79 79 10 -19|1.2 130|14 -1 -0 13 -8
2332 友訊|通信網路|-20 -17 -8|74 76 1 -24|1.0 65|8 -13 0 -1 17
2337 旺宏|半導體業|-13 -26 8|81 81 -0 -19|0.6 203|14 -24 -2 4 25
2338 光罩|半導體業|46 15 16|74 90 2 -1|1.2 57|7 8 -2 -4 -12
2340 台亞|半導體業|24 22 24|73 80 -15 -16|1.3 53|13 -2 0 -12 -11
2342 茂矽|半導體業|-8 -28 2|67 83 -12 -14|1.0 10|0 3 0 -4 -1
2344 華邦電|半導體業|31 10 22|90 90 3 10|0.5 612|22 -4 -3 3 19
2345 智邦|通信網路|-6 -5 -15|89 89 -4 6|1.5 1634|67 8 -12 -25 5
2347 聯強|電子通路|47 20 21|99 99 12 27|1.1 213|29 26 5 95 -22
2348 海悅|其他|641 330 237|100 100 18 49|1.1 24|3 22 0 -3 1
2351 順德|半導體業|11 -3 2|77 84 -11 1|0.6 47|15 -15 -3 3 6
2352 佳世達|電腦及週|3 -5 8|81 98 8 5|0.5 351|13 1 0 -2 14
2353 宏碁|電腦及週|12 7 14|85 85 31 26|0.5 1730|37 -6 0 -18 16
2354 鴻準|其他電子|-63 -67 -51|81 81 -7 -11|1.0 81|17 -9 -0 -3 10
2355 敬鵬|電子零組|15 5 7|93 93 6 30|1.1 468|23 -9 0 23 68
2356 英業達|電腦及週|18 9 11|78 96 37 3|0.5 2529|21 -0 -0 -18 -3
2357 華碩|電腦及週|34 6 9|93 93 21 13|0.9 1545|57 -12 -4 -38 0
2359 所羅門|其他電子|-23 -14 1|91 94 9 -6|1.1 55|3 -3 0 -11 -4
2360 致茂|其他電子|5 1 12|79 83 10 -18|2.0 731|66 -5 2 26 68
2362 藍天|電腦及週|17 24 -4|84 84 20 27|0.3 110|5 2 0 -5 -36
2363 矽統|半導體業|70 8 -29|75 75 -5 27|1.5 517|5 -1 -0 5 -5
2364 倫飛|電腦及週|25 19 2|65 65 -21 21|0.5 30|16 -5 0 -4 -5
2365 昆盈|電腦及週|58 43 46|100 100 113 125|0.3 254|5 0 0 51 29
2367 燿華|電子零組|29 10 18|96 96 8 25|1.7 163|7 0 -0 7 13
2368 金像電|電子零組|69 24 25|95 95 24 25|1.0 2440|23 5 1 -25 -49
2369 菱生|半導體業|22 16 13|93 93 14 41|1.2 549|16 -1 0 54 22
2371 大同|電機機械|-5 20 -31|94 100 32 4|2.6 913|13 -4 -0 -17 6
2374 佳能|光電業|48 22 22|95 95 -2 12|0.6 32|11 6 -0 -33 -27
2375 凱美|電子零組|54 13 22|84 85 -11 5|0.8 19|6 -8 0 2 14
2376 技嘉|電腦及週|106 66 23|95 95 57 2|1.1 7674|23 2 2 -6 -8
2377 微星|電腦及週|25 14 5|94 94 14 19|0.6 704|33 -3 -3 -12 12
2379 瑞昱|半導體業|60 25 30|99 99 26 41|2.1 1905|47 7 8 64 9
2382 廣達|電腦及週|-19 -13 1|87 89 21 -5|0.8 8130|26 -2 -4 -4 -0
2383 台光電|電子零組|104 67 48|91 91 24 19|1.2 3352|30 5 2 -4 -39
2385 群光|電子零組|9 -4 7|98 98 20 82|1.1 548|37 8 2 83 -8
2387 精元|電腦及週|54 6 8|99 99 17 44|1.0 111|21 20 1 -21 -20
2388 威盛|半導體業|43 78 30|74 74 -18 14|0.3 929|9 -2 -0 -1 20
2390 云辰|其他電子|10 8 -3|81 81 -15 10|0.6 20|3 -5 0 -9 1
2392 正崴|電子零組|4 9 13|89 89 6 1|0.8 60|18 -3 -0 -26 -8
2393 億光|光電業|16 5 11|100 100 11 12|1.3 57|29 1 0 1 -15
2395 研華|電腦及週|-12 -12 -6|96 100 13 12|1.3 505|42 20 -0 -50 84
2399 映泰|電腦及週|15 6 -2|93 97 13 10|1.8 62|4 5 0 6 -38
2401 凌陽|半導體業|42 31 35|89 89 -9 2|0.6 100|17 1 0 -2 -9
2402 毅嘉|電子零組|13 8 -6|72 72 -1 -20|0.8 125|6 4 0 -5 -18
2404 漢唐|其他電子|-1 7 -55|100 100 20 37|1.1 236|28 -5 6 5 9
2405 輔信|電腦及週|5 15 15|95 95 16 41|2.0 224|15 6 0 1 -15
2406 國碩|光電業|56 28 57|86 100 7 13|1.5 17|7 17 0 5 -33
2408 南亞科|半導體業|36 24 52|83 83 -5 -1|1.0 925|17 -14 -5 -33 21
2409 友達|光電業|16 18 7|83 89 5 -4|0.6 529|23 -7 -3 -10 -28
2412 中華電|通信網路|1 4 1|98 99 1 3|1.5 736|16 -18 -1 17 53
2413 環科|電子零組|19 -12 -17|72 95 9 6|0.5 11|1 16 0 -3 -24
2417 圓剛|電腦及週|29 0 12|98 98 0 89|2.3 67|5 3 0 28 -2
2419 仲琦|通信網路|-34 -30 -5|59 78 2 -22|0.4 39|1 -1 0 -4 -1
2420 新巨|電子零組|7 -11 6|100 100 11 17|3.4 17|6 12 -0 -15 -28
2421 建準|電子零組|46 8 8|87 95 40 -1|1.1 2549|23 1 -0 -16 4
2423 固緯|其他電子|-8 7 1|93 93 17 23|0.7 21|7 7 0 -32 35
2425 承啟|電腦及週|35 24 8|81 91 8 -0|1.0 67|6 1 0 -5 -23
2426 鼎元|光電業|29 26 26|89 95 2 8|1.2 17|11 13 0 -8 1
2427 三商電|資訊服務|22 19 8|76 80 -13 7|0.4 17|3 1 0 -2 1
2428 興勤|電子零組|7 1 3|100 100 19 15|1.9 83|14 4 0 13 -16
2431 聯昌|電子零組|1 -19 16|98 98 28 35|2.7 25|1 -1 0 127 66
2436 偉詮電|半導體業|63 30 15|84 84 -12 -9|0.6 94|8 7 0 -6 -40
2438 翔耀|光電業|500 146 134|84 93 -1 3|4.1 6|1 2 0 na na
2439 美律|通信網路|31 21 14|97 97 8 35|1.4 157|24 4 -0 29 12
2440 太空梭|電子零組|248 95 72|89 89 17 -9|2.1 11|1 3 0 -30 na
2441 超豐|半導體業|39 25 29|94 94 2 8|1.0 29|14 5 -8 1 -12
2442 新美齊|建材營造|2139 4668 3433|98 98 14 44|1.0 50|5 7 0 3 21
2449 京元電子|半導體業|9 1 9|94 94 11 16|1.8 784|38 -0 1 -10 -16
2450 神腦|通信網路|-7 -6 -7|95 95 -1 7|1.2 8|3 -4 -0 -55 -20
2451 創見|半導體業|37 16 22|99 99 3 16|1.2 31|13 -4 -0 -0 -34
2453 凌群|資訊服務|1 8 1|72 92 3 6|0.6 54|4 -5 0 -7 -3
2454 聯發科|半導體業|99 44 49|97 97 22 60|2.0 8977|61 15 -0 -22 -8
2455 全新|通信網路|148 110 76|100 100 7 20|1.6 738|39 10 4 -15 -32
2457 飛宏|電子零組|13 -13 -6|72 85 -4 -13|1.1 323|8 0 0 -5 1
2458 義隆|半導體業|22 47 38|97 97 13 41|1.6 366|35 15 -1 -23 -1
2459 敦吉|其他電子|-5 -8 -3|99 99 13 14|1.2 6|18 -14 0 -42 1
2460 建通|電子零組|97 44 37|99 99 48 54|2.3 167|4 -0 0 74 -9
2461 光群雷|其他電子|-1 -3 7|85 90 -8 -0|0.9 20|7 -12 0 -4 -9
2462 良得電|電子零組|34 2 12|91 91 1 12|2.0 24|2 14 0 -24 -22
2464 盟立|其他電子|-29 -24 -5|92 94 9 -3|3.8 26|3 -4 -1 56 22
2465 麗臺|電腦及週|68 63 59|100 100 178 307|0.5 247|10 3 0 -21 na
2467 志聖|電子零組|16 -0 28|92 92 129 177|1.8 518|7 -1 -0 22 91
2468 華經|資訊服務|29 -10 -19|69 83 -1 3|0.8 9|1 1 0 1 -13
2471 資通|資訊服務|-25 3 2|86 95 2 8|0.9 22|5 -14 0 -2 3
2472 立隆電|電子零組|39 15 21|96 96 16 27|0.7 67|5 8 -0 3 -7
2474 可成|其他電子|10 -25 -4|98 98 3 14|0.8 249|35 -9 6 7 -8
2476 鉅祥|電子零組|25 -2 9|98 98 33 75|1.5 370|7 -4 -0 15 40
2480 敦陽科|資訊服務|2 -2 -11|100 100 4 11|2.7 27|7 1 -0 -4 -17
2481 強茂|半導體業|19 12 10|81 88 -2 -3|0.3 58|10 -0 -0 -6 -3
2482 連宇|其他電子|-67 -56 -113|46 64 -16 -31|0.6 14|1 4 0 -2 -8
2484 希華|電子零組|-10 -11 15|95 96 6 10|3.6 54|6 0 0 -6 -8
2485 兆赫|通信網路|-7 -29 -22|72 72 -7 -19|0.7 25|6 4 -1 -2 -18
2486 一詮|光電業|39 30 25|91 91 12 22|0.7 442|5 0 -0 -4 3
2488 漢平|其他電子|8 -4 15|98 98 9 24|2.5 14|9 21 0 -19 -27
2489 瑞軒|光電業|42 27 15|89 89 26 21|1.5 73|12 -1 0 41 208
2492 華新科|電子零組|21 11 12|79 79 -8 15|0.8 276|12 -16 -0 8 47
2493 揚博|電子零組|3 3 4|97 97 19 36|1.3 40|10 9 -0 -9 -13
2495 普安|電腦及週|-1 -15 -15|92 99 19 16|6.3 20|18 -4 0 22 3
2497 怡利電|汽車工業|13 3 -6|70 81 -12 -10|0.9 20|1 10 -1 -3 -14
2498 宏達電|通信網路|5 5 2|73 89 1 -7|0.7 228|10 -11 -0 -2 11
2501 國建|建材營造|102 39 0|95 95 15 22|0.6 30|8 -1 1 45 -14
2504 國產|建材營造|47 16 8|100 100 27 26|2.1 124|16 36 1 -16 -38
