# 2022-07-01 全池(977 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1529 樂事綠能|電機機械|-31 92 -3|49 49 -31 -21|0.2 13|1 -0 0 -2 51
1532 勤美|電機機械|-4 -6 -38|85 85 -10 -4|0.9 8|12 -6 0 -4 -5
1533 車王電|汽車工業|-11 -3 -9|75 75 -10 -8|0.3 134|6 1 0 -5 -6
1536 和大|汽車工業|2 10 -4|54 67 -24 -33|1.7 51|12 15 -0 -20 -16
1537 廣隆|電機機械|5 2 21|90 96 -2 -2|0.8 9|17 -4 -9 8 -9
1539 巨庭|電機機械|-14 3 -23|74 74 36 20|1.8 115|2 -0 0 -27 90
1540 喬福|電機機械|30 58 42|90 90 2 -1|0.3 6|1 -1 0 19 10
1541 錩泰|電機機械|-34 -4 -18|67 67 -10 -11|0.5 24|10 0 0 1 107
1558 伸興|電機機械|-13 -22 1|86 93 -1 -4|1.2 6|8 11 0 1 -4
1560 中砂|電機機械|18 18 1|79 79 3 28|1.3 4588|17 -1 1 -43 121
1565 精華|生技醫療|-13 -5 -14|63 76 -12 -18|1.5 20|27 -3 -16 1 4
1568 倉佑|汽車工業|44 12 12|73 73 11 -4|0.6 90|2 0 0 -8 300
1569 濱川|電腦及週|45 54 33|78 80 -10 -8|0.3 13|5 -2 0 -8 31
1580 新麥|電機機械|12 -4 -18|89 89 -8 -9|1.0 10|7 -9 0 2 73
1582 信錦|電子零組|17 8 1|84 91 -8 -5|0.9 8|11 3 0 -1 -18
1584 精剛|其他|88 84 2|67 67 -1 -4|0.2 25|2 0 0 -7 5
1587 吉茂|汽車工業|14 10 -7|82 85 -3 -12|0.4 7|21 1 0 -27 -22
1589 永冠-KY|電機機械|14 -3 3|75 77 -15 -9|0.5 31|5 3 0 2 -4
1590 亞德客-KY|電機機械|19 10 -5|84 89 5 -6|0.9 766|79 6 2 -50 -20
1591 駿吉-KY|電機機械|25 8 31|72 72 -21 27|0.2 15|19 4 0 -38 -2
1597 直得|電機機械|1 -11 -27|58 78 -11 -18|0.5 8|3 2 0 -8 -24
1598 岱宇|運動休閒|-48 -46 -6|43 78 -8 -20|2.8 9|4 4 -0 -18 -12
1599 宏佳騰|電機機械|-6 15 1|70 70 -22 -11|0.3 7|12 -12 0 -7 31
1603 華電|電器電纜|38 38 18|80 80 -12 -4|0.4 11|2 -6 0 5 10
1604 聲寶|電器電纜|0 9 -7|90 90 -9 -2|2.3 8|10 -7 -0 8 -13
1605 華新|電器電纜|38 40 -9|75 75 27 38|0.4 2570|25 -2 0 -2 -4
1608 華榮|電器電纜|16 12 -25|49 66 -29 -28|0.6 14|1 -0 0 -21 -4
1609 大亞|電器電纜|2 9 -23|82 82 -15 2|1.2 135|10 -3 0 -9 30
1611 中電|電器電纜|-3 -7 5|87 88 1 -11|1.2 236|15 3 0 13 -11
1612 宏泰|電器電纜|-14 -8 -36|61 61 -37 -24|0.8 30|14 -4 0 -33 -9
1701 中化|生技醫療|-3 4 5|76 76 -4 -5|0.2 15|12 9 0 -25 17
1702 南僑|食品工業|4 0 -4|90 94 -3 -6|0.7 11|14 2 -0 -16 6
1707 葡萄王|生技醫療|10 8 1|81 85 -5 -15|0.9 20|11 4 0 -14 -14
1708 東鹼|化學工業|84 82 14|61 61 -26 30|0.1 392|19 10 0 -28 -47
1709 和益|化學工業|20 13 1|71 71 -20 -1|0.3 36|5 3 0 -24 -11
1710 東聯|化學工業|-28 -20 -43|69 80 -20 -16|1.0 17|8 7 -0 -9 -16
1711 永光|化學工業|2 2 -12|63 67 -25 -28|0.5 43|8 1 0 -9 -6
1712 興農|化學工業|27 27 10|77 77 -9 11|0.2 43|12 -3 0 -29 4
1717 長興|化學工業|4 5 -13|78 79 -13 -14|0.3 79|13 16 1 -19 -32
1720 生達|生技醫療|14 11 3|95 95 5 4|1.0 27|6 20 0 -16 -9
1721 三晃|化學工業|42 39 21|51 55 -33 -45|0.4 27|4 5 0 -18 -6
1722 台肥|化學工業|58 58 -3|75 75 -19 -10|0.4 183|16 8 -6 -18 -5
1723 中碳|化學工業|43 54 -9|89 89 -3 -3|0.6 91|12 -1 0 -18 -4
1727 中華化|化學工業|32 30 1|53 59 -38 -38|0.3 48|3 2 0 -25 29
1731 美吾華|生技醫療|-19 -12 -20|80 80 -10 -8|0.5 5|1 -3 0 -4 -32
1732 毛寶|化學工業|-4 -7 -5|53 53 -45 -17|0.2 30|4 4 0 -18 3
1733 五鼎|生技醫療|24 19 13|96 96 5 9|1.9 15|6 8 0 11 -27
1734 杏輝|生技醫療|27 20 12|66 87 -0 -0|0.5 45|7 24 0 -11 -29
1736 喬山|運動休閒|9 1 0|63 90 -1 -6|1.2 8|7 16 0 -10 -15
1737 臺鹽|食品工業|-18 2 -21|93 93 -4 -1|0.8 6|9 -18 0 -2 2
1760 寶齡富錦|生技醫療|53 55 20|76 76 15 73|2.0 454|6 -3 0 32 64
1762 中化生|生技醫療|-36 79 32|60 73 -9 -23|0.2 23|4 2 0 -11 -7
1773 勝一|化學工業|5 17 -25|78 78 -22 10|1.8 134|6 -11 0 -27 28
1783 和康生|生技醫療|22 16 -12|59 83 2 -16|8.0 8|6 -1 0 27 13
1785 光洋科|其他電子|11 0 -8|68 72 -26 -22|0.8 80|7 6 0 -22 -6
1788 杏昌|生技醫療|236 83 56|86 86 2 3|0.8 15|11 -0 0 107 54
1789 神隆|生技醫療|33 9 7|92 92 5 2|1.0 39|4 17 0 -7 -19
1795 美時|生技醫療|-25 -10 -9|90 90 8 48|2.1 2828|67 1 2 -11 3
1802 台玻|玻璃陶瓷|-18 -21 -30|41 70 -27 -30|1.7 97|8 -8 -7 -19 15
1808 潤隆|建材營造|-88 -88 -80|93 93 11 20|0.3 16|3 -28 0 1 20
1815 富喬|電子零組|-12 -8 -49|56 69 -21 -31|0.8 12|3 -8 0 -12 6
1903 士紙|造紙工業|-83 -60 -53|74 86 -8 -14|0.8 6|19 -1 0 -11 -8
1904 正隆|造紙工業|-0 3 -5|58 74 -23 -24|1.7 62|7 -11 -6 -12 5
1905 華紙|造紙工業|11 6 -5|52 69 -25 -32|0.6 25|3 16 0 -13 -20
1906 寶隆|造紙工業|1383 2931 1943|85 91 -5 -5|0.9 26|3 13 0 15 -15
1907 永豐餘|造紙工業|-11 -10 -11|53 68 -27 -32|0.9 35|15 -2 -0 -7 1
1909 榮成|造紙工業|-18 21 -2|49 66 -25 -34|0.8 41|10 -9 -0 -13 -6
2002 中鋼|鋼鐵工業|9 15 -25|72 72 -27 -19|1.1 1025|19 -14 -11 -12 37
2006 東和鋼鐵|鋼鐵工業|4 13 -13|66 66 -27 -20|0.7 341|11 -9 24 -27 53
2007 燁興|鋼鐵工業|29 37 9|32 53 -41 -47|0.7 17|2 13 0 -23 4
2009 第一銅|鋼鐵工業|5 2 -35|42 52 -38 -37|0.8 36|2 5 0 -26 0
2010 春源|鋼鐵工業|-10 2 -22|48 62 -34 -33|0.5 16|6 3 0 -21 -1
2013 中鋼構|鋼鐵工業|4 23 -5|69 84 -8 -10|0.2 24|8 -13 0 -13 1
2014 中鴻|鋼鐵工業|20 30 -13|44 55 -43 -35|0.7 299|6 6 -10 -26 -15
2015 豐興|鋼鐵工業|11 19 -20|73 73 -26 -14|0.9 23|12 -6 1 -12 -11
2017 官田鋼|鋼鐵工業|-6 1 2|35 61 -35 -37|0.5 9|1 -4 0 -21 4
2020 美亞|鋼鐵工業|-6 13 -15|55 66 -30 -29|0.8 20|2 -12 0 -38 81
2023 燁輝|鋼鐵工業|8 13 -34|40 61 -34 -36|0.6 72|6 12 -0 -27 -7
2027 大成鋼|鋼鐵工業|32 39 -18|57 60 -34 -29|0.5 468|16 -2 -4 -21 19
2028 威致|鋼鐵工業|-12 19 -25|38 51 -43 -45|0.6 27|1 1 0 -28 4
2029 盛餘|鋼鐵工業|2 24 -18|45 62 -26 -24|0.3 20|69 -5 0 -32 5
2030 彰源|鋼鐵工業|16 36 -11|46 55 -33 -25|0.2 57|4 1 -0 -34 13
2031 新光鋼|鋼鐵工業|-10 37 4|44 50 -47 -35|0.4 96|10 -1 -7 -28 3
2032 新鋼|鋼鐵工業|-37 7 3|46 52 -42 -18|0.3 15|3 5 0 -28 -41
2034 允強|鋼鐵工業|20 18 -32|61 70 -27 -19|0.5 33|8 -24 -1 -21 28
2038 海光|鋼鐵工業|10 11 -25|30 53 -44 -47|0.6 20|3 12 0 -31 -3
2049 上銀|電機機械|16 21 0|57 74 -5 -26|1.1 1286|33 -5 3 -24 4
2059 川湖|電子零組|25 28 -9|75 75 -10 -25|0.7 73|17 -7 1 -3 15
2066 世德|電機機械|29 16 4|92 92 4 -0|0.7 6|11 2 0 -12 15
2069 運錩|鋼鐵工業|-9 21 -55|45 53 -42 -43|0.4 16|2 6 0 -37 -7
2101 南港|橡膠工業|8 7 26|79 79 -11 -5|0.5 30|6 1 0 -8 -4
2102 泰豐|橡膠工業|15 13 63|58 62 -32 -35|0.5 24|7 0 0 -14 -6
2103 台橡|橡膠工業|8 3 -18|67 69 -15 -30|0.9 43|29 -13 10 -10 -1
2104 國際中橡|橡膠工業|4 -1 -24|68 68 -31 -30|0.5 38|12 -14 -0 8 4
2105 正新|橡膠工業|-6 -11 -2|75 94 -4 -7|1.2 119|14 15 1 -9 -20
2106 建大|橡膠工業|23 11 3|82 95 1 6|5.1 22|7 7 3 31 -7
2107 厚生|橡膠工業|-30 -25 -14|87 91 -8 -9|1.6 6|8 -22 0 -24 7
2108 南帝|橡膠工業|-50 -49 -52|27 52 -35 -46|0.5 49|9 13 0 -24 -2
2114 鑫永銓|橡膠工業|2 3 -14|80 82 -9 -6|1.9 8|2 -2 0 8 -13
2201 裕隆|汽車工業|-9 -9 2|88 88 9 6|2.4 672|11 5 2 7 -7
2204 中華|汽車工業|-16 -9 0|82 94 2 -4|0.9 60|25 5 13 -5 -8
2206 三陽工業|汽車工業|12 11 12|91 91 16 23|2.1 405|13 7 2 15 17
2207 和泰車|汽車工業|-22 -13 -8|91 94 3 -1|1.1 161|24 3 0 -8 -3
2208 台船|航運業|-10 -8 5|55 78 -19 -20|0.7 26|5 3 -0 -5 -4
2211 長榮鋼|鋼鐵工業|38 26 -18|83 92 -8 8|0.5 28|3 43 0 -6 -22
2227 裕日車|汽車工業|-56 -33 -6|88 91 -7 -8|1.0 13|41 14 -0 na -31
2230 泰茂|居家生活|-36 -25 -20|93 93 8 39|0.3 9|13 12 0 -39 9
2231 為升|汽車工業|-19 -25 -22|61 68 -15 -31|1.3 28|7 -6 -0 4 -2
2233 宇隆|汽車工業|4 2 -10|90 97 10 22|0.3 168|10 -1 -3 -94 -54
2247 汎德永業|汽車工業|-11 -3 1|93 93 -2 -6|1.5 5|3 3 0 6 -15
2301 光寶科|電腦及週|7 8 3|83 83 -16 -7|1.1 351|46 2 -5 1 -32
2302 麗正|半導體業|-0 9 12|72 80 -1 -8|2.7 29|1 -1 0 -5 163
2303 聯電|半導體業|42 38 7|58 62 -21 -37|1.0 3954|30 -16 4 -12 27
2305 全友|電腦及週|-46 -35 -20|77 77 60 47|0.9 179|8 1 0 7 -32
2308 台達電|電子零組|17 11 3|71 76 -14 -18|1.4 1185|66 -7 4 -2 -13
2312 金寶|其他電子|47 25 15|69 69 -22 -25|0.9 92|10 -3 -0 -8 22
2313 華通|電子零組|27 26 12|80 80 -13 -3|0.6 853|27 -8 5 6 37
2314 台揚|通信網路|12 14 13|53 63 -27 -32|0.8 201|5 -2 0 13 141
2316 楠梓電|電子零組|28 11 -8|75 77 -7 -23|1.0 6|26 -15 0 -10 -3
2317 鴻海|其他電子|9 7 4|92 92 1 0|1.2 3627|45 -8 4 -11 -12
2324 仁寶|電腦及週|11 -11 -19|89 89 -10 0|0.8 237|41 -13 9 5 3
2327 國巨*|電子零組|14 16 -14|48 53 -33 -41|1.5 956|41 -5 0 -20 -19
2328 廣宇|電子零組|27 20 -6|78 86 -11 -12|0.6 132|11 9 -0 -12 -33
2329 華泰|半導體業|0 4 -9|47 58 -29 -41|0.9 35|8 -16 -0 -28 35
2330 台積電|半導體業|65 51 21|67 67 -21 -25|1.3 16965|72 -20 0 -2 -22
2331 精英|電腦及週|48 35 8|79 89 2 -10|3.1 28|7 11 0 -2 -15
2332 友訊|通信網路|44 23 18|65 76 -13 -23|0.8 14|7 -9 -0 -28 16
2337 旺宏|半導體業|-11 3 -24|72 72 -18 -22|1.0 293|23 -4 -2 -14 20
2338 光罩|半導體業|28 39 4|60 62 -31 -36|0.8 387|8 2 2 -13 -2
2340 台亞|半導體業|43 4 3|50 53 -20 -49|1.0 653|11 -6 -0 -3 50
2342 茂矽|半導體業|12 24 6|63 69 -18 -31|0.6 73|5 2 0 -11 -5
2344 華邦電|半導體業|7 10 -34|55 58 -29 -34|1.0 530|26 -6 -1 -19 2
2345 智邦|通信網路|25 26 14|63 78 -10 -18|0.9 911|65 -9 7 -6 -17
2347 聯強|電子通路|3 6 -9|70 70 -27 -16|0.6 608|34 14 -16 71 -36
2348 海悅|其他|20 17 -9|74 74 -12 -19|1.0 8|1 -3 0 3 3
2351 順德|半導體業|18 14 -12|64 67 -26 -27|0.9 197|19 2 1 -20 -0
2352 佳世達|電腦及週|8 13 -1|83 83 -17 -6|0.6 90|18 7 -1 3 -3
2353 宏碁|電腦及週|-11 -8 -11|74 74 -21 -24|1.7 413|30 -26 2 -1 2
2354 鴻準|其他電子|-11 7 12|66 71 -24 -28|0.7 344|17 -16 -0 -18 -26
2355 敬鵬|電子零組|17 -1 -13|67 67 -16 -26|1.0 30|14 -2 1 -1 1
2356 英業達|電腦及週|12 19 11|92 94 -1 -1|0.8 208|24 -3 -10 -9 -10
2357 華碩|電腦及週|-7 -1 -14|81 81 -16 -17|1.2 890|45 -22 9 -10 2
2358 廷鑫|其他|31 32 -14|55 56 -34 -31|0.6 15|1 -6 0 -2 14
2359 所羅門|其他電子|45 40 16|78 78 -16 21|0.6 112|4 3 0 -17 -34
2360 致茂|其他電子|23 13 6|61 61 -21 -31|1.9 97|67 -15 3 -6 -12
2362 藍天|電腦及週|-3 -18 -35|91 91 1 -1|0.9 13|11 2 0 -5 -14
2363 矽統|半導體業|7 6 -46|61 70 -24 -29|1.1 45|5 -12 0 -15 11
2364 倫飛|電腦及週|-13 -10 -4|98 98 55 86|5.8 14|16 1 0 -4 150
2367 燿華|電子零組|64 40 36|68 78 -10 -21|1.6 57|7 0 -0 -0 -23
2368 金像電|電子零組|38 26 4|75 75 -19 -7|1.2 1612|15 3 -1 -20 -28
2369 菱生|半導體業|-13 -8 -32|49 55 -36 -43|1.1 30|15 -0 -0 -16 5
2371 大同|電機機械|-15 2 -3|84 88 -10 1|0.8 315|19 -10 0 0 -7
2374 佳能|光電業|107 82 40|63 63 -19 -37|0.9 25|7 -4 0 -12 -0
2375 凱美|電子零組|-23 -22 -55|40 45 -40 -52|1.3 34|6 9 0 -22 -32
2376 技嘉|電腦及週|-41 -29 -46|51 52 -36 -48|1.3 597|20 1 -3 -36 -1
2377 微星|電腦及週|2 2 -17|62 65 -18 -37|1.7 455|32 -20 10 -15 40
2379 瑞昱|半導體業|22 28 -1|58 60 -16 -40|1.1 875|50 -11 -3 3 10
2382 廣達|電腦及週|-6 -4 -2|83 83 -9 -16|0.9 441|24 -20 9 -20 10
2383 台光電|電子零組|8 11 -21|60 60 -32 -37|1.0 355|41 -2 -0 7 -2
2385 群光|電子零組|17 11 0|87 87 -9 -3|1.2 193|34 -6 -6 1 9
2387 精元|電腦及週|-21 -17 -15|57 69 -18 -27|1.2 11|3 15 0 -14 -33
2388 威盛|半導體業|54 60 35|49 56 -24 -44|5.0 124|11 -4 0 18 67
2390 云辰|其他電子|3 3 -1|57 70 -17 -26|0.3 20|2 9 0 -9 -13
2392 正崴|電子零組|29 8 13|74 75 -15 -19|0.9 16|10 4 -0 -11 -9
2393 億光|光電業|-13 -18 -20|60 69 -18 -25|1.1 50|31 -7 -19 -13 8
2395 研華|電腦及週|25 16 -3|87 87 -6 -13|1.0 284|42 -11 7 43 4
2399 映泰|電腦及週|-32 -21 -38|50 53 -38 -48|1.2 12|10 2 0 -22 3
2401 凌陽|半導體業|-10 8 -6|62 69 -22 -27|1.3 138|11 -15 -0 -8 48
2402 毅嘉|電子零組|1 7 -0|69 80 -12 -20|1.2 5|10 -13 -0 -2 -2
2404 漢唐|其他電子|159 52 49|71 77 -19 -13|2.1 132|21 -9 -2 -3 4
2405 輔信|電腦及週|2 6 -11|58 58 -16 -39|0.8 50|4 -1 -0 -10 6
2406 國碩|光電業|-10 -17 3|58 58 -20 -39|0.9 86|5 -2 0 -6 31
2408 南亞科|半導體業|-19 -8 -38|62 62 -22 -33|2.0 446|16 -22 0 -2 39
2409 友達|光電業|-32 -24 -36|63 66 -25 -34|0.9 868|23 3 -0 -27 -15
2412 中華電|通信網路|7 7 5|97 97 1 11|1.7 1189|18 7 9 113 -18
2415 錩新|電子零組|-9 1 -14|49 65 -30 -34|0.8 5|2 -10 0 -12 -3
2417 圓剛|電腦及週|-2 -20 19|43 52 -32 -41|0.1 13|1 3 0 -14 -16
2419 仲琦|通信網路|0 0 19|67 74 -10 -27|0.4 7|1 -2 0 -17 -17
2420 新巨|電子零組|2 11 5|84 89 -7 -10|0.9 5|6 -25 0 -11 -8
2421 建準|電子零組|2 -10 -12|68 68 -23 -28|1.7 18|17 -10 0 -16 -17
2423 固緯|其他電子|25 7 -9|80 87 -10 -9|0.7 6|4 -7 0 -26 0
2425 承啟|電腦及週|-6 9 -6|90 90 8 1|1.3 21|19 9 0 -7 -34
2426 鼎元|光電業|-18 -18 -26|55 59 -32 -39|1.0 13|8 -1 -0 -10 -2
2427 三商電|資訊服務|47 37 20|89 89 -3 2|3.1 13|3 5 0 -20 0
2428 興勤|電子零組|-9 -4 -15|50 77 -17 -22|0.8 76|13 -10 -1 8 28
2430 燦坤|電子通路|-11 9 -3|63 71 -24 -14|0.8 7|6 -16 0 -27 -34
2436 偉詮電|半導體業|-26 -10 -35|46 52 -40 -48|0.8 152|7 7 -0 -26 -22
2439 美律|通信網路|4 -11 -1|65 76 -15 -24|1.4 31|11 2 -0 -9 -8
2441 超豐|半導體業|-7 3 -20|67 80 -15 -19|1.4 57|14 -22 -10 10 14
2442 新美齊|建材營造|4484 1466 1158|78 81 -19 -19|0.4 7|2 -19 0 -6 20
2444 兆勁|通信網路|-9 15 16|77 81 -5 -19|0.6 8|0 1 0 na na
2449 京元電子|半導體業|16 21 -0|83 84 -3 -11|1.0 305|35 -1 -7 -21 26
2451 創見|半導體業|-19 -19 -30|91 91 -8 -6|1.6 28|9 -22 6 -17 3
2454 聯發科|半導體業|26 39 1|57 57 -24 -43|1.7 6565|61 -20 3 22 -13
2455 全新|通信網路|-22 -16 -33|46 48 -36 -52|0.8 185|28 -2 1 -28 -6
2457 飛宏|電子零組|15 13 -10|61 61 -33 -37|0.9 160|4 -0 0 -8 11
2458 義隆|半導體業|-13 -15 -13|69 75 -20 -19|0.8 166|22 10 -14 -16 -21
2461 光群雷|其他電子|13 6 -4|72 73 -17 -25|0.9 11|5 -17 0 -6 35
2462 良得電|電子零組|-3 2 1|62 62 -27 -17|0.3 12|1 -1 0 -1 3
2464 盟立|其他電子|15 15 3|86 86 -6 -9|2.1 10|5 -8 -0 -12 -5
2465 麗臺|電腦及週|-66 -59 -91|35 39 -52 -60|0.6 34|5 7 0 -26 -7
2467 志聖|電子零組|0 -18 -27|72 79 -13 -16|1.1 6|7 -25 0 -17 -3
2472 立隆電|電子零組|18 20 -4|66 71 -21 -24|1.3 19|2 -2 -0 -5 6
2474 可成|其他電子|-40 -51 3|91 93 11 3|0.6 420|44 -3 18 -2 -3
2476 鉅祥|電子零組|-1 -3 -26|52 52 -26 -48|1.2 49|5 -5 0 -2 -13
2478 大毅|電子零組|-22 -16 -17|60 65 -26 -33|2.3 8|4 1 0 -21 -3
2480 敦陽科|資訊服務|0 6 -10|92 92 -4 25|1.0 22|7 -23 0 -57 30
2481 強茂|半導體業|-5 2 -18|47 53 -43 -46|0.5 420|12 3 -7 -27 -8
2482 連宇|其他電子|166 83 57|90 90 90 48|2.3 425|3 -1 0 128 -31
2483 百容|電子零組|24 26 -0|89 100 12 7|2.3 14|1 3 0 -1 2
2484 希華|電子零組|13 15 -2|75 83 -5 -16|0.6 115|6 1 0 -23 -7
2485 兆赫|通信網路|-1 -4 10|67 73 -12 -26|1.6 11|6 4 -0 -1 -21
2486 一詮|光電業|-6 -2 -24|39 49 -45 -50|1.2 33|4 18 0 -30 -27
2489 瑞軒|光電業|16 -8 -26|60 68 -29 -31|0.6 20|11 -0 -0 -10 0
2492 華新科|電子零組|-16 -11 -8|38 47 -41 -51|1.1 179|14 -3 -0 -16 -1
2493 揚博|電子零組|41 23 7|93 93 -6 4|1.1 6|5 -12 0 -7 -6
2495 普安|電腦及週|26 8 1|68 68 -12 -26|0.9 6|18 2 0 1 -32
2497 怡利電|汽車工業|28 28 -20|57 57 -39 -19|0.6 320|4 4 0 -16 -20
2498 宏達電|通信網路|-0 -17 -10|55 58 -15 -40|4.6 685|13 -4 0 25 36
2501 國建|建材營造|170 41 54|86 89 -9 -11|1.0 5|7 -19 0 -3 -8
2504 國產|建材營造|-13 -7 -8|73 73 -21 -17|0.6 73|14 -12 -0 -3 1
2511 太子|建材營造|26 30 17|81 83 -12 -11|1.1 7|9 5 0 -1 -25
2520 冠德|建材營造|67 26 -2|74 81 -12 -16|1.4 24|19 4 -0 -14 -21
2527 宏璟|建材營造|-96 -73 -128|66 73 -22 -26|1.5 8|42 -24 -0 -12 15
