# 2025-05-02 全池(1104 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1472 三洋實業|建材營造|50 59 41|92 92 40 69|1.4 30|4 7 0 26 76
1473 台南|紡織纖維|12 8 -0|56 80 -11 -17|0.7 7|6 5 0 -17 -6
1476 儒鴻|紡織纖維|21 23 2|70 70 -25 -24|1.1 378|37 1 -2 -39 -23
1477 聚陽|紡織纖維|10 15 5|64 75 -18 -15|0.7 531|23 16 -5 -29 -16
1503 士電|電機機械|-0 3 -5|46 73 -12 -23|0.6 155|31 9 0 -34 -19
1504 東元|電機機械|7 0 5|86 92 -7 5|0.7 164|9 -5 2 -10 1
1513 中興電|電機機械|1 5 -11|58 79 -11 -13|1.1 505|10 7 0 -29 -21
1514 亞力|電機機械|-10 -0 6|56 85 5 -9|0.5 247|12 4 0 -33 -7
1515 力山|電機機械|-44 -54 -28|62 86 1 -8|0.5 16|7 7 0 -31 7
1519 華城|電機機械|26 54 6|45 68 -16 -17|0.9 1716|18 1 -0 -31 3
1522 堤維西|汽車工業|6 -3 -5|67 73 -25 -19|0.9 72|6 1 1 -32 -6
1524 耿鼎|汽車工業|11 5 -2|83 83 0 7|1.2 197|5 -15 1 16 68
1527 鑽全|電機機械|3 2 -12|78 85 -10 -14|0.3 6|10 -9 0 -41 8
1528 恩德|電機機械|-31 -24 -17|61 62 -4 -37|0.6 22|4 1 0 -26 7
1529 樂事綠能|電機機械|20 145 81|63 86 12 -9|1.0 13|1 0 0 -13 4
1532 勤美|電機機械|-50 -36 -37|51 71 -10 -26|0.6 24|10 -6 3 -23 -7
1536 和大|汽車工業|-17 -17 -4|76 76 13 19|1.1 422|9 1 -0 -17 15
1537 廣隆|電機機械|1 0 -22|88 88 -4 -3|0.6 18|18 -24 0 -57 15
1540 喬福|電機機械|11 6 -8|67 79 7 -22|0.8 28|2 2 0 -33 -5
1558 伸興|電機機械|-1 16 4|85 88 -5 -7|0.5 7|7 -1 0 -25 6
1560 中砂|電機機械|10 11 -1|68 79 -7 -22|3.1 316|20 -4 5 -21 -11
1563 巧新|汽車工業|5 -1 4|na 87 3 8|0.6 33|2 4 0 -47 4
1565 精華|生技醫療|-0 3 -2|72 72 -8 -18|0.6 25|17 -5 -3 -10 3
1569 濱川|電腦及週|29 36 33|58 58 -12 23|0.6 303|2 0 0 -23 11
1580 新麥|電機機械|29 20 10|94 94 -4 3|0.7 8|6 0 0 -33 4
1582 信錦|電子零組|-11 8 1|67 75 -17 -20|0.9 76|16 -11 0 -20 18
1583 程泰|電機機械|-28 -6 7|86 89 -0 -2|1.3 6|0 -3 0 -44 12
1584 精剛|其他|25 14 4|70 90 11 -9|0.6 156|1 -1 0 -30 12
1587 吉茂|汽車工業|22 13 5|39 64 -12 -26|0.6 5|23 12 0 -27 -21
1589 永冠-KY|電機機械|23 32 31|60 73 -18 -24|0.6 6|7 9 0 -25 -2
1590 亞德客-KY|電機機械|20 22 15|75 92 5 0|1.2 878|77 -3 1 -22 3
1591 駿吉-KY|電機機械|-89 -53 -323|47 63 -33 -10|0.4 6|3 3 0 -21 -5
1595 川寶|半導體業|25 9 26|46 46 -18 -49|0.4 5|3 20 0 -27 -12
1597 直得|電機機械|-18 4 -1|70 70 -7 -10|3.0 56|4 -2 -1 -23 14
1598 岱宇|運動休閒|8 6 6|69 69 -26 -16|0.3 10|5 -2 0 -28 -3
1603 華電|電器電纜|98 50 24|66 89 -1 0|0.5 7|3 6 0 -26 -6
1604 聲寶|電器電纜|-1 -1 -7|90 94 -4 -5|0.5 8|8 -9 0 34 -31
1605 華新|電器電纜|1 12 9|54 69 -10 -29|0.5 299|15 -8 -3 -24 9
1608 華榮|電器電纜|27 8 -11|57 84 2 -14|0.3 31|2 11 0 -30 -7
1609 大亞|電器電纜|5 7 -7|59 80 -7 -18|0.7 140|12 9 -0 -33 -4
1611 中電|電器電纜|16 3 13|68 81 -2 -12|0.7 6|11 5 0 -22 3
1612 宏泰|電器電纜|5 26 12|72 89 4 -4|0.6 17|13 -8 0 -17 6
1615 大山|電器電纜|13 14 -6|71 87 -9 -10|1.8 6|1 -5 -2 -17 6
1616 億泰|電器電纜|27 19 5|87 99 38 4|1.1 53|4 6 2 -5 -4
1617 榮星|電器電纜|5 19 -6|59 85 9 -13|0.3 6|20 -2 7 -20 30
1618 合機|電器電纜|0 22 -2|64 79 -6 1|0.6 45|2 4 0 -30 2
1702 南僑|食品工業|5 5 0|75 85 -6 -14|0.8 20|13 -2 2 -36 3
1707 葡萄王|生技醫療|-4 -3 -8|89 89 -7 -7|0.6 22|16 0 -0 -11 2
1708 東鹼|化學工業|-5 7 -6|77 77 -9 -14|0.4 29|14 -12 -0 -36 7
1709 和益|化學工業|-2 3 -7|68 76 -13 -22|0.6 6|3 -7 0 -32 7
1710 東聯|化學工業|48 23 3|73 77 -5 -23|0.3 13|7 11 0 -29 7
1711 永光|化學工業|-7 5 -1|60 69 -19 -31|0.5 15|9 14 0 -49 -20
1712 興農|化學工業|-3 -2 -1|90 90 -4 4|0.6 24|15 -4 -8 -3 3
1713 國化|化學工業|19 -6 -18|89 92 9 9|1.2 14|5 -1 1 -18 10
1717 長興|化學工業|-1 3 -1|78 86 -4 -13|0.7 31|14 -7 0 -13 1
1720 生達|生技醫療|5 4 -4|78 91 -4 -7|0.5 11|4 -9 0 -47 6
1721 三晃|化學工業|-0 -6 -14|46 56 -19 -44|0.5 7|7 5 0 -37 -11
1722 台肥|化學工業|12 2 10|88 97 9 -1|1.4 55|11 11 -0 148 -10
1723 中碳|化學工業|-19 -2 -1|79 91 -0 -5|0.6 20|8 -0 0 -17 -2
1733 五鼎|生技醫療|44 30 10|86 90 -1 6|0.3 9|8 -2 0 -32 -4
1734 杏輝|生技醫療|13 5 -3|84 99 3 3|0.8 6|4 2 0 -13 5
1736 喬山|運動休閒|17 34 6|81 81 -4 14|0.6 226|9 -11 3 -53 43
1760 寶齡富錦|生技醫療|5 -5 -8|68 75 -19 -18|0.7 7|12 13 0 -30 -15
1773 勝一|化學工業|6 5 -6|73 75 -12 -22|0.5 22|6 -6 -2 -38 2
1777 生泰|生技醫療|-3 16 -4|87 87 2 1|0.4 7|2 0 0 -42 7
1784 訊聯|生技醫療|4 -2 -6|50 74 -12 -19|1.0 15|4 2 0 -30 -8
1785 光洋科|其他電子|41 39 5|74 80 -6 -12|0.8 528|12 1 0 -30 5
1786 科妍|生技醫療|5 5 -9|74 79 -18 -2|0.4 50|6 -0 0 -16 -28
1789 神隆|生技醫療|-6 -23 -19|64 78 -15 -21|0.6 9|4 4 0 -24 2
1795 美時|生技醫療|38 13 -4|69 78 -12 -10|0.6 223|57 6 1 -34 -17
1799 易威|生技醫療|58 154 -33|27 66 0 -36|0.6 11|14 -0 0 na na
1802 台玻|玻璃陶瓷|-1 2 8|68 68 -15 -28|0.3 65|5 8 0 -54 -7
1806 冠軍|玻璃陶瓷|-2 8 2|81 100 22 14|0.8 41|8 -1 0 64 0
1808 潤隆|建材營造|-100 -90 -589|25 68 -10 -32|0.4 39|7 4 0 -24 -9
1809 中釉|玻璃陶瓷|7 -0 0|57 71 -15 -22|0.4 6|3 19 0 -28 -18
1810 和成|玻璃陶瓷|3 0 1|84 94 13 4|0.9 62|3 -2 -0 -6 19
1815 富喬|電子零組|76 82 19|85 85 1 37|0.5 587|5 -1 0 -16 81
1903 士紙|造紙工業|-15 -3 5|73 91 0 -8|1.0 11|11 -5 0 -21 6
1904 正隆|造紙工業|5 3 -5|60 74 -7 -26|0.6 12|9 6 0 -20 -3
1905 華紙|造紙工業|-11 -7 -5|55 71 -18 -29|0.7 10|4 15 0 -33 -7
1907 永豐餘|造紙工業|2 3 -3|81 86 -9 -12|2.1 29|13 -1 -0 -5 -0
2002 中鋼|鋼鐵工業|-11 -11 -7|83 84 3 -8|0.4 315|15 -7 -1 -3 2
2006 東和鋼鐵|鋼鐵工業|-4 1 4|85 88 0 -7|0.5 78|17 -6 -1 -5 7
2009 第一銅|鋼鐵工業|10 -2 -19|59 76 -3 -12|0.3 70|1 4 0 -35 4
2010 春源|鋼鐵工業|-0 10 -4|86 92 9 7|0.6 34|8 -12 7 -42 -37
2014 中鴻|鋼鐵工業|-23 -37 -9|65 65 -15 -20|0.3 92|6 -3 -7 -46 -15
2015 豐興|鋼鐵工業|-10 -7 -4|74 75 -5 -23|0.5 16|13 -11 0 -4 4
2020 美亞|鋼鐵工業|-8 -17 6|72 90 2 4|0.5 13|3 8 0 -33 2
2023 燁輝|鋼鐵工業|7 -5 -2|91 91 -1 5|0.4 24|7 8 -7 -49 -2
2027 大成鋼|鋼鐵工業|20 13 14|81 81 16 32|0.3 683|26 2 -0 -15 181
2031 新光鋼|鋼鐵工業|51 53 47|63 78 -7 -21|0.3 18|12 5 -2 -24 -1
2032 新鋼|鋼鐵工業|15 18 7|73 73 14 2|0.1 6|3 10 0 -13 1
2034 允強|鋼鐵工業|-3 19 13|81 81 10 3|0.3 31|7 -1 -2 -22 6
2038 海光|鋼鐵工業|-5 16 7|70 77 -6 -15|0.2 8|2 5 0 -18 -1
2049 上銀|電機機械|0 6 4|62 62 -22 -4|1.4 1249|30 0 -4 -14 4
2059 川湖|電子零組|78 110 23|90 90 34 50|0.8 1983|22 -10 6 -18 -2
2062 橋椿|居家生活|-9 -20 -10|65 73 -15 -22|0.7 17|9 11 -2 -41 -8
2066 世德|電機機械|-6 -4 -3|58 70 -9 -25|0.3 18|11 -3 -1 -17 23
2070 精湛|電機機械|9 -1 -19|45 57 -15 -39|1.4 9|5 5 0 -6 -6
2101 南港|橡膠工業|4 5 -79|65 82 -8 -14|1.2 66|7 9 0 -14 2
2103 台橡|橡膠工業|28 19 -2|75 76 -6 -22|0.4 9|25 -8 0 -8 11
2104 國際中橡|橡膠工業|-17 -4 -5|59 69 -12 -29|0.3 10|9 -3 0 37 -1
2105 正新|橡膠工業|-3 -1 -1|83 92 -2 8|0.4 307|12 -21 20 -10 4
2106 建大|橡膠工業|2 7 6|69 78 -10 -20|0.6 11|9 -6 0 -29 4
2107 厚生|橡膠工業|18 48 20|92 97 0 2|1.1 6|7 -9 0 32 14
2108 南帝|橡膠工業|-5 5 -25|61 76 -14 -19|0.7 7|7 -4 0 -15 -2
2109 華豐|橡膠工業|2 9 1|92 94 0 -1|0.6 5|15 -16 0 7 5
2201 裕隆|汽車工業|-11 -13 -13|54 69 -19 -31|0.6 109|8 20 0 -36 -8
2204 中華|汽車工業|-29 -34 -21|48 79 -14 2|0.9 105|22 26 -2 -36 -19
2206 三陽工業|汽車工業|1 -9 -6|83 96 -2 1|0.6 83|10 -1 3 8 -5
2207 和泰車|汽車工業|-2 5 4|87 95 1 -4|0.8 191|23 3 2 -42 -3
2208 台船|航運業|62 7 29|89 95 14 -2|0.5 37|6 11 -0 na -54
2211 長榮鋼|鋼鐵工業|-1 41 8|54 71 -7 -19|0.6 51|8 -6 0 -60 8
2228 劍麟|汽車工業|8 3 1|78 88 4 -12|1.6 37|6 -6 0 -21 8
2230 泰茂|居家生活|-17 58 -103|59 61 -9 -37|0.4 23|3 0 0 -6 6
2231 為升|汽車工業|-2 -17 -24|66 79 -11 -8|0.6 63|5 -2 -3 -22 12
2233 宇隆|汽車工業|-5 6 -3|62 62 -19 5|1.3 143|6 -5 -1 -18 5
2236 百達-KY|汽車工業|569 398 305|68 68 -14 -21|0.4 25|62 0 0 -28 -32
2241 艾姆勒|汽車工業|5 -5 16|47 78 -13 -21|0.6 8|10 14 0 -20 -2
2243 宏旭-KY|汽車工業|13 10 -71|43 62 -20 -35|1.9 5|28 -8 0 -35 13
2247 汎德永業|汽車工業|-14 11 -4|86 88 -3 -1|0.8 26|5 -8 -4 -18 18
2250 IKKA-KY|汽車工業|0 3 4|68 68 -17 13|0.9 56|6 -2 -1 -14 3
2258 鴻華先進-創|汽車工業|-30 968 56|78 78 -17 -6|0.3 17|0 3 0 na na
2301 光寶科|電腦及週|24 27 24|87 92 -4 -0|0.8 640|27 1 -3 -31 9
2302 麗正|半導體業|21 33 13|74 74 -1 -5|0.4 10|4 -12 4 -17 17
2303 聯電|半導體業|9 6 0|79 95 13 -6|0.8 1474|23 3 6 -19 -4
2308 台達電|電子零組|38 31 18|81 81 -11 -13|1.0 2401|65 2 -1 -22 35
2312 金寶|其他電子|16 28 14|60 60 -18 -20|0.7 113|15 5 0 -14 1
2313 華通|電子零組|14 9 0|63 80 -14 -10|1.1 478|18 10 -2 -22 -5
2314 台揚|通信網路|-46 -42 -5|28 28 -69 -61|0.5 14|1 -1 0 na na
2316 楠梓電|電子零組|19 10 12|65 72 -20 -25|0.8 21|28 -4 0 -26 -1
2317 鴻海|其他電子|23 28 6|65 67 -11 -30|0.7 7357|33 1 1 -35 -31
2324 仁寶|電腦及週|-2 1 3|72 73 -22 -19|0.7 385|43 7 -0 -2 -41
2327 國巨*|電子零組|11 9 -4|58 78 -11 -21|0.6 985|48 -2 2 -23 -4
2328 廣宇|電子零組|10 27 30|68 68 -5 6|0.8 615|17 -5 0 -43 8
2329 華泰|半導體業|7 -2 5|46 80 -2 -21|0.7 89|8 10 -2 -17 -5
2330 台積電|半導體業|46 42 1|84 84 -11 -8|0.8 31595|72 0 1 -14 17
2331 精英|電腦及週|-1 3 6|42 63 -28 -35|0.6 20|8 12 0 -31 -13
2332 友訊|通信網路|-11 -6 1|61 61 -28 -14|1.5 67|15 -4 0 -16 10
2337 旺宏|半導體業|7 7 6|67 83 6 -22|0.9 270|13 5 -1 -30 3
2338 光罩|半導體業|-15 -11 -10|38 53 -35 -44|0.8 27|6 14 0 -24 -22
2340 台亞|半導體業|11 1 -5|49 61 -18 -38|0.3 18|10 10 0 -26 -9
2342 茂矽|半導體業|45 58 11|68 68 -18 -26|0.7 6|7 -2 0 -15 2
2344 華邦電|半導體業|1 -1 -6|59 76 12 -17|0.4 801|11 0 -0 -41 -8
2345 智邦|通信網路|127 127 64|80 80 -13 12|1.1 2452|57 -4 2 -27 35
2347 聯強|電子通路|-4 -10 -12|81 94 0 0|1.1 347|30 -6 14 -30 2
2348 海悅|其他|66 -18 -57|34 49 -29 -15|0.9 64|2 13 -1 -49 -3
2349 錸德|光電業|4 -12 -2|55 65 -16 -25|1.7 26|12 -0 0 na na
2351 順德|半導體業|14 7 3|44 60 -19 -41|0.4 74|11 4 -3 -36 10
2352 佳世達|電腦及週|6 6 4|66 70 -22 -26|0.6 66|11 7 -0 -33 -5
2353 宏碁|電腦及週|7 4 -5|60 81 -12 -16|0.9 440|21 -6 8 -34 -5
2354 鴻準|其他電子|281 250 142|62 62 -20 -17|0.9 438|20 5 0 -35 -6
2355 敬鵬|電子零組|4 -5 -1|64 81 -11 -17|0.6 34|13 -0 2 -32 -3
2356 英業達|電腦及週|20 22 -8|71 77 -9 -9|0.6 466|13 2 1 -35 0
2357 華碩|電腦及週|29 21 -4|83 83 -9 1|0.8 2151|45 -11 0 -28 9
2359 所羅門|其他電子|58 54 49|75 76 -1 -3|2.2 402|4 -0 0 -13 0
2360 致茂|其他電子|47 57 26|70 70 -6 -20|0.8 561|66 -1 3 -39 25
2362 藍天|電腦及週|-21 -24 -29|74 82 -7 -13|1.1 85|10 -5 0 -27 -2
2363 矽統|半導體業|1424 1280 639|47 63 -21 -34|0.8 193|9 13 0 -28 -36
2364 倫飛|電腦及週|51 50 19|60 82 -2 -15|0.3 9|19 4 0 -37 4
2365 昆盈|電腦及週|14 6 -18|60 77 -12 -13|2.1 64|1 -2 -1 -14 -4
2367 燿華|電子零組|-4 5 -15|58 74 -21 -19|0.9 89|10 7 0 -22 -9
2368 金像電|電子零組|51 34 6|86 86 -2 8|1.2 1152|15 -6 3 -41 10
2369 菱生|半導體業|-4 -11 -2|57 69 -18 -28|0.7 9|14 15 0 -28 -5
2371 大同|電機機械|7 -2 2|61 80 -2 -5|0.8 614|9 5 4 -20 -0
2374 佳能|光電業|-7 26 0|67 67 -17 -1|0.5 195|6 0 0 -24 -7
2375 凱美|電子零組|13 12 1|68 68 -14 -14|1.1 24|6 -1 0 -25 -1
2376 技嘉|電腦及週|-8 25 -63|73 77 0 -10|0.8 630|15 11 1 -37 -1
2377 微星|電腦及週|23 12 3|72 72 -26 -20|0.5 485|26 8 -7 -0 -62
2379 瑞昱|半導體業|31 37 16|89 89 -5 4|0.9 1045|50 -5 -0 4 9
2382 廣達|電腦及週|89 88 36|74 77 3 -17|1.0 4412|20 6 3 -39 -7
2383 台光電|電子零組|65 69 12|97 97 10 45|1.1 2496|36 3 -2 -31 -8
2385 群光|電子零組|-0 2 -1|80 91 3 -1|1.0 561|24 -7 5 -16 41
2387 精元|電腦及週|-20 -3 -7|72 72 -12 -5|0.6 48|20 -12 -0 -19 22
2388 威盛|半導體業|-17 -4 -27|52 62 -19 -38|0.6 160|9 15 -0 -27 -18
2390 云辰|其他電子|-0 27 12|75 78 -13 -21|2.1 5|2 3 0 -33 -5
2392 正崴|電子零組|1 14 1|57 58 -25 -17|1.1 95|10 9 0 -33 -1
2393 億光|光電業|1 2 -14|87 87 -7 -9|0.9 128|23 -4 1 8 1
2395 研華|電腦及週|26 26 21|81 81 -9 7|0.8 483|39 -2 2 -31 41
2397 友通|電腦及週|33 37 38|67 72 -10 -20|0.7 10|26 2 0 -13 4
2399 映泰|電腦及週|-8 -19 -4|44 53 -24 -46|0.5 18|10 15 0 -33 -19
2401 凌陽|半導體業|5 19 1|56 69 -25 -28|0.7 34|15 12 -7 -22 -2
2402 毅嘉|電子零組|31 22 6|82 88 4 -8|0.7 55|8 8 -0 -31 -9
2404 漢唐|其他電子|-16 -3 19|85 85 -11 27|0.8 1154|22 -9 9 -42 136
2405 輔信|電腦及週|4 -2 2|61 74 -12 -16|0.4 33|6 11 0 -24 -9
2406 國碩|光電業|-37 -38 -114|45 66 -7 -32|1.0 14|6 -1 0 -20 2
2408 南亞科|半導體業|-19 -25 -24|48 77 28 -16|0.8 2231|8 0 -2 5 5
2409 友達|光電業|22 21 6|70 78 -4 -22|0.7 304|21 -5 -1 -30 9
2412 中華電|通信網路|5 2 -1|99 99 2 5|1.0 1623|16 12 2 8 16
2417 圓剛|電腦及週|4 0 1|67 71 -19 -2|0.3 24|3 12 -3 -31 -5
2419 仲琦|通信網路|-28 -8 -18|55 58 -24 -33|0.7 10|2 15 0 -24 -8
2420 新巨|電子零組|-8 1 -5|69 74 -10 -26|0.6 10|7 -4 -1 -58 4
2421 建準|電子零組|41 42 18|75 82 -2 -9|0.9 169|20 -4 4 -29 -8
2423 固緯|其他電子|-3 -0 5|90 90 -3 -1|0.6 9|5 -17 0 -28 4
2424 隴華|通信網路|768 242 137|100 100 49 8|3.5 6|4 -4 0 na na
2425 承啟|電腦及週|91 55 50|72 82 12 -14|0.9 44|9 5 0 -28 -4
2426 鼎元|光電業|17 11 4|62 64 -24 -28|0.6 9|9 12 0 -26 -6
2427 三商電|資訊服務|-47 -1 -7|72 85 -2 -7|1.1 42|3 -1 0 -20 22
2428 興勤|電子零組|27 22 8|71 75 -20 -21|1.6 61|17 23 0 -5 -30
2429 銘旺科|光電業|-9 201 168|82 82 84 94|0.9 168|7 -4 0 -10 100
2431 聯昌|電子零組|77 21 36|59 59 -16 -32|0.7 13|7 4 0 -22 4
2436 偉詮電|半導體業|21 23 13|67 72 -17 -25|1.0 28|6 11 -7 -31 -22
2439 美律|通信網路|14 10 -11|81 90 8 4|0.7 248|21 3 3 -19 13
2440 太空梭|電子零組|11 39 -0|74 93 20 5|1.3 9|0 -0 0 na na
2441 超豐|半導體業|16 12 1|84 84 -11 -5|0.4 21|12 1 -0 -29 -7
2442 新美齊|建材營造|236 53 -6|65 88 -1 8|0.6 14|3 13 0 -4 -2
2449 京元電子|半導體業|24 22 7|63 63 -15 -30|0.9 723|23 -7 -1 -23 2
2451 創見|半導體業|34 11 12|76 97 17 7|0.8 151|8 -9 16 -26 -1
2453 凌群|資訊服務|4 5 -2|84 84 5 13|1.1 291|9 -3 0 -17 28
2454 聯發科|半導體業|11 15 -4|83 83 -13 2|1.1 8284|58 -8 -0 18 53
2455 全新|通信網路|-10 -5 -12|51 57 -35 -27|1.1 517|28 7 -6 19 -25
2457 飛宏|電子零組|5 -4 4|48 59 -25 -30|0.7 30|10 6 0 -13 -2
2458 義隆|半導體業|-9 1 1|79 83 -10 -10|1.1 295|27 12 -6 -11 11
2459 敦吉|其他電子|9 -11 17|77 84 -10 -15|1.3 6|17 10 0 20 5
2460 建通|電子零組|28 24 -4|51 67 -15 -31|1.7 5|1 -1 0 -17 2
2462 良得電|電子零組|20 23 10|62 72 -14 -27|1.2 6|3 15 0 -29 -5
2464 盟立|其他電子|20 22 21|66 70 -14 -20|1.5 100|3 3 -2 -27 -8
2465 麗臺|電腦及週|-11 -12 -8|35 56 -25 -43|0.7 10|2 10 0 -25 na
2466 冠西電|光電業|145 66 30|82 82 1 158|1.3 227|11 0 2 144 -15
2467 志聖|電子零組|14 23 -19|57 61 -25 -31|1.4 112|10 8 1 -45 -12
2468 華經|資訊服務|79 57 37|95 95 195 223|1.3 1356|10 -0 0 24 2
2471 資通|資訊服務|30 23 7|94 94 24 33|3.2 270|9 0 0 54 24
2472 立隆電|電子零組|21 27 5|72 72 -20 -1|0.5 128|13 4 0 -8 4
2474 可成|其他電子|18 20 8|94 97 12 -3|0.8 649|37 9 -7 8 10
2476 鉅祥|電子零組|16 20 0|65 77 -12 -16|1.2 126|8 -1 0 -25 6
2477 美隆電|其他電子|10 42 19|64 65 -3 -36|0.8 10|24 3 0 -38 -0
2478 大毅|電子零組|22 27 10|81 96 7 -1|1.2 8|6 4 0 -54 3
2480 敦陽科|資訊服務|16 18 10|92 92 3 15|2.7 76|9 -1 -4 27 4
2481 強茂|半導體業|-4 6 6|69 77 -3 -22|0.6 61|12 -1 -1 -29 6
2485 兆赫|通信網路|-59 -55 6|53 64 -21 -34|0.7 8|5 9 0 -26 -15
2486 一詮|光電業|23 17 5|55 60 -28 -38|0.8 459|8 6 -0 -39 -10
2488 漢平|其他電子|48 35 3|78 78 -18 -1|0.4 11|11 -5 0 -12 -5
2489 瑞軒|光電業|28 23 -16|54 65 -20 -33|1.0 44|11 7 0 -29 -13
2492 華新科|電子零組|8 8 1|62 77 -12 -23|0.6 65|11 6 0 -25 -3
2493 揚博|電子零組|-0 8 -2|73 73 -7 -19|0.7 19|4 -6 0 -35 4
2495 普安|電腦及週|-32 -22 -15|63 64 -19 -34|2.1 24|11 -3 0 -29 -13
2497 怡利電|汽車工業|40 28 2|55 64 -14 -32|0.8 19|9 6 0 -29 6
2498 宏達電|通信網路|68 20 33|66 66 -27 -12|0.5 143|13 7 -0 -17 -1
2501 國建|建材營造|-64 -19 -47|49 77 -14 -16|1.1 18|7 1 0 -20 -5
2504 國產|建材營造|11 6 2|72 72 -7 -24|0.8 87|10 -6 3 -17 -1
2506 太設|建材營造|-62 -34 -35|77 85 -6 2|0.4 5|5 -9 0 -18 13
2515 中工|建材營造|-23 8 -13|62 91 4 2|1.2 56|12 -2 0 -27 7
2516 新建|建材營造|5 16 -1|77 77 5 61|0.7 24|5 -1 0 na na
2520 冠德|建材營造|-33 7 -44|80 83 2 15|0.7 96|21 -4 -1 -13 15
2524 京城|建材營造|266 849 495|38 63 -13 -33|0.4 24|2 7 1 -57 -11
2527 宏璟|建材營造|-13 -55 -1526|49 73 -16 -7|0.9 7|43 15 1 -57 -17
2528 皇普|建材營造|3612112 2239734 -435314|71 79 -4 0|0.6 25|4 4 0 -17 6
