date,nav,cash,active,turnover,requested_turnover,commission,tax,slippage_cost,blocked_orders,partial_orders,filled_orders
2011-05-19,1493808.7776653692,50881.62814680771,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-05-20,1500226.6448916355,14.296915555285523,5,0.48385440603930713,0.4856660105441271,419.04249522662326,1021.6307537526704,367.12185735357946,0,1,5
2011-05-23,1485238.819768047,30.14541582503398,5,0.49785277489564345,0.4991899505678493,478.31921801339274,1118.3378546916747,402.53996236982437,0,1,6
2011-05-24,1461335.2709554108,491.6752314098849,5,0.5214988189432894,0.5229157750982214,482.6164849212614,1162.1185140008004,322.80189957965706,1,0,6
2011-05-25,1445199.4292220548,722215.9685682853,4,0.7591129430845276,0.7593769222559834,628.7685699398693,2742.297170035986,589.5352810605322,0,0,6
2011-05-26,1445886.3646528213,725202.5072645254,3,0.25231267096081894,0.25235554781174446,217.48916078854646,554.504414208873,135.2287597173747,0,0,4
2011-05-27,1442309.429787199,720816.1843669885,4,0.25755412766313607,0.25750684757813824,221.42852042816145,552.2832709531096,127.32124644008775,0,0,4
2011-05-30,1451974.1451396507,718060.1050152853,5,0.13586020614235342,0.13588995897435183,163.29008667690172,289.16258500295663,52.45178993159266,0,0,5
2011-05-31,1470159.5744168162,728085.5549895137,5,0.12469153757702704,0.12469639834890016,158.68239138525655,288.48556912595234,93.18189163108408,0,0,6
2011-06-01,1483659.1046713083,735812.9285948798,5,0.10171787871475312,0.1017150061290794,120.0,236.77215062802972,66.62751117792902,0,0,6
2011-06-02,1476852.9219038323,741094.0541160865,5,0.17263680143591437,0.1726388752844598,131.2135890678796,392.81373922773923,128.25670942616085,0,0,6
2011-06-03,1484348.870680912,743788.0789429983,5,0.15931052698989095,0.1593504023244377,130.39992927808754,360.06862707278447,61.056664684208336,0,0,6
2011-06-07,1486149.062382694,743438.0814458083,4,0.09814131697636631,0.09814141548127271,80.0,218.66883673919318,73.21707214924535,1,0,4
2011-06-08,1481304.0580873603,740393.8882527848,5,0.13751336331610942,0.1375124639840893,110.61774849028798,301.8834786670623,102.64893307364838,0,0,5
2011-06-09,1481403.2303520383,741935.577923356,5,0.12177289615168348,0.12177876516008002,168.67097288409022,273.95801343828856,83.48270060395822,0,0,6
2011-06-10,1464138.1626236984,742509.2339086563,5,0.08034006502923265,0.08034046466401684,117.04347948860823,180.14623364629233,59.688963497921314,1,0,5
2011-06-13,1458433.6631284226,742509.2339086563,5,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-06-14,1476734.503940399,729751.2318759791,5,0.28495763207016456,0.28495186613230883,283.53752055045027,606.6103605884364,214.05512961698327,0,0,7
2011-06-15,1477841.1598399119,736019.5804928163,5,0.26492215226956706,0.2649050954284239,252.5407497548299,596.6676283566796,170.56415315224467,2,0,5
2011-06-16,1463328.534224294,882582.8263748805,4,0.3776293678757481,0.3776980311397033,383.2356050584281,1053.1760111057768,254.11748905650637,0,0,8
2011-06-17,1456009.1955480387,732021.7467566101,5,0.17194753502740742,0.17188007672208055,179.35576895570355,152.24241841649845,98.7563052585439,1,0,5
2011-06-20,1449570.2008721763,730640.5389399283,4,0.010010147843436523,0.01000971563343634,100.0,20.06642600427539,7.324999961111185,0,0,5
2011-06-21,1464732.3758785147,919412.6549432116,3,0.13055671915828992,0.13062774021237172,146.10480494007717,570.2572763656144,104.32592859492057,1,0,3
2011-06-22,1470084.7372968053,736331.8136260787,3,0.12433512691566943,0.12431225962052311,113.93507571875372,0.0,33.65065328534024,0,0,3
2011-06-23,1478563.0943698846,732703.1797374327,4,0.2581918150244523,0.25819065407308206,223.77989347737076,564.3001452356383,189.9853091223162,0,0,4
2011-06-24,1468854.2486975752,928928.8420559642,3,0.14484294866435327,0.14491228616988178,177.0155178750618,615.8711467108515,103.92337819465297,0,0,4
2011-06-27,1464770.7683918152,928928.8420559642,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-06-28,1463824.28820385,928928.8420559642,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-06-29,1467093.3913236922,928928.8420559642,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-06-30,1466671.90950813,928928.8420559642,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-01,1473662.8108615857,1035086.5184117695,3,0.13209556290875585,0.13214680500153267,80.0,451.23484178690285,75.30796982442777,0,0,4
2011-07-04,1490617.9011077406,740709.4550943495,5,0.2131246244234439,0.21302325842212433,137.9714133671379,32.594143562114624,161.1354147951002,0,0,5
2011-07-05,1494354.7286777785,744585.9128708465,5,0.20095895888964177,0.20096105048617716,144.90959935015792,456.2282950814216,154.97222354263894,0,0,6
2011-07-06,1496989.5717923166,744585.9128708465,5,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-07,1479550.3661331665,745096.2368655105,5,0.4063752202478189,0.40632314046981605,303.46442703142424,912.2788084131529,225.564543181172,2,0,4
2011-07-08,1471837.6639281642,738605.5901596622,5,0.40511576926266446,0.40511237804505523,395.9346959339559,891.7625353336949,303.24545879513477,0,0,6
2011-07-11,1467634.9339771695,738605.5901596622,5,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-12,1445769.8930128636,729244.6968233833,5,0.189326602254471,0.18928027248000898,227.85080968202243,401.36554766473586,81.21157702565576,0,0,6
2011-07-13,1447537.2329365683,1019671.7596734661,3,0.20543909659654966,0.2054882910493776,226.76030994975247,883.3656832795244,74.1256110205064,0,0,5
2011-07-14,1448797.6227632614,1019671.7596734661,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-15,1443313.3003622098,1019671.7596734661,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-18,1439169.1136060278,1019671.7596734661,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-19,1436642.821093283,1019671.7596734661,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-20,1456191.3019399717,1019671.7596734661,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-21,1504450.885968975,56.56551637429493,5,0.6980539336566242,0.6984445049284033,596.715143655447,0.0,552.3473687113438,0,1,5
2011-07-22,1509106.0186224636,784.5860433523201,5,0.19577684354372155,0.19632104183484278,233.6959428470213,450.09188479783563,143.7259078550623,0,1,6
2011-07-25,1488601.7107861529,326.7449481113674,5,0.37038499753286597,0.3715491245437704,372.27809429348684,836.970868930828,149.55565709689273,0,1,6
2011-07-26,1541114.7479170375,10.710057524440344,5,0.817563972319888,0.8196789072037418,737.4940627483045,1842.8004914336484,510.33734851400874,1,1,6
2011-07-27,1574856.8939490188,25.83497601711042,5,0.83213359714366,0.8343480482534457,769.1024407375191,1939.4885211838102,665.314564816776,1,1,6
2011-07-28,1560729.8656647175,25.83497601711042,5,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-07-29,1539542.2509839141,18.407158324141164,5,0.3335705220060619,0.3339649696843113,333.61494970119395,776.7221123537445,272.1991883001749,0,1,6
2011-08-01,1575454.181889038,43.319873375599855,5,0.22732219978617962,0.22778830563743035,152.26029684875192,532.9483893385049,177.6478502190791,0,1,7
2011-08-02,1567165.7244170748,339.0170823717458,5,0.1114451204005912,0.11144522381003703,121.21553537998712,262.6900473478249,88.11273462320612,0,0,6
2011-08-03,1550527.5212414805,42.28961830360777,5,0.3030307987517211,0.3038408714858377,177.92199826830648,696.4784679339595,162.64872604623812,0,1,6
2011-08-04,1543033.1893361139,1235334.6649049877,2,0.8204003880019362,0.8206117464257575,776.5179184297438,3783.0645493935062,350.7161654815499,0,0,6
2011-08-05,1524966.046771175,1071418.5111106634,3,0.2761363588729185,0.2760404053787535,239.51246794903284,385.3590448646627,146.01264573800898,0,0,3
2011-08-08,1520208.1645900612,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-09,1514361.0868733458,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-10,1532062.231980596,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-11,1537304.899692734,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-12,1526574.985536799,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-15,1539939.7568114744,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-16,1535438.8613014503,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-17,1529557.9084075554,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-18,1519198.7227177734,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-19,1509388.908172459,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-22,1516906.0841453727,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-23,1530987.609428062,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-24,1534826.801669094,1071418.5111106634,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-25,1536925.6823347802,1173021.689822575,2,0.06620927116021313,0.0662424074520125,58.12130492436962,305.9016048651032,51.032353742800524,0,0,1
2011-08-26,1543680.3387681157,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-29,1549461.9980165332,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-30,1547936.3283977606,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-08-31,1550065.9797967328,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-01,1546169.066066908,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-02,1542154.669149343,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-05,1536124.7908522468,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-06,1531258.1931058038,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-07,1544357.1207263097,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-08,1545040.5290211027,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-09,1547449.8298053015,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-13,1543715.0822729634,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-14,1537446.9244320868,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-15,1549948.496608992,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-16,1562287.902588411,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-19,1562367.3291030047,1173021.689822575,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-20,1567016.0511085098,541323.8515230109,3,0.4042239538314839,0.4040215025459231,166.92261130159633,0.0,316.295569672674,0,0,3
2011-09-21,1582997.1081857826,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-22,1546967.009544142,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-23,1513514.3285443252,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-26,1491013.2952052443,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-27,1527765.2276704088,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-28,1547223.7230913737,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-29,1541794.0246787001,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-09-30,1544582.5440203017,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-03,1519629.9589650338,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-04,1527817.2555880193,541323.8515230109,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-05,1527659.4366598641,1033965.0776742304,3,0.3231627601993547,0.3233248635466022,126.77531833193574,1482.752261192231,247.9236825120042,0,0,3
2011-10-06,1529135.808803538,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-07,1525944.6727423049,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-11,1539310.010201931,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-12,1543060.486914375,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-13,1547262.8380660042,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-14,1543994.6384285472,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-17,1548623.6059747885,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-18,1541966.0921091237,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-19,1538765.3850949197,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-20,1530901.4704910563,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-21,1531908.9278757274,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-24,1544481.5977995947,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-25,1541676.9619690625,1033965.0776742304,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-26,1547446.9647987988,534864.1767019193,3,0.3237915426286418,0.3236291258490667,131.81891743669934,0.0,250.287424918468,0,0,3
2011-10-27,1544532.3620830243,534864.1767019193,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-28,1554961.404126077,534864.1767019193,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-10-31,1555545.9730372857,534864.1767019193,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-01,1552237.8901035376,336258.65207469976,3,0.30333920890120664,0.3032353135708334,136.18845020591849,405.37136737840467,175.74280926146213,0,0,4
2011-11-02,1552095.6046046074,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-03,1539729.2091667047,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-04,1564566.0628797417,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-07,1573697.6945346154,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-08,1566410.485348846,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-09,1563122.153751871,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-10,1539245.2754703097,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-11,1549638.7935668717,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-14,1592927.52376499,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-15,1601303.5998494702,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-16,1595757.8282261281,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-17,1602095.3832214572,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-18,1573454.6320425041,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-21,1552286.6304339946,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-22,1549105.87105991,336258.65207469976,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-23,1534216.4990434754,940678.9249062709,3,0.3927938727247072,0.39299113016726234,178.97421520593826,1819.2555076633216,304.53775182946697,0,0,3
2011-11-24,1524206.6450326291,940678.9249062709,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-25,1510501.4188179164,940678.9249062709,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-28,1520177.019805382,940678.9249062709,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-11-29,1523958.9620277067,1015839.4107831122,2,0.04952261789993499,0.049547399477316664,42.994968989090545,226.28931046889755,37.74575669215659,0,0,1
2011-11-30,1531646.1803743802,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-01,1543539.9803158222,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-02,1538774.8408650516,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-05,1540350.9215869466,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-06,1535537.7858419465,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-07,1541612.0261816396,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-08,1540266.028007632,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-09,1526359.3803526924,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-12,1531342.3032563222,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-13,1533270.2573905047,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-14,1529790.820724484,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-15,1517557.4464657828,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-16,1519145.8262827063,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-19,1517981.9143623565,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-20,1520067.3565601404,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-21,1538350.3729684777,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-22,1532530.8133667288,1015839.4107831122,2,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-23,1529955.2327851765,399521.00517969683,3,0.4007659946133532,0.400707492582228,164.2772560306683,0.0,89.94342952998426,0,0,3
2011-12-26,1526696.1691751168,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-27,1523989.1684765993,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-28,1527327.4828165737,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-29,1528958.6573174526,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2011-12-30,1530003.5075499131,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-02,1514375.9845295069,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-03,1527490.9282220812,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-04,1529481.0824336829,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-05,1528879.4065875378,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-06,1520624.5334492717,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-09,1512483.47692378,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-10,1520501.694948703,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-11,1524441.685134822,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-12,1531094.7328996668,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-13,1543755.805906023,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-16,1520705.69968476,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-17,1526741.4313578797,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-18,1533003.7050176505,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-30,1552486.5096453936,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-01-31,1548408.2976647196,399521.00517969683,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-01,1547956.0202105083,399271.68604183197,3,0.2215977454602632,0.22159796927442618,105.45345988624322,511.6211452678001,170.60871915059417,0,0,4
2012-02-02,1560765.1992251398,399271.68604183197,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-03,1561660.792215508,399271.68604183197,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-04,1571432.406159834,399271.68604183197,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-06,1558047.173294818,13.267729674775183,5,0.29775579478569775,0.29795287045850993,145.39640923005763,107.18100610277052,238.6187354271063,1,1,4
2012-02-07,1532437.6104629023,397579.4657898012,3,0.28591131301096906,0.2859134380041603,224.5620148692236,1256.2793437899163,22.962375012016693,0,0,5
2012-02-08,1550535.9909583076,397579.4657898012,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-09,1561457.3036328973,23.62437477351159,5,0.27744506781314693,0.277735518155615,297.02093508313425,47.67082390560498,227.2828855379222,0,1,5
2012-02-10,1572721.7878137168,23.62437477351159,5,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-13,1579350.5305077743,30.911739625757946,5,0.07672946216733413,0.07692679337708477,123.13389716028611,181.0828483388811,60.39377308751794,0,1,6
2012-02-14,1586187.8578395087,3.424582974651912,4,0.5239640474108649,0.5250433439506255,508.42316403579844,1251.457162116896,438.61735397150085,1,1,5
2012-02-15,1599883.5418841725,6.625145299651194,4,0.5179143746340843,0.5196381801261022,528.7524853559134,1243.4059648805046,213.60795647446923,0,1,5
2012-02-16,1582199.1239387586,102.20655780780362,4,0.5213518259961631,0.5225186109990309,489.67523316451434,1252.4422139203914,433.8729886387763,2,0,3
2012-02-17,1600291.1487039784,102.20655780780362,4,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-20,1633254.5651614512,102.20655780780362,4,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-21,1632014.2733704695,33.63091849272314,5,0.3426202137963465,0.3432676746519915,368.2999517975129,843.1684855881441,305.7230006244992,0,1,5
2012-02-22,1646135.7263438045,55.71007091961718,4,0.3258095576097551,0.3267968323149669,359.8947672463813,802.5203547928203,280.9715186816534,0,1,5
2012-02-23,1628350.3114050054,18.249354683553975,4,0.5286591108872537,0.5301371587239249,542.2099342736536,1300.1975611309904,470.4157719185824,0,1,5
2012-02-24,1638536.628245239,18.249354683553975,4,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-02-29,1668014.9232272443,18.249354683553975,4,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-01,1656701.8611776896,37.289927722901666,6,0.5283551769448669,0.5299232180273283,281.6490139291328,1324.5490094855554,506.4605032295075,0,1,7
2012-03-02,1673495.266859734,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-03,1663279.237503209,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-05,1634346.0379327843,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-06,1638746.2682185518,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-07,1635908.7426469193,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-08,1640583.0455855592,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-09,1647326.4313524715,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-12,1626104.1726470669,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-13,1642019.8948867577,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-14,1676032.822882121,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-15,1672853.06248748,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-16,1649806.5608339645,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-19,1668854.8441498284,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-20,1657253.0005709387,37.289927722901666,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-21,1669830.1685997872,121980.25900758097,5,0.10060835349523692,0.10064926034479245,138.45687812239026,436.91981073192625,91.72897417809139,0,0,6
2012-03-22,1676527.001405285,64.07455897665204,6,0.0977977814117447,0.09821240146694002,168.85700378576226,60.869137899884,81.60624067800462,0,1,6
2012-03-23,1692952.9955927064,64.07455897665204,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-26,1671382.9951426042,64.07455897665204,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-27,1686813.9667163233,64.07455897665204,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-28,1679405.2748737026,64.07455897665204,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-29,1629136.606047085,64.07455897665204,6,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-03-30,1640600.6313335674,129842.41252706386,5,0.09807985917302055,0.09812023480746575,178.0891298569643,434.07901275601256,79.74870839528405,0,0,6
2012-04-02,1634827.9995520322,270467.6560322817,3,0.23525282537241599,0.23530091325728064,129.92585100691304,791.1350952658408,189.87783674247243,0,0,5
2012-04-03,1591606.161966746,11570.703856778928,3,0.6168254975107776,0.6167624477316711,382.5405180807433,1127.2562395461464,479.5241978854535,0,0,5
2012-04-05,1558850.587321472,11762.490446225187,3,0.3462597731469311,0.3462593789182278,326.1465841073516,804.9733060169345,274.65544825926474,0,0,4
2012-04-06,1579813.9241173503,11762.490446225187,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-09,1564294.3914684341,192458.32034933177,3,0.1171971609661972,0.11720925658670835,106.89471354397675,544.0402947341541,18.71633776112124,0,0,3
2012-04-10,1550400.5680453812,11.46735708378037,3,0.4288338056531189,0.42942720192354106,387.02151693423866,725.9546163954037,348.60426086861116,0,1,4
2012-04-11,1558181.149152671,1.4663551529620236,3,0.36457079586253693,0.36524047851351055,351.52281166819944,847.7226294302967,294.72477532503024,0,1,4
2012-04-12,1575817.7315243443,1.4663551529620236,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-13,1613839.4205617274,1.4663551529620236,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-16,1611967.6018430928,1.4663551529620236,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-17,1599299.7296027518,220027.27491172726,3,0.43083858514832635,0.43081268697591274,398.4498542253321,1381.2605263671503,203.33461065680592,0,0,4
2012-04-18,1606983.4609412001,8478.400368491253,3,0.4202625058828953,0.42023054667254306,388.0425938826975,705.4816953629551,297.77410114932616,0,0,4
2012-04-19,1610685.9735364025,8478.400368491253,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-20,1582276.6760679467,8478.400368491253,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-23,1569680.3885086526,8478.400368491253,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-24,1567177.6755264974,591482.6117062694,3,0.6669000283529757,0.6670143254532944,593.6362079780231,2441.259207440382,406.7353915239387,0,0,5
2012-04-25,1560454.1166428083,591482.6117062694,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-26,1554807.8219717275,591482.6117062694,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-27,1566699.10111348,591482.6117062694,3,0.0,0.0,0.0,0.0,0.0,0,0,0
2012-04-30,1578921.3568969914,591482.6117062694,3,0.0,0.0,0.0,0.0,0.0,0,0,0
