market,fn_date,content_date,kind,bytes,path
twse,2023-05-29,2023-05-29,csv,128757,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_5_29.csv
twse,2023-05-03,2023-05-03,csv,128090,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_5_3.csv
twse,2023-05-30,2023-05-30,csv,128772,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_5_30.csv
twse,2023-05-31,2023-05-31,csv,128727,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_5_31.csv
twse,2023-05-04,2023-05-04,csv,128158,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_5_4.csv
twse,2023-05-05,2023-05-05,csv,128939,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_5_5.csv
twse,2023-05-08,2023-05-08,csv,127733,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_5_8.csv
twse,2023-05-09,2023-05-09,csv,129191,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_5_9.csv
twse,2023-06-01,2023-06-01,csv,128564,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_1.csv
twse,2023-06-11,,0-byte sentinel,0,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_11.csv
twse,2023-06-12,2023-06-12,csv,128819,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_12.csv
twse,2023-06-13,2023-06-13,csv,129315,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_13.csv
twse,2023-06-14,2023-06-14,csv,128717,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_14.csv
twse,2023-06-15,2023-06-15,csv,128552,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_15.csv
twse,2023-06-16,2023-06-16,csv,128856,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_16.csv
twse,2023-06-19,2023-06-19,csv,128477,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_19.csv
twse,2023-06-02,2023-06-02,csv,129327,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_2.csv
twse,2023-06-20,2023-06-20,csv,129512,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_20.csv
twse,2023-06-21,2023-06-21,csv,129360,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_21.csv
twse,2023-06-26,2023-06-26,csv,128555,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_26.csv
twse,2023-06-27,2023-06-27,csv,129510,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_27.csv
twse,2023-06-28,2023-06-28,csv,128560,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_28.csv
twse,2023-06-29,2023-06-29,csv,128497,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_29.csv
twse,2023-06-30,2023-06-30,csv,128715,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_30.csv
twse,2023-06-05,2023-06-05,csv,128706,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_5.csv
twse,2023-06-06,2023-06-06,csv,128943,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_6.csv
twse,2023-06-07,2023-06-07,csv,128956,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_7.csv
twse,2023-06-08,2023-06-08,csv,129181,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_8.csv
twse,2023-06-09,2023-06-09,csv,129515,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_6_9.csv
twse,2023-07-10,2023-07-10,csv,128989,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_10.csv
twse,2023-07-11,2023-07-11,csv,128841,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_11.csv
twse,2023-07-12,2023-07-12,csv,128903,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_12.csv
twse,2023-07-13,2023-07-13,csv,129381,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_13.csv
twse,2023-07-14,2023-07-14,csv,128265,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_14.csv
twse,2023-07-17,2023-07-17,csv,128661,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_17.csv
twse,2023-07-18,2023-07-18,csv,129466,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_18.csv
twse,2023-07-19,2023-07-19,csv,129094,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_19.csv
twse,2023-07-20,,0-byte sentinel,0,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_20.csv
twse,2023-07-21,2023-07-21,csv,129643,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_21.csv
twse,2023-07-24,2023-07-24,csv,129413,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_24.csv
twse,2023-07-25,2023-07-25,csv,129384,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_25.csv
twse,2023-07-26,2023-07-26,csv,129367,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_26.csv
twse,2023-07-27,2023-07-27,csv,129553,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_27.csv
twse,2023-07-28,2023-07-28,csv,129350,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_28.csv
twse,2023-07-03,2023-07-03,csv,128387,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_3.csv
twse,2023-07-30,,0-byte sentinel,0,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_30.csv
twse,2023-07-31,2023-07-31,csv,129503,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_31.csv
twse,2023-07-04,2023-07-04,csv,128706,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_4.csv
twse,2023-07-05,2023-07-05,csv,128244,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_5.csv
twse,2023-07-06,,0-byte sentinel,0,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_6.csv
twse,2023-07-07,2023-07-07,csv,129523,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_7_7.csv
twse,2023-08-01,2023-08-01,csv,128972,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_1.csv
twse,2023-08-10,2023-08-10,csv,130607,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_10.csv
twse,2023-08-11,2023-08-11,csv,129665,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_11.csv
twse,2023-08-14,2023-08-14,csv,130749,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_14.csv
twse,2023-08-15,2023-08-15,csv,129591,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_15.csv
twse,2023-08-16,2023-08-16,csv,130806,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_16.csv
twse,2023-08-17,2023-08-17,csv,130180,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_17.csv
twse,2023-08-18,2023-08-18,csv,130196,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_18.csv
twse,2023-08-02,2023-08-02,csv,130277,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_2.csv
twse,2023-08-21,2023-08-21,csv,129162,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_21.csv
twse,2023-08-22,2023-08-22,csv,129531,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_22.csv
twse,2023-08-23,2023-08-23,csv,129501,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_23.csv
twse,2023-08-24,2023-08-24,csv,129391,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_24.csv
twse,2023-08-25,2023-08-25,csv,129098,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_25.csv
twse,2023-08-28,2023-08-28,csv,129189,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_28.csv
twse,2023-08-29,2023-08-29,csv,128846,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_29.csv
twse,2023-08-30,2023-08-30,csv,129430,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_30.csv
twse,2023-08-31,2023-08-31,csv,129047,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_31.csv
twse,2023-08-04,2023-08-04,csv,129404,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_4.csv
twse,2023-08-07,2023-08-07,csv,127836,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_7.csv
twse,2023-08-08,2023-08-08,csv,130301,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_8.csv
twse,2023-08-09,2023-08-09,csv,130488,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_8_9.csv
twse,2023-09-01,2023-09-01,csv,129124,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_1.csv
twse,2023-09-11,2023-09-11,csv,129859,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_11.csv
twse,2023-09-12,2023-09-12,csv,129708,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_12.csv
twse,2023-09-13,2023-09-13,csv,129923,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_13.csv
twse,2023-09-14,2023-09-14,csv,129126,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_14.csv
twse,2023-09-15,2023-09-15,csv,129695,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_15.csv
twse,2023-09-18,2023-09-18,csv,129136,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_18.csv
twse,2023-09-19,2023-09-19,csv,129441,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_19.csv
twse,2023-09-20,2023-09-20,csv,129659,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_20.csv
twse,2023-09-21,2023-09-21,csv,130102,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_21.csv
twse,2023-09-22,2023-09-22,csv,130391,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_22.csv
twse,2023-09-25,2023-09-25,csv,128536,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_25.csv
twse,2023-09-26,2023-09-26,csv,129827,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_26.csv
twse,2023-09-27,2023-09-27,csv,129931,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_27.csv
twse,2023-09-28,2023-09-28,csv,130301,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_28.csv
twse,2023-09-04,2023-09-04,csv,128890,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_4.csv
twse,2023-09-05,2023-09-05,csv,129084,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_5.csv
twse,2023-09-06,2023-09-06,csv,129731,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_6.csv
twse,2023-09-07,2023-09-07,csv,129461,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_7.csv
twse,2023-09-08,2023-09-08,csv,130311,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2023/2023_9_8.csv
twse,2024-10-01,2024-10-01,csv,138669,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_1.csv
twse,2024-10-11,2024-10-11,csv,138456,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_11.csv
twse,2024-10-14,2024-10-14,csv,139460,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_14.csv
twse,2024-10-15,2024-10-15,csv,138164,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_15.csv
twse,2024-10-16,2024-10-16,csv,139429,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_16.csv
twse,2024-10-17,2024-10-17,csv,138050,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_17.csv
twse,2024-10-18,2024-10-18,csv,138088,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_18.csv
twse,2024-10-21,2024-10-21,csv,138053,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_21.csv
twse,2024-10-22,2024-10-22,csv,139424,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_22.csv
twse,2024-10-23,2024-10-23,csv,137987,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_23.csv
twse,2024-10-24,2024-10-24,csv,138527,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_24.csv
twse,2024-10-25,2024-10-25,csv,138211,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_25.csv
twse,2024-10-28,2024-10-28,csv,138485,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_28.csv
twse,2024-10-29,2024-10-29,csv,139205,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_29.csv
twse,2024-10-30,2024-10-30,csv,138252,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_30.csv
twse,2024-10-04,2024-10-04,csv,139005,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_4.csv
twse,2024-10-06,,0-byte sentinel,0,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_6.csv
twse,2024-10-07,2024-10-07,csv,138150,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_7.csv
twse,2024-10-08,2024-10-08,csv,138890,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_8.csv
twse,2024-10-09,2024-10-09,csv,138915,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_10_9.csv
twse,2024-11-01,2024-11-01,csv,139763,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_1.csv
twse,2024-11-11,2024-11-11,csv,139308,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_11.csv
twse,2024-11-12,2024-11-12,csv,140086,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_12.csv
twse,2024-11-13,2024-11-13,csv,139571,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_13.csv
twse,2024-11-14,2024-11-14,csv,139474,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_14.csv
twse,2024-11-15,2024-11-15,csv,139466,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_15.csv
twse,2024-11-18,2024-11-18,csv,140636,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_18.csv
twse,2024-11-19,2024-11-19,csv,139998,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_19.csv
twse,2024-11-20,2024-11-20,csv,138591,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_20.csv
twse,2024-11-21,2024-11-21,csv,139269,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_21.csv
twse,2024-11-22,2024-11-22,csv,138768,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_22.csv
twse,2024-11-25,2024-11-25,csv,138798,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_25.csv
twse,2024-11-26,2024-11-26,csv,138738,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_26.csv
twse,2024-11-27,2024-11-27,csv,140300,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_27.csv
twse,2024-11-28,2024-11-28,csv,140246,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_28.csv
twse,2024-11-29,2024-11-29,csv,139216,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_29.csv
twse,2024-11-04,2024-11-04,csv,138598,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_4.csv
twse,2024-11-05,2024-11-05,csv,139159,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_5.csv
twse,2024-11-06,2024-11-06,csv,138660,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_6.csv
twse,2024-11-07,2024-11-07,csv,139156,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_7.csv
twse,2024-11-08,2024-11-08,csv,139439,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_11_8.csv
twse,2024-12-10,2024-12-10,csv,139256,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_10.csv
twse,2024-12-11,2024-12-11,csv,139502,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_11.csv
twse,2024-12-12,2024-12-12,csv,139050,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_12.csv
twse,2024-12-13,2024-12-13,csv,139996,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_13.csv
twse,2024-12-16,2024-12-16,csv,139712,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_16.csv
twse,2024-12-17,2024-12-17,csv,140156,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_17.csv
twse,2024-12-18,2024-12-18,csv,139635,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_18.csv
twse,2024-12-19,2024-12-19,csv,140324,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_19.csv
twse,2024-12-02,2024-12-02,csv,138693,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_2.csv
twse,2024-12-20,2024-12-20,csv,140373,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_20.csv
twse,2024-12-23,2024-12-23,csv,138831,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_23.csv
twse,2024-12-24,2024-12-24,csv,139442,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_24.csv
twse,2024-12-25,2024-12-25,csv,137881,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_25.csv
twse,2024-12-26,2024-12-26,csv,139190,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_26.csv
twse,2024-12-27,2024-12-27,csv,139876,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_27.csv
twse,2024-12-03,2024-12-03,csv,138814,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_3.csv
twse,2024-12-30,2024-12-30,csv,139475,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_30.csv
twse,2024-12-31,2024-12-31,csv,140028,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_31.csv
twse,2024-12-04,2024-12-04,csv,138915,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_4.csv
twse,2024-12-05,2024-12-05,csv,138598,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_5.csv
twse,2024-12-06,2024-12-06,csv,138847,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_6.csv
twse,2024-12-09,2024-12-09,csv,138923,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_12_9.csv
twse,2024-01-10,2024-01-10,csv,132984,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_10.csv
twse,2024-01-11,2024-01-11,csv,132158,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_11.csv
twse,2024-01-12,2024-01-12,csv,131997,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_12.csv
twse,2024-01-15,2024-01-15,csv,131319,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_15.csv
twse,2024-01-16,2024-01-16,csv,132919,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_16.csv
twse,2024-01-17,2024-01-17,csv,132908,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_17.csv
twse,2024-01-18,2024-01-18,csv,133487,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_18.csv
twse,2024-01-19,2024-01-19,csv,133104,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_19.csv
twse,2024-01-02,2024-01-02,csv,131655,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_2.csv
twse,2024-01-22,2024-01-22,csv,131251,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_22.csv
twse,2024-01-23,2024-01-23,csv,131288,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_23.csv
twse,2024-01-24,2024-01-24,csv,131776,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_24.csv
twse,2024-01-25,2024-01-25,csv,132136,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_25.csv
twse,2024-01-26,2024-01-26,csv,131217,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_26.csv
twse,2024-01-29,2024-01-29,csv,130953,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_29.csv
twse,2024-01-03,2024-01-03,csv,132211,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_3.csv
twse,2024-01-30,2024-01-30,csv,132118,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_30.csv
twse,2024-01-31,2024-01-31,csv,131541,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_31.csv
twse,2024-01-04,2024-01-04,csv,132085,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_4.csv
twse,2024-01-05,2024-01-05,csv,131131,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_5.csv
twse,2024-01-08,2024-01-08,csv,131295,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_8.csv
twse,2024-01-09,2024-01-09,csv,132423,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_1_9.csv
twse,2024-02-01,2024-02-01,csv,132001,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_1.csv
twse,2024-02-15,2024-02-15,csv,131410,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_15.csv
twse,2024-02-16,2024-02-16,csv,132427,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_16.csv
twse,2024-02-19,2024-02-19,csv,132299,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_19.csv
twse,2024-02-02,2024-02-02,csv,132544,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_2.csv
twse,2024-02-20,2024-02-20,csv,132317,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_20.csv
twse,2024-02-21,2024-02-21,csv,132810,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_21.csv
twse,2024-02-22,2024-02-22,csv,131917,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_22.csv
twse,2024-02-23,2024-02-23,csv,133012,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_23.csv
twse,2024-02-24,,0-byte sentinel,0,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_24.csv
twse,2024-02-26,2024-02-26,csv,132016,/Users/zaoldyeck/Documents/scala/quantlib/data/sbl_borrowing/twse/2024/2024_2_26.csv
