出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/24","102/2","1101","台泥","水泥工業","5540346","9134465","7983023","-39.34679261456473","-30.59839612136906","14674811","15108059","-2.8676615573185145","本期合併營收較去年同期減少30.6%，主係因大陸市場水泥之銷售數量及銷售價格較去年同期分別減少35%及15%"
"108/11/24","102/2","1102","亞泥","水泥工業","2552357","6018213","3612692","-57.5894538794157","-29.350273978517958","8570570","7492876","14.382915185037094","-"
"108/11/24","102/2","1103","嘉泥","水泥工業","166638","288455","325619","-42.23085056594616","-48.82423937178113","455093","681071","-33.17980063752531","本月營收較去年同期減少主係去年同期出售容積率及本月適逢春節，工作天數較少所致。"
"108/11/24","102/2","1104","環泥","水泥工業","299860","486481","374052","-38.36141596485783","-19.834675392726144","786340","693051","13.460625552809246","-"
"108/11/24","102/2","1108","幸福","水泥工業","276936","481802","283916","-42.52078654717083","-2.458473633046394","758738","570145","33.07807662962931","-"
"108/11/24","102/2","1109","信大","水泥工業","149301","383780","246006","-61.09724321225702","-39.31001682885783","533081","489539","8.894490530887223","因102年2月適逢春節,營業天數較少,致本月營收較去年同期減少。"
"108/11/24","102/2","1110","東泥","水泥工業","113585","179660","129674","-36.7778025158633","-12.407267455311011","293246","245191","19.599006488818922","-"
"108/11/24","102/2","1201","味全","食品工業","2065554","2293196","1852599","-9.926844456383144","11.494932254632547","4358750","3879359","12.357479676410458","-"
"108/11/24","102/2","1203","味王","食品工業","505506","540783","483273","-6.523318965278125","4.600505304455246","1046289","942532","11.008326507747217","-"
"108/11/24","102/2","1210","大成","食品工業","5933139","7783821","6784900","-23.7760092376225","-12.553773821279606","13716960","13486876","1.7059843954967777","-"
"108/11/24","102/2","1213","大飲","食品工業","61451","72725","46759","-15.502234444826401","31.420689065206698","134176","129964","3.2408974793019607","-"
"108/11/24","102/2","1215","卜蜂","食品工業","1308013","1570413","1347485","-16.708980376499685","-2.9293090461118307","2878425","2758872","4.333401477125434","-"
"108/11/24","102/2","1216","統一","食品工業","29510151","39905963","30646068","-26.05077341448946","-3.7065668587565623","69416114","63722362","8.935249449792837","-"
"108/11/24","102/2","1217","愛之味","食品工業","260450","284578","225102","-8.478519070342752","15.70310348197706","545028","481652","13.158047719100097","-"
"108/11/24","102/2","1218","泰山","食品工業","685922","970549","662894","-29.32639155776782","3.4738585656228596","1656471","1470995","12.608880383685872","-"
"108/11/24","102/2","1219","福壽","食品工業","667854","964510","706437","-30.757172035541362","-5.461633521460512","1632364","1492244","9.389885300259207","-"
"108/11/24","102/2","1220","台榮","食品工業","222809","266748","284100","-16.472101009192198","-21.57374164026751","489557","519470","-5.758369106974416","-"
"108/11/24","102/2","1225","福懋油","食品工業","910219","1298985","1004425","-29.9284441313795","-9.37909749359086","2209204","2033371","8.647364401282402","-"
