出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/26","107/4","1101","台泥","水泥工業","11023422","9750141","8370478","13.059103452965449","31.694056181737768","35202634","29550250","19.1280412179254","-"
"108/11/26","107/4","1102","亞泥","水泥工業","7188266","6395353","5218646","12.398267929854693","37.7419736843618","23762145","17739190","33.95281858980032","-"
"108/11/26","107/4","1103","嘉泥","水泥工業","170887","173573","132940","-1.5474757018660736","28.544456145629606","642144","731446","-12.208966895710688","-"
"108/11/26","107/4","1104","環泥","水泥工業","385013","437497","358213","-11.99642511834367","7.48158218713447","1551110","1458868","6.322847577710937","-"
"108/11/26","107/4","1108","幸福","水泥工業","280705","314840","292915","-10.842014991741838","-4.168444770667258","1113366","1185340","-6.072013093289689","-"
"108/11/26","107/4","1109","信大","水泥工業","545209","402999","481754","35.28792875416564","13.171660224928075","1606589","1451756","10.665221979451092","-"
"108/11/26","107/4","1110","東泥","水泥工業","117755","161920","113910","-27.275815217391305","3.375471863752085","530247","466577","13.646193447169491","-"
"108/11/26","107/4","1201","味全","食品工業","1497842","1380961","1331729","8.463743726289156","12.47348371928523","5400590","4939607","9.332382110560618","-"
"108/11/26","107/4","1203","味王","食品工業","482643","506069","456889","-4.629013039723832","5.636817695326436","1938471","2021921","-4.127263132436925","-"
"108/11/26","107/4","1210","大成","食品工業","5558027","5059713","6297791","9.8486613766433","-11.746404413865115","22757130","24808667","-8.269436644862862","-"
"108/11/26","107/4","1213","大飲","食品工業","36719","34897","35724","5.221079175860389","2.785242414063375","185809","198924","-6.592970179566065","-"
"108/11/26","107/4","1215","卜蜂","食品工業","1686807","1711634","1525910","-1.4504853257179982","10.544330923842166","6644047","6308245","5.323223812645197","-"
"108/11/26","107/4","1216","統一","食品工業","35313668","35875546","32149960","-1.5661866163653648","9.840472585346918","139601931","128279112","8.826705161476328","-"
"108/11/26","107/4","1217","愛之味","食品工業","252532","364432","271972","-30.70531676691399","-7.147794625917374","1280966","1206388","6.181924886520754","-"
"108/11/26","107/4","1218","泰山","食品工業","656563","656123","584450","0.06706059686979424","12.338608948584138","2524487","2451835","2.9631684024414366","-"
"108/11/26","107/4","1219","福壽","食品工業","1019797","1053098","836562","-3.162193831913079","21.903337708382644","3890159","3664966","6.1444771929671385","-"
"108/11/26","107/4","1220","台榮","食品工業","201953","204990","155625","-1.4815356846675447","29.768995983935742","776481","652536","18.9943543344735","-"
"108/11/26","107/4","1225","福懋油","食品工業","897122","974488","892975","-7.939143427112494","0.4644026988437526","3691793","3524177","4.756174278420182","-"
"108/11/26","107/4","1227","佳格","食品工業","1389082","1437583","1712813","-3.373787809121282","-18.900545476943485","8803555","8203993","7.3081729835703175","-"
"108/11/26","107/4","1229","聯華","食品工業","402230","448994","398574","-10.415283945887918","0.9172700677916773","1626672","1539578","5.657004711680734","2018年起本公司遵循IFRS15揭露合併營收，同時將去年同期重分類表達。"
"108/11/26","107/4","1231","聯華食","食品工業","532319","627092","499142","-15.113093453592136","6.64680591895693","2549269","2262038","12.697885711911118","-"
"108/11/26","107/4","1232","大統益","食品工業","1392479","1502080","1340101","-7.296615360034086","3.908511373396483","5510197","5728803","-3.8159105837641825","-"
"108/11/26","107/4","1233","天仁","食品工業","166293","166183","166068","0.06619208944356522","0.1354866681118578","721446","716247","0.7258669146258204","-"
"108/11/26","107/4","1234","黑松","食品工業","667340","678377","517614","-1.6269714332885696","28.926188240658096","2983108","2727254","9.381377752127232","-"
"108/11/26","107/4","1235","興泰","食品工業","2039","2540","4245","-19.724409448818896","-51.967020023557126","8072","14855","-45.66139347021205","本公司轉型以生產水產飼料為主,適逢水產淡季故營收較低"
"108/11/26","107/4","1236","宏亞","食品工業","122198","143298","117521","-14.72456000781588","3.979714263833698","693741","565287","22.72367841468139","-"
"108/11/26","107/4","1256","鮮活果汁-KY","食品工業","280840","295478","226345","-4.9540067280812785","24.076078552651925","980756","847982","15.657643676398791","-"
"108/11/26","107/4","1301","台塑","塑膠工業","19555897","20898368","16546119","-6.423807830353069","18.19023542620478","73723265","64342116","14.580106442256266","-"
"108/11/26","107/4","1303","南亞","塑膠工業","27904180","29059122","24262987","-3.9744559384829317","15.007191818550618","110124171","96939140","13.601349258926787","-"
"108/11/26","107/4","1304","台聚","塑膠工業","5025991","5226687","4640413","-3.8398320006535687","8.309131105356355","19690628","18541353","6.19844193678854","-"
"108/11/26","107/4","1305","華夏","塑膠工業","1031531","1401774","1155362","-26.412460211132466","-10.717939485633075","5175728","4846556","6.791874477463997","-"
"108/11/26","107/4","1307","三芳","塑膠工業","725122","1004127","801013","-27.785827888304965","-9.47437806877042","3110484","3502637","-11.195936090437005","-"
"108/11/26","107/4","1308","亞聚","塑膠工業","511607","490319","495433","4.341663284514775","3.264619030222048","1837750","2026082","-9.295378962944245","-"
"108/11/26","107/4","1309","台達化","塑膠工業","1926644","1713650","1540756","12.429259183613924","25.045367339150392","6767398","6064267","11.594657689049642","-"
"108/11/26","107/4","1310","台苯","塑膠工業","1293172","1332672","1200740","-2.963970129184075","7.697919616236654","5297474","4719489","12.24677078387088","-"
"108/11/26","107/4","1312","國喬","塑膠工業","1834146","2196810","1760962","-16.508664836740547","4.155910235428135","8248774","7155270","15.282498074845533","-"
"108/11/26","107/4","1313","聯成","塑膠工業","5740646","5523532","4175351","3.93070955323514","37.48894404326726","19354629","14748114","31.234603963598328","-"
"108/11/26","107/4","1314","中石化","塑膠工業","3058618","3286055","2549563","-6.921277945743452","19.966362862969067","12558803","11566312","8.58087694677439","-"
"108/11/26","107/4","1315","達新","塑膠工業","160132","197072","190479","-18.74441828367297","-15.931940003884943","730866","885862","-17.496630400671886","-"
"108/11/26","107/4","1316","上曜","建材營造","121862","373961","52825","-67.4131794491939","130.690014197823","886078","209648","322.6503472487217","增加房地收入"
"108/11/26","107/4","1319","東陽","汽車工業","1878025","2268169","1871860","-17.20083468207175","0.32935155406921457","8123163","7870507","3.210161683357883","-"
