出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/25","105/8","1101","台泥","水泥工業","7454905","7816038","7397417","-4.620409982653616","0.7771361273806789","55937677","62092091","-9.911751884793185","-"
"108/11/25","105/8","1102","亞泥","水泥工業","5106282","4788866","5512417","6.628208014172875","-7.367639276926981","39024808","43572715","-10.437511181022344","-"
"108/11/25","105/8","1103","嘉泥","水泥工業","196746","268801","184087","-26.80607587025346","6.876639849636313","1827240","1768413","3.3265419333605895","-"
"108/11/25","105/8","1104","環泥","水泥工業","388895","354764","376087","9.620761971338693","3.4055949820121407","3069125","3347118","-8.305443668254302","-"
"108/11/25","105/8","1108","幸福","水泥工業","388420","336726","329405","15.351947874533003","17.915635767520225","2828249","3429661","-17.535610662394912","-"
"108/11/25","105/8","1109","信大","水泥工業","364687","308834","373177","18.085120161640234","-2.275059824158509","2680045","2762188","-2.973838131220612","-"
"108/11/25","105/8","1110","東泥","水泥工業","103040","113528","126418","-9.238249594813615","-18.492619721875048","1004156","1233025","-18.56158634253158","-"
"108/11/25","105/8","1201","味全","食品工業","1763703","1717480","2131844","2.6913268276777607","-17.268665061796266","11628797","14387391","-19.173691741609023","-"
"108/11/25","105/8","1203","味王","食品工業","578616","534572","636854","8.23911465621095","-9.144639116657821","4235167","4523233","-6.368586362895743","-"
"108/11/25","105/8","1210","大成","食品工業","6489143","6139235","6466764","5.69953748309032","0.346061801544018","48673342","52009153","-6.41389218547743","-"
"108/11/25","105/8","1213","大飲","食品工業","93287","81158","97953","14.944922250425098","-4.763509029840842","487339","546508","-10.826739956231199","-"
"108/11/25","105/8","1215","卜蜂","食品工業","1630587","1571108","1547850","3.7857995758407443","5.345285395871693","11795396","10930696","7.910749690596098","-"
"108/11/25","105/8","1216","統一","食品工業","37381315","34586149","38024881","8.081749720097488","-1.6924865589980413","283505403","284450346","-0.3321996310737481","-"
"108/11/25","105/8","1217","愛之味","食品工業","599499","453952","684221","32.0622004088538","-12.382256610071892","2975885","3447963","-13.691504230178804","自104年9月17日起第一生技(股)公司已非本公司合併個體，故合併營收已不含第一生技(股)公司。"
"108/11/25","105/8","1218","泰山","食品工業","841131","778087","791072","8.102435845862995","6.3279954289875","5473061","5563513","-1.6258072911845447","-"
"108/11/25","105/8","1219","福壽","食品工業","907307","890385","841093","1.9005261768785413","7.872375587479625","7154264","6348152","12.698372691769196","-"
"108/11/25","105/8","1220","台榮","食品工業","261883","232390","250775","12.691165712810362","4.4294686471936995","1922578","2153131","-10.707801801190916","-"
"108/11/25","105/8","1225","福懋油","食品工業","953134","882722","895295","7.976690283010959","6.460328718467097","7078292","7240541","-2.2408408432463816","-"
"108/11/25","105/8","1227","佳格","食品工業","2422743","1821794","2149200","32.98666040177979","12.727666108319374","16900537","16380191","3.1766784648603914","-"
"108/11/25","105/8","1229","聯華","食品工業","441131","449816","441282","-1.9307894783644868","-0.034218481605866546","3532812","3465865","1.931610146384813","-"
