出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/25","106/10","1101","台泥","水泥工業","8387381","8071192","8261376","3.917500661612312","1.5252301795729912","77339459","71286099","8.491641547112852","-"
"108/11/25","106/10","1102","亞泥","水泥工業","5840273","5806573","5513659","0.5803767557903775","5.923725061705848","51189309","49616878","3.1691453863743706","-"
"108/11/25","106/10","1103","嘉泥","水泥工業","167398","177734","299070","-5.8154320501423475","-44.02715083425285","1732626","2403650","-27.91687641711564","-"
"108/11/25","106/10","1104","環泥","水泥工業","336159","403016","385127","-16.589167675725033","-12.714766817179788","3624014","3747842","-3.3039813311233504","-"
"108/11/25","106/10","1108","幸福","水泥工業","259826","267312","393978","-2.800472855689232","-34.050632268806886","2852787","3557672","-19.813096879082725","-"
"108/11/25","106/10","1109","信大","水泥工業","377596","521034","364969","-27.52948943830921","3.459745896226803","4121004","3390672","21.539447047664886","-"
"108/11/25","106/10","1110","東泥","水泥工業","170205","232565","110525","-26.81400898673489","53.996833295634474","1311819","1198236","9.479184401069572","主要係因子公司東南資產開發股份有限公司於本月認列收入"
"108/11/25","106/10","1201","味全","食品工業","1559834","1685062","1522441","-7.431655333750331","2.4561214523255743","14729165","14823250","-0.6347123606496551","-"
"108/11/25","106/10","1203","味王","食品工業","513465","543886","519767","-5.593267706835624","-1.212466355116812","5157934","5262412","-1.9853633656961864","-"
"108/11/25","106/10","1210","大成","食品工業","6551300","7052418","6502286","-7.105619661228248","0.7537964340541158","62851044","61715145","1.840551456210627","-"
"108/11/25","106/10","1213","大飲","食品工業","42390","61395","39048","-30.955289518690446","8.558696988322065","578381","574727","0.635780118212647","-"
"108/11/25","106/10","1215","卜蜂","食品工業","1689595","1700740","1540044","-0.6553029857591401","9.710826443919784","16449123","14867891","10.635213830932713","-"
"108/11/25","106/10","1216","統一","食品工業","33118533","35792013","33945525","-7.469487675923676","-2.436232758220708","338156924","352967979","-4.196146925837712","-"
"108/11/25","106/10","1217","愛之味","食品工業","261965","456849","257937","-42.658296286081395","1.5616216362910322","3633876","3571386","1.7497408569110144","-"
"108/11/25","106/10","1218","泰山","食品工業","646029","702927","666446","-8.094439394133389","-3.0635640396971398","6566875","6861057","-4.287706690091628","-"
"108/11/25","106/10","1219","福壽","食品工業","911115","905236","894761","0.6494439019217089","1.8277506507324301","8928702","8912677","0.1798000757797012","-"
"108/11/25","106/10","1220","台榮","食品工業","187754","196312","254440","-4.359387098088757","-26.20892941361421","1887582","2379718","-20.68043356397691","-"
"108/11/25","106/10","1225","福懋油","食品工業","874672","884524","941735","-1.1138194102138552","-7.121217752340096","8844793","8869549","-0.2791122750435225","-"
"108/11/25","106/10","1227","佳格","食品工業","2094827","3096087","1883037","-32.33953051060904","11.247256426719177","21465549","21430033","0.16573002944045864","-"
"108/11/25","106/10","1229","聯華","食品工業","407067","404314","395946","0.6809064242148429","2.8087163401069843","3986566","4344458","-8.237897569731368","-"
"108/11/25","106/10","1231","聯華食","食品工業","575902","566665","510753","1.63006361783417","12.755480633496035","5888544","5465719","7.735944712854796","-"
"108/11/25","106/10","1232","大統益","食品工業","1359056","1411977","1522468","-3.748007226746611","-10.733361883468158","14059150","14248179","-1.326688835113596","-"
"108/11/25","106/10","1233","天仁","食品工業","163721","186498","159467","-12.212999603212904","2.6676365643048405","1772908","1760030","0.7316920734305665","-"
"108/11/25","106/10","1234","黑松","食品工業","753622","805520","818890","-6.442794716456451","-7.970301261463689","7799947","7448404","4.7197090813011755","-"
"108/11/25","106/10","1235","興泰","食品工業","5169","25839","6922","-79.99535585742483","-25.325050563420977","68887","109312","-36.9813012295082","-"
"108/11/25","106/10","1236","宏亞","食品工業","155260","233746","158127","-33.57747298349491","-1.8130995971592454","1445655","1632508","-11.445763206060859","-"
"108/11/25","106/10","1256","鮮活果汁-KY","食品工業","172155","343372","131744","-49.86341344081637","30.673882681564248","2577137","2342832","10.000930497790709","-"
"108/11/25","106/10","1301","台塑","塑膠工業","16581143","17594800","15132776","-5.76111692090845","9.571059533293825","170222983","144858875","17.509529878649133","-"
"108/11/25","106/10","1303","南亞","塑膠工業","26062520","26587765","22769489","-1.97551392529609","14.46247212662524","250705775","225383514","11.235187769767402","-"
"108/11/25","106/10","1304","台聚","塑膠工業","4754780","5279293","4386303","-9.935288683541527","8.400628045987704","47608490","43152306","10.326641639962416","-"
"108/11/25","106/10","1305","華夏","塑膠工業","1090093","1184397","1038061","-7.962195108565793","5.012422198695452","12018078","11691429","2.793918519284512","-"
"108/11/25","106/10","1307","三芳","塑膠工業","782311","896942","975090","-12.780202064347527","-19.770380170035587","8435377","9260001","-8.905225820169997","-"
"108/11/25","106/10","1308","亞聚","塑膠工業","574113","585591","467221","-1.96007110765022","22.87825247580909","5381015","4489804","19.849663816059678","-"
"108/11/25","106/10","1309","台達化","塑膠工業","1724003","2007684","1421600","-14.129763448829596","21.272017445132246","16072107","13134022","22.370032576464393","-"
"108/11/25","106/10","1310","台苯","塑膠工業","1231120","1321553","1153534","-6.8429340329143065","6.725939590857314","12177851","11420602","6.630552399952297","-"
"108/11/25","106/10","1312","國喬","塑膠工業","2025626","2064839","1798221","-1.8990826887713763","12.646109682847658","19100767","15914851","20.018509755447916","-"
"108/11/25","106/10","1313","聯成","塑膠工業","4161561","4657393","4187541","-10.646127565356842","-0.6204118359676956","40367548","33226549","21.491846775902005","-"
"108/11/25","106/10","1314","中石化","塑膠工業","2542398","2368886","2295220","7.324624317084064","10.769250877911485","26931464","21380257","25.96417339604477","-"
"108/11/25","106/10","1315","達新","塑膠工業","169833","215116","208363","-21.050502984436303","-18.49176677241161","2249875","2438403","-7.731617784262896","-"
"108/11/25","106/10","1316","上曜","建材營造","239622","181402","62997","32.09446422861931","280.3704938330397","844322","475740","77.47551183419515","增加房地收入"
"108/11/25","106/10","1319","東陽","汽車工業","2021742","2005463","2202785","0.8117327519879449","-8.218822989987675","20008968","19804784","1.0309832210237688","-"
"108/11/25","106/10","1321","大洋","塑膠工業","353993","417033","368798","-15.116309740476174","-4.014392702780384","3649609","3671832","-0.605229215280002","-"
"108/11/25","106/10","1323","永裕","塑膠工業","296872","300731","251178","-1.283206586617276","18.191879862089834","2656269","2600592","2.1409356023551562","-"
"108/11/25","106/10","1324","地球","塑膠工業","115690","107845","107146","7.274328897955399","7.9741660911279935","1001998","1016974","-1.4726040193751266","-"
"108/11/25","106/10","1325","恆大","塑膠工業","83092","74969","74618","10.835145193346584","11.35650915328741","731448","800881","-8.669577627637564","-"
"108/11/25","106/10","1326","台化","塑膠工業","31681227","29617886","26143482","6.966537044541261","21.182124860032033","291311076","263157003","10.69858399322172","-"
"108/11/25","106/10","1337","再生-KY","塑膠工業","392664","359863","480795","9.114857598586129","-18.330265497769318","3864019","4764401","-18.89811541891625","-"
"108/11/25","106/10","1338","廣華-KY","汽車工業","708815","696520","607908","1.7652041578131281","16.599057752159865","6437025","5887686","9.330303959823944","-"
"108/11/25","106/10","1339","昭輝","汽車工業","244889","241299","228138","1.4877807201853301","7.342485688486793","2275138","1959487","16.108859104449277","-"
"108/11/25","106/10","1340","勝悅-KY","塑膠工業","298548","343881","287800","-13.182757988955482","3.73453787352328","2831914","2735141","3.538135693918522","-"
"108/11/25","106/10","1402","遠東新","紡織纖維","18506751","19051418","18223348","-2.8589315503969313","1.5551642870453881","178169606","177681837","0.2745182108849989","-"
"108/11/25","106/10","1409","新纖","紡織纖維","3237766","3309765","2959400","-2.1753508179583747","9.406163411502332","30340597","28370834","6.942915389797847","-"
"108/11/25","106/10","1410","南染","紡織纖維","41559","43789","44980","-5.09260316517847","-7.605602489995554","447710","499742","-10.411772474596892","-"
"108/11/25","106/10","1413","宏洲","紡織纖維","256082","228963","164392","11.844271781903627","55.77522020536279","2594819","1777049","46.018427178991686","化纖市場回溫出貨增加"
"108/11/25","106/10","1414","東和","紡織纖維","59824","43260","85786","38.289412852519646","-30.26367938824517","634793","827461","-23.284239378049236","-"
"108/11/25","106/10","1416","廣豐","紡織纖維","31927","30358","27400","5.16832465906845","16.521897810218977","2181801","3523506","-38.07869207544985","-"
"108/11/25","106/10","1417","嘉裕","紡織纖維","164350","124841","206863","31.647455563476743","-20.55128273301654","1729886","2494618","-30.65527467532103","-"
"108/11/25","106/10","1418","東華","紡織纖維","202065","109209","160908","85.02595939895063","25.57797002013573","1435865","1441200","-0.37017762975298363","-"
"108/11/25","106/10","1419","新紡","紡織纖維","152643","133261","153822","14.544390331754977","-0.7664703358427273","1170680","1095762","6.8370686335171325","-"
"108/11/25","106/10","1423","利華","紡織纖維","67146","49491","57829","35.67315269442929","16.111293641598508","493152","556894","-11.445984334541222","-"
"108/11/25","106/10","1432","大魯閣","貿易百貨","112234","96230","101775","16.630988257300217","10.276590518300171","1030464","781158","31.91492630172129","-"
"108/11/25","106/10","1434","福懋","紡織纖維","3214669","3340026","3225615","-3.7531743764868897","-0.33934614019342046","34144083","33551074","1.7674814225023021","-"
"108/11/25","106/10","1435","中福","其他","3008","3044","2733","-1.1826544021024967","10.062202707647273","28872","23922","20.692249811888637","-"
"108/11/25","106/10","1436","華友聯","建材營造","143702","124859","120815","15.091423125285322","18.94383975499731","1622178","994067","63.185982433779614","累計營收較去年增加之原因，係今年銷售狀況較去年增加"
"108/11/25","106/10","1437","勤益控","其他","41045","40018","41685","2.5663451446848917","-1.535324457238815","461229","479222","-3.7546272917353543","-"
"108/11/25","106/10","1438","裕豐","建材營造","0","17","0","-100.0","","39","59","-33.898305084745765","106年1-10月銷售商品39仟元，105年1-10月銷售商品59仟元，故營業收入變化大。"
"108/11/25","106/10","1439","中和","紡織纖維","27199","17821","25777","52.62330957858706","5.516545757846142","216580","287778","-24.740598655908375","-"
"108/11/25","106/10","1440","南紡","紡織纖維","1812447","1791643","1650926","1.1611688266021747","9.783660806117295","17329873","16117143","7.5244725445446505","-"
"108/11/25","106/10","1441","大東","紡織纖維","130174","143939","120637","-9.563078804215674","7.905534786176712","1357412","1333192","1.8166925694123577","-"
"108/11/25","106/10","1442","名軒","建材營造","148965","210588","179346","-29.26235113111858","-16.939881569703257","2571471","5031908","-48.89670081408484","-"
"108/11/25","106/10","1443","立益","紡織纖維","95941","102371","110591","-6.281075695265261","-13.247009250300657","980707","1009216","-2.824866034624897","-"
"108/11/25","106/10","1444","力麗","紡織纖維","976785","1018848","752813","-4.128486290398568","29.75134595178351","9175262","7886385","16.34306466143867","-"
"108/11/25","106/10","1445","大宇","紡織纖維","143744","130604","136183","10.06094759731708","5.5520879992363215","1333256","1378691","-3.295517269642001","-"
"108/11/25","106/10","1446","宏和","紡織纖維","37937","51619","58222","-26.505744008988938","-34.84078183504517","442059","847235","-47.82333118910338","-"
"108/11/25","106/10","1447","力鵬","紡織纖維","1758395","1399184","1197465","25.672892200025156","46.84312276350457","13803887","11590406","19.097527731125208","-"
"108/11/25","106/10","1449","佳和","紡織纖維","200034","225548","263020","-11.31200454005356","-23.94722834765417","2208873","2495103","-11.471670708583975","-"
"108/11/25","106/10","1451","年興","紡織纖維","705146","774417","995917","-8.944922438427875","-29.196308527718674","7792565","10844113","-28.140134651861338","-"
"108/11/25","106/10","1452","宏益","紡織纖維","151594","142839","160858","6.129278418359132","-5.759116736500516","1754966","1619525","8.363007672002594","-"
"108/11/25","106/10","1453","大將","紡織纖維","1636","1139","3884","43.63476733977173","-57.87847579814624","56870","46144","23.244625520110958","本年度累計營收增加，係因營建餘屋2戶交屋入帳所致。"
"108/11/25","106/10","1454","台富","紡織纖維","164354","151414","149797","8.546105379951655","9.717818113847407","1564707","1524565","2.633013351349401","-"
"108/11/25","106/10","1455","集盛","紡織纖維","1316359","1262067","1065073","4.301831836186193","23.593312383282647","12286111","10503487","16.97173519613058","-"
"108/11/25","106/10","1456","怡華","紡織纖維","74272","50775","34940","46.2767109798129","112.57012020606754","648988","377666","71.8417861284839","建案收入認列"
"108/11/25","106/10","1457","宜進","紡織纖維","407744","412032","313926","-1.0406958682820753","29.885387002032328","4150840","3755031","10.540765176106403","-"
"108/11/25","106/10","1459","聯發","紡織纖維","288195","284838","249948","1.1785646578054894","15.301982812424985","2748566","2386836","15.15520965830916","-"
"108/11/25","106/10","1460","宏遠","紡織纖維","889502","819652","859164","8.52190929809236","3.531106983067261","7084082","7270268","-2.560923476273502","-"
"108/11/25","106/10","1463","強盛","紡織纖維","41856","118935","45139","-64.80766805397906","-7.273089789317441","1656701","425055","289.76156026867113","子公司保強建設建案交屋入帳"
"108/11/25","106/10","1464","得力","紡織纖維","802012","700371","739327","14.51245125797613","8.47865694070418","6400086","6068469","5.4645908218366115","-"
"108/11/25","106/10","1465","偉全","紡織纖維","159175","159731","166118","-0.34808521827322186","-4.1795591085854635","1558412","1634102","-4.6319018029474295","-"
"108/11/25","106/10","1466","聚隆","紡織纖維","375033","325808","265183","15.108591563129204","41.424224026427034","3335230","2984951","11.734832498087908","-"
"108/11/25","106/10","1467","南緯","紡織纖維","697002","734282","556407","-5.077068483225791","25.26837369048197","6033884","6003224","0.510725570126985","-"
"108/11/25","106/10","1468","昶和","紡織纖維","35236","42681","36999","-17.443358871629062","-4.7649936484769855","503511","474866","6.0322280390678635","-"
"108/11/25","106/10","1470","大統新創","紡織纖維","59114","61865","53835","-4.446779277458983","9.805888362589393","588278","557358","5.547601362140671","-"
"108/11/25","106/10","1471","首利","電子零組件業","113355","133207","97823","-14.903120706869759","15.877656583829978","927735","1004767","-7.666653064839908","-"
"108/11/25","106/10","1472","三洋紡","紡織纖維","81522","71079","78671","14.692103152829949","3.623952917847746","612111","628343","-2.5833024319519753","-"
"108/11/25","106/10","1473","台南","紡織纖維","461467","770190","572314","-40.08400524545891","-19.36821395248063","6944443","8127433","-14.555518329096039","-"
"108/11/25","106/10","1474","弘裕","紡織纖維","275655","300176","248889","-8.16887426043388","10.754191627593023","2718477","2658133","2.2701648111663335","-"
"108/11/25","106/10","1475","本盟","紡織纖維","5555","9986","15836","-44.3721209693571","-64.92169739833291","112113","154641","-27.501115486837254","調整紡織產品銷售組合"
"108/11/25","106/10","1476","儒鴻","紡織纖維","2268685","2083256","2192801","8.900922402239571","3.460596743616954","19458658","19872955","-2.0847277116060496","-"
"108/11/25","106/10","1477","聚陽","紡織纖維","1992842","2550600","1997651","-21.86771739982749","-0.2407327406038392","19133178","19073268","0.3141045362546156","-"
"108/11/25","106/10","1503","士電","電機機械","1971122","1920479","1745714","2.636998373843192","12.912080673008294","18204431","17295627","5.2545305238139095","-"
"108/11/25","106/10","1504","東元","電機機械","4015113","4385380","4244355","-8.443213586963957","-5.401103347858508","42007705","40871162","2.7807944388759975","-"
"108/11/25","106/10","1506","正道","電機機械","121929","107568","128698","13.350624721106648","-5.2595999937838975","1134360","1288325","-11.95078881493412","-"
"108/11/25","106/10","1507","永大","電機機械","1240794","1339893","1450943","-7.396038340374941","-14.483615138568503","14301270","16204760","-11.746486834732512","此為本公司自結數"
"108/11/25","106/10","1512","瑞利","汽車工業","229478","168005","477794","36.58998244099878","-51.97135167038515","1998677","3236373","-38.24330508257238","本月營收較去年同期減少，主係大陸子公司組車輛減少"
"108/11/25","106/10","1513","中興電","電機機械","720781","828999","923947","-13.054056760020217","-21.988923607090015","8700303","9766101","-10.913239582510974","-"
"108/11/25","106/10","1514","亞力","電機機械","372526","401396","265711","-7.192398529133325","40.199690641335884","2879884","3280366","-12.208454788276674","-"
"108/11/25","106/10","1515","力山","電機機械","672321","667762","300981","0.6827282774401658","123.37655865320403","4253388","3059620","39.01687137618397","客戶銷售狀況好增加採購量"
"108/11/25","106/10","1516","川飛","其他","166009","57681","92458","187.80534318059674","79.55071491920656","705716","512972","37.573980646117136","主係積極擴展業務範圍所致"
"108/11/25","106/10","1517","利奇","電機機械","190744","235827","199009","-19.11697981995276","-4.153078503987257","2296345","2225931","3.1633505261393995","-"
"108/11/25","106/10","1519","華城","電機機械","637474","443900","364361","43.60756927235864","74.95670502605932","4406105","4731234","-6.871970399265815","營收較同期增加主要是公營、民營及工程案。"
"108/11/25","106/10","1521","大億","汽車工業","536965","541028","539902","-0.7509777682485934","-0.5439876125667251","5150986","4602446","11.918445105059353","-"
"108/11/25","106/10","1522","堤維西","汽車工業","1287935","1285160","1287655","0.2159264216128731","0.021744954976294115","13362053","13263915","0.7398871298557025","-"
"108/11/25","106/10","1524","耿鼎","汽車工業","230542","210911","242380","9.30771747324701","-4.884066342107435","2163287","2125100","1.7969507317302715","-"
"108/11/25","106/10","1525","江申","汽車工業","93434","81466","89497","14.690791250337565","4.399030135088327","961034","973290","-1.2592341439858623","-"
"108/11/25","106/10","1526","日馳","電機機械","115800","132940","72654","-12.893034451632316","59.38558097283013","1065827","770015","38.416394485821705","因市場需求增加，致本月營收優於去年同期。"
