出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/27","102/1","1101","台泥","水泥工業","9134465","10225206","7125036","-10.667178734589797","28.20236978451758","9134465","7125036","28.20236978451758","-"
"108/11/27","102/1","1102","亞泥","水泥工業","6018213","0","3880184","","55.10122715829971","6018213","3880184","55.10122715829971","-"
"108/11/27","102/1","1103","嘉泥","水泥工業","288455","0","355452","","-18.84839584528994","288455","355452","-18.84839584528994","-"
"108/11/27","102/1","1104","環泥","水泥工業","486481","0","318999","","52.50235894156408","486481","318999","52.50235894156408","-"
"108/11/27","102/1","1108","幸福","水泥工業","481802","0","286229","","68.32745808426121","481802","286229","68.32745808426121","-"
"108/11/27","102/1","1109","信大","水泥工業","383780","0","243533","","57.58849929988954","383780","243533","57.58849929988954","-"
"108/11/27","102/1","1110","東泥","水泥工業","179660","0","115517","","55.52689214574478","179660","115517","55.52689214574478","-"
"108/11/27","102/1","1201","味全","食品工業","2293196","0","2026760","","13.14590775424816","2293196","2026760","13.14590775424816","-"
"108/11/27","102/1","1203","味王","食品工業","540783","0","459259","","17.751203569227822","540783","459259","17.751203569227822","-"
"108/11/27","102/1","1210","大成","食品工業","7783821","0","6701976","","16.142179560177475","7783821","6701976","16.142179560177475","-"
"108/11/27","102/1","1213","大飲","食品工業","72725","43423","83205","67.48036754715243","-12.595396911243315","72725","83205","-12.595396911243315","-"
"108/11/27","102/1","1215","卜蜂","食品工業","1570413","0","1411388","","11.267277318497818","1570413","1411388","11.267277318497818","-"
"108/11/27","102/1","1216","統一","食品工業","39905963","0","33076294","","20.64822921213604","39905963","33076294","20.64822921213604","-"
"108/11/27","102/1","1217","愛之味","食品工業","284578","0","256550","","10.924965893587995","284578","256550","10.924965893587995","-"
"108/11/27","102/1","1218","泰山","食品工業","970549","0","808101","","20.102437690338213","970549","808101","20.102437690338213","-"
"108/11/27","102/1","1219","福壽","食品工業","964510","0","785807","","22.741334704323073","964510","785807","22.741334704323073","-"
"108/11/27","102/1","1220","台榮","食品工業","266748","0","235370","","13.331350639418787","266748","235370","13.331350639418787","-"
"108/11/27","102/1","1225","福懋油","食品工業","1298985","1397665","1028946","-7.060347078877986","26.244234391309163","1298985","1028946","26.244234391309163","-"
"108/11/27","102/1","1227","佳格","食品工業","2774413","0","2043282","","35.78218767649302","2774413","2043282","35.78218767649302","-"
"108/11/27","102/1","1229","聯華","食品工業","508575","0","413244","","23.06893748003601","508575","413244","23.06893748003601","-"
"108/11/27","102/1","1231","聯華食","食品工業","747250","0","522306","","43.067473856321776","747250","522306","43.067473856321776","-"
"108/11/27","102/1","1232","大統益","食品工業","1881684","0","1329946","","41.4857445339886","1881684","1329946","41.4857445339886","-"
"108/11/27","102/1","1233","天仁","食品工業","198521","0","231709","","-14.323138074049778","198521","231709","-14.323138074049778","-"
"108/11/27","102/1","1234","黑松","食品工業","600122","0","577950","","3.8363180205900163","600122","577950","3.8363180205900163","-"
"108/11/27","102/1","1235","興泰","食品工業","17529","0","21059","","-16.76242936511705","17529","21059","-16.76242936511705","-"
"108/11/27","102/1","1236","宏亞","食品工業","397763","0","256873","","54.848115605766274","397763","256873","54.848115605766274","-"
"108/11/27","102/1","1256","鮮活果汁-KY","食品工業","151268","108133","63352","39.890690168588684","138.7738350801869","151268","63352","138.7738350801869","-"
"108/11/27","102/1","1301","台塑","塑膠工業","17883085","0","14589809","","22.57244080439984","17883085","14589809","22.57244080439984","-"
