出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/27","106/1","1101","台泥","水泥工業","6131670","9418581","6575590","-34.89815504055229","-6.751029185213798","6131670","6575590","-6.751029185213798","-"
"108/11/27","106/1","1102","亞泥","水泥工業","4162130","6023954","5066062","-30.907008918062786","-17.84289256625758","4162130","5066062","-17.84289256625758","-"
"108/11/27","106/1","1103","嘉泥","水泥工業","232657","382981","197328","-39.251033341079584","17.903693343063328","232657","197328","17.903693343063328","-"
"108/11/27","106/1","1104","環泥","水泥工業","363865","463842","373311","-21.5541067863626","-2.530329939380302","363865","373311","-2.530329939380302","-"
"108/11/27","106/1","1108","幸福","水泥工業","316773","345573","348266","-8.333984425866603","-9.042800617918488","316773","348266","-9.042800617918488","-"
"108/11/27","106/1","1109","信大","水泥工業","333060","514449","338758","-35.258888636191344","-1.6820266975244864","333060","338758","-1.6820266975244864","-"
"108/11/27","106/1","1110","東泥","水泥工業","104003","142422","140339","-26.975467273314518","-25.891591075894798","104003","140339","-25.891591075894798","-"
"108/11/27","106/1","1201","味全","食品工業","1213521","1226869","1213101","-1.087972717543601","0.034622014160403794","1213521","1213101","0.034622014160403794","-"
"108/11/27","106/1","1203","味王","食品工業","543487","565174","552771","-3.837225350069182","-1.6795381812721724","543487","552771","-1.6795381812721724","-"
"108/11/27","106/1","1210","大成","食品工業","6274308","7296496","6296474","-14.009299806372812","-0.3520382995308168","6274308","6296474","-0.3520382995308168","-"
"108/11/27","106/1","1213","大飲","食品工業","78483","50887","76124","54.229960500717276","3.098891282644107","78483","76124","3.098891282644107","-"
"108/11/27","106/1","1215","卜蜂","食品工業","1647288","1723659","1422333","-4.430748773394273","15.815916525876851","1647288","1422333","15.815916525876851","-"
"108/11/27","106/1","1216","統一","食品工業","34772056","30085441","40396873","15.577684236039618","-13.923892079468626","34772056","40396873","-13.923892079468626","-"
