出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/25","105/9","1101","台泥","水泥工業","7087046","7454905","7026214","-4.934455905206035","0.8657863253239938","63024723","69118305","-8.816162375509643","-"
"108/11/25","105/9","1102","亞泥","水泥工業","5078411","5106282","5546527","-0.5458178768818487","-8.439803862849672","44103219","49119242","-10.211930794860393","-"
"108/11/25","105/9","1103","嘉泥","水泥工業","277340","196746","189109","40.963475750459985","46.656161261494695","2104580","1957522","7.51245707583363","-"
"108/11/25","105/9","1104","環泥","水泥工業","293590","388895","423675","-24.506614896051634","-30.703959402844163","3362715","3770793","-10.822073765385689","-"
"108/11/25","105/9","1108","幸福","水泥工業","335445","388420","340734","-13.638587096441995","-1.5522372290408353","3163694","3770395","-16.091178775698566","-"
"108/11/25","105/9","1109","信大","水泥工業","345658","364687","442774","-5.217899184780373","-21.933537199564565","3025703","3204962","-5.593170839467051","-"
"108/11/25","105/9","1110","東泥","水泥工業","83555","103040","138827","-18.91013198757764","-39.81358093166315","1087711","1371851","-20.712161889301388","-"
"108/11/25","105/9","1201","味全","食品工業","1672012","1763703","1806688","-5.198777798756367","-7.4543031226199545","13300809","16194079","-17.8662213516434","-"
"108/11/25","105/9","1203","味王","食品工業","507478","578616","610679","-12.294509657527618","-16.899385765680496","4742645","5133913","-7.621243289475299","-"
"108/11/25","105/9","1210","大成","食品工業","6539518","6489143","6972451","0.7762966542731452","-6.209193868841818","55212859","58981604","-6.389695675282076","-"
"108/11/25","105/9","1213","大飲","食品工業","48340","93287","55527","-48.18141863282129","-12.943252831955625","535679","602035","-11.021950551047697","-"
"108/11/25","105/9","1215","卜蜂","食品工業","1532451","1630587","1443831","-6.018446117870436","6.137837461586571","13327847","12374527","7.7038904194075455","-"
"108/11/25","105/9","1216","統一","食品工業","35517051","37381315","36509184","-4.987154678747925","-2.7174888378770667","319022454","320959530","-0.6035265567593522","-"
"108/11/25","105/9","1217","愛之味","食品工業","337564","599499","391263","-43.69231641754198","-13.724528002903417","3313449","3839226","-13.694869747183416","自104年9月17日起第一生技(股)公司已非本公司合併個體，故合併營收已不含第一生技(股)公司。"
"108/11/25","105/9","1218","泰山","食品工業","721550","841131","695403","-14.21669157360744","3.7599780271295926","6194611","6258916","-1.027414331810812","-"
"108/11/25","105/9","1219","福壽","食品工業","863652","907307","779711","-4.811491589946953","10.765655480043247","8017916","7127863","12.486954364863635","-"
"108/11/25","105/9","1220","台榮","食品工業","202700","261883","276814","-22.59902322793003","-26.77393484433591","2125278","2429945","-12.538020407869315","-"
"108/11/25","105/9","1225","福懋油","食品工業","849522","953134","810949","-10.870664565528037","4.756525996086067","7927814","8051490","-1.5360635112258725","-"
"108/11/25","105/9","1227","佳格","食品工業","2646459","2422743","2853657","9.233996342162582","-7.260788525039975","19546996","19233848","1.628108946270138","-"
"108/11/25","105/9","1229","聯華","食品工業","415700","441131","462141","-5.7649541746102635","-10.049097569789307","3948512","3928006","0.5220460457545126","-"
"108/11/25","105/9","1231","聯華食","食品工業","544213","593523","512395","-8.30801839187361","6.209662467432352","4954966","4893025","1.2659040164315531","-"
"108/11/25","105/9","1232","大統益","食品工業","1412122","1602248","1546848","-11.866202984806348","-8.709711620016963","12725711","13366089","-4.791064910610725","-"
"108/11/25","105/9","1233","天仁","食品工業","172743","181825","189576","-4.994912690774096","-8.879288517533865","1600563","1602983","-0.15096853803190677","-"
"108/11/25","105/9","1234","黑松","食品工業","833496","966108","531454","-13.726415680234508","56.8331407798229","6629514","4830128","37.25338127685229","主係新增代理銷售金酒公司50度以上金門高粱酒所致。"
