出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/25","104/10","1101","台泥","水泥工業","8081068","7026214","10429319","15.01312086423784","-22.51586129449104","77199373","99113960","-22.110494828377355","-"
"108/11/25","104/10","1102","亞泥","水泥工業","5901983","5546527","6766999","6.4086229094350395","-12.782859876290805","55021225","64045327","-14.090180225014699","-"
"108/11/25","104/10","1103","嘉泥","水泥工業","321446","189109","380730","69.97921833439973","-15.571139652772306","2278968","3198640","-28.751969587074505","-"
"108/11/25","104/10","1104","環泥","水泥工業","461991","423675","540324","9.043724553018233","-14.497412663513003","4232784","4782650","-11.497098888691417","-"
"108/11/25","104/10","1108","幸福","水泥工業","396102","340734","484448","16.249625807814894","-18.23642578770064","4166497","4216685","-1.1902240741245789","-"
"108/11/25","104/10","1109","信大","水泥工業","425539","442774","471768","-3.8925049799672067","-9.799096165912058","3630501","4100973","-11.472204279325906","-"
"108/11/25","104/10","1110","東泥","水泥工業","149670","138827","196402","7.810440332212034","-23.7940550503559","1521521","1682159","-9.549513452652217","-"
"108/11/25","104/10","1201","味全","食品工業","1764637","1806688","1862693","-2.3275186418462956","-5.264206178903341","17958716","23718888","-24.285168849399685","-"
"108/11/25","104/10","1203","味王","食品工業","617683","610679","517142","1.146920067662389","19.441662058003413","5751596","5092902","12.933569112462797","-"
"108/11/25","104/10","1210","大成","食品工業","6659811","6972451","8095060","-4.4839325511215495","-17.72993652919188","65641415","75783635","-13.383126845261513","-"
"108/11/25","104/10","1213","大飲","食品工業","43499","55527","47978","-21.661534028490646","-9.335528784026012","645534","615832","4.82306862910664","-"
"108/11/25","104/10","1215","卜蜂","食品工業","1428897","1443831","1507478","-1.034331580358089","-5.21274605665887","13803424","14516236","-4.910446482132145","-"
"108/11/25","104/10","1216","統一","食品工業","34146847","36509184","34441419","-6.470528073155511","-0.8552841565558028","355106377","357059199","-0.5469182716673265","2015年起合資公司自比例合併法改採以權益法投資認列，為求兩期比較基礎一致，故同步調整去年同期公告之影響數。"
"108/11/25","104/10","1217","愛之味","食品工業","242388","391263","288753","-38.04985393456575","-16.056976031417854","4081614","3798565","7.451471805800348","愛之味104年9月17日喪失對第一生技(股)公司控制權，104年9月17日起該公司營收不納入愛之味合併營收。"
"108/11/25","104/10","1218","泰山","食品工業","668772","695403","716752","-3.8295779569544566","-6.694086657588678","6927688","7822135","-11.43481926609551","-"
"108/11/25","104/10","1219","福壽","食品工業","971412","779711","959206","24.586160769823692","1.2725108058123074","8099274","8761318","-7.55644299179644","-"
"108/11/25","104/10","1220","台榮","食品工業","298229","276814","328308","7.736241664077684","-9.161823653398638","2728174","2830051","-3.5998291196872425","-"
"108/11/25","104/10","1225","福懋油","食品工業","998208","810949","1121712","23.09134113242633","-11.010312807565578","9049698","10272277","-11.901733179508302","-"
