出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/24","102/9","1101","台泥","水泥工業","10060975","9835143","9488521","2.2961740363104024","6.033121494909481","82885470","83397268","-0.6136867696913045","-"
"108/11/24","102/9","1102","亞泥","水泥工業","5879394","5786107","5435641","1.6122584667030873","8.1637657821773","49730368","46361950","7.265479558129026","-"
"108/11/24","102/9","1103","嘉泥","水泥工業","314563","336088","208505","-6.404572611934969","50.8659264765833","2737420","3081251","-11.158811794300432","本月營收較去年同期增加，主係大陸子公司江蘇聯合水泥銷貨增加所致。"
"108/11/24","102/9","1104","環泥","水泥工業","448691","393203","444328","14.11179467094605","0.9819322662537585","3760641","3478931","8.097602395678443","-"
"108/11/24","102/9","1108","幸福","水泥工業","387362","379115","346773","2.1753293855426454","11.70477516992384","3521251","3004812","17.187065280623212","-"
"108/11/24","102/9","1109","信大","水泥工業","367941","327684","267439","12.28531145860036","37.579410631957195","2911969","2619661","11.158237649833318","本月營業收入增加係因大陸子公司銷售水泥數量增加。"
"108/11/24","102/9","1110","東泥","水泥工業","161952","154518","141243","4.8110899701005705","14.661965548735159","1448873","1123041","29.013366386445373","-"
"108/11/24","102/9","1201","味全","食品工業","2642064","2814226","2412707","-6.117561276173271","9.506210244343801","22718060","20288941","11.97262587534756","-"
"108/11/24","102/9","1203","味王","食品工業","521744","543046","486806","-3.922687949087186","7.176986314876974","4686177","4653996","0.6914702977828086","-"
"108/11/24","102/9","1210","大成","食品工業","8121104","7697099","7587192","5.508633837241797","7.03701712043138","65338914","64702975","0.9828589798227979","-"
"108/11/24","102/9","1213","大飲","食品工業","58460","100332","57842","-41.73344496272376","1.0684277860378273","591632","593016","-0.2333832476695401","-"
"108/11/24","102/9","1215","卜蜂","食品工業","1667967","1617716","1618937","3.1062930699826174","3.028530449300992","13404793","13117812","2.1877200252603104","-"
"108/11/24","102/9","1216","統一","食品工業","35846642","39507402","35972416","-9.266010455458447","-0.3496401242552071","325453064","308845338","5.377360107666576","-"
"108/11/24","102/9","1217","愛之味","食品工業","415275","602052","470988","-31.023399972095433","-11.82896379525593","3570365","3502962","1.9241716010621868","-"
"108/11/24","102/9","1218","泰山","食品工業","767613","817096","1008546","-6.055959152902474","-23.889143380668806","7265082","7870224","-7.689006056244397","-"
"108/11/24","102/9","1219","福壽","食品工業","872071","891943","843005","-2.2279450592694823","3.4479036304648254","7730702","7733594","-0.03739529124492442","-"
"108/11/24","102/9","1220","台榮","食品工業","286383","307597","285353","-6.896686248565493","0.3609564294049826","2556479","2830574","-9.683371641228952","-"
