出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"108/11/25","103/4","1101","台泥","水泥工業","11561838","10834889","9919269","6.709335001032313","16.559375494303058","38286284","34052051","12.434590210146226","-"
"108/11/25","103/4","1102","亞泥","水泥工業","6735805","7078477","5930748","-4.841041370905069","13.574291134946217","23003890","19930073","15.423009238350506","-"
"108/11/25","103/4","1103","嘉泥","水泥工業","385738","404642","365204","-4.67178394729168","5.62261092430532","1405133","1106392","27.00137021959667","本年累計營收較去年同期增加主係大陸子公司水泥銷售較去年增加，去年停窯檢修天數較長銷售量較少且本年銷售價格及量有成長。"
"108/11/25","103/4","1104","環泥","水泥工業","499672","532118","394631","-6.0975197230689435","26.61752371202465","1878833","1642704","14.37440951017347","-"
"108/11/25","103/4","1108","幸福","水泥工業","457432","466684","362054","-1.9824977929391194","26.343584106238296","1674071","1565709","6.9209540214688685","-"
"108/11/25","103/4","1109","信大","水泥工業","493364","530432","385435","-6.988266167953668","28.001868019250978","1685389","1300769","29.568662844824868","-"
"108/11/25","103/4","1110","東泥","水泥工業","178352","177810","171547","0.30481975142005513","3.9668429060257537","674073","631774","6.695273942897302","-"
"108/11/25","103/4","1201","味全","食品工業","2448508","2428421","2434253","0.8271630001552449","0.5856005928718173","9062390","9270897","-2.2490488245096456","-"
"108/11/25","103/4","1203","味王","食品工業","467621","549870","444567","-14.957899139796679","5.185720037699604","1968739","2030184","-3.0265729608744825","-"
"108/11/25","103/4","1210","大成","食品工業","7860482","7653696","7038552","2.701779636923128","11.6775439039166","29824000","28062046","6.2787795301882126","-"
"108/11/25","103/4","1213","大飲","食品工業","43192","35509","43163","21.636768143287618","0.06718717420012511","209235","217856","-3.957201086956522","-"
"108/11/25","103/4","1215","卜蜂","食品工業","1428903","1443851","1428802","-1.0352868820951746","0.007068859086143496","5587242","5809035","-3.8180696105291156","-"
"108/11/25","103/4","1216","統一","食品工業","34615169","35307493","34649804","-1.960841569805027","-0.09995727537160094","143238531","139310448","2.81966145137944","-"
"108/11/25","103/4","1217","愛之味","食品工業","298616","305956","321280","-2.3990377701368826","-7.054282868525896","1152876","1195804","-3.5898859679345443","-"
"108/11/25","103/4","1218","泰山","食品工業","736942","683513","858673","7.816822796347692","-14.17664233066604","2819423","3247335","-13.177328486281828","-"
"108/11/25","103/4","1219","福壽","食品工業","936262","872199","907277","7.344998102497251","3.1947244336624867","3394367","3253540","4.328423809143271","-"
"108/11/25","103/4","1220","台榮","食品工業","246780","275543","290794","-10.438661116413773","-15.135800601112816","1005624","1075794","-6.522624219878527","-"
"108/11/25","103/4","1225","福懋油","食品工業","1066108","1018326","1239446","4.692210549470405","-13.985119158075463","4003387","4627976","-13.495942934881253","-"
"108/11/25","103/4","1227","佳格","食品工業","1477143","1300987","1370108","13.540181416109462","7.81215787368587","6784223","6446437","5.239886777765764","-"
"108/11/25","103/4","1229","聯華","食品工業","460027","434203","447419","5.947448543653545","2.8179402305221726","1708674","1704416","0.2498216397874697","-"
"108/11/25","103/4","1231","聯華食","食品工業","395271","392006","377266","0.832895414866099","4.772494738460397","1685406","1859767","-9.3754217598226","-"
