# 2023-08-01 全池(1185 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
5328 華容|電子零組|51 22 12|99 99 23 56|0.7 15|1 2 0 -28 na|PB位93 PE位24 殖0.0|益0.6→7.7
5340 建榮|電子零組|-25 -33 -17|88 88 48 32|3.3 134|50 1 0 na 58|PB位99 PE位99 殖0.0|益5.0→1.6
5347 世界|半導體業|-43 -35 -14|82 83 -7 -15|1.1 446|27 -11 -17 10 8|PB位15 PE位41 殖5.7|益34.4→16.7
5351 鈺創|半導體業|-47 -47 9|83 85 3 -6|2.0 157|7 -1 -0 5 -0|PB位52 PE位na 殖0.4|益1.8→-45.2
5353 台林|通信網路|-2 10 -16|75 75 -18 35|0.8 29|1 -5 0 -1 20|PB位86 PE位24 殖3.1|益8.0→11.1
5356 協益|電腦及週|-32 -22 -8|95 95 17 50|0.4 12|3 -6 0 -7 76|PB位95 PE位94 殖5.1|益0.4→-0.8
5371 中光電|光電業|-34 -20 -2|96 96 7 36|1.5 156|18 -6 8 38 19|PB位89 PE位96 殖6.0|益4.3→0.7
5381 光譜|電機機械|492 556 387|82 82 -8 246|0.3 17|0 -3 0 na na|PB位95 PE位75 殖0.0|益-2.7→6.9
5386 青雲|電腦及週|-16 -37 1|91 91 74 80|2.6 115|1 -2 0 66 -4|PB位87 PE位75 殖1.6|益2.9→4.2
5388 中磊|通信網路|-10 4 -30|95 95 37 47|1.8 830|35 -3 0 9 7|PB位98 PE位21 殖3.9|益3.7→4.2
5392 能率|光電業|-13 -11 6|96 96 17 15|2.5 35|4 -5 0 19 251|PB位47 PE位na 殖1.2|益0.2→-5.2
5403 中菲|資訊服務|-11 9 -5|95 95 0 43|0.6 20|11 3 0 -17 -6|PB位95 PE位89 殖5.0|益21.6→23.0
5410 國眾|資訊服務|50 15 -85|94 94 -0 13|3.5 18|2 -3 0 2 -5|PB位80 PE位22 殖7.5|益4.5→4.3
5425 台半|半導體業|-0 -5 -11|80 80 -1 2|0.7 738|10 -1 -2 -16 9|PB位50 PE位17 殖4.5|益17.8→13.5
5426 振發|電腦及週|-45 -37 -39|84 84 22 12|0.5 37|1 1 0 23 17|PB位92 PE位14 殖1.3|益5.2→0.9
5432 新門|綠能環保|38 36 -11|89 89 53 66|3.5 13|0 -0 0 -3 0|PB位99 PE位80 殖2.2|益10.5→7.7
5434 崇越|電子通路|-11 -8 -16|93 93 2 12|0.9 87|30 9 -17 -4 -31|PB位65 PE位45 殖5.6|益6.1→5.7
5439 高技|電子零組|58 52 34|95 95 58 100|1.0 902|10 -3 0 -13 129|PB位99 PE位99 殖3.1|益11.8→14.7
5443 均豪|半導體業|-58 -41 -30|100 100 33 30|3.0 58|3 -3 0 45 220|PB位66 PE位63 殖5.0|益8.9→8.1
5452 佶優|其他電子|-2 -16 8|91 91 11 62|3.0 30|7 -4 0 18 59|PB位81 PE位99 殖2.2|益2.6→1.7
5457 宣德|電子零組|1 -9 1|83 86 3 4|0.6 137|36 -1 -1 11 5|PB位13 PE位55 殖3.5|益8.7→2.2
5465 富驊|電腦及週|25 26 22|78 78 31 149|0.4 177|1 -0 0 -9 136|PB位95 PE位95 殖3.1|益7.8→7.6
5469 瀚宇博|電子零組|-16 -6 11|94 94 34 53|0.9 176|15 -0 3 37 116|PB位73 PE位93 殖4.9|益11.3→15.1
5471 松翰|半導體業|-31 -35 13|79 88 -3 -10|1.3 19|12 -13 0 -8 12|PB位3 PE位93 殖5.4|益16.6→0.9
5474 聰泰|電腦及週|-32 -32 -3|81 81 72 94|1.4 358|4 -1 -0 99 71|PB位66 PE位88 殖2.7|益24.8→18.1
5475 德宏|電子零組|31 15 49|81 81 -13 18|2.1 12|0 -1 0 -22 na|PB位45 PE位na 殖0.0|益-41.2→-32.9
5478 智冠|文化創意|15 10 3|92 92 6 33|0.5 55|31 5 0 -28 24|PB位82 PE位65 殖7.0|益16.1→17.7
5483 中美晶|半導體業|-1 0 -13|94 94 20 6|1.3 1443|23 -2 8 24 37|PB位33 PE位7 殖5.3|益31.0→27.7
5484 慧友|光電業|8 51 20|77 77 57 92|1.0 16|2 1 0 na na|PB位98 PE位na 殖0.0|益-15.3→-7.1
5488 松普|電子零組|-16 -7 -20|94 94 -4 31|2.1 5|0 -3 0 na na|PB位99 PE位52 殖0.0|益0.8→2.5
5498 凱崴|電子零組|-36 -29 -8|90 90 7 13|0.4 8|2 5 0 -3 -2|PB位32 PE位3 殖1.8|益-6.7→-63.9
5508 永信建|建材營造|599 332 260|100 100 30 58|1.6 20|2 17 1 4 -52|PB位92 PE位48 殖8.2|益45.7→42.5
5511 德昌|建材營造|15 33 4|100 100 121 190|0.6 57|4 3 1 20 101|PB位100 PE位100 殖2.8|益8.8→17.9
5519 隆大|建材營造|-46 -35 -134|95 95 -3 7|0.6 12|3 -19 0 10 230|PB位43 PE位10 殖9.6|益22.1→20.1
5522 遠雄|建材營造|-62 -80 -38|93 93 -2 5|0.7 29|7 -3 -1 4 -0|PB位28 PE位37 殖8.7|益26.1→22.5
5530 龍巖|其他|-10 -5 -6|88 93 -0 -3|1.9 7|56 -9 0 21 1|PB位5 PE位69 殖0.0|益32.0→31.8
5531 鄉林|建材營造|-21 -15 -158|77 77 3 11|0.2 13|4 2 0 2 7|PB位45 PE位na 殖0.0|益-70.8→13.6
5534 長虹|建材營造|-78 -54 -78|97 97 -1 8|0.6 19|10 -7 0 -9 7|PB位35 PE位76 殖6.9|益37.9→26.0
5536 聖暉*|其他電子|-22 1 -26|77 100 18 46|0.6 41|21 9 2 -11 -61|PB位90 PE位39 殖7.7|益11.8→12.7
5607 遠雄港|航運業|-15 -15 -14|88 88 -1 30|0.8 149|2 -2 0 22 47|PB位74 PE位41 殖3.4|益45.0→42.5
5608 四維航|航運業|-55 -53 -25|67 69 -13 -15|1.6 48|4 -2 -0 -8 -1|PB位17 PE位47 殖7.6|益42.1→-12.8
5609 中菲行|航運業|-55 -56 -18|95 95 2 20|0.6 20|17 -17 0 -1 47|PB位24 PE位32 殖15.0|益6.3→5.0
5703 亞都麗緻|觀光餐旅|209 172 61|66 66 21 33|0.5 7|7 0 0 na na|PB位93 PE位na 殖0.0|益-34.1→11.5
5704 老爺知|觀光餐旅|20 19 -54|80 80 16 23|0.6 30|0 -0 0 36 3|PB位92 PE位90 殖3.6|益24.1→27.5
5706 鳳凰|觀光餐旅|3142 2270 1233|66 66 30 32|0.4 356|6 -1 0 -13 9|PB位95 PE位na 殖0.4|益-29.3→9.9
5864 致和證|金融業|361 512 401|93 93 83 178|0.9 87|2 0 0 38 81|PB位98 PE位98 殖1.4|益na→na
5871 中租-KY|其他|12 14 -4|89 90 -3 -8|1.3 948|73 -8 -1 6 -19|PB位5 PE位20 殖3.3|益42.7→36.6
5876 上海商銀|金融保險|57 31 5|89 97 0 -1|0.5 149|56 -19 -7 7 -7|PB位33 PE位38 殖4.0|益na→na
5880 合庫金|金融保險|34 30 12|100 100 8 11|1.3 219|19 -1 -0 62 -16|PB位94 PE位99 殖1.7|益na→na
5904 寶雅|居家生活|20 21 4|85 85 -9 0|0.9 127|30 -42 -3 22 37|PB位44 PE位11 殖4.8|益13.6→15.7
5905 南仁湖|觀光餐旅|72 68 17|86 86 6 5|0.2 15|2 2 0 -9 9|PB位71 PE位na 殖0.0|益-21.0→-10.3
6005 群益證|金融保險|305 141 110|100 100 18 39|1.3 112|18 2 -1 19 -56|PB位79 PE位92 殖2.5|益na→na
6015 宏遠證|金融業|55 92 36|99 99 37 48|4.5 22|4 3 0 53 10|PB位68 PE位na 殖0.0|益na→na
6016 康和證|金融業|1049 391 229|96 96 41 57|1.8 98|8 10 0 44 25|PB位88 PE位94 殖0.0|益na→na
6024 群益期|金融保險|-41 -41 -37|100 100 5 21|0.6 10|2 7 0 -31 17|PB位70 PE位4 殖6.9|益na→na
6026 福邦證|金融業|149 85 93|99 99 11 32|1.4 30|5 7 0 -19 -5|PB位70 PE位na 殖0.0|益na→na
6101 寬魚國際|文化創意|24958 32174 20056|79 79 -11 54|0.6 18|1 3 0 na na|PB位95 PE位na 殖0.0|益-104.2→9.6
6104 創惟|半導體業|-15 -26 14|80 89 7 10|2.7 265|6 0 -0 10 -1|PB位63 PE位98 殖2.2|益13.5→-5.6
6109 亞元|通信網路|-26 -13 -12|83 83 -5 -5|1.0 5|4 -8 0 -5 26|PB位67 PE位20 殖3.5|益4.6→4.9
6111 光聚晶電|文化創意|15 55 -149|73 73 -4 28|0.4 564|12 -1 0 -12 2|PB位36 PE位63 殖4.2|益-4.9→-11.3
6112 邁達特|資訊服務|7 19 9|91 91 30 116|1.3 285|2 -1 0 4 6|PB位95 PE位92 殖2.8|益3.6→5.1
6113 亞矽|電子通路|-57 -59 -27|56 76 -15 -17|1.3 9|1 -1 0 3 6|PB位27 PE位62 殖0.0|益2.2→-3.3
6114 久威|電子零組|-10 -20 12|97 100 21 22|0.9 7|2 4 0 -18 -25|PB位97 PE位54 殖1.7|益1.7→-4.1
6115 鎰勝|電子零組|-16 -15 -1|100 100 7 14|0.6 7|5 3 0 27 -10|PB位28 PE位20 殖7.0|益9.5→8.5
6116 彩晶|光電業|-19 -23 10|99 99 16 10|1.7 299|10 13 -0 -5 -31|PB位60 PE位na 殖0.0|益-10.6→-37.3
6117 迎廣|電腦及週|-14 -13 -4|88 88 79 88|3.5 60|4 0 0 52 78|PB位99 PE位46 殖0.0|益0.5→-7.2
6118 建達|電子通路|-35 -18 -10|63 70 -9 -23|0.6 23|1 -1 0 -0 7|PB位54 PE位85 殖0.0|益0.5→-0.5
6120 達運|光電業|55 33 56|87 87 64 83|0.9 254|9 3 0 13 21|PB位98 PE位na 殖0.9|益-7.9→-11.3
6121 新普|電腦及週|-18 -17 -9|95 95 1 8|1.2 291|43 -37 20 -2 224|PB位39 PE位30 殖9.1|益11.0→9.0
6122 擎邦|電機機械|90 147 72|86 86 31 122|0.2 180|2 -1 0 -13 -4|PB位96 PE位46 殖2.9|益5.5→6.6
6123 上奇|資訊服務|6 -3 -21|96 96 2 28|0.6 9|3 -14 0 -3 5|PB位92 PE位92 殖7.3|益8.1→6.7
6124 業強|電子零組|-12 -4 11|74 74 37 46|0.8 53|49 -3 0 50 8|PB位91 PE位na 殖0.0|益0.1→0.5
6125 廣運|電機機械|18 24 -7|74 74 146 196|2.0 567|4 -2 0 4 45|PB位98 PE位79 殖2.1|益1.0→3.4
6126 信音|電子零組|-21 -8 2|95 95 42 56|2.4 83|6 -1 0 51 70|PB位92 PE位99 殖3.7|益8.7→10.9
6127 九豪|電子零組|3 4 27|79 79 -10 19|0.4 9|2 -8 0 -13 21|PB位41 PE位na 殖0.0|益-16.7→-48.5
6128 上福|電腦及週|-9 -15 -13|93 93 7 18|0.5 8|4 -11 0 43 52|PB位76 PE位9 殖6.6|益8.8→11.1
6129 普誠|半導體業|-21 -23 -29|73 81 -13 -9|0.7 32|1 -3 0 -5 10|PB位22 PE位1 殖2.1|益7.1→5.7
6133 金橋|電子零組|-40 -34 -37|55 65 -19 -32|1.5 17|1 -4 0 -13 0|PB位67 PE位2 殖3.1|益5.9→-3.0
6138 茂達|半導體業|-28 -35 1|88 88 -7 12|0.8 275|9 -2 -4 -9 -1|PB位49 PE位40 殖6.2|益21.6→9.3
6139 亞翔|其他電子|43 29 -13|95 95 68 84|0.5 243|31 3 0 9 -39|PB位99 PE位53 殖4.5|益4.5→4.0
6140 訊達電腦|資訊服務|14 -7 -12|89 89 -7 29|0.8 8|3 7 0 -4 1|PB位80 PE位56 殖4.7|益0.9→-0.2
6142 友勁|通信網路|-9 30 -45|79 79 -13 15|0.5 19|3 -11 0 na na|PB位46 PE位70 殖1.9|益-2.7→1.6
6143 振曜|通信網路|18 37 3|72 72 -17 0|0.6 93|7 7 -2 -16 -18|PB位70 PE位89 殖3.9|益6.8→6.4
6146 耕興|其他電子|-10 -7 -12|94 94 -2 14|0.7 62|42 -6 -5 -10 5|PB位13 PE位6 殖4.9|益36.5→40.2
6147 頎邦|半導體業|-11 -17 6|98 98 13 22|1.8 177|24 7 10 -17 -29|PB位28 PE位67 殖8.1|益24.5→16.5
6148 驊宏資|資訊服務|11 432 318|76 76 -5 215|1.5 112|1 0 0 -18 16|PB位96 PE位96 殖1.9|益5.2→4.2
6150 撼訊|電腦及週|31 15 55|78 78 24 10|0.4 122|12 3 0 14 -37|PB位41 PE位na 殖0.0|益-2.0→0.8
6152 百一|通信網路|-17 -36 -31|82 82 -16 1|0.6 5|2 -8 0 na na|PB位38 PE位22 殖0.0|益0.6→-7.6
6153 嘉聯益|電子零組|-19 10 7|82 91 7 -3|0.6 61|11 -9 -0 0 26|PB位50 PE位na 殖1.0|益1.2→-45.7
6155 鈞寶|電子零組|-38 -27 -10|98 98 4 9|1.8 6|7 1 0 3 -35|PB位70 PE位36 殖5.4|益9.1→6.9
6156 松上|電子零組|-32 -34 -11|98 98 4 13|2.5 20|9 10 0 -7 -30|PB位61 PE位23 殖3.6|益3.4→3.3
6158 禾昌|電子零組|-15 -15 6|95 95 34 34|3.2 17|1 -0 0 18 1|PB位52 PE位99 殖3.2|益1.4→-4.5
6160 欣技|電腦及週|-6 6 -7|71 71 -21 60|0.1 29|6 4 0 -5 -38|PB位87 PE位21 殖2.2|益2.1→9.3
6161 捷波|電腦及週|-23 -28 -0|91 91 34 80|2.1 102|4 -1 0 44 -23|PB位99 PE位92 殖5.6|益15.6→8.5
6163 華電網|資訊服務|-31 -17 -30|68 68 -24 22|0.3 18|3 2 0 -5 -2|PB位34 PE位16 殖1.6|益1.9→-1.5
6165 浪凡|數位雲端|-10 -4 -4|94 94 6 10|0.8 10|5 -8 0 9 -14|PB位47 PE位na 殖0.0|益3.1→-5.4
6166 凌華|電腦及週|-14 9 -7|87 87 23 24|1.3 123|13 -1 0 -22 68|PB位59 PE位20 殖3.5|益5.3→4.9
6167 久正|光電業|-11 -13 -6|81 81 -14 33|0.3 21|5 -0 0 -5 9|PB位89 PE位27 殖4.3|益7.8→4.8
6168 宏齊|光電業|-26 -34 -6|88 88 -9 20|0.5 27|6 -2 -0 3 -12|PB位65 PE位53 殖6.5|益11.3→-0.7
6170 統振|通信網路|-5 -24 8|97 97 27 39|2.6 30|2 2 0 22 -52|PB位95 PE位67 殖4.5|益6.2→8.6
6173 信昌電|電子零組|-8 -17 16|93 93 9 8|0.4 24|1 4 0 -6 -26|PB位15 PE位90 殖3.0|益14.9→13.0
6175 立敦|電子零組|5 -0 17|92 92 -2 5|0.6 10|17 -1 0 -16 2|PB位35 PE位39 殖4.7|益16.9→11.5
6176 瑞儀|光電業|-27 15 11|98 98 12 24|1.9 265|39 25 -15 63 -19|PB位67 PE位61 殖8.5|益14.0→10.6
6177 達麗|建材營造|-92 -80 -126|97 97 -0 5|0.8 9|4 -2 0 -2 0|PB位37 PE位64 殖4.7|益17.0→12.0
6179 亞通|其他|-22 -6 -16|85 85 -5 25|0.5 101|2 -1 0 31 -3|PB位63 PE位na 殖1.4|益-5.4→8.2
6180 橘子|文化創意|-20 -14 -6|83 83 3 -6|0.7 126|27 -16 -0 -28 16|PB位28 PE位59 殖8.2|益15.4→14.8
6182 合晶|半導體業|-28 -18 -20|85 92 3 -0|0.8 241|9 -8 3 -4 24|PB位3 PE位15 殖5.8|益26.3→19.3
6185 幃翔|電子零組|-11 33 9|68 68 -5 45|0.3 27|5 -2 0 -15 6|PB位90 PE位1 殖1.6|益-2.9→19.9
6186 新潤|建材營造|na na na|100 100 9 41|1.6 9|2 9 0 -8 5|PB位100 PE位85 殖4.5|益16.4→13.9
6187 萬潤|半導體業|-62 -64 -17|90 90 116 96|2.7 1261|5 -0 3 15 24|PB位60 PE位66 殖2.4|益20.7→5.3
6188 廣明|電腦及週|-29 -7 -7|84 84 89 129|2.1 2835|8 -1 0 8 59|PB位99 PE位72 殖3.1|益9.0→9.8
6189 豐藝|電子通路|-8 -13 9|98 98 6 14|1.9 18|6 -8 0 27 32|PB位70 PE位95 殖7.7|益3.3→4.1
6190 萬泰科|通信網路|-42 -36 -21|96 97 22 33|2.3 141|1 -1 0 33 8|PB位67 PE位26 殖5.3|益7.8→6.3
6191 精成科|電子零組|-11 4 14|98 98 46 79|1.0 324|14 -2 4 6 77|PB位99 PE位95 殖5.2|益10.8→13.6
6192 巨路|其他電子|0 11 8|99 99 14 19|0.8 8|19 -2 0 45 -9|PB位34 PE位49 殖4.9|益17.1→18.0
6194 育富|電子零組|38 4 10|96 96 24 44|1.4 19|3 3 0 -17 36|PB位63 PE位88 殖0.9|益-4.0→9.6
6196 帆宣|其他電子|5 16 -25|94 94 13 13|2.7 148|6 -7 0 8 143|PB位30 PE位26 殖4.0|益5.7→4.4
6197 佳必琪|電子零組|2 -0 -11|83 83 32 60|0.7 121|12 -1 0 -4 64|PB位97 PE位68 殖4.8|益8.7→9.3
6202 盛群|半導體業|-52 -57 -8|86 89 1 -11|0.9 55|12 -6 0 -10 4|PB位42 PE位100 殖5.8|益20.5→5.7
6203 海韻電|電子零組|27 34 43|92 92 55 106|2.2 257|5 1 0 10 38|PB位63 PE位97 殖4.8|益16.8→23.5
6205 詮欣|電子零組|-42 -38 -38|65 65 -14 -25|0.3 36|1 -1 0 -12 8|PB位46 PE位1 殖4.9|益17.3→22.8
6206 飛捷|電腦及週|-44 -44 -11|75 97 3 5|1.0 26|10 -30 2 -6 29|PB位1 PE位25 殖8.2|益20.0→8.0
6207 雷科|電子零組|-52 -34 -4|100 100 35 41|4.4 19|2 -2 0 70 274|PB位72 PE位89 殖4.2|益11.9→2.7
6209 今國光|光電業|-22 -25 -10|85 85 -8 8|0.4 13|2 -2 0 -12 -7|PB位32 PE位71 殖2.5|益-3.0→-4.0
6213 聯茂|電子零組|-29 -29 -5|90 90 15 -2|4.5 328|10 -3 0 33 72|PB位36 PE位100 殖3.9|益6.5→2.0
6214 精誠|資訊服務|-10 12 -1|95 95 36 56|2.3 200|12 -6 -0 100 144|PB位99 PE位99 殖4.4|益3.8→4.8
6215 和椿|其他電子|-60 -51 -15|84 84 -3 18|0.4 9|8 -10 0 -18 47|PB位68 PE位59 殖6.8|益11.3→5.7
6216 居易|通信網路|-19 -24 12|92 99 11 11|1.4 14|3 6 0 -6 -13|PB位83 PE位100 殖5.8|益14.9→0.5
6217 中探針|電子零組|-26 -26 -13|79 94 14 12|1.3 153|1 -1 0 -4 6|PB位44 PE位83 殖3.1|益4.7→-7.9
6218 豪勉|通信網路|56 44 1|90 90 25 89|1.7 107|3 -0 0 10 38|PB位100 PE位75 殖0.0|益4.7→12.6
6219 富旺|建材營造|1064 293 238|86 86 8 10|0.4 8|1 -5 0 -42 na|PB位100 PE位na 殖0.0|益-18.1→-175.5
6220 岳豐|電子零組|-17 -14 5|79 98 1 6|0.5 21|2 -8 0 -5 35|PB位15 PE位18 殖11.8|益-3.2→-13.1
6222 立軒|光電業|-48 -69 9|96 96 151 162|1.0 12|0 1 0 na na|PB位100 PE位67 殖0.0|益-209.1→-392.4
6223 旺矽|半導體業|4 7 -1|96 96 62 70|1.4 902|16 -2 0 16 1|PB位99 PE位73 殖3.5|益16.7→18.3
6224 聚鼎|電子零組|3 -2 10|85 86 -7 -7|0.7 8|9 0 0 -11 -6|PB位13 PE位92 殖2.6|益-6.3→-7.1
6227 茂綸|電子通路|-5 -6 -8|89 89 -8 2|0.8 8|1 -3 0 94 23|PB位96 PE位43 殖9.4|益4.9→2.5
6230 尼得科超眾|電腦及週|-16 -3 -13|92 92 2 44|1.8 23|90 -9 1 158 20|PB位42 PE位5 殖0.6|益6.7→6.4
6231 系微|資訊服務|-5 -9 -1|92 92 36 80|4.7 105|16 2 0 39 -8|PB位100 PE位90 殖4.0|益23.8→9.6
6233 旺玖|半導體業|-15 -9 -0|85 85 0 14|0.4 12|2 -5 0 2 11|PB位25 PE位58 殖1.9|益-0.2→-12.0
6234 高僑|光電業|192 175 132|85 85 -15 53|0.7 33|11 -2 0 3 19|PB位96 PE位97 殖2.6|益12.3→6.6
6235 華孚|電腦及週|39 58 6|68 68 23 205|0.9 2147|8 -2 -1 17 3|PB位95 PE位92 殖0.6|益8.9→15.6
6237 驊訊|半導體業|-62 -53 -2|65 77 -9 -19|1.0 16|1 -5 0 7 19|PB位6 PE位na 殖0.6|益-22.7→-33.0
6239 力成|半導體業|-27 -26 -8|93 93 10 18|2.6 578|42 -16 15 20 144|PB位30 PE位53 殖7.2|益14.8→10.9
6243 迅杰|半導體業|39 54 52|82 82 26 53|0.2 35|6 1 0 -22 9|PB位55 PE位66 殖2.6|益0.6→8.6
6244 茂迪|光電業|-33 -29 -29|73 73 -24 4|0.3 111|10 0 0 -14 -15|PB位10 PE位1 殖1.5|益6.3→11.8
6245 立端|通信網路|-12 -2 -25|81 81 7 23|0.6 322|14 -3 -1 -2 7|PB位87 PE位31 殖4.0|益12.1→15.2
6248 沛波|鋼鐵工業|40 33 -16|80 80 -14 24|0.4 12|3 -8 0 -9 3|PB位44 PE位3 殖6.8|益3.5→3.0
6257 矽格|半導體業|-26 -28 -15|95 95 6 8|2.2 154|20 -5 1 -20 9|PB位36 PE位38 殖8.1|益20.5→11.0
6261 久元|半導體業|-36 -34 -5|99 99 4 11|1.0 12|4 4 0 4 -20|PB位35 PE位68 殖7.3|益22.7→10.1
6263 普萊德|通信網路|6 16 -4|98 98 14 59|1.2 26|3 -2 0 -24 -13|PB位97 PE位97 殖4.7|益29.9→29.7
6266 泰詠|電子零組|-15 45 3|83 83 -1 65|0.4 53|2 -11 0 -4 50|PB位89 PE位44 殖6.7|益11.8→10.7
6269 台郡|電子零組|-15 17 10|88 95 6 -5|3.5 159|26 4 -5 6 -23|PB位18 PE位37 殖5.3|益8.8→-0.2
6271 同欣電|半導體業|-25 -21 -10|70 71 -2 -30|2.2 313|18 -13 -3 42 25|PB位4 PE位42 殖6.7|益26.0→16.2
6274 台燿|電子零組|-19 -22 1|89 89 88 103|3.4 2923|33 1 1 239 19|PB位89 PE位99 殖3.3|益8.1→6.4
6275 元山|電子零組|3 -7 5|87 87 24 67|2.9 90|4 0 0 82 12|PB位99 PE位97 殖4.8|益4.8→2.5
6276 安鈦克|電腦及週|-3 -6 11|81 81 99 174|0.3 109|2 -1 0 -5 20|PB位97 PE位89 殖1.6|益0.8→10.1
6277 宏正|電腦及週|-17 -3 -9|98 98 3 13|1.0 15|10 -13 0 -13 -63|PB位82 PE位36 殖6.7|益15.7→18.8
6278 台表科|光電業|-29 -20 1|92 94 0 5|0.8 148|23 -11 0 7 87|PB位24 PE位36 殖7.7|益8.5→2.7
6279 胡連|電子零組|2 12 -20|87 90 14 1|0.8 222|8 -2 -3 -4 18|PB位61 PE位40 殖3.5|益15.9→16.7
6282 康舒|電子零組|-27 -25 -17|97 97 38 52|1.7 3132|9 -2 0 60 -2|PB位99 PE位99 殖0.4|益2.6→1.4
6283 淳安|其他電子|-34 -33 6|82 95 4 -0|2.8 9|18 0 0 25 14|PB位50 PE位na 殖0.0|益-10.7→-21.3
6284 佳邦|電子零組|-6 -1 4|83 83 -8 -7|1.2 25|2 3 -4 -1 -52|PB位14 PE位28 殖3.4|益8.2→7.4
6285 啟碁|通信網路|18 35 -9|100 100 31 46|1.3 2512|18 2 2 27 -24|PB位100 PE位13 殖4.0|益3.4→3.3
6288 聯嘉|汽車工業|-13 1 -6|84 84 -4 28|0.2 152|4 -4 -2 2 131|PB位66 PE位82 殖0.6|益-3.4→na
6290 良維|電子零組|-12 -12 -2|83 83 4 9|1.5 231|2 -3 0 2 51|PB位27 PE位53 殖3.5|益8.8→2.1
6291 沛亨|半導體業|41 41 13|78 78 41 131|0.4 13|0 -3 0 -8 100|PB位89 PE位61 殖0.7|益13.2→27.8
6405 悅城|光電業|-25 -41 9|97 97 18 22|2.9 6|0 -2 0 -3 86|PB位76 PE位na 殖0.4|益-17.5→-37.1
6409 旭隼|其他電子|-34 -18 -30|85 85 -2 9|0.9 202|67 -11 -3 -5 -20|PB位3 PE位1 殖2.5|益23.3→22.2
6411 晶焱|半導體業|-14 -23 20|94 94 16 33|2.1 155|8 -1 1 -2 -2|PB位46 PE位100 殖2.7|益12.6→17.3
6412 群電|電子零組|-8 -10 -1|92 92 30 43|4.4 65|14 -0 -0 -1 -22|PB位99 PE位75 殖5.8|益9.5→8.8
6414 樺漢|電腦及週|10 21 -10|95 95 18 31|1.2 660|27 -5 3 6 -4|PB位59 PE位10 殖4.2|益2.8→4.5
6415 矽力*-KY|半導體業|-42 -47 -19|52 52 -28 -43|0.9 914|90 3 -1 -22 -5|PB位2 PE位9 殖1.3|益25.3→-6.3
6416 瑞祺電通|通信網路|-28 -18 -19|80 80 -10 -2|0.6 28|1 -9 -1 0 21|PB位16 PE位0 殖4.0|益10.1→11.7
6417 韋僑|通信網路|49 33 6|69 69 -23 51|1.9 282|9 1 3 -36 -32|PB位88 PE位34 殖1.8|益15.6→15.8
6426 統新|通信網路|-58 -61 -36|80 92 17 10|2.7 49|6 -2 0 22 91|PB位51 PE位83 殖2.9|益11.7→-55.1
6435 大中|半導體業|-26 -32 3|81 91 -4 -5|0.6 7|1 -10 0 -4 2|PB位12 PE位39 殖4.0|益16.9→5.9
6438 迅得|其他電子|-6 14 -5|92 92 2 22|0.9 106|17 -8 0 -28 31|PB位39 PE位31 殖5.4|益14.6→14.4
6441 廣錠|電腦及週|8 92 72|79 79 3 5|0.3 27|1 -2 0 -13 8|PB位49 PE位na 殖0.0|益-11.4→-15.5
6442 光聖|通信網路|-16 -9 -7|96 96 37 56|1.1 50|31 0 0 11 -10|PB位99 PE位51 殖2.9|益9.9→3.9
6443 元晶|光電業|7 27 -4|75 80 -13 -16|0.6 162|16 -7 -0 -7 19|PB位1 PE位0 殖0.3|益2.8→5.0
6446 藥華藥|生技醫療|84 33 -302|57 67 -11 -30|0.9 832|13 -2 0 na 60|PB位40 PE位na 殖0.0|益-70.4→-81.7
6449 鈺邦|電子零組|44 20 30|97 97 31 51|2.3 11|0 1 0 150 23|PB位59 PE位87 殖3.6|益10.9→8.1
6451 訊芯-KY|半導體業|-6 -6 -52|79 79 27 19|0.6 167|66 -2 0 17 -40|PB位63 PE位64 殖1.1|益-1.5→1.0
6456 GIS-KY|光電業|-46 -26 -8|74 81 -8 -17|0.5 67|48 -27 0 -2 24|PB位1 PE位85 殖5.2|益2.4→-13.7
6461 益得|生技醫療|189 122 146|66 78 -16 -4|0.4 7|1 0 0 -14 na|PB位84 PE位na 殖0.0|益-1345.1→-2102.4
6462 神盾|半導體業|99 34 17|87 87 24 50|0.5 80|12 6 0 -22 -13|PB位71 PE位na 殖2.8|益-29.2→-28.9
6469 大樹|生技醫療|10 3 -15|98 98 2 39|0.4 163|9 10 0 7 -5|PB位100 PE位94 殖1.7|益5.9→4.9
6470 宇智|通信網路|-17 -16 -46|85 85 17 46|0.4 246|4 -1 0 -15 7|PB位89 PE位87 殖5.2|益7.7→7.6
6472 保瑞|生技醫療|185 135 -104|88 88 8 123|1.0 2105|18 6 -2 -10 -39|PB位96 PE位66 殖1.2|益18.3→32.4
6477 安集|光電業|42 -2 -52|80 82 -15 -1|0.4 48|1 -3 -8 -8 -8|PB位6 PE位18 殖2.2|益11.0→17.5
6485 點序|半導體業|-3 -10 11|85 85 -1 29|0.7 79|7 -6 0 -2 -2|PB位42 PE位39 殖4.2|益27.2→10.2
6486 互動|通信網路|-15 22 12|98 98 8 18|1.6 16|2 0 0 -20 38|PB位32 PE位48 殖7.0|益13.7→10.6
