# 2023-02-01 全池(872 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
6683 雍智科技|半導體業|-7 3 -1|70 82 33 11|0.6 18|11 10 -4 na -3|PB位15 PE位16 殖3.9|益32.4→29.5
6689 伊雲谷|數位雲端|8 -0 na|na na 43 na|2.4 99|15 -3 0 na na|PB位55 PE位97 殖2.0|益1.7→1.6
6691 洋基工程|其他電子|6 37 -2|100 100 39 36|1.2 16|2 8 0 81 48|PB位79 PE位37 殖6.5|益14.8→16.2
6703 軒郁|生技醫療|56 44 20|89 89 21 21|0.5 6|12 14 0 na na|PB位72 PE位66 殖8.2|益11.4→11.8
6706 惠特|光電業|-78 -77 -61|41 78 21 -14|0.6 25|8 19 0 -1 -5|PB位11 PE位12 殖10.4|益18.7→16.3
6712 長聖|生技醫療|15 16 -51|84 84 21 17|0.5 271|4 1 6 16 -9|PB位54 PE位77 殖2.8|益40.1→41.5
6715 嘉基|電子零組|8 29 -16|78 78 15 -17|0.6 26|2 -5 0 -3 39|PB位8 PE位5 殖1.4|益19.5→20.2
6719 力智|半導體業|-38 -41 -48|33 99 31 9|1.4 707|6 2 5 60 -23|PB位43 PE位47 殖2.4|益26.6→24.7
6732 昇佳電子|半導體業|-34 -32 -5|67 97 46 5|3.8 17|10 4 5 23 -8|PB位21 PE位38 殖10.2|益27.1→24.4
6741 91APP*-KY|數位雲端|18 16 1|39 90 47 7|1.2 416|61 -1 1 1 87|PB位26 PE位28 殖0.5|益29.1→28.3
6747 亨泰光|生技醫療|-1 4 -14|66 86 4 -14|1.5 7|7 -20 0 na na|PB位9 PE位9 殖4.6|益35.2→37.2
6756 威鋒電子|半導體業|-55 -49 -40|44 79 20 -11|0.7 60|4 3 0 -4 -12|PB位13 PE位17 殖5.3|益29.7→26.7
6763 綠界科技*|數位雲端|11 12 na|na 97 42 21|3.0 42|6 -10 1 na 400|PB位64 PE位72 殖3.4|益27.1→27.9
6768 志強-KY|運動休閒|-5 113 15|78 78 3 5|0.4 27|78 5 -1 -21 26|PB位10 PE位5 殖4.7|益11.1→12.1
6770 力積電|半導體業|-40 -27 -48|54 98 13 5|1.5 543|20 15 1 -15 -15|PB位34 PE位43 殖5.2|益40.3→38.1
6781 AES-KY|電子零組|0 7 -25|47 72 37 -18|0.8 555|75 -2 2 -20 6|PB位17 PE位17 殖1.9|益25.9→26.4
6788 華景電|半導體業|88 19 -17|66 97 57 34|4.0 33|3 2 0 48 11|PB位55 PE位33 殖3.8|益29.7→28.8
6789 采鈺|半導體業|-26 -20 na|na 72 37 -24|0.7 178|10 6 0 na 25|PB位48 PE位58 殖0.8|益28.0→25.7
6806 森崴能源|綠能環保|-30 -38 -144|79 96 40 23|0.7 677|1 0 1 8 19|PB位36 PE位98 殖2.3|益4.3→4.4
6829 千附精密|半導體業|-12 -12 na|na 87 13 7|0.4 8|1 7 5 -3 -3|PB位46 PE位17 殖4.8|益20.3→19.8
6830 汎銓|其他電子|7 11 na|na na 50 na|3.5 7|0 1 1 na na|PB位79 PE位99 殖3.7|益18.7→20.7
8016 矽創|半導體業|-41 -37 -24|86 100 25 33|1.9 187|30 21 2 -12 -7|PB位19 PE位26 殖14.9|益33.5→30.1
8021 尖點|其他電子|-24 -18 -12|77 96 7 3|0.3 6|7 5 0 -19 -11|PB位48 PE位24 殖7.8|益15.7→15.8
8027 鈦昇|電機機械|-18 -11 -42|66 72 3 -17|0.7 8|6 -6 -0 1 11|PB位7 PE位4 殖3.0|益15.5→13.5
8028 昇陽半導體|半導體業|7 13 3|82 82 14 -9|0.4 99|14 1 -0 -6 1|PB位68 PE位18 殖1.3|益9.4→9.7
8033 雷虎|其他|24 9 15|92 92 97 161|0.5 131|2 1 -0 na na|PB位99 PE位97 殖0.0|益0.6→0.7
8038 長園科|電子零組|977 962 591|94 97 30 19|3.0 37|3 1 0 na na|PB位100 PE位na 殖0.0|益-92.8→-50.1
8040 九暘|半導體業|-15 4 -18|78 86 -2 30|0.3 20|2 6 0 -3 3|PB位54 PE位30 殖1.1|益9.9→12.0
8043 蜜望實|電子零組|-23 -27 -28|94 94 17 15|0.7 6|1 5 0 8 -1|PB位45 PE位9 殖3.7|益1.8→1.5
8044 網家|數位雲端|0 -5 -0|53 100 34 11|1.5 161|14 2 1 -17 -5|PB位17 PE位na 殖0.8|益-0.4→-0.2
8046 南電|電子零組|17 20 -5|48 82 23 7|0.6 1686|9 3 -5 7 -11|PB位36 PE位8 殖3.9|益34.2→35.4
8049 晶采|光電業|38 28 9|99 99 25 33|1.0 27|8 8 -3 -4 -2|PB位99 PE位35 殖6.4|益16.1→17.9
8050 廣積|電腦及週|73 43 20|88 88 19 10|0.6 286|5 -4 -11 -0 1|PB位89 PE位4 殖2.8|益13.2→14.7
8054 安國|半導體業|3 5 -7|54 81 6 -8|0.5 6|2 5 0 -7 3|PB位43 PE位80 殖5.0|益6.0→0.7
8069 元太|光電業|43 26 -36|72 72 -9 -4|0.8 3098|37 -2 1 -6 6|PB位71 PE位59 殖1.8|益25.3→30.8
8070 長華*|電子通路|-21 -14 -22|90 95 8 2|1.3 8|10 0 2 -5 3|PB位20 PE位18 殖6.2|益16.2→16.0
8076 伍豐|電腦及週|15 0 -9|83 83 15 1|0.7 18|4 16 0 -7 -13|PB位41 PE位16 殖3.4|益3.6→3.9
8081 致新|半導體業|-26 -27 -17|69 100 24 16|1.2 95|19 5 0 -7 11|PB位21 PE位20 殖9.9|益29.7→27.3
8084 巨虹|電子通路|36 62 25|78 78 16 27|0.3 33|0 -3 0 na na|PB位92 PE位na 殖0.0|益-5.7→-10.0
8086 宏捷科|半導體業|-63 -69 -15|65 95 29 9|1.7 121|9 3 1 -3 -4|PB位20 PE位89 殖3.6|益4.9→1.9
8088 品安|半導體業|-21 -13 -11|100 100 21 33|1.1 6|10 8 0 -3 -23|PB位33 PE位7 殖4.0|益10.1→11.8
8091 翔名|半導體業|-6 5 -21|94 94 32 25|0.8 43|6 2 0 -25 3|PB位89 PE位10 殖4.3|益24.2→24.9
8097 常珵|通信網路|805 391 -228|75 78 14 -12|0.5 26|1 3 0 -29 33|PB位76 PE位22 殖0.0|益18.6→17.0
8105 凌巨|光電業|-13 -1 -4|98 98 30 26|2.7 17|60 4 0 40 22|PB位87 PE位32 殖0.0|益2.6→3.1
8109 博大|電子零組|16 32 12|95 95 9 20|1.0 6|2 3 3 -17 9|PB位18 PE位8 殖4.5|益31.5→30.8
8110 華東|半導體業|-17 -8 -30|66 90 12 0|2.2 5|2 5 0 -8 -12|PB位55 PE位4 殖1.1|益3.1→4.1
8112 至上|電子通路|-38 -25 -11|76 97 12 1|1.1 25|14 15 0 -6 -5|PB位10 PE位19 殖10.7|益2.6→2.4
8114 振樺電|電腦及週|-8 3 -28|69 69 2 -23|0.4 40|8 4 -2 -21 3|PB位33 PE位4 殖3.8|益12.6→13.6
8121 越峰|電子零組|-7 -7 -7|60 83 14 -12|2.5 9|1 2 0 na 40|PB位60 PE位54 殖0.0|益1.9→1.7
8131 福懋科|半導體業|1 0 -5|100 100 8 9|1.2 6|5 -0 0 -11 -11|PB位41 PE位9 殖6.2|益19.0→18.9
8150 南茂|半導體業|-31 -31 -17|73 93 9 1|1.3 48|38 11 4 -1 -6|PB位19 PE位20 殖12.4|益18.5→15.4
8155 博智|電子零組|-15 -7 -28|59 92 40 13|1.5 77|2 1 3 -10 -18|PB位22 PE位14 殖5.0|益23.9→21.4
8163 達方|電腦及週|-7 -8 -15|85 93 5 1|0.9 11|10 5 0 -7 -2|PB位10 PE位13 殖7.6|益5.5→5.5
8171 天宇|綠能環保|262 140 -71|100 100 59 52|1.8 280|2 0 0 7 -4|PB位47 PE位74 殖0.0|益3.3→3.2
8183 精星|其他電子|12 36 -19|77 84 5 1|0.9 23|1 3 0 -3 5|PB位55 PE位6 殖2.2|益14.1→13.5
8210 勤誠|電腦及週|17 1 -12|100 100 35 27|4.7 31|9 9 3 20 12|PB位30 PE位38 殖3.4|益9.3→11.2
8213 志超|電子零組|-37 -35 -17|79 97 15 2|1.2 6|20 11 1 -4 -7|PB位18 PE位20 殖13.3|益7.7→7.3
8215 明基材|光電業|-17 -11 -5|97 100 17 12|1.0 24|4 15 0 -14 -4|PB位50 PE位8 殖4.4|益5.5→5.0
8222 寶一|電機機械|-21 13 -19|86 86 53 19|0.5 83|5 -1 -0 4 14|PB位97 PE位93 殖0.0|益-14.6→-9.9
8234 新漢|電腦及週|-13 3 -17|89 89 23 6|0.5 21|4 -4 0 -45 12|PB位62 PE位4 殖3.1|益5.4→5.2
8249 菱光|電子零組|62 54 41|94 94 35 40|0.3 8|3 5 0 5 -17|PB位99 PE位14 殖4.5|益8.1→8.2
8255 朋程|電機機械|14 27 15|73 90 32 10|1.1 218|7 3 -4 -7 12|PB位70 PE位35 殖2.3|益7.5→7.9
8261 富鼎|半導體業|-39 -36 -30|81 96 19 12|1.0 146|7 5 0 -11 0|PB位43 PE位24 殖5.2|益26.6→24.5
8271 宇瞻|半導體業|-12 -1 -3|91 100 10 10|1.7 6|3 7 0 -25 -14|PB位30 PE位41 殖6.5|益8.6→7.9
8289 泰藝|電子零組|-36 -20 -28|96 96 37 22|1.1 16|5 -6 0 4 23|PB位69 PE位13 殖5.5|益19.0→18.8
8299 群聯|半導體業|-20 -27 -26|74 99 27 34|0.7 410|32 13 16 -21 -34|PB位38 PE位61 殖6.2|益13.1→11.7
8341 日友|綠能環保|4 6 -9|75 86 24 -8|0.3 131|13 -9 1 -21 129|PB位12 PE位11 殖4.8|益32.6→30.9
8349 恒耀國際|鋼鐵工業|-3 9 -3|74 74 3 17|0.5 12|2 -3 0 -12 4|PB位31 PE位3 殖3.7|益4.5→5.3
8358 金居|電子零組|-12 -19 -5|98 100 69 65|1.6 664|11 4 8 -9 -21|PB位64 PE位31 殖6.2|益20.9→17.2
8390 金益鼎|綠能環保|-20 1 -6|85 98 15 15|0.9 10|2 -1 0 3 55|PB位49 PE位24 殖4.8|益14.2→9.5
8403 盛弘|生技醫療|-3 -6 -16|85 85 15 2|0.8 14|3 -7 0 -13 6|PB位54 PE位8 殖2.9|益11.2→10.6
8415 大國鋼|鋼鐵工業|9 13 -11|96 98 16 12|0.4 9|11 16 0 -18 -12|PB位53 PE位8 殖4.7|益23.5→21.6
8420 明揚|運動休閒|46 39 1|94 94 18 41|1.7 25|5 4 1 -16 28|PB位95 PE位14 殖3.0|益15.8→15.7
8422 可寧衛*|綠能環保|61 71 -7|88 99 9 6|0.8 22|12 5 -2 -33 3|PB位70 PE位66 殖5.5|益33.0→31.9
8429 金麗-KY|貿易百貨|-80 -79 -36|92 98 17 22|1.8 5|33 2 0 -8 -14|PB位77 PE位na 殖0.0|益-82.3→-121.3
8436 大江|生技醫療|-6 -3 9|93 99 73 29|0.9 470|26 -1 1 -28 12|PB位29 PE位100 殖4.8|益10.7→13.6
8440 綠電|綠能環保|2 -2 -3|48 82 36 -12|0.5 33|2 3 0 -13 -14|PB位79 PE位97 殖1.3|益9.0→8.1
8442 威宏-KY|其他|17 41 -20|90 90 0 17|1.4 9|65 -1 0 2 -69|PB位77 PE位0 殖1.4|益7.2→7.8
8454 富邦媒|數位雲端|19 18 0|60 96 66 2|1.0 699|27 3 6 -13 20|PB位70 PE位43 殖1.8|益4.3→4.1
8462 柏文|運動休閒|4 9 -3584|97 98 12 7|1.5 5|1 -4 0 -4 0|PB位77 PE位100 殖1.0|益6.5→5.1
8464 億豐|居家生活|-11 -6 -6|80 95 30 11|1.4 97|44 -2 11 3 -0|PB位20 PE位23 殖3.5|益24.9→25.5
8476 台境*|綠能環保|10 212 -168|100 100 39 27|4.0 17|1 7 0 32 82|PB位77 PE位28 殖0.0|益6.9→9.0
8478 東哥遊艇|運動休閒|16 25 -24|81 81 47 79|1.8 768|45 3 -1 8 -37|PB位98 PE位52 殖1.5|益32.4→33.0
8916 光隆|其他|-30 -0 -36|82 82 -7 23|0.2 32|9 -0 -10 -12 -4|PB位87 PE位2 殖5.8|益8.7→9.6
8924 大田|運動休閒|-14 -0 2|86 95 31 5|0.7 20|5 2 -1 -11 -14|PB位44 PE位20 殖11.4|益23.1→21.3
8926 台汽電|油電燃氣|19 32 51|89 89 18 -7|0.6 14|7 18 0 -34 -12|PB位50 PE位94 殖5.0|益2.0→1.6
8927 北基|油電燃氣|11 8 -15|93 93 1 4|0.9 9|0 -1 0 -6 -24|PB位48 PE位76 殖4.0|益-0.2→0.0
8928 鉅明|運動休閒|39 16 5|81 91 24 -4|0.5 5|2 7 0 -4 5|PB位67 PE位15 殖6.1|益9.7→8.1
8931 大汽電|油電燃氣|90 93 50|100 100 59 67|1.3 7|0 10 0 2 6|PB位100 PE位85 殖3.1|益5.9→13.3
8932 智通*|數位雲端|-62 -41 -29|90 90 32 76|0.6 21|32 7 0 1 -1|PB位99 PE位na 殖0.0|益4.3→0.3
8933 愛地雅|運動休閒|17 5 -17|66 66 -19 49|0.4 64|8 2 0 na 38|PB位55 PE位4 殖0.0|益5.7→6.9
8936 國統|其他|-32 -15 -2|99 99 18 24|1.2 11|8 8 0 -2 -8|PB位47 PE位7 殖2.2|益13.5→17.3
8938 明安|運動休閒|30 22 -6|90 90 7 22|0.7 51|16 1 -1 -18 -34|PB位70 PE位6 殖5.6|益11.9→12.0
8996 高力|電機機械|58 54 28|100 100 84 155|1.4 2768|17 2 0 3 -16|PB位100 PE位100 殖0.7|益10.6→11.5
9802 鈺齊-KY|運動休閒|34 39 -18|67 67 2 -16|1.2 341|48 -5 -5 -45 68|PB位17 PE位1 殖3.1|益15.1→15.9
9904 寶成|運動休閒|-14 10 -6|99 99 22 26|0.9 239|55 27 -0 -10 -14|PB位99 PE位7 殖4.4|益3.7→4.2
9907 統一實|其他|-21 -20 -26|85 85 6 9|0.8 27|21 0 1 -10 1|PB位90 PE位10 殖5.6|益7.8→7.8
9910 豐泰|運動休閒|1 30 -19|85 94 24 22|1.4 228|18 14 3 -61 -34|PB位16 PE位10 殖2.1|益12.0→11.9
9914 美利達|運動休閒|57 61 32|59 78 4 -18|1.6 62|38 3 3 -40 -21|PB位6 PE位9 殖4.4|益7.9→8.7
9917 中保科|其他|2 8 -1|92 95 7 -2|0.9 17|40 4 14 -56 -26|PB位65 PE位19 殖5.0|益15.3→15.8
9919 康那香|其他|-23 -17 -2|57 91 14 6|0.1 22|3 -2 0 -3 6|PB位13 PE位na 殖1.7|益-8.6→-8.1
9921 巨大|運動休閒|-12 6 -7|62 81 -3 -13|1.2 141|50 -6 -0 0 -7|PB位5 PE位1 殖4.9|益10.1→9.7
9933 中鼎|其他|1 15 -25|88 88 -8 -1|0.4 53|19 -2 -2 -4 23|PB位80 PE位16 殖5.2|益4.5→4.0
9938 百和|其他|-28 -22 -18|74 86 21 5|1.5 99|27 -2 4 -3 10|PB位10 PE位13 殖6.0|益19.3→18.0
9939 宏全|其他|9 11 -5|100 100 6 23|1.3 69|34 6 -0 26 -22|PB位91 PE位71 殖4.8|益12.9→12.9
9940 信義|其他|-4 -37 -14|81 87 -4 -8|0.9 7|6 18 -41 -5 -1|PB位12 PE位57 殖10.2|益13.9→12.0
9941 裕融|其他|18 19 4|83 95 31 -3|1.4 122|5 13 -0 -8 -20|PB位59 PE位64 殖4.2|益26.5→25.7
9942 茂順|其他|6 13 4|95 95 4 35|0.6 26|4 2 -1 -1 4|PB位94 PE位76 殖4.5|益17.5→19.5
9945 潤泰新|其他|62 40 19|87 96 12 21|1.2 181|14 11 -0 -6 -25|PB位97 PE位35 殖15.4|益15.1→15.3
9955 佳龍|綠能環保|-46 -34 -17|66 94 26 1|1.7 13|2 0 0 -1 -2|PB位89 PE位na 殖0.0|益-6.6→-8.5
9958 世紀鋼|鋼鐵工業|45 13 15|81 100 29 10|1.3 351|8 1 3 -4 -22|PB位32 PE位99 殖2.9|益8.2→6.7
9962 有益|鋼鐵工業|57 20 -26|91 100 34 27|1.4 12|4 7 0 11 -1|PB位83 PE位22 殖5.6|益7.1→7.3
