# 2025-04-01 全池(1165 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
5508 永信建|建材營造|-74 -81 -87|46 63 -2 -34|0.6 101|5 -11 -1 -23 33|PB位70 PE位49 殖10.2|益44.0→43.4
5511 德昌|建材營造|-25 -15 0|84 92 -3 7|0.9 7|2 -17 0 3 4|PB位40 PE位67 殖6.2|益11.1→10.0
5515 建國|建材營造|42 57 4|98 100 22 22|1.4 28|12 11 0 32 2|PB位99 PE位8 殖6.7|益4.8→6.3
5519 隆大|建材營造|-91 -32 -30|60 93 4 -6|1.3 26|4 -2 0 -10 18|PB位65 PE位72 殖8.3|益14.8→17.5
5521 工信|建材營造|86 56 21|83 94 16 2|2.0 29|6 14 0 -15 -17|PB位79 PE位99 殖0.0|益-1.3→-1.0
5522 遠雄|建材營造|-94 -59 -315|72 81 -17 -1|0.6 101|4 -22 20 7 28|PB位61 PE位88 殖4.5|益21.9→21.6
5530 龍巖|其他|18 -3 -2|86 86 39 60|1.2 169|58 5 0 3 9|PB位99 PE位95 殖0.0|益22.8→25.0
5531 鄉林|建材營造|9 821 637|78 95 6 9|2.9 8|5 9 0 -1 3|PB位83 PE位na 殖0.0|益-24.0→1.6
5534 長虹|建材營造|231 190 57|70 90 14 -1|1.7 107|16 11 6 11 -0|PB位78 PE位44 殖5.6|益20.5→28.2
5536 聖暉*|其他電子|101 62 32|79 79 -1 12|0.4 179|33 -9 1 -3 -15|PB位86 PE位78 殖4.2|益14.9→14.6
5607 遠雄港|航運業|22 15 -4|64 82 -8 -17|1.2 10|2 -11 0 2 7|PB位0 PE位64 殖3.3|益33.6→32.9
5608 四維航|航運業|-9 7 4|76 83 8 2|0.3 78|4 1 0 -19 -7|PB位18 PE位na 殖0.0|益-1.2→0.5
5609 中菲行|航運業|34 33 -2|84 91 -1 -8|1.3 8|16 -15 -0 -17 9|PB位14 PE位66 殖6.5|益3.7→3.5
5706 鳳凰|觀光餐旅|-36 70 21|71 84 -10 -2|0.6 22|3 -25 0 -12 23|PB位2 PE位0 殖5.6|益7.8→7.3
5864 致和證|金融業|-129 -16 -38|72 76 -3 -20|1.1 8|1 -5 0 -2 3|PB位40 PE位63 殖8.4|益na→na
5871 中租-KY|其他|-3 -1 -4|69 72 7 -22|0.8 727|45 -8 1 3 13|PB位4 PE位9 殖5.3|益31.4→29.2
5876 上海商銀|金融保險|5 20 13|98 100 11 15|1.3 280|52 -7 19 -12 9|PB位23 PE位79 殖4.0|益na→na
5880 合庫金|金融保險|16 4 -2|91 93 -2 -7|1.1 216|16 -20 3 -4 10|PB位2 PE位58 殖4.1|益na→na
5903 全家|居家生活|-4 2 -3|94 94 3 3|0.8 14|51 5 -1 19 -10|PB位0 PE位8 殖5.9|益1.9→2.0
5904 寶雅|居家生活|-5 10 3|88 89 -4 -10|1.0 135|23 8 -0 -7 69|PB位9 PE位5 殖4.8|益14.4→14.6
5905 南仁湖|觀光餐旅|-23 6 5|53 68 -9 -30|1.1 9|3 3 0 -3 3|PB位79 PE位na 殖0.0|益-13.0→-17.3
6005 群益證|金融保險|19 8 -25|90 90 3 20|0.4 121|12 -17 24 22 12|PB位91 PE位56 殖5.8|益na→na
6016 康和證|金融業|-100 -20 -98|82 88 -0 -5|1.1 12|3 -23 0 7 31|PB位35 PE位28 殖9.2|益na→na
6023 元大期貨|金融業|34 8 -10|85 88 -7 -6|1.0 15|1 -8 -0 10 4|PB位66 PE位17 殖6.3|益na→na
6024 群益期|金融保險|34 18 -10|82 82 -13 -12|1.2 24|3 -22 -1 -45 39|PB位44 PE位0 殖5.7|益na→na
6026 福邦證|金融業|-72 164 120|83 96 8 1|1.4 12|3 5 0 -1 6|PB位57 PE位76 殖8.3|益na→na
6101 寬魚國際|文化創意|-55 -68 -261|81 97 2 3|0.4 7|1 -9 0 11 10|PB位53 PE位84 殖0.0|益4.2→0.7
6104 創惟|半導體業|86 53 21|82 82 -12 2|0.7 578|19 7 -2 -25 -41|PB位75 PE位46 殖2.0|益7.9→9.7
6111 光聚晶電|文化創意|-19 2 -41|71 83 -5 -16|0.4 19|8 -11 0 -7 13|PB位8 PE位100 殖0.0|益-1.5→-2.7
6112 邁達特|資訊服務|-5 5 15|65 65 -7 2|0.7 106|2 -2 0 -13 1|PB位48 PE位97 殖1.2|益-0.3→-0.7
6113 亞矽|電子通路|25 -18 17|73 85 24 -11|0.2 7|1 -0 0 -9 19|PB位70 PE位na 殖4.1|益-5.5→-5.0
6115 鎰勝|電子零組|53 21 4|89 97 2 -1|1.1 5|5 0 0 -58 3|PB位65 PE位50 殖6.1|益8.0→8.2
6117 迎廣|電腦及週|-32 -6 -18|53 70 -11 -19|1.4 617|3 1 0 8 -24|PB位55 PE位0 殖0.0|益12.9→12.1
6120 達運|光電業|2 -6 -16|65 81 -7 -19|1.0 14|6 2 0 -1 -1|PB位40 PE位45 殖0.8|益-0.6→-0.7
6121 新普|電腦及週|19 -1 3|81 93 -1 7|0.8 231|35 -4 0 -21 5|PB位59 PE位77 殖5.4|益7.6→8.0
6122 擎邦|電機機械|-19 -19 5|73 86 -10 -9|1.2 13|2 -9 0 -16 -4|PB位39 PE位33 殖6.9|益10.3→9.7
6125 廣運|電機機械|23 5 41|51 69 -25 -28|0.8 116|5 1 0 -24 -3|PB位43 PE位na 殖1.0|益-28.7→-26.4
6126 信音|電子零組|13 9 4|64 74 -14 -14|1.6 6|2 3 0 -11 -32|PB位0 PE位80 殖4.3|益7.0→5.7
6127 九豪|電子零組|39 16 -7|59 65 -28 -19|1.5 9|4 14 0 -27 -7|PB位37 PE位na 殖0.0|益-13.3→-12.1
6128 上福|電腦及週|-7 -1 -4|90 98 8 3|1.4 6|6 -1 0 -8 -32|PB位45 PE位99 殖6.7|益8.0→6.8
6130 上亞科技|生技醫療|324 85 70|93 93 50 18|3.3 6|0 -1 0 na na|PB位87 PE位na 殖0.0|益-11.3→-18.1
6133 金橋|電子零組|55 37 7|62 62 -17 -25|1.0 6|4 6 0 -10 -9|PB位33 PE位15 殖1.8|益6.1→4.6
6134 萬旭|電子零組|45 46 -4|53 53 -23 -20|1.2 10|23 -6 0 -6 9|PB位45 PE位15 殖0.9|益-0.2→-1.5
6136 富爾特|通信網路|17 13 15|88 88 5 6|0.6 9|4 5 0 -14 13|PB位92 PE位89 殖4.8|益-7.0→-6.7
6138 茂達|半導體業|21 14 5|81 81 0 -19|1.2 88|16 -9 10 -8 13|PB位26 PE位45 殖5.0|益15.0→14.8
6139 亞翔|其他電子|-42 -49 -68|68 86 16 10|0.6 775|20 1 -1 1 18|PB位66 PE位37 殖5.9|益8.8→10.2
6140 訊達電腦|資訊服務|169 74 58|77 77 41 36|2.2 201|5 1 0 -20 -63|PB位93 PE位61 殖2.8|益0.6→0.7
6141 柏承|電子零組|-13 -30 -9|64 72 -12 -11|0.3 6|3 -1 0 -14 2|PB位94 PE位na 殖0.0|益-34.5→-34.0
6142 友勁|通信網路|106 64 66|74 74 -22 -11|0.8 6|3 -1 0 na na|PB位58 PE位na 殖0.0|益-33.4→-27.8
6143 振曜|通信網路|25 52 33|86 93 15 -6|0.6 199|3 -1 2 -11 -11|PB位82 PE位30 殖5.2|益10.3→10.1
6146 耕興|其他電子|-1 -2 2|71 87 -7 -14|1.5 19|33 -21 -1 -14 1|PB位1 PE位22 殖5.2|益34.9→33.4
6147 頎邦|半導體業|27 19 14|88 99 4 1|1.2 139|21 24 -1 -21 -13|PB位34 PE位72 殖5.6|益11.7→12.5
6148 驊宏資|資訊服務|555 202 152|93 93 100 77|3.4 623|1 -0 0 12 -61|PB位97 PE位89 殖2.7|益7.1→7.0
6150 撼訊|電腦及週|19 17 24|74 81 -3 -0|0.7 18|3 2 0 -9 -12|PB位61 PE位na 殖0.0|益-4.6→-4.2
6151 晉倫|其他電子|44 12 -0|50 50 -24 -22|0.7 8|7 8 0 -18 3|PB位74 PE位77 殖4.7|益6.3→6.9
6153 嘉聯益|電子零組|1 -21 6|52 63 -18 -36|0.7 22|8 -7 0 -4 -0|PB位4 PE位na 殖0.0|益-26.3→-27.7
6156 松上|電子零組|131 84 39|70 70 5 -8|1.0 47|7 6 0 -1 -30|PB位76 PE位63 殖3.5|益2.1→3.1
6163 華電網|資訊服務|-8 28 -8|74 78 -6 -20|1.2 16|4 -6 0 6 5|PB位57 PE位59 殖1.4|益-0.5→3.0
6165 浪凡|數位雲端|12 10 4|97 97 12 28|1.3 41|6 8 0 12 4|PB位86 PE位54 殖1.2|益1.3→1.4
6166 凌華|電腦及週|35 17 19|90 90 4 20|1.5 131|17 7 0 1 11|PB位94 PE位89 殖1.1|益-1.2→0.6
6168 宏齊|光電業|9 -7 -5|74 75 -10 -17|0.2 8|4 -7 0 -12 -2|PB位16 PE位100 殖2.7|益-1.6→-3.7
6170 統振|通信網路|22 22 -6|93 93 13 19|1.1 28|4 11 0 -12 -42|PB位59 PE位35 殖5.7|益5.4→9.2
6173 信昌電|電子零組|25 12 8|69 80 -8 -18|0.7 8|2 5 0 -6 -11|PB位13 PE位35 殖3.5|益13.6→13.2
6175 立敦|電子零組|40 18 1|83 83 -5 3|0.4 37|20 6 0 -19 -24|PB位16 PE位36 殖4.5|益14.3→14.3
6176 瑞儀|光電業|24 23 6|84 86 -6 -4|1.2 297|30 -27 0 -26 24|PB位66 PE位65 殖5.4|益13.4→13.0
6177 達麗|建材營造|28 -34 -342|66 90 4 -3|1.6 93|8 1 10 -3 -9|PB位68 PE位43 殖7.4|益11.1→22.3
6179 亞通|其他|-1 113 76|70 72 -10 -15|1.6 9|5 -1 0 -6 -3|PB位1 PE位100 殖3.1|益-1.8→3.2
6180 橘子|文化創意|-28 -10 -19|83 83 -6 -6|0.5 50|27 -21 -0 -23 56|PB位72 PE位8 殖8.1|益5.6→2.3
6182 合晶|半導體業|16 8 13|53 67 -25 -32|0.9 41|9 -10 -1 3 -22|PB位0 PE位98 殖0.0|益3.3→2.7
6185 幃翔|電子零組|34 8 28|100 100 23 11|4.4 9|2 6 0 -1 2|PB位88 PE位100 殖1.7|益-39.1→-32.0
6186 新潤|建材營造|-89 -90 -14422|64 93 6 -4|2.2 39|2 -5 0 -18 8|PB位64 PE位6 殖5.2|益9.6→13.0
6187 萬潤|半導體業|65 170 -163|51 51 -31 -42|0.7 613|15 1 -2 -26 -29|PB位48 PE位39 殖3.7|益23.3→25.8
6188 廣明|電腦及週|15 6 23|70 78 -22 -16|0.4 163|7 -9 -0 -16 8|PB位56 PE位95 殖2.3|益6.5→7.7
6189 豐藝|電子通路|-6 -8 -27|65 78 -15 -15|1.1 45|9 -11 -3 -14 8|PB位60 PE位37 殖5.0|益5.2→4.7
6190 萬泰科|通信網路|40 32 3|86 88 2 2|1.3 105|7 -2 0 33 4|PB位32 PE位34 殖5.4|益6.8→6.2
6191 精成科|電子零組|9 -4 2|84 84 21 5|1.1 358|10 -8 -1 2 46|PB位58 PE位81 殖4.7|益17.3→16.0
6192 巨路|其他電子|48 3 -14|82 90 -2 -9|1.2 36|19 13 0 9 -22|PB位64 PE位60 殖5.2|益14.0→14.9
6196 帆宣|其他電子|9 -7 -13|97 98 10 9|0.9 175|8 7 3 5 -32|PB位66 PE位98 殖3.6|益3.1→3.6
6197 佳必琪|電子零組|36 17 -18|68 71 -11 -24|1.9 53|5 -9 0 -7 -3|PB位65 PE位45 殖5.2|益18.9→17.8
6199 天品|其他|10 -8 4|95 95 11 144|4.5 21|6 1 0 na 0|PB位99 PE位100 殖0.0|益9.5→6.2
6202 盛群|半導體業|148 82 56|71 76 -8 -15|0.5 24|9 -3 0 -6 -1|PB位1 PE位na 殖1.0|益-10.9→-9.5
6203 海韻電|電子零組|123 30 54|95 96 13 10|2.2 23|3 16 0 -6 -20|PB位65 PE位98 殖4.4|益4.4→5.1
6204 艾華|電子零組|94 19 14|38 58 -5 -42|0.6 5|2 1 0 -10 3|PB位32 PE位58 殖0.5|益8.4→8.2
6205 詮欣|電子零組|14 -0 -20|77 79 -20 -11|0.6 14|3 -24 0 -4 17|PB位1 PE位34 殖2.5|益13.0→11.2
6206 飛捷|電腦及週|57 53 15|71 71 38 44|0.3 790|24 0 -0 -35 13|PB位95 PE位70 殖4.9|益23.1→23.3
6207 雷科|電子零組|-9 3 -9|55 60 -17 -36|0.8 12|4 20 0 -20 -15|PB位67 PE位58 殖3.1|益6.7→8.1
6209 今國光|光電業|79 45 42|88 92 1 17|0.7 52|5 4 0 -10 -10|PB位95 PE位na 殖1.7|益-6.7→-7.0
6213 聯茂|電子零組|39 16 -5|49 82 -15 -10|0.8 101|8 2 0 -12 -5|PB位5 PE位50 殖2.7|益4.4→4.6
6214 精誠|資訊服務|19 -4 -15|76 76 -13 -2|0.4 179|12 7 -4 -4 -22|PB位51 PE位12 殖4.2|益3.9→3.6
6215 和椿|其他電子|76 94 14|60 60 -12 22|0.2 446|14 1 0 -17 -21|PB位92 PE位71 殖1.8|益7.4→7.0
6216 居易|通信網路|-4 -23 -59|69 69 -12 -24|0.9 11|5 -14 0 -6 1|PB位63 PE位21 殖7.0|益21.5→18.4
6217 中探針|電子零組|21 31 8|55 64 -24 -34|0.8 18|4 -3 0 -2 16|PB位0 PE位na 殖0.0|益-6.0→-7.6
6219 富旺|建材營造|-97 244 -1228|64 79 -15 -9|0.9 16|2 -12 0 -0 11|PB位43 PE位1 殖3.4|益9.5→13.4
6221 晉泰|資訊服務|16 46 35|75 75 -0 -1|2.9 11|1 2 0 -20 182|PB位59 PE位51 殖5.5|益10.1→9.5
6223 旺矽|半導體業|46 35 6|69 69 -23 -10|1.1 1653|20 -6 -1 -6 41|PB位79 PE位69 殖2.3|益24.1→24.4
6224 聚鼎|電子零組|23 19 12|61 61 -15 -31|1.7 6|12 -12 0 -36 -41|PB位15 PE位22 殖3.5|益3.3→4.0
6227 茂綸|電子通路|102 30 25|80 80 21 54|0.3 164|12 3 0 37 -13|PB位99 PE位89 殖3.5|益4.4→4.8
6230 尼得科超眾|電腦及週|28 14 27|42 66 -21 -34|1.0 9|89 -2 0 -6 6|PB位45 PE位88 殖0.1|益1.2→1.3
6231 系微|資訊服務|13 9 -8|49 49 -27 -43|0.6 217|15 15 -11 -23 -30|PB位67 PE位58 殖2.2|益23.5→23.7
6233 旺玖|半導體業|23 20 1|51 67 -21 -35|2.0 5|3 -8 0 -4 -0|PB位2 PE位37 殖1.6|益-2.8→-3.3
6234 高僑|光電業|-70 -43 -4|81 87 -9 -1|1.3 9|11 -2 0 -4 -6|PB位43 PE位79 殖1.7|益7.0→8.1
6235 華孚|電腦及週|-1 -18 -14|45 66 -25 -31|1.1 41|4 -4 0 -10 -7|PB位2 PE位5 殖2.4|益13.2→10.8
6237 驊訊|半導體業|11 17 2|70 72 -15 -16|0.2 20|2 9 0 -14 -10|PB位30 PE位na 殖0.6|益-36.4→-24.5
6239 力成|半導體業|-15 -15 -15|65 89 -0 -10|1.1 550|31 -17 3 6 109|PB位63 PE位73 殖5.6|益13.1→12.8
6244 茂迪|光電業|22 -11 3|59 77 -3 -20|0.9 19|12 4 0 -8 -8|PB位1 PE位22 殖1.8|益9.0→8.5
6245 立端|通信網路|10 -0 4|82 82 5 7|0.4 167|10 2 1 -11 -13|PB位28 PE位85 殖4.4|益11.6→13.1
6248 沛波|鋼鐵工業|33 6 -16|84 85 -0 -14|0.8 6|2 -3 0 -2 7|PB位2 PE位50 殖6.6|益2.1→2.0
6257 矽格|半導體業|13 16 -2|94 94 13 0|0.7 226|23 3 4 -26 -27|PB位74 PE位53 殖5.2|益16.9→16.9
6261 久元|半導體業|1 -9 -20|79 85 -2 -12|1.2 16|5 -19 -1 -12 25|PB位32 PE位65 殖6.3|益13.2→11.6
6263 普萊德|通信網路|33 14 10|81 83 1 -16|1.3 7|1 -4 0 -2 -11|PB位58 PE位60 殖5.2|益32.9→32.9
6266 泰詠|電子零組|7 -1 3|97 97 4 7|1.2 11|3 7 0 -34 -1|PB位51 PE位46 殖7.0|益12.0→12.3
6269 台郡|電子零組|-17 -22 -4|63 76 -7 -23|0.6 67|13 -11 -5 -11 -6|PB位1 PE位na 殖8.3|益-4.3→-6.9
6271 同欣電|半導體業|4 -7 -11|72 80 -17 -19|1.3 113|17 -19 -0 -1 32|PB位4 PE位44 殖2.6|益14.9→14.4
6274 台燿|電子零組|82 52 1|83 85 -10 -12|1.0 677|29 2 1 0 -34|PB位54 PE位37 殖4.2|益14.3→14.4
6275 元山|電子零組|39 21 14|64 83 -5 -10|0.9 17|2 -4 0 -2 16|PB位35 PE位71 殖5.2|益5.5→5.2
6278 台表科|光電業|33 13 15|79 92 2 0|1.3 197|20 8 3 14 43|PB位37 PE位82 殖5.0|益6.1→6.6
6279 胡連|電子零組|38 24 5|85 85 -10 -11|1.0 135|22 16 -9 -4 -56|PB位4 PE位3 殖3.2|益16.7→18.0
6281 全國電|電子通路|-14 -1 1|94 95 -2 -4|0.7 7|2 -8 0 67 81|PB位0 PE位69 殖5.3|益3.1→2.8
6282 康舒|電子零組|29 7 -12|74 85 -4 -10|1.1 57|8 10 0 -7 -20|PB位1 PE位na 殖1.7|益-0.3→-0.4
6283 淳安|其他電子|216 112 67|79 89 1 1|1.3 17|20 17 0 -13 -4|PB位12 PE位2 殖0.0|益-8.0→-5.0
6284 佳邦|電子零組|14 4 -4|77 83 -4 -11|0.8 39|3 2 0 -5 -10|PB位50 PE位22 殖3.5|益13.7→12.9
6285 啟碁|通信網路|17 8 6|82 90 2 18|0.9 603|19 17 1 29 -9|PB位60 PE位69 殖3.4|益3.2→3.4
6288 聯嘉|汽車工業|18 14 -12|61 68 -18 -21|2.0 13|2 10 0 -12 -11|PB位0 PE位0 殖1.3|益1.2→0.1
6290 良維|電子零組|73 39 23|82 93 13 1|1.2 196|5 7 -2 -15 -28|PB位68 PE位33 殖6.0|益11.2→11.9
6291 沛亨|半導體業|10 -7 15|59 85 8 -14|1.1 9|0 0 0 -26 -60|PB位7 PE位30 殖6.0|益12.4→11.1
6405 悅城|光電業|-99 -99 -52|53 53 -23 -36|0.7 7|5 6 0 -5 1|PB位79 PE位na 殖0.4|益-75.6→-79.3
6409 旭隼|其他電子|29 13 -10|64 68 -20 -31|1.6 356|68 -3 -0 41 27|PB位1 PE位12 殖2.8|益23.0→22.4
6411 晶焱|半導體業|4 2 -4|74 77 -12 -24|1.4 8|4 -10 0 -5 -14|PB位0 PE位33 殖4.0|益12.7→12.5
6412 群電|電子零組|8 7 4|64 83 -6 -19|1.2 98|10 -33 1 124 76|PB位38 PE位45 殖5.3|益10.8→10.2
6414 樺漢|電腦及週|23 10 -11|79 87 -4 -2|0.8 215|21 -11 2 -16 -11|PB位14 PE位52 殖4.3|益3.6→3.6
6415 矽力*-KY|半導體業|40 22 2|72 72 -4 -12|0.4 735|86 -5 2 -15 7|PB位15 PE位55 殖0.6|益10.1→12.3
6416 瑞祺電通|通信網路|57 44 27|62 62 -9 -37|0.8 126|5 1 0 -42 14|PB位33 PE位44 殖2.9|益8.2→7.9
6419 京晨科|光電業|-6 37 -80|54 78 -12 -15|0.7 6|10 -4 0 na na|PB位70 PE位47 殖4.1|益7.5→6.1
6425 易發|電機機械|-41 -23 -107|61 64 -27 -12|1.0 19|2 -2 0 -10 32|PB位62 PE位41 殖1.7|益2.7→3.0
6426 統新|通信網路|99 33 32|63 63 -16 3|0.4 21|11 -0 0 -7 -29|PB位86 PE位na 殖0.7|益-65.4→-52.0
6435 大中|半導體業|35 29 24|90 90 16 6|0.7 29|7 17 0 -7 -15|PB位34 PE位50 殖4.0|益8.6→8.5
6438 迅得|其他電子|26 10 13|75 75 -13 26|1.4 265|10 4 -6 4 -28|PB位84 PE位84 殖2.7|益8.1→7.8
6442 光聖|通信網路|104 297 122|62 62 -36 7|0.9 1027|35 -1 1 -13 -4|PB位74 PE位55 殖2.1|益21.5→20.2
6443 元晶|光電業|-6 -38 5|54 71 -5 -26|0.8 61|11 -7 0 -4 6|PB位7 PE位na 殖2.3|益2.2→-12.9
6446 藥華藥|生技醫療|74 85 -7|69 69 -13 -17|0.5 746|22 -5 -2 -9 24|PB位28 PE位1 殖0.4|益17.9→17.8
6449 鈺邦|電子零組|43 25 7|62 68 -20 -30|0.6 36|2 -1 6 -19 -5|PB位68 PE位50 殖3.0|益14.3→15.0
6451 訊芯-KY|半導體業|164 85 63|60 60 -31 -25|0.5 378|66 2 -0 -17 -12|PB位58 PE位98 殖1.5|益-4.7→-4.4
6456 GIS-KY|光電業|29 29 25|67 83 -2 -16|0.4 20|50 2 0 -4 -12|PB位2 PE位95 殖0.0|益-1.1→-0.6
6462 神盾|半導體業|17 7 -15|38 51 -39 -46|1.1 115|13 16 0 -21 -28|PB位43 PE位na 殖0.0|益-22.6→-25.1
6469 大樹|生技醫療|8 11 4|65 84 14 -10|0.8 79|8 12 0 -5 -10|PB位7 PE位16 殖2.7|益4.6→4.6
6470 宇智|通信網路|83 55 51|86 86 -3 1|0.9 10|7 9 0 -15 -0|PB位7 PE位65 殖4.7|益6.3→6.8
6472 保瑞|生技醫療|96 79 16|74 77 -6 -7|1.1 780|11 -16 -9 15 64|PB位14 PE位7 殖2.3|益21.1→17.6
6477 安集|光電業|-26 -27 0|70 81 16 -6|0.9 30|1 -3 0 9 17|PB位8 PE位na 殖0.9|益9.9→9.8
6485 點序|半導體業|83 57 63|70 79 34 -5|0.6 46|10 3 0 -6 -6|PB位19 PE位na 殖0.8|益-6.6→-6.2
6486 互動|通信網路|86 20 -8|89 96 2 3|1.0 10|5 -4 0 -4 -9|PB位16 PE位89 殖7.0|益12.2→13.3
6488 環球晶|半導體業|6 0 6|56 73 -13 -28|1.0 842|15 -2 -1 5 8|PB位2 PE位67 殖3.3|益22.8→22.5
6491 晶碩|生技醫療|-7 -3 -0|69 80 -1 -14|1.2 72|7 3 -1 -6 -3|PB位0 PE位16 殖3.1|益31.9→30.6
6492 生華科|生技醫療|0 0 0|62 71 -9 -25|1.5 5|5 1 0 -5 -12|PB位63 PE位na 殖0.0|益-29872.8→-30619.1
6499 益安|生技醫療|154 85 19|82 89 10 -1|1.5 7|13 1 0 47 4|PB位98 PE位na 殖0.0|益-303.3→-302.5
6505 台塑化|油電燃氣|-4 -1 3|51 68 7 -26|0.5 270|5 -11 7 -3 11|PB位7 PE位71 殖2.1|益-0.1→-0.1
6509 聚和|化學工業|31 8 2|75 75 -13 -13|0.8 14|5 -18 0 -11 42|PB位0 PE位16 殖3.9|益15.5→13.9
6510 精測|半導體業|102 75 36|75 75 -23 27|0.8 143|23 1 2 -22 9|PB位88 PE位51 殖1.1|益5.8→13.6
6515 穎崴|半導體業|191 146 53|66 66 -20 -22|0.9 1750|21 -0 -2 21 31|PB位33 PE位54 殖2.6|益22.8→23.6
6517 保勝光學|光電業|42 6 4|100 100 50 24|7.8 346|8 1 0 269 -37|PB位73 PE位90 殖1.5|益21.6→20.5
6523 達爾膚|生技醫療|-16 -12 -17|81 94 -3 -1|1.7 7|5 -20 0 -9 -4|PB位76 PE位21 殖7.6|益42.4→42.3
6525 捷敏-KY|半導體業|25 16 7|88 88 5 6|0.8 13|12 10 0 -28 2|PB位4 PE位54 殖6.1|益14.9→14.6
6526 達發|半導體業|42 56 9|71 78 -20 -10|1.0 150|8 -3 -7 -12 16|PB位1 PE位1 殖2.2|益16.1→15.0
6530 創威|通信網路|34 18 7|62 62 -27 -13|0.3 16|8 16 0 -14 -2|PB位71 PE位57 殖3.0|益21.3→21.5
6531 愛普*|半導體業|15 22 17|64 76 -21 -14|0.8 179|14 -3 0 -7 9|PB位20 PE位35 殖2.7|益24.1→25.4
6532 瑞耘|半導體業|38 25 19|80 84 -3 -6|1.0 8|4 12 0 3 -11|PB位54 PE位62 殖3.7|益22.6→24.1
6533 晶心科|半導體業|58 22 -50|71 71 -20 -7|0.5 183|20 -9 0 -8 55|PB位10 PE位97 殖0.0|益-34.4→-20.0
6535 順藥|生技醫療|0 -2 22|45 45 -12 -38|0.8 54|6 8 -1 na na|PB位63 PE位na 殖0.0|益-1249.8→-912.1
6538 倉和|電子零組|-13 -24 -24|53 79 2 -21|1.5 18|3 1 0 -8 -9|PB位38 PE位17 殖6.6|益23.6→21.1
6541 泰福-KY|生技醫療|985 327 177|78 78 4 -7|1.0 21|15 3 0 -24 0|PB位83 PE位na 殖0.0|益-3386.8→-3912.4
6546 正基|通信網路|34 20 10|46 50 -29 -53|0.9 100|6 10 -3 -22 -35|PB位39 PE位61 殖3.2|益8.3→8.0
6547 高端疫苗|生技醫療|141 99 na|88 88 37 10|0.5 98|7 10 0 18 -30|PB位42 PE位na 殖0.0|益-21.1→-24.1
6548 長科*|半導體業|29 14 7|85 92 9 -8|2.0 31|5 -5 0 -5 17|PB位22 PE位52 殖4.8|益13.9→13.8
6550 北極星藥業-KY|生技醫療|-71 -44 na|49 67 -17 -32|1.5 19|66 -4 0 -18 na|PB位0 PE位na 殖0.0|益-2525.7→-2462.5
6558 興能高|其他電子|12 17 13|77 77 31 108|0.3 808|2 -0 0 -15 4|PB位94 PE位35 殖0.6|益-3.1→-3.0
6561 是方|通信網路|8 12 -6|81 81 -8 -9|0.9 27|11 5 0 -4 5|PB位60 PE位69 殖2.9|益33.5→35.3
6568 宏觀|半導體業|23 41 23|69 69 -4 -9|0.3 20|3 0 0 -44 -1|PB位1 PE位12 殖1.7|益11.4→9.5
6569 醫揚|生技醫療|11 10 20|61 77 -11 -21|0.8 7|3 3 0 5 -22|PB位45 PE位83 殖2.9|益3.7→7.1
6570 維田|電腦及週|12 9 10|67 75 -7 -15|0.4 6|2 -8 0 -20 -1|PB位21 PE位84 殖3.1|益10.3→9.3
6576 逸達|生技醫療|148 12 na|79 92 4 -3|0.7 15|23 -3 0 na na|PB位14 PE位na 殖0.0|益-212.7→-257.9
6577 勁豐|電腦及週|-1 6 15|75 75 6 -1|0.4 15|2 -2 0 -27 14|PB位75 PE位48 殖6.3|益18.8→18.4
6579 研揚|電腦及週|29 -3 5|74 89 3 -11|0.8 22|3 5 0 -9 -11|PB位56 PE位66 殖3.8|益6.7→7.6
6581 鋼聯|綠能環保|-5 -12 -39|95 95 2 9|0.9 6|1 -6 0 20 10|PB位63 PE位48 殖5.4|益40.6→41.5
6584 南俊國際|電子零組|72 27 -18|64 75 -13 -21|1.3 38|8 6 0 -9 -19|PB位41 PE位1 殖1.0|益11.1→10.6
6585 鼎基|其他|-2 9 -8|64 77 2 -12|0.4 40|16 9 0 -40 -11|PB位52 PE位14 殖5.4|益27.5→26.2
6589 台康生技|生技醫療|-10 -12 -25|74 76 1 -16|0.6 17|6 18 0 -2 -6|PB位8 PE位na 殖0.0|益-104.0→-94.5
6591 動力-KY|電腦及週|102 26 26|76 83 -4 2|0.8 16|23 -1 0 -10 -5|PB位31 PE位56 殖4.8|益6.6→4.7
6592 和潤企業|其他|-21 -21 -15|60 75 -2 -24|1.1 30|24 -11 1 -7 1|PB位0 PE位46 殖4.0|益13.0→12.8
6596 寬宏藝術|文化創意|-64 117 1|98 98 13 37|1.1 46|11 -3 0 5 11|PB位62 PE位49 殖7.7|益15.5→16.1
6603 富強鑫|電機機械|103 39 9|72 83 -3 -15|1.0 6|5 0 0 -9 -1|PB位21 PE位63 殖1.8|益2.4→2.7
6605 帝寶|汽車工業|-5 6 -3|75 78 -7 -22|1.3 95|16 -1 6 -11 8|PB位66 PE位48 殖4.4|益19.7→19.4
