# 2024-03-01 全池(1192 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
3570 大塚|資訊服務|42 13 -1|96 96 16 28|1.0 19|45 5 0 na na|PB位98 PE位98 殖4.5|益13.8→14.3
3576 聯合再生|光電業|-72 -65 -28|56 75 -17 -24|1.4 52|13 -11 -1 -12 -3|PB位1 PE位na 殖0.8|益-3.1→-12.9
3580 友威科|其他電子|174 29 29|94 95 9 9|1.4 72|4 4 0 -16 -34|PB位30 PE位66 殖3.6|益12.4→14.4
3581 博磊|半導體業|-17 -13 -9|95 96 27 9|2.1 32|8 -1 0 -2 9|PB位96 PE位100 殖2.5|益3.8→5.0
3583 辛耘|半導體業|58 36 9|91 91 22 26|3.1 1163|12 3 -0 20 -29|PB位99 PE位99 殖1.3|益8.8→8.5
3587 閎康|其他電子|11 11 -11|88 89 19 -11|1.3 434|10 1 -1 -28 2|PB位85 PE位97 殖2.9|益19.1→17.9
3588 通嘉|半導體業|72 34 44|100 100 46 95|1.7 558|14 4 0 11 -36|PB位82 PE位na 殖1.0|益-7.3→-4.4
3591 艾笛森|光電業|32 25 13|98 100 14 10|2.1 29|7 8 0 -7 -30|PB位100 PE位68 殖1.1|益2.9→2.4
3592 瑞鼎|半導體業|73 34 33|100 100 20 52|2.3 221|22 14 2 47 -21|PB位80 PE位100 殖3.2|益5.4→6.4
3594 磐儀|電腦及週|-19 -23 -18|70 80 -14 -11|1.0 8|1 0 0 -4 -12|PB位66 PE位12 殖1.9|益10.5→8.5
3596 智易|通信網路|21 12 2|94 94 11 21|1.7 199|31 -5 1 3 2|PB位94 PE位97 殖3.9|益6.0→6.0
3605 宏致|電子零組|8 1 15|100 100 41 54|2.0 72|11 -0 0 48 44|PB位63 PE位na 殖1.3|益-6.2→-4.5
3607 谷崧|電子零組|62 22 20|95 95 34 30|1.6 70|7 1 0 19 6|PB位99 PE位na 殖5.0|益-9.8→-5.8
3611 鼎翰|電腦及週|9 3 -2|90 94 1 -2|0.9 12|12 -4 0 -15 -7|PB位57 PE位77 殖5.9|益16.2→15.6
3615 安可|光電業|38 11 8|88 88 18 37|0.3 89|3 0 0 7 -8|PB位92 PE位74 殖0.0|益-0.9→-0.5
3617 碩天|其他電子|1 -1 -3|70 70 -5 -14|0.8 91|6 2 -2 -7 11|PB位80 PE位33 殖2.7|益14.5→14.4
3622 洋華|光電業|41 90 62|84 84 54 48|0.5 292|6 -1 -0 -5 12|PB位96 PE位50 殖3.5|益16.3→22.0
3623 富晶通|光電業|-33 -8 -12|69 69 -25 94|0.2 83|1 0 0 -31 -34|PB位95 PE位na 殖0.0|益-2.5→-4.2
3624 光頡|電子零組|8 -3 12|76 91 6 5|0.8 24|41 0 -0 -3 1|PB位54 PE位81 殖4.7|益15.1→13.4
3630 新鉅科|光電業|106 53 29|87 88 -2 6|0.4 13|36 5 0 -5 -3|PB位83 PE位na 殖0.0|益-57.4→-46.9
3645 達邁|電子零組|90 55 41|84 93 8 3|0.9 49|11 0 0 -8 -11|PB位57 PE位na 殖1.4|益-15.7→-4.4
3653 健策|電子零組|7 -4 -7|100 100 64 42|1.3 1124|21 5 -4 11 20|PB位100 PE位98 殖1.2|益20.6→21.6
3661 世芯-KY|半導體業|107 95 -33|98 98 47 71|0.9 6529|63 4 -1 -11 -67|PB位100 PE位100 殖0.3|益na→11.8
3663 鑫科|其他電子|34 25 19|98 98 28 47|2.1 28|2 1 0 84 -14|PB位97 PE位99 殖1.3|益2.0→2.0
3664 安瑞-KY|通信網路|-21 10 -10|67 88 15 4|0.9 11|43 3 0 na na|PB位89 PE位na 殖0.0|益na→-17.0
3665 貿聯-KY|其他電子|4 -7 -1|76 86 -10 -4|1.5 299|45 -0 -1 5 14|PB位1 PE位37 殖4.2|益na→8.7
3669 圓展|通信網路|33 3 13|92 92 -4 26|1.1 7|3 -3 0 -1 8|PB位43 PE位97 殖2.9|益0.9→3.0
3673 TPK-KY|光電業|-4 -11 14|78 92 0 1|0.9 62|35 -1 0 -4 11|PB位28 PE位94 殖1.4|益na→0.0
3675 德微|半導體業|42 3 18|89 93 17 4|1.0 156|54 2 -3 1 -11|PB位62 PE位73 殖2.5|益17.8→17.6
3679 新至陞|電子零組|116 43 32|91 91 11 24|2.9 12|9 1 0 80 -13|PB位85 PE位99 殖9.0|益13.6→12.5
3680 家登|半導體業|57 1 -23|96 96 22 29|1.9 824|13 -3 9 -25 7|PB位86 PE位62 殖1.8|益22.2→20.6
3687 歐買尬|數位雲端|18 7 7|87 93 17 19|1.2 68|4 1 0 11 3|PB位47 PE位86 殖1.4|益20.0→19.7
3689 湧德|電子零組|16 -6 -10|98 98 29 24|5.8 56|11 1 1 191 -28|PB位99 PE位66 殖3.0|益5.7→6.9
3691 碩禾|光電業|66 99 118|95 100 37 43|2.1 52|4 -1 0 14 13|PB位47 PE位na 殖0.0|益-38.6→-36.1
3693 營邦|電腦及週|32 19 -44|69 69 -1 -22|0.4 439|2 -0 -0 -8 -2|PB位82 PE位36 殖1.4|益13.2→15.3
3694 海華|通信網路|10 6 7|90 90 19 54|0.3 390|5 -1 0 9 20|PB位98 PE位98 殖0.0|益2.9→3.5
3701 大眾控|電腦及週|80 15 -2|88 88 6 21|3.5 46|4 5 0 19 -11|PB位62 PE位49 殖0.7|益4.8→6.2
3702 大聯大|電子通路|45 18 24|94 94 20 65|0.9 466|36 13 0 3 26|PB位98 PE位98 殖4.3|益1.5→1.5
3703 欣陸|建材營造|1 13 11|91 95 -1 3|1.4 19|24 -14 -3 -4 -13|PB位24 PE位83 殖9.2|益7.6→7.2
3704 合勤控|通信網路|-50 -25 -24|71 81 -12 -3|0.4 94|14 -15 -0 -3 2|PB位70 PE位73 殖2.7|益5.0→4.4
3705 永信|生技醫療|17 17 17|98 98 -2 8|0.7 10|11 3 -0 -4 -26|PB位67 PE位99 殖4.9|益13.0→12.7
3706 神達|電腦及週|7 -24 -6|82 93 13 5|0.8 687|9 -4 0 -14 5|PB位84 PE位91 殖3.0|益0.1→-0.1
3707 漢磊|半導體業|-15 -19 2|61 74 -17 -24|1.8 70|8 -2 -0 -5 0|PB位0 PE位66 殖0.0|益3.8→2.4
3708 上緯投控|綠能環保|35 5 22|100 100 23 26|4.0 216|8 -1 -2 101 26|PB位46 PE位19 殖4.3|益2.6→3.2
3709 鑫聯大投控|電腦及週|39 14 5|76 76 8 23|0.5 6|2 3 0 -8 -51|PB位53 PE位88 殖3.5|益1.1→1.1
3710 連展投控|電子零組|74 34 27|78 93 8 0|0.6 9|3 13 0 na na|PB位65 PE位na 殖0.0|益-8.5→-6.9
3711 日月光投控|半導體業|5 -3 8|98 98 10 15|1.0 1206|78 7 -0 -4 2|PB位80 PE位100 殖6.4|益6.4→6.8
3712 永崴投控|電腦及週|57 77 33|98 98 37 51|2.6 390|5 -1 -0 29 29|PB位100 PE位92 殖4.1|益2.9→4.3
3714 富采|光電業|62 21 31|75 90 -6 -8|1.3 67|14 8 0 -3 2|PB位42 PE位na 殖2.1|益-22.8→-19.0
3715 定穎投控|電子零組|27 16 na|67 67 -26 27|0.7 1015|12 -6 -6 5 38|PB位65 PE位47 殖2.0|益6.0→9.4
4102 永日|生技醫療|96 26 12|87 87 -0 15|1.4 17|5 7 0 16 -26|PB位87 PE位18 殖2.1|益9.3→7.7
4104 佳醫|生技醫療|13 13 -2|97 100 5 3|2.0 12|5 -9 0 -1 -8|PB位91 PE位96 殖4.5|益8.7→8.4
4105 東洋|生技醫療|50 14 0|94 94 -3 7|1.3 42|18 -19 -1 3 13|PB位36 PE位34 殖4.2|益23.9→28.1
4107 邦特|生技醫療|21 5 6|98 98 7 9|3.0 12|13 -11 0 36 1|PB位32 PE位88 殖3.8|益27.1→29.0
4108 懷特|生技醫療|46 35 8|89 92 -6 9|2.3 7|1 6 0 na na|PB位74 PE位na 殖0.0|益-71.8→-68.5
4109 加捷生醫|生技醫療|75 31 15|100 100 64 62|2.4 44|2 -1 0 -8 148|PB位100 PE位na 殖0.0|益-23.9→-16.3
4113 聯上|建材營造|3756 74430 44246|100 100 32 59|1.2 35|3 10 0 -4 -19|PB位100 PE位na 殖0.0|益-8.2→-3.1
4114 健喬|生技醫療|38 14 -6|89 93 -6 8|0.4 37|6 17 0 -9 -12|PB位72 PE位88 殖3.8|益12.2→11.9
4116 明基醫|生技醫療|11 6 4|90 91 -8 3|0.5 7|2 -10 0 -15 -26|PB位65 PE位32 殖3.4|益6.1→7.4
4119 旭富|生技醫療|2 27 -29|79 91 1 -7|0.7 18|7 -7 0 -11 12|PB位58 PE位23 殖1.6|益17.6→16.6
4123 晟德|生技醫療|39 66 -28|81 98 5 4|1.4 67|7 2 0 4 -3|PB位90 PE位na 殖4.2|益0.9→4.3
4126 太醫|生技醫療|3 -10 -18|97 100 4 9|1.3 10|15 -4 0 3 -16|PB位94 PE位61 殖5.4|益21.8→21.7
4128 中天|生技醫療|1 -2 3|74 80 -13 -10|0.8 55|4 6 0 -11 -7|PB位21 PE位na 殖1.1|益-38.0→-36.2
4129 聯合|生技醫療|42 26 -1|94 94 14 50|1.7 147|19 -7 3 -2 -28|PB位99 PE位66 殖2.3|益11.6→13.9
4133 亞諾法|生技醫療|4 -3 0|86 86 -10 2|0.2 8|12 -2 0 -5 6|PB位8 PE位40 殖2.2|益13.9→11.6
4137 麗豐-KY|生技醫療|124 67 21|82 94 -1 1|0.8 9|60 -7 0 14 -2|PB位29 PE位57 殖3.7|益na→29.9
4138 曜亞|生技醫療|3 3 -22|80 94 4 9|1.4 6|2 1 0 -8 -14|PB位93 PE位86 殖3.8|益17.0→16.8
4142 國光生|生技醫療|-92 -26 -88|65 81 -19 -12|0.9 25|6 -7 -0 -14 16|PB位0 PE位na 殖0.0|益-213.3→-27.7
4147 中裕|生技醫療|76 -7 -30|84 94 32 -5|4.9 184|8 3 1 22 -4|PB位95 PE位na 殖0.0|益-77.5→-41.9
4155 訊映|生技醫療|-42 -13 5|66 83 -5 -12|1.1 7|2 13 0 -7 -27|PB位63 PE位92 殖9.1|益3.7→0.1
4157 太景*-KY|生技醫療|74 96 -882|84 90 -6 -2|0.8 17|4 12 0 20 -13|PB位73 PE位na 殖0.0|益na→-78.1
4161 聿新科|生技醫療|174 58 26|95 100 23 13|1.0 9|1 2 0 -2 -12|PB位97 PE位28 殖1.3|益4.3→7.4
4162 智擎|生技醫療|5 12 -16|86 86 -1 18|0.8 148|4 -1 -0 3 -0|PB位72 PE位85 殖1.5|益40.2→36.5
4163 鐿鈦|生技醫療|0 -13 -13|87 95 1 5|0.8 8|4 -14 0 -1 17|PB位74 PE位54 殖3.2|益19.0→17.5
4164 承業醫|生技醫療|20 26 -13|85 94 0 12|1.3 28|23 5 -1 -6 -10|PB位80 PE位96 殖3.2|益15.8→14.3
4167 松瑞藥|生技醫療|46 59 63|80 80 -1 11|0.2 29|12 4 0 -4 -15|PB位66 PE位na 殖0.5|益-7.3→-11.1
4171 瑞基|農業科技|8 -13 36|78 83 1 5|0.3 5|15 14 0 -1 -12|PB位35 PE位na 殖10.5|益-77.6→-81.1
4174 浩鼎|生技醫療|2452 na na|68 77 -20 -22|1.2 25|10 -14 0 12 25|PB位18 PE位na 殖0.0|益-8452.5→-6930.6
4188 安克|生技醫療|-18 30 16|80 80 -8 49|0.4 18|1 -3 0 na na|PB位98 PE位na 殖0.0|益-112.6→-103.8
4303 信立|塑膠工業|28 -21 22|99 99 135 151|5.8 148|1 -0 0 251 249|PB位100 PE位54 殖3.0|益-10.0→-14.2
4306 炎洲|塑膠工業|53 40 39|92 92 1 13|0.7 18|7 -10 0 0 -9|PB位73 PE位71 殖5.8|益5.0→5.2
4402 郡都開發|紡織纖維|-43 -57 -4|100 100 64 103|2.7 14|1 3 0 na na|PB位100 PE位na 殖0.0|益-40.8→-50.7
4420 光明|紡織纖維|21 6 26|98 98 61 88|1.0 9|1 2 0 -2 53|PB位99 PE位na 殖3.5|益-8.1→-7.3
4503 金雨|電機機械|199 116 44|78 93 23 14|3.7 84|2 1 0 21 -16|PB位91 PE位na 殖0.0|益-39.8→-32.4
4526 東台|電機機械|16 2 5|92 93 15 24|7.1 14|7 -3 0 44 22|PB位99 PE位na 殖0.9|益-0.0→-0.3
4529 淳紳|其他|33 76 -7|82 82 64 87|1.1 23|17 0 0 -100 na|PB位98 PE位na 殖0.0|益-1756.8→-1242.8
4532 瑞智|電機機械|47 31 26|88 99 15 15|1.3 36|14 15 0 4 -23|PB位90 PE位95 殖3.9|益5.6→5.2
4533 協易機|電機機械|-23 -17 -34|64 80 -4 -6|0.4 21|2 9 0 4 -0|PB位83 PE位30 殖1.3|益8.6→5.5
4534 慶騰|電機機械|120 31 35|95 95 36 35|3.8 13|0 0 0 -89 na|PB位100 PE位na 殖0.0|益-29.1→-23.7
4536 拓凱|運動休閒|-24 -26 -11|81 98 5 11|1.2 31|15 9 -2 -11 -4|PB位40 PE位45 殖5.9|益18.8→18.3
4540 全球傳動|電機機械|9 -22 -3|82 100 8 10|2.8 6|3 1 0 39 5|PB位20 PE位93 殖4.3|益6.6→2.9
4542 科嶠|電子零組|-24 -24 -35|95 95 25 56|4.7 33|4 -0 0 17 7|PB位98 PE位16 殖0.7|益8.8→12.9
4543 萬在|電機機械|45 17 21|86 100 34 30|3.9 94|8 1 0 57 41|PB位97 PE位62 殖2.1|益17.9→16.0
4550 長佳|電機機械|30 45 -5|95 95 6 25|0.4 6|4 0 0 -14 3|PB位99 PE位71 殖5.2|益4.8→7.0
4551 智伸科|汽車工業|19 -14 4|73 79 -18 -15|0.9 25|50 -3 -10 -12 -7|PB位3 PE位73 殖5.3|益10.6→9.9
4552 力達-KY|電機機械|114 40 24|84 84 2 -7|0.7 7|45 2 0 -5 -25|PB位40 PE位55 殖4.1|益na→11.6
4556 旭然|其他|85 31 35|100 100 50 51|8.4 11|12 0 0 1787 na|PB位100 PE位76 殖1.2|益5.0→5.8
4561 健椿|電機機械|88 56 33|82 82 11 34|0.6 11|2 -3 0 1 -0|PB位89 PE位74 殖2.0|益11.7→16.0
4563 百德|電機機械|78 67 50|76 80 11 -18|2.1 24|3 12 0 -19 -34|PB位87 PE位60 殖0.0|益10.2→7.7
4564 元翎|電機機械|-50 -34 -4|72 84 -5 -7|1.5 12|2 4 0 -11 -6|PB位22 PE位na 殖0.9|益-28.2→-25.8
4566 時碩工業|電機機械|10 -6 7|73 93 1 1|1.2 8|2 14 0 -6 -24|PB位14 PE位56 殖4.0|益5.1→5.8
4571 鈞興-KY|電機機械|73 25 18|92 92 30 34|1.2 10|67 6 0 629 83|PB位60 PE位92 殖3.7|益na→11.7
4572 駐龍|電機機械|30 28 -2|79 82 -4 -19|0.7 30|4 -8 -2 5 28|PB位81 PE位19 殖1.4|益35.3→35.0
4583 台灣精銳|電機機械|33 -10 5|85 99 6 4|4.4 8|1 -0 0 -10 -13|PB位78 PE位98 殖4.3|益33.4→33.3
4714 永捷|化學工業|25 -6 28|100 100 72 88|1.4 171|4 1 0 127 -16|PB位100 PE位na 殖0.0|益-11.7→-15.2
4720 德淵|化學工業|64 20 20|97 97 14 18|2.0 16|8 11 0 22 11|PB位92 PE位29 殖1.1|益1.0→1.5
4721 美琪瑪|化學工業|-15 -35 18|73 86 -4 -2|0.4 12|2 10 0 -13 -12|PB位26 PE位na 殖5.8|益0.7→4.2
4726 永昕|生技醫療|-30 -25 -32|79 97 4 -2|1.6 14|21 -1 0 -10 -19|PB位54 PE位na 殖0.0|益-95.8→-102.0
4728 雙美|生技醫療|93 40 5|72 97 0 7|1.9 6|15 5 0 -5 -18|PB位86 PE位46 殖4.6|益55.4→55.1
4729 熒茂|光電業|-26 -24 -3|95 95 38 34|1.4 43|0 -0 0 75 318|PB位96 PE位100 殖2.3|益3.4→1.4
4736 泰博|生技醫療|-39 -28 17|78 84 -12 -10|0.7 22|10 -7 -1 -12 1|PB位8 PE位83 殖12.6|益20.8→21.0
4737 華廣|生技醫療|23 -3 12|88 88 -5 -4|1.1 7|22 9 0 3 -31|PB位54 PE位93 殖2.9|益1.7→0.6
4739 康普|化學工業|-27 -30 11|67 80 -13 -10|0.7 23|2 1 -0 -7 2|PB位1 PE位na 殖1.2|益-1.4→-1.7
4743 合一|生技醫療|87 77 46|70 75 -15 -12|0.9 252|6 -4 0 2 3|PB位31 PE位na 殖0.3|益-1259.4→-1307.6
4744 皇將|生技醫療|299 122 58|63 78 -10 -10|0.5 7|3 6 0 -7 -28|PB位14 PE位na 殖3.5|益-10.2→-3.4
4746 台耀|生技醫療|21 15 -4|92 92 7 27|0.5 341|8 -2 -2 -9 -10|PB位97 PE位96 殖0.9|益14.5→14.0
4747 強生製藥|生技醫療|45 21 -5|71 82 -7 -9|1.4 21|1 -5 0 16 17|PB位75 PE位88 殖2.4|益18.2→17.5
4755 三福化|化學工業|16 10 15|96 99 20 15|6.5 87|30 -0 1 45 16|PB位82 PE位100 殖2.3|益9.2→9.5
4763 材料*-KY|化學工業|197 211 47|83 83 21 29|1.5 2287|55 -1 -0 14 3|PB位84 PE位77 殖1.0|益na→51.7
4766 南寶|化學工業|56 18 17|95 95 19 54|1.1 166|18 -4 1 89 -20|PB位99 PE位95 殖3.4|益12.1→13.5
4768 晶呈科技|化學工業|-22 -29 -8|81 97 9 17|1.9 71|4 3 -9 30 -22|PB位87 PE位69 殖2.6|益24.1→22.2
4770 上品|化學工業|1 -16 -12|95 95 14 39|4.5 228|11 6 3 -12 16|PB位80 PE位61 殖3.1|益35.3→34.7
4904 遠傳|通信網路|14 11 4|93 93 -3 10|1.3 342|19 -6 1 30 -30|PB位86 PE位19 殖4.2|益15.5→15.5
4906 正文|通信網路|-0 -17 -18|93 93 5 -5|0.7 145|19 -2 -0 -0 -3|PB位78 PE位30 殖4.3|益2.5→2.0
4908 前鼎|通信網路|126 93 68|97 97 32 119|2.5 1682|7 1 0 -5 -43|PB位99 PE位99 殖2.5|益21.3→21.0
4909 新復興|通信網路|156 91 39|100 100 188 194|1.8 686|5 0 0 1 13|PB位100 PE位na 殖0.0|益-11.7→-7.1
4912 聯德控股-KY|電子零組|48 24 33|100 100 35 38|2.3 26|29 4 0 6 -16|PB位53 PE位100 殖2.2|益na→5.8
4915 致伸|電子零組|34 -7 11|100 100 14 11|1.1 178|38 17 5 -34 -22|PB位83 PE位94 殖5.5|益4.5→4.8
4916 事欣科|電腦及週|32 -2 -31|73 84 -5 -16|1.1 15|2 15 0 -3 -23|PB位36 PE位5 殖1.1|益5.5→6.4
4919 新唐|半導體業|14 -4 8|85 86 -9 4|0.6 173|6 -13 -3 -2 24|PB位26 PE位56 殖5.5|益4.6→5.4
4927 泰鼎-KY|電子零組|-19 -9 3|67 76 -8 -20|3.3 12|16 -15 0 5 6|PB位1 PE位na 殖4.4|益-2.7→-3.2
4930 燦星網|電器電纜|25 25 24|100 100 18 39|1.2 6|5 2 0 5 24|PB位66 PE位85 殖5.7|益5.7→6.8
4931 新盛力|電腦及週|6 -40 -7|63 89 -4 -8|0.9 10|2 8 -1 -2 -6|PB位47 PE位72 殖7.0|益7.9→2.3
4933 友輝|光電業|118 63 31|93 93 15 32|0.6 44|8 14 0 -39 -31|PB位99 PE位89 殖4.8|益8.8→9.6
4934 太極|光電業|-82 -82 -86|66 69 -7 -31|0.8 20|1 4 0 -5 -1|PB位3 PE位8 殖0.0|益0.1→1.1
4938 和碩|電腦及週|-12 -12 -7|95 95 5 8|0.8 497|36 -3 -2 -35 -23|PB位83 PE位97 殖4.7|益1.0→1.1
4939 亞電|電子零組|110 50 41|100 100 45 52|1.2 46|4 0 0 -7 35|PB位98 PE位83 殖2.0|益4.9→5.6
4942 嘉彰|光電業|17 1 18|99 99 3 6|1.3 9|11 -14 0 2 -17|PB位58 PE位85 殖5.2|益12.3→12.8
4945 陞達科技|半導體業|112 113 87|100 100 60 114|0.7 75|7 2 0 34 -26|PB位100 PE位89 殖1.4|益11.1→7.8
4951 精拓科|半導體業|17 9 23|99 100 18 30|2.9 18|4 3 0 -2 -2|PB位99 PE位97 殖3.1|益22.5→22.4
4952 凌通|半導體業|40 17 35|86 86 -7 1|0.9 7|7 -12 0 -7 5|PB位40 PE位93 殖2.6|益8.3→8.4
4953 緯致|資訊服務|28 21 8|87 96 18 27|1.3 189|7 -1 1 19 20|PB位96 PE位98 殖3.4|益6.8→6.9
4956 光鋐|光電業|6 -6 -4|78 78 11 35|0.2 62|7 1 0 -32 -13|PB位59 PE位na 殖0.0|益-11.0→-11.6
4958 臻鼎-KY|電子零組|2 6 19|89 90 -3 3|0.8 265|63 -8 -1 9 33|PB位1 PE位86 殖6.0|益-1.2→3.0
4960 誠美材|光電業|15 12 3|92 92 6 12|1.0 129|13 -4 0 -20 25|PB位90 PE位na 殖2.2|益-6.8→-5.5
4961 天鈺|半導體業|7 -6 4|84 84 -11 24|0.7 286|18 -4 1 -1 47|PB位37 PE位61 殖3.5|益13.5→14.1
4966 譜瑞-KY|半導體業|21 29 48|78 78 -2 16|1.8 1547|56 -4 -4 62 77|PB位25 PE位90 殖3.0|益12.4→13.6
4967 十銓|半導體業|102 184 22|90 90 -1 33|0.6 193|6 -2 0 7 1|PB位89 PE位82 殖1.2|益-0.8→0.4
4968 立積|半導體業|36 26 33|100 100 57 64|1.2 1475|20 1 1 36 -20|PB位82 PE位na 殖0.0|益-14.9→-13.8
4973 廣穎電通|半導體業|20 3 -4|100 100 33 49|2.5 31|11 9 0 7 -19|PB位100 PE位43 殖4.8|益1.7→1.7
4974 亞泰|電子零組|40 -11 -0|99 99 3 1|2.1 8|8 5 0 -10 -35|PB位78 PE位100 殖6.1|益12.1→11.8
4976 佳凌|光電業|6 -3 11|76 88 -2 -4|0.7 14|1 6 0 -8 -7|PB位24 PE位na 殖0.0|益-24.3→-25.8
4977 眾達-KY|通信網路|-84 -81 -36|65 91 2 13|5.0 56|19 -0 0 0 -5|PB位13 PE位34 殖3.1|益na→11.3
4979 華星光|通信網路|28 83 -32|79 85 -2 0|1.2 785|12 5 0 -15 -4|PB位85 PE位35 殖0.0|益11.4→13.9
4994 傳奇|資訊服務|16 23 27|100 100 38 29|2.3 24|2 4 0 68 19|PB位95 PE位66 殖0.6|益9.0→8.3
5009 榮剛|鋼鐵工業|14 2 -8|80 93 1 3|0.9 192|12 -3 -8 -4 9|PB位68 PE位18 殖5.2|益18.8→18.7
5011 久陽|鋼鐵工業|33 35 40|86 86 6 14|0.4 9|2 4 0 -3 -14|PB位21 PE位67 殖8.6|益-0.4→-1.0
5202 力新|資訊服務|72 22 29|100 100 71 56|2.0 31|1 0 0 23 51|PB位93 PE位100 殖0.0|益-54.1→-44.1
5203 訊連|資訊服務|7 12 3|80 89 -5 -4|1.5 24|10 -13 -1 3 65|PB位20 PE位0 殖2.6|益8.4→8.6
5209 新鼎|其他|80 91 6|91 100 13 16|1.4 13|1 11 0 na -12|PB位85 PE位89 殖4.1|益6.8→6.4
5210 寶碩|資訊服務|-7 4 19|63 63 21 130|0.5 56|0 -1 0 na na|PB位93 PE位na 殖0.0|益-33.0→-36.7
5211 蒙恬|資訊服務|31 19 4|76 92 14 14|0.5 9|9 0 0 13 -10|PB位94 PE位na 殖3.0|益-18.2→-16.6
5213 亞昕|建材營造|53 1242 393|97 97 10 45|0.5 12|2 4 0 0 -14|PB位98 PE位48 殖3.6|益-58.0→19.9
5215 科嘉-KY|電腦及週|89 61 41|79 79 -6 24|0.5 10|26 3 0 18 -11|PB位48 PE位95 殖3.4|益na→8.8
5222 全訊|半導體業|24 17 -9|82 90 -1 -10|0.7 45|4 -7 -0 2 16|PB位55 PE位5 殖1.8|益33.9→35.5
5223 安力-KY|電腦及週|1 1 15|88 88 8 9|0.2 8|42 1 0 41 79|PB位42 PE位na 殖4.8|益na→-1.3
5225 東科-KY|其他電子|72 19 27|98 98 48 87|2.2 111|60 -1 0 21 -32|PB位100 PE位99 殖6.9|益na→5.4
5227 立凱-KY|電子零組|51 -20 -101|59 79 -6 -12|1.6 9|12 -8 0 na na|PB位21 PE位na 殖0.0|益-32.5→-47.9
5234 達興材料|光電業|6 3 -15|87 100 34 22|2.8 275|7 -7 0 109 327|PB位91 PE位86 殖3.1|益13.7→14.5
5236 凌陽創新|半導體業|51 34 -7|79 79 -0 22|0.4 93|9 2 0 -36 3|PB位77 PE位76 殖4.2|益23.4→26.9
5243 乙盛-KY|光電業|3 -18 -4|63 80 -8 -15|1.0 27|51 -2 0 -1 -5|PB位1 PE位5 殖2.9|益na→8.0
5244 弘凱|光電業|24 15 11|82 82 31 57|0.7 28|4 3 0 -32 38|PB位86 PE位95 殖3.2|益16.9→17.4
5251 天鉞電|光電業|10 -5 19|92 98 34 40|1.4 26|23 0 0 63 23|PB位98 PE位na 殖0.0|益-48.9→-46.0
5258 虹堡|電腦及週|1 -4 -15|91 91 -6 37|1.4 553|3 -0 -0 20 0|PB位93 PE位72 殖0.9|益13.8→12.7
5263 智崴|文化創意|32 18 7|91 96 2 12|4.4 16|15 4 0 23 7|PB位69 PE位na 殖1.2|益-37.7→-29.0
5269 祥碩|半導體業|97 74 36|100 100 67 146|0.9 2759|24 -2 5 -23 -19|PB位85 PE位99 殖0.8|益24.5→25.2
5272 笙科|半導體業|105 57 58|96 96 15 65|2.6 136|4 -0 0 52 20|PB位91 PE位na 殖0.0|益-23.3→-18.3
5274 信驊|半導體業|64 9 40|88 88 2 9|1.7 1431|49 -9 -7 176 27|PB位66 PE位85 殖1.6|益31.4→32.0
5283 禾聯碩|電器電纜|18 7 10|98 99 6 4|1.8 7|1 3 0 -29 5|PB位41 PE位99 殖7.0|益11.2→11.6
5284 jpp-KY|其他|8 -8 -33|100 100 58 40|0.8 377|59 3 4 16 -20|PB位100 PE位86 殖1.4|益na→23.7
5285 界霖|半導體業|2 -3 12|74 76 -11 -19|0.7 7|2 -5 0 -3 -3|PB位11 PE位80 殖5.4|益3.7→4.3
5287 數字|數位雲端|11 8 -2|100 100 4 3|1.8 9|22 -6 -1 31 52|PB位87 PE位53 殖4.9|益39.4→40.2
5288 豐祥-KY|電機機械|28 0 4|95 99 4 6|1.7 5|61 3 0 8 -9|PB位11 PE位22 殖3.9|益15.1→15.0
5289 宜鼎|電腦及週|10 5 20|91 91 1 14|1.4 182|30 -12 -6 4 138|PB位84 PE位100 殖3.4|益17.0→16.6
5292 華懋|綠能環保|-13 19 na|na na -14 na|0.7 23|1 3 0 na na|PB位75 PE位75 殖2.2|益na→15.6
5299 杰力|半導體業|47 28 38|92 92 -5 9|1.1 16|3 -1 0 -9 17|PB位10 PE位99 殖3.3|益16.9→13.7
5306 桂盟|運動休閒|19 -8 20|97 98 24 8|1.7 51|15 3 2 201 4|PB位35 PE位100 殖6.0|益23.4→21.3
5309 系統電|電子零組|-0 -0 5|73 92 1 -2|0.8 27|1 4 -2 0 -13|PB位1 PE位56 殖2.0|益6.8→5.4
5312 寶島科|生技醫療|9 7 -11|100 100 10 13|2.2 8|10 -1 0 -4 -12|PB位100 PE位88 殖4.7|益9.1→8.6
5314 世紀*|其他|49675 18036 11575|100 100 302 527|0.9 30|3 3 0 42 -58|PB位100 PE位100 殖0.8|益-176.9→-148.7
5315 光聯|光電業|-32 -39 -17|86 95 6 2|4.0 7|6 -4 0 37 12|PB位68 PE位97 殖4.2|益8.6→6.8
5321 美而快|數位雲端|-13 -18 -21|67 67 1 18|0.7 19|1 3 0 1 4|PB位61 PE位62 殖3.5|益7.5→6.8
