score,exit,cell,fold,cagr,sortino,mdd,boot_p5,key
role40,rgxtdx,ev_v2_thesis_inst_rgx_tdx,WF,0.3933322503996308,1.884600877778746,-0.3239722298063072,0.0214,role40|rgxtdx|ev_v2_thesis_inst_rgx_tdx
nofilt,grid,g_tpnone_tr0.2_ab0.15_tdnone,WF,0.4892798798535434,2.322050435158366,-0.2529965864580272,0.0708,nofilt|grid|g_tpnone_tr0.2_ab0.15_tdnone
nofilt,grid,g_tpnone_tr0.2_abnone_tdnone,WF,0.4775663389007329,2.2306521813109184,-0.2595738129316874,0.066,nofilt|grid|g_tpnone_tr0.2_abnone_tdnone
nofilt,grid,g_tpnone_tr0.3_ab0.15_tdnone,WF,0.4723390566697905,1.96806563759678,-0.3758380574079625,0.0051,nofilt|grid|g_tpnone_tr0.3_ab0.15_tdnone
nofilt,grid,g_tpnone_tr0.3_abnone_td50,WF,0.4719677236862156,1.934900850016733,-0.354486625212836,0.008,nofilt|grid|g_tpnone_tr0.3_abnone_td50
nofilt,grid,g_tpnone_tr0.3_abnone_tdnone,WF,0.4624924900474938,1.931924737250116,-0.3737629681214648,0.003,nofilt|grid|g_tpnone_tr0.3_abnone_tdnone
nofilt,grid,g_tpnone_tr0.2_ab0.15_td50,WF,0.4590365493788599,2.1953577174321826,-0.2534967906951607,0.1,nofilt|grid|g_tpnone_tr0.2_ab0.15_td50
nofilt,grid,g_tpnone_tr0.2_abnone_td50,WF,0.4553790529412884,2.1568356829126145,-0.2545491494378942,0.0667,nofilt|grid|g_tpnone_tr0.2_abnone_td50
nofilt,grid,g_tpnone_tr0.3_ab0.15_td50,WF,0.4545372324888974,1.8656506736527043,-0.3854801886445074,-0.0049,nofilt|grid|g_tpnone_tr0.3_ab0.15_td50
nofilt,grid,g_tpnone_trnone_ab0.15_td50,WF,0.4471128835223217,1.7772135715486912,-0.449001406524688,-0.0784,nofilt|grid|g_tpnone_trnone_ab0.15_td50
nofilt,grid,g_tpnone_trnone_abnone_td50,WF,0.4351552878576983,1.721192003626595,-0.4809845400160261,-0.0754,nofilt|grid|g_tpnone_trnone_abnone_td50
nofilt,grid,g_tpnone_trnone_abnone_tdnone,WF,0.428499995830037,1.7275716334154243,-0.496223083999706,-0.0769,nofilt|grid|g_tpnone_trnone_abnone_tdnone
nofilt,grid,g_tpnone_trnone_ab0.15_tdnone,WF,0.4235533900736605,1.7317159983092194,-0.4725775082684859,-0.0796,nofilt|grid|g_tpnone_trnone_ab0.15_tdnone
nofilt,grid,g_tp0.8_trnone_ab0.15_tdnone,WF,0.4088083496914143,2.3624781394518255,-0.2741006812900419,0.0365,nofilt|grid|g_tp0.8_trnone_ab0.15_tdnone
