# 2024-08-01 全池(1346 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1712 興農|化學工業|9 7 12|98 98 13 29|1.4 41
1713 國化|化學工業|30 48 30|97 97 21 28|0.2 21
1714 和桐|化學工業|-5 1 10|99 99 14 16|0.6 40
1717 長興|化學工業|8 7 6|96 96 -3 11|1.8 92
1720 生達|生技醫療|13 17 8|97 97 20 19|1.9 59
1721 三晃|化學工業|59 27 30|83 93 9 8|0.5 23
1722 台肥|化學工業|-75 -36 -15|95 95 -2 0|0.8 125
1723 中碳|化學工業|-28 -8 11|81 81 -11 -13|1.1 82
1725 元禎|化學工業|17 12 10|80 80 2 109|0.3 26
1727 中華化|化學工業|33 26 32|86 86 10 18|0.7 72
1732 毛寶|化學工業|-7 -1 -1|77 86 2 -7|1.5 7
1733 五鼎|生技醫療|18 6 16|77 87 -3 1|0.5 12
1734 杏輝|生技醫療|21 6 4|99 99 4 16|0.8 24
1736 喬山|運動休閒|25 20 4|95 95 38 76|0.6 156
1737 臺鹽|食品工業|-3 -7 1|91 97 0 1|1.0 6
1752 南光|生技醫療|-10 -2 0|75 83 5 -4|0.2 13
1760 寶齡富錦|生技醫療|-0 3 -1|76 86 1 -6|0.7 34
1762 中化生|生技醫療|30 -7 22|68 100 14 2|0.7 14
1773 勝一|化學工業|14 14 10|85 85 -5 21|0.9 68
1777 生泰|生技醫療|73 43 21|100 100 23 25|1.0 18
1783 和康生|生技醫療|-9 2 6|71 89 4 -1|0.6 12
1784 訊聯|生技醫療|-13 -0 -12|72 72 75 98|0.8 243
1785 光洋科|其他電子|35 33 12|86 86 50 61|0.4 2062
1786 科妍|生技醫療|6 16 -24|85 85 7 50|0.4 66
1789 神隆|生技醫療|-23 8 -4|80 90 -7 4|0.5 22
1795 美時|生技醫療|1 7 -1|80 80 -9 0|0.6 875
1799 易威|生技醫療|72 89 5|89 89 139 339|1.1 134
1802 台玻|玻璃陶瓷|-3 -4 -10|80 88 4 -2|0.3 118
1805 寶徠|建材營造|-6 -30 -12|100 100 6 41|2.3 6
1806 冠軍|玻璃陶瓷|-1 2 -18|96 96 20 23|2.7 39
1808 潤隆|建材營造|-31 2269 -8019|95 95 6 19|2.4 346
1809 中釉|玻璃陶瓷|27 6 2|70 70 2 45|0.3 77
1810 和成|玻璃陶瓷|-8 -2 -5|83 84 -3 6|0.3 13
1815 富喬|電子零組|57 41 52|83 83 32 68|0.2 502
1817 凱撒衛|玻璃陶瓷|20 12 5|100 100 6 14|0.6 7
1903 士紙|造紙工業|-22 -15 -13|80 88 -11 13|0.5 15
1904 正隆|造紙工業|-6 3 1|76 90 -9 -8|1.1 32
1905 華紙|造紙工業|7 7 11|65 86 -12 -8|0.5 49
1907 永豐餘|造紙工業|10 9 8|78 95 -3 1|0.8 50
1909 榮成|造紙工業|9 6 8|83 88 -10 1|0.5 22
2002 中鋼|鋼鐵工業|-1 -1 4|82 90 -6 -7|0.8 431
2006 東和鋼鐵|鋼鐵工業|-3 -2 -11|100 100 2 9|1.0 118
2007 燁興|鋼鐵工業|63 44 39|84 88 -0 6|0.3 6
2009 第一銅|鋼鐵工業|49 42 26|79 79 3 52|0.2 128
2010 春源|鋼鐵工業|12 15 11|83 83 -15 5|0.6 12
2013 中鋼構|鋼鐵工業|-7 -8 3|84 84 -9 4|0.8 6
2014 中鴻|鋼鐵工業|-2 -15 -19|77 87 -5 -10|0.5 60
2015 豐興|鋼鐵工業|1 0 1|100 100 13 23|0.9 25
2017 官田鋼|鋼鐵工業|17 9 2|92 93 -3 -2|0.5 13
2020 美亞|鋼鐵工業|-55 -25 -17|75 75 -23 -3|1.5 51
2022 聚亨|鋼鐵工業|-20 -9 -7|74 82 -14 -9|0.8 8
2023 燁輝|鋼鐵工業|8 8 2|84 94 0 -1|0.7 21
2025 千興|鋼鐵工業|993 na na|94 94 8 73|0.6 28
2027 大成鋼|鋼鐵工業|-14 -8 4|97 99 6 6|1.0 389
2029 盛餘|鋼鐵工業|23 13 -13|83 84 -11 -9|0.8 13
2030 彰源|鋼鐵工業|-2 -2 8|80 88 -10 -10|0.6 7
2031 新光鋼|鋼鐵工業|-7 -5 -7|88 88 1 10|0.9 98
2034 允強|鋼鐵工業|5 -7 0|91 97 0 -4|0.9 10
2038 海光|鋼鐵工業|4 2 7|84 88 -3 -3|0.4 7
2049 上銀|電機機械|-5 -6 -1|74 74 -9 -3|1.0 453
2059 川湖|電子零組|101 92 62|77 77 -5 14|1.1 1197
2061 風青|電器電纜|43 50 38|100 100 29 85|2.1 27
2062 橋椿|居家生活|2 9 -16|100 100 21 39|6.2 12
2066 世德|電機機械|-1 3 6|89 89 -4 53|0.3 23
2070 精湛|電機機械|22 31 10|100 100 89 96|3.3 112
2101 南港|橡膠工業|-0 18 -2|83 83 -12 27|0.3 263
2102 泰豐|橡膠工業|11 -36 37|99 99 10 24|0.6 20
2103 台橡|橡膠工業|28 16 11|91 93 -6 3|0.9 54
2104 國際中橡|橡膠工業|12 13 23|81 92 -3 -6|0.8 23
2105 正新|橡膠工業|0 -1 -0|82 82 5 12|0.4 245
2106 建大|橡膠工業|-3 5 6|95 95 -0 13|0.7 18
2107 厚生|橡膠工業|-1 17 30|100 100 5 19|2.3 16
2108 南帝|橡膠工業|76 37 31|89 89 19 17|0.6 78
2109 華豐|橡膠工業|-18 -0 3|93 93 10 39|0.4 13
2201 裕隆|汽車工業|17 18 7|71 80 -17 -12|0.5 197
2204 中華|汽車工業|7 26 -5|64 64 -36 -17|1.7 472
2206 三陽工業|汽車工業|5 4 -8|91 91 -5 11|0.5 420
2207 和泰車|汽車工業|4 1 -6|89 100 8 5|1.2 172
2208 台船|航運業|-41 -28 -11|73 88 -6 -7|0.8 44
2211 長榮鋼|鋼鐵工業|12 -0 -9|78 78 -19 14|0.5 131
2227 裕日車|汽車工業|6 -4 -14|70 77 -1 -23|1.0 5
2228 劍麟|汽車工業|-13 6 -5|78 78 -12 10|0.3 38
2230 泰茂|居家生活|99 135 31|90 90 3 8|0.9 87
2231 為升|汽車工業|2 -7 -4|83 87 12 -6|0.7 29
2233 宇隆|汽車工業|15 18 6|84 89 -6 2|1.1 28
2236 百達-KY|汽車工業|-2 8 -11|100 100 51 59|1.2 138
2241 艾姆勒|汽車工業|-26 -20 -49|64 64 -22 15|0.1 42
2243 宏旭-KY|汽車工業|797 244 146|96 96 116 54|0.4 35
2247 汎德永業|汽車工業|5 3 -5|89 89 -10 2|0.5 26
2250 IKKA-KY|汽車工業|-5 7 -3|68 68 -8 2|0.1 19
2254 巨鎧精密-創|汽車工業|339 156 na|na 92 -6 5|0.7 15
2258 鴻華先進-創|汽車工業|795 1670 na|na 91 3 4|0.4 18
2301 光寶科|電腦及週|-9 -11 3|71 90 10 4|0.8 1930
2303 聯電|半導體業|-8 1 11|93 93 4 8|1.1 3609
2305 全友|電腦及週|41 31 2|79 79 6 3|0.7 18
2308 台達電|電子零組|0 3 4|98 98 34 50|1.3 5029
2312 金寶|其他電子|5 2 15|87 87 64 54|0.7 1344
2313 華通|電子零組|18 22 16|87 87 4 16|0.6 1869
2314 台揚|通信網路|-53 -52 5|69 89 0 -10|0.4 31
2316 楠梓電|電子零組|-31 -21 -5|86 86 16 51|0.6 201
2317 鴻海|其他電子|16 19 20|89 89 21 98|0.7 16821
2323 中環|光電業|-7 -0 -3|88 89 -3 16|0.4 169
2324 仁寶|電腦及週|1 -3 3|80 80 -9 -6|0.8 745
2327 國巨*|電子零組|14 17 15|98 98 19 42|1.3 2228
2328 廣宇|電子零組|-19 -12 -2|86 86 0 7|0.2 129
2329 華泰|半導體業|-6 2 -20|60 60 -19 -18|0.6 238
2330 台積電|半導體業|33 41 29|89 89 23 50|1.2 49949
2331 精英|電腦及週|-29 -23 4|74 79 1 -3|0.3 130
2332 友訊|通信網路|-3 -10 4|75 95 8 -0|0.6 67
2337 旺宏|半導體業|2 -11 14|85 100 11 -3|3.8 465
2338 光罩|半導體業|9 11 6|86 86 5 6|0.4 242
2340 台亞|半導體業|18 9 -3|70 86 -0 -13|0.6 106
2342 茂矽|半導體業|28 28 40|83 96 8 5|1.0 17
2344 華邦電|半導體業|6 15 10|76 83 -8 -17|1.1 623
2345 智邦|通信網路|18 21 15|92 92 16 4|0.8 1417
2347 聯強|電子通路|-2 7 2|82 82 -12 -1|0.4 469
2348 海悅|其他|9 24 -105|86 86 54 232|2.1 1049
2349 錸德|光電業|-8 2 1|87 87 130 120|4.2 356
2351 順德|半導體業|0 -1 6|76 76 9 19|0.5 323
2352 佳世達|電腦及週|-8 -4 5|69 77 -8 -19|0.6 449
2353 宏碁|電腦及週|7 18 8|81 81 -0 4|0.5 1145
2354 鴻準|其他電子|-1 -18 10|90 90 8 32|0.2 903
2355 敬鵬|電子零組|2 4 2|85 89 14 7|0.5 245
2356 英業達|電腦及週|7 19 14|69 81 -5 -10|0.8 2152
2357 華碩|電腦及週|21 26 19|91 91 10 12|0.8 1711
2359 所羅門|其他電子|-49 -36 -20|88 88 71 296|0.5 2143
2360 致茂|其他電子|8 26 29|94 94 26 64|1.3 963
2362 藍天|電腦及週|43 15 2|100 100 56 59|1.3 412
2363 矽統|半導體業|49 35 -18|73 73 -14 20|0.7 1537
2364 倫飛|電腦及週|28 12 4|62 89 12 2|4.8 12
2365 昆盈|電腦及週|69 52 32|93 93 229 292|0.8 3309
2367 燿華|電子零組|20 28 25|86 86 32 90|0.3 839
2368 金像電|電子零組|38 36 17|83 83 20 5|1.0 1647
2369 菱生|半導體業|-4 -5 -13|75 75 -3 -7|0.4 56
2371 大同|電機機械|-2 -4 -21|74 74 -19 17|0.4 992
2373 震旦行|其他電子|0 1 12|91 91 -4 -4|0.8 7
2374 佳能|光電業|40 39 18|87 87 33 120|0.3 353
2375 凱美|電子零組|15 15 15|90 94 5 8|0.7 50
2376 技嘉|電腦及週|138 188 88|71 71 -7 -5|1.1 2612
2377 微星|電腦及週|3 13 -4|86 87 8 -3|0.6 700
2379 瑞昱|半導體業|13 17 6|86 86 1 14|0.7 1729
2382 廣達|電腦及週|23 27 30|85 85 10 23|1.1 7007
2383 台光電|電子零組|63 69 16|77 77 -1 1|1.1 2209
2385 群光|電子零組|-7 -3 5|64 64 -21 -1|0.8 532
2387 精元|電腦及週|6 2 6|85 85 -11 -1|0.8 48
2388 威盛|半導體業|-19 -5 -39|67 83 -4 -15|1.0 873
2390 云辰|其他電子|13 5 -0|75 86 -2 -8|0.7 10
2392 正崴|電子零組|27 27 20|82 82 49 66|0.4 977
2393 億光|光電業|21 27 19|91 91 13 55|1.5 373
2395 研華|電腦及週|-13 -14 2|89 89 3 7|1.5 393
2397 友通|電腦及週|-46 -42 -6|79 79 9 14|0.5 109
2399 映泰|電腦及週|29 -0 -1|85 89 15 3|1.4 85
2401 凌陽|半導體業|35 26 10|87 87 16 5|0.2 314
2402 毅嘉|電子零組|23 15 5|88 94 25 25|1.0 467
2404 漢唐|其他電子|-18 -34 -27|79 79 -13 24|0.6 769
2405 輔信|電腦及週|8 7 -1|84 84 32 34|0.4 313
2406 國碩|光電業|277 220 166|84 84 15 33|0.3 219
2408 南亞科|半導體業|37 41 23|73 78 -13 -18|1.2 1043
2409 友達|光電業|10 18 -6|87 90 -1 -6|1.0 1043
2412 中華電|通信網路|-3 1 -0|95 95 -2 2|0.8 1540
2413 環科|電子零組|-43 -40 -14|73 80 0 -15|0.9 6
2414 精技|電子通路|-5 -3 6|92 92 5 16|1.1 13
2417 圓剛|電腦及週|-12 -1 3|80 80 26 36|0.3 162
2419 仲琦|通信網路|23 -11 21|62 80 4 -7|0.8 76
2420 新巨|電子零組|8 5 13|92 92 13 37|0.3 28
2421 建準|電子零組|14 12 14|66 72 -12 -8|0.9 334
2423 固緯|其他電子|1 -7 -6|92 92 -6 7|0.6 12
2425 承啟|電腦及週|-18 -13 -26|57 67 -11 -24|0.4 22
2426 鼎元|光電業|10 10 1|89 96 10 1|0.8 19
2427 三商電|資訊服務|10 7 -27|87 87 9 29|0.3 90
2428 興勤|電子零組|7 7 11|90 90 6 4|0.4 72
2429 銘旺科|光電業|-70 -59 -15|85 85 101 95|1.4 18
2431 聯昌|電子零組|-25 -34 0|90 90 9 6|0.7 8
2436 偉詮電|半導體業|1 5 -15|72 80 -8 -15|0.6 56
2438 翔耀|光電業|161 160 77|78 78 205 175|0.9 72
2439 美律|通信網路|24 24 14|85 85 2 20|1.1 491
2440 太空梭|電子零組|81 60 18|84 84 -4 20|0.3 18
2441 超豐|半導體業|16 13 1|97 97 2 5|1.4 61
2442 新美齊|建材營造|-56 -71 -1334|100 100 20 55|3.0 129
2444 兆勁|通信網路|-16 -18 -8|90 90 37 22|0.6 30
2449 京元電子|半導體業|11 12 9|84 84 30 37|0.8 4085
2451 創見|半導體業|-26 -4 -3|76 76 5 28|0.4 154
2453 凌群|資訊服務|6 8 -0|84 84 -0 3|0.3 132
2454 聯發科|半導體業|13 32 12|79 79 14 26|1.1 9182
2455 全新|通信網路|37 51 -28|78 78 2 21|0.8 1025
2457 飛宏|電子零組|-38 -18 -2|62 72 -12 -22|1.0 111
2458 義隆|半導體業|4 4 -26|81 81 -10 -5|0.9 210
2459 敦吉|其他電子|-25 -26 -13|95 95 2 16|0.8 12
2460 建通|電子零組|58 56 27|70 70 -7 -8|0.3 17
2461 光群雷|其他電子|-14 -1 2|87 91 -7 -0|0.6 16
2462 良得電|電子零組|30 23 23|78 85 4 -4|0.8 14
2464 盟立|其他電子|-4 -12 11|91 91 82 134|0.6 2246
2465 麗臺|電腦及週|-28 -10 -24|65 65 -14 57|0.4 162
2467 志聖|電子零組|122 93 82|84 84 50 158|1.0 543
2468 華經|資訊服務|20 -7 -3|72 85 -3 -5|0.6 9
2471 資通|資訊服務|38 8 8|90 90 -6 -4|1.2 29
2472 立隆電|電子零組|18 20 17|94 94 8 27|0.5 197
2474 可成|其他電子|-26 -32 -0|91 91 -1 12|0.6 494
2476 鉅祥|電子零組|9 14 20|85 85 35 41|0.3 318
2477 美隆電|其他電子|45 17 15|92 92 34 42|1.9 36
2478 大毅|電子零組|11 11 7|89 89 6 13|0.7 28
2480 敦陽科|資訊服務|1 -5 -7|95 95 -2 4|1.1 33
2481 強茂|半導體業|-12 -7 -8|75 86 2 -10|0.7 447
2482 連宇|其他電子|-61 -65 -14|58 82 23 4|0.2 35
2483 百容|電子零組|6 4 12|96 96 8 13|0.5 7
2484 希華|電子零組|-14 -11 7|85 85 -3 -7|0.7 12
2485 兆赫|通信網路|-46 -35 -5|67 84 -1 -8|0.7 39
2486 一詮|光電業|7 14 2|77 77 38 135|0.9 777
2488 漢平|其他電子|-6 10 2|96 96 -4 15|0.8 10
2489 瑞軒|光電業|70 55 20|85 85 46 62|0.5 697
2492 華新科|電子零組|4 8 2|83 91 1 8|0.6 520
2493 揚博|電子零組|15 12 6|81 81 -13 6|0.6 35
2495 普安|電腦及週|-1 7 14|84 84 52 57|0.2 190
2497 怡利電|汽車工業|31 32 15|89 99 14 5|1.0 38
2498 宏達電|通信網路|-17 -35 -17|78 89 5 -10|0.7 236
2501 國建|建材營造|-42 60 23|81 81 -15 79|0.7 205
2504 國產|建材營造|7 6 5|99 99 5 78|0.7 415
2505 國揚|建材營造|304 2429 1850|96 96 -4 36|1.7 27
2506 太設|建材營造|21 74 -50|94 94 -3 29|0.9 20
2509 全坤建|建材營造|2822 948 704|98 98 1 53|1.1 35
2511 太子|建材營造|-17 3 7|97 97 -2 27|1.6 45
2514 龍邦|其他|-5 83 -91|97 97 38 68|0.4 40
2515 中工|建材營造|-3 8 -10|87 87 -6 31|1.1 277
2516 新建|建材營造|-1 28 1|93 99 9 16|1.2 27
2520 冠德|建材營造|249 132 95|95 95 0 59|1.1 717
2524 京城|建材營造|131 276 142|100 100 88 260|4.8 309
2527 宏璟|建材營造|375 181 -120|82 82 -2 78|1.6 52
2528 皇普|建材營造|-99 632 495|97 97 -3 49|1.7 57
2530 華建|建材營造|107426 44878 12611|95 95 4 51|2.8 139
2534 宏盛|建材營造|14 -17 36|100 100 2 50|1.5 132
2535 達欣工|建材營造|21 22 19|96 96 -4 34|1.0 22
2536 宏普|建材營造|431 172 -2094|93 93 -7 24|2.7 22
2537 聯上發|建材營造|154671 51792 32779|91 91 38 171|1.0 521
2538 基泰|建材營造|1090 1053 771|100 100 24 44|0.9 86
2539 櫻花建|建材營造|512 176 na|99 99 10 65|1.5 89
2540 愛山林|建材營造|-10 34 -48|98 98 37 150|1.4 570
2542 興富發|建材營造|-18 104 -282|98 98 34 62|1.0 1036
2543 皇昌|建材營造|70 46 7|100 100 39 195|1.2 813
2545 皇翔|建材營造|384 458 178|100 100 3 58|1.3 110
2546 根基|建材營造|-2 -10 5|78 78 -22 30|0.5 27
2547 日勝生|建材營造|-25 -5 -29|95 95 -3 24|1.3 50
2548 華固|建材營造|5369 1776 800|98 98 11 99|0.6 432
2596 綠意|建材營造|184 171 -516|100 100 34 82|3.1 18
2597 潤弘|建材營造|24 21 16|100 100 30 106|2.1 112
2603 長榮|航運業|91 58 58|78 78 -3 16|0.4 3848
2605 新興|航運業|1 24 17|83 83 8 19|0.2 130
2606 裕民|航運業|21 12 -6|87 87 -3 10|0.2 293
2607 榮運|航運業|51 32 12|88 91 -6 -7|0.4 53
2608 嘉里大榮|航運業|-2 6 5|96 96 2 16|0.4 13
2609 陽明|航運業|67 49 59|77 77 28 32|0.3 2555
2610 華航|航運業|0 7 -11|90 95 9 13|0.4 1107
2611 志信|航運業|7 4 -11|78 78 -5 65|0.2 40
2612 中航|航運業|25 15 11|75 89 -2 1|0.2 15
2613 中櫃|航運業|12 7 -1|74 74 55 62|0.1 36
2614 東森|其他|3 -0 -0|78 100 14 6|0.9 25
2615 萬海|航運業|103 56 64|84 84 63 63|0.4 1876
2616 山隆|油電燃氣|-35 -24 -11|72 76 -16 -24|1.2 5
2617 台航|航運業|18 10 5|85 85 -4 7|0.2 60
2618 長榮航|航運業|10 14 -16|89 89 -7 14|0.3 1751
2630 亞航|航運業|-18 0 -10|71 76 -18 -1|0.2 43
2633 台灣高鐵|航運業|10 7 -7|97 97 -2 0|0.8 127
2634 漢翔|航運業|8 -7 -15|84 89 -7 5|0.6 253
2636 台驊控股|航運業|150 101 76|83 83 -2 8|0.2 66
2637 慧洋-KY|航運業|20 17 16|93 93 5 39|0.4 302
2641 正德|航運業|21 18 -5|84 84 -1 1|0.2 58
2643 捷迅|航運業|50 58 38|92 92 -6 8|0.3 5
2645 長榮航太|航運業|-16 7 -12|77 86 -6 1|0.5 109
2704 國賓|觀光餐旅|19 8 14|95 95 5 61|0.3 24
2705 六福|觀光餐旅|21 7 -3|86 86 -10 8|0.2 8
2707 晶華|觀光餐旅|-12 -13 -15|86 87 -8 4|0.4 47
2718 全心投控|建材營造|-81 -87 -732|94 94 -6 149|1.2 7
2722 夏都|觀光餐旅|-13 -15 4|65 69 -24 -14|0.3 8
