# 2026-01-02 全池(1043 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1540 喬福|電機機械|5 10 10|60 81 -4 -16|0.7 5
1558 伸興|電機機械|-28 -12 -13|95 98 12 7|0.6 7
1560 中砂|電機機械|19 16 -1|100 100 19 17|1.4 1802
1563 巧新|汽車工業|-17 -10 -4|71 91 1 -4|2.3 14
1565 精華|生技醫療|-24 -23 -18|61 75 -17 -21|1.1 14
1569 濱川|電腦及週|-5 -5 -18|66 80 -8 12|0.2 30
1582 信錦|電子零組|-1 2 4|67 92 -4 -5|0.9 16
1584 精剛|其他|3 3 10|74 81 -9 -2|1.2 10
1586 和勤|電機機械|-10 -5 5|79 85 -4 -1|0.8 9
1587 吉茂|汽車工業|41 30 7|88 88 23 77|1.1 121
1589 永冠-KY|電機機械|-1 1 -16|42 69 -25 -27|0.9 9
1590 亞德客-KY|電機機械|18 19 5|97 97 18 15|0.3 437
1597 直得|電機機械|24 21 14|59 80 -7 -7|0.5 10
1603 華電|電器電纜|11 11 -16|91 91 -4 2|0.8 14
1605 華新|電器電纜|-30 -13 -10|96 96 30 67|1.2 2113
1608 華榮|電器電纜|6 3 -0|95 95 22 53|1.6 316
1609 大亞|電器電纜|-4 8 4|86 88 -2 8|0.9 153
1611 中電|電器電纜|-25 -12 -5|82 96 0 2|1.5 7
1612 宏泰|電器電纜|-14 0 -13|85 85 -9 -1|0.5 21
1616 億泰|電器電纜|-12 -2 -17|70 72 -18 -9|0.8 23
1618 合機|電器電纜|24 31 -11|83 84 -5 -9|1.5 23
1702 南僑|食品工業|3 -4 -3|80 94 -1 -3|0.6 11
1707 葡萄王|生技醫療|1 -4 -0|87 94 -1 4|0.4 6
1708 東鹼|化學工業|3 -3 -1|79 95 6 5|0.6 25
1710 東聯|化學工業|-21 -7 -7|71 95 1 9|1.0 11
1711 永光|化學工業|-11 -9 -5|92 92 0 32|1.9 33
1712 興農|化學工業|7 0 2|97 98 1 7|0.9 14
1717 長興|化學工業|-13 -10 -4|91 91 1 76|0.9 219
1720 生達|生技醫療|-3 9 4|93 93 7 12|0.7 15
1721 三晃|化學工業|-46 -31 -8|100 100 32 53|6.7 9
1722 台肥|化學工業|0 6 3|84 91 -3 -6|1.2 91
1723 中碳|化學工業|-32 -20 0|70 73 -18 -23|1.1 33
1727 中華化|化學工業|2 -11 -7|95 95 12 85|1.1 134
1736 喬山|運動休閒|10 6 -12|70 81 -17 -15|0.7 73
1760 寶齡富錦|生技醫療|-1 2 -0|73 87 -8 -10|0.8 5
1773 勝一|化學工業|8 3 -3|91 94 2 11|0.9 39
1784 訊聯|生技醫療|-16 -2 -4|93 93 28 61|1.7 64
1785 光洋科|其他電子|26 31 -4|94 94 7 29|2.6 951
1786 科妍|生技醫療|-2 -2 -4|59 59 -30 -19|0.5 19
1789 神隆|生技醫療|-2 0 2|75 85 -15 4|1.2 8
1795 美時|生技醫療|-0 16 11|89 89 6 39|0.4 520
1802 台玻|玻璃陶瓷|-7 2 2|87 87 25 113|0.6 2406
1808 潤隆|建材營造|20487 6763 5144|78 78 8 10|1.4 67
1809 中釉|玻璃陶瓷|-12 6 -1|82 82 -4 21|1.5 6
1810 和成|玻璃陶瓷|-13 -13 -9|73 73 -8 23|2.0 12
1815 富喬|電子零組|34 36 -20|92 92 36 145|1.2 5908
1903 士紙|造紙工業|-11 2 3|75 87 5 -2|0.4 10
1904 正隆|造紙工業|-2 -9 -9|85 92 -1 -4|1.0 12
1905 華紙|造紙工業|-9 -5 3|66 86 -2 -3|0.8 14
1907 永豐餘|造紙工業|-13 -7 -3|88 94 2 16|1.6 31
2002 中鋼|鋼鐵工業|-13 -11 -0|77 92 -1 1|1.4 447
2006 東和鋼鐵|鋼鐵工業|-14 -3 -0|85 87 6 -0|0.6 118
2009 第一銅|鋼鐵工業|-24 -11 -6|89 89 21 42|2.5 382
2010 春源|鋼鐵工業|-7 -4 -8|93 93 1 12|1.1 19
2014 中鴻|鋼鐵工業|-47 -34 3|62 92 1 11|1.7 55
2015 豐興|鋼鐵工業|-31 -21 -10|85 90 -5 -3|1.1 16
2023 燁輝|鋼鐵工業|-25 -14 -7|86 91 -2 -5|0.9 16
2027 大成鋼|鋼鐵工業|8 16 5|70 85 -4 11|1.4 752
2031 新光鋼|鋼鐵工業|-13 0 -23|74 84 -8 -1|0.8 13
2034 允強|鋼鐵工業|-38 -32 -25|80 92 9 2|2.1 28
2049 上銀|電機機械|2 -2 -2|55 86 -10 -3|0.3 297
2059 川湖|電子零組|64 70 -9|80 80 1 63|0.7 1942
2101 南港|橡膠工業|-22 -48 -36|70 83 -3 -7|1.2 42
2102 泰豐|橡膠工業|-10 -27 -32|90 91 -1 1|0.7 6
2103 台橡|橡膠工業|-7 -12 -14|71 82 -4 -12|0.9 30
2104 國際中橡|橡膠工業|-15 -17 -6|84 89 4 7|0.8 39
2105 正新|橡膠工業|-9 -8 -4|59 70 -19 -25|0.8 224
2106 建大|橡膠工業|3 2 2|71 85 -5 -8|1.1 11
2108 南帝|橡膠工業|-25 -25 -16|69 92 0 0|0.9 6
2201 裕隆|汽車工業|-3 -8 6|65 75 -3 2|0.7 126
2204 中華|汽車工業|22 8 24|76 92 -4 5|0.9 49
2206 三陽工業|汽車工業|2 -0 3|88 91 -2 -0|1.3 40
2207 和泰車|汽車工業|-4 2 1|87 88 -6 -3|1.2 194
2208 台船|航運業|-26 22 -23|68 68 -13 14|0.4 51
2211 長榮鋼|鋼鐵工業|1 28 3|81 81 2 21|1.3 254
2228 劍麟|汽車工業|-7 -9 -6|88 88 4 31|0.7 221
2230 泰茂|居家生活|-9 -9 -54|86 86 -6 -8|0.9 17
2231 為升|汽車工業|-44 -36 -16|63 63 -26 35|0.5 40
2233 宇隆|汽車工業|-21 -15 -6|83 84 14 28|1.4 86
2236 百達-KY|汽車工業|417 430 29|87 100 10 24|0.8 60
2239 英利-KY|汽車工業|-8 -12 -0|93 95 10 21|0.9 6
2241 艾姆勒|汽車工業|75 50 43|91 91 19 55|0.4 22
2247 汎德永業|汽車工業|-30 -18 -16|84 84 -5 -4|1.3 12
2258 鴻華先進-創|汽車工業|-48 -67 -269|83 96 8 3|1.9 25
2301 光寶科|電腦及週|14 22 1|86 86 -3 46|0.7 1684
2302 麗正|半導體業|-16 6 -9|77 88 4 17|0.2 6
2303 聯電|半導體業|6 4 0|96 96 11 11|0.6 2188
2308 台達電|電子零組|38 47 16|93 93 6 121|0.6 7317
2312 金寶|其他電子|-14 -5 -7|86 96 18 23|0.4 358
2313 華通|電子零組|-1 7 2|93 93 25 57|1.2 4225
2316 楠梓電|電子零組|41 36 24|83 83 4 85|0.3 278
2317 鴻海|其他電子|26 17 -3|89 89 2 46|0.6 9068
2323 中環|光電業|12 0 4|100 100 23 44|1.6 88
2324 仁寶|電腦及週|-21 -22 -5|81 85 -4 6|0.4 554
2327 國巨*|電子零組|22 14 7|95 95 37 88|0.6 3905
2328 廣宇|電子零組|-8 -11 -14|80 80 -9 24|0.8 167
2329 華泰|半導體業|22 28 9|99 99 18 49|2.3 859
2330 台積電|半導體業|24 24 -12|100 100 14 46|0.8 40064
2331 精英|電腦及週|58 39 23|88 88 12 26|0.7 89
2332 友訊|通信網路|-6 -2 5|55 82 -16 -14|0.8 31
2337 旺宏|半導體業|25 19 11|100 100 71 106|0.9 3787
2338 光罩|半導體業|-27 -31 -14|71 84 -8 30|0.7 28
2340 台亞|半導體業|1 -3 -7|81 82 1 33|0.5 59
2342 茂矽|半導體業|-24 -11 -33|78 78 -6 45|0.4 30
2344 華邦電|半導體業|39 28 22|100 100 134 379|1.3 26521
2345 智邦|通信網路|80 112 -21|94 94 4 46|0.5 5316
2347 聯強|電子通路|16 3 8|81 84 -5 -14|0.9 382
2348 海悅|其他|-20 -17 10|35 77 -6 -13|0.6 23
2349 錸德|光電業|29 3 -0|92 92 47 47|1.2 135
2351 順德|半導體業|-5 -6 -2|79 81 -5 12|0.5 38
2352 佳世達|電腦及週|-5 -2 -7|58 61 -32 -18|1.0 126
2353 宏碁|電腦及週|8 11 8|68 79 -12 -11|1.6 475
2354 鴻準|其他電子|21 93 -97|80 81 -13 -4|0.4 228
2355 敬鵬|電子零組|-10 -6 -1|79 79 -6 6|1.0 40
2356 英業達|電腦及週|-14 -7 -23|88 94 -3 5|0.8 449
2357 華碩|電腦及週|21 29 4|78 78 -19 -13|1.1 1985
2359 所羅門|其他電子|-10 -0 -21|73 77 -8 -2|0.5 125
2360 致茂|其他電子|31 30 -1|96 96 25 87|0.4 2081
2362 藍天|電腦及週|-28 -31 -12|74 84 -6 -14|1.3 16
2363 矽統|半導體業|20 87 -845|65 74 -16 -5|0.3 89
2364 倫飛|電腦及週|8 17 -12|57 57 -8 -33|0.5 12
2365 昆盈|電腦及週|8 -1 -0|69 69 -14 3|0.5 50
2367 燿華|電子零組|-31 -14 -7|87 87 7 18|1.5 482
2368 金像電|電子零組|72 78 25|92 92 46 99|0.7 4898
2369 菱生|半導體業|15 12 12|98 98 15 66|1.4 207
2371 大同|電機機械|19 11 8|66 71 -19 -14|0.7 606
2374 佳能|光電業|76 92 38|74 74 -8 50|0.5 400
2375 凱美|電子零組|9 5 -1|94 94 19 78|0.3 222
2376 技嘉|電腦及週|38 18 -10|83 83 -17 -4|1.3 640
2377 微星|電腦及週|7 3 -12|49 65 -16 -30|0.6 495
2379 瑞昱|半導體業|2 2 -10|87 87 -8 -11|2.8 816
2382 廣達|電腦及週|36 28 -24|89 89 -8 0|1.0 4446
2383 台光電|電子零組|28 34 -15|94 94 22 68|0.6 3912
2385 群光|電子零組|-10 -15 -11|71 82 -14 -13|2.0 270
2387 精元|電腦及週|-27 -25 -10|57 83 -5 -15|0.7 12
2388 威盛|半導體業|-66 -50 -25|49 77 -5 -12|0.7 217
2392 正崴|電子零組|-29 6 3|52 61 -19 -24|0.6 39
2393 億光|光電業|-4 -9 -4|67 75 -14 -17|2.1 359
2395 研華|電腦及週|10 15 -5|70 81 -10 -14|0.5 393
2397 友通|電腦及週|-11 1 -23|74 74 -13 -2|0.6 6
2399 映泰|電腦及週|10 -14 -3|100 100 42 58|1.5 176
2401 凌陽|半導體業|-1 -4 -5|65 79 -12 12|0.8 27
2402 毅嘉|電子零組|2 8 -6|95 95 22 70|1.7 1068
2404 漢唐|其他電子|100 86 50|78 78 8 41|1.1 4312
2405 輔信|電腦及週|29 20 16|80 90 -4 18|0.6 24
2406 國碩|光電業|163 77 85|91 91 25 122|1.1 433
2408 南亞科|半導體業|365 262 184|100 100 149 328|0.8 10540
2409 友達|光電業|3 -1 -3|84 89 -9 3|2.6 459
2412 中華電|通信網路|6 5 0|96 96 -1 3|0.7 552
2413 環科|電子零組|-19 -3 -10|96 96 127 168|3.6 334
2417 圓剛|電腦及週|7 4 3|70 80 -4 8|5.0 14
2419 仲琦|通信網路|19 -5 -5|77 93 2 8|0.5 27
2420 新巨|電子零組|-5 -4 -3|81 90 -1 3|1.0 6
2421 建準|電子零組|18 30 -0|84 84 23 51|0.4 384
2423 固緯|其他電子|27 13 6|93 93 0 26|1.6 6
2425 承啟|電腦及週|52 10 -39|81 86 5 -6|0.8 5
2426 鼎元|光電業|-8 -10 -8|73 90 -3 12|3.4 7
2427 三商電|資訊服務|52 80 16|81 81 1 -7|0.4 16
2428 興勤|電子零組|2 7 -3|89 89 6 43|0.3 75
2429 銘旺科|光電業|69 43 -48|53 53 -37 28|0.6 51
2436 偉詮電|半導體業|21 9 -8|79 79 -11 -4|0.9 53
2439 美律|通信網路|14 15 7|81 85 -4 -8|0.8 197
2441 超豐|半導體業|11 13 2|100 100 43 63|1.9 1166
2442 新美齊|建材營造|47 114 50|84 84 0 -0|1.4 12
2449 京元電子|半導體業|35 39 10|100 100 58 162|1.6 3875
2451 創見|半導體業|146 118 67|94 94 79 103|2.8 1240
2453 凌群|資訊服務|5 6 -1|74 84 -11 -4|0.5 11
2454 聯發科|半導體業|4 9 -1|96 96 11 8|0.9 9326
2455 全新|通信網路|20 33 31|90 90 -8 16|0.8 518
2457 飛宏|電子零組|-29 -8 -5|75 89 22 45|0.4 107
2458 義隆|半導體業|-3 -3 -1|76 86 -14 -0|1.6 271
2460 建通|電子零組|4 -0 -3|90 100 23 26|1.5 7
2464 盟立|其他電子|-15 -24 -18|72 83 -4 17|0.9 70
2465 麗臺|電腦及週|-10 101 76|78 79 10 12|0.5 20
2466 冠西電|光電業|-25 -44 -50|61 73 9 -26|1.9 105
2467 志聖|電子零組|10 37 8|100 100 41 85|2.0 713
2468 華經|資訊服務|13 10 -24|52 67 -20 -34|0.4 18
2472 立隆電|電子零組|8 2 -8|100 100 35 65|0.6 248
2474 可成|其他電子|9 7 -7|96 96 15 -0|1.5 568
2476 鉅祥|電子零組|19 14 1|77 77 -12 35|0.7 92
2478 大毅|電子零組|-8 4 -9|91 91 22 50|0.3 54
2480 敦陽科|資訊服務|1 1 -14|84 84 -12 -3|0.5 16
2481 強茂|半導體業|13 7 3|81 81 10 75|0.2 969
2485 兆赫|通信網路|53 196 163|86 86 96 126|0.9 1138
2486 一詮|光電業|-2 -1 -12|84 94 12 30|0.7 850
2489 瑞軒|光電業|8 12 1|80 98 16 9|1.1 34
2491 吉祥全|光電業|-9 -16 -6|77 77 53 90|1.3 22
2492 華新科|電子零組|6 3 -2|90 90 21 58|0.4 527
2493 揚博|電子零組|1 -0 -3|74 74 22 31|3.5 343
2495 普安|電腦及週|-1 18 24|99 99 50 55|1.5 348
2497 怡利電|汽車工業|-3 -14 -17|92 100 14 49|5.8 10
2498 宏達電|通信網路|-9 -11 -8|66 66 -21 31|0.5 390
2501 國建|建材營造|-7 55 29|96 96 0 27|0.9 36
2504 國產|建材營造|2 4 -1|77 94 7 -4|1.7 163
2515 中工|建材營造|-45 -26 -21|75 75 22 13|0.4 111
2520 冠德|建材營造|5 -14 -2|59 65 -6 -34|1.5 117
2527 宏璟|建材營造|-23 -67 -1|81 99 20 14|0.5 6
2528 皇普|建材營造|807870 804060 -2506707|64 94 6 -4|0.6 19
2530 華建|建材營造|-86 -80 -321|71 90 -5 -2|0.9 18
2534 宏盛|建材營造|8 15 -319|80 83 -3 -15|0.5 8
2535 達欣工|建材營造|31 49 5|95 95 6 10|1.0 8
2537 聯上發|建材營造|-100 6429 -4365|76 94 8 3|1.5 14
2539 櫻花建|建材營造|-59 na na|70 70 1 -23|0.7 26
2540 愛山林|建材營造|-8 -27 -48|51 59 -6 -35|1.0 42
2542 興富發|建材營造|43 2 23|88 88 -1 1|0.7 165
2543 皇昌|建材營造|1 13 18|55 71 -17 -21|0.7 88
2545 皇翔|建材營造|-87 -90 -105|56 87 -10 -5|0.5 13
2547 日勝生|建材營造|-21 -17 -1|78 92 -1 -8|1.8 13
2548 華固|建材營造|37447 16605 12453|95 95 21 4|1.1 109
2596 綠意|建材營造|-85 -49 -349|90 98 27 12|1.5 5
2597 潤弘|建材營造|16 25 8|87 87 11 -1|0.5 38
2603 長榮|航運業|-23 -30 -23|85 96 7 -3|1.0 1484
2605 新興|航運業|49 30 31|82 82 18 22|0.4 295
2606 裕民|航運業|9 4 10|85 87 12 23|0.5 499
2607 榮運|航運業|-21 -25 -11|87 87 -6 -4|1.3 49
2609 陽明|航運業|-27 -36 -20|72 88 8 -13|0.7 732
2610 華航|航運業|-0 2 -2|79 93 -2 -4|1.2 497
2612 中航|航運業|-5 -3 -10|79 79 22 41|0.3 163
2613 中櫃|航運業|-5 1 -1|70 84 -3 -10|0.5 10
2614 東森|其他|-6 -3 1|94 94 7 42|1.0 35
2615 萬海|航運業|-19 -23 -24|65 85 8 -13|0.3 605
2617 台航|航運業|6 5 8|90 90 13 14|0.3 19
2618 長榮航|航運業|1 -2 -2|81 91 -4 -4|0.8 618
2630 亞航|航運業|-1 15 9|71 71 -8 54|0.8 92
2633 台灣高鐵|航運業|3 6 3|98 98 1 1|0.7 95
2634 漢翔|航運業|-19 5 12|76 76 -11 22|0.8 245
2636 台驊控股|航運業|-26 -31 -22|83 92 -2 -6|0.8 17
2637 慧洋-KY|航運業|10 1 20|85 92 19 26|0.3 308
2641 正德|航運業|38 37 -3|85 89 -2 12|0.3 60
2645 長榮航太|航運業|12 14 -3|71 71 -11 44|0.9 283
2646 星宇航空|航運業|18 14 -14|81 89 -4 -8|0.9 65
2707 晶華|觀光餐旅|7 7 -2|93 93 -3 -2|0.6 15
2723 美食-KY|觀光餐旅|-11 -10 -7|69 82 -3 -18|0.8 21
2727 王品|觀光餐旅|11 8 3|87 87 -4 -9|0.5 43
2731 雄獅|觀光餐旅|7 7 -2|92 92 7 11|0.3 77
2743 山富|觀光餐旅|-21 4 7|79 82 -8 -11|0.3 7
2745 五福|觀光餐旅|13 19 1|75 81 -3 -16|0.4 10
2753 八方雲集|觀光餐旅|12 9 -2|89 89 -2 2|0.5 43
2801 彰銀|金融保險|4 10 -0|96 96 1 5|1.4 361
2812 台中銀|金融保險|16 16 10|89 89 -7 -4|1.1 186
2820 華票|金融保險|81 56 7|99 99 3 10|0.5 10
2832 台產|金融保險|5 1 2|92 92 6 22|0.3 10
2834 臺企銀|金融保險|-9 3 -0|98 98 3 2|0.7 171
2836 高雄銀|金融保險|15 20 3|97 97 2 2|0.8 15
2838 聯邦銀|金融保險|14 25 18|97 97 6 12|0.7 27
2845 遠東銀|金融保險|26 13 13|95 95 5 3|0.6 60
2850 新產|金融保險|4 3 -0|96 96 -3 21|0.9 24
2851 中再保|金融保險|14 21 20|98 98 9 19|0.8 19
2852 第一保|金融保險|-5 -2 2|97 98 4 8|0.6 7
2855 統一證|金融保險|5 87 77|88 94 -1 27|0.5 48
2880 華南金|金融保險|17 11 6|97 97 8 18|1.4 407
2881 富邦金|金融保險|53 58 -81|97 97 11 19|0.4 1521
2882 國泰金|金融保險|26 71 63|98 98 16 23|1.0 2508
2883 凱基金|金融保險|52 81 778|97 97 15 16|0.8 677
2884 玉山金|金融保險|47 40 17|99 99 3 4|1.1 2039
2885 元大金|金融保險|16 24 17|98 98 16 26|1.4 1200
2886 兆豐金|金融保險|15 12 14|94 94 -4 -0|0.7 549
2887 台新新光金|金融保險|187 198 134|95 95 12 33|0.8 1844
2889 國票金|金融保險|17 43 39|93 93 6 4|0.8 68
2890 永豐金|金融保險|40 34 18|98 98 14 21|0.6 622
2891 中信金|金融保險|46 59 24|100 100 20 22|0.8 1827
2892 第一金|金融保險|16 19 11|98 98 0 4|1.0 875
2903 遠百|貿易百貨|-4 -0 2|89 89 -2 3|1.0 82
2905 三商|貿易百貨|-93 -17 -35|92 92 29 29|0.4 21
2908 特力|貿易百貨|2 -4 1|99 99 1 3|0.7 7
2912 統一超|貿易百貨|3 3 -1|85 85 -11 -12|1.0 462
2913 農林|貿易百貨|-15 -6 -23|65 87 -4 -14|1.2 11
2915 潤泰全|貿易百貨|-26 -2 -5|79 97 6 5|1.9 85
3002 歐格|電腦及週|60 51 27|86 86 57 94|0.5 45
3003 健和興|電子零組|-6 -7 -5|63 87 -6 -3|0.8 6
3004 豐達科|鋼鐵工業|23 23 8|68 73 -21 -16|2.4 44
3005 神基|電腦及週|16 12 1|71 71 -20 1|1.7 198
3006 晶豪科|半導體業|45 20 19|100 100 57 158|2.1 502
3008 大立光|光電業|-12 -7 -15|95 100 8 20|2.9 1200
3010 華立|電子通路|-2 -4 -4|88 88 15 11|0.9 185
3011 今皓|電子零組|-40 -43 -14|58 86 -1 16|2.4 19
3013 晟銘電|電腦及週|23 17 -14|83 93 6 5|0.7 475
3014 聯陽|半導體業|-8 -9 -15|76 84 -13 -10|0.9 57
3015 全漢|電子零組|3 8 -7|80 88 1 -3|0.4 17
3016 嘉晶|半導體業|9 2 9|89 89 -4 74|0.4 51
3017 奇鋐|電腦及週|142 134 50|94 94 25 81|0.5 6458
3019 亞光|光電業|19 16 -3|71 84 -7 14|0.8 301
3022 威強電|電腦及週|-27 -14 -11|59 83 -2 -12|0.8 28
3023 信邦|電子零組|-11 -9 -5|62 79 -16 -12|0.6 141
3024 憶聲|光電業|-81 -56 -112|58 83 -12 -11|0.6 6
3025 星通|通信網路|41 36 49|79 96 55 44|1.1 132
3026 禾伸堂|電子零組|1 4 -3|89 89 8 37|0.3 95
3027 盛達|通信網路|-48 -19 -33|56 75 -9 -26|0.9 7
3028 增你強|電子通路|24 28 15|93 93 21 20|0.4 54
3029 零壹|資訊服務|2 11 -34|77 90 -6 2|1.3 71
3030 德律|其他電子|82 29 -1|90 90 18 31|1.3 933
3032 偉訓|電子零組|47 66 16|67 67 -21 -9|0.4 41
3033 威健|電子通路|29 21 -7|91 91 12 -1|1.4 29
3034 聯詠|半導體業|-7 -7 -7|69 73 -12 -28|1.4 761
3035 智原|半導體業|10 15 -56|68 92 8 -5|0.4 341
3036 文曄|電子通路|73 54 24|89 89 5 9|1.2 1345
3037 欣興|電子零組|20 11 -2|96 96 40 81|0.5 4629
3038 全台|光電業|-25 -19 -3|85 100 10 7|1.2 10
3040 遠見|其他|-5 -8 -4|71 71 -20 -20|0.9 12
3041 揚智|半導體業|-43 3 27|66 82 -6 2|1.0 11
3042 晶技|電子零組|4 -1 -9|80 81 -10 -5|1.5 87
3044 健鼎|電子零組|10 13 1|90 90 1 29|1.0 973
3045 台灣大|通信網路|0 -1 -0|95 96 -1 1|1.4 939
3046 建碁|電腦及週|100 57 47|98 98 22 19|0.5 15
3047 訊舟|通信網路|-54 -61 -34|57 78 -2 0|0.3 21
3048 益登|電子通路|-3 -6 -12|97 97 18 77|1.5 277
3050 鈺德|光電業|-17 -2 -1|77 91 8 5|0.9 16
3051 力特|光電業|-10 -9 -18|58 75 -14 -20|1.0 7
3052 夆典|建材營造|38 17 -8|88 88 8 -11|1.1 9
3055 蔚華科|電子通路|59 -3 21|95 95 31 20|2.5 94
3056 富華新|建材營造|-99 -46 -5611|47 53 -8 -44|0.7 19
3057 喬鼎|電腦及週|45 30 15|96 96 47 32|2.1 15
3058 立德|電子零組|9 11 11|62 75 -7 11|0.9 5
3059 華晶科|光電業|12 24 2|65 65 -19 10|0.6 63
3060 銘異|電腦及週|28 10 -4|93 93 31 62|1.0 559
3062 建漢|通信網路|-17 32 3|69 80 0 -9|0.3 48
3078 僑威|電子零組|-9 -7 -33|76 76 -13 -13|1.5 89
3081 聯亞|通信網路|147 97 25|100 100 37 77|0.1 383
3086 華義*|文化創意|29 8 3|83 83 54 45|0.4 14
3088 艾訊|電腦及週|-2 -7 -10|53 86 -3 -9|0.7 14
3090 日電貿|電子零組|15 22 -8|100 100 45 56|1.1 521
3092 鴻碩|電子零組|-12 -13 0|89 100 72 52|5.6 5
3105 穩懋|半導體業|30 28 35|94 94 92 114|0.9 3480
3128 昇銳|光電業|-14 -6 -15|64 70 -6 -33|3.3 9
3131 弘塑|半導體業|60 51 -6|92 92 4 3|0.9 957
3135 凌航|半導體業|30 23 na|na na 126 na|3.1 156
3138 耀登|通信網路|-2 9 11|90 95 13 23|3.2 93
3141 晶宏|半導體業|1 13 4|63 82 13 -11|1.0 32
3147 大綜|資訊服務|5 45 -48|65 83 -9 -3|0.3 19
3149 正達|光電業|6 16 10|84 84 -12 28|1.8 41
3152 璟德|通信網路|-27 -25 -12|82 94 19 32|2.0 133
3162 精確|電機機械|19 29 -67|91 91 19 47|0.4 112
3163 波若威|通信網路|40 24 13|100 100 89 126|0.2 1111
3167 大量|電機機械|53 61 -53|95 95 25 82|1.3 2141
3169 亞信|半導體業|2 8 -3|86 94 3 19|1.1 13
3176 基亞|生技醫療|-17 -3 -25|86 99 13 9|1.1 8
3178 公準|半導體業|-13 1 3|87 93 5 39|4.2 6
3188 鑫龍騰|建材營造|149 534 399|94 94 8 6|1.0 8
3189 景碩|半導體業|40 38 10|98 98 39 72|0.9 2293
3205 佰研|生技醫療|-84 -61 -44|84 84 -5 5|0.4 5
3207 耀勝|電子零組|22 41 8|55 95 1 7|1.9 15
3209 全科|電子通路|-3 4 1|85 92 3 -7|0.5 8
3211 順達|電腦及週|40 24 32|81 81 -10 32|0.9 2456
3213 茂訊|電腦及週|-36 -16 -19|77 81 -8 -5|0.5 23
3217 優群|電子零組|1 6 -15|79 79 -9 9|0.3 68
