# 2024-05-02 全池(1248 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1455 集盛|紡織纖維|1 32 27|94 94 38 45|1.0 64
1456 怡華|建材營造|15 156 -31|95 95 33 37|0.9 8
1457 宜進|紡織纖維|24 23 34|97 97 42 50|4.9 13
1467 南緯|紡織纖維|46 22 32|95 100 12 10|1.0 38
1471 首利|電子零組|13 14 -4|64 76 -8 -16|0.3 9
1472 三洋實業|建材營造|114 135 17|98 98 40 77|0.6 8
1473 台南|紡織纖維|52 41 36|99 99 20 9|2.0 15
1474 弘裕|紡織纖維|26 26 26|100 100 19 24|3.3 5
1475 業旺|紡織纖維|20 25 17|94 100 17 8|0.8 6
1476 儒鴻|紡織纖維|18 17 24|85 85 -6 -1|0.9 391
1477 聚陽|紡織纖維|12 10 5|99 99 16 14|0.9 568
1503 士電|電機機械|-1 10 8|83 83 132 200|0.7 6308
1504 東元|電機機械|-17 -6 -5|93 93 25 23|0.6 1319
1513 中興電|電機機械|12 5 -10|86 86 52 95|0.3 9044
1514 亞力|電機機械|20 12 -7|83 83 78 195|0.1 949
1515 力山|電機機械|261 274 119|84 84 11 28|1.2 67
1517 利奇|電機機械|-29 -37 20|88 92 8 14|0.3 6
1519 華城|電機機械|48 159 41|84 84 105 258|1.1 7946
1522 堤維西|汽車工業|-5 9 7|87 87 36 38|0.5 257
1524 耿鼎|汽車工業|14 30 13|99 99 23 25|0.6 157
1527 鑽全|電機機械|-20 2 20|96 96 5 7|0.7 12
1528 恩德|電機機械|-18 -14 -11|70 77 -13 14|0.1 11
1529 樂事綠能|電機機械|7 -21 -160|72 89 3 15|0.4 127
1532 勤美|電機機械|94 67 17|100 100 32 49|3.9 299
1533 車王電|汽車工業|-26 -20 -34|70 83 -10 -8|3.4 6
1535 中宇|電機機械|26 30 11|84 84 32 49|0.7 66
1536 和大|汽車工業|-24 -12 2|75 85 1 -11|1.1 81
1537 廣隆|電機機械|3 25 26|98 98 5 6|0.6 16
1540 喬福|電機機械|40 15 -15|100 100 19 29|1.4 16
1558 伸興|電機機械|1 10 -7|87 89 -2 -7|0.6 6
1560 中砂|電機機械|-5 3 8|90 90 32 54|1.0 855
1565 精華|生技醫療|-6 -1 6|77 91 -4 3|0.6 16
1568 倉佑|汽車工業|-26 -9 8|76 80 -1 -8|0.3 11
1569 濱川|電腦及週|-19 -30 -7|93 93 -4 11|0.4 5
1570 力肯|電機機械|-45 -18 20|60 60 16 33|0.6 38
1580 新麥|電機機械|-16 12 -4|96 96 6 8|0.6 14
1582 信錦|電子零組|12 19 12|100 100 26 41|0.7 204
1584 精剛|其他|-18 0 -40|85 92 3 10|0.7 112
1587 吉茂|汽車工業|-6 -9 7|96 96 162 170|4.7 223
1589 永冠-KY|電機機械|-44 -31 -13|56 75 -7 -6|0.5 35
1590 亞德客-KY|電機機械|-5 17 -1|92 92 13 5|0.7 631
1591 駿吉-KY|電機機械|143 84 118|96 96 35 70|0.6 21
1597 直得|電機機械|3 -18 15|85 85 8 10|1.0 37
1603 華電|電器電纜|-12 22 -2|83 83 29 30|0.6 382
1604 聲寶|電器電纜|9 6 4|93 99 8 10|1.1 26
1605 華新|電器電纜|-14 -20 -16|76 91 2 8|0.7 1138
1608 華榮|電器電纜|-10 6 11|82 82 76 90|0.8 1417
1609 大亞|電器電纜|-5 9 6|87 87 59 76|1.0 5054
1611 中電|電器電纜|-32 -13 -0|82 91 1 9|0.6 25
1612 宏泰|電器電纜|26 6 2|82 82 33 51|0.6 586
1614 三洋電|電器電纜|-19 -10 -4|100 100 12 14|2.4 8
1615 大山|電器電纜|-1 31 11|87 87 27 59|0.5 51
1616 億泰|電器電纜|-2 15 0|89 89 87 148|0.8 108
1617 榮星|電器電纜|-3 11 21|81 81 49 50|0.7 63
1618 合機|電器電纜|24 27 -51|80 80 68 97|1.0 807
1701 中化|生技醫療|2 7 5|82 85 -6 -4|1.0 15
1702 南僑|食品工業|-1 7 -3|99 99 19 25|1.3 44
1707 葡萄王|生技醫療|2 6 4|85 97 1 6|0.5 37
1708 東鹼|化學工業|-12 -9 14|82 92 0 5|1.3 15
1709 和益|化學工業|-12 6 8|78 92 -5 -5|0.7 6
1710 東聯|化學工業|-18 1 -2|75 86 -8 -3|0.6 16
1711 永光|化學工業|-3 -1 6|91 93 7 5|0.4 23
1712 興農|化學工業|4 -2 11|100 100 16 22|1.2 37
1713 國化|化學工業|-14 7 11|91 91 5 24|1.0 14
1717 長興|化學工業|-2 9 14|96 99 16 18|0.5 71
1720 生達|生技醫療|-3 8 3|84 90 -1 5|0.6 25
1721 三晃|化學工業|-20 -4 16|77 79 -2 -15|0.4 11
1722 台肥|化學工業|-13 -4 -8|98 98 5 13|1.8 203
1723 中碳|化學工業|-25 -24 0|90 90 -1 -5|0.7 51
1725 元禎|化學工業|-2 3 12|90 90 112 120|2.6 38
1727 中華化|化學工業|26 2 20|71 89 9 7|0.3 22
1731 美吾華|生技醫療|-17 20 10|94 94 17 21|0.8 15
1732 毛寶|化學工業|-3 10 11|75 75 -13 20|0.3 5
1733 五鼎|生技醫療|-19 4 24|81 81 2 29|0.4 15
1734 杏輝|生技醫療|-19 4 2|98 98 13 16|0.4 24
1736 喬山|運動休閒|12 13 -5|100 100 29 29|2.6 190
1737 臺鹽|食品工業|-5 -7 -1|91 97 1 3|0.9 11
1752 南光|生技醫療|-31 -4 -5|58 74 -9 -14|0.6 6
1760 寶齡富錦|生技醫療|2 27 34|56 80 -7 -14|0.7 53
1762 中化生|生技醫療|-58 -67 -40|46 76 -11 -14|0.5 13
1773 勝一|化學工業|6 9 15|88 88 27 35|0.3 169
1783 和康生|生技醫療|-33 -9 -8|64 87 -6 -8|0.6 5
1784 訊聯|生技醫療|-6 19 2|91 96 11 16|3.3 22
1785 光洋科|其他電子|20 30 22|89 89 12 14|0.3 341
1786 科妍|生技醫療|17 78 32|91 91 37 45|0.5 120
1789 神隆|生技醫療|35 37 27|85 98 13 8|1.3 43
1795 美時|生技醫療|-20 -8 -27|93 93 14 26|0.6 2233
1799 易威|生技醫療|256 92 -4|99 99 78 137|0.6 6
1802 台玻|玻璃陶瓷|-11 4 -3|76 89 -6 -6|0.7 51
1805 寶徠|建材營造|-17 -4 -152|100 100 29 64|2.2 20
1808 潤隆|建材營造|-45 -69 -10267|90 90 12 24|1.1 480
1809 中釉|玻璃陶瓷|-1 19 19|73 73 48 86|0.6 66
1810 和成|玻璃陶瓷|-3 7 5|70 90 13 10|0.6 32
1815 富喬|電子零組|-9 -19 12|84 84 23 7|0.3 184
1817 凱撒衛|玻璃陶瓷|-12 23 20|100 100 7 12|4.6 12
1903 士紙|造紙工業|-15 -4 -9|91 100 27 33|4.7 50
1904 正隆|造紙工業|-5 1 2|84 97 1 4|0.9 25
1905 華紙|造紙工業|-7 -0 10|74 94 4 15|2.2 105
1907 永豐餘|造紙工業|-5 5 8|81 90 4 6|1.5 49
1909 榮成|造紙工業|-5 3 9|89 100 13 15|2.4 37
2002 中鋼|鋼鐵工業|-3 4 16|85 92 -1 3|0.7 607
2006 東和鋼鐵|鋼鐵工業|1 13 4|98 98 6 18|0.7 163
2007 燁興|鋼鐵工業|17 3 20|86 86 3 27|0.6 20
2009 第一銅|鋼鐵工業|-10 8 7|92 92 53 68|1.5 1294
2010 春源|鋼鐵工業|0 11 15|100 100 28 41|1.9 46
2013 中鋼構|鋼鐵工業|2 -4 0|94 94 16 21|0.4 21
2014 中鴻|鋼鐵工業|-19 -2 0|83 83 -2 9|0.7 189
2015 豐興|鋼鐵工業|-13 4 8|100 100 11 18|0.9 28
2017 官田鋼|鋼鐵工業|7 10 10|94 97 3 16|1.7 21
2020 美亞|鋼鐵工業|-19 -7 -11|100 100 24 43|1.0 64
2022 聚亨|鋼鐵工業|-22 7 12|77 90 6 4|0.4 17
2023 燁輝|鋼鐵工業|-8 14 15|84 84 -2 1|0.8 32
2025 千興|鋼鐵工業|na na na|85 85 49 42|0.3 30
2027 大成鋼|鋼鐵工業|-26 -20 -5|93 95 1 1|0.8 287
2028 威致|鋼鐵工業|-31 -1 16|90 90 10 20|0.6 20
2029 盛餘|鋼鐵工業|-0 18 -0|95 95 4 27|0.9 17
2030 彰源|鋼鐵工業|-14 -7 8|87 93 1 10|0.8 11
2031 新光鋼|鋼鐵工業|-28 6 4|91 91 10 31|0.9 126
2032 新鋼|鋼鐵工業|-6 -9 -1|88 88 2 18|0.4 8
2033 佳大|鋼鐵工業|-17 -0 17|86 86 0 13|0.5 5
2034 允強|鋼鐵工業|-25 -19 -8|90 92 -4 -3|0.7 12
2038 海光|鋼鐵工業|-10 4 14|88 88 1 23|0.6 35
2049 上銀|電機機械|-12 -1 8|81 81 5 17|0.5 673
2059 川湖|電子零組|68 67 68|82 82 15 71|0.7 1698
2061 風青|電器電纜|10 10 10|95 95 46 56|2.5 10
2062 橋椿|居家生活|-3 50 33|97 97 20 34|0.8 21
2065 世豐|鋼鐵工業|-14 -13 2|98 98 9 15|0.4 5
2066 世德|電機機械|1 1 6|98 98 66 93|2.6 235
2101 南港|橡膠工業|18 16 3|98 98 40 63|4.1 1197
2102 泰豐|橡膠工業|-77 -80 1|96 98 12 15|4.8 12
2103 台橡|橡膠工業|-1 8 11|92 100 10 8|1.9 52
2104 國際中橡|橡膠工業|-5 -4 17|78 89 -3 -7|1.3 25
2105 正新|橡膠工業|-7 5 4|94 94 6 6|1.1 239
2106 建大|橡膠工業|-2 1 8|99 99 13 16|0.9 33
2107 厚生|橡膠工業|-30 -17 2|100 100 15 17|2.8 18
2108 南帝|橡膠工業|6 -0 11|88 90 -3 2|2.2 12
2109 華豐|橡膠工業|-10 6 12|98 98 24 29|0.4 19
2115 六暉-KY|汽車工業|32 29 29|95 100 11 6|2.2 6
2201 裕隆|汽車工業|6 8 -1|80 88 -0 -5|1.2 304
2204 中華|汽車工業|29 35 2|99 99 30 69|0.8 533
2206 三陽工業|汽車工業|-1 11 -10|92 100 23 32|2.6 433
2207 和泰車|汽車工業|-7 8 -6|73 87 -3 3|1.0 159
2208 台船|航運業|-40 -34 -35|72 84 -3 -7|0.5 64
2211 長榮鋼|鋼鐵工業|-10 19 9|99 99 40 109|0.8 278
2227 裕日車|汽車工業|-3 6 -19|68 70 -22 -27|0.6 6
2228 劍麟|汽車工業|2 13 -2|93 93 10 15|0.6 30
2230 泰茂|居家生活|121 175 101|90 90 4 34|0.9 124
2231 為升|汽車工業|-26 -10 -15|66 80 -15 -15|1.8 43
2233 宇隆|汽車工業|0 12 5|86 86 4 -2|0.5 18
2236 百達-KY|汽車工業|-24 -3 -24|85 85 13 4|0.5 63
2241 艾姆勒|汽車工業|2 9 -31|95 95 47 40|4.0 125
2247 汎德永業|汽車工業|4 7 -4|96 100 13 9|1.8 21
2250 IKKA-KY|汽車工業|1 13 4|86 86 18 53|0.4 11
2254 巨鎧精密-創|汽車工業|-40 -3 na|na 82 11 -17|1.0 23
2258 鴻華先進-創|汽車工業|1557 1274 na|na na -1 na|0.5 14
2301 光寶科|電腦及週|-15 -16 -2|64 82 -10 1|0.6 1469
2303 聯電|半導體業|3 1 17|94 94 -1 9|0.7 2654
2305 全友|電腦及週|14 80 50|76 76 -2 -9|0.3 10
2308 台達電|電子零組|-8 -1 -3|83 86 7 7|0.9 3072
2312 金寶|其他電子|-13 -16 -1|82 86 -8 5|0.4 42
2313 華通|電子零組|19 15 18|93 93 11 48|0.5 1245
2314 台揚|通信網路|-54 -63 -20|64 75 -12 -11|0.5 27
2316 楠梓電|電子零組|1 -0 19|98 98 33 44|2.7 194
2317 鴻海|其他電子|12 -7 2|97 97 53 60|0.8 16460
2323 中環|光電業|-1 7 5|90 98 23 21|3.6 116
2324 仁寶|電腦及週|-2 -5 -0|90 90 -2 29|0.6 710
2327 國巨*|電子零組|11 9 15|99 99 13 19|0.9 1733
2328 廣宇|電子零組|-5 -22 -15|79 90 2 2|0.4 71
2329 華泰|半導體業|21 29 10|76 76 0 52|0.3 836
2330 台積電|半導體業|34 18 19|94 94 24 47|0.8 32192
2331 精英|電腦及週|-12 -23 9|76 91 -3 19|0.5 130
2332 友訊|通信網路|-14 -16 -5|70 88 -8 -2|0.4 36
2337 旺宏|半導體業|-25 -18 13|76 84 -11 -1|1.2 230
2338 光罩|半導體業|16 20 19|84 88 -1 -0|0.5 59
2340 台亞|半導體業|14 15 11|69 78 -14 -13|0.5 43
2342 茂矽|半導體業|-2 -10 17|67 86 -4 -7|0.4 10
2344 華邦電|半導體業|9 16 22|84 84 -7 4|0.7 638
2345 智邦|通信網路|4 -5 -8|82 82 -10 -6|1.2 1760
2347 聯強|電子通路|0 18 18|100 100 12 19|1.0 396
2348 海悅|其他|80 325 198|98 98 102 145|1.8 291
2351 順德|半導體業|-21 -10 -1|81 89 3 7|2.3 80
2352 佳世達|電腦及週|-12 -7 5|72 86 -10 -2|0.3 292
2353 宏碁|電腦及週|14 12 12|82 82 -6 31|0.5 980
2354 鴻準|其他電子|-61 -63 -36|93 93 20 16|0.7 883
2355 敬鵬|電子零組|-8 3 5|74 74 -7 18|0.4 139
2356 英業達|電腦及週|6 9 9|73 86 -7 31|0.3 1461
2357 華碩|電腦及週|1 12 14|87 87 -6 26|0.6 1063
2359 所羅門|其他電子|-28 -14 -1|90 90 140 192|4.1 478
2360 致茂|其他電子|10 0 13|86 89 20 16|0.7 480
2362 藍天|電腦及週|-1 0 -29|88 88 -4 34|1.3 103
2363 矽統|半導體業|-20 12 -22|80 80 34 17|2.2 2367
2364 倫飛|電腦及週|-8 -0 -10|56 59 -10 -39|0.3 10
2365 昆盈|電腦及週|23 28 27|75 75 28 66|0.2 101
2367 燿華|電子零組|16 21 26|90 90 36 42|0.4 629
2368 金像電|電子零組|24 44 38|71 71 -9 12|0.6 1533
2369 菱生|半導體業|-1 8 2|79 79 -6 6|0.1 54
2371 大同|電機機械|-9 -2 -44|95 95 49 83|1.2 8421
2374 佳能|光電業|35 35 30|95 95 62 81|1.3 892
2375 凱美|電子零組|-2 10 18|81 81 -4 3|0.8 28
2376 技嘉|電腦及週|149 98 40|76 76 -2 33|0.4 3837
2377 微星|電腦及週|0 10 -1|78 78 -13 -4|0.6 458
2379 瑞昱|半導體業|14 33 30|85 85 14 27|0.8 1866
2382 廣達|電腦及週|10 -3 8|90 90 8 43|0.7 10332
2383 台光電|電子零組|66 77 43|77 77 -1 17|0.9 3042
2385 群光|電子零組|-3 1 10|80 80 24 66|0.4 958
2387 精元|電腦及週|6 17 15|94 94 9 26|0.4 60
2388 威盛|半導體業|4 9 -36|72 72 -11 7|0.7 854
2390 云辰|其他電子|23 3 -5|75 75 -9 -12|0.2 5
2392 正崴|電子零組|6 -0 5|91 91 4 21|0.8 82
2393 億光|光電業|9 11 13|100 100 29 43|1.3 248
2395 研華|電腦及週|-23 -20 -8|88 88 6 8|1.1 408
2399 映泰|電腦及週|-18 -9 -12|73 76 -13 -14|0.2 18
2401 凌陽|半導體業|19 14 11|78 78 -14 -5|2.1 101
2402 毅嘉|電子零組|-6 5 -7|71 90 -2 3|0.5 121
2404 漢唐|其他電子|-28 -20 -44|90 90 44 63|0.5 1014
2405 輔信|電腦及週|4 5 3|85 85 1 10|0.2 82
2406 國碩|光電業|54 50 66|99 99 21 27|0.8 70
2408 南亞科|半導體業|58 48 56|84 84 -7 3|0.6 961
2409 友達|光電業|11 17 -3|87 93 -6 15|1.6 807
2412 中華電|通信網路|-1 1 -1|98 98 3 7|0.9 1230
2417 圓剛|電腦及週|-3 11 19|69 69 9 12|0.2 75
2419 仲琦|通信網路|-9 -25 4|59 80 -11 2|0.3 29
2420 新巨|電子零組|1 -0 16|100 100 15 21|0.4 14
2421 建準|電子零組|-8 3 8|75 82 1 29|0.4 672
2423 固緯|其他電子|4 -10 -13|98 98 13 36|3.3 17
2425 承啟|電腦及週|-7 1 -14|63 71 -17 -14|0.3 39
2426 鼎元|光電業|1 6 3|81 87 -7 -2|0.4 7
2427 三商電|資訊服務|293 86 59|90 94 18 1|1.3 115
2428 興勤|電子零組|-10 -9 -3|89 89 -4 15|0.3 53
2430 燦坤|電子通路|-3 -6 2|88 95 -1 1|0.4 7
2436 偉詮電|半導體業|4 21 1|78 78 -9 -4|0.4 58
2439 美律|通信網路|11 16 11|95 95 18 37|0.9 303
2440 太空梭|電子零組|27 74 52|97 97 26 30|1.1 22
2441 超豐|半導體業|5 17 15|95 95 4 5|0.6 43
2442 新美齊|建材營造|614 1126 -215|98 98 32 68|2.3 124
2449 京元電子|半導體業|7 6 11|81 81 16 19|1.2 1261
2451 創見|半導體業|-15 7 12|100 100 20 28|1.1 101
2453 凌群|資訊服務|13 12 2|81 91 1 23|0.5 51
2454 聯發科|半導體業|18 48 45|81 81 7 22|0.8 6557
2455 全新|通信網路|61 126 65|79 79 18 1|0.5 327
2457 飛宏|電子零組|-32 -12 -0|63 83 -10 1|0.8 134
2458 義隆|半導體業|39 29 7|99 99 12 17|1.1 450
2459 敦吉|其他電子|-26 -14 -6|100 100 15 30|1.3 11
2460 建通|電子零組|-2 20 13|75 75 -5 13|0.2 27
2461 光群雷|其他電子|8 3 10|95 100 5 13|2.5 40
2462 良得電|電子零組|-12 -7 7|76 78 -9 -14|0.3 13
2464 盟立|其他電子|-42 -39 -13|87 87 31 30|1.2 287
2465 麗臺|電腦及週|5 26 17|78 78 79 136|1.0 772
2467 志聖|電子零組|30 11 35|93 93 64 195|0.5 504
2468 華經|資訊服務|-35 10 1|62 80 -4 -7|0.3 8
2471 資通|資訊服務|-9 -17 -15|87 92 -2 15|0.4 21
2472 立隆電|電子零組|3 5 12|99 99 8 39|1.1 115
2474 可成|其他電子|6 3 16|98 98 12 24|1.0 469
2476 鉅祥|電子零組|2 3 14|88 88 4 42|0.2 120
2480 敦陽科|資訊服務|3 2 -4|97 97 5 13|0.6 19
2481 強茂|半導體業|-1 2 -1|72 79 -13 -6|0.7 68
2482 連宇|其他電子|-71 -72 -44|39 66 -18 -24|0.4 12
2484 希華|電子零組|-21 -15 9|88 88 -5 8|0.2 13
2485 兆赫|通信網路|-39 -34 -15|68 83 -9 -16|0.3 19
2486 一詮|光電業|1 8 3|95 95 42 54|1.3 1742
2488 漢平|其他電子|73 45 46|100 100 17 25|0.5 24
2489 瑞軒|光電業|44 31 13|90 90 12 32|0.7 65
2492 華新科|電子零組|2 5 4|80 80 3 8|0.7 341
2493 揚博|電子零組|12 3 3|94 94 22 42|0.4 34
2495 普安|電腦及週|5 -3 7|79 84 3 14|0.2 14
2497 怡利電|汽車工業|2 14 -0|78 85 -4 -7|3.1 20
2498 宏達電|通信網路|-57 -31 -26|67 78 -17 -3|0.7 145
2501 國建|建材營造|256 148 109|94 94 115 157|5.0 1150
2504 國產|建材營造|-12 5 6|100 100 75 102|2.5 772
2505 國揚|建材營造|-12 -42 11|100 100 39 73|4.8 47
2506 太設|建材營造|42 127 24|98 98 37 50|3.0 99
2509 全坤建|建材營造|6 10 0|100 100 49 72|3.2 94
2511 太子|建材營造|24 -14 1|98 98 24 22|3.3 94
2514 龍邦|其他|170 314 137|100 100 20 18|2.2 38
2515 中工|建材營造|37 28 -7|94 94 41 51|2.7 1898
2516 新建|建材營造|-19 4 -17|87 87 8 40|1.0 33
2520 冠德|建材營造|58 18 16|100 100 56 76|3.9 625
2524 京城|建材營造|134 126 68|100 100 74 80|2.4 36
2527 宏璟|建材營造|291 413 160|85 85 85 138|3.3 160
2528 皇普|建材營造|139 -20 -31998|100 100 45 93|1.1 57
2530 華建|建材營造|40164 19744 -1292|99 99 43 98|1.0 146
2534 宏盛|建材營造|-40 -64 -0|100 100 46 62|4.9 67
2535 達欣工|建材營造|12 12 20|100 100 31 59|1.1 67
2536 宏普|建材營造|1 678 -1569|97 97 28 42|4.6 64
2537 聯上發|建材營造|535 332 -5716|100 100 105 147|2.8 307
2538 基泰|建材營造|-46 -33 -37|96 96 5 8|2.1 22
2539 櫻花建|建材營造|-24 -31 na|96 96 54 70|0.8 96
2540 愛山林|建材營造|1 108 7|100 100 66 81|2.1 274
2542 興富發|建材營造|-24 -48 -525|100 100 18 14|3.1 254
2543 皇昌|建材營造|8 17 -18|100 100 111 184|1.1 396
2545 皇翔|建材營造|1807 588 439|100 100 41 58|3.8 117
2546 根基|建材營造|-10 -4 -1|98 98 36 46|2.9 27
2547 日勝生|建材營造|30 21 -12|100 100 27 41|2.4 109
2548 華固|建材營造|-100 -100 -612|100 100 74 82|2.2 571
2596 綠意|建材營造|33 138 -580|100 100 30 70|1.5 13
2597 潤弘|建材營造|-1 15 18|100 100 58 85|1.9 122
2603 長榮|航運業|37 36 65|95 95 18 69|1.1 6314
2605 新興|航運業|19 9 5|88 88 8 19|1.1 183
2606 裕民|航運業|21 38 24|95 95 12 23|0.7 309
2607 榮運|航運業|23 36 28|96 96 1 15|1.8 139
2608 嘉里大榮|航運業|-9 4 7|99 99 14 15|1.7 20
2609 陽明|航運業|20 19 58|88 88 3 22|3.3 979
2610 華航|航運業|10 15 -8|78 96 5 11|3.3 838
2611 志信|航運業|4 36 27|98 98 78 142|3.3 94
2612 中航|航運業|13 10 14|76 76 1 16|0.8 18
2614 東森|其他|-2 3 3|63 82 -7 -9|0.6 11
2615 萬海|航運業|9 9 48|80 82 -2 7|2.8 296
2617 台航|航運業|7 10 7|98 98 13 33|2.1 50
2618 長榮航|航運業|8 18 -20|91 100 19 35|3.3 2600
2630 亞航|航運業|23 12 -7|70 96 21 39|1.0 297
2633 台灣高鐵|航運業|13 11 -24|92 98 1 2|0.9 83
2634 漢翔|航運業|6 8 -10|91 99 15 19|0.9 1131
2636 台驊控股|航運業|40 38 52|96 96 10 45|0.9 144
2637 慧洋-KY|航運業|30 32 44|98 98 30 63|0.8 405
2640 大車隊|數位雲端|-5 10 -3|90 99 16 22|1.3 10
2641 正德|航運業|35 53 38|89 89 0 29|1.4 55
2643 捷迅|航運業|93 32 39|100 100 16 33|2.3 15
2645 長榮航太|航運業|0 12 -10|83 93 9 19|0.8 201
2704 國賓|觀光餐旅|8 1 6|89 89 46 40|0.8 64
2705 六福|觀光餐旅|15 6 -42|82 100 23 30|5.9 15
2707 晶華|觀光餐旅|1 2 -17|76 97 12 18|2.6 56
2718 全心投控|建材營造|-85 739 -780|100 100 140 180|2.9 7
2722 夏都|觀光餐旅|-1 -13 -5|62 93 18 52|3.3 29
2723 美食-KY|觀光餐旅|-8 -11 -12|57 88 -5 -5|0.7 31
2727 王品|觀光餐旅|10 2 -18|72 92 -3 1|0.9 170
2729 瓦城|觀光餐旅|21 12 -15|80 96 0 0|0.4 14
2731 雄獅|觀光餐旅|82 82 -537|80 100 19 23|3.3 367
2732 六角|觀光餐旅|1 -1 2|68 89 -3 25|0.4 20
2734 易飛網|觀光餐旅|70 91 -237|57 83 6 12|3.3 10
2736 富野|觀光餐旅|-35 -48 -40|57 89 3 28|4.3 17
2739 寒舍|觀光餐旅|21 14 -31|90 100 28 98|4.6 35
2743 山富|觀光餐旅|180 159 -729|88 100 28 40|5.2 193
2745 五福|觀光餐旅|175 174 -2220|100 100 57 103|3.9 88
2748 雲品|觀光餐旅|44 23 2|64 83 -3 19|2.2 58
2753 八方雲集|觀光餐旅|9 12 3|88 96 3 3|0.9 31
2754 亞洲藏壽司|觀光餐旅|31 23 -8|49 76 -14 -15|0.7 11
2762 世界健身-KY|運動休閒|-1 6 na|na na -18 na|0.3 16
2801 彰銀|金融保險|-8 5 -3|99 99 4 6|1.4 196
2809 京城銀|金融保險|501 172 -15|100 100 41 56|1.1 238
2812 台中銀|金融保險|8 13 -2|100 100 12 21|0.5 76
2816 旺旺保|金融保險|16 17 -4|87 87 5 -1|0.9 23
2820 華票|金融保險|-38 -1 -101|100 100 5 9|1.3 10
2832 台產|金融保險|12 14 1|100 100 14 22|1.4 19
