# 2023-08-01 全池(1185 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1402 遠東新|紡織纖維|-9 -9 -9|92 92 -4 -4|0.9 214
1409 新纖|紡織纖維|-12 -20 -5|92 92 -2 -5|0.6 22
1417 嘉裕|紡織纖維|-10 20 1|85 93 -3 -5|0.7 7
1432 大魯閣|運動休閒|42 44 -14|78 78 15 27|0.2 8
1434 福懋|紡織纖維|-21 -22 -15|97 97 -3 1|1.4 55
1440 南紡|紡織纖維|-11 -10 -12|84 88 -6 -9|1.0 16
1442 名軒|建材營造|-17 23 -406|98 99 17 18|3.1 27
1444 力麗|紡織纖維|-41 -39 -21|92 97 3 5|0.4 23
1446 宏和|紡織纖維|-14 -0 -14|98 98 25 17|0.7 6
1449 佳和|紡織纖維|-3 -11 -3|77 77 21 18|0.3 5
1467 南緯|紡織纖維|-35 -31 -5|96 99 6 8|1.4 46
1471 首利|電子零組|-26 -5 5|79 79 55 84|1.2 114
1476 儒鴻|紡織纖維|-34 -30 -18|97 97 14 14|1.0 323
1477 聚陽|紡織纖維|7 -2 -4|98 98 36 52|0.9 1204
1503 士電|電機機械|-16 2 -10|88 88 29 122|0.4 1227
1504 東元|電機機械|1 4 -4|90 90 20 90|1.5 1217
1513 中興電|電機機械|9 13 1|81 81 8 46|0.8 2713
1514 亞力|電機機械|9 17 -12|89 89 25 85|0.4 736
1515 力山|電機機械|29 8 60|92 92 19 15|0.4 37
1517 利奇|電機機械|-76 -66 -36|67 81 -11 -18|0.9 6
1519 華城|電機機械|50 57 49|90 90 120 289|0.3 330
1522 堤維西|汽車工業|-9 -4 -10|92 92 18 23|0.9 118
1524 耿鼎|汽車工業|-3 -2 -14|78 84 -6 -11|0.4 30
1525 江申|汽車工業|-2 19 -21|78 78 38 62|0.2 43
1527 鑽全|電機機械|-40 -45 -13|91 91 -1 -2|0.9 9
1528 恩德|電機機械|-18 -8 -11|78 78 12 37|0.4 73
1529 樂事綠能|電機機械|15 214 72|83 83 0 72|0.4 200
1532 勤美|電機機械|148 47 65|99 99 17 30|1.8 34
1533 車王電|汽車工業|-3 48 19|89 89 8 19|0.3 68
1535 中宇|電機機械|14 21 13|99 99 17 44|1.0 21
1536 和大|汽車工業|-25 -7 -14|72 90 -3 -7|0.6 48
1537 廣隆|電機機械|-24 -21 -66|100 100 2 3|1.1 13
1539 巨庭|電機機械|-47 -39 11|58 83 -3 -5|0.5 6
1540 喬福|電機機械|63 31 -54|87 87 7 14|0.4 10
1558 伸興|電機機械|-18 2 -9|85 89 -1 -7|0.9 9
1560 中砂|電機機械|-22 -15 -15|83 90 27 16|1.7 878
1565 精華|生技醫療|-31 -11 1|80 80 -12 -16|0.6 46
1568 倉佑|汽車工業|-10 -3 11|84 92 12 6|0.4 9
1569 濱川|電腦及週|-38 -31 -4|89 97 4 7|1.7 5
1580 新麥|電機機械|7 14 15|97 97 31 49|0.7 27
1582 信錦|電子零組|-32 -22 2|88 96 1 -1|1.2 9
1584 精剛|其他|34 56 -6|81 81 -12 46|0.3 153
1589 永冠-KY|電機機械|-32 3 -12|68 68 -30 -18|0.6 74
1590 亞德客-KY|電機機械|10 11 6|78 78 -10 -9|1.7 544
1591 駿吉-KY|電機機械|-96 -96 na|96 96 48 107|1.5 83
1597 直得|電機機械|-54 -34 -12|80 80 -11 -8|0.6 6
1598 岱宇|運動休閒|-2 10 23|73 73 -10 -14|0.4 14
1603 華電|電器電纜|13 26 -18|93 93 34 35|1.1 82
1604 聲寶|電器電纜|4 1 5|84 84 5 10|0.4 25
1605 華新|電器電纜|-0 -2 -6|72 72 -16 -22|0.5 896
1608 華榮|電器電纜|-24 -18 -8|88 88 29 36|0.4 75
1609 大亞|電器電纜|-6 -10 -2|95 95 23 60|0.4 1279
1611 中電|電器電纜|-18 -21 -6|85 85 1 26|0.3 52
1612 宏泰|電器電纜|20 3 3|95 95 34 41|1.5 84
1616 億泰|電器電纜|19 17 6|93 93 11 38|0.7 7
1618 合機|電器電纜|253 134 68|93 93 49 85|2.3 325
1701 中化|生技醫療|3 2 -7|68 89 -8 -8|0.5 29
1702 南僑|食品工業|6 11 4|97 97 1 10|1.8 17
1707 葡萄王|生技醫療|7 -2 -7|97 97 1 9|2.1 50
1708 東鹼|化學工業|-38 -27 -43|71 82 -10 -12|0.7 49
1709 和益|化學工業|-4 -5 -7|93 93 -5 9|0.8 17
1710 東聯|化學工業|3 -3 15|95 95 4 19|1.2 60
1711 永光|化學工業|-15 -18 -5|94 94 -1 11|0.5 68
1712 興農|化學工業|-31 -25 -25|86 91 -1 1|0.8 20
1717 長興|化學工業|-17 -18 -3|90 90 -4 -2|0.8 34
1720 生達|生技醫療|-9 3 -21|83 83 -14 13|0.5 60
1721 三晃|化學工業|-39 -41 -24|80 80 -13 -7|0.3 12
1722 台肥|化學工業|198 64 53|99 99 9 14|0.9 104
1723 中碳|化學工業|-31 -30 -28|97 97 1 6|0.8 41
1727 中華化|化學工業|-26 -24 -14|79 79 -17 29|0.6 52
1731 美吾華|生技醫療|-11 11 11|87 87 0 14|0.4 9
1733 五鼎|生技醫療|-31 -31 -22|93 93 -1 10|0.4 8
1734 杏輝|生技醫療|-7 2 -13|88 88 1 8|0.5 44
1736 喬山|運動休閒|44 31 17|94 99 21 10|1.2 133
1737 臺鹽|食品工業|2 -1 8|97 97 3 6|0.9 12
1752 南光|生技醫療|2 11 -15|78 78 -19 9|0.6 60
1760 寶齡富錦|生技醫療|-48 -42 -33|60 60 -32 -34|1.0 156
1762 中化生|生技醫療|-45 1 -21|73 73 -24 20|0.4 103
1773 勝一|化學工業|-24 -23 -6|92 98 11 4|1.1 28
1783 和康生|生技醫療|0 13 -4|90 90 -10 22|2.0 77
1784 訊聯|生技醫療|33 22 7|93 93 -1 54|0.7 61
1785 光洋科|其他電子|-25 -15 13|96 96 8 10|1.1 105
1786 科妍|生技醫療|26 41 8|91 91 18 46|1.1 88
1789 神隆|生技醫療|28 0 -14|97 97 18 24|1.0 95
1795 美時|生技醫療|6 53 6|86 86 5 20|0.6 2565
1796 金穎生技|食品工業|43 51 21|64 64 -27 36|0.2 10
1802 台玻|玻璃陶瓷|1 2 15|85 91 11 -8|3.6 102
1806 冠軍|玻璃陶瓷|-9 -1 12|87 87 10 10|0.2 13
1808 潤隆|建材營造|1479 1910 1360|96 96 10 14|0.8 27
1809 中釉|玻璃陶瓷|-13 -10 -15|93 93 1 9|1.1 25
1810 和成|玻璃陶瓷|-10 -2 8|76 76 -20 13|0.3 45
1815 富喬|電子零組|-38 -39 -18|98 98 30 24|4.8 33
1903 士紙|造紙工業|-5 14 20|89 89 51 37|4.7 38
1904 正隆|造紙工業|-4 -10 -1|97 97 6 21|2.1 120
1905 華紙|造紙工業|-26 -18 -20|97 97 25 84|2.5 510
1907 永豐餘|造紙工業|-15 -9 -3|94 94 20 45|1.5 222
1909 榮成|造紙工業|-19 -9 6|90 90 -1 -8|1.8 33
2002 中鋼|鋼鐵工業|-32 -29 -6|91 91 0 -9|1.5 598
2006 東和鋼鐵|鋼鐵工業|-1 -2 4|96 96 2 8|1.4 69
2007 燁興|鋼鐵工業|-41 -40 -13|80 80 -4 -18|1.5 5
2009 第一銅|鋼鐵工業|1 -19 2|94 94 4 -4|3.7 28
2010 春源|鋼鐵工業|-22 -18 1|97 97 14 11|1.0 18
2014 中鴻|鋼鐵工業|-40 -39 -1|84 84 2 -12|1.2 139
2015 豐興|鋼鐵工業|-18 -17 -3|96 96 3 5|0.8 10
2017 官田鋼|鋼鐵工業|-1 -20 -0|86 86 -1 10|0.5 13
2020 美亞|鋼鐵工業|91 26 21|100 100 21 17|2.2 22
2023 燁輝|鋼鐵工業|-14 -19 3|89 89 2 -11|1.0 36
2027 大成鋼|鋼鐵工業|-13 -18 -14|99 99 10 10|3.0 396
2028 威致|鋼鐵工業|-4 -16 -1|80 84 -4 -19|0.9 6
2029 盛餘|鋼鐵工業|-18 -20 10|97 97 2 -0|0.8 8
2030 彰源|鋼鐵工業|-27 -23 -4|85 91 -1 -10|0.7 19
2031 新光鋼|鋼鐵工業|-6 -6 -10|95 95 9 8|1.4 81
2034 允強|鋼鐵工業|-26 -23 -5|93 93 -1 -5|0.9 20
2038 海光|鋼鐵工業|-35 -17 -12|83 85 -2 -16|1.5 8
2049 上銀|電機機械|-19 -20 -6|84 84 -5 -4|1.1 307
2059 川湖|電子零組|-38 -32 -24|87 87 119 115|1.8 1882
2066 世德|電機機械|1 -3 -21|89 89 2 19|0.8 54
2101 南港|橡膠工業|1 -8 3|92 92 -3 13|0.5 24
2102 泰豐|橡膠工業|-87 -70 -62|80 80 -15 -15|0.6 6
2103 台橡|橡膠工業|-16 -14 -11|87 87 -4 -8|0.5 19
2104 國際中橡|橡膠工業|-37 -30 -25|92 92 4 3|1.0 41
2105 正新|橡膠工業|-8 3 2|92 92 2 13|0.6 194
2106 建大|橡膠工業|-23 -16 -13|84 97 -1 1|0.7 22
2107 厚生|橡膠工業|76 -7 20|98 98 3 1|0.9 8
2108 南帝|橡膠工業|-29 -34 7|82 82 -7 -7|0.6 14
2201 裕隆|汽車工業|-1 11 7|90 90 6 4|0.7 978
2204 中華|汽車工業|50 32 14|94 94 23 58|0.5 376
2206 三陽工業|汽車工業|27 40 6|82 82 36 127|0.4 834
2207 和泰車|汽車工業|12 27 11|89 89 16 18|0.5 146
2208 台船|航運業|56 45 16|84 84 -4 17|0.5 72
2211 長榮鋼|鋼鐵工業|10 4 27|97 97 10 25|0.8 128
2228 劍麟|汽車工業|23 21 0|92 92 22 28|0.8 91
2230 泰茂|居家生活|7 16 10|74 74 18 94|0.6 51
2231 為升|汽車工業|11 27 9|79 79 -13 -2|0.6 66
2233 宇隆|汽車工業|-4 -7 -3|91 91 -3 7|1.3 17
2236 百達-KY|汽車工業|15 21 4|90 90 57 90|0.7 36
2239 英利-KY|汽車工業|-2 68 28|84 84 -4 8|0.4 10
2241 艾姆勒|汽車工業|43 21 50|100 100 24 32|2.6 20
2247 汎德永業|汽車工業|24 21 0|92 92 15 53|0.3 69
2301 光寶科|電腦及週|-12 -13 -8|97 97 102 140|2.8 11793
2302 麗正|半導體業|-14 1 -8|82 82 -5 11|0.4 14
2303 聯電|半導體業|-23 -22 -25|92 92 2 0|0.9 2329
2305 全友|電腦及週|-16 34 21|60 77 -4 -20|0.3 8
2308 台達電|電子零組|8 12 -9|100 100 26 29|1.2 2888
2312 金寶|其他電子|-12 -6 -22|95 95 30 25|2.0 497
2313 華通|電子零組|-25 -15 -13|89 93 4 2|0.8 471
2314 台揚|通信網路|2 1 -24|86 87 -7 3|0.6 40
2316 楠梓電|電子零組|-33 -30 -2|97 97 66 68|1.9 140
2317 鴻海|其他電子|-20 -14 -18|99 99 10 16|0.7 3482
2323 中環|光電業|-4 -5 9|86 86 62 61|0.5 410
2324 仁寶|電腦及週|-33 2 18|88 88 25 38|0.7 1168
2327 國巨*|電子零組|-18 -15 -12|82 82 -7 -13|1.0 1129
2328 廣宇|電子零組|10 0 -0|91 91 10 5|0.6 280
2329 華泰|半導體業|2 -7 2|95 95 142 136|4.2 1567
2330 台積電|半導體業|-11 -10 -32|96 96 14 6|0.7 11029
2331 精英|電腦及週|-40 -40 -8|87 87 12 37|0.4 181
2332 友訊|通信網路|-6 0 -6|88 88 13 29|0.4 120
2337 旺宏|半導體業|-45 -34 -1|90 90 3 -10|0.9 206
2338 光罩|半導體業|-10 -9 -16|79 79 -4 -16|1.4 211
2340 台亞|半導體業|-21 -24 10|94 94 53 41|1.2 1018
2342 茂矽|半導體業|-32 -35 -20|84 84 -1 -4|0.6 34
2344 華邦電|半導體業|-22 -29 -3|100 100 19 24|1.4 705
2345 智邦|通信網路|6 8 -18|97 97 37 54|1.1 1176
2347 聯強|電子通路|-9 -8 -3|95 95 0 2|0.8 199
2348 海悅|其他|68 17 32|88 96 4 2|0.6 6
2351 順德|半導體業|-5 -8 -5|77 77 -12 -14|0.8 194
2352 佳世達|電腦及週|-20 -17 -7|84 84 47 75|1.1 1138
2353 宏碁|電腦及週|-15 -20 6|86 86 28 45|0.8 1164
2354 鴻準|其他電子|8 -13 -2|94 94 7 2|1.7 202
2355 敬鵬|電子零組|-18 -7 0|95 95 9 14|2.2 94
2356 英業達|電腦及週|-8 -3 2|89 89 106 160|0.5 3579
2357 華碩|電腦及週|-13 -8 2|96 96 35 40|3.4 845
2359 所羅門|其他電子|-17 -23 -19|90 90 18 50|2.4 440
2360 致茂|其他電子|-15 -10 -32|98 98 53 52|1.3 976
2362 藍天|電腦及週|-25 82 78|93 93 15 12|0.7 37
2363 矽統|半導體業|-46 -37 -10|100 100 24 17|5.6 57
2364 倫飛|電腦及週|-10 17 -3|57 75 -17 -22|0.5 13
2365 昆盈|電腦及週|-36 -26 2|94 94 9 12|0.7 9
2367 燿華|電子零組|-10 -7 -22|74 91 -2 -5|0.8 49
2368 金像電|電子零組|-21 -17 -19|88 88 68 83|0.8 2647
2369 菱生|半導體業|-4 -12 16|94 94 32 24|3.5 64
2371 大同|電機機械|105 94 43|88 88 49 45|0.6 1911
2373 震旦行|其他電子|-32 21 16|94 99 0 3|0.5 6
2374 佳能|光電業|-31 -25 -29|77 90 -3 -6|0.8 24
2375 凱美|電子零組|-27 -20 5|79 79 -9 -1|0.7 19
2376 技嘉|電腦及週|18 17 22|90 90 133 170|1.1 9181
2377 微星|電腦及週|-13 -14 6|90 90 34 43|1.3 1048
2379 瑞昱|半導體業|-7 -14 3|100 100 18 25|1.4 966
2380 虹光|電腦及週|-19 -18 -13|73 92 3 -7|0.7 10
2382 廣達|電腦及週|-27 -5 -12|90 90 165 232|1.8 22566
2383 台光電|電子零組|-6 -8 5|97 97 137 116|1.7 3245
2385 群光|電子零組|-16 -11 -4|97 97 15 28|1.9 232
2387 精元|電腦及週|-12 24 21|97 97 1 17|0.6 47
2388 威盛|半導體業|75 39 16|80 80 63 58|0.7 1133
2390 云辰|其他電子|25 18 7|79 96 4 -1|1.0 8
2392 正崴|電子零組|-22 -21 -24|93 93 -2 3|1.6 111
2393 億光|光電業|-19 -13 8|94 94 28 35|1.0 112
2395 研華|電腦及週|-12 3 -7|97 97 17 26|0.9 456
2397 友通|電腦及週|-0 -2 -4|91 91 19 33|0.6 16
2399 映泰|電腦及週|1 10 20|89 89 63 70|0.6 220
2401 凌陽|半導體業|-23 -28 9|98 98 28 24|2.0 178
2402 毅嘉|電子零組|22 23 -1|98 98 33 98|1.1 444
2404 漢唐|其他電子|27 88 -44|100 100 7 13|1.1 322
2405 輔信|電腦及週|-25 -20 -7|91 91 23 27|3.3 140
2406 國碩|光電業|-69 -57 -22|73 80 -12 -16|0.7 21
2408 南亞科|半導體業|-53 -61 1|93 93 10 22|1.2 655
2409 友達|光電業|11 1 33|98 98 21 25|2.7 843
2412 中華電|通信網路|7 2 -1|95 95 -4 8|0.6 742
2413 環科|電子零組|4 -4 -35|79 79 -12 14|0.7 56
2414 精技|電子通路|-14 -0 -4|100 100 7 17|1.0 7
2415 錩新|電子零組|16 -11 -5|87 87 14 15|1.0 19
2417 圓剛|電腦及週|-25 -22 -4|83 83 -7 -10|0.4 5
2419 仲琦|通信網路|-43 0 -31|84 84 71 70|1.2 1228
2420 新巨|電子零組|-22 -27 -14|98 98 15 25|3.4 38
2421 建準|電子零組|-29 -1 -4|90 90 116 206|0.9 2629
2423 固緯|其他電子|-19 9 2|90 90 3 28|0.5 13
2425 承啟|電腦及週|-16 -9 5|91 91 85 80|1.8 511
2426 鼎元|光電業|-3 -11 14|93 93 9 12|5.0 14
2427 三商電|資訊服務|-43 -23 -20|84 84 81 124|0.6 178
2428 興勤|電子零組|-6 -4 -2|100 100 12 17|1.9 79
2430 燦坤|電子通路|-8 -14 -4|91 91 2 1|1.1 5
2436 偉詮電|半導體業|22 7 33|96 96 27 25|0.9 308
2438 翔耀|光電業|-41 -43 10|84 84 -10 59|1.8 6
2439 美律|通信網路|-13 6 -6|92 92 6 10|0.7 65
2441 超豐|半導體業|-24 -25 9|98 98 14 14|1.5 79
2442 新美齊|建材營造|214 241 194|91 91 13 38|0.3 15
2444 兆勁|通信網路|32 3 -3|65 74 -16 -28|1.0 10
2449 京元電子|半導體業|-13 -18 -8|94 94 40 65|1.0 1232
2450 神腦|通信網路|5 1 2|99 99 6 19|0.6 5
2451 創見|半導體業|-13 -18 2|96 96 8 13|0.5 39
2453 凌群|資訊服務|2 15 10|82 82 -3 151|1.5 211
2454 聯發科|半導體業|-25 -37 -17|100 100 17 6|1.4 3634
2455 全新|通信網路|-15 -19 21|95 95 30 47|1.7 742
2457 飛宏|電子零組|-18 -4 -8|78 78 -7 64|0.4 1021
2458 義隆|半導體業|-31 -26 14|97 97 20 10|1.5 337
2459 敦吉|其他電子|-9 -5 -14|99 99 8 15|1.1 6
2460 建通|電子零組|-26 -30 6|91 91 2 29|0.4 20
2461 光群雷|其他電子|-6 -17 -9|99 99 23 47|1.5 86
2462 良得電|電子零組|-40 -32 -15|91 91 1 12|2.1 38
2464 盟立|其他電子|-27 -25 -20|99 99 7 5|2.9 17
2465 麗臺|電腦及週|-24 -25 11|82 85 0 -16|1.0 21
2467 志聖|電子零組|-48 -45 -29|95 95 11 17|1.7 11
2468 華經|資訊服務|-12 47 29|70 70 17 2|0.8 74
2471 資通|資訊服務|6 3 6|85 85 -12 103|1.6 51
2472 立隆電|電子零組|-17 -20 -7|84 84 -7 3|0.8 18
2474 可成|其他電子|-4 41 51|95 95 1 -0|0.8 274
2476 鉅祥|電子零組|-14 -9 -7|84 86 -6 3|1.0 33
2478 大毅|電子零組|-9 -12 10|92 92 -3 2|0.6 8
2480 敦陽科|資訊服務|8 16 10|94 94 16 49|2.4 82
2481 強茂|半導體業|3 2 14|95 95 15 12|0.8 531
2482 連宇|其他電子|43 28 -109|79 79 -8 59|0.2 214
2484 希華|電子零組|-30 -37 -16|83 87 -3 -5|0.6 25
2485 兆赫|通信網路|-5 12 -1|94 94 10 16|1.9 47
2486 一詮|光電業|-10 -16 4|89 89 63 91|0.7 385
2488 漢平|其他電子|-10 -27 -29|100 100 12 18|1.2 7
2489 瑞軒|光電業|-31 -11 18|91 91 12 36|0.5 47
2492 華新科|電子零組|-9 -16 3|88 88 -5 -4|0.8 207
2493 揚博|電子零組|-28 -9 -11|96 96 26 40|0.5 22
2495 普安|電腦及週|-4 -8 -38|88 88 -5 36|0.7 75
2497 怡利電|汽車工業|4 22 -4|76 85 -3 -12|0.4 62
2498 宏達電|通信網路|-2 20 26|81 81 -3 -17|0.9 482
2501 國建|建材營造|177 63 -59|93 93 -2 -0|1.0 15
2504 國產|建材營造|-7 -1 -4|95 95 -2 10|0.4 42
2505 國揚|建材營造|-92 -97 -64|96 98 7 5|1.9 6
2511 太子|建材營造|-39 -41 -5|97 97 -2 6|1.2 5
2515 中工|建材營造|63 72 55|91 91 1 25|0.3 102
2520 冠德|建材營造|-13 -8 -20|100 100 11 13|3.5 41
2528 皇普|建材營造|383975 127995 95936|95 95 13 65|0.4 5
2530 華建|建材營造|67 -44 -16845|98 98 13 43|0.9 15
2534 宏盛|建材營造|-74 -60 -102|85 90 -3 -3|0.7 46
2535 達欣工|建材營造|-31 -18 -18|95 95 -1 13|1.1 17
2536 宏普|建材營造|77 95 54|99 99 9 18|1.1 8
2538 基泰|建材營造|-69 -60 -68|88 95 0 -2|0.6 6
2539 櫻花建|建材營造|na na na|100 100 31 48|1.3 21
2540 愛山林|建材營造|175 111 83|96 100 23 18|1.0 39
2542 興富發|建材營造|508 465 333|95 98 -1 3|0.6 90
2545 皇翔|建材營造|-65 -67 -32|94 94 -5 7|0.4 11
2546 根基|建材營造|10 35 -21|99 99 10 41|2.0 10
2548 華固|建材營造|-100 -80 -53|98 98 1 10|0.4 30
2597 潤弘|建材營造|-21 -8 -16|87 87 -6 -10|0.8 13
2603 長榮|航運業|-63 -61 -28|79 98 27 23|0.8 3637
2605 新興|航運業|-2 11 8|73 73 -9 -3|1.5 50
2606 裕民|航運業|-9 -3 5|75 75 -11 -9|1.3 168
2607 榮運|航運業|-19 -15 -56|85 99 10 9|1.3 63
2608 嘉里大榮|航運業|-7 -9 -2|87 95 -2 -4|1.0 9
2609 陽明|航運業|-68 -68 -25|71 86 7 4|0.7 2018
2610 華航|航運業|42 28 19|93 93 37 30|0.5 1950
2611 志信|航運業|-18 -22 7|69 83 -2 -6|0.3 6
2612 中航|航運業|-22 -19 -18|100 100 20 18|5.5 14
2614 東森|其他|-1 -1 -2|58 69 -14 -30|0.7 23
2615 萬海|航運業|-68 -67 -21|52 69 -6 -29|0.6 369
2616 山隆|油電燃氣|-16 -17 -5|95 99 -0 5|1.6 6
2617 台航|航運業|-7 3 -10|87 87 -1 9|1.0 43
2618 長榮航|航運業|59 46 10|92 92 41 30|0.4 3434
2630 亞航|航運業|-1 33 11|72 72 46 196|0.3 191
2633 台灣高鐵|航運業|89 89 17|93 93 -0 6|0.5 98
2634 漢翔|航運業|0 33 -11|86 86 -1 62|0.4 804
2636 台驊控股|航運業|-54 -57 1|94 94 1 16|0.5 39
2637 慧洋-KY|航運業|-41 -38 -21|75 75 -14 -15|1.3 169
2640 大車隊|數位雲端|19 21 -1|83 83 -11 33|0.4 8
2641 正德|航運業|-29 -15 -1|81 81 -11 -1|1.0 16
2645 長榮航太|航運業|44 23 -1|na na 5 na|1.4 286
2701 萬企|觀光餐旅|23 34 16|86 86 2 7|0.2 13
2702 華園|觀光餐旅|-12 5 -34|79 79 -1 3|0.3 15
2704 國賓|觀光餐旅|7 15 0|94 94 25 60|0.1 12
2705 六福|觀光餐旅|123 160 43|75 75 7 16|0.2 70
2706 第一店|觀光餐旅|47 49 13|82 82 5 12|0.1 17
2707 晶華|觀光餐旅|58 55 18|80 80 -12 2|0.4 233
2712 遠雄來|觀光餐旅|107 173 -9|84 84 5 8|0.1 6
2719 燦星旅|觀光餐旅|1758 1390 212|69 69 76 163|2.1 29
2722 夏都|觀光餐旅|21 30 -87|64 64 46 120|0.4 62
2723 美食-KY|觀光餐旅|3 17 10|74 74 -22 -17|0.5 86
2727 王品|觀光餐旅|40 53 26|81 81 -8 56|0.5 311
2729 瓦城|觀光餐旅|46 63 28|94 94 27 34|0.4 28
2731 雄獅|觀光餐旅|1744 1270 731|87 87 -7 61|0.7 489
2732 六角|觀光餐旅|-9 -1 -3|73 73 -23 2|0.4 64
2734 易飛網|觀光餐旅|422 400 -57|69 69 60 94|0.7 84
2736 富野|觀光餐旅|53 91 3|72 72 74 68|0.4 96
2739 寒舍|觀光餐旅|95 122 15|64 64 -21 71|0.3 37
2743 山富|觀光餐旅|1960 1646 299|76 76 127 133|0.7 133
2745 五福|觀光餐旅|5657 4679 2662|75 75 107 119|0.7 85
2748 雲品|觀光餐旅|29 50 -18|79 79 15 45|1.1 293
2753 八方雲集|觀光餐旅|5 5 -7|67 67 -3 -20|0.5 57
2754 亞洲藏壽司|觀光餐旅|44 54 -64|77 77 1 16|0.3 38
2755 揚秦|觀光餐旅|14 15 -4|80 80 20 107|0.3 9
2801 彰銀|金融保險|23 17 -7|100 100 5 8|1.0 296
2809 京城銀|金融保險|1093 520 379|99 99 6 6|0.9 46
2812 台中銀|金融保險|28 20 3|99 99 9 21|0.7 91
2820 華票|金融保險|-10 58 60|92 98 2 1|1.1 14
2832 台產|金融保險|8 18 22|100 100 12 17|0.9 7
2834 臺企銀|金融保險|17 18 -6|98 98 4 10|1.4 239
2838 聯邦銀|金融保險|71 38 20|98 98 2 2|1.7 25
2845 遠東銀|金融保險|31 14 -7|100 100 10 5|1.2 73
2850 新產|金融保險|8 11 7|98 99 12 12|0.7 9
2851 中再保|金融保險|3 -9 -6|99 99 30 31|1.2 54
2855 統一證|金融保險|144 68 -188|100 100 27 25|1.8 37
2880 華南金|金融保險|33 12 1|96 98 2 -1|0.8 152
2881 富邦金|金融保險|-7 -26 43|100 100 15 13|1.3 1271
2882 國泰金|金融保險|-1 -10 35|100 100 13 9|1.4 792
2883 凱基金|金融保險|-22 -53 16|90 95 -5 -4|1.4 591
2884 玉山金|金融保險|64 33 22|96 100 9 11|1.4 493
2885 元大金|金融保險|23 7 17|100 100 13 13|1.0 437
2886 兆豐金|金融保險|109 60 41|100 100 19 24|0.8 745
2887 台新新光金|金融保險|19 22 13|100 100 12 21|1.3 388
2889 國票金|金融保險|116 32 43|89 89 -1 -7|1.1 57
2890 永豐金|金融保險|29 18 12|100 100 10 9|1.0 377
2891 中信金|金融保險|8 -11 37|99 99 14 17|1.1 883
2892 第一金|金融保險|15 3 -8|100 100 8 12|1.2 343
2897 王道銀行|金融保險|23 20 -21|100 100 4 9|1.5 41
2903 遠百|貿易百貨|10 16 7|95 95 1 7|0.6 35
2905 三商|貿易百貨|-14 71 46|85 87 -3 -6|0.7 6
2906 高林|貿易百貨|-5 -20 -11|91 94 10 -0|0.7 23
2912 統一超|貿易百貨|9 9 -2|96 96 -1 5|0.9 305
