# 2025-06-02 全池(1074 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1446 宏和|紡織纖維|68 -20 -2255|44 45 -41 -52|0.3 8
1463 強盛新|紡織纖維|-24 196 -99|68 68 -28 -15|0.3 8
1464 得力|紡織纖維|7 41 9|69 69 -30 -14|0.4 11
1466 聚隆|紡織纖維|10 20 -0|91 91 30 24|0.8 22
1472 三洋實業|建材營造|109 73 44|91 91 30 49|0.6 11
1473 台南|紡織纖維|14 12 2|54 78 -22 -18|0.5 6
1476 儒鴻|紡織纖維|18 20 -2|71 73 -21 -23|1.0 448
1477 聚陽|紡織纖維|6 8 -2|60 71 -28 -14|0.9 458
1503 士電|電機機械|-13 -4 -11|57 84 -5 -13|1.4 1103
1504 東元|電機機械|4 6 10|93 95 -3 -1|0.6 171
1513 中興電|電機機械|14 10 -4|64 93 2 -6|0.6 904
1514 亞力|電機機械|2 4 9|66 89 -3 -7|0.5 506
1515 力山|電機機械|-17 -40 -7|62 81 -18 -4|1.6 7
1516 川飛|其他|-100 -92 na|79 100 28 25|2.0 6
1519 華城|電機機械|44 39 -9|44 67 -27 -20|0.8 1944
1522 堤維西|汽車工業|-17 -6 -5|63 68 -29 -28|0.3 41
1524 耿鼎|汽車工業|2 11 4|73 73 -12 -15|0.2 63
1527 鑽全|電機機械|5 6 -8|78 85 -15 -12|0.6 6
1528 恩德|電機機械|-32 -23 -13|60 74 -24 -24|0.3 17
1529 樂事綠能|電機機械|78 163 105|75 99 18 15|1.0 57
1532 勤美|電機機械|-53 -47 -31|51 76 -20 -23|0.5 21
1536 和大|汽車工業|-10 -11 0|67 67 -26 -6|0.5 322
1537 廣隆|電機機械|-7 -3 -20|88 89 -8 -11|0.4 10
1540 喬福|電機機械|12 13 -4|60 74 -24 -24|0.3 15
1560 中砂|電機機械|29 20 5|72 88 3 -8|0.7 704
1563 巧新|汽車工業|-9 -0 7|68 81 -16 -6|0.3 17
1565 精華|生技醫療|10 13 6|69 71 -13 -26|0.8 24
1569 濱川|電腦及週|8 34 30|57 57 -43 -22|0.2 163
1580 新麥|電機機械|15 26 15|92 92 -4 -2|0.5 7
1582 信錦|電子零組|-7 5 1|66 73 -25 -14|0.6 43
1584 精剛|其他|-15 6 -1|64 85 -0 -14|0.2 47
1590 亞德客-KY|電機機械|11 33 26|77 94 -0 16|0.9 768
1591 駿吉-KY|電機機械|-66 -56 -226|58 73 -17 -9|0.5 5
1597 直得|電機機械|21 12 4|69 69 -16 -4|0.9 332
1598 岱宇|運動休閒|10 5 3|67 67 -26 -22|0.4 6
1603 華電|電器電纜|70 79 47|75 94 -1 -3|0.8 14
1604 聲寶|電器電纜|0 -1 -6|94 97 -2 -1|0.6 8
1605 華新|電器電纜|16 16 11|55 70 -24 -24|0.6 311
1608 華榮|電器電纜|-7 8 -8|54 79 -16 -19|0.3 24
1609 大亞|電器電纜|9 12 -1|63 80 -14 -20|0.5 118
1612 宏泰|電器電纜|-2 16 7|82 91 -4 -4|0.5 13
1616 億泰|電器電纜|1 14 2|99 99 34 20|0.6 69
1618 合機|電器電纜|225 113 69|76 91 -2 4|0.8 232
1702 南僑|食品工業|1 4 -1|73 87 -8 -13|2.0 27
1707 葡萄王|生技醫療|-7 -2 -4|86 86 -10 -12|0.7 14
1708 東鹼|化學工業|-6 7 -4|80 82 -16 -16|1.1 49
1709 和益|化學工業|-32 -12 -19|69 82 -17 -18|0.9 6
1710 東聯|化學工業|3 29 9|68 74 -23 -21|0.5 12
1711 永光|化學工業|4 9 5|60 73 -20 -25|6.2 13
1712 興農|化學工業|7 3 3|94 94 -6 -1|0.3 15
1713 國化|化學工業|-33 -9 -14|87 90 -4 12|1.1 13
1717 長興|化學工業|-5 6 3|76 89 -7 -11|3.7 29
1720 生達|生技醫療|9 13 6|76 89 -7 -10|0.5 6
1721 三晃|化學工業|-31 -9 -13|45 63 -26 -36|2.9 8
1722 台肥|化學工業|8 9 14|83 89 -2 -8|0.9 115
1723 中碳|化學工業|-31 -17 -16|80 92 -6 -5|0.8 15
1727 中華化|化學工業|13 9 -13|54 66 -25 -34|3.1 6
1732 毛寶|化學工業|5 9 3|96 96 15 17|8.7 19
1734 杏輝|生技醫療|12 13 4|87 98 5 6|0.7 7
1736 喬山|運動休閒|22 27 -2|65 65 -31 -6|0.6 122
1760 寶齡富錦|生技醫療|9 7 3|81 92 -0 -8|6.4 12
1773 勝一|化學工業|3 11 1|83 90 -4 -8|1.5 25
1784 訊聯|生技醫療|2 4 0|46 69 -17 -25|0.4 7
1785 光洋科|其他電子|47 55 21|76 82 -11 -6|0.3 213
1786 科妍|生技醫療|2 5 -7|72 77 -21 7|0.7 34
1789 神隆|生技醫療|0 -17 -12|59 73 -23 -25|3.8 9
1795 美時|生技醫療|24 18 -1|75 80 -13 -17|1.3 276
1799 易威|生技醫療|6 87 -98|25 70 -18 -15|0.2 9
1802 台玻|玻璃陶瓷|0 9 14|70 72 -9 -26|2.9 66
1806 冠軍|玻璃陶瓷|7 18 14|81 97 18 11|1.0 15
1808 潤隆|建材營造|-98 -98 -20|23 73 -18 -25|0.7 34
1809 中釉|玻璃陶瓷|43 21 16|57 77 -14 -24|3.8 6
1810 和成|玻璃陶瓷|-4 4 6|79 83 -5 -7|0.3 22
1815 富喬|電子零組|50 72 8|99 99 4 28|3.2 1393
1903 士紙|造紙工業|-11 -5 2|85 85 23 15|4.5 203
1904 正隆|造紙工業|-2 7 0|59 79 -14 -21|0.9 12
1905 華紙|造紙工業|-7 -3 -0|54 68 -26 -31|0.8 14
1907 永豐餘|造紙工業|-3 7 1|80 87 -10 -13|1.2 27
2002 中鋼|鋼鐵工業|-8 -7 -2|77 78 -19 -12|1.2 523
2006 東和鋼鐵|鋼鐵工業|7 10 13|84 86 -10 -5|0.6 53
2009 第一銅|鋼鐵工業|-2 9 -6|54 68 -21 -19|0.2 32
2010 春源|鋼鐵工業|5 15 3|97 97 13 15|0.5 23
2014 中鴻|鋼鐵工業|-18 -27 -0|59 59 -37 -26|0.7 94
2015 豐興|鋼鐵工業|-8 3 6|78 88 -7 -11|0.7 15
2020 美亞|鋼鐵工業|-5 -2 21|72 89 -8 -4|0.8 12
2023 燁輝|鋼鐵工業|-5 -3 1|87 87 -11 -2|0.9 21
2027 大成鋼|鋼鐵工業|7 13 14|71 71 -21 7|0.9 657
2029 盛餘|鋼鐵工業|18 22 10|83 85 -11 -6|0.5 5
2031 新光鋼|鋼鐵工業|49 71 61|59 76 -21 -17|0.5 18
2032 新鋼|鋼鐵工業|13 26 15|70 70 -25 2|0.4 5
2034 允強|鋼鐵工業|10 18 9|80 80 -17 8|0.7 31
2038 海光|鋼鐵工業|6 19 9|69 76 -22 -10|0.6 7
2049 上銀|電機機械|1 5 3|60 60 -28 -5|0.5 999
2059 川湖|電子零組|82 108 21|95 95 1 43|0.5 1772
2062 橋椿|居家生活|-25 -13 2|59 67 -23 -25|0.8 12
2066 世德|電機機械|-9 -6 -3|55 67 -26 -28|0.2 5
2070 精湛|電機機械|-20 -2 -16|38 50 -33 -53|0.6 7
2101 南港|橡膠工業|9 10 -73|60 77 -19 -18|0.6 90
2102 泰豐|橡膠工業|19 59 11|82 91 9 -9|1.0 15
2103 台橡|橡膠工業|14 22 -0|71 79 -15 -22|0.9 10
2104 國際中橡|橡膠工業|9 0 -1|60 71 -14 -30|0.8 10
2105 正新|橡膠工業|-3 3 3|80 91 -6 -6|2.2 275
2106 建大|橡膠工業|2 6 5|68 81 -16 -18|1.2 10
2107 厚生|橡膠工業|-10 46 19|92 98 -1 2|0.8 7
2108 南帝|橡膠工業|1 4 -25|56 74 -23 -24|3.9 9
2109 華豐|橡膠工業|-11 7 1|92 94 -2 1|0.7 6
2201 裕隆|汽車工業|-27 -15 -11|51 61 -27 -36|0.8 90
2204 中華|汽車工業|-26 -28 -8|49 77 -17 -22|0.9 104
2206 三陽工業|汽車工業|3 1 4|88 97 2 -1|0.8 59
2207 和泰車|汽車工業|3 8 6|86 94 1 -2|1.9 184
2208 台船|航運業|-38 -0 23|85 90 -6 -4|0.5 22
2211 長榮鋼|鋼鐵工業|57 44 4|57 75 -7 -11|1.1 83
2228 劍麟|汽車工業|-1 2 3|76 90 -4 -8|0.5 20
2230 泰茂|居家生活|-15 10 -132|65 73 0 -22|0.9 29
2231 為升|汽車工業|-20 -18 -25|59 72 -13 -26|0.4 19
2233 宇隆|汽車工業|-11 8 2|55 55 -30 -13|0.4 120
2236 百達-KY|汽車工業|605 573 427|66 66 -26 -22|0.4 12
2247 汎德永業|汽車工業|36 29 10|89 89 -6 1|0.4 25
2250 IKKA-KY|汽車工業|1 6 7|61 61 -33 3|0.2 29
2258 鴻華先進-創|汽車工業|-63 126 -602|83 83 -10 4|1.8 22
2301 光寶科|電腦及週|27 28 22|87 92 -5 -1|1.4 720
2302 麗正|半導體業|-2 15 -4|68 68 -25 -12|0.3 7
2303 聯電|半導體業|4 6 0|81 95 8 6|2.1 1873
2308 台達電|電子零組|22 33 19|84 84 -3 -5|0.8 2392
2312 金寶|其他電子|-7 13 0|61 68 -21 -39|1.1 207
2313 華通|電子零組|11 15 8|67 85 -8 -1|0.8 505
2316 楠梓電|電子零組|17 19 18|70 81 -9 -18|0.5 10
2317 鴻海|其他電子|26 35 13|67 76 -11 -22|0.7 6373
2324 仁寶|電腦及週|-19 -1 3|70 71 -24 -25|2.4 1110
2327 國巨*|電子零組|7 11 -1|60 80 -13 -8|0.8 1054
2328 廣宇|電子零組|21 30 30|68 68 -22 0|0.5 370
2329 華泰|半導體業|23 10 17|59 94 3 5|2.2 152
2330 台積電|半導體業|48 46 6|84 84 -5 -5|0.9 28723
2331 精英|電腦及週|22 5 5|48 74 -18 -25|0.5 48
2332 友訊|通信網路|-17 -9 -2|61 61 -18 -28|2.2 47
2337 旺宏|半導體業|10 9 4|73 93 2 1|1.0 207
2338 光罩|半導體業|-18 -10 -6|34 51 -39 -50|0.9 25
2340 台亞|半導體業|6 7 2|44 60 -28 -37|0.6 14
2344 華邦電|半導體業|-2 0 -3|63 80 -9 2|0.5 787
2345 智邦|通信網路|153 141 66|93 93 6 10|0.8 3277
2347 聯強|電子通路|3 1 -1|80 94 4 -6|1.2 360
2348 海悅|其他|55 17 -23|34 50 -35 -28|0.7 63
2351 順德|半導體業|3 11 7|41 68 -25 -33|0.8 62
2352 佳世達|電腦及週|7 8 5|66 68 -29 -30|0.5 70
2353 宏碁|電腦及週|4 6 -2|61 84 -10 -9|0.8 313
2354 鴻準|其他電子|290 298 163|60 67 -22 -28|0.9 451
2355 敬鵬|電子零組|4 3 8|64 82 -14 -16|0.6 36
2356 英業達|電腦及週|22 27 -0|68 77 -15 -17|1.7 599
2357 華碩|電腦及週|35 31 7|88 88 -7 5|1.0 1893
2359 所羅門|其他電子|10 37 29|78 78 -11 3|0.6 748
2360 致茂|其他電子|32 48 17|72 74 2 -18|0.7 600
2362 藍天|電腦及週|-29 -23 -24|72 85 -2 -14|0.9 51
2363 矽統|半導體業|1017 1259 537|50 62 -27 -33|0.5 100
2364 倫飛|電腦及週|13 36 4|61 84 -14 -7|0.4 6
2365 昆盈|電腦及週|-15 7 -13|55 72 -23 -16|0.7 239
2367 燿華|電子零組|-14 1 -15|58 75 -16 -22|1.2 121
2368 金像電|電子零組|56 51 20|98 98 15 37|2.0 2741
2369 菱生|半導體業|-5 -6 4|56 74 -22 -24|0.4 7
2371 大同|電機機械|10 -1 2|69 86 -0 -14|0.7 658
2374 佳能|光電業|58 40 12|70 70 -20 5|0.5 234
2375 凱美|電子零組|9 14 4|70 70 -9 -6|0.4 18
2376 技嘉|電腦及週|6 19 -46|82 93 3 -2|2.2 883
2377 微星|電腦及週|28 21 12|66 66 -28 -21|2.3 957
2379 瑞昱|半導體業|14 30 9|92 92 -4 10|1.5 1241
2382 廣達|電腦及週|58 75 21|79 91 5 -5|0.7 4775
2383 台光電|電子零組|42 65 10|100 100 25 62|1.1 3830
2385 群光|電子零組|3 4 0|86 95 4 8|1.1 538
2387 精元|電腦及週|-27 -8 -9|70 70 -30 -18|0.5 38
2388 威盛|半導體業|-50 -20 -37|45 57 -30 -38|0.6 123
2392 正崴|電子零組|-6 8 -3|58 65 -23 -36|0.8 82
2393 億光|光電業|-7 -0 -12|89 89 -4 3|0.9 109
2395 研華|電腦及週|29 31 22|81 81 -14 -2|1.0 461
2397 友通|電腦及週|46 41 34|68 76 -23 -16|0.7 12
2399 映泰|電腦及週|-1 -7 5|44 58 -24 -35|1.2 24
2401 凌陽|半導體業|0 20 4|51 63 -31 -31|2.3 32
2402 毅嘉|電子零組|24 24 8|85 93 -6 -6|1.2 44
2404 漢唐|其他電子|7 4 23|99 99 21 35|0.7 878
2405 輔信|電腦及週|-3 5 9|59 72 -26 -20|0.4 23
2406 國碩|光電業|-48 -41 -100|42 69 -21 -32|0.6 14
2408 南亞科|半導體業|-3 -16 -11|61 99 20 31|1.2 3443
2409 友達|光電業|-3 14 2|66 78 -15 -20|1.0 297
2412 中華電|通信網路|6 3 0|99 99 4 6|1.3 1413
2414 精技|電子通路|42 36 20|97 97 9 9|0.6 7
2417 圓剛|電腦及週|-9 -3 -1|65 68 -22 -9|0.4 16
2419 仲琦|通信網路|-35 -23 -32|51 54 -31 -45|1.4 7
2420 新巨|電子零組|10 9 2|68 79 -18 -20|0.5 9
2421 建準|電子零組|33 51 25|85 93 9 3|0.5 227
2423 固緯|其他電子|16 12 14|90 90 -4 -2|0.9 6
2424 隴華|通信網路|-0 246 143|83 83 47 9|0.8 10
2425 承啟|電腦及週|104 88 74|74 95 1 -2|1.1 92
2426 鼎元|光電業|14 20 12|62 64 -23 -33|0.5 7
2427 三商電|資訊服務|19 6 1|71 84 -10 -4|0.3 18
2428 興勤|電子零組|11 20 6|74 78 -18 -14|0.8 44
2429 銘旺科|光電業|28 70 30|90 90 56 112|0.4 178
2436 偉詮電|半導體業|26 32 21|68 73 -16 -14|1.1 21
2438 翔耀|光電業|70 81 -149|36 73 -12 -27|0.3 8
2439 美律|通信網路|-6 13 -5|88 98 2 19|1.0 239
2441 超豐|半導體業|8 13 2|83 83 -14 -4|0.9 29
2442 新美齊|建材營造|352 170 76|65 88 -7 -3|0.4 13
2449 京元電子|半導體業|34 26 9|66 73 -11 -25|1.0 1039
2451 創見|半導體業|26 25 26|78 98 18 12|0.9 129
2453 凌群|資訊服務|13 8 0|79 79 -6 14|0.2 70
2454 聯發科|半導體業|16 16 -1|81 81 -16 3|1.5 8644
2455 全新|通信網路|-19 -9 -8|50 56 -32 -40|0.3 300
2457 飛宏|電子零組|-7 -2 6|43 51 -34 -47|2.4 38
2458 義隆|半導體業|1 -0 -0|81 84 -12 -7|1.0 257
2464 盟立|其他電子|2 21 17|62 65 -23 -22|1.2 167
2465 麗臺|電腦及週|27 3 4|43 73 -16 -14|1.0 31
2466 冠西電|光電業|65 95 50|79 79 16 154|0.5 137
2467 志聖|電子零組|12 19 -13|59 69 -15 -28|1.8 84
2468 華經|資訊服務|0 40 20|78 78 68 191|0.3 978
2471 資通|資訊服務|47 34 12|84 84 2 23|0.2 87
2472 立隆電|電子零組|16 31 10|73 73 -15 -2|0.5 100
2474 可成|其他電子|2 19 4|90 95 2 12|3.3 919
2476 鉅祥|電子零組|25 27 7|64 76 -22 -15|0.4 78
2478 大毅|電子零組|16 37 20|76 90 0 -6|0.5 6
2480 敦陽科|資訊服務|17 16 7|95 95 1 31|0.5 77
2481 強茂|半導體業|8 7 5|74 83 -11 -6|0.9 98
2484 希華|電子零組|43 29 23|71 79 -16 -16|0.8 5
2486 一詮|光電業|31 30 16|54 63 -24 -32|0.9 379
2488 漢平|其他電子|18 36 4|76 76 -17 -21|0.6 8
2489 瑞軒|光電業|14 24 -11|52 68 -29 -32|0.7 35
2492 華新科|電子零組|6 11 4|61 77 -18 -17|0.7 63
2493 揚博|電子零組|10 10 -1|80 93 5 -8|0.9 13
2495 普安|電腦及週|-3 -16 -8|59 63 -22 -39|0.7 19
2497 怡利電|汽車工業|14 22 -3|49 68 -25 -32|0.6 10
2498 宏達電|通信網路|-9 26 36|63 63 -16 -19|0.8 192
2501 國建|建材營造|-42 -48 -59|51 75 -23 -24|0.9 23
2504 國產|建材營造|11 13 8|73 75 -7 -22|1.0 197
2515 中工|建材營造|-14 -2 -21|67 91 -5 -0|1.0 58
2516 新建|建材營造|31 30 12|71 71 -27 33|0.4 13
2520 冠德|建材營造|12 -11 -62|86 89 -3 -3|1.2 147
2524 京城|建材營造|266 849 495|36 63 -23 -35|0.7 25
2528 皇普|建材營造|4039242 2973548 -38094|70 75 -22 -7|0.6 18
2530 華建|建材營造|-76 -87 -37440|56 76 -21 -23|0.9 19
2534 宏盛|建材營造|987 691 462|83 90 -1 -7|1.0 18
2535 達欣工|建材營造|109 83 64|96 96 10 30|1.1 29
2536 宏普|建材營造|9378 3934 2901|81 91 -4 -3|0.9 7
2537 聯上發|建材營造|-100 4012 -19154|44 81 -9 -13|3.6 29
2539 櫻花建|建材營造|54 360 na|73 88 12 11|0.6 40
2540 愛山林|建材營造|-29 -11 -34|34 75 -19 -14|0.7 66
2542 興富發|建材營造|-93 -84 -68|61 82 -10 -13|0.9 115
2543 皇昌|建材營造|-9 1 -7|78 78 -15 19|1.0 1013
2545 皇翔|建材營造|-57 192 -62|65 67 -31 -33|1.0 27
2546 根基|建材營造|43 40 25|83 94 -3 8|0.4 5
2547 日勝生|建材營造|-22 -4 3|92 92 22 24|0.4 50
2548 華固|建材營造|-2 53 -518|65 88 -4 -7|1.3 170
2597 潤弘|建材營造|17 28 10|75 94 2 27|0.9 55
2603 長榮|航運業|-6 6 -54|95 95 13 15|0.7 4919
2605 新興|航運業|13 -2 -3|70 83 -16 -12|0.5 53
2606 裕民|航運業|3 -5 -10|74 74 -25 -6|0.5 478
2607 榮運|航運業|-13 -7 -28|100 100 14 12|1.3 96
2609 陽明|航運業|-16 -9 -60|91 91 9 10|1.4 5111
2610 華航|航運業|8 4 -5|83 83 -5 -10|0.6 686
2611 志信|航運業|7 5 -0|58 85 -14 -10|0.5 6
2612 中航|航運業|10 15 -3|95 95 1 11|0.8 39
2613 中櫃|航運業|6 5 2|64 85 -10 -8|0.8 75
2614 東森|其他|1 -7 -3|79 93 3 -5|0.8 6
2615 萬海|航運業|13 19 -48|87 87 30 30|2.8 8640
2617 台航|航運業|-1 -1 -9|73 88 -12 -8|0.5 17
2618 長榮航|航運業|3 2 -4|86 86 -7 -1|0.7 1236
2630 亞航|航運業|-13 -12 -16|82 82 1 20|0.4 237
2633 台灣高鐵|航運業|2 -2 -6|89 96 -1 -5|0.9 83
2634 漢翔|航運業|-6 -16 -9|78 82 4 2|0.4 357
2636 台驊控股|航運業|-13 4 -58|72 93 -2 -1|0.6 34
2637 慧洋-KY|航運業|-25 -26 -31|75 75 -25 -14|0.6 578
2641 正德|航運業|43 37 14|83 83 -17 5|0.4 94
2645 長榮航太|航運業|18 21 9|99 100 9 21|1.0 180
2646 星宇航空|航運業|35 29 na|na 88 -9 -8|0.6 92
2704 國賓|觀光餐旅|4 -0 -7|60 77 -19 -22|1.7 10
2707 晶華|觀光餐旅|12 3 6|86 96 4 8|0.3 32
2719 燦星旅|觀光餐旅|6 -1 -50|62 80 -4 3|0.9 20
2723 美食-KY|觀光餐旅|5 4 6|86 86 -14 -6|0.7 12
2727 王品|觀光餐旅|4 0 -2|100 100 6 10|2.7 107
2729 瓦城|觀光餐旅|-3 -10 -17|95 99 1 4|1.0 5
2731 雄獅|觀光餐旅|5 9 -10|98 98 23 37|1.6 535
2734 易飛網|觀光餐旅|-31 -39 -1|56 71 -11 -27|1.0 38
2739 寒舍|觀光餐旅|2 -3 -5|59 77 -20 -16|0.4 5
2743 山富|觀光餐旅|-7 -15 -22|73 92 26 38|1.9 369
2745 五福|觀光餐旅|14 14 -14|93 93 14 31|1.1 313
2753 八方雲集|觀光餐旅|16 17 6|96 96 18 33|0.5 127
2801 彰銀|金融保險|16 15 6|98 98 1 3|0.8 387
2809 京城銀|金融保險|-13 -24 -10|75 97 0 5|0.8 92
2812 台中銀|金融保險|-9 1 -6|95 95 1 9|0.7 107
2820 華票|金融保險|173 70 34|97 98 0 1|0.9 12
2832 台產|金融保險|-1 1 -4|94 94 13 21|0.5 23
2834 臺企銀|金融保險|13 9 3|78 94 -5 -2|0.8 275
2836 高雄銀|金融保險|21 21 1|90 98 -1 -0|0.8 10
2838 聯邦銀|金融保險|4 -4 -8|97 97 4 8|0.8 33
2845 遠東銀|金融保險|-12 -7 -4|76 91 -9 -6|0.9 63
2850 新產|金融保險|1 1 -1|90 90 2 3|1.0 31
2851 中再保|金融保險|-39 -23 -16|85 85 -10 -5|1.1 39
2852 第一保|金融保險|-21 -8 -7|88 88 -1 11|0.3 15
2855 統一證|金融保險|-50 -59 -109|77 79 -19 -15|0.6 30
2880 華南金|金融保險|-5 1 -7|92 92 -5 -0|1.4 300
2881 富邦金|金融保險|-145 -24 -102|87 87 -10 -8|1.4 2604
2882 國泰金|金融保險|-70 -34 -38|86 86 -11 -9|3.2 4380
2883 凱基金|金融保險|-80 120 -70|91 91 -6 -1|1.2 1017
2884 玉山金|金融保險|19 33 13|100 100 4 11|1.5 811
2885 元大金|金融保險|-9 -1 -19|85 85 -13 -5|1.5 1146
2886 兆豐金|金融保險|-11 -14 -13|94 95 -2 -2|1.6 973
2887 台新新光金|金融保險|10 19 -8|83 93 -5 -5|1.5 770
2888 新光金|金融保險|-256 -145 859|87 93 -5 0|1.3 560
2889 國票金|金融保險|-93 -38 -40|74 82 -9 -12|0.8 29
2890 永豐金|金融保險|3 9 -5|86 93 -1 -2|3.2 1099
2891 中信金|金融保險|-23 17 -9|97 97 2 11|2.4 3464
2892 第一金|金融保險|2 2 -4|93 95 -4 -3|3.2 728
2903 遠百|貿易百貨|-3 -9 -5|67 88 -7 -10|0.7 50
2905 三商|貿易百貨|-13 -12 -55|61 77 -19 -22|0.8 8
2908 特力|貿易百貨|-3 -5 -5|97 98 -1 1|1.0 11
2912 統一超|貿易百貨|6 3 -3|84 93 -3 -7|0.9 299
2913 農林|貿易百貨|48 41 11|68 73 -18 -24|2.8 36
2915 潤泰全|貿易百貨|2 -9 -20|61 64 -27 -35|0.9 147
3003 健和興|電子零組|4 4 -5|56 66 -21 -28|0.4 22
3004 豐達科|鋼鐵工業|18 18 6|94 94 53 70|5.6 408
3005 神基|電腦及週|7 14 11|95 95 -3 15|0.8 265
3006 晶豪科|半導體業|-12 -11 -13|48 73 -23 -19|0.5 44
3008 大立光|光電業|27 36 8|73 82 -14 -5|0.9 1195
3010 華立|電子通路|9 10 -6|71 82 -7 -12|3.0 49
3013 晟銘電|電腦及週|14 68 4|57 60 -30 -32|1.0 803
3014 聯陽|半導體業|29 23 13|72 82 -15 -5|0.9 104
3015 全漢|電子零組|25 22 22|83 83 -15 -6|2.8 109
3016 嘉晶|半導體業|-6 -9 -4|42 58 -29 -42|1.2 13
3017 奇鋐|電腦及週|76 73 40|78 88 18 -0|0.7 3671
3019 亞光|光電業|29 29 -4|63 63 -32 25|0.5 1471
3022 威強電|電腦及週|21 22 21|70 70 -30 3|0.3 141
3023 信邦|電子零組|-9 -1 -4|65 68 -27 -16|1.1 284
3024 憶聲|光電業|57 79 -26|60 67 -20 -26|0.5 11
3025 星通|通信網路|6 -11 -47|57 57 -27 -32|0.3 8
3026 禾伸堂|電子零組|7 24 17|85 90 -5 -6|0.5 16
3027 盛達|通信網路|170 84 61|88 94 25 3|0.6 51
3028 增你強|電子通路|-2 7 0|98 98 3 9|0.4 9
3029 零壹|資訊服務|87 80 22|69 69 -20 5|0.2 233
3030 德律|其他電子|2 19 -24|61 85 -11 -15|0.8 127
3032 偉訓|電子零組|36 27 31|65 65 -30 -18|0.4 142
3033 威健|電子通路|46 53 18|86 89 -7 -5|0.6 42
3034 聯詠|半導體業|9 16 18|78 88 -9 2|2.2 1196
3035 智原|半導體業|98 218 163|46 64 -33 -25|0.6 800
3036 文曄|電子通路|35 41 -11|100 100 16 12|0.6 448
3037 欣興|電子零組|17 19 4|47 66 -11 -33|2.1 1609
3040 遠見|其他|-2 3 11|80 80 -15 -8|0.4 8
3041 揚智|半導體業|-22 -15 -27|62 62 -25 -12|0.6 17
3042 晶技|電子零組|28 20 3|79 90 -6 -9|1.2 84
3044 健鼎|電子零組|17 22 8|90 95 -3 9|1.3 287
3045 台灣大|通信網路|2 2 -4|95 95 -1 -1|1.7 987
3047 訊舟|通信網路|-39 17 -48|43 60 -30 -39|0.9 44
3048 益登|電子通路|27 29 18|50 78 -13 -21|0.6 11
3050 鈺德|光電業|2 -1 -8|49 69 -24 -30|0.7 8
3051 力特|光電業|20 30 20|81 81 -5 -12|0.5 11
3052 夆典|建材營造|24 26 37|94 98 8 7|0.6 6
3055 蔚華科|電子通路|60 -16 23|49 62 -33 -22|0.7 13
3056 富華新|建材營造|332 12782 -1555|85 85 -5 1|0.7 115
