# 2023-01-03 全池(921 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1720 生達|生技醫療|37 44 16|91 91 29 36|3.2 591
1721 三晃|化學工業|-20 -20 -30|51 82 1 -5|0.4 15
1722 台肥|化學工業|-34 -14 -56|67 83 -2 -10|0.9 66
1723 中碳|化學工業|-26 7 -30|85 89 -0 -8|0.6 20
1727 中華化|化學工業|8 6 -19|49 69 -11 -21|0.3 8
1731 美吾華|生技醫療|-18 -10 -9|94 100 9 16|0.9 7
1732 毛寶|化學工業|-11 -10 -5|63 83 11 14|1.2 25
1733 五鼎|生技醫療|-6 5 -6|89 89 0 -1|1.0 10
1734 杏輝|生技醫療|18 26 7|89 89 13 17|2.5 208
1736 喬山|運動休閒|38 23 14|81 81 -10 31|0.3 104
1752 南光|生技醫療|34 27 22|90 90 75 73|3.6 1291
1760 寶齡富錦|生技醫療|7 5 -19|92 92 18 51|1.1 3039
1762 中化生|生技醫療|35 43 12|92 92 15 20|2.8 158
1773 勝一|化學工業|-20 -16 -25|64 75 2 -18|0.4 17
1777 生泰|生技醫療|108 98 63|92 92 1 30|1.0 27
1783 和康生|生技醫療|20 5 -8|88 88 23 10|2.8 103
1784 訊聯|生技醫療|22 16 10|97 97 12 14|2.0 18
1785 光洋科|其他電子|-35 -35 -22|63 82 3 -12|0.3 33
1786 科妍|生技醫療|17 44 27|91 91 17 39|6.9 32
1789 神隆|生技醫療|-2 0 -3|86 86 2 4|1.1 52
1795 美時|生技醫療|9 78 64|93 93 49 86|0.9 2448
1802 台玻|玻璃陶瓷|-14 -18 -4|85 85 13 24|0.6 342
1808 潤隆|建材營造|-99 -97 -13|99 99 21 29|2.1 19
1809 中釉|玻璃陶瓷|-10 30 9|76 87 3 11|0.7 6
1810 和成|玻璃陶瓷|-28 -13 -12|84 84 86 67|1.1 182
1815 富喬|電子零組|-23 -19 -11|71 77 -5 3|0.2 6
1904 正隆|造紙工業|-14 -12 -12|80 95 2 6|0.4 11
1905 華紙|造紙工業|4 12 3|63 86 -4 -2|0.7 9
1907 永豐餘|造紙工業|-10 -6 -1|73 88 -1 8|0.3 33
1909 榮成|造紙工業|-18 -13 -13|72 98 6 8|1.9 49
2002 中鋼|鋼鐵工業|-29 -28 -30|84 99 10 15|0.7 940
2006 東和鋼鐵|鋼鐵工業|-20 -11 -17|69 94 -4 4|0.6 68
2007 燁興|鋼鐵工業|-21 -16 -17|58 98 24 9|2.2 48
2009 第一銅|鋼鐵工業|-23 -28 -28|59 88 32 18|0.3 94
2010 春源|鋼鐵工業|-23 -17 -16|64 94 5 3|0.6 7
2013 中鋼構|鋼鐵工業|10 27 -1|97 98 11 15|0.5 11
2014 中鴻|鋼鐵工業|-38 -44 -35|62 98 20 12|0.7 597
2015 豐興|鋼鐵工業|-16 -21 -27|69 93 5 -3|0.4 14
2017 官田鋼|鋼鐵工業|-37 -19 -12|75 97 7 16|1.1 9
2023 燁輝|鋼鐵工業|-34 -21 -24|66 95 13 11|0.9 79
2027 大成鋼|鋼鐵工業|-10 0 -20|82 95 9 32|0.4 801
2028 威致|鋼鐵工業|-15 -23 -21|69 98 17 37|1.3 49
2029 盛餘|鋼鐵工業|-42 -44 -39|66 94 4 9|0.9 9
2030 彰源|鋼鐵工業|-26 -18 -35|63 90 -2 11|0.6 45
2031 新光鋼|鋼鐵工業|33 24 2|64 98 24 26|0.9 115
2032 新鋼|鋼鐵工業|-17 -19 -14|58 96 11 11|1.1 30
2033 佳大|鋼鐵工業|-24 -13 -13|62 94 19 6|2.9 21
2034 允強|鋼鐵工業|-30 -31 -31|83 95 6 18|0.5 33
2038 海光|鋼鐵工業|-11 -7 -22|66 93 12 17|1.1 55
2049 上銀|電機機械|-20 -11 -20|60 78 3 -19|0.5 148
2059 川湖|電子零組|8 20 -7|76 79 -19 -2|0.4 79
2063 世鎧精密|鋼鐵工業|2 -18 -21|100 100 28 42|2.0 10
2066 世德|電機機械|22 33 9|80 80 -11 19|0.4 12
2069 運錩|鋼鐵工業|-26 -32 -45|62 89 -1 9|2.0 14
2101 南港|橡膠工業|-26 -20 -10|69 83 -11 -14|0.7 14
2102 泰豐|橡膠工業|15 37 28|67 90 -3 7|0.6 8
2103 台橡|橡膠工業|-12 3 -3|71 93 2 10|0.5 21
2104 國際中橡|橡膠工業|-63 1 2|69 88 -1 -2|0.4 27
2105 正新|橡膠工業|-5 3 5|86 86 -3 -2|0.5 65
2106 建大|橡膠工業|2 10 -2|81 81 -5 -12|0.6 13
2108 南帝|橡膠工業|-39 -44 6|47 86 -0 -7|0.5 23
2201 裕隆|汽車工業|-1 -3 0|93 93 47 34|0.5 1298
2204 中華|汽車工業|26 17 21|87 88 23 -9|0.4 138
2206 三陽工業|汽車工業|6 30 8|81 81 -14 1|0.4 82
2207 和泰車|汽車工業|13 21 20|91 91 2 -2|0.7 99
2208 台船|航運業|8 71 54|86 95 19 6|0.6 56
2211 長榮鋼|鋼鐵工業|-54 -44 -45|83 83 -0 -12|4.3 13
2227 裕日車|汽車工業|35 11 18|78 88 -2 -14|0.7 7
2228 劍麟|汽車工業|22 36 18|88 88 -1 22|0.5 10
2230 泰茂|居家生活|-2 -2 8|82 82 4 55|1.0 19
2231 為升|汽車工業|15 15 16|80 87 -6 10|0.5 112
2233 宇隆|汽車工業|12 8 4|83 84 1 -3|1.0 13
2236 百達-KY|汽車工業|-6 5 4|100 100 25 26|3.6 13
2247 汎德永業|汽車工業|12 8 7|97 97 2 6|0.3 6
2301 光寶科|電腦及週|-0 4 -4|93 93 -2 14|0.4 440
2302 麗正|半導體業|46 35 17|87 87 5 9|0.3 6
2303 聯電|半導體業|15 25 -9|68 89 9 7|0.5 2156
2305 全友|電腦及週|3 4 10|74 74 -5 80|0.1 25
2308 台達電|電子零組|31 33 11|94 94 4 19|0.5 1277
2312 金寶|其他電子|48 50 19|79 90 -3 9|0.2 48
2313 華通|電子零組|4 18 -9|85 85 -2 -3|0.4 393
2314 台揚|通信網路|17 21 13|49 74 -4 -14|0.4 22
2317 鴻海|其他電子|-11 23 11|88 88 -8 -6|0.7 2903
2324 仁寶|電腦及週|-34 -23 -17|93 100 7 5|0.6 229
2327 國巨*|電子零組|13 10 -4|72 93 31 31|0.4 1094
2328 廣宇|電子零組|16 3 -12|93 93 11 17|0.4 115
2329 華泰|半導體業|-8 -10 -10|71 92 4 17|0.5 26
2330 台積電|半導體業|50 48 3|68 87 4 -4|0.5 12906
2331 精英|電腦及週|-50 -35 -43|80 80 -16 5|0.5 27
2332 友訊|通信網路|7 9 -3|79 83 -4 -3|1.0 21
2337 旺宏|半導體業|-42 -34 -29|81 96 7 17|0.4 351
2338 光罩|半導體業|13 20 -9|83 90 42 25|0.7 597
2340 台亞|半導體業|-33 -38 -18|46 78 0 -12|0.3 42
2342 茂矽|半導體業|-9 -3 -18|75 88 7 11|0.3 24
2344 華邦電|半導體業|-24 -24 -25|57 85 -2 -6|0.6 210
2345 智邦|通信網路|27 33 6|83 83 -15 -0|0.5 501
2347 聯強|電子通路|-12 3 -8|80 96 9 10|0.6 254
2351 順德|半導體業|-2 -0 -10|57 78 -14 2|0.4 91
2352 佳世達|電腦及週|-8 -5 -14|89 94 2 2|0.8 125
2353 宏碁|電腦及週|-34 -24 -14|84 94 8 6|0.6 195
2354 鴻準|其他電子|25 -16 -3|80 95 8 10|0.9 132
2355 敬鵬|電子零組|-6 -2 -2|72 88 -1 10|0.3 12
2356 英業達|電腦及週|-8 -1 -10|99 99 13 15|0.5 209
2357 華碩|電腦及週|-17 -7 -11|82 95 17 -0|0.3 603
2358 廷鑫|其他|-58 -60 -49|51 80 -3 -12|0.3 19
2359 所羅門|其他電子|45 32 -6|83 83 11 -3|0.8 67
2360 致茂|其他電子|52 66 35|82 89 -2 21|0.3 127
2363 矽統|半導體業|-43 -62 -34|70 77 -5 -2|1.6 26
2364 倫飛|電腦及週|85 31 19|67 67 0 147|0.2 79
2367 燿華|電子零組|-3 33 -1|74 74 -10 5|0.2 63
2368 金像電|電子零組|13 23 -3|87 87 -3 22|0.4 329
2369 菱生|半導體業|-41 -40 -23|51 79 -3 -11|0.4 6
2371 大同|電機機械|56 46 33|94 97 5 1|0.9 358
2374 佳能|光電業|6 32 -35|64 78 -4 -13|0.6 10
2375 凱美|電子零組|-27 -26 -11|44 72 5 -9|0.5 14
2376 技嘉|電腦及週|-8 -21 -12|82 97 31 46|0.5 988
2377 微星|電腦及週|-25 -30 -24|81 94 15 22|0.5 397
2379 瑞昱|半導體業|-21 -11 -24|54 84 11 -2|0.4 1077
2380 虹光|電腦及週|6 43 36|67 80 -8 26|0.4 8
2382 廣達|電腦及週|-1 18 1|82 88 -4 -3|0.7 455
2383 台光電|電子零組|-11 -9 -15|65 89 14 19|0.3 604
2385 群光|電子零組|-7 -2 -13|98 98 2 15|0.5 136
2387 精元|電腦及週|1 8 2|84 92 3 8|0.5 16
2388 威盛|半導體業|69 37 1|75 75 -13 34|0.4 787
2390 云辰|其他電子|-7 1 3|53 74 -1 -21|0.8 8
2392 正崴|電子零組|-6 13 1|91 93 -0 21|0.2 34
2393 億光|光電業|-22 -25 -6|70 92 4 1|0.3 15
2395 研華|電腦及週|12 15 -4|85 94 11 2|0.3 185
2399 映泰|電腦及週|-54 -28 -22|55 89 10 0|0.7 13
2401 凌陽|半導體業|-45 -39 -30|59 75 -5 -12|0.4 23
2402 毅嘉|電子零組|40 46 29|90 90 -0 30|0.3 49
2404 漢唐|其他電子|104 129 58|97 97 19 32|0.8 147
2405 輔信|電腦及週|-32 -27 -21|58 73 -9 -7|0.3 10
2406 國碩|光電業|-24 -18 -3|52 81 2 -12|0.4 32
2408 南亞科|半導體業|-62 -60 -38|68 87 6 6|0.4 394
2409 友達|光電業|-43 -46 -18|66 79 -3 -4|0.5 532
2412 中華電|通信網路|6 6 2|88 90 2 -8|0.5 782
2413 環科|電子零組|58 55 35|86 86 7 44|0.2 37
2417 圓剛|電腦及週|-10 -11 7|59 89 6 8|0.3 11
2419 仲琦|通信網路|84 72 45|80 80 -10 -1|0.3 31
2421 建準|電子零組|-1 15 9|89 89 10 28|0.3 59
2425 承啟|電腦及週|-7 -11 -15|98 99 32 12|2.5 31
2428 興勤|電子零組|-0 2 1|82 85 4 -4|1.0 23
2436 偉詮電|半導體業|-28 -30 -18|45 75 -2 -18|0.2 28
2439 美律|通信網路|-30 1 1|87 87 -10 17|0.3 45
2441 超豐|半導體業|-39 -41 -29|66 78 -3 -15|0.5 79
2442 新美齊|建材營造|-96 -18 -353|95 95 6 23|0.4 5
2444 兆勁|通信網路|35 17 16|79 79 41 46|1.1 93
2449 京元電子|半導體業|-10 -4 -20|84 92 16 6|0.5 141
2451 創見|半導體業|-24 -16 -5|96 97 -1 12|0.5 17
2454 聯發科|半導體業|-20 -4 -21|60 87 14 -0|0.6 3626
2455 全新|通信網路|-51 -49 -24|49 86 19 -2|1.0 136
2457 飛宏|電子零組|8 13 -7|77 94 5 10|0.4 173
2458 義隆|半導體業|-51 -49 -24|55 76 3 -17|0.5 103
2462 良得電|電子零組|-18 -10 -11|74 94 10 6|1.8 16
2464 盟立|其他電子|1 2 -8|90 93 1 3|0.4 8
2465 麗臺|電腦及週|-51 -29 3|55 95 48 41|0.6 88
2468 華經|資訊服務|-1 28 21|79 79 48 109|0.1 43
2472 立隆電|電子零組|-6 -6 -15|81 93 9 5|0.5 10
2474 可成|其他電子|-18 -8 24|91 91 -1 7|0.3 579
2476 鉅祥|電子零組|5 4 -4|59 76 -3 6|0.3 25
2480 敦陽科|資訊服務|9 5 -6|92 95 4 7|1.8 11
2481 強茂|半導體業|-18 -14 -13|57 83 3 1|0.4 129
2482 連宇|其他電子|206 122 65|81 82 10 -4|0.3 52
2484 希華|電子零組|-10 -11 -14|83 83 3 -0|0.3 53
2485 兆赫|通信網路|42 18 16|78 87 -7 6|0.6 16
2486 一詮|光電業|-17 -24 -15|43 77 15 -17|0.4 66
2492 華新科|電子零組|-16 -17 -1|47 81 1 -13|0.4 127
2495 普安|電腦及週|34 44 21|79 79 15 35|1.0 84
2497 怡利電|汽車工業|42 47 -3|62 79 -8 5|0.2 150
2498 宏達電|通信網路|-16 -17 -4|67 87 4 -4|0.6 944
2501 國建|建材營造|212 124 50|83 89 -2 -5|0.6 10
2504 國產|建材營造|-4 -2 -0|83 97 4 8|0.6 31
2520 冠德|建材營造|134 63 47|83 100 19 9|0.9 20
2530 華建|建材營造|33 67222 45522|89 89 -5 19|0.2 9
2534 宏盛|建材營造|369 174 111|87 87 -7 -0|1.2 33
2535 達欣工|建材營造|-17 6 -10|90 94 -4 2|0.8 7
2540 愛山林|建材營造|-52 -38 -31|73 73 -26 -0|0.6 26
2542 興富發|建材營造|-1 -16 25|90 90 4 11|0.6 283
2545 皇翔|建材營造|-63 -12 -60|74 85 -1 -5|0.5 6
2548 華固|建材營造|-97 -76 -1973|94 94 -1 3|0.7 19
2597 潤弘|建材營造|16 30 11|93 100 55 38|1.2 14
2603 長榮|航運業|-29 -12 -65|50 66 3 -21|0.6 3662
2605 新興|航運業|-5 -12 -11|62 79 -1 -2|0.9 71
2606 裕民|航運業|-34 -29 -39|73 92 20 19|0.5 405
2607 榮運|航運業|27 76 -70|67 79 -16 -4|0.6 80
2608 嘉里大榮|航運業|-10 -9 -7|70 87 -0 -1|0.5 8
2609 陽明|航運業|-43 -29 -64|61 69 -1 -26|0.6 2190
2610 華航|航運業|-20 -15 -35|62 80 -7 -18|0.9 989
2611 志信|航運業|-50 -36 -41|58 72 -6 -16|0.5 12
2612 中航|航運業|-0 4 -24|71 87 12 5|2.0 81
2613 中櫃|航運業|-7 -5 -10|52 73 -16 -20|0.9 11
2614 東森|其他|-3 0 -8|53 78 11 -2|1.2 136
2615 萬海|航運業|-43 -37 -78|49 74 8 -16|1.2 1777
2617 台航|航運業|22 17 -5|74 90 2 0|0.7 32
2618 長榮航|航運業|12 20 -20|77 80 -3 -13|0.8 968
2633 台灣高鐵|航運業|22 37 -33|98 98 1 -2|0.6 99
2634 漢翔|航運業|45 45 13|93 93 6 -1|1.1 359
2636 台驊控股|航運業|-62 -61 -66|55 86 14 -8|0.8 119
2637 慧洋-KY|航運業|-16 -4 -50|61 90 6 -6|0.5 524
2641 正德|航運業|-25 -15 -55|68 86 5 -5|0.8 47
2642 宅配通|航運業|-3 -3 -4|53 86 8 -6|0.7 16
2702 華園|觀光餐旅|37 63 -4|78 78 -3 17|1.1 12
2707 晶華|觀光餐旅|15 30 13|89 89 27 48|2.4 378
2723 美食-KY|觀光餐旅|2 3 4|95 95 38 38|2.9 325
2727 王品|觀光餐旅|-1 9 -2|97 97 21 39|1.9 139
2729 瓦城|觀光餐旅|5 8 -5|96 96 2 29|3.0 14
2731 雄獅|觀光餐旅|159 198 55|93 93 9 17|1.6 243
2732 六角|觀光餐旅|-5 -6 -7|93 93 -7 32|1.5 91
2736 富野|觀光餐旅|-13 22 -85|74 77 -6 -5|2.0 17
2743 山富|觀光餐旅|270 266 -300|82 82 -4 28|1.8 91
2748 雲品|觀光餐旅|31 53 -28|88 88 12 28|5.2 93
2753 八方雲集|觀光餐旅|12 14 -0|100 100 25 56|1.9 202
2754 亞洲藏壽司|觀光餐旅|16 28 -181|94 94 19 84|0.9 118
2756 聯發國際|觀光餐旅|18 6 3|na 96 32 57|1.3 6
2801 彰銀|金融保險|33 19 2|91 97 1 4|0.5 66
2809 京城銀|金融保險|30 -88 -41|85 92 5 2|0.5 113
2812 台中銀|金融保險|4 4 -6|86 93 -2 1|0.7 40
2820 華票|金融保險|-108 -70 -30|86 87 -2 -7|0.5 6
2834 臺企銀|金融保險|20 29 11|95 99 2 17|0.4 202
2838 聯邦銀|金融保險|3 -0 4|95 95 10 30|0.4 10
2845 遠東銀|金融保險|25 7 7|92 96 2 9|0.4 36
2850 新產|金融保險|-1 3 -1|85 85 7 -5|0.5 7
2851 中再保|金融保險|-4 -5 -10|59 70 -12 -30|7.1 16
2855 統一證|金融保險|-35 27 50|74 88 6 8|0.4 8
2880 華南金|金融保險|-5 7 1|96 96 3 10|0.6 188
2881 富邦金|金融保險|-196 -111 -67|77 93 11 8|0.5 661
2882 國泰金|金融保險|-96 -68 -29|65 86 1 -10|1.2 995
2883 凱基金|金融保險|-135 -89 -47|69 90 2 -1|0.4 249
2884 玉山金|金融保險|-2 -6 -2|74 84 -5 -4|0.4 341
2885 元大金|金融保險|-56 -29 -3|88 96 11 14|0.5 372
2886 兆豐金|金融保險|1 -21 -16|72 85 -2 -6|0.5 351
2887 台新新光金|金融保險|6 17 1|78 94 10 7|0.6 196
2889 國票金|金融保險|-39 -53 -17|73 83 -1 -6|1.2 83
2890 永豐金|金融保險|-16 -1 -4|90 90 -2 12|0.5 404
2891 中信金|金融保險|-115 -80 -75|76 89 8 -0|0.4 896
2892 第一金|金融保險|-1 5 -3|94 98 3 11|0.8 304
2903 遠百|貿易百貨|-3 0 -5|96 96 11 13|2.2 36
2906 高林|貿易百貨|-7 -9 -23|65 87 4 1|1.0 23
2912 統一超|貿易百貨|10 11 1|94 94 -2 -2|0.6 230
2913 農林|貿易百貨|-9 -9 -19|88 88 2 13|0.3 21
2915 潤泰全|貿易百貨|-2 7 -1|59 90 28 -7|0.4 430
2929 淘帝-KY|貿易百貨|-18 -15 -5|93 93 58 43|1.8 144
3003 健和興|電子零組|-5 -2 -10|78 82 -3 -4|0.4 15
3004 豐達科|鋼鐵工業|88 65 14|90 90 2 14|0.5 12
3005 神基|電腦及週|12 20 10|78 90 2 4|0.5 41
3006 晶豪科|半導體業|-54 -54 -32|42 76 -2 -16|0.3 142
3008 大立光|光電業|20 22 21|81 89 12 11|0.5 1035
3010 華立|電子通路|-12 -6 -14|79 88 -3 2|0.6 11
3011 今皓|電子零組|-42 -27 -33|71 74 17 -9|1.7 12
3013 晟銘電|電腦及週|49 30 6|79 79 23 32|1.6 103
3014 聯陽|半導體業|-28 -41 -19|71 98 23 11|1.3 45
3016 嘉晶|半導體業|-2 2 -18|53 76 -8 -10|0.3 45
3017 奇鋐|電腦及週|24 25 5|89 89 2 16|0.2 555
3019 亞光|光電業|-20 -9 -5|67 90 3 2|0.3 30
3022 威強電|電腦及週|63 58 28|90 90 24 58|0.4 193
3023 信邦|電子零組|24 27 8|94 94 -4 11|0.3 80
3024 憶聲|光電業|-0 -20 -28|94 94 2 12|0.3 7
3025 星通|通信網路|-60 -32 -26|77 77 -18 17|0.1 14
3026 禾伸堂|電子零組|-10 -5 4|82 98 3 -0|1.1 9
3027 盛達|通信網路|8 18 -1|90 90 39 95|0.8 401
3029 零壹|資訊服務|6 -12 -16|87 94 3 4|0.6 5
3030 德律|其他電子|13 23 -3|93 96 1 5|0.4 21
3033 威健|電子通路|-4 3 1|86 96 3 8|0.5 14
3034 聯詠|半導體業|-36 -44 -39|75 100 40 39|1.4 1842
3035 智原|半導體業|20 27 -50|47 75 8 -2|0.6 1729
3036 文曄|電子通路|-8 33 4|68 87 -1 -4|0.4 82
3037 欣興|電子零組|23 33 -5|49 68 2 -19|0.4 3681
3038 全台|光電業|9 16 2|88 88 -1 5|0.4 18
3041 揚智|半導體業|-10 -25 -30|48 80 1 -11|0.5 13
3042 晶技|電子零組|-12 -16 -5|83 91 14 -1|0.6 66
3044 健鼎|電子零組|-9 -5 -12|75 92 2 -1|0.7 96
3045 台灣大|通信網路|13 12 2|90 91 2 -10|0.4 184
3046 建碁|電腦及週|4 4 -30|77 77 -12 65|0.2 85
3047 訊舟|通信網路|-0 13 1|82 82 -9 20|0.3 51
3048 益登|電子通路|-8 5 -7|78 88 -6 -3|0.6 8
3050 鈺德|光電業|13 6 -5|90 95 7 9|0.9 33
3051 力特|光電業|-19 -5 2|46 78 -2 13|0.5 13
3056 富華新|建材營造|1202 20937 12494|82 92 -2 15|0.4 14
3059 華晶科|光電業|60 87 24|65 87 -6 -6|0.2 44
3062 建漢|通信網路|103 87 48|71 74 -8 -19|0.2 61
3078 僑威|電子零組|-29 -30 6|78 87 2 2|0.6 7
3081 聯亞|通信網路|115 111 81|52 60 -23 0|0.3 249
3083 網龍|文化創意|-9 -9 -16|76 100 22 16|5.4 35
3088 艾訊|電腦及週|19 19 -18|88 94 12 2|1.3 10
3089 億杰|電子零組|-89 -50 -24|95 95 58 81|0.8 9
3090 日電貿|電子零組|9 -4 -6|98 98 6 21|0.6 14
3092 鴻碩|電子零組|-40 -28 -52|47 70 -9 -22|0.3 9
3093 港建*|其他電子|-28 -16 -49|68 68 20 -6|1.0 8
3105 穩懋|半導體業|-49 -49 -25|39 76 13 -18|0.6 377
3128 昇銳|光電業|-15 16 -14|79 79 42 131|0.3 187
3131 弘塑|半導體業|3 -3 -12|65 79 5 11|0.2 11
3138 耀登|通信網路|33 31 8|58 80 -8 7|0.4 51
3141 晶宏|半導體業|-62 -54 -63|31 57 -9 -31|0.3 92
3147 大綜|資訊服務|-34 -40 -19|85 85 0 25|0.4 6
3149 正達|光電業|-2 -0 3|55 81 -14 12|0.2 9
3152 璟德|通信網路|-29 -38 10|54 85 10 4|0.5 9
