# 2026-04-01 全池(1192 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
2409 友達|光電業|-17 -3 -0|92 92 39 13|0.4 2132
2412 中華電|通信網路|3 3 -2|97 97 3 0|0.8 1387
2413 環科|電子零組|-24 -2 -7|85 85 29 127|0.9 215
2414 精技|電子通路|-12 17 -2|94 97 5 -1|0.8 7
2415 錩新|電子零組|29 21 11|99 99 17 17|1.2 7
2417 圓剛|電腦及週|10 19 14|71 82 -3 -18|0.3 11
2419 仲琦|通信網路|-7 -5 -2|99 99 41 51|3.1 98
2420 新巨|電子零組|-11 1 4|83 94 2 -0|0.5 10
2421 建準|電子零組|2 23 -3|68 68 -19 2|1.0 709
2425 承啟|電腦及週|114 61 7|68 80 -13 -15|0.6 10
2426 鼎元|光電業|-15 -6 -2|91 91 105 91|0.4 160
2427 三商電|資訊服務|-32 110 24|71 79 -14 -16|0.5 15
2428 興勤|電子零組|-13 2 -4|76 76 -10 -9|0.4 72
2429 銘旺科|光電業|-54 3 -40|27 32 -49 -69|0.7 16
2431 聯昌|電子零組|-66 -18 -13|67 67 3 -15|0.2 11
2436 偉詮電|半導體業|9 27 8|88 88 28 13|0.8 280
2439 美律|通信網路|16 19 10|72 75 -13 -16|0.4 131
2441 超豐|半導體業|19 18 5|82 82 2 39|0.7 411
2442 新美齊|建材營造|9886 3953 2889|70 79 -21 -19|0.8 42
2444 兆勁|通信網路|-45 -11 8|78 82 7 3|0.4 8
2449 京元電子|半導體業|41 38 5|86 86 28 69|0.8 5174
2451 創見|半導體業|246 310 181|73 73 26 106|0.2 1385
2453 凌群|資訊服務|5 7 -1|73 84 -0 -13|0.4 28
2454 聯發科|半導體業|-16 -0 -8|75 75 8 11|1.0 11858
2455 全新|通信網路|16 25 15|96 96 71 65|1.9 4943
2457 飛宏|電子零組|-5 -13 -5|64 64 -15 -1|0.2 71
2458 義隆|半導體業|-11 -5 -0|87 92 5 3|1.7 490
2460 建通|電子零組|14 56 44|88 88 26 36|0.3 9
2461 光群雷|其他電子|-6 9 11|95 100 22 9|1.5 13
2462 良得電|電子零組|-5 -1 0|78 78 -3 -14|0.4 6
2464 盟立|其他電子|8 -2 8|86 86 10 -4|0.5 194
2465 麗臺|電腦及週|127 46 12|66 66 -13 -7|0.6 21
2466 冠西電|光電業|-31 -8 -4|43 68 -31 -31|0.4 21
2467 志聖|電子零組|3 56 20|96 96 71 105|1.9 842
2468 華經|資訊服務|-31 -19 -32|43 65 -18 -33|0.5 24
2471 資通|資訊服務|29 23 7|80 96 4 4|0.7 11
2472 立隆電|電子零組|0 9 3|100 100 25 52|1.0 479
2474 可成|其他電子|-21 -13 -14|89 89 -10 3|0.8 421
2476 鉅祥|電子零組|14 26 11|72 79 -3 -18|0.6 98
2478 大毅|電子零組|-20 7 -0|80 80 7 13|0.3 153
2480 敦陽科|資訊服務|11 13 0|77 78 -8 -21|0.6 24
2481 強茂|半導體業|-1 8 4|85 85 9 24|0.9 2241
2484 希華|電子零組|-18 -6 -13|100 100 51 38|2.5 33
2485 兆赫|通信網路|85 126 46|100 100 184 501|0.2 4302
2486 一詮|光電業|6 17 5|89 89 58 80|0.1 785
2488 漢平|其他電子|0 -2 2|95 100 7 10|0.8 5
2489 瑞軒|光電業|7 4 -2|77 77 129 149|2.3 886
2492 華新科|電子零組|-4 8 3|75 75 2 17|0.4 695
2493 揚博|電子零組|1 7 5|65 84 5 -1|0.5 93
2495 普安|電腦及週|7 13 15|87 87 9 48|0.4 147
2497 怡利電|汽車工業|15 -4 -1|88 91 8 4|1.6 11
2498 宏達電|通信網路|-14 -13 -11|54 64 -20 -34|0.6 222
2501 國建|建材營造|194 62 26|93 93 -6 -1|1.4 55
2504 國產|建材營造|-11 -3 -6|82 91 -7 -3|1.3 99
2515 中工|建材營造|-13 25 33|73 73 0 24|0.3 196
2520 冠德|建材營造|9 16 27|57 89 -10 -12|0.6 53
2527 宏璟|建材營造|-4 -11 40|91 93 4 19|0.6 8
2528 皇普|建材營造|-100 -99 -946366|60 82 -17 -10|0.6 20
2530 華建|建材營造|-98 -87 -233|65 81 -13 -15|0.6 13
2534 宏盛|建材營造|-88 -89 -270|77 89 -5 -9|1.1 12
2535 達欣工|建材營造|18 98 28|95 95 13 18|1.2 26
2536 宏普|建材營造|-62 27 -3241|69 81 -16 -19|0.7 7
2537 聯上發|建材營造|273 158 -1453|68 84 -15 -6|0.5 8
2539 櫻花建|建材營造|-34 181 na|70 96 -1 -1|0.7 30
2540 愛山林|建材營造|-33 -35 -43|55 62 -6 -38|0.7 35
2542 興富發|建材營造|775 1163 893|79 86 -11 -14|0.9 115
2543 皇昌|建材營造|6 21 19|61 74 -7 -20|0.7 296
2545 皇翔|建材營造|8 -35 12|55 79 -10 -17|0.8 10
2546 根基|建材營造|-21 22 -27|86 87 -9 -7|2.9 8
2547 日勝生|建材營造|-9 5 17|76 92 -5 -5|1.0 28
2548 華固|建材營造|19257 21818 12219|100 100 2 28|2.0 196
2597 潤弘|建材營造|-5 33 12|79 84 -10 -2|1.0 75
2603 長榮|航運業|-21 -22 1|90 94 8 14|0.6 2992
2605 新興|航運業|87 47 31|95 95 57 74|1.2 1519
2606 裕民|航運業|16 13 13|85 85 -2 3|0.6 296
2607 榮運|航運業|-15 -17 5|80 86 -10 -13|0.6 29
2608 嘉里大榮|航運業|-15 -1 -3|84 90 -7 -10|0.5 9
2609 陽明|航運業|-15 -20 9|68 80 -5 -4|0.5 1753
2610 華航|航運業|15 3 1|78 80 -8 -12|0.6 602
2612 中航|航運業|-4 1 -1|73 73 -8 0|0.3 52
2613 中櫃|航運業|2 7 3|72 88 4 -6|0.3 19
2614 東森|其他|3 -4 -1|88 88 -10 -2|0.6 17
2615 萬海|航運業|-0 -10 4|65 91 1 5|0.7 1058
2616 山隆|油電燃氣|-23 -5 9|70 70 23 14|2.5 42
2617 台航|航運業|6 6 7|91 91 -0 12|0.5 28
2618 長榮航|航運業|14 5 5|85 89 -4 -9|0.6 1067
2630 亞航|航運業|21 -7 -11|67 80 -10 -10|0.5 52
2633 台灣高鐵|航運業|13 3 -0|93 93 -4 -4|1.2 142
2634 漢翔|航運業|-13 8 11|70 81 -8 -20|0.5 244
2636 台驊控股|航運業|-14 -17 5|85 97 4 -1|0.7 29
2637 慧洋-KY|航運業|30 18 27|91 91 2 13|0.5 122
2640 大車隊|數位雲端|15 5 0|96 96 42 46|3.2 26
2641 正德|航運業|16 30 -13|80 82 -10 -16|0.4 40
2645 長榮航太|航運業|-6 8 -5|73 84 1 -9|0.3 196
2646 星宇航空|航運業|41 19 -2|78 85 -11 -15|0.7 84
2707 晶華|觀光餐旅|24 6 -3|92 94 -1 -6|0.9 22
2723 美食-KY|觀光餐旅|-13 -14 -7|75 91 0 -6|0.5 24
2727 王品|觀光餐旅|24 10 4|92 98 6 1|0.8 78
2731 雄獅|觀光餐旅|41 13 7|88 88 -2 2|1.0 105
2743 山富|觀光餐旅|49 23 19|71 77 -6 -17|0.6 7
2745 五福|觀光餐旅|32 16 1|73 90 0 -5|0.7 14
2753 八方雲集|觀光餐旅|-6 3 -5|85 85 -5 -8|0.6 43
2755 揚秦|觀光餐旅|22 23 2|96 96 18 12|0.7 13
2801 彰銀|金融保險|4 11 1|95 95 -1 5|0.7 306
2812 台中銀|金融保險|12 10 3|88 91 -1 -10|0.9 191
2820 華票|金融保險|31 94 23|96 96 -0 4|0.6 13
2832 台產|金融保險|-5 2 2|87 87 -7 4|0.6 8
2834 臺企銀|金融保險|-5 2 -1|93 93 -6 -3|1.0 378
2836 高雄銀|金融保險|5 15 -0|94 94 -3 2|0.7 16
2838 聯邦銀|金融保險|11 15 7|99 99 7 16|0.9 34
2845 遠東銀|金融保險|12 10 7|93 97 -3 1|0.7 74
2850 新產|金融保險|7 6 1|97 97 0 -1|0.6 36
2851 中再保|金融保險|103 75 55|98 98 18 27|1.4 63
2852 第一保|金融保險|-7 -1 3|91 92 -7 -3|0.7 11
2855 統一證|金融保險|221 217 146|96 96 36 42|0.6 166
2880 華南金|金融保險|8 15 8|88 88 5 15|1.2 515
2881 富邦金|金融保險|69 29 -87|89 89 -10 2|0.9 1765
2882 國泰金|金融保險|-11 -5 -10|90 90 -5 9|1.0 1631
2883 凱基金|金融保險|25 -7 738|90 90 13 33|0.8 820
2884 玉山金|金融保險|4 20 -2|92 92 -5 -3|0.7 1015
2885 元大金|金融保險|52 66 47|96 96 17 36|1.1 995
2886 兆豐金|金融保險|-1 8 6|91 92 -4 -7|1.5 802
2887 台新新光金|金融保險|187 212 100|94 94 16 36|0.9 1661
2889 國票金|金融保險|16 47 30|85 85 -7 1|1.0 77
2890 永豐金|金融保險|13 28 10|95 95 10 29|1.0 662
2891 中信金|金融保險|14 35 2|96 96 7 26|1.1 1959
2892 第一金|金融保險|3 15 5|95 95 -3 -4|0.9 590
2897 王道銀行|金融保險|7 23 13|100 100 9 11|1.0 42
2903 遠百|貿易百貨|25 1 2|94 94 4 2|0.4 46
2905 三商|貿易百貨|5 1 -9|85 85 -9 19|0.6 10
2912 統一超|貿易百貨|9 5 1|87 90 2 -9|0.9 568
2913 農林|貿易百貨|2 -9 -13|64 85 -9 -13|1.2 16
2915 潤泰全|貿易百貨|-27 -45 -29|78 86 -13 -8|0.6 94
3002 歐格|電腦及週|23 23 -4|64 64 -30 10|0.3 6
3003 健和興|電子零組|-3 21 20|74 95 3 -6|0.7 17
3004 豐達科|鋼鐵工業|20 25 6|67 77 5 -20|0.4 20
3005 神基|電腦及週|-0 4 -7|63 66 -13 -34|1.6 945
3006 晶豪科|半導體業|128 122 90|72 72 62 118|0.2 2271
3008 大立光|光電業|-3 3 -0|87 87 -1 -5|0.5 1868
3010 華立|電子通路|22 11 12|86 86 5 23|0.5 153
3011 今皓|電子零組|-46 -37 0|69 81 -14 -17|0.9 8
3013 晟銘電|電腦及週|-31 10 3|71 71 -23 -15|1.7 217
3014 聯陽|半導體業|-14 -3 -5|81 86 0 -13|0.5 85
3015 全漢|電子零組|-12 1 -12|81 82 -5 -9|0.4 11
3016 嘉晶|半導體業|15 17 17|73 73 4 -11|0.3 92
3017 奇鋐|電腦及週|75 112 9|93 93 41 120|0.9 10945
3019 亞光|光電業|7 10 -4|72 75 -11 -24|0.2 312
3022 威強電|電腦及週|-31 -9 -2|62 88 -4 -9|0.8 39
3023 信邦|電子零組|-5 -2 5|95 95 30 10|1.6 427
3024 憶聲|光電業|-65 -69 -47|60 75 -12 -27|0.9 7
3025 星通|通信網路|113 93 79|76 76 -14 33|0.2 33
3026 禾伸堂|電子零組|-2 10 5|94 94 42 51|3.7 416
3027 盛達|通信網路|-48 -51 -48|49 69 -15 -25|0.3 8
3028 增你強|電子通路|45 59 34|86 86 32 58|0.4 242
3029 零壹|資訊服務|-37 -3 -26|70 81 -10 -19|1.2 163
3030 德律|其他電子|25 34 0|92 92 33 40|1.1 1569
3031 佰鴻|光電業|-18 6 5|93 93 14 10|1.9 40
3032 偉訓|電子零組|1 31 -26|54 63 -18 -35|0.5 33
3033 威健|電子通路|-10 15 -6|91 91 7 15|0.6 122
3034 聯詠|半導體業|-24 -16 -10|74 90 4 -11|1.5 1334
3035 智原|半導體業|-74 -39 -76|59 78 -12 -12|0.7 334
3036 文曄|電子通路|29 61 27|88 88 58 62|0.8 2457
3037 欣興|電子零組|16 26 9|84 84 125 211|0.2 5898
3038 全台|光電業|-13 -13 2|77 88 -9 -3|0.5 5
3040 遠見|其他|22 7 9|69 78 -9 -22|0.5 11
3041 揚智|半導體業|31 51 59|68 72 -9 -25|0.4 14
3042 晶技|電子零組|7 4 -1|95 100 14 4|1.2 148
