# 2024-10-01 全池(1211 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1436 華友聯|建材營造|1272 2403 1366|69 69 -17 29|0.4 77
1438 三地開發|建材營造|-100 na na|65 65 0 24|0.4 33
1440 南紡|紡織纖維|3 -1 12|81 81 -8 1|0.7 16
1442 名軒|建材營造|704 914 -19536|87 87 14 57|0.9 97
1446 宏和|紡織纖維|6440 5341 2945|76 76 -7 32|0.5 41
1449 佳和|紡織纖維|-33 -15 -39|72 85 -4 -6|0.2 10
1455 集盛|紡織纖維|28 47 12|73 73 -18 -23|0.6 8
1464 得力|紡織纖維|15 32 23|95 95 1 8|0.9 5
1473 台南|紡織纖維|2 3 -10|67 67 -15 18|0.4 16
1475 業旺|紡織纖維|82 90 50|84 84 2 22|0.2 7
1476 儒鴻|紡織纖維|37 24 9|94 96 4 2|1.1 276
1477 聚陽|紡織纖維|17 6 -4|79 79 -13 -2|1.5 664
1503 士電|電機機械|-11 2 1|65 67 -25 -35|0.4 676
1504 東元|電機機械|-11 -9 -5|81 81 -10 -13|0.7 152
1513 中興電|電機機械|19 19 3|72 72 -16 -8|0.5 1350
1514 亞力|電機機械|-4 4 -9|69 69 -19 -2|0.3 516
1515 力山|電機機械|-37 -17 -162|63 72 -20 -24|0.7 17
1519 華城|電機機械|65 55 -46|64 64 -36 -23|1.1 3597
1522 堤維西|汽車工業|-14 2 -2|86 86 -12 8|0.8 221
1524 耿鼎|汽車工業|7 0 -15|93 93 2 -2|1.7 138
1527 鑽全|電機機械|10 31 23|98 98 9 14|0.7 42
1528 恩德|電機機械|-9 -5 -1|85 85 3 5|0.4 14
1529 樂事綠能|電機機械|23 95 3|76 76 -15 -15|0.2 16
1530 亞崴|電機機械|-0 -7 18|90 90 8 7|0.6 15
1532 勤美|電機機械|-31 -37 -79|72 72 -14 4|0.6 57
1536 和大|汽車工業|-5 12 22|76 76 -1 9|0.2 165
1537 廣隆|電機機械|34 37 14|97 97 10 14|0.5 33
1539 巨庭|電機機械|-8 -6 -26|89 89 34 27|0.7 184
1540 喬福|電機機械|24 118 67|92 92 111 146|0.8 1155
1558 伸興|電機機械|23 17 6|99 99 20 24|0.7 17
1560 中砂|電機機械|5 12 7|87 87 -9 20|0.6 588
1563 巧新|汽車工業|-2 -5 na|na na -18 na|0.4 18
1565 精華|生技醫療|15 9 11|100 100 18 16|5.0 18
1568 倉佑|汽車工業|-23 -26 -1|77 83 -2 -3|0.2 5
1569 濱川|電腦及週|-12 -15 5|100 100 48 50|2.7 57
1570 力肯|電機機械|214 208 143|69 76 -1 -24|0.1 12
1580 新麥|電機機械|-10 2 -9|97 97 -2 2|0.6 6
1582 信錦|電子零組|-8 7 -12|87 87 -4 20|0.8 252
1584 精剛|其他|21 31 4|88 88 14 9|1.2 188
1587 吉茂|汽車工業|-10 0 8|56 56 -32 13|0.9 18
1589 永冠-KY|電機機械|-8 -5 16|69 87 -4 -14|0.7 12
1590 亞德客-KY|電機機械|-5 -1 -13|76 76 -10 -21|2.0 519
1591 駿吉-KY|電機機械|158 339 105|58 58 -31 -26|0.5 8
1597 直得|電機機械|34 18 34|83 83 21 32|0.4 190
1603 華電|電器電纜|11 31 1|74 74 -15 -13|0.4 12
1604 聲寶|電器電纜|13 3 0|95 95 -1 -1|0.7 6
1605 華新|電器電纜|-2 3 7|89 89 -2 -7|2.0 341
1608 華榮|電器電纜|39 38 21|74 74 -15 -9|0.3 59
1609 大亞|電器電纜|16 20 7|80 80 -7 14|0.4 362
1611 中電|電器電纜|-13 -15 -6|80 80 -11 2|0.2 10
1612 宏泰|電器電纜|-26 2 -3|77 77 -8 2|0.4 25
1615 大山|電器電纜|41 17 -11|85 85 -10 8|0.6 13
1616 億泰|電器電纜|8 7 -6|80 80 -5 4|0.5 7
1617 榮星|電器電纜|14 26 15|75 75 -9 19|0.3 9
1618 合機|電器電纜|-30 32 -10|73 73 -23 18|0.5 73
1702 南僑|食品工業|1 3 -3|88 88 -4 1|1.2 28
1707 葡萄王|生技醫療|-15 -6 -7|94 94 -5 -5|0.7 23
1708 東鹼|化學工業|12 11 15|96 96 18 37|0.8 112
1709 和益|化學工業|33 16 5|95 95 6 28|0.7 59
1710 東聯|化學工業|18 33 23|92 100 8 4|0.9 31
1711 永光|化學工業|-4 5 -0|93 93 35 29|0.8 614
1712 興農|化學工業|3 5 5|90 90 -5 10|0.4 16
1713 國化|化學工業|-18 7 -14|88 88 -10 14|0.4 6
1717 長興|化學工業|-0 6 3|97 97 8 7|2.2 123
1720 生達|生技醫療|1 5 -0|85 85 -8 0|0.5 13
1721 三晃|化學工業|11 42 34|100 100 74 74|0.7 117
1722 台肥|化學工業|-3 -26 -8|86 88 -8 -7|0.9 99
1723 中碳|化學工業|32 5 15|83 88 -6 -13|0.5 39
1725 元禎|化學工業|5 19 14|76 76 -14 18|0.3 6
1727 中華化|化學工業|58 36 31|98 98 35 40|1.5 239
1734 杏輝|生技醫療|23 20 15|86 86 -12 -11|0.5 9
1735 日勝化|化學工業|1 16 5|85 85 36 42|0.9 19
1736 喬山|運動休閒|24 23 8|96 96 72 98|1.9 82
1737 臺鹽|食品工業|-6 -5 2|98 98 6 7|0.4 13
1760 寶齡富錦|生技醫療|-2 10 -1|75 84 -10 -17|0.5 10
1773 勝一|化學工業|20 15 7|92 94 12 -6|1.2 150
1776 展宇|化學工業|-1 8 3|86 86 28 35|0.9 20
1777 生泰|生技醫療|-1 18 8|96 96 9 22|0.4 7
1784 訊聯|生技醫療|-5 -0 -10|68 68 -19 67|0.4 48
1785 光洋科|其他電子|34 32 5|89 89 -2 36|0.7 1411
1786 科妍|生技醫療|7 8 -23|96 96 6 24|0.8 66
1789 神隆|生技醫療|16 6 -13|87 87 -11 -8|0.7 7
1795 美時|生技醫療|12 11 12|78 78 -12 -18|0.6 446
1799 易威|生技醫療|306 325 174|42 42 -23 51|1.5 91
1802 台玻|玻璃陶瓷|-21 -12 -12|93 93 1 7|3.8 38
1805 寶徠|建材營造|-1 -35 -5|82 82 -1 -0|1.4 5
1806 冠軍|玻璃陶瓷|17 5 -14|86 86 -5 23|0.7 17
1808 潤隆|建材營造|-92 -65 -5447|40 40 -53 -52|2.1 391
1809 中釉|玻璃陶瓷|-9 3 -1|65 80 -12 -13|1.7 15
1810 和成|玻璃陶瓷|-9 -4 -5|89 89 4 10|1.6 12
1815 富喬|電子零組|58 50 46|77 77 -12 19|0.8 204
1817 凱撒衛|玻璃陶瓷|11 16 5|98 98 10 11|0.6 9
1903 士紙|造紙工業|-4 -17 -10|81 81 -8 -6|1.2 11
1904 正隆|造紙工業|3 4 -1|81 83 -15 -16|1.8 36
1905 華紙|造紙工業|10 7 7|83 88 -5 -9|2.1 40
1907 永豐餘|造紙工業|9 11 6|95 100 5 11|1.9 32
1909 榮成|造紙工業|-3 4 5|91 91 4 -4|3.1 19
2002 中鋼|鋼鐵工業|-3 -0 1|88 93 1 -9|2.1 444
2006 東和鋼鐵|鋼鐵工業|-1 1 -8|100 100 12 9|1.2 108
2008 高興昌|鋼鐵工業|-10 9 21|81 81 24 37|0.5 5
2009 第一銅|鋼鐵工業|19 32 9|76 76 -13 -9|3.9 47
2010 春源|鋼鐵工業|13 9 3|81 81 -5 -16|1.9 9
2014 中鴻|鋼鐵工業|-32 -17 -13|82 96 5 -8|6.4 51
2015 豐興|鋼鐵工業|4 1 -1|98 98 6 20|1.2 31
2017 官田鋼|鋼鐵工業|-3 2 -5|83 84 -11 -14|1.9 6
2020 美亞|鋼鐵工業|-24 -40 -23|75 75 -18 -20|0.9 8
2022 聚亨|鋼鐵工業|-24 -19 -14|76 81 -10 -19|3.9 7
2023 燁輝|鋼鐵工業|-18 -4 -10|87 100 3 -2|3.1 18
2025 千興|鋼鐵工業|13 8472 na|85 85 -4 -3|0.8 11
2027 大成鋼|鋼鐵工業|-15 -10 2|91 91 -1 -3|1.1 169
2031 新光鋼|鋼鐵工業|-20 -18 -15|86 86 -3 -7|1.3 39
2033 佳大|鋼鐵工業|5 7 14|100 100 46 32|0.6 8
2034 允強|鋼鐵工業|-9 -4 4|92 99 1 -1|1.7 10
2038 海光|鋼鐵工業|24 15 12|82 86 -4 -12|5.8 6
2049 上銀|電機機械|-5 -5 -2|76 82 2 -18|1.6 251
2059 川湖|電子零組|89 95 44|75 80 -19 -18|1.2 957
2061 風青|電器電纜|37 36 19|86 86 5 50|0.3 6
2062 橋椿|居家生活|0 -4 -25|99 99 49 42|1.0 180
2066 世德|電機機械|-2 -3 -0|72 72 -19 -14|0.5 16
2069 運錩|鋼鐵工業|-8 -10 -1|98 98 25 18|2.0 11
2070 精湛|電機機械|81 45 14|96 96 136 218|1.7 816
2101 南港|橡膠工業|25 17 -5|75 75 -10 16|0.4 111
2102 泰豐|橡膠工業|58 31 81|90 90 6 26|1.5 13
2103 台橡|橡膠工業|21 28 17|96 96 3 2|1.1 16
2104 國際中橡|橡膠工業|5 18 19|81 92 -4 -5|1.2 17
2105 正新|橡膠工業|2 1 0|86 86 8 7|1.5 250
2106 建大|橡膠工業|-4 -2 -3|89 89 -10 -4|1.7 29
2107 厚生|橡膠工業|-8 5 12|91 91 1 2|0.3 6
2108 南帝|橡膠工業|27 48 35|81 81 -2 11|0.4 14
2109 華豐|橡膠工業|5 1 0|95 95 3 14|0.9 6
2201 裕隆|汽車工業|9 11 -1|71 80 -7 -11|1.2 188
2204 中華|汽車工業|-31 -1 -28|49 49 -43 -47|0.6 164
2206 三陽工業|汽車工業|-7 -1 -9|86 86 -3 -0|0.5 95
2207 和泰車|汽車工業|-9 -3 -6|97 97 12 11|1.2 191
2208 台船|航運業|-28 -36 -7|76 92 1 -6|0.5 35
2211 長榮鋼|鋼鐵工業|3 1 -2|76 76 -13 -11|0.6 84
2227 裕日車|汽車工業|-9 -4 -7|67 87 -5 -4|1.1 5
2228 劍麟|汽車工業|-4 -5 -14|92 92 0 12|2.3 267
2230 泰茂|居家生活|128 112 -7|88 93 1 -1|1.7 59
2231 為升|汽車工業|17 3 8|74 76 -15 -7|2.4 29
2233 宇隆|汽車工業|-2 14 -1|92 92 15 22|0.8 493
2236 百達-KY|汽車工業|8 -5 -17|89 89 20 34|0.3 81
2241 艾姆勒|汽車工業|-21 -26 -42|62 62 -16 -13|1.5 32
2243 宏旭-KY|汽車工業|34 371 243|91 91 58 101|1.1 93
2247 汎德永業|汽車工業|-14 2 -1|87 87 -3 -8|1.0 14
2250 IKKA-KY|汽車工業|-7 -2 -10|74 74 -5 2|0.9 42
2254 巨鎧精密-創|汽車工業|-20 210 109|na 81 -7 -15|0.8 23
2258 鴻華先進-創|汽車工業|497 710 -260|na 91 -4 2|1.5 22
2301 光寶科|電腦及週|-9 -5 6|84 85 -7 -1|0.5 786
2303 聯電|半導體業|9 4 8|93 93 -1 2|0.7 2124
2305 全友|電腦及週|28 26 -8|70 80 -10 -16|0.5 9
2308 台達電|電子零組|4 2 3|89 89 1 17|0.8 3066
2312 金寶|其他電子|17 10 17|78 78 9 43|0.4 204
2313 華通|電子零組|8 13 3|76 76 -17 -14|0.7 1208
2314 台揚|通信網路|-49 -52 7|71 85 -12 -12|0.5 17
2316 楠梓電|電子零組|13 -9 2|81 81 -10 7|1.2 58
2317 鴻海|其他電子|33 24 19|83 83 -13 18|0.8 11161
2323 中環|光電業|-5 -5 -7|91 91 -6 4|0.6 78
2324 仁寶|電腦及週|3 -2 3|86 86 1 -5|0.9 376
2327 國巨*|電子零組|15 17 9|77 77 -18 1|1.3 1402
2328 廣宇|電子零組|-14 -13 1|88 88 -8 5|0.4 30
2329 華泰|半導體業|-13 -13 -29|49 58 -29 -38|0.9 91
2330 台積電|半導體業|33 37 17|90 90 -3 20|0.9 31033
2331 精英|電腦及週|13 -3 15|66 66 -25 -21|0.4 41
2332 友訊|通信網路|3 -3 10|94 97 2 8|0.6 39
2337 旺宏|半導體業|4 5 24|77 89 -3 -4|0.5 194
2338 光罩|半導體業|-4 0 -6|72 72 -25 -15|0.5 51
2340 台亞|半導體業|2 8 -4|75 86 -14 -5|0.7 60
2342 茂矽|半導體業|24 27 29|92 96 0 4|1.5 12
2344 華邦電|半導體業|9 9 0|68 76 -20 -22|1.3 484
2345 智邦|通信網路|27 20 12|92 92 -6 15|1.9 1358
2347 聯強|電子通路|1 4 -3|80 80 -3 -8|1.5 426
2348 海悅|其他|21 17 -109|47 47 -31 19|0.5 315
2349 錸德|光電業|-10 -6 -7|80 80 -3 105|0.3 256
2351 順德|半導體業|7 6 10|85 85 8 37|1.4 438
2352 佳世達|電腦及週|2 -1 4|80 90 -1 -10|0.6 156
2353 宏碁|電腦及週|5 15 3|75 75 -10 -7|0.9 625
2354 鴻準|其他電子|-14 -4 32|88 88 -6 5|0.6 254
2355 敬鵬|電子零組|-7 -4 -4|74 81 -17 -14|0.9 71
2356 英業達|電腦及週|12 17 8|73 75 -21 -23|0.6 723
2357 華碩|電腦及週|18 22 11|96 96 19 35|0.9 1882
2359 所羅門|其他電子|3 -15 -0|82 82 -16 48|0.4 835
2360 致茂|其他電子|11 18 13|98 98 20 54|1.4 1240
2362 藍天|電腦及週|17 35 17|95 95 12 47|1.8 196
2363 矽統|半導體業|11 46 -12|67 67 -15 29|1.7 381
2364 倫飛|電腦及週|57 41 25|67 78 22 10|0.8 82
2365 昆盈|電腦及週|55 44 12|81 81 10 136|0.3 595
2367 燿華|電子零組|21 23 11|80 80 -10 27|0.5 283
2368 金像電|電子零組|30 34 9|72 85 -9 -17|0.5 768
2369 菱生|半導體業|-11 -6 -12|67 76 -21 -24|0.5 15
2371 大同|電機機械|6 4 -4|70 70 -16 -15|1.0 685
2374 佳能|光電業|-1 18 -2|78 78 -8 45|0.3 158
2375 凱美|電子零組|10 12 7|87 91 -3 6|0.3 11
2376 技嘉|電腦及週|107 121 7|69 80 -13 -21|0.6 1230
2377 微星|電腦及週|-3 5 -10|89 90 -2 5|0.6 437
2379 瑞昱|半導體業|15 16 0|81 84 -11 -14|1.1 1178
2382 廣達|電腦及週|43 37 28|79 79 -13 -4|1.1 5700
2383 台光電|電子零組|48 56 -3|83 88 -9 4|0.9 2484
2385 群光|電子零組|12 3 6|64 77 -6 -24|1.4 601
2387 精元|電腦及週|9 11 9|85 88 -7 -9|0.5 27
2388 威盛|半導體業|70 6 -21|76 95 13 2|2.0 1914
2390 云辰|其他電子|12 10 6|77 93 -4 2|0.7 7
2392 正崴|電子零組|9 15 6|71 71 -17 38|0.2 172
2393 億光|光電業|20 24 10|90 90 -1 35|0.8 200
2395 研華|電腦及週|-2 -4 9|80 85 -12 -17|1.3 340
2397 友通|電腦及週|-35 -40 2|82 82 -4 13|0.2 38
2399 映泰|電腦及週|-31 4 5|100 100 44 39|1.8 732
2401 凌陽|半導體業|18 23 5|82 82 -13 13|0.9 55
2402 毅嘉|電子零組|12 16 8|93 93 17 21|0.6 288
2404 漢唐|其他電子|-5 -9 -3|72 72 -20 -22|0.7 293
2405 輔信|電腦及週|-21 -4 -7|73 73 -12 5|0.2 52
2406 國碩|光電業|167 197 109|75 75 -24 10|0.9 28
2408 南亞科|半導體業|9 19 -6|58 62 -38 -32|1.0 609
2409 友達|光電業|11 13 -8|91 91 -1 -5|0.7 467
2412 中華電|通信網路|4 1 -1|98 98 6 0|0.7 725
2417 圓剛|電腦及週|-0 2 2|77 77 -16 2|0.4 57
2419 仲琦|通信網路|18 21 41|80 80 -3 -7|0.2 24
2420 新巨|電子零組|24 15 16|100 100 17 49|1.0 193
2421 建準|電子零組|24 20 18|68 76 -14 -27|0.5 142
2423 固緯|其他電子|-16 -1 1|88 88 -6 3|1.1 9
2424 隴華|通信網路|162 44 -15|93 93 117 120|0.8 6
2425 承啟|電腦及週|-11 -23 -25|83 89 17 -4|1.2 97
2426 鼎元|光電業|15 12 1|91 91 15 24|1.3 122
2427 三商電|資訊服務|-26 -4 -35|76 76 -17 -4|0.2 13
2428 興勤|電子零組|7 9 10|96 96 0 6|0.7 55
2429 銘旺科|光電業|-35 -52 -0|64 64 -30 49|0.3 17
2436 偉詮電|半導體業|-6 3 -11|82 95 3 3|6.7 23
2438 翔耀|光電業|187 158 48|56 56 -31 114|0.3 21
2439 美律|通信網路|74 52 27|92 92 -8 9|0.9 356
2441 超豐|半導體業|9 12 -2|94 94 -3 -4|0.7 38
2442 新美齊|建材營造|655 231 -1088|72 72 -12 3|0.3 62
2444 兆勁|通信網路|-10 -20 -3|87 87 1 27|0.6 8
2449 京元電子|半導體業|12 13 7|83 83 -6 5|1.0 1628
2451 創見|半導體業|4 -8 -10|76 76 -14 7|1.3 129
2453 凌群|資訊服務|7 12 2|77 77 -15 -15|0.2 18
2454 聯發科|半導體業|-2 18 -7|81 81 -12 4|1.3 8311
2455 全新|通信網路|7 20 -54|84 84 -7 -2|2.9 695
2457 飛宏|電子零組|-4 -21 -3|67 78 -15 -22|1.0 42
2458 義隆|半導體業|-0 1 -25|85 85 -6 -6|1.0 270
2460 建通|電子零組|7 30 3|71 79 -10 -20|0.6 8
2461 光群雷|其他電子|-10 -9 -6|88 88 -7 -8|0.5 7
2462 良得電|電子零組|2 16 12|78 90 -9 -7|0.4 5
2464 盟立|其他電子|-2 -8 13|86 86 -2 50|0.4 1227
2465 麗臺|電腦及週|44 9 -11|57 65 -25 -24|0.4 31
2467 志聖|電子零組|-2 56 35|86 86 4 65|0.4 1113
2472 立隆電|電子零組|23 23 13|85 85 -9 3|0.4 45
2474 可成|其他電子|18 2 24|99 99 6 14|0.9 588
2476 鉅祥|電子零組|23 21 18|80 80 -15 19|0.4 169
2477 美隆電|其他電子|49 24 20|87 87 38 40|0.9 84
2478 大毅|電子零組|15 13 8|89 89 -1 11|0.5 10
2480 敦陽科|資訊服務|1 1 0|99 99 5 1|0.6 12
2481 強茂|半導體業|-2 -2 -3|85 90 -6 1|1.4 92
2482 連宇|其他電子|-37 -41 12|68 71 -28 -7|0.5 11
2484 希華|電子零組|19 2 12|85 92 -3 -8|0.5 6
2485 兆赫|通信網路|-80 -70 -29|69 81 -17 -13|0.4 12
2486 一詮|光電業|12 11 -4|70 70 -27 39|1.3 1233
2488 漢平|其他電子|32 17 0|91 91 2 4|0.7 27
2489 瑞軒|光電業|49 63 24|80 80 4 45|0.2 181
2492 華新科|電子零組|7 7 -0|76 84 -10 -9|0.7 132
2493 揚博|電子零組|5 16 8|82 82 -11 -10|0.5 12
2495 普安|電腦及週|-14 1 5|92 92 -1 60|1.3 207
2497 怡利電|汽車工業|32 25 10|97 97 43 51|1.8 1150
2498 宏達電|通信網路|-21 -14 4|95 100 13 11|3.0 181
2501 國建|建材營造|1 -10 -54|61 61 -19 2|0.3 62
2504 國產|建材營造|8 6 3|90 90 11 23|0.7 309
2505 國揚|建材營造|-97 36 -537|73 73 -18 -19|0.3 7
2506 太設|建材營造|25 18 -104|82 82 -6 7|0.2 5
2509 全坤建|建材營造|107 2029 1515|72 72 -15 1|0.2 7
2511 太子|建材營造|-5 -6 -3|79 79 -10 -3|0.4 12
2514 龍邦|其他|2 8 -144|75 75 -20 30|0.3 10
2515 中工|建材營造|36 16 -2|68 68 -16 -24|0.5 138
2516 新建|建材營造|19 3 -17|81 86 -8 -8|0.3 6
2520 冠德|建材營造|6 124 76|74 74 -14 16|0.3 185
2524 京城|建材營造|-4 230 51|69 69 72 99|0.5 418
2527 宏璟|建材營造|-79 126 -43|55 55 -25 -31|0.2 12
2528 皇普|建材營造|1714 1110 692|72 72 -14 -17|0.3 22
2530 華建|建材營造|76454 109552 58844|68 68 -19 -20|0.4 54
2534 宏盛|建材營造|-50 -13 36|85 85 -5 10|0.3 22
2535 達欣工|建材營造|-11 7 2|81 81 -11 -10|1.3 14
2536 宏普|建材營造|-0 208 -2080|78 78 -10 -6|0.3 13
2537 聯上發|建材營造|-99 55794 35710|61 61 -19 8|0.1 81
2538 基泰|建材營造|32 446 171|79 79 -3 18|0.2 12
2539 櫻花建|建材營造|-100 na na|60 60 -35 -32|0.8 71
2540 愛山林|建材營造|7 4 -69|47 47 -49 -3|0.7 322
2542 興富發|建材營造|-52 -35 -51|68 68 -18 9|0.5 438
2543 皇昌|建材營造|-7 22 -9|100 100 60 167|1.2 530
2545 皇翔|建材營造|1105 545 152|83 83 4 33|0.3 70
2546 根基|建材營造|11 1 12|60 60 -18 -14|0.7 12
2547 日勝生|建材營造|4 -6 -26|84 84 -1 0|0.4 14
2548 華固|建材營造|63 2329 1246|80 80 -4 16|0.4 180
2596 綠意|建材營造|-75 9 -194|65 65 -9 1|0.3 8
2597 潤弘|建材營造|23 22 14|58 58 -18 -11|0.5 44
2603 長榮|航運業|116 113 82|92 92 8 20|1.5 3070
2605 新興|航運業|4 9 1|89 89 -5 19|5.2 64
2606 裕民|航運業|13 10 -9|92 92 -4 4|2.7 96
2607 榮運|航運業|57 61 26|87 90 -3 -1|0.8 26
2608 嘉里大榮|航運業|3 3 -1|92 92 -2 7|0.7 6
2609 陽明|航運業|111 100 79|84 84 -4 57|2.7 1433
2610 華航|航運業|9 7 -8|91 91 -9 16|0.7 395
2611 志信|航運業|8 7 -12|70 70 -17 1|1.2 11
2612 中航|航運業|20 21 11|81 96 0 9|4.8 7
2613 中櫃|航運業|5 7 -1|82 82 -5 75|7.5 15
2614 東森|其他|-14 -4 -3|80 87 -6 -2|0.4 9
2615 萬海|航運業|126 125 99|92 92 15 125|3.1 1268
2617 台航|航運業|32 26 15|82 82 -16 -6|1.7 17
2618 長榮航|航運業|10 9 -14|97 97 -0 19|0.8 1623
2630 亞航|航運業|25 9 -6|76 76 -11 -8|1.4 13
2633 台灣高鐵|航運業|8 7 -2|96 96 -3 -1|0.7 67
2634 漢翔|航運業|-6 -3 -5|82 82 -11 -17|0.7 141
2636 台驊控股|航運業|91 122 72|79 79 -8 -4|1.9 44
2637 慧洋-KY|航運業|50 40 23|100 100 9 24|3.2 179
2641 正德|航運業|24 24 -5|86 86 -10 6|2.9 16
2645 長榮航太|航運業|4 -4 -17|81 81 -14 -12|0.5 36
2704 國賓|觀光餐旅|10 10 14|83 83 -12 5|0.4 8
2707 晶華|觀光餐旅|-13 -14 -12|84 84 -3 -2|0.7 27
2718 全心投控|建材營造|33 1091 300|72 72 -7 15|0.5 7
2723 美食-KY|觀光餐旅|-5 -7 -1|85 100 6 5|2.7 15
2727 王品|觀光餐旅|1 -1 -4|82 91 1 -5|0.8 74
2731 雄獅|觀光餐旅|19 22 -142|82 82 -8 2|0.4 58
2739 寒舍|觀光餐旅|-1 0 -10|72 72 -9 14|0.4 20
2743 山富|觀光餐旅|10 23 -273|62 62 -27 -5|0.3 11
2745 五福|觀光餐旅|23 36 -497|65 65 -23 18|0.2 13
2748 雲品|觀光餐旅|-5 2 -4|69 82 -7 -9|1.3 7
2753 八方雲集|觀光餐旅|3 7 -1|87 87 -8 -8|0.7 15
2762 世界健身-KY|運動休閒|-1 2 na|na 90 0 -8|0.7 19
2801 彰銀|金融保險|24 12 3|96 96 -3 -0|0.7 181
2809 京城銀|金融保險|16 -18 -70|83 83 -12 1|0.9 148
2812 台中銀|金融保險|8 10 -3|94 94 1 9|0.5 59
2816 旺旺保|金融保險|3 0 -8|81 88 -7 10|0.5 9
2820 華票|金融保險|78 30 -47|96 96 -1 -1|0.8 8
2832 台產|金融保險|-1 11 0|93 93 2 12|0.4 8
2834 臺企銀|金融保險|25 12 6|83 83 -15 -0|0.7 225
2836 高雄銀|金融保險|24 18 11|92 92 -2 3|0.4 15
2838 聯邦銀|金融保險|26 10 3|92 92 -6 2|0.5 22
2845 遠東銀|金融保險|-5 -2 -5|82 82 -18 -2|0.5 98
2850 新產|金融保險|-2 0 -4|89 89 1 14|0.4 23
2851 中再保|金融保險|-32 -13 -19|93 93 0 9|0.4 33
2852 第一保|金融保險|3 1 -7|92 92 -4 14|0.4 5
2855 統一證|金融保險|36 5 -34|92 92 -7 3|0.5 40
2880 華南金|金融保險|7 12 -3|94 94 -1 15|0.6 270
2881 富邦金|金融保險|-71 2 -103|96 96 11 33|0.9 2044
2882 國泰金|金融保險|-12 -6 -78|98 98 10 35|1.1 1719
2883 凱基金|金融保險|-206 -34 -166|98 98 3 16|0.8 789
2884 玉山金|金融保險|33 30 4|98 98 2 9|0.7 472
2885 元大金|金融保險|-7 -1 -19|91 91 -5 2|0.8 421
2886 兆豐金|金融保險|8 7 -21|95 95 -2 1|0.7 556
2887 台新新光金|金融保險|38 26 19|92 92 -1 5|1.1 793
2888 新光金|金融保險|-11677 -3903 -2992|88 88 14 48|0.5 2997
2889 國票金|金融保險|-3 13 -13|88 88 -11 8|0.9 122
2890 永豐金|金融保險|14 15 -7|90 90 -7 15|1.0 324
