# 2025-05-02 全池(1104 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1560 中砂|電機機械|10 11 -1|68 79 -7 -22|3.1 316
1563 巧新|汽車工業|5 -1 4|na 87 3 8|0.6 33
1565 精華|生技醫療|-0 3 -2|72 72 -8 -18|0.6 25
1569 濱川|電腦及週|29 36 33|58 58 -12 23|0.6 303
1580 新麥|電機機械|29 20 10|94 94 -4 3|0.7 8
1582 信錦|電子零組|-11 8 1|67 75 -17 -20|0.9 76
1583 程泰|電機機械|-28 -6 7|86 89 -0 -2|1.3 6
1584 精剛|其他|25 14 4|70 90 11 -9|0.6 156
1587 吉茂|汽車工業|22 13 5|39 64 -12 -26|0.6 5
1589 永冠-KY|電機機械|23 32 31|60 73 -18 -24|0.6 6
1590 亞德客-KY|電機機械|20 22 15|75 92 5 0|1.2 878
1591 駿吉-KY|電機機械|-89 -53 -323|47 63 -33 -10|0.4 6
1595 川寶|半導體業|25 9 26|46 46 -18 -49|0.4 5
1597 直得|電機機械|-18 4 -1|70 70 -7 -10|3.0 56
1598 岱宇|運動休閒|8 6 6|69 69 -26 -16|0.3 10
1603 華電|電器電纜|98 50 24|66 89 -1 0|0.5 7
1604 聲寶|電器電纜|-1 -1 -7|90 94 -4 -5|0.5 8
1605 華新|電器電纜|1 12 9|54 69 -10 -29|0.5 299
1608 華榮|電器電纜|27 8 -11|57 84 2 -14|0.3 31
1609 大亞|電器電纜|5 7 -7|59 80 -7 -18|0.7 140
1611 中電|電器電纜|16 3 13|68 81 -2 -12|0.7 6
1612 宏泰|電器電纜|5 26 12|72 89 4 -4|0.6 17
1615 大山|電器電纜|13 14 -6|71 87 -9 -10|1.8 6
1616 億泰|電器電纜|27 19 5|87 99 38 4|1.1 53
1617 榮星|電器電纜|5 19 -6|59 85 9 -13|0.3 6
1618 合機|電器電纜|0 22 -2|64 79 -6 1|0.6 45
1702 南僑|食品工業|5 5 0|75 85 -6 -14|0.8 20
1707 葡萄王|生技醫療|-4 -3 -8|89 89 -7 -7|0.6 22
1708 東鹼|化學工業|-5 7 -6|77 77 -9 -14|0.4 29
1709 和益|化學工業|-2 3 -7|68 76 -13 -22|0.6 6
1710 東聯|化學工業|48 23 3|73 77 -5 -23|0.3 13
1711 永光|化學工業|-7 5 -1|60 69 -19 -31|0.5 15
1712 興農|化學工業|-3 -2 -1|90 90 -4 4|0.6 24
1713 國化|化學工業|19 -6 -18|89 92 9 9|1.2 14
1717 長興|化學工業|-1 3 -1|78 86 -4 -13|0.7 31
1720 生達|生技醫療|5 4 -4|78 91 -4 -7|0.5 11
1721 三晃|化學工業|-0 -6 -14|46 56 -19 -44|0.5 7
1722 台肥|化學工業|12 2 10|88 97 9 -1|1.4 55
1723 中碳|化學工業|-19 -2 -1|79 91 -0 -5|0.6 20
1733 五鼎|生技醫療|44 30 10|86 90 -1 6|0.3 9
1734 杏輝|生技醫療|13 5 -3|84 99 3 3|0.8 6
1736 喬山|運動休閒|17 34 6|81 81 -4 14|0.6 226
1760 寶齡富錦|生技醫療|5 -5 -8|68 75 -19 -18|0.7 7
1773 勝一|化學工業|6 5 -6|73 75 -12 -22|0.5 22
1777 生泰|生技醫療|-3 16 -4|87 87 2 1|0.4 7
1784 訊聯|生技醫療|4 -2 -6|50 74 -12 -19|1.0 15
1785 光洋科|其他電子|41 39 5|74 80 -6 -12|0.8 528
1786 科妍|生技醫療|5 5 -9|74 79 -18 -2|0.4 50
1789 神隆|生技醫療|-6 -23 -19|64 78 -15 -21|0.6 9
1795 美時|生技醫療|38 13 -4|69 78 -12 -10|0.6 223
1799 易威|生技醫療|58 154 -33|27 66 0 -36|0.6 11
1802 台玻|玻璃陶瓷|-1 2 8|68 68 -15 -28|0.3 65
1806 冠軍|玻璃陶瓷|-2 8 2|81 100 22 14|0.8 41
1808 潤隆|建材營造|-100 -90 -589|25 68 -10 -32|0.4 39
1809 中釉|玻璃陶瓷|7 -0 0|57 71 -15 -22|0.4 6
1810 和成|玻璃陶瓷|3 0 1|84 94 13 4|0.9 62
1815 富喬|電子零組|76 82 19|85 85 1 37|0.5 587
1903 士紙|造紙工業|-15 -3 5|73 91 0 -8|1.0 11
1904 正隆|造紙工業|5 3 -5|60 74 -7 -26|0.6 12
1905 華紙|造紙工業|-11 -7 -5|55 71 -18 -29|0.7 10
1907 永豐餘|造紙工業|2 3 -3|81 86 -9 -12|2.1 29
2002 中鋼|鋼鐵工業|-11 -11 -7|83 84 3 -8|0.4 315
2006 東和鋼鐵|鋼鐵工業|-4 1 4|85 88 0 -7|0.5 78
2009 第一銅|鋼鐵工業|10 -2 -19|59 76 -3 -12|0.3 70
2010 春源|鋼鐵工業|-0 10 -4|86 92 9 7|0.6 34
2014 中鴻|鋼鐵工業|-23 -37 -9|65 65 -15 -20|0.3 92
2015 豐興|鋼鐵工業|-10 -7 -4|74 75 -5 -23|0.5 16
2020 美亞|鋼鐵工業|-8 -17 6|72 90 2 4|0.5 13
2023 燁輝|鋼鐵工業|7 -5 -2|91 91 -1 5|0.4 24
2027 大成鋼|鋼鐵工業|20 13 14|81 81 16 32|0.3 683
2031 新光鋼|鋼鐵工業|51 53 47|63 78 -7 -21|0.3 18
2032 新鋼|鋼鐵工業|15 18 7|73 73 14 2|0.1 6
2034 允強|鋼鐵工業|-3 19 13|81 81 10 3|0.3 31
2038 海光|鋼鐵工業|-5 16 7|70 77 -6 -15|0.2 8
2049 上銀|電機機械|0 6 4|62 62 -22 -4|1.4 1249
2059 川湖|電子零組|78 110 23|90 90 34 50|0.8 1983
2062 橋椿|居家生活|-9 -20 -10|65 73 -15 -22|0.7 17
2066 世德|電機機械|-6 -4 -3|58 70 -9 -25|0.3 18
2070 精湛|電機機械|9 -1 -19|45 57 -15 -39|1.4 9
2101 南港|橡膠工業|4 5 -79|65 82 -8 -14|1.2 66
2103 台橡|橡膠工業|28 19 -2|75 76 -6 -22|0.4 9
2104 國際中橡|橡膠工業|-17 -4 -5|59 69 -12 -29|0.3 10
2105 正新|橡膠工業|-3 -1 -1|83 92 -2 8|0.4 307
2106 建大|橡膠工業|2 7 6|69 78 -10 -20|0.6 11
2107 厚生|橡膠工業|18 48 20|92 97 0 2|1.1 6
2108 南帝|橡膠工業|-5 5 -25|61 76 -14 -19|0.7 7
2109 華豐|橡膠工業|2 9 1|92 94 0 -1|0.6 5
2201 裕隆|汽車工業|-11 -13 -13|54 69 -19 -31|0.6 109
2204 中華|汽車工業|-29 -34 -21|48 79 -14 2|0.9 105
2206 三陽工業|汽車工業|1 -9 -6|83 96 -2 1|0.6 83
2207 和泰車|汽車工業|-2 5 4|87 95 1 -4|0.8 191
2208 台船|航運業|62 7 29|89 95 14 -2|0.5 37
2211 長榮鋼|鋼鐵工業|-1 41 8|54 71 -7 -19|0.6 51
2228 劍麟|汽車工業|8 3 1|78 88 4 -12|1.6 37
2230 泰茂|居家生活|-17 58 -103|59 61 -9 -37|0.4 23
2231 為升|汽車工業|-2 -17 -24|66 79 -11 -8|0.6 63
2233 宇隆|汽車工業|-5 6 -3|62 62 -19 5|1.3 143
2236 百達-KY|汽車工業|569 398 305|68 68 -14 -21|0.4 25
2241 艾姆勒|汽車工業|5 -5 16|47 78 -13 -21|0.6 8
2243 宏旭-KY|汽車工業|13 10 -71|43 62 -20 -35|1.9 5
2247 汎德永業|汽車工業|-14 11 -4|86 88 -3 -1|0.8 26
2250 IKKA-KY|汽車工業|0 3 4|68 68 -17 13|0.9 56
2258 鴻華先進-創|汽車工業|-30 968 56|78 78 -17 -6|0.3 17
2301 光寶科|電腦及週|24 27 24|87 92 -4 -0|0.8 640
2302 麗正|半導體業|21 33 13|74 74 -1 -5|0.4 10
2303 聯電|半導體業|9 6 0|79 95 13 -6|0.8 1474
2308 台達電|電子零組|38 31 18|81 81 -11 -13|1.0 2401
2312 金寶|其他電子|16 28 14|60 60 -18 -20|0.7 113
2313 華通|電子零組|14 9 0|63 80 -14 -10|1.1 478
2314 台揚|通信網路|-46 -42 -5|28 28 -69 -61|0.5 14
2316 楠梓電|電子零組|19 10 12|65 72 -20 -25|0.8 21
2317 鴻海|其他電子|23 28 6|65 67 -11 -30|0.7 7357
2324 仁寶|電腦及週|-2 1 3|72 73 -22 -19|0.7 385
2327 國巨*|電子零組|11 9 -4|58 78 -11 -21|0.6 985
2328 廣宇|電子零組|10 27 30|68 68 -5 6|0.8 615
2329 華泰|半導體業|7 -2 5|46 80 -2 -21|0.7 89
2330 台積電|半導體業|46 42 1|84 84 -11 -8|0.8 31595
2331 精英|電腦及週|-1 3 6|42 63 -28 -35|0.6 20
2332 友訊|通信網路|-11 -6 1|61 61 -28 -14|1.5 67
2337 旺宏|半導體業|7 7 6|67 83 6 -22|0.9 270
2338 光罩|半導體業|-15 -11 -10|38 53 -35 -44|0.8 27
2340 台亞|半導體業|11 1 -5|49 61 -18 -38|0.3 18
2342 茂矽|半導體業|45 58 11|68 68 -18 -26|0.7 6
2344 華邦電|半導體業|1 -1 -6|59 76 12 -17|0.4 801
2345 智邦|通信網路|127 127 64|80 80 -13 12|1.1 2452
2347 聯強|電子通路|-4 -10 -12|81 94 0 0|1.1 347
2348 海悅|其他|66 -18 -57|34 49 -29 -15|0.9 64
2349 錸德|光電業|4 -12 -2|55 65 -16 -25|1.7 26
2351 順德|半導體業|14 7 3|44 60 -19 -41|0.4 74
2352 佳世達|電腦及週|6 6 4|66 70 -22 -26|0.6 66
2353 宏碁|電腦及週|7 4 -5|60 81 -12 -16|0.9 440
2354 鴻準|其他電子|281 250 142|62 62 -20 -17|0.9 438
2355 敬鵬|電子零組|4 -5 -1|64 81 -11 -17|0.6 34
2356 英業達|電腦及週|20 22 -8|71 77 -9 -9|0.6 466
2357 華碩|電腦及週|29 21 -4|83 83 -9 1|0.8 2151
2359 所羅門|其他電子|58 54 49|75 76 -1 -3|2.2 402
2360 致茂|其他電子|47 57 26|70 70 -6 -20|0.8 561
2362 藍天|電腦及週|-21 -24 -29|74 82 -7 -13|1.1 85
2363 矽統|半導體業|1424 1280 639|47 63 -21 -34|0.8 193
2364 倫飛|電腦及週|51 50 19|60 82 -2 -15|0.3 9
2365 昆盈|電腦及週|14 6 -18|60 77 -12 -13|2.1 64
2367 燿華|電子零組|-4 5 -15|58 74 -21 -19|0.9 89
2368 金像電|電子零組|51 34 6|86 86 -2 8|1.2 1152
2369 菱生|半導體業|-4 -11 -2|57 69 -18 -28|0.7 9
2371 大同|電機機械|7 -2 2|61 80 -2 -5|0.8 614
2374 佳能|光電業|-7 26 0|67 67 -17 -1|0.5 195
2375 凱美|電子零組|13 12 1|68 68 -14 -14|1.1 24
2376 技嘉|電腦及週|-8 25 -63|73 77 0 -10|0.8 630
2377 微星|電腦及週|23 12 3|72 72 -26 -20|0.5 485
2379 瑞昱|半導體業|31 37 16|89 89 -5 4|0.9 1045
2382 廣達|電腦及週|89 88 36|74 77 3 -17|1.0 4412
2383 台光電|電子零組|65 69 12|97 97 10 45|1.1 2496
2385 群光|電子零組|-0 2 -1|80 91 3 -1|1.0 561
2387 精元|電腦及週|-20 -3 -7|72 72 -12 -5|0.6 48
2388 威盛|半導體業|-17 -4 -27|52 62 -19 -38|0.6 160
2390 云辰|其他電子|-0 27 12|75 78 -13 -21|2.1 5
2392 正崴|電子零組|1 14 1|57 58 -25 -17|1.1 95
2393 億光|光電業|1 2 -14|87 87 -7 -9|0.9 128
2395 研華|電腦及週|26 26 21|81 81 -9 7|0.8 483
2397 友通|電腦及週|33 37 38|67 72 -10 -20|0.7 10
2399 映泰|電腦及週|-8 -19 -4|44 53 -24 -46|0.5 18
2401 凌陽|半導體業|5 19 1|56 69 -25 -28|0.7 34
2402 毅嘉|電子零組|31 22 6|82 88 4 -8|0.7 55
2404 漢唐|其他電子|-16 -3 19|85 85 -11 27|0.8 1154
2405 輔信|電腦及週|4 -2 2|61 74 -12 -16|0.4 33
2406 國碩|光電業|-37 -38 -114|45 66 -7 -32|1.0 14
2408 南亞科|半導體業|-19 -25 -24|48 77 28 -16|0.8 2231
2409 友達|光電業|22 21 6|70 78 -4 -22|0.7 304
2412 中華電|通信網路|5 2 -1|99 99 2 5|1.0 1623
2417 圓剛|電腦及週|4 0 1|67 71 -19 -2|0.3 24
2419 仲琦|通信網路|-28 -8 -18|55 58 -24 -33|0.7 10
2420 新巨|電子零組|-8 1 -5|69 74 -10 -26|0.6 10
2421 建準|電子零組|41 42 18|75 82 -2 -9|0.9 169
2423 固緯|其他電子|-3 -0 5|90 90 -3 -1|0.6 9
2424 隴華|通信網路|768 242 137|100 100 49 8|3.5 6
2425 承啟|電腦及週|91 55 50|72 82 12 -14|0.9 44
2426 鼎元|光電業|17 11 4|62 64 -24 -28|0.6 9
2427 三商電|資訊服務|-47 -1 -7|72 85 -2 -7|1.1 42
2428 興勤|電子零組|27 22 8|71 75 -20 -21|1.6 61
2429 銘旺科|光電業|-9 201 168|82 82 84 94|0.9 168
2431 聯昌|電子零組|77 21 36|59 59 -16 -32|0.7 13
2436 偉詮電|半導體業|21 23 13|67 72 -17 -25|1.0 28
2439 美律|通信網路|14 10 -11|81 90 8 4|0.7 248
2440 太空梭|電子零組|11 39 -0|74 93 20 5|1.3 9
2441 超豐|半導體業|16 12 1|84 84 -11 -5|0.4 21
2442 新美齊|建材營造|236 53 -6|65 88 -1 8|0.6 14
2449 京元電子|半導體業|24 22 7|63 63 -15 -30|0.9 723
2451 創見|半導體業|34 11 12|76 97 17 7|0.8 151
2453 凌群|資訊服務|4 5 -2|84 84 5 13|1.1 291
2454 聯發科|半導體業|11 15 -4|83 83 -13 2|1.1 8284
2455 全新|通信網路|-10 -5 -12|51 57 -35 -27|1.1 517
2457 飛宏|電子零組|5 -4 4|48 59 -25 -30|0.7 30
2458 義隆|半導體業|-9 1 1|79 83 -10 -10|1.1 295
2459 敦吉|其他電子|9 -11 17|77 84 -10 -15|1.3 6
2460 建通|電子零組|28 24 -4|51 67 -15 -31|1.7 5
2462 良得電|電子零組|20 23 10|62 72 -14 -27|1.2 6
2464 盟立|其他電子|20 22 21|66 70 -14 -20|1.5 100
2465 麗臺|電腦及週|-11 -12 -8|35 56 -25 -43|0.7 10
2466 冠西電|光電業|145 66 30|82 82 1 158|1.3 227
2467 志聖|電子零組|14 23 -19|57 61 -25 -31|1.4 112
2468 華經|資訊服務|79 57 37|95 95 195 223|1.3 1356
2471 資通|資訊服務|30 23 7|94 94 24 33|3.2 270
2472 立隆電|電子零組|21 27 5|72 72 -20 -1|0.5 128
2474 可成|其他電子|18 20 8|94 97 12 -3|0.8 649
2476 鉅祥|電子零組|16 20 0|65 77 -12 -16|1.2 126
2477 美隆電|其他電子|10 42 19|64 65 -3 -36|0.8 10
2478 大毅|電子零組|22 27 10|81 96 7 -1|1.2 8
2480 敦陽科|資訊服務|16 18 10|92 92 3 15|2.7 76
2481 強茂|半導體業|-4 6 6|69 77 -3 -22|0.6 61
2485 兆赫|通信網路|-59 -55 6|53 64 -21 -34|0.7 8
2486 一詮|光電業|23 17 5|55 60 -28 -38|0.8 459
2488 漢平|其他電子|48 35 3|78 78 -18 -1|0.4 11
2489 瑞軒|光電業|28 23 -16|54 65 -20 -33|1.0 44
2492 華新科|電子零組|8 8 1|62 77 -12 -23|0.6 65
2493 揚博|電子零組|-0 8 -2|73 73 -7 -19|0.7 19
2495 普安|電腦及週|-32 -22 -15|63 64 -19 -34|2.1 24
2497 怡利電|汽車工業|40 28 2|55 64 -14 -32|0.8 19
2498 宏達電|通信網路|68 20 33|66 66 -27 -12|0.5 143
2501 國建|建材營造|-64 -19 -47|49 77 -14 -16|1.1 18
2504 國產|建材營造|11 6 2|72 72 -7 -24|0.8 87
2506 太設|建材營造|-62 -34 -35|77 85 -6 2|0.4 5
2515 中工|建材營造|-23 8 -13|62 91 4 2|1.2 56
2516 新建|建材營造|5 16 -1|77 77 5 61|0.7 24
2520 冠德|建材營造|-33 7 -44|80 83 2 15|0.7 96
2524 京城|建材營造|266 849 495|38 63 -13 -33|0.4 24
2527 宏璟|建材營造|-13 -55 -1526|49 73 -16 -7|0.9 7
2528 皇普|建材營造|3612112 2239734 -435314|71 79 -4 0|0.6 25
2530 華建|建材營造|-97 271 -37967|61 82 -13 -9|0.9 19
2534 宏盛|建材營造|420 439 295|82 89 3 -5|1.5 14
2535 達欣工|建材營造|132 39 29|100 100 12 25|0.8 26
2536 宏普|建材營造|1952 802 556|76 92 -4 6|0.8 5
2537 聯上發|建材營造|-100 4132 -19077|42 77 -6 -19|0.5 13
2539 櫻花建|建材營造|835 328 na|76 91 17 25|0.7 76
2540 愛山林|建材營造|-49 -2 -33|38 85 -7 -4|0.5 89
2542 興富發|建材營造|-86 -70 -88|65 87 -4 3|0.8 128
2543 皇昌|建材營造|4 3 -7|69 69 -8 -15|0.4 530
2545 皇翔|建材營造|-71 198 -113|67 67 -18 -8|0.7 33
2546 根基|建材營造|29 32 21|65 94 14 10|0.4 7
2547 日勝生|建材營造|-22 -4 1|91 91 23 37|0.6 55
2548 華固|建材營造|-1 62 -501|63 85 -2 -9|0.6 78
2597 潤弘|建材營造|18 20 1|72 91 10 31|0.5 43
2603 長榮|航運業|11 25 -40|88 88 4 3|0.5 2764
2605 新興|航運業|7 -16 -17|74 85 2 -6|0.4 60
2606 裕民|航運業|-7 -12 -17|76 76 2 5|0.4 365
2607 榮運|航運業|-10 3 -20|89 93 2 -0|0.8 39
2609 陽明|航運業|-15 5 -51|85 85 7 7|0.8 2027
2610 華航|航運業|5 8 -1|79 79 -16 -6|0.8 648
2612 中航|航運業|17 21 2|85 88 11 2|0.3 11
2613 中櫃|航運業|1 1 -2|64 83 0 0|1.1 35
2615 萬海|航運業|24 34 -34|77 87 14 -3|0.6 1269
2617 台航|航運業|1 -0 -9|71 86 -1 -9|0.5 13
2618 長榮航|航運業|3 6 -2|82 82 -16 4|0.6 897
2630 亞航|航運業|-4 2 -4|87 96 5 21|0.7 137
2633 台灣高鐵|航運業|0 0 -4|88 93 -1 -7|0.9 138
2634 漢翔|航運業|-32 -27 -19|81 87 5 7|0.5 515
2636 台驊控股|航運業|4 20 -50|65 85 -5 -13|0.5 19
2637 慧洋-KY|航運業|-26 -25 -33|75 75 3 -11|0.5 447
2641 正德|航運業|40 30 9|87 87 19 14|0.5 83
2645 長榮航太|航運業|24 14 2|91 98 1 13|0.9 75
2646 星宇航空|航運業|34 41 na|na 85 -10 -14|0.4 78
2707 晶華|觀光餐旅|3 6 12|88 98 10 7|0.6 60
2718 全心投控|建材營造|-79 -93 -323|35 48 -34 -47|0.5 7
2723 美食-KY|觀光餐旅|7 4 7|88 88 -12 4|0.4 15
2727 王品|觀光餐旅|3 6 5|91 91 -0 -6|0.7 43
2729 瓦城|觀光餐旅|-1 8 1|89 93 -1 -3|0.9 7
2731 雄獅|觀光餐旅|13 22 -0|87 98 10 3|1.6 57
2743 山富|觀光餐旅|-15 -5 -19|53 84 -9 -16|1.4 15
2745 五福|觀光餐旅|16 23 -10|75 88 -8 3|1.7 13
2748 雲品|觀光餐旅|-3 -2 -1|68 79 -18 -15|0.6 6
2753 八方雲集|觀光餐旅|16 13 3|99 99 24 25|1.0 175
2762 世界健身-KY|運動休閒|10 10 5|77 77 -9 -22|0.9 5
2801 彰銀|金融保險|7 6 -3|99 100 1 3|1.1 341
2809 京城銀|金融保險|-33 -27 -13|71 92 -4 -2|0.8 117
2812 台中銀|金融保險|2 8 -2|93 93 7 13|0.7 137
2820 華票|金融保險|40 -4 -22|95 97 0 1|0.6 9
2832 台產|金融保險|-2 0 -5|100 100 27 30|1.8 39
2834 臺企銀|金融保險|1 1 -4|74 90 -6 -9|0.8 202
2836 高雄銀|金融保險|25 19 1|91 99 2 0|1.2 15
2838 聯邦銀|金融保險|-37 -6 -11|95 95 8 10|0.6 35
2845 遠東銀|金融保險|-5 -4 -2|76 91 -4 -2|0.9 72
2850 新產|金融保險|-0 -1 -3|93 93 5 10|0.8 31
2851 中再保|金融保險|-15 -9 -7|92 92 3 -1|0.6 29
2852 第一保|金融保險|-6 -3 -5|97 97 20 32|0.9 29
2855 統一證|金融保險|-75 -55 -114|81 83 -10 -9|0.5 43
2880 華南金|金融保險|-4 3 -7|95 95 -4 6|0.6 315
2881 富邦金|金融保險|25 26 -69|90 90 -7 -7|1.4 1269
2882 國泰金|金融保險|-31 -9 -22|84 84 -11 -14|1.7 1415
2883 凱基金|金融保險|410 150 -65|88 88 -3 -1|1.2 765
2884 玉山金|金融保險|23 26 7|93 93 0 3|0.8 524
2885 元大金|金融保險|-13 2 -17|84 84 -10 -4|1.2 742
2886 兆豐金|金融保險|-30 -15 -15|90 93 -4 -4|0.9 599
2887 台新新光金|金融保險|20 17 -12|82 91 -5 -4|1.2 664
2888 新光金|金融保險|-113 -52 928|87 93 -4 4|0.9 547
2889 國票金|金融保險|-22 -14 -25|71 78 -16 -18|0.6 34
2890 永豐金|金融保險|-8 13 -2|82 88 -5 -6|0.8 467
2891 中信金|金融保險|37 29 -1|98 98 3 12|1.5 2130
2892 第一金|金融保險|-11 -2 -8|88 90 -10 -7|1.1 612
2903 遠百|貿易百貨|-3 -4 0|70 90 7 -8|0.4 34
2905 三商|貿易百貨|1 -21 -88|65 79 -14 -19|0.6 14
2908 特力|貿易百貨|-6 -8 -8|98 100 4 3|1.4 11
2912 統一超|貿易百貨|4 4 -2|86 88 1 -12|0.5 425
2913 農林|貿易百貨|39 41 15|76 83 -7 -16|1.7 18
2915 潤泰全|貿易百貨|4 -7 -17|67 67 -19 -29|0.8 102
3003 健和興|電子零組|-3 -2 -11|59 70 -18 -22|0.8 26
3004 豐達科|鋼鐵工業|15 13 -0|85 95 3 14|0.5 16
3005 神基|電腦及週|29 10 7|86 86 -9 -1|0.5 262
3006 晶豪科|半導體業|-22 -12 -17|49 72 -12 -24|0.4 89
3008 大立光|光電業|42 31 3|71 80 -20 -2|0.9 1358
3010 華立|電子通路|8 8 -9|64 74 -17 -22|0.9 38
3011 今皓|電子零組|-13 -9 -8|42 48 -23 -54|0.5 6
3013 晟銘電|電腦及週|42 78 8|54 54 -29 -40|1.0 448
3014 聯陽|半導體業|5 16 9|71 82 -6 -4|0.7 75
3015 全漢|電子零組|21 13 16|74 74 -19 -9|0.8 26
3016 嘉晶|半導體業|-6 -13 -8|48 59 -17 -40|0.6 11
3017 奇鋐|電腦及週|68 55 27|63 71 -3 -19|1.1 3355
3019 亞光|光電業|21 27 -5|64 64 -15 31|0.7 1637
3022 威強電|電腦及週|27 7 9|72 72 9 9|0.3 173
3023 信邦|電子零組|-4 3 -1|67 70 -13 -15|0.8 412
3024 憶聲|光電業|77 78 -26|64 71 -11 -12|0.7 14
3025 星通|通信網路|-53 -12 -50|60 60 -23 -27|0.6 17
3026 禾伸堂|電子零組|24 19 13|84 90 -3 -6|0.3 22
3027 盛達|通信網路|51 26 17|68 83 13 -1|0.8 13
3028 增你強|電子通路|3 7 -3|93 95 8 1|0.5 7
3029 零壹|資訊服務|27 71 21|76 76 1 27|1.3 762
3030 德律|其他電子|9 32 -23|60 76 -7 -16|1.0 150
3031 佰鴻|光電業|-8 -1 -10|72 75 -18 -15|0.6 5
3032 偉訓|電子零組|36 16 23|65 65 -18 2|0.5 106
