# 2024-04-01 全池(1276 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1414 東和|紡織纖維|-20 4 13|92 92 9 10|0.9 9
1416 廣豐|其他|13 47 13|88 88 3 18|0.7 12
1432 大魯閣|運動休閒|28 5 -12|75 75 -2 12|0.6 18
1434 福懋|紡織纖維|-12 -10 7|84 87 -11 -12|0.8 30
1436 華友聯|建材營造|428 135 -431|96 96 43 72|2.1 26
1437 勤益控|其他|4 7 -3|98 98 8 14|1.4 7
1438 三地開發|建材營造|-100 -100 na|94 94 53 65|0.7 13
1440 南紡|紡織纖維|-37 -20 -7|91 91 -2 6|1.7 18
1442 名軒|建材營造|66 2373 -17506|100 100 20 26|1.7 44
1445 大宇|紡織纖維|-51 -27 -13|80 80 5 2|1.0 21
1446 宏和|紡織纖維|5001 2628 1922|85 86 -8 -12|0.9 5
1449 佳和|紡織纖維|-8 72 45|75 75 -7 22|0.4 14
1455 集盛|紡織纖維|11 46 44|98 98 35 55|1.7 87
1456 怡華|建材營造|413 154 -41|81 81 15 16|0.3 6
1457 宜進|紡織纖維|-5 7 24|100 100 13 20|2.5 22
1471 首利|電子零組|-58 9 -8|68 76 -6 -23|0.5 19
1472 三洋實業|建材營造|60 105 -7|84 84 14 71|0.8 11
1473 台南|紡織纖維|73 28 32|96 96 6 17|1.2 13
1476 儒鴻|紡織纖維|9 12 23|91 91 -3 11|0.9 274
1477 聚陽|紡織纖維|3 16 12|96 96 13 16|1.8 632
1503 士電|電機機械|9 12 8|96 96 169 166|0.4 4095
1504 東元|電機機械|-9 -1 -2|95 97 21 8|2.5 1365
1513 中興電|電機機械|-6 10 -4|95 95 52 65|1.2 10332
1514 亞力|電機機械|-5 20 0|92 92 40 110|0.8 3017
1515 力山|電機機械|295 234 104|84 84 -2 17|0.5 62
1517 利奇|電機機械|-69 -45 15|85 91 3 8|0.7 13
1519 華城|電機機械|162 178 56|94 94 135 173|0.1 696
1522 堤維西|汽車工業|10 8 6|100 100 49 36|1.7 384
1524 耿鼎|汽車工業|6 31 14|98 98 13 42|1.2 224
1526 日馳|電機機械|-57 -60 -1|83 92 3 2|0.5 8
1527 鑽全|電機機械|12 4 24|100 100 3 8|1.9 13
1528 恩德|電機機械|-20 -4 -2|72 79 9 7|0.2 16
1529 樂事綠能|電機機械|-36 42 -139|72 93 7 4|1.4 94
1532 勤美|電機機械|42 73 34|89 89 -9 6|1.1 57
1533 車王電|汽車工業|-24 -24 -46|70 84 -11 -15|0.9 7
1535 中宇|電機機械|44 31 14|97 97 33 40|1.5 47
1536 和大|汽車工業|-15 -11 1|72 78 -12 -17|0.6 61
1537 廣隆|電機機械|44 25 27|100 100 7 7|1.4 19
1540 喬福|電機機械|18 54 29|94 98 8 9|2.0 9
1558 伸興|電機機械|-10 13 -3|87 87 -7 -9|0.9 12
1560 中砂|電機機械|-3 4 9|98 98 43 75|1.3 1015
1565 精華|生技醫療|-21 2 11|77 93 0 -1|0.6 28
1568 倉佑|汽車工業|-22 -17 1|80 80 -7 7|0.5 15
1569 濱川|電腦及週|-45 -35 -10|96 96 8 9|0.4 5
1570 力肯|電機機械|-45 -15 21|99 99 57 68|0.8 13
1580 新麥|電機機械|-17 25 6|98 98 9 26|0.8 18
1582 信錦|電子零組|-7 26 23|94 94 12 39|1.4 435
1584 精剛|其他|-19 4 -44|85 93 -2 -5|2.7 55
1587 吉茂|汽車工業|-21 -8 8|100 100 44 36|5.7 23
1589 永冠-KY|電機機械|-63 -23 -13|61 81 -1 -2|0.4 76
1590 亞德客-KY|電機機械|-40 24 6|94 95 13 17|0.8 654
1591 駿吉-KY|電機機械|50 55 109|96 96 20 56|1.0 40
1597 直得|電機機械|-33 -24 11|90 90 12 12|5.0 33
1598 岱宇|運動休閒|-22 -11 -17|69 82 -13 -10|0.6 5
1603 華電|電器電纜|-7 27 1|91 91 13 19|6.6 70
1604 聲寶|電器電纜|7 1 1|90 100 3 5|1.3 15
1605 華新|電器電纜|-34 -17 -16|73 93 -2 1|1.7 520
1608 華榮|電器電纜|5 5 10|98 98 40 44|5.7 378
1609 大亞|電器電纜|-4 19 16|94 94 25 11|2.3 1046
1611 中電|電器電纜|-21 -3 9|81 97 2 4|3.1 11
1612 宏泰|電器電纜|-1 2 1|98 98 12 12|3.7 88
1615 大山|電器電纜|53 35 13|96 96 32 50|1.4 41
1616 億泰|電器電纜|25 19 5|93 93 59 95|3.2 88
1618 合機|電器電纜|-12 52 -26|95 95 21 22|2.6 274
1701 中化|生技醫療|1 -0 -3|85 88 -7 -1|1.0 14
1702 南僑|食品工業|-5 10 -2|100 100 15 19|1.3 45
1707 葡萄王|生技醫療|-2 8 5|86 99 4 3|1.7 49
1708 東鹼|化學工業|-22 -0 22|78 89 -5 -0|0.9 17
1709 和益|化學工業|19 19 21|78 92 -6 -7|0.8 13
1710 東聯|化學工業|-16 11 9|77 89 -10 -5|0.6 17
1711 永光|化學工業|-26 3 10|90 92 2 4|0.4 25
1712 興農|化學工業|-4 -3 12|98 98 9 14|0.5 65
1713 國化|化學工業|-34 25 30|97 97 13 36|1.7 5
1717 長興|化學工業|-26 10 17|92 96 10 12|0.6 53
1720 生達|生技醫療|-2 8 1|89 95 1 0|0.8 28
1721 三晃|化學工業|-10 -10 11|80 80 -1 13|0.5 15
1722 台肥|化學工業|-11 -13 -16|92 92 -5 7|1.0 131
1723 中碳|化學工業|-23 -18 5|96 96 0 5|3.3 132
1725 元禎|化學工業|-23 -2 10|89 89 69 81|4.4 28
1727 中華化|化學工業|-18 -16 6|71 89 4 3|1.3 24
1731 美吾華|生技醫療|24 28 14|96 96 18 30|1.9 19
1732 毛寶|化學工業|8 10 10|77 77 -10 17|0.1 6
1733 五鼎|生技醫療|-4 0 19|80 80 -20 27|0.3 21
1734 杏輝|生技醫療|-2 10 4|97 100 7 14|1.7 44
1736 喬山|運動休閒|18 16 -2|89 90 4 -5|0.9 42
1737 臺鹽|食品工業|-21 -6 1|90 98 -1 1|1.0 8
1752 南光|生技醫療|-18 -4 -13|60 78 -11 -17|0.8 12
1760 寶齡富錦|生技醫療|15 29 37|60 91 2 8|2.8 64
1762 中化生|生技醫療|-69 -54 -30|49 80 -13 -17|0.9 16
1773 勝一|化學工業|-6 10 17|94 94 34 39|2.3 341
1783 和康生|生技醫療|-11 -5 -9|69 81 -3 -18|0.7 7
1784 訊聯|生技醫療|15 25 5|86 93 8 -5|0.6 13
1785 光洋科|其他電子|-8 26 23|97 97 24 33|2.6 507
1786 科妍|生技醫療|108 81 36|100 100 38 28|3.1 49
1789 神隆|生技醫療|60 32 26|81 99 4 -0|3.3 30
1795 美時|生技醫療|-3 1 -21|91 99 17 29|1.7 1605
1799 易威|生技醫療|36 102 29|100 100 71 231|0.8 17
1802 台玻|玻璃陶瓷|-25 8 -1|77 89 -8 -9|0.7 47
1805 寶徠|建材營造|23 -8 -149|95 95 38 24|1.0 6
1808 潤隆|建材營造|-91 -64 -10332|95 95 21 34|4.6 426
1809 中釉|玻璃陶瓷|-17 22 24|77 77 74 83|1.0 99
1810 和成|玻璃陶瓷|-21 9 7|63 90 -5 -10|1.8 15
1815 富喬|電子零組|-32 -28 3|93 93 26 22|1.3 469
1903 士紙|造紙工業|-0 5 -2|77 98 1 4|2.1 10
1904 正隆|造紙工業|-18 5 6|83 96 -2 2|1.4 25
1905 華紙|造紙工業|-25 3 13|73 93 -2 4|1.5 69
1907 永豐餘|造紙工業|-22 7 10|77 86 -8 -7|1.4 43
1909 榮成|造紙工業|-27 3 11|83 98 1 2|1.5 24
2002 中鋼|鋼鐵工業|-7 3 16|79 89 -11 -5|0.7 437
2006 東和鋼鐵|鋼鐵工業|-17 15 7|93 93 3 21|0.8 202
2007 燁興|鋼鐵工業|-13 -5 16|74 74 -25 5|0.5 5
2009 第一銅|鋼鐵工業|-20 19 18|100 100 25 36|2.7 266
2010 春源|鋼鐵工業|-15 15 21|100 100 3 14|1.5 16
2013 中鋼構|鋼鐵工業|5 -6 -3|98 98 13 16|1.7 15
2014 中鴻|鋼鐵工業|-5 14 16|79 79 -17 -1|0.6 82
2015 豐興|鋼鐵工業|-34 7 11|99 99 3 7|1.0 17
2017 官田鋼|鋼鐵工業|20 22 26|80 87 -8 3|0.6 9
2020 美亞|鋼鐵工業|-50 1 -4|100 100 19 36|1.3 62
2022 聚亨|鋼鐵工業|-3 11 14|71 83 -13 -10|1.2 12
2023 燁輝|鋼鐵工業|17 19 21|81 81 -17 -1|0.5 23
2025 千興|鋼鐵工業|-64 196 -36|80 80 41 33|0.6 45
2027 大成鋼|鋼鐵工業|-12 -16 -2|90 92 -8 -1|1.6 225
2028 威致|鋼鐵工業|-23 -0 14|93 93 -6 8|0.7 5
2029 盛餘|鋼鐵工業|9 35 19|94 94 -3 22|1.5 13
2030 彰源|鋼鐵工業|-43 -3 14|81 88 -11 -1|1.1 7
2031 新光鋼|鋼鐵工業|-22 19 16|92 92 1 31|0.5 178
2034 允強|鋼鐵工業|-29 -10 -2|89 92 -8 -8|0.8 13
2038 海光|鋼鐵工業|-33 10 19|78 78 -22 3|0.4 7
2049 上銀|電機機械|-15 6 15|97 97 17 35|3.9 642
2059 川湖|電子零組|68 46 55|86 86 39 52|0.4 1862
2062 橋椿|居家生活|-3 58 44|96 96 15 32|1.4 16
2065 世豐|鋼鐵工業|-30 -11 2|98 98 6 18|0.7 14
2066 世德|電機機械|2 0 4|95 95 10 18|0.9 33
2070 精湛|電機機械|21 61 43|96 96 20 32|4.8 5
2101 南港|橡膠工業|-4 15 3|89 89 -0 6|0.8 86
2103 台橡|橡膠工業|3 10 14|86 95 -4 -1|1.1 25
2104 國際中橡|橡膠工業|-15 -10 12|76 86 -11 -14|0.8 27
2105 正新|橡膠工業|-21 6 5|100 100 12 17|1.5 242
2106 建大|橡膠工業|-11 4 11|100 100 4 9|2.0 26
2107 厚生|橡膠工業|-21 -11 7|100 100 4 7|1.3 8
2108 南帝|橡膠工業|-25 -1 14|84 88 -9 -6|1.4 12
2109 華豐|橡膠工業|-6 6 14|100 100 20 26|1.5 20
2114 鑫永銓|橡膠工業|-26 -2 10|99 100 2 2|1.9 7
2201 裕隆|汽車工業|4 11 2|77 80 -6 -18|0.6 248
2204 中華|汽車工業|11 35 1|99 99 16 35|0.5 382
2206 三陽工業|汽車工業|-8 16 -9|79 96 6 -3|0.8 389
2207 和泰車|汽車工業|-18 11 -5|78 92 -6 0|0.7 171
2208 台船|航運業|-27 -30 -37|70 88 -8 -14|0.9 79
2211 長榮鋼|鋼鐵工業|-5 31 19|95 95 21 76|0.9 301
2227 裕日車|汽車工業|-12 7 -18|67 69 -30 -30|1.3 18
2228 劍麟|汽車工業|11 19 4|99 100 14 11|2.0 46
2230 泰茂|居家生活|78 156 91|95 95 6 86|0.7 174
2231 為升|汽車工業|-19 -1 -11|67 84 -11 -14|1.0 42
2233 宇隆|汽車工業|-8 18 12|87 87 -4 14|0.7 40
2236 百達-KY|汽車工業|5 1 -27|86 86 5 -8|1.4 71
2241 艾姆勒|汽車工業|5 17 -21|93 98 25 0|2.0 104
2243 宏旭-KY|汽車工業|108 44 36|62 72 -20 -1|0.1 6
2247 汎德永業|汽車工業|-26 6 -9|92 100 7 4|0.8 25
2250 IKKA-KY|汽車工業|2 17 9|91 91 25 63|1.6 29
2254 巨鎧精密-創|汽車工業|-44 -11 na|na na 3 na|1.5 19
2258 鴻華先進-創|汽車工業|1750 934 na|na na -2 na|0.5 13
2301 光寶科|電腦及週|-25 -13 1|65 81 -13 -16|1.9 2877
2302 麗正|半導體業|-28 -14 3|79 86 -6 0|0.5 7
2303 聯電|半導體業|3 -6 12|97 97 2 14|1.0 4321
2305 全友|電腦及週|33 97 68|84 84 12 9|0.6 28
2308 台達電|電子零組|-7 -1 -5|90 93 8 3|1.2 4275
2312 金寶|其他電子|-23 -21 -7|86 91 -7 -1|0.5 56
2313 華通|電子零組|8 8 15|96 96 9 49|0.8 2153
2314 台揚|通信網路|-66 -70 -29|66 81 -10 -9|1.9 40
2316 楠梓電|電子零組|-21 -2 20|92 99 16 10|1.7 239
2317 鴻海|其他電子|-12 -20 -9|97 97 45 45|2.0 23645
2323 中環|光電業|6 11 9|81 96 8 2|1.1 168
2324 仁寶|電腦及週|-14 -5 1|94 94 -3 23|0.8 1122
2327 國巨*|電子零組|-1 5 13|98 98 4 18|1.8 1480
2328 廣宇|電子零組|-45 -23 -16|82 93 2 -4|6.1 128
2329 華泰|半導體業|21 32 15|80 80 19 57|0.3 1469
2330 台積電|半導體業|11 4 8|98 98 32 49|0.6 36042
2331 精英|電腦及週|-28 -22 12|79 94 1 7|0.9 97
2332 友訊|通信網路|-15 -17 -6|72 91 -5 -7|0.5 39
2337 旺宏|半導體業|-16 -20 12|78 83 -12 -14|0.8 186
2338 光罩|半導體業|-4 17 19|73 89 -2 2|0.8 71
2340 台亞|半導體業|8 21 21|72 80 -14 -15|0.7 64
2342 茂矽|半導體業|-21 -23 6|70 91 -6 -6|0.8 16
2344 華邦電|半導體業|8 13 22|89 89 -5 10|0.6 526
2345 智邦|通信網路|-13 -9 -13|81 81 -10 -7|0.7 2270
2347 聯強|電子通路|8 20 20|95 95 8 18|1.0 376
2348 海悅|其他|254 411 294|100 100 44 80|1.0 64
2351 順德|半導體業|-20 -6 0|73 80 -14 -8|0.7 54
2352 佳世達|電腦及週|-12 -5 7|75 90 -3 -2|1.2 879
2353 宏碁|電腦及週|10 8 11|85 85 -8 28|0.5 1287
2354 鴻準|其他電子|-65 -66 -44|98 98 22 11|4.4 1887
2355 敬鵬|電子零組|2 6 7|86 86 -5 21|0.4 207
2356 英業達|電腦及週|2 10 12|82 96 15 20|1.4 2851
2357 華碩|電腦及週|1 8 10|86 86 -10 15|0.6 1531
2359 所羅門|其他電子|10 8 18|100 100 102 115|3.8 258
2360 致茂|其他電子|-14 3 18|86 89 22 -8|0.6 767
2362 藍天|電腦及週|-14 5 -24|86 86 11 30|0.2 85
2363 矽統|半導體業|-12 3 -31|66 66 -16 2|0.4 313
2364 倫飛|電腦及週|-19 0 -14|61 61 -20 -2|0.3 18
2365 昆盈|電腦及週|4 22 25|81 81 39 78|0.6 153
2367 燿華|電子零組|18 16 24|97 97 34 42|1.5 1604
2368 金像電|電子零組|39 36 33|89 89 14 12|0.8 2187
2369 菱生|半導體業|4 11 6|88 88 11 38|0.3 114
2371 大同|電機機械|7 17 -29|98 98 34 27|3.4 1787
2373 震旦行|其他電子|-28 -8 -4|96 97 -3 -2|1.4 9
2374 佳能|光電業|21 26 25|98 98 5 11|0.9 53
2375 凱美|電子零組|-23 7 17|81 81 -11 -5|1.4 21
2376 技嘉|電腦及週|38 64 18|84 84 21 13|0.7 6470
2377 微星|電腦及週|5 9 -1|83 83 -13 3|0.6 706
2379 瑞昱|半導體業|26 31 31|93 93 17 42|0.9 3046
2382 廣達|電腦及週|1 -10 3|96 96 31 18|1.8 9487
2383 台光電|電子零組|59 74 48|73 73 6 -7|0.7 3768
2385 群光|電子零組|-3 -1 10|83 83 16 85|2.0 3172
2387 精元|電腦及週|-9 11 12|98 98 10 37|0.9 128
2388 威盛|半導體業|-20 47 4|75 75 -16 11|1.4 784
2390 云辰|其他電子|-23 -5 -11|75 75 -9 3|0.3 8
2392 正崴|電子零組|-11 -0 5|91 91 -3 15|2.7 106
2393 億光|光電業|8 9 13|100 100 12 15|0.9 105
2395 研華|電腦及週|-26 -17 -8|98 98 10 16|0.7 422
2399 映泰|電腦及週|-24 -5 -11|84 88 -4 0|0.4 37
2401 凌陽|半導體業|-18 14 16|77 77 -17 -2|0.6 83
2402 毅嘉|電子零組|7 10 -3|76 87 -1 -11|1.7 92
2404 漢唐|其他電子|-32 -16 -62|93 93 46 71|3.1 1484
2405 輔信|電腦及週|5 9 6|91 91 1 18|0.5 111
2406 國碩|光電業|41 54 77|91 96 15 25|1.6 56
2408 南亞科|半導體業|51 39 57|87 87 -11 6|1.0 1047
2409 友達|光電業|24 20 4|89 95 1 11|0.5 518
2412 中華電|通信網路|4 4 1|100 100 6 9|1.5 874
2413 環科|電子零組|-56 -26 -16|65 86 -9 -4|0.7 8
2414 精技|電子通路|-18 -8 -1|100 100 5 9|1.0 5
2415 錩新|電子零組|4 20 8|87 97 5 6|3.5 5
2417 圓剛|電腦及週|6 7 16|84 84 25 64|1.9 214
2419 仲琦|通信網路|-33 -30 -2|62 84 -10 -6|0.5 45
2420 新巨|電子零組|-9 -7 10|99 99 11 17|0.9 25
2421 建準|電子零組|-29 2 5|89 97 26 15|1.5 1426
2423 固緯|其他電子|-26 -3 -6|93 93 12 16|0.3 14
2425 承啟|電腦及週|-26 3 -11|76 86 -10 1|0.6 40
2426 鼎元|光電業|-11 17 15|84 90 -4 1|0.6 11
2427 三商電|資訊服務|-58 -0 -1|76 80 -5 -7|0.6 18
2428 興勤|電子零組|-24 -7 -2|96 96 7 16|0.7 92
2430 燦坤|電子通路|2 -9 1|87 97 1 0|0.9 11
2431 聯昌|電子零組|-51 -20 19|91 91 17 20|0.5 11
2436 偉詮電|半導體業|-3 22 4|80 80 -9 -6|0.3 55
2439 美律|通信網路|7 14 8|100 100 8 47|1.4 223
2440 太空梭|電子零組|-54 73 55|86 95 9 7|0.8 5
2441 超豐|半導體業|7 22 23|97 97 3 13|0.9 83
2442 新美齊|建材營造|624 4864 3575|93 93 8 41|0.9 61
2444 兆勁|通信網路|-36 -25 -24|65 81 -13 -7|1.3 6
2449 京元電子|半導體業|1 2 9|88 88 23 36|0.5 2187
2450 神腦|通信網路|0 -8 -7|97 97 1 9|0.7 8
2451 創見|半導體業|-0 16 21|99 99 10 22|1.2 90
2453 凌群|資訊服務|22 14 5|80 94 9 22|1.4 142
2454 聯發科|半導體業|27 46 48|94 94 19 62|0.8 8198
2455 全新|通信網路|168 126 73|91 91 6 16|0.6 659
2457 飛宏|電子零組|-18 -9 0|66 86 -7 -7|0.5 142
2458 義隆|半導體業|26 36 22|96 96 1 25|0.9 310
2459 敦吉|其他電子|-10 -10 -4|98 98 10 21|1.0 6
2460 建通|電子零組|-37 29 24|82 82 20 35|0.2 53
2461 光群雷|其他電子|2 1 10|85 91 1 -0|1.0 26
2462 良得電|電子零組|-42 -11 3|81 84 -8 -9|0.6 22
2464 盟立|其他電子|-45 -32 -9|98 98 32 24|3.6 355
2465 麗臺|電腦及週|6 31 22|77 77 79 233|1.1 418
2467 志聖|電子零組|-12 -5 22|92 92 121 191|0.7 469
2468 華經|資訊服務|37 7 -6|70 84 1 -3|3.8 11
2471 資通|資訊服務|-15 -2 -1|92 97 10 10|0.7 51
2472 立隆電|電子零組|-26 7 15|100 100 6 28|1.5 55
2474 可成|其他電子|-7 -11 7|95 95 9 19|1.9 650
2476 鉅祥|電子零組|-19 -3 9|88 88 4 54|0.5 189
2478 大毅|電子零組|-31 -0 2|94 94 1 3|2.0 8
2480 敦陽科|資訊服務|1 2 -5|98 98 8 13|0.7 32
2481 強茂|半導體業|-11 6 4|75 82 -16 -10|0.9 77
2482 連宇|其他電子|-78 -68 -64|46 75 -17 -24|0.8 24
2484 希華|電子零組|-14 -12 13|94 94 5 8|0.3 24
2485 兆赫|通信網路|-55 -32 -18|72 86 -3 -12|0.5 37
2486 一詮|光電業|-17 17 13|100 100 50 43|1.0 1907
2488 漢平|其他電子|53 20 31|99 99 15 29|1.1 25
2489 瑞軒|光電業|6 25 13|86 86 12 15|0.3 39
2492 華新科|電子零組|-9 6 8|88 88 1 21|2.9 277
2493 揚博|電子零組|-5 -1 0|100 100 21 32|1.7 31
2495 普安|電腦及週|-13 -8 1|81 87 6 13|0.4 25
2496 卓越|其他|9 15 4|99 99 20 37|0.9 8
2497 怡利電|汽車工業|28 17 4|68 79 -14 -18|0.7 17
2498 宏達電|通信網路|-39 -4 -6|74 88 -6 0|0.4 178
2501 國建|建材營造|86 89 58|100 100 27 46|1.4 57
2504 國產|建材營造|-19 10 9|100 100 34 53|0.9 187
2505 國揚|建材營造|-64 -10 49|100 100 24 56|2.5 20
2511 太子|建材營造|-50 -22 -0|90 94 -5 -0|1.4 24
2514 龍邦|其他|147 281 118|82 91 -4 -5|1.7 9
2515 中工|建材營造|-12 19 -15|100 100 9 34|2.4 278
2516 新建|建材營造|9 16 -13|81 81 -10 67|0.6 20
2520 冠德|建材營造|-33 -7 -2|100 100 9 28|2.1 92
2524 京城|建材營造|114 60 15|100 100 44 49|1.8 16
2527 宏璟|建材營造|706 420 198|100 100 57 93|2.2 50
2528 皇普|建材營造|-100 -100 -32058|100 100 39 63|1.4 34
2530 華建|建材營造|18229 70897 53216|100 100 29 69|1.2 73
2534 宏盛|建材營造|-73 -79 -13|100 100 10 17|2.0 15
2535 達欣工|建材營造|-5 7 17|100 100 31 45|1.6 26
2536 宏普|建材營造|297 6967 4720|100 100 3 17|2.1 6
2537 聯上發|建材營造|240 130 -5866|100 100 44 58|3.3 29
2538 基泰|建材營造|-43 6 -5|87 87 -7 2|1.5 20
2539 櫻花建|建材營造|-44 na na|100 100 49 73|1.1 90
2540 愛山林|建材營造|72 117 7|100 100 19 26|1.7 46
2542 興富發|建材營造|-39 -69 -557|96 96 0 2|1.9 127
2543 皇昌|建材營造|-19 31 -4|85 85 68 199|0.5 206
2545 皇翔|建材營造|-60 16 24|100 100 4 15|1.5 11
2546 根基|建材營造|-29 -9 -8|99 99 10 19|1.0 13
2547 日勝生|建材營造|-1 38 7|99 99 2 18|1.9 24
2548 華固|建材營造|-100 361 -178|100 100 32 42|2.1 194
2596 綠意|建材營造|-46 148 -13716|99 99 40 45|1.0 5
2597 潤弘|建材營造|-15 12 15|100 100 38 58|1.7 88
2603 長榮|航運業|62 17 55|88 88 14 44|1.5 8621
2605 新興|航運業|3 0 -2|83 83 -6 2|0.3 130
2606 裕民|航運業|23 40 28|94 94 2 12|0.5 312
2607 榮運|航運業|40 35 29|88 88 -2 10|0.3 62
2608 嘉里大榮|航運業|-12 5 7|100 100 1 5|0.8 10
2609 陽明|航運業|26 0 47|76 76 -15 -3|0.3 1205
2610 華航|航運業|28 16 -8|71 87 -11 -8|0.6 354
2611 志信|航運業|17 58 52|96 96 42 83|0.6 137
2612 中航|航運業|9 7 13|74 74 -16 -2|0.2 32
2614 東森|其他|10 2 3|56 84 -9 -9|1.4 15
2615 萬海|航運業|21 -3 42|69 74 -20 -8|0.4 296
2616 山隆|油電燃氣|-25 -10 2|88 90 -7 -10|2.0 7
2617 台航|航運業|13 9 6|96 96 4 18|0.4 56
2618 長榮航|航運業|29 24 -18|80 97 2 9|0.8 1483
2630 亞航|航運業|12 27 8|61 99 2 2|2.8 34
2633 台灣高鐵|航運業|21 9 -27|93 98 -1 1|0.9 106
2634 漢翔|航運業|-14 8 -16|85 99 3 -1|3.0 253
2636 台驊控股|航運業|40 28 51|95 95 5 26|0.4 162
2637 慧洋-KY|航運業|44 28 46|94 94 10 21|0.7 277
2640 大車隊|數位雲端|17 16 1|85 98 7 8|0.6 15
2641 正德|航運業|64 52 43|85 85 -8 11|0.4 59
2643 捷迅|航運業|-9 16 36|95 95 -3 5|0.5 6
2645 長榮航太|航運業|9 16 -9|82 99 2 4|2.4 136
2704 國賓|觀光餐旅|28 -13 -5|94 94 23 18|7.1 20
2705 六福|觀光餐旅|24 7 -44|70 94 2 8|1.5 6
2707 晶華|觀光餐旅|15 4 -17|72 93 4 6|0.5 55
2722 夏都|觀光餐旅|14 -21 -13|51 76 -8 6|0.7 7
2723 美食-KY|觀光餐旅|-11 -10 -12|58 86 -6 -12|0.4 60
2727 王品|觀光餐旅|11 3 -17|74 91 0 -6|0.5 159
2729 瓦城|觀光餐旅|47 9 -16|81 96 2 -3|0.7 32
2731 雄獅|觀光餐旅|115 105 -551|71 88 -1 8|0.8 177
2732 六角|觀光餐旅|-7 -1 2|70 92 12 14|0.5 33
2734 易飛網|觀光餐旅|127 114 -267|49 72 -13 -5|0.7 5
2739 寒舍|觀光餐旅|18 11 -36|61 78 -15 30|0.4 25
2743 山富|觀光餐旅|218 158 -835|65 79 -7 11|0.6 32
2745 五福|觀光餐旅|198 194 -2395|69 82 -4 17|0.5 12
2748 雲品|觀光餐旅|14 10 -6|61 80 -9 -1|0.2 27
2753 八方雲集|觀光餐旅|7 12 3|81 95 0 -4|0.8 37
2754 亞洲藏壽司|觀光餐旅|36 21 -8|51 79 -12 -21|0.7 8
2801 彰銀|金融保險|-2 3 -8|99 99 2 6|1.3 204
2809 京城銀|金融保險|4 12 -146|99 99 32 40|1.1 190
2812 台中銀|金融保險|13 19 3|97 97 7 17|0.5 104
2816 旺旺保|金融保險|16 14 -6|74 74 -21 10|0.6 43
2820 華票|金融保險|-25 -4 -112|98 98 1 6|0.9 16
2832 台產|金融保險|12 13 -1|93 93 1 14|0.6 11
2834 臺企銀|金融保險|-6 4 -6|97 97 18 22|1.3 550
