# 2024-07-01 全池(1308 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1907 永豐餘|造紙工業|10 4 5|79 93 3 -7|1.6 34
1909 榮成|造紙工業|7 1 5|80 87 -7 -7|0.8 35
2002 中鋼|鋼鐵工業|-3 -2 6|80 85 -5 -14|0.9 600
2006 東和鋼鐵|鋼鐵工業|-8 -1 -10|95 95 1 8|1.0 134
2007 燁興|鋼鐵工業|48 28 33|84 86 13 -12|0.4 10
2009 第一銅|鋼鐵工業|43 23 11|83 83 18 56|0.1 151
2010 春源|鋼鐵工業|14 11 10|90 90 4 7|0.5 14
2013 中鋼構|鋼鐵工業|-16 -5 5|89 89 -6 5|0.4 8
2014 中鴻|鋼鐵工業|-17 -21 -22|76 82 -3 -18|0.4 89
2015 豐興|鋼鐵工業|-2 -4 -2|97 97 13 17|1.3 17
2017 官田鋼|鋼鐵工業|6 5 0|90 92 5 -4|0.4 11
2020 美亞|鋼鐵工業|-6 -13 -17|91 91 -3 15|0.4 42
2022 聚亨|鋼鐵工業|-12 -9 -8|78 87 -3 -13|0.4 8
2023 燁輝|鋼鐵工業|15 3 -1|83 86 2 -14|0.5 21
2025 千興|鋼鐵工業|350 na na|89 89 19 66|0.5 27
2027 大成鋼|鋼鐵工業|-11 -12 0|90 91 1 -7|0.5 213
2028 威致|鋼鐵工業|-7 -9 4|88 88 3 -3|0.2 7
2029 盛餘|鋼鐵工業|4 6 -18|89 90 -6 -7|0.5 6
2030 彰源|鋼鐵工業|1 -6 6|81 89 -1 -11|0.7 7
2031 新光鋼|鋼鐵工業|-2 -12 -14|92 92 5 6|1.0 131
2034 允強|鋼鐵工業|4 -17 -7|90 93 0 -7|0.5 9
2038 海光|鋼鐵工業|2 -3 6|84 87 7 -14|0.2 11
2049 上銀|電機機械|-7 -8 -2|73 73 -25 -12|0.5 429
2059 川湖|電子零組|94 81 63|83 83 -2 30|0.6 1155
2061 風青|電器電纜|61 39 29|89 89 47 45|0.7 24
2062 橋椿|居家生活|-5 7 -15|90 90 -4 10|0.2 7
2066 世德|電機機械|-1 3 6|91 91 23 46|0.2 36
2070 精湛|電機機械|41 21 3|97 97 9 34|0.6 8
2101 南港|橡膠工業|26 24 4|84 84 33 30|0.4 494
2102 泰豐|橡膠工業|-48 -65 16|96 96 16 5|0.7 12
2103 台橡|橡膠工業|12 6 6|92 96 2 -2|0.8 33
2104 國際中橡|橡膠工業|11 7 22|76 88 0 -11|0.8 17
2105 正新|橡膠工業|0 -3 -2|83 83 5 14|0.4 383
2106 建大|橡膠工業|11 5 8|98 98 9 12|0.7 22
2107 厚生|橡膠工業|42 8 14|94 94 4 9|1.1 12
2108 南帝|橡膠工業|25 14 17|100 100 14 3|1.6 22
2109 華豐|橡膠工業|3 2 5|92 92 13 35|0.4 11
2201 裕隆|汽車工業|14 14 5|78 87 -2 -9|0.8 328
2204 中華|汽車工業|17 34 -2|85 85 -5 12|0.5 298
2206 三陽工業|汽車工業|8 2 -12|87 90 5 11|0.4 263
2207 和泰車|汽車工業|4 -2 -10|77 89 -2 -10|1.2 236
2208 台船|航運業|-27 -27 -19|74 84 -6 -14|0.9 51
2211 長榮鋼|鋼鐵工業|9 -8 -16|88 88 10 36|0.9 397
2227 裕日車|汽車工業|2 -7 -19|69 71 3 -28|0.9 6
2228 劍麟|汽車工業|0 11 -3|90 90 8 23|0.3 40
2230 泰茂|居家生活|82 142 46|92 92 -0 5|1.2 128
2231 為升|汽車工業|-6 -16 -14|76 86 0 -11|0.7 68
2233 宇隆|汽車工業|15 14 2|94 99 6 3|1.4 34
2236 百達-KY|汽車工業|12 0 -19|97 97 11 18|1.4 71
2239 英利-KY|汽車工業|16 -8 -4|64 87 -9 -12|1.3 6
2241 艾姆勒|汽車工業|-16 -11 -46|76 76 1 30|0.2 113
2243 宏旭-KY|汽車工業|-7 4 -22|88 90 28 0|0.5 8
2247 汎德永業|汽車工業|6 2 -6|86 89 -7 -1|1.9 49
2250 IKKA-KY|汽車工業|12 9 -1|75 75 1 23|0.2 43
2254 巨鎧精密-創|汽車工業|-17 30 na|na 87 -10 -5|0.6 17
2258 鴻華先進-創|汽車工業|2073 1924 na|na 96 11 9|2.1 47
2301 光寶科|電腦及週|-11 -13 1|72 91 6 -4|1.2 1852
2302 麗正|半導體業|-10 -7 12|90 90 5 -1|0.4 5
2303 聯電|半導體業|4 5 16|99 99 9 6|1.2 3592
2305 全友|電腦及週|16 22 -2|79 79 -8 3|0.7 10
2308 台達電|電子零組|3 0 0|100 100 18 27|1.1 4258
2312 金寶|其他電子|-4 -4 11|96 96 18 9|0.8 338
2313 華通|電子零組|20 22 20|93 93 -3 7|1.8 1579
2314 台揚|通信網路|-53 -52 0|68 85 -3 -16|0.7 36
2316 楠梓電|電子零組|-6 -10 6|89 89 22 40|0.9 247
2317 鴻海|其他電子|22 18 21|99 99 36 109|0.9 21385
2323 中環|光電業|-5 2 -2|84 92 5 12|0.8 138
2324 仁寶|電腦及週|-7 -4 5|85 85 -7 -12|0.7 705
2327 國巨*|電子零組|19 16 16|95 95 18 20|1.2 1893
2328 廣宇|電子零組|-12 -7 1|91 95 10 13|0.7 289
2329 華泰|半導體業|-1 11 -11|71 71 -11 7|0.3 391
2330 台積電|半導體業|30 41 33|99 99 23 65|1.0 44073
2331 精英|電腦及週|-22 -17 11|81 86 3 6|0.3 263
2332 友訊|通信網路|-16 -14 1|72 93 1 -6|0.6 27
2337 旺宏|半導體業|-5 -20 9|74 82 -5 -19|2.4 240
2338 光罩|半導體業|12 14 10|94 94 10 7|1.3 194
2340 台亞|半導體業|-14 7 -1|75 89 6 -10|1.3 90
2342 茂矽|半導體業|36 18 35|78 91 0 -8|0.7 13
2344 華邦電|半導體業|16 16 14|83 83 -6 -14|0.8 656
2345 智邦|通信網路|36 17 12|96 96 20 6|0.6 1521
2347 聯強|電子通路|12 8 4|82 82 -6 3|1.0 605
2348 海悅|其他|21 47 -86|98 98 79 162|0.6 462
2349 錸德|光電業|4 11 10|100 100 61 53|3.6 40
2351 順德|半導體業|-2 -8 -1|80 80 33 15|0.9 1250
2352 佳世達|電腦及週|-4 -5 5|67 81 -10 -15|2.2 369
2353 宏碁|電腦及週|17 20 12|84 84 5 -10|0.7 1849
2354 鴻準|其他電子|-19 -38 -11|94 94 8 34|0.8 1469
2355 敬鵬|電子零組|6 1 1|89 93 3 -3|1.4 288
2356 英業達|電腦及週|13 19 15|78 92 -5 8|0.5 1497
2357 華碩|電腦及週|23 19 15|92 92 17 1|0.6 1963
2359 所羅門|其他電子|-39 -29 -16|93 93 91 324|0.8 1322
2360 致茂|其他電子|38 26 31|97 97 27 54|0.7 634
2362 藍天|電腦及週|-6 1 -7|83 83 33 46|0.4 180
2363 矽統|半導體業|14 12 -33|76 76 45 19|0.2 1076
2364 倫飛|電腦及週|8 0 -5|56 73 -8 -26|0.4 7
2365 昆盈|電腦及週|56 37 25|100 100 97 175|2.3 450
2367 燿華|電子零組|21 26 26|92 92 37 79|0.4 1200
2368 金像電|電子零組|46 31 17|74 74 -13 -6|1.2 1230
2369 菱生|半導體業|-8 -4 -12|81 81 -6 -1|1.0 61
2371 大同|電機機械|-11 -6 -32|82 82 -1 34|0.2 1460
2374 佳能|光電業|54 38 23|84 84 77 95|0.7 513
2375 凱美|電子零組|15 9 13|89 93 11 -2|0.7 53
2376 技嘉|電腦及週|137 192 101|80 80 -3 16|0.4 2051
2377 微星|電腦及週|12 13 -4|88 88 6 -10|0.9 971
2379 瑞昱|半導體業|15 17 8|88 88 -7 13|1.0 2998
2382 廣達|電腦及週|32 22 30|93 93 7 48|0.7 7490
2383 台光電|電子零組|63 70 23|86 86 16 23|0.9 2578
2385 群光|電子零組|1 -1 7|69 69 -19 -2|0.8 1206
2387 精元|電腦及週|-8 2 7|92 92 -4 2|0.7 33
2388 威盛|半導體業|-17 3 -39|65 71 -12 -25|0.7 654
2390 云辰|其他電子|6 8 2|79 91 6 -4|1.7 10
2392 正崴|電子零組|33 20 17|98 98 66 60|1.2 1132
2393 億光|光電業|19 23 18|95 95 41 59|1.1 271
2395 研華|電腦及週|-15 -17 -1|90 90 -7 0|0.9 423
2397 友通|電腦及週|-35 -45 -13|91 91 19 17|0.8 27
2399 映泰|電腦及週|-8 -16 -14|78 81 -6 -14|0.4 24
2401 凌陽|半導體業|21 21 9|95 95 26 4|1.0 355
2402 毅嘉|電子零組|11 5 -4|73 96 -2 -3|1.4 113
2404 漢唐|其他電子|-45 -37 -34|86 86 -8 42|0.6 540
2405 輔信|電腦及週|10 6 1|88 88 7 8|0.4 125
2406 國碩|光電業|236 145 121|96 96 39 57|4.1 112
2408 南亞科|半導體業|45 48 38|87 88 -0 -13|0.8 855
2409 友達|光電業|16 18 -6|86 92 -2 -1|1.7 726
2412 中華電|通信網路|2 2 -1|99 99 0 6|1.0 1291
2414 精技|電子通路|1 -6 5|100 100 17 23|4.1 8
2417 圓剛|電腦及週|-2 2 7|90 90 8 35|1.3 152
2419 仲琦|通信網路|-38 -21 16|59 87 -4 -13|0.5 22
2420 新巨|電子零組|9 2 13|94 94 25 38|0.6 39
2421 建準|電子零組|12 5 10|75 82 -12 4|0.5 339
2423 固緯|其他電子|-3 -6 -3|92 92 4 16|0.3 14
2425 承啟|電腦及週|-11 -9 -23|64 76 -16 -23|0.5 25
2426 鼎元|光電業|11 7 -1|89 96 7 3|1.1 13
2427 三商電|資訊服務|-12 102 72|94 94 24 19|1.0 248
2428 興勤|電子零組|6 2 6|95 95 5 7|0.8 57
2429 銘旺科|光電業|-47 -47 -15|100 100 97 116|4.0 16
2436 偉詮電|半導體業|7 6 -16|78 84 -1 -15|0.7 71
2438 翔耀|光電業|129 146 79|100 100 163 159|1.1 82
2439 美律|通信網路|12 20 13|99 99 10 16|2.1 297
2440 太空梭|電子零組|45 42 8|88 88 22 36|0.7 14
2441 超豐|半導體業|13 10 1|97 97 -1 1|1.0 37
2442 新美齊|建材營造|-92 152 -1133|94 94 18 29|0.4 98
2444 兆勁|通信網路|-21 -27 -21|89 98 19 2|1.0 11
2449 京元電子|半導體業|12 10 10|97 97 13 39|1.6 3578
2450 神腦|通信網路|3 7 5|99 99 1 2|0.8 7
2451 創見|半導體業|-6 0 -0|85 85 26 38|0.9 438
2453 凌群|資訊服務|7 11 3|87 90 3 13|0.5 76
2454 聯發科|半導體業|34 33 17|94 94 21 40|0.9 9427
2455 全新|通信網路|32 58 -15|85 85 -7 -2|2.1 786
2457 飛宏|電子零組|-11 -16 -2|61 77 -11 -17|0.6 110
2458 義隆|半導體業|7 16 -11|89 89 -1 -4|0.5 243
2459 敦吉|其他電子|-30 -27 -15|100 100 7 20|0.7 6
2460 建通|電子零組|64 36 14|79 79 -4 17|0.5 34
2461 光群雷|其他電子|4 6 8|90 94 5 6|0.5 14
2462 良得電|電子零組|22 9 15|81 88 0 -9|0.6 13
2464 盟立|其他電子|-4 -24 -0|96 96 47 94|1.3 1138
2465 麗臺|電腦及週|8 1 -13|77 77 2 82|0.3 282
2467 志聖|電子零組|31 62 65|100 100 33 190|2.2 387
2468 華經|資訊服務|-54 -26 -19|62 88 -10 -11|0.8 7
2471 資通|資訊服務|22 -8 -5|93 93 -3 7|0.6 9
2472 立隆電|電子零組|19 15 15|96 96 11 16|2.5 159
2474 可成|其他電子|-37 -21 9|97 97 7 17|0.9 495
2476 鉅祥|電子零組|23 12 19|97 97 48 56|0.7 365
2478 大毅|電子零組|10 6 3|93 93 9 9|1.0 21
2480 敦陽科|資訊服務|-18 -5 -7|94 94 -5 3|1.4 41
2481 強茂|半導體業|-6 -4 -6|72 82 -3 -19|0.7 70
2482 連宇|其他電子|-66 -69 -26|54 94 21 -1|0.7 109
2483 百容|電子零組|-0 -0 10|98 98 12 11|1.1 6
2484 希華|電子零組|-3 -13 6|87 87 -7 -3|0.7 9
2485 兆赫|通信網路|-32 -33 -6|71 89 -0 -4|1.0 22
2486 一詮|光電業|22 12 1|96 96 87 211|0.2 3618
2488 漢平|其他電子|18 37 29|97 97 4 19|0.5 10
2489 瑞軒|光電業|33 46 20|87 87 42 58|0.8 317
2492 華新科|電子零組|10 7 2|83 94 -3 -5|0.7 284
2493 揚博|電子零組|7 10 9|90 90 -0 20|0.5 18
2495 普安|電腦及週|11 9 16|100 100 67 69|2.2 121
2497 怡利電|汽車工業|39 22 8|79 90 6 -10|0.5 22
2498 宏達電|通信網路|-47 -49 -31|78 84 -4 -12|0.9 252
2501 國建|建材營造|57 160 104|75 75 40 75|0.3 304
2504 國產|建材營造|7 -0 -0|89 89 17 59|0.8 568
2505 國揚|建材營造|2792 2324 1778|89 89 2 22|0.3 21
2506 太設|建材營造|89 81 -39|89 89 22 23|0.3 23
2509 全坤建|建材營造|9 9 0|88 88 27 40|0.2 16
2511 太子|建材營造|32 17 22|88 88 14 9|0.2 26
2514 龍邦|其他|114 141 -54|100 100 62 55|0.4 48
2515 中工|建材營造|6 22 -2|80 80 -6 12|0.2 341
2516 新建|建材營造|68 22 -7|89 93 8 -3|1.3 16
2520 冠德|建材營造|133 68 53|92 92 37 49|0.4 480
2524 京城|建材營造|119 277 152|86 86 20 74|0.6 70
2527 宏璟|建材營造|147 153 -110|73 73 0 65|0.3 72
2528 皇普|建材營造|1885 711 -31432|83 83 -4 35|0.5 30
2530 華建|建材營造|16662 22457 -863|90 90 5 44|0.6 56
2534 宏盛|建材營造|-36 -35 26|92 92 20 33|0.4 35
2535 達欣工|建材營造|52 18 20|90 90 1 33|0.2 18
2536 宏普|建材營造|154 29 -2208|86 86 8 14|0.2 17
2537 聯上發|建材營造|285 413 -5702|85 85 59 137|0.5 369
2538 基泰|建材營造|1028 674 489|95 95 29 18|0.4 32
2539 櫻花建|建材營造|24 -3 na|100 100 7 60|0.5 50
2540 愛山林|建材營造|46 37 -60|100 100 96 126|0.8 391
2542 興富發|建材營造|27 103 -328|99 99 32 32|1.6 744
2543 皇昌|建材營造|64 25 -11|93 93 38 132|0.6 213
2545 皇翔|建材營造|361 932 689|89 89 32 40|0.4 58
2546 根基|建材營造|-25 -12 1|74 74 7 20|0.2 23
2547 日勝生|建材營造|6 13 -18|86 86 5 10|0.3 35
2548 華固|建材營造|58 -47 -567|84 84 26 67|0.9 843
2596 綠意|建材營造|-7 120 -563|96 96 20 67|0.5 7
2597 潤弘|建材營造|23 12 12|91 91 10 51|0.7 82
2603 長榮|航運業|40 40 53|86 86 16 31|0.6 6917
2605 新興|航運業|57 31 23|91 91 25 18|0.4 341
2606 裕民|航運業|13 12 -3|92 92 7 7|0.7 479
2607 榮運|航運業|19 23 8|89 89 1 -2|0.6 101
2608 嘉里大榮|航運業|5 4 3|94 94 11 12|0.3 39
2609 陽明|航運業|46 34 55|88 88 66 40|0.5 7977
2610 華航|航運業|11 10 -11|89 100 26 12|1.0 941
2611 志信|航運業|-3 3 -10|95 95 39 99|0.4 161
2612 中航|航運業|6 11 11|78 90 7 -10|0.2 24
2613 中櫃|航運業|4 4 -2|87 87 85 83|0.3 252
2614 東森|其他|-3 -2 -2|67 89 0 -11|1.0 16
2615 萬海|航運業|40 24 46|90 90 99 55|1.0 5571
2616 山隆|油電燃氣|-21 -19 -7|77 81 -11 -18|0.8 6
2617 台航|航運業|9 6 4|97 97 10 15|0.4 68
2618 長榮航|航運業|15 14 -21|96 100 21 25|0.7 3487
2630 亞航|航運業|16 14 2|63 86 4 6|0.2 44
2633 台灣高鐵|航運業|8 8 -13|95 99 1 -0|1.5 108
2634 漢翔|航運業|-17 -8 -15|85 92 -1 2|0.4 289
2636 台驊控股|航運業|75 65 56|85 85 7 14|0.2 169
2637 慧洋-KY|航運業|15 20 24|87 87 18 26|0.6 414
2640 大車隊|數位雲端|8 2 -8|95 95 2 10|0.9 6
2641 正德|航運業|12 22 4|90 90 12 1|0.3 95
2643 捷迅|航運業|49 73 61|93 93 12 11|0.5 11
2645 長榮航太|航運業|19 12 -11|84 95 4 5|0.8 86
2704 國賓|觀光餐旅|4 4 12|93 93 20 45|0.2 27
2705 六福|觀光餐旅|3 5 -13|78 93 12 14|0.2 10
2707 晶華|觀光餐旅|-13 -9 -17|74 87 -2 -0|0.3 107
2722 夏都|觀光餐旅|-9 -11 6|54 82 7 -2|0.3 11
2723 美食-KY|觀光餐旅|-7 -8 -4|59 88 -3 -10|1.1 44
2727 王品|觀光餐旅|3 2 -8|79 91 -2 -4|0.6 111
2729 瓦城|觀光餐旅|9 9 -6|80 97 -0 1|0.6 9
2731 雄獅|觀光餐旅|30 55 -399|85 90 11 10|0.3 153
2732 六角|觀光餐旅|-6 1 5|63 78 -15 -6|0.7 11
2734 易飛網|觀光餐旅|-12 23 -239|48 82 -2 -16|0.7 6
2736 富野|觀光餐旅|-39 -42 -8|51 85 5 -5|0.6 8
2739 寒舍|觀光餐旅|4 9 -15|76 80 26 3|0.3 55
2743 山富|觀光餐旅|58 103 -547|84 85 29 17|0.2 104
