# 2022-12-01 全池(932 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1711 永光|化學工業|-16 -5 -7|68 86 -5 -15|3.8 12
1712 興農|化學工業|38 31 5|90 90 -8 26|1.2 62
1717 長興|化學工業|-2 -9 -11|84 94 -3 -4|1.0 38
1720 生達|生技醫療|46 44 17|97 97 1 18|1.8 15
1721 三晃|化學工業|-27 -8 -22|56 90 -0 -11|3.3 10
1722 台肥|化學工業|-10 8 -48|71 86 -8 -13|0.8 73
1723 中碳|化學工業|49 21 -22|88 91 -4 -9|0.9 23
1727 中華化|化學工業|-3 9 -17|55 72 -1 -29|3.3 8
1732 毛寶|化學工業|-17 -8 -5|61 79 -12 -1|1.0 11
1734 杏輝|生技醫療|29 28 9|86 86 -9 8|0.7 17
1736 喬山|運動休閒|17 17 12|94 94 30 47|0.5 158
1760 寶齡富錦|生技醫療|-3 22 -1|95 95 24 86|0.9 2180
1762 中化生|生技醫療|60 28 2|88 95 2 8|0.7 21
1773 勝一|化學工業|-16 -10 -26|65 71 -10 -24|1.3 30
1777 生泰|生技醫療|113 103 80|94 94 7 23|0.3 6
1783 和康生|生技醫療|-12 4 -9|80 98 8 21|0.8 11
1785 光洋科|其他電子|-41 -33 -22|66 79 -7 -21|0.8 63
1786 科妍|生技醫療|49 28 10|97 97 7 30|0.9 5
1789 神隆|生技醫療|-3 -5 -11|83 83 -13 5|0.7 15
1795 美時|生技醫療|-4 78 64|100 100 60 83|1.1 4528
1802 台玻|玻璃陶瓷|-14 -23 -10|95 95 38 20|0.8 281
1808 潤隆|建材營造|-96 -96 -35|100 100 8 14|0.9 11
1809 中釉|玻璃陶瓷|30 42 16|84 95 10 14|2.5 15
1810 和成|玻璃陶瓷|-16 -6 -10|96 96 89 67|6.4 112
1815 富喬|電子零組|-10 -17 -13|78 84 -9 0|0.5 13
1904 正隆|造紙工業|-3 -4 -7|80 96 1 -1|1.0 24
1905 華紙|造紙工業|14 18 8|70 94 1 -2|1.2 11
1907 永豐餘|造紙工業|-5 3 7|81 98 15 10|0.7 69
1909 榮成|造紙工業|-11 -13 -17|70 98 5 1|1.0 39
2002 中鋼|鋼鐵工業|-25 -22 -32|81 96 0 -5|1.5 758
2006 東和鋼鐵|鋼鐵工業|-14 -1 -12|71 81 -1 -23|0.6 67
2007 燁興|鋼鐵工業|-18 -23 -27|47 75 -5 -23|1.0 6
2009 第一銅|鋼鐵工業|-26 -22 -27|63 93 25 5|0.9 195
2010 春源|鋼鐵工業|-18 -14 -17|64 86 -0 -14|0.6 6
2013 中鋼構|鋼鐵工業|41 31 3|94 96 3 4|0.6 11
2014 中鴻|鋼鐵工業|-46 -50 -49|55 86 0 -14|1.1 195
2015 豐興|鋼鐵工業|-31 -18 -30|73 89 2 -12|1.7 15
2023 燁輝|鋼鐵工業|-15 -14 -24|63 86 2 -14|0.7 35
2027 大成鋼|鋼鐵工業|4 6 -20|78 98 7 7|0.8 377
2028 威致|鋼鐵工業|-37 -26 -33|61 90 0 -4|1.2 13
2029 盛餘|鋼鐵工業|-44 -38 -41|65 90 -3 -10|0.8 7
2030 彰源|鋼鐵工業|-28 -8 -32|62 88 -5 -10|0.7 42
2031 新光鋼|鋼鐵工業|35 30 9|57 92 8 -9|0.8 48
2032 新鋼|鋼鐵工業|-42 -11 -7|53 83 -1 -17|0.7 5
2034 允強|鋼鐵工業|-39 -27 -36|80 92 -5 3|0.5 29
2038 海光|鋼鐵工業|-8 13 -7|58 88 -3 -9|1.1 11
2049 上銀|電機機械|-12 -3 -14|64 77 1 -21|1.1 225
2059 川湖|電子零組|23 21 -9|83 87 -5 -1|0.7 189
2062 橋椿|居家生活|-41 -39 -32|79 84 -10 -11|0.6 5
2066 世德|電機機械|33 40 17|88 88 2 22|0.4 22
2069 運錩|鋼鐵工業|-41 -28 -52|57 85 -9 -10|0.8 7
2070 精湛|電機機械|86 34 30|95 95 12 7|1.7 6
2101 南港|橡膠工業|-17 -20 -9|73 88 -9 -9|0.8 20
2102 泰豐|橡膠工業|39 48 46|72 96 2 3|1.9 6
2103 台橡|橡膠工業|-1 8 -2|70 94 -0 0|1.1 23
2104 國際中橡|橡膠工業|34 23 2|75 95 4 5|1.4 35
2105 正新|橡膠工業|1 11 13|87 87 -0 2|0.5 92
2106 建大|橡膠工業|8 17 6|84 84 -5 5|0.6 13
2107 厚生|橡膠工業|-51 -37 -18|100 100 5 10|2.7 5
2108 南帝|橡膠工業|-48 -49 0|48 80 -4 -21|1.6 31
2201 裕隆|汽車工業|2 -2 1|100 100 61 57|4.4 1698
2204 中華|汽車工業|19 -4 5|94 97 22 -0|3.6 153
2206 三陽工業|汽車工業|37 43 22|87 87 3 18|0.9 97
2207 和泰車|汽車工業|23 14 16|99 99 7 14|1.2 138
2208 台船|航運業|215 61 46|87 98 9 6|3.8 94
2211 長榮鋼|鋼鐵工業|-34 -39 -52|86 86 -12 -6|0.1 8
2227 裕日車|汽車工業|14 -15 -2|87 92 2 -6|1.2 10
2228 劍麟|汽車工業|26 39 24|96 96 11 32|0.5 28
2230 泰茂|居家生活|4 12 23|79 79 -3 60|0.5 25
2231 為升|汽車工業|16 10 12|83 90 -2 13|0.6 83
2233 宇隆|汽車工業|9 4 1|82 83 -7 -18|0.9 10
2239 英利-KY|汽車工業|33 59 51|74 78 -16 14|0.4 6
2247 汎德永業|汽車工業|2 15 14|99 99 6 11|1.6 10
2301 光寶科|電腦及週|2 8 0|95 95 -3 10|1.2 477
2302 麗正|半導體業|42 30 22|99 99 9 10|0.9 21
2303 聯電|半導體業|27 32 -3|71 98 14 -2|0.9 3024
2305 全友|電腦及週|3 20 28|83 83 -0 88|0.3 158
2308 台達電|電子零組|35 35 15|100 100 18 37|1.1 1854
2312 金寶|其他電子|37 46 18|83 94 10 6|0.5 116
2313 華通|電子零組|31 25 -3|94 94 -0 4|0.9 791
2314 台揚|通信網路|25 27 20|48 68 -15 -31|2.3 43
2317 鴻海|其他電子|41 31 18|91 91 -5 -3|1.5 4297
2324 仁寶|電腦及週|-19 -16 -14|86 93 -5 -5|1.3 251
2327 國巨*|電子零組|14 7 -8|74 96 14 -3|0.9 1626
2328 廣宇|電子零組|6 -2 -18|92 95 5 -5|1.9 47
2329 華泰|半導體業|-10 -6 -9|74 98 9 5|0.9 43
2330 台積電|半導體業|56 50 9|74 95 3 -2|1.0 19583
2331 精英|電腦及週|-23 -22 -40|85 85 -12 11|0.3 38
2332 友訊|通信網路|11 13 0|77 85 -11 1|0.9 18
2337 旺宏|半導體業|-35 -29 -32|83 98 13 -3|0.9 323
2338 光罩|半導體業|21 25 -5|84 100 33 2|2.0 919
2340 台亞|半導體業|-36 -41 -23|51 83 4 -16|0.8 125
2342 茂矽|半導體業|4 2 -16|77 99 9 -1|4.8 38
2344 華邦電|半導體業|-29 -22 -27|63 85 7 -16|1.2 338
2345 智邦|通信網路|30 30 4|92 94 4 17|0.5 553
2347 聯強|電子通路|9 9 -4|81 100 8 3|1.3 309
2348 海悅|其他|-28 -10 -27|64 79 -11 -20|1.7 9
2351 順德|半導體業|-3 1 -11|65 80 -2 -22|1.7 242
2352 佳世達|電腦及週|-0 2 -9|91 96 -1 7|0.7 115
2353 宏碁|電腦及週|-36 -21 -13|88 99 17 -1|0.7 282
2354 鴻準|其他電子|-26 -41 -24|80 96 8 -5|1.5 114
2355 敬鵬|電子零組|16 -2 -4|81 100 12 5|1.5 40
2356 英業達|電腦及週|5 -1 -13|94 94 6 -1|1.9 217
2357 華碩|電腦及週|-10 1 -8|82 94 6 -4|1.6 791
2358 廷鑫|其他|-58 -59 -56|55 83 10 -17|0.3 33
2359 所羅門|其他電子|2 19 -16|78 78 -1 1|0.9 39
2360 致茂|其他電子|88 70 44|89 97 13 28|0.8 226
2363 矽統|半導體業|-66 -61 -41|75 84 -6 -12|1.7 31
2364 倫飛|電腦及週|37 6 4|81 81 12 291|1.4 415
2367 燿華|電子零組|30 62 29|81 81 -18 12|0.6 264
2368 金像電|電子零組|26 25 -2|98 98 10 16|0.7 1030
2369 菱生|半導體業|-42 -38 -27|56 81 -3 -19|0.7 14
2371 大同|電機機械|98 23 14|86 88 -3 -10|0.8 198
2373 震旦行|其他電子|2 6 9|91 91 -5 -3|1.4 5
2374 佳能|光電業|36 36 -31|70 85 0 -1|0.9 13
2375 凱美|電子零組|-24 -28 -19|43 74 -17 -27|0.7 23
2376 技嘉|電腦及週|-25 -27 -20|81 100 39 24|0.9 1019
2377 微星|電腦及週|-31 -32 -31|80 95 11 4|0.8 530
2379 瑞昱|半導體業|-10 -1 -17|62 84 10 -15|1.6 1584
2380 虹光|電腦及週|31 49 45|77 92 7 25|1.6 21
2382 廣達|電腦及週|8 37 19|82 89 -9 -2|0.8 514
2383 台光電|電子零組|-10 -9 -19|72 93 19 -9|1.1 521
2385 群光|電子零組|-1 7 -7|97 98 5 5|0.7 119
2387 精元|電腦及週|9 17 11|87 98 9 19|0.9 33
2388 威盛|半導體業|-15 37 7|81 81 -7 55|0.9 1757
2390 云辰|其他電子|15 2 2|60 79 -9 -20|1.0 16
2392 正崴|電子零組|14 21 8|96 99 9 21|3.5 50
2393 億光|光電業|-23 -28 -11|72 95 -1 -3|4.4 17
2395 研華|電腦及週|14 17 -3|83 92 4 -1|1.1 246
2399 映泰|電腦及週|-21 -23 -28|57 92 2 -8|0.6 33
2401 凌陽|半導體業|-39 -35 -30|65 82 4 -19|0.6 43
2402 毅嘉|電子零組|43 42 29|99 99 14 27|1.0 79
2404 漢唐|其他電子|128 143 79|98 99 14 6|0.8 96
2405 輔信|電腦及週|-26 -22 -22|64 82 -10 1|0.8 30
2406 國碩|光電業|-35 -16 -2|53 81 -9 -14|0.8 17
2408 南亞科|半導體業|-61 -59 -46|74 95 12 -1|1.0 660
2409 友達|光電業|-43 -48 -26|70 84 -6 -8|0.6 704
2412 中華電|通信網路|2 4 2|87 87 -8 -7|1.3 1186
2413 環科|電子零組|57 47 33|100 100 38 39|1.3 183
2417 圓剛|電腦及週|-18 -16 5|64 96 -1 -3|3.7 9
2419 仲琦|通信網路|60 57 41|90 90 -3 42|1.6 73
2421 建準|電子零組|25 11 3|100 100 20 26|1.3 99
2425 承啟|電腦及週|-18 -11 -18|90 94 5 -3|0.8 33
2426 鼎元|光電業|-29 -30 -15|61 89 6 -8|0.8 8
2428 興勤|電子零組|7 4 2|78 84 -11 -6|0.7 35
2436 偉詮電|半導體業|-30 -33 -26|49 76 -4 -26|0.7 112
2439 美律|通信網路|15 27 24|92 96 1 15|0.7 96
2441 超豐|半導體業|-42 -39 -33|69 78 -11 -21|1.1 66
2442 新美齊|建材營造|21 -16 -353|96 100 9 8|2.8 5
2444 兆勁|通信網路|18 4 5|90 90 6 13|2.1 6
2449 京元電子|半導體業|-1 -3 -22|83 86 1 -16|0.5 183
2451 創見|半導體業|-23 -12 -5|99 100 5 5|1.2 22
2454 聯發科|半導體業|-11 4 -18|68 92 18 -7|1.0 4981
2455 全新|通信網路|-42 -47 -28|55 88 19 -12|2.3 235
2457 飛宏|電子零組|12 24 1|80 98 12 6|3.6 149
2458 義隆|半導體業|-51 -48 -26|59 73 3 -27|0.5 227
2460 建通|電子零組|-39 -42 -17|57 86 14 -12|2.6 12
2464 盟立|其他電子|3 7 -4|90 94 -3 -0|1.0 6
2465 麗臺|電腦及週|-65 -32 -10|47 98 29 7|0.8 123
2468 華經|資訊服務|39 32 21|93 93 69 134|0.8 252
2472 立隆電|電子零組|-6 -8 -19|85 95 4 -5|0.9 13
2474 可成|其他電子|-2 -6 29|94 94 8 12|2.4 885
2476 鉅祥|電子零組|4 5 -4|64 82 -10 8|1.5 57
2478 大毅|電子零組|-15 -23 -9|72 89 7 -11|0.9 5
2480 敦陽科|資訊服務|3 4 -7|91 93 3 -2|0.6 8
2481 強茂|半導體業|-9 -14 -16|61 88 3 -12|1.9 177
2482 連宇|其他電子|122 65 27|87 87 18 -2|3.3 70
2483 百容|電子零組|-10 -12 -24|80 80 1 -3|0.4 8
2484 希華|電子零組|-18 -13 -16|88 88 -6 -0|1.0 90
2485 兆赫|通信網路|8 10 14|81 94 8 12|0.8 10
2486 一詮|光電業|-28 -26 -20|40 65 2 -36|5.4 44
2489 瑞軒|光電業|-46 -41 -28|57 85 -5 -15|4.8 19
2492 華新科|電子零組|-14 -21 -6|51 88 2 -14|0.7 141
2495 普安|電腦及週|57 44 19|99 100 28 35|1.2 82
2497 怡利電|汽車工業|33 64 12|69 89 1 -3|0.9 360
2498 宏達電|通信網路|-13 -17 -4|66 87 -4 24|1.3 1043
2501 國建|建材營造|149 71 18|81 89 -8 -9|1.0 10
2504 國產|建材營造|2 1 2|83 98 2 4|0.6 42
2511 太子|建材營造|-3 -25 -44|80 90 -8 -4|1.1 5
2520 冠德|建材營造|54 37 37|79 88 4 -11|0.8 22
2530 華建|建材營造|174226 67223 45525|95 95 16 28|1.0 23
2534 宏盛|建材營造|190 46 13|99 99 1 8|0.9 20
2535 達欣工|建材營造|3 29 10|91 96 -1 -1|0.5 7
2539 櫻花建|建材營造|-100 414687 171047|98 98 2 13|1.9 10
2540 愛山林|建材營造|-42 -11 -8|77 77 -10 5|1.1 30
2542 興富發|建材營造|-12 -45 -10|100 100 12 18|0.7 175
2545 皇翔|建材營造|-34 1 -55|79 85 -3 -16|0.7 9
2548 華固|建材營造|-38 -71 -2001|95 95 -4 3|0.7 31
2597 潤弘|建材營造|35 30 12|84 99 30 17|2.3 10
2603 長榮|航運業|-13 2 -66|51 58 -25 -42|0.6 4842
2605 新興|航運業|-27 -15 -21|64 82 0 -14|1.3 68
2606 裕民|航運業|-24 -12 -31|74 94 30 -7|1.6 337
2607 榮運|航運業|22 138 -12|70 82 4 -13|0.6 106
2608 嘉里大榮|航運業|-8 -5 -5|70 87 -6 -3|0.6 7
2609 陽明|航運業|-29 -13 -62|62 67 -7 -34|0.9 2649
2610 華航|航運業|-16 -3 -30|59 75 -16 -26|1.1 762
2611 志信|航運業|-40 -24 -37|63 79 -3 -21|2.1 11
2612 中航|航運業|7 12 -17|65 80 3 -22|0.5 18
2613 中櫃|航運業|-0 -4 -10|54 70 -8 -30|0.8 14
2614 東森|其他|1 2 -8|50 71 -4 -26|0.7 53
2615 萬海|航運業|-39 -27 -85|45 67 -2 -34|1.0 1198
2617 台航|航運業|18 14 -9|73 85 2 -17|1.1 27
2618 長榮航|航運業|15 27 -16|76 79 -15 -12|1.0 1075
2633 台灣高鐵|航運業|31 66 -1|96 97 1 7|1.6 88
2634 漢翔|航運業|38 44 14|87 87 -7 -0|3.4 244
2636 台驊控股|航運業|-60 -56 -77|58 77 10 -26|0.9 98
2637 慧洋-KY|航運業|-7 8 -46|60 74 12 -28|1.0 405
2641 正德|航運業|-8 -8 -59|68 77 1 -24|1.1 62
2642 宅配通|航運業|0 0 -3|49 71 -11 -30|0.7 9
2702 華園|觀光餐旅|73 69 2|81 81 -7 18|1.8 9
2707 晶華|觀光餐旅|41 38 22|100 100 48 57|2.9 142
2723 美食-KY|觀光餐旅|3 2 5|100 100 30 33|2.3 84
2727 王品|觀光餐旅|5 20 7|100 100 35 35|1.7 166
2729 瓦城|觀光餐旅|-1 20 8|92 92 7 22|1.6 11
2731 雄獅|觀光餐旅|142 196 70|94 94 11 2|0.6 78
2732 六角|觀光餐旅|-17 4 3|92 92 28 29|0.7 90
2736 富野|觀光餐旅|6 92 -16|76 76 -8 -14|1.0 12
2743 山富|觀光餐旅|237 605 67|77 77 -7 -14|0.5 41
2748 雲品|觀光餐旅|59 80 3|100 100 23 33|2.0 10
2752 豆府|觀光餐旅|13 39 -16|92 92 -0 42|0.8 5
2753 八方雲集|觀光餐旅|14 16 2|99 99 24 41|2.2 234
2754 亞洲藏壽司|觀光餐旅|21 48 -163|98 98 57 92|1.1 148
2801 彰銀|金融保險|20 14 -2|91 97 -0 2|1.6 138
2809 京城銀|金融保險|-26 -83 -33|90 96 1 -2|0.7 68
2812 台中銀|金融保險|-1 11 -1|88 96 -4 2|0.8 39
2820 華票|金融保險|-74 -30 1|89 91 -9 -5|0.4 7
2834 臺企銀|金融保險|50 25 8|95 99 1 11|3.4 409
2838 聯邦銀|金融保險|-7 1 4|98 98 1 23|0.3 25
2845 遠東銀|金融保險|18 5 6|93 96 -4 4|0.8 42
2850 新產|金融保險|7 6 2|85 85 -15 -4|0.5 13
2851 中再保|金融保險|-11 1 -5|67 74 -5 -26|1.3 16
2855 統一證|金融保險|-42 23 45|79 94 2 -1|1.4 11
2880 華南金|金融保險|12 9 2|97 97 -2 6|1.3 190
2881 富邦金|金融保險|-119 -63 -35|83 99 11 9|1.5 869
2882 國泰金|金融保險|-51 -50 -18|70 88 -0 -11|1.5 945
2883 凱基金|金融保險|-73 -60 -28|73 93 2 -8|1.5 466
2884 玉山金|金融保險|7 -7 -4|76 86 -12 -9|1.1 629
2885 元大金|金融保險|-16 -14 9|91 100 8 8|1.2 436
2886 兆豐金|金融保險|-27 -28 -23|75 88 -11 -9|1.3 598
2887 台新新光金|金融保險|51 11 -10|78 94 -1 -3|1.2 238
2889 國票金|金融保險|-65 -46 -16|74 79 -11 -20|1.5 93
2890 永豐金|金融保險|5 7 0|97 97 1 11|1.8 452
2891 中信金|金融保險|-80 -55 -61|78 90 -3 -8|1.2 824
2892 第一金|金融保險|10 14 6|93 97 -2 5|1.5 370
2903 遠百|貿易百貨|-5 3 -1|97 99 0 7|1.3 11
2906 高林|貿易百貨|-17 -7 -23|71 96 14 12|2.6 18
2912 統一超|貿易百貨|10 14 4|95 95 -2 7|1.1 335
2913 農林|貿易百貨|-9 5 -7|97 97 14 22|0.8 49
2915 潤泰全|貿易百貨|16 -1 -9|60 88 18 -12|0.6 302
2929 淘帝-KY|貿易百貨|-15 -11 -2|80 84 8 -6|1.3 9
3003 健和興|電子零組|-12 -2 -12|80 86 -2 -2|0.8 41
3004 豐達科|鋼鐵工業|58 61 17|89 89 2 18|0.4 10
3005 神基|電腦及週|14 18 10|77 88 -4 1|0.9 45
3006 晶豪科|半導體業|-53 -52 -38|46 76 7 -25|1.3 372
3008 大立光|光電業|24 19 21|89 98 19 35|1.0 1618
3010 華立|電子通路|-2 -0 -11|83 92 -3 -8|0.9 13
3011 今皓|電子零組|-28 -16 -30|67 70 1 -18|0.9 8
3014 聯陽|半導體業|-42 -47 -30|69 87 10 -13|0.7 39
3016 嘉晶|半導體業|-2 8 -14|54 83 1 -20|0.6 85
3017 奇鋐|電腦及週|26 26 7|96 96 12 10|0.6 520
3019 亞光|光電業|-5 -6 -7|69 97 4 5|1.0 74
3022 威強電|電腦及週|63 64 41|95 95 -0 75|0.9 166
3023 信邦|電子零組|32 27 9|92 93 -5 3|0.7 123
3024 憶聲|光電業|-26 -2 -7|95 96 1 13|0.9 9
3025 星通|通信網路|-12 -22 -19|94 94 22 32|2.3 35
3026 禾伸堂|電子零組|-1 -8 0|82 90 3 -10|1.1 11
3027 盛達|通信網路|40 26 9|100 100 58 84|2.7 166
3028 增你強|電子通路|-1 -15 -15|79 86 0 -14|0.7 6
3029 零壹|資訊服務|-15 -16 -23|89 95 0 -1|0.9 7
3030 德律|其他電子|30 24 -3|96 100 6 5|0.9 27
3033 威健|電子通路|9 1 -3|88 99 3 -1|0.7 22
3034 聯詠|半導體業|-45 -49 -51|66 96 18 -5|0.8 1559
3035 智原|半導體業|33 36 -46|56 79 0 -20|0.5 3331
3036 文曄|電子通路|56 40 9|70 84 3 -12|0.7 85
3037 欣興|電子零組|33 34 -6|64 89 15 -19|1.0 5429
3038 全台|光電業|15 17 2|92 92 3 13|1.3 31
3041 揚智|半導體業|-38 -33 -41|50 80 -6 -21|0.8 17
3042 晶技|電子零組|-14 -18 -8|84 93 4 -7|0.6 80
3044 健鼎|電子零組|-12 -0 -9|78 88 1 -11|0.7 97
3045 台灣大|通信網路|11 10 -0|89 89 -5 -8|1.1 316
3046 建碁|電腦及週|-5 22 -13|92 92 78 96|0.4 432
3047 訊舟|通信網路|11 22 9|93 93 3 52|1.7 165
3048 益登|電子通路|15 11 -1|83 89 2 -11|0.7 10
3050 鈺德|光電業|1 8 -2|87 93 4 -3|0.7 16
3051 力特|光電業|-16 -4 0|54 92 4 8|0.9 25
3056 富華新|建材營造|23102 24036 15702|82 95 -1 3|1.0 30
3059 華晶科|光電業|107 87 27|74 99 12 6|1.7 201
3062 建漢|通信網路|73 91 62|70 79 -11 -5|2.0 88
3078 僑威|電子零組|-20 -34 1|70 85 -6 -15|1.4 10
3081 聯亞|通信網路|93 88 72|58 65 -34 -13|2.7 544
3083 網龍|文化創意|4 -10 -16|66 91 8 -9|1.5 11
3088 艾訊|電腦及週|39 18 -19|86 92 1 0|0.9 12
3090 日電貿|電子零組|-11 -13 -14|100 100 3 5|1.1 17
3092 鴻碩|電子零組|-31 -16 -47|56 79 -7 -22|5.7 11
3105 穩懋|半導體業|-49 -45 -26|44 78 1 -22|0.6 616
3122 笙泉|半導體業|-53 -53 -42|44 65 -2 -35|1.1 17
3128 昇銳|光電業|64 44 11|100 100 124 176|1.6 633
3131 弘塑|半導體業|-2 -7 -21|69 84 -10 -11|0.9 48
3138 耀登|通信網路|31 36 12|60 86 6 -6|0.7 57
