# 2026-05-04 全池(1243 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1522 堤維西|汽車工業|47 36 4|59 59 -41 -38|0.7 24
1524 耿鼎|汽車工業|-30 -24 -5|82 82 -15 -12|0.3 22
1527 鑽全|電機機械|-4 -23 -9|87 87 -12 -3|0.7 6
1528 恩德|電機機械|31 31 41|89 89 1 92|0.9 726
1529 樂事綠能|電機機械|-69 53 6|77 78 -15 10|0.3 17
1532 勤美|電機機械|14 11 1|73 73 -18 -24|1.2 14
1536 和大|汽車工業|10 -6 6|75 84 -13 -11|1.2 68
1537 廣隆|電機機械|-8 -1 17|90 97 -2 -1|1.3 8
1540 喬福|電機機械|-41 -32 -33|66 75 -21 -9|1.0 6
1560 中砂|電機機械|31 30 9|100 100 29 78|1.1 1518
1563 巧新|汽車工業|-1 -2 4|69 84 -14 -14|0.7 26
1565 精華|生技醫療|-19 -18 -5|62 76 -12 -21|0.6 14
1568 倉佑|汽車工業|27 -10 -11|100 100 18 31|2.4 10
1569 濱川|電腦及週|11 -3 -2|92 95 13 -4|2.3 108
1570 力肯|電機機械|40 -0 31|90 90 27 15|1.2 15
1580 新麥|電機機械|-15 1 2|87 88 -7 -9|1.4 8
1582 信錦|電子零組|-0 -6 3|87 87 37 33|0.6 842
1584 精剛|其他|-35 -24 -8|69 78 -17 -12|0.5 16
1586 和勤|電機機械|-7 1 7|72 72 -18 -15|0.7 5
1587 吉茂|汽車工業|15 36 7|57 57 -37 -20|0.6 15
1590 亞德客-KY|電機機械|18 25 10|100 100 45 62|1.7 1956
1591 駿吉-KY|電機機械|2218 1215 934|98 98 33 29|3.3 59
1595 川寶|半導體業|-21 -17 1|100 100 95 121|4.9 119
1597 直得|電機機械|39 32 13|100 100 90 107|1.9 353
1598 岱宇|運動休閒|17 -11 7|84 87 2 -12|1.1 7
1603 華電|電器電纜|-2 -7 -22|75 75 -23 -18|0.5 8
1604 聲寶|電器電纜|-0 -4 2|88 95 1 -2|0.9 13
1605 華新|電器電纜|3 -8 -2|72 72 -19 2|0.4 558
1608 華榮|電器電纜|14 23 19|83 83 -13 3|0.6 65
1609 大亞|電器電纜|20 18 11|70 70 -30 -19|0.5 88
1611 中電|電器電纜|-7 -11 -1|86 89 -10 -2|0.7 6
1612 宏泰|電器電纜|6 9 -5|90 90 -5 -7|1.1 21
1616 億泰|電器電纜|-4 10 -2|54 64 -25 -36|0.5 10
1618 合機|電器電纜|-35 115 66|77 77 -22 -13|0.4 22
1623 大東電|電器電纜|8 13 na|na na -12 na|0.5 34
1702 南僑|食品工業|0 -1 3|75 88 -7 -10|1.0 10
1707 葡萄王|生技醫療|-7 2 7|84 88 -9 -8|1.9 19
1708 東鹼|化學工業|5 4 7|85 85 20 30|1.1 211
1709 和益|化學工業|2 -8 5|96 96 10 11|0.6 9
1710 東聯|化學工業|4 -12 0|81 81 3 5|0.3 89
1711 永光|化學工業|28 5 12|97 97 158 200|0.2 1268
1712 興農|化學工業|8 -2 -1|94 94 -4 3|0.9 23
1713 國化|化學工業|23 1 10|88 89 -5 4|0.9 8
1717 長興|化學工業|5 1 9|97 97 20 88|0.8 5187
1720 生達|生技醫療|3 1 -2|93 93 -1 9|0.7 17
1721 三晃|化學工業|-23 -21 4|81 81 28 98|1.1 67
1722 台肥|化學工業|19 12 7|86 95 3 0|2.8 120
1723 中碳|化學工業|14 -21 4|84 87 7 -6|0.5 107
1725 元禎|化學工業|23 2 7|86 86 6 17|0.6 7
1727 中華化|化學工業|53 14 14|100 100 75 123|2.8 488
1734 杏輝|生技醫療|5 2 -6|97 97 2 1|0.8 11
1735 日勝化|化學工業|11 -4 9|84 84 55 79|0.8 42
1736 喬山|運動休閒|12 10 0|68 74 -17 -18|2.1 72
1760 寶齡富錦|生技醫療|17 12 6|79 93 2 -2|2.4 13
1773 勝一|化學工業|17 12 6|97 97 11 24|1.7 306
1784 訊聯|生技醫療|15 8 5|64 64 -26 -26|0.4 13
1785 光洋科|其他電子|96 75 31|98 98 164 183|1.1 2002
1786 科妍|生技醫療|1 0 1|47 64 -28 -36|1.1 17
1789 神隆|生技醫療|3 -3 -4|71 71 -22 12|0.5 20
1795 美時|生技醫療|174 100 68|62 62 -28 -22|0.4 503
1799 易威|生技醫療|31 70 53|55 85 11 -13|0.7 8
1802 台玻|玻璃陶瓷|16 5 5|89 89 29 129|1.0 8500
1808 潤隆|建材營造|68260 63925 45796|66 66 -12 -17|1.6 45
1809 中釉|玻璃陶瓷|-15 4 -2|87 87 7 49|0.4 85
1810 和成|玻璃陶瓷|-12 -8 -0|73 86 -12 -4|0.6 14
1815 富喬|電子零組|33 38 3|86 86 16 57|0.7 6760
1903 士紙|造紙工業|8 -2 -1|68 83 -14 -11|0.5 8
1904 正隆|造紙工業|10 2 5|88 88 -0 2|0.6 29
1905 華紙|造紙工業|4 -9 0|68 68 4 -0|1.0 86
1907 永豐餘|造紙工業|5 -1 5|85 85 -6 -9|1.0 31
2002 中鋼|鋼鐵工業|-2 -5 6|86 88 -2 -2|0.8 835
2006 東和鋼鐵|鋼鐵工業|-0 -6 -2|85 85 -1 14|0.8 174
2009 第一銅|鋼鐵工業|3 34 31|69 69 -22 -11|0.3 56
2010 春源|鋼鐵工業|16 16 12|96 96 16 28|0.8 33
2013 中鋼構|鋼鐵工業|-14 -11 -12|95 95 3 3|0.6 5
2014 中鴻|鋼鐵工業|-25 -21 12|87 87 7 13|0.3 97
2015 豐興|鋼鐵工業|-10 -13 2|90 90 -0 -1|1.3 23
2020 美亞|鋼鐵工業|-17 -4 -2|87 92 -0 -2|0.9 19
2023 燁輝|鋼鐵工業|-9 -12 -2|86 89 -6 -6|0.9 24
2027 大成鋼|鋼鐵工業|25 20 5|86 94 5 1|0.8 861
2030 彰源|鋼鐵工業|-3 -1 15|90 90 1 14|0.5 11
2031 新光鋼|鋼鐵工業|0 -5 -9|91 99 7 1|0.9 30
2032 新鋼|鋼鐵工業|4 5 4|89 89 1 11|0.4 7
2034 允強|鋼鐵工業|0 -21 -0|90 92 1 5|0.9 27
2038 海光|鋼鐵工業|-11 -23 -8|83 84 -5 -6|0.3 6
2049 上銀|電機機械|17 9 9|100 100 36 45|1.0 2330
2059 川湖|電子零組|39 38 -21|94 94 16 5|1.5 2755
2062 橋椿|居家生活|20 7 15|83 88 -7 -6|1.0 7
2070 精湛|電機機械|23 7 5|100 100 43 63|3.4 40
2101 南港|橡膠工業|438 138 117|72 86 -9 -10|1.4 54
2102 泰豐|橡膠工業|-51 -41 -26|85 88 -6 -7|0.8 9
2103 台橡|橡膠工業|4 -1 5|87 87 29 26|0.9 66
2104 國際中橡|橡膠工業|-12 -16 -0|76 76 -13 -2|0.5 35
2105 正新|橡膠工業|7 1 6|62 92 -1 -4|0.6 322
2106 建大|橡膠工業|8 -2 1|71 80 -17 -15|0.8 13
2107 厚生|橡膠工業|4 -7 -1|100 100 5 10|1.4 8
2108 南帝|橡膠工業|24 14 26|95 95 16 23|1.5 30
2201 裕隆|汽車工業|-7 -5 8|62 62 -16 -18|0.6 79
2204 中華|汽車工業|4 18 17|78 89 -4 -9|0.8 63
2206 三陽工業|汽車工業|-6 -0 2|83 89 -5 -7|1.5 64
2207 和泰車|汽車工業|1 -3 -2|75 76 -10 -18|0.9 174
2208 台船|航運業|-25 29 -30|69 83 -10 -0|0.6 63
2211 長榮鋼|鋼鐵工業|16 -12 -21|81 81 -2 -9|1.2 57
2221 大甲|其他|-4 17 16|86 86 14 25|2.4 13
2228 劍麟|汽車工業|-2 -5 -1|71 79 -14 -11|0.7 16
2230 泰茂|居家生活|186 94 66|26 27 -69 -72|0.9 9
2231 為升|汽車工業|-27 -14 6|81 84 17 14|0.9 146
2233 宇隆|汽車工業|3 -7 5|100 100 34 58|1.5 239
2236 百達-KY|汽車工業|69 24 -301|100 100 25 50|1.3 64
2241 艾姆勒|汽車工業|4 25 4|73 73 -14 -22|1.7 11
2243 宏旭-KY|汽車工業|52 296 202|90 90 117 105|2.4 30
2247 汎德永業|汽車工業|-32 -33 -17|66 74 -22 -24|1.4 19
2258 鴻華先進-創|汽車工業|-14 -48 14|62 65 -26 -27|0.6 21
2301 光寶科|電腦及週|23 19 -1|90 90 -1 -7|1.3 4193
2302 麗正|半導體業|5 14 6|92 92 -6 1|1.2 11
2303 聯電|半導體業|5 6 3|100 100 20 77|1.4 12943
2305 全友|電腦及週|75 50 31|82 82 11 45|0.8 60
2308 台達電|電子零組|38 34 2|100 100 78 107|1.1 23274
2312 金寶|其他電子|-13 -15 -5|79 79 -8 21|2.2 861
2313 華通|電子零組|11 17 9|94 94 73 212|1.0 21696
2314 台揚|通信網路|98 53 22|50 56 -37 -39|0.5 6
2316 楠梓電|電子零組|16 16 1|95 95 16 15|1.5 772
2317 鴻海|其他電子|46 30 10|87 87 2 -9|1.3 12348
2323 中環|光電業|6 16 15|79 79 -4 13|0.4 51
2324 仁寶|電腦及週|17 1 16|83 88 -9 -12|0.7 1027
2327 國巨*|電子零組|23 23 10|100 100 16 39|1.2 10520
2328 廣宇|電子零組|-28 -26 -15|88 93 -0 -2|2.5 135
2329 華泰|半導體業|10 20 -7|86 86 -4 24|0.8 1152
2330 台積電|半導體業|45 35 4|100 100 30 55|1.3 88212
2331 精英|電腦及週|31 44 18|69 69 -25 -2|0.4 40
2332 友訊|通信網路|5 3 8|76 80 -17 -16|1.6 39
2337 旺宏|半導體業|96 69 41|97 97 110 324|1.3 21185
2338 光罩|半導體業|-1 -6 13|85 85 14 21|0.6 164
2340 台亞|半導體業|-10 -0 -1|93 93 44 51|2.6 332
2342 茂矽|半導體業|-11 -12 -7|93 93 -7 -5|2.2 48
2344 華邦電|半導體業|91 91 58|74 74 -8 78|1.0 15384
2345 智邦|通信網路|44 66 -49|100 100 118 160|1.0 8937
2347 聯強|電子通路|64 37 28|96 96 22 40|0.9 453
2348 海悅|其他|-62 38 38|59 83 -8 -15|0.7 22
2349 錸德|光電業|-8 -4 -10|76 76 -17 24|0.5 48
2351 順德|半導體業|13 11 15|95 95 78 67|1.8 1192
2352 佳世達|電腦及週|10 3 1|64 74 -5 -25|0.8 108
2353 宏碁|電腦及週|2 23 14|81 91 6 -9|0.6 530
2354 鴻準|其他電子|-61 -9 -102|70 73 -11 -25|1.2 297
2355 敬鵬|電子零組|6 5 6|93 93 44 53|0.8 1124
2356 英業達|電腦及週|47 27 16|91 91 -9 -1|1.2 970
2357 華碩|電腦及週|34 44 12|83 83 16 -17|0.8 2044
2359 所羅門|其他電子|-44 -23 -30|75 89 -5 -7|1.9 119
2360 致茂|其他電子|63 74 37|100 100 129 211|1.2 8867
2362 藍天|電腦及週|4 20 32|82 89 -2 -5|0.7 18
2363 矽統|半導體業|31 138 -453|86 90 -1 -5|1.0 402
2364 倫飛|電腦及週|-13 -10 -18|54 83 -3 -9|0.8 9
2365 昆盈|電腦及週|1 4 5|72 87 -0 -5|2.0 310
2367 燿華|電子零組|-15 -10 6|76 76 47 117|0.5 4235
2368 金像電|電子零組|63 62 1|100 100 130 241|0.8 7376
2369 菱生|半導體業|33 40 24|87 87 2 45|0.6 499
2371 大同|電機機械|8 8 -0|70 71 -24 -15|0.8 484
2374 佳能|光電業|92 78 5|77 87 -5 -6|1.5 293
2375 凱美|電子零組|3 11 6|82 82 -17 -12|1.4 268
2376 技嘉|電腦及週|75 60 21|90 97 17 -3|0.9 2478
2377 微星|電腦及週|-12 6 -10|65 84 -6 -12|1.7 538
2379 瑞昱|半導體業|4 4 3|92 92 3 2|0.9 1723
2382 廣達|電腦及週|88 65 15|94 94 12 5|0.9 6187
2383 台光電|電子零組|57 52 8|100 100 186 279|1.1 11837
2385 群光|電子零組|4 -2 4|80 97 7 -2|1.0 481
2387 精元|電腦及週|13 -7 12|91 97 12 7|0.3 25
2388 威盛|半導體業|69 6 33|100 100 52 54|3.6 1022
2392 正崴|電子零組|0 -13 -5|61 73 -8 -27|1.0 76
2393 億光|光電業|-4 1 7|92 97 27 21|0.7 192
2395 研華|電腦及週|22 17 0|100 100 38 20|1.1 966
2397 友通|電腦及週|29 17 2|68 81 -7 -19|1.0 11
2399 映泰|電腦及週|-22 -12 -2|100 100 61 71|2.4 862
2401 凌陽|半導體業|22 13 14|99 99 11 12|2.1 131
2402 毅嘉|電子零組|13 16 3|93 93 29 43|1.0 1605
2404 漢唐|其他電子|101 76 15|80 85 -1 15|0.9 3621
2405 輔信|電腦及週|1 -2 -7|77 79 -12 -20|0.6 25
2406 國碩|光電業|160 169 105|85 85 14 64|0.3 307
2408 南亞科|半導體業|560 585 315|73 73 -11 82|1.3 22580
2409 友達|光電業|1 -4 1|82 82 10 29|0.6 5683
2412 中華電|通信網路|8 7 3|98 98 2 3|1.0 1276
2413 環科|電子零組|18 2 -5|76 76 1 106|0.3 143
2414 精技|電子通路|47 30 8|99 99 13 10|0.8 9
2415 錩新|電子零組|2 16 5|87 87 -4 14|0.8 6
2417 圓剛|電腦及週|33 15 8|100 100 33 30|3.5 56
2419 仲琦|通信網路|55 9 5|81 81 1 32|0.3 306
2420 新巨|電子零組|3 1 3|97 99 3 7|0.8 14
2421 建準|電子零組|22 20 -4|79 79 -3 2|0.7 611
2423 固緯|其他電子|35 29 15|100 100 13 11|1.5 15
2425 承啟|電腦及週|61 73 21|78 93 -0 2|1.0 11
2426 鼎元|光電業|-14 -10 -3|100 100 232 250|1.8 322
2427 三商電|資訊服務|-56 92 7|64 72 -20 -18|0.7 12
2428 興勤|電子零組|11 7 3|89 92 2 -8|0.9 195
2429 銘旺科|光電業|30 -9 -56|34 54 -28 -44|2.7 24
2431 聯昌|電子零組|-57 -34 -18|61 61 -19 -13|0.2 6
2436 偉詮電|半導體業|26 32 13|93 93 45 48|2.0 296
2439 美律|通信網路|24 24 14|75 78 -19 -12|1.4 201
2440 太空梭|電子零組|15 14 24|98 98 14 38|4.1 6
2441 超豐|半導體業|14 22 9|86 86 -7 30|1.3 753
2442 新美齊|建材營造|611 3480 2384|61 69 -20 -30|1.1 42
2444 兆勁|通信網路|-27 -31 -10|90 90 -10 18|0.6 7
2449 京元電子|半導體業|36 39 5|100 100 21 76|1.6 7459
2450 神腦|通信網路|31 16 8|96 97 2 1|1.0 5
2451 創見|半導體業|381 356 199|85 85 14 101|1.1 2261
2453 凌群|資訊服務|9 7 -0|84 85 -7 -6|0.4 18
2454 聯發科|半導體業|13 -4 -12|100 100 93 122|1.6 27409
2455 全新|通信網路|17 21 9|97 97 100 138|1.2 3153
2457 飛宏|電子零組|-12 -7 3|64 64 -36 -23|0.4 57
2458 義隆|半導體業|20 4 6|98 98 20 11|0.8 408
2459 敦吉|其他電子|5 6 6|98 98 -2 2|1.8 6
2460 建通|電子零組|50 68 54|88 88 55 101|2.3 101
2461 光群雷|其他電子|-13 2 4|88 88 -1 8|0.9 15
2462 良得電|電子零組|-12 1 4|75 75 -16 -14|0.6 7
2464 盟立|其他電子|8 8 19|100 100 73 75|2.9 775
2465 麗臺|電腦及週|83 95 53|100 100 44 20|2.8 105
2466 冠西電|光電業|-47 -8 12|52 82 -7 13|0.4 57
2467 志聖|電子零組|78 68 28|95 95 134 230|0.9 1167
2468 華經|資訊服務|-15 -20 -25|43 74 -16 -27|0.3 9
2471 資通|資訊服務|3 15 1|81 96 -1 2|0.7 10
2472 立隆電|電子零組|9 9 4|98 98 53 60|0.9 719
2474 可成|其他電子|-25 -13 -10|90 90 4 6|2.3 851
2476 鉅祥|電子零組|42 31 14|92 92 24 20|2.2 760
2477 美隆電|其他電子|-23 1 8|81 82 -16 -8|1.6 6
2478 大毅|電子零組|14 10 4|92 92 1 15|0.6 151
2480 敦陽科|資訊服務|8 17 5|81 89 4 -11|2.0 38
2481 強茂|半導體業|19 11 5|84 84 2 11|0.7 2642
2484 希華|電子零組|-5 -7 -13|84 84 49 78|0.5 322
2485 兆赫|通信網路|200 149 49|79 79 86 381|0.6 2541
2486 一詮|光電業|19 20 8|100 100 210 281|0.9 701
2488 漢平|其他電子|-14 6 15|97 97 10 10|0.9 15
2489 瑞軒|光電業|11 9 4|88 88 81 186|1.0 1028
2492 華新科|電子零組|11 9 4|88 88 -12 0|0.7 1257
2493 揚博|電子零組|-6 1 -0|74 81 6 34|1.1 353
2495 普安|電腦及週|61 35 30|90 90 17 69|0.7 454
2497 怡利電|汽車工業|11 6 12|88 88 1 17|1.4 45
2498 宏達電|通信網路|-8 -7 1|55 79 -13 -21|1.0 267
2501 國建|建材營造|286 164 100|85 85 -0 -4|2.5 73
2504 國產|建材營造|-10 -6 -8|80 88 -4 -2|0.9 86
2505 國揚|建材營造|-39 171 -22454|85 91 -8 -4|2.1 9
2515 中工|建材營造|30 34 38|71 71 -2 -3|0.3 79
2520 冠德|建材營造|8 4 12|54 82 -12 -12|1.0 46
2527 宏璟|建材營造|3888 1295 1022|88 88 18 44|1.0 23
2528 皇普|建材營造|-100 -99 -645349|62 74 -20 -22|0.9 14
2530 華建|建材營造|1041 292 50|61 67 -27 -28|1.7 25
2534 宏盛|建材營造|-88 -89 -228|74 88 -6 -11|1.4 8
2535 達欣工|建材營造|25 77 15|96 96 10 20|1.6 43
2536 宏普|建材營造|-54 20 -3081|69 78 -10 -20|0.9 6
2537 聯上發|建材營造|60177 20209 13576|77 83 -5 -9|1.1 6
2539 櫻花建|建材營造|-93 90 na|59 81 -18 -19|2.0 43
2540 愛山林|建材營造|28 -12 -26|64 91 7 -2|1.8 77
2542 興富發|建材營造|1538 1598 1193|89 99 4 3|3.7 219
2543 皇昌|建材營造|20 20 17|50 58 -32 -35|1.0 106
2545 皇翔|建材營造|96 16 49|73 91 0 -9|0.8 10
2546 根基|建材營造|-4 10 -36|91 93 -6 -1|0.6 10
2547 日勝生|建材營造|51 20 26|75 90 -6 -2|1.0 19
2548 華固|建材營造|81839 45235 28816|93 93 12 19|1.0 198
2597 潤弘|建材營造|2 20 0|79 84 -12 -10|1.2 87
2603 長榮|航運業|-18 -21 4|91 94 7 10|0.6 1715
2605 新興|航運業|35 49 31|81 81 19 46|0.2 284
2606 裕民|航運業|18 14 11|90 90 -2 13|0.5 215
2607 榮運|航運業|-4 -13 9|73 79 -20 -18|0.9 28
2608 嘉里大榮|航運業|5 1 -0|84 88 -9 -12|1.1 8
2609 陽明|航運業|-6 -14 14|64 76 -10 -9|0.5 792
2610 華航|航運業|20 9 6|78 78 -21 -11|0.6 455
2611 志信|航運業|308 114 87|70 88 -9 -6|0.8 6
2612 中航|航運業|6 1 -1|73 73 -11 0|0.3 27
2613 中櫃|航運業|5 7 3|69 84 -4 -6|0.3 7
2614 東森|其他|-1 -3 -0|85 85 -5 -8|0.8 13
2615 萬海|航運業|-11 -9 8|62 86 -1 -3|0.4 627
2616 山隆|油電燃氣|12 -1 8|58 58 2 -2|0.4 10
2617 台航|航運業|12 6 6|87 87 -7 2|0.7 19
2618 長榮航|航運業|18 11 10|82 86 -14 -7|0.8 681
2630 亞航|航運業|-15 -10 -13|69 89 -10 -6|0.6 45
2633 台灣高鐵|航運業|4 4 0|92 92 -2 -4|0.9 131
2634 漢翔|航運業|-7 3 4|73 85 -14 -10|0.7 197
2636 台驊控股|航運業|-5 -13 10|83 95 -1 -2|0.5 16
2637 慧洋-KY|航運業|35 24 28|96 96 1 16|0.6 146
2640 大車隊|數位雲端|2 6 2|91 91 42 34|0.4 12
2641 正德|航運業|11 20 -20|77 78 -15 -18|0.4 21
2645 長榮航太|航運業|12 14 1|79 90 -10 5|0.6 165
2646 星宇航空|航運業|33 25 4|77 84 -14 -16|1.1 83
2702 華園|觀光餐旅|2 2 5|89 89 33 35|0.6 6
2704 國賓|觀光餐旅|7 4 -0|83 93 -7 -1|1.0 5
2705 六福|觀光餐旅|-2 0 1|88 95 3 -1|2.5 5
2707 晶華|觀光餐旅|6 7 -2|90 94 -4 -5|1.5 50
2723 美食-KY|觀光餐旅|-21 -17 -7|70 84 -16 -9|0.8 20
2727 王品|觀光餐旅|8 10 4|91 97 4 6|0.8 54
2731 雄獅|觀光餐旅|11 14 8|88 88 -7 3|0.7 104
2743 山富|觀光餐旅|-25 7 4|68 77 -14 -20|0.5 8
2745 五福|觀光餐旅|18 16 1|73 90 -2 -4|0.8 19
2748 雲品|觀光餐旅|-6 10 7|79 89 -5 -10|0.8 6
2753 八方雲集|觀光餐旅|7 4 -4|84 84 -3 -3|1.0 33
2755 揚秦|觀光餐旅|18 21 1|92 92 18 23|0.4 6
2801 彰銀|金融保險|24 16 4|95 95 3 4|1.0 335
2812 台中銀|金融保險|8 10 2|84 91 -3 -9|1.6 280
2820 華票|金融保險|46 99 28|97 97 4 2|1.2 19
2832 台產|金融保險|1 -0 0|95 95 6 10|0.9 8
2834 臺企銀|金融保險|5 3 -1|96 96 4 5|1.0 437
2836 高雄銀|金融保險|-12 8 -5|91 91 -2 -4|1.0 20
2838 聯邦銀|金融保險|8 13 2|95 95 9 4|0.8 35
2845 遠東銀|金融保險|13 11 6|90 94 -4 -5|1.2 72
2850 新產|金融保險|19 10 4|98 98 12 14|1.5 40
2851 中再保|金融保險|-41 55 37|95 95 12 23|0.7 49
2852 第一保|金融保險|1 -3 -0|92 92 -6 -2|0.8 8
2855 統一證|金融保險|-66 176 104|100 100 30 56|1.4 181
2880 華南金|金融保險|33 22 13|84 84 -4 9|1.5 695
2881 富邦金|金融保險|139 73 -53|93 93 -2 0|1.3 1859
2882 國泰金|金融保險|200 63 39|96 96 1 18|1.1 2072
2883 凱基金|金融保險|275 99 855|97 97 21 33|1.1 785
2884 玉山金|金融保險|10 18 -3|89 89 -7 3|1.2 1008
2885 元大金|金融保險|70 78 51|100 100 28 55|1.2 1352
2886 兆豐金|金融保險|18 12 6|91 94 -2 -5|1.3 1016
2887 台新新光金|金融保險|1119 509 305|92 92 6 24|0.9 1537
2889 國票金|金融保險|50 56 34|83 83 -12 -5|1.0 44
2890 永豐金|金融保險|51 40 17|92 92 5 18|1.2 756
2891 中信金|金融保險|32 31 -2|94 94 4 26|1.0 2552
2892 第一金|金融保險|19 17 4|94 94 -3 -1|1.7 542
2897 王道銀行|金融保險|38 34 20|97 97 10 11|0.8 36
2903 遠百|貿易百貨|-3 2 4|91 91 1 1|0.7 42
2905 三商|貿易百貨|-56 -10 -15|78 78 -14 -11|0.8 9
2912 統一超|貿易百貨|5 5 1|87 93 6 -8|0.8 551
2913 農林|貿易百貨|-6 -7 -7|60 78 -15 -21|1.1 19
2915 潤泰全|貿易百貨|-35 -34 -15|77 77 -15 -19|1.0 99
3003 健和興|電子零組|26 27 23|96 99 10 9|1.3 39
3004 豐達科|鋼鐵工業|31 29 9|73 97 -0 5|1.0 54
3005 神基|電腦及週|-7 -2 -10|63 73 -12 -26|0.7 467
3006 晶豪科|半導體業|188 149 99|80 80 17 93|1.0 2688
3008 大立光|光電業|11 6 6|91 91 8 19|1.4 3936
3010 華立|電子通路|24 18 17|96 96 16 49|0.9 162
3011 今皓|電子零組|-37 -37 3|80 90 -1 -3|1.3 17
3013 晟銘電|電腦及週|41 20 12|76 76 -11 -14|1.4 337
3014 聯陽|半導體業|8 0 -2|93 96 5 -4|1.2 108
3015 全漢|電子零組|-10 0 -9|83 83 -7 -14|0.9 13
3016 嘉晶|半導體業|20 18 15|100 100 40 64|1.2 246
3017 奇鋐|電腦及週|112 112 6|98 98 113 122|0.9 9818
3019 亞光|光電業|12 15 1|83 87 -5 -6|1.8 387
3022 威強電|電腦及週|10 -11 -3|86 99 5 4|0.8 57
3023 信邦|電子零組|8 1 7|99 99 53 35|1.2 577
3024 憶聲|光電業|-58 -57 -24|87 95 19 17|2.1 27
3025 星通|通信網路|86 63 37|80 80 -15 33|0.4 42
3026 禾伸堂|電子零組|0 7 4|89 89 104 90|1.7 1093
3027 盛達|通信網路|-40 -46 -35|46 65 -31 -23|1.1 6
3028 增你強|電子通路|125 93 57|98 98 69 96|1.1 257
3029 零壹|資訊服務|26 7 -16|78 88 -5 -5|1.4 128
3030 德律|其他電子|15 26 -8|100 100 109 142|1.0 2314
3031 佰鴻|光電業|23 12 8|93 93 55 50|1.9 238
