# 2023-04 月末(2023-04-28)全池量化快照(1134 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
3014 聯陽|半導體業|-8 -18 13|95 95 18 50|0.5 39
3015 全漢|電子零組|15 1 9|95 95 30 36|0.9 22
3016 嘉晶|半導體業|-26 -25 -29|60 77 -12 -7|1.2 46
3017 奇鋐|電腦及週|14 -6 -18|100 100 47 66|1.3 1436
3019 亞光|光電業|-13 -12 -2|89 89 4 9|0.3 61
3022 威強電|電腦及週|64 42 5|91 91 8 49|0.3 165
3023 信邦|電子零組|18 23 1|98 98 20 26|1.2 184
3024 憶聲|光電業|-7 16 12|99 99 15 21|0.5 12
3025 星通|通信網路|135 53 49|90 90 65 53|1.0 273
3026 禾伸堂|電子零組|-18 -17 -4|96 96 13 18|0.5 19
3027 盛達|通信網路|28 33 17|84 84 17 86|0.3 268
3028 增你強|電子通路|-36 -39 -21|92 98 7 24|0.5 13
3029 零壹|資訊服務|3 22 17|98 98 51 65|1.2 408
3030 德律|其他電子|-11 -39 -39|95 97 2 9|0.5 19
3032 偉訓|電子零組|39 20 27|91 91 68 91|1.8 416
3033 威健|電子通路|1 -1 3|97 97 11 15|0.7 40
3034 聯詠|半導體業|-26 -34 -2|90 90 20 70|0.9 2001
3035 智原|半導體業|0 2 -41|59 76 3 22|1.1 2097
3036 文曄|電子通路|-17 -6 -25|88 97 5 7|0.7 41
3037 欣興|電子零組|-19 -14 -35|67 87 14 19|1.3 2729
3038 全台|光電業|18 12 -1|100 100 47 49|1.1 118
3041 揚智|半導體業|-46 -46 -25|66 85 -3 10|0.8 17
3042 晶技|電子零組|-34 -28 -9|90 94 3 13|0.7 84
3043 科風|其他電子|111 70 25|100 100 65 543|1.1 7
3044 健鼎|電子零組|-12 -17 -14|94 97 17 28|2.0 125
3045 台灣大|通信網路|8 8 -1|98 99 9 12|0.9 292
3046 建碁|電腦及週|39 64 27|91 91 62 42|0.4 355
3047 訊舟|通信網路|-24 -17 -22|84 90 4 4|0.5 57
3048 益登|電子通路|-20 -15 -17|85 94 3 -0|1.1 16
3049 精金|光電業|-17 -41 -2|82 94 10 8|0.6 22
3050 鈺德|光電業|-5 2 -7|82 86 -12 -3|0.6 8
3051 力特|光電業|-32 -38 -21|79 87 7 11|0.7 12
3056 富華新|建材營造|76 739 -8005|100 100 62 68|0.6 251
3058 立德|電子零組|-1 -7 -2|98 98 145 157|1.4 84
3059 華晶科|光電業|-44 -36 -66|86 87 3 4|0.5 54
3062 建漢|通信網路|16 15 -43|73 87 -1 2|0.6 39
3071 協禧|電腦及週|1 -4 -10|94 94 36 42|8.0 56
3078 僑威|電子零組|89 49 63|96 96 90 122|2.3 609
3081 聯亞|通信網路|-23 -27 -67|56 72 -12 -19|0.8 268
3083 網龍|文化創意|-12 2 -6|83 87 -5 13|0.6 5
3088 艾訊|電腦及週|9 11 -13|93 93 25 50|0.4 105
3090 日電貿|電子零組|-19 -15 -8|96 96 8 19|0.6 33
3092 鴻碩|電子零組|-55 -48 -41|60 93 14 11|0.7 16
3093 港建*|其他電子|-14 -17 -31|89 89 37 79|0.2 27
3094 聯傑|半導體業|-21 -9 -13|96 96 38 45|0.7 45
3105 穩懋|半導體業|-50 -52 -13|74 84 -9 31|1.0 702
3122 笙泉|半導體業|-47 -55 -6|47 86 3 2|0.4 5
3128 昇銳|光電業|-19 6 -14|70 70 -5 44|0.3 24
3131 弘塑|半導體業|9 -11 -6|97 97 45 88|2.5 49
3138 耀登|通信網路|2 13 -7|87 87 15 27|0.7 101
3141 晶宏|半導體業|-15 -20 -5|61 87 17 30|0.4 143
3147 大綜|資訊服務|12 -1 19|93 93 30 38|0.6 37
3149 正達|光電業|7 -16 -10|69 82 2 -6|1.3 7
3152 璟德|通信網路|-20 -21 19|82 86 11 35|0.5 32
3162 精確|電機機械|86 185 62|84 84 10 26|0.2 171
3163 波若威|通信網路|-30 -15 -44|86 91 4 19|0.6 40
3169 亞信|半導體業|-38 -43 -28|75 87 19 38|0.7 114
3176 基亞|生技醫療|-67 -45 -5|60 87 9 14|0.9 7
3178 公準|半導體業|11 19 8|93 93 27 65|0.6 79
3189 景碩|半導體業|-31 -32 -35|58 80 2 8|1.1 440
3202 樺晟|電子零組|7 4 12|99 99 24 35|1.2 13
3205 佰研|生技醫療|10 -14 -3|57 87 14 19|0.7 13
3207 耀勝|電子零組|32 42 11|91 91 45 67|0.4 142
3209 全科|電子通路|39 6 -21|89 89 9 34|0.4 48
3211 順達|電腦及週|-6 -11 -5|94 98 9 20|0.5 29
3217 優群|電子零組|-18 -20 -1|91 91 27 70|0.4 171
3218 大學光|生技醫療|33 24 -6|94 94 24 69|0.4 315
3221 台嘉碩|通信網路|-23 -28 -34|73 94 12 21|0.4 17
3224 三顧|電子通路|-49 -33 -13|88 97 34 40|1.6 99
3227 原相|半導體業|-15 -22 15|89 89 6 30|0.5 39
3228 金麗科|半導體業|0 -45 -12|37 76 -12 5|0.6 136
3231 緯創|電腦及週|0 -7 -14|100 100 54 78|1.7 2563
3234 光環|通信網路|-49 -54 -20|81 88 9 12|0.4 10
3236 千如|電子零組|-18 -9 -23|92 92 21 30|0.4 38
3257 虹冠電|半導體業|12 -8 43|87 100 39 63|1.0 11
3260 威剛|半導體業|-22 -26 -7|91 91 21 29|0.8 368
3264 欣銓|半導體業|3 8 -11|91 91 6 36|0.5 232
3265 台星科|半導體業|-15 -12 -28|93 93 19 46|2.3 47
3272 東碩|電腦及週|-62 -11 -62|75 75 4 11|0.3 44
3289 宜特|其他電子|3 12 -3|87 87 10 18|0.7 201
3290 東浦|電子零組|61 34 20|91 91 31 37|0.3 80
3293 鈊象|文化創意|10 14 6|92 92 11 51|0.7 513
3294 英濟|電子零組|-38 -30 -15|84 95 13 19|4.0 9
3296 勝德|電子零組|-20 -22 -3|95 95 9 9|1.0 10
3305 昇貿|其他電子|-40 -45 -31|70 86 17 27|0.5 26
3306 鼎天|通信網路|-10 -13 -3|94 94 17 25|0.5 8
3308 聯德|電子零組|220 148 95|95 95 124 176|1.7 20
3312 弘憶股|電子通路|-44 -35 -24|95 96 21 26|0.6 24
3317 尼克森|半導體業|-13 -22 -7|74 90 3 19|0.7 26
3322 建舜電|電子零組|-13 -24 9|90 90 15 30|0.4 51
3323 加百裕|電腦及週|-41 -43 -18|90 93 3 13|0.8 7
3324 雙鴻|其他電子|2 -11 -5|97 97 66 108|1.7 1500
3325 旭品|電腦及週|79 29 39|97 97 45 64|1.8 14
3338 泰碩|電子零組|-37 -28 -12|99 99 48 57|1.0 86
3346 麗清|汽車工業|6 2 -17|86 86 8 26|0.4 39
3356 奇偶|光電業|-16 5 -1|76 76 -1 18|0.3 40
3357 臺慶科|電子零組|-25 -19 0|88 88 17 42|0.4 9
3362 先進光|光電業|-5 -14 -10|73 73 33 65|0.3 264
3363 上詮|通信網路|-15 -26 -2|100 100 69 78|4.7 205
3374 精材|半導體業|-32 -20 -24|67 88 -6 11|0.7 83
3376 新日興|電子零組|-33 -35 -27|92 97 6 13|0.6 23
3380 明泰|通信網路|17 14 -13|90 90 19 28|0.7 135
3402 漢科|其他電子|-11 -8 -36|97 97 16 34|0.6 24
3406 玉晶光|光電業|-15 -0 -10|82 88 7 25|0.6 514
3413 京鼎|半導體業|-1 -0 -15|85 89 1 10|0.7 55
3416 融程電|電腦及週|-8 12 2|98 98 31 38|1.6 30
3419 譁裕|通信網路|-8 9 -17|94 94 19 31|2.3 22
3430 奇鈦科|化學工業|-35 -26 -24|na 94 13 22|2.4 18
3432 台端|電子零組|97 84 85|47 58 -27 -22|0.2 16
3434 哲固|光電業|-33 -30 -15|63 92 18 35|0.3 5
3438 類比科|半導體業|-38 -45 -1|84 86 7 29|0.6 15
3441 聯一光電|光電業|-38 -31 -14|83 83 15 35|0.2 61
3443 創意|半導體業|46 46 -16|83 83 38 150|0.9 5220
3444 利機|電子通路|-27 -28 -8|81 81 9 20|0.9 19
3447 展達|通信網路|-1 17 -57|na na 19 na|0.5 99
3450 聯鈞|半導體業|-21 -24 -13|77 87 -1 5|1.0 8
3454 晶睿|光電業|-1 33 -49|69 69 1 68|0.5 564
3455 由田|光電業|-15 -9 -20|93 93 3 18|0.5 45
3466 德晉|通信網路|526 500 343|92 92 12 49|0.9 20
3479 安勤|電腦及週|18 33 -22|100 100 40 104|0.9 580
3481 群創|光電業|-27 -35 6|86 86 17 8|0.7 760
3483 力致|電腦及週|-14 -13 -2|91 94 32 52|0.6 66
3484 崧騰|電子零組|-50 -51 -24|74 97 10 17|1.3 32
3490 單井|光電業|-53 -42 -24|93 94 12 11|0.5 8
3491 昇達科|通信網路|0 -2 -3|89 89 24 48|0.4 441
3499 環天科|通信網路|8 2 22|95 95 28 70|0.6 29
3501 維熹|電子零組|-10 -8 -12|97 97 14 24|2.5 20
3504 揚明光|光電業|-37 -39 -31|67 82 -7 5|0.7 85
3508 位速|其他電子|-40 -37 -18|69 81 -8 20|0.3 12
3511 矽瑪|電子零組|-32 -19 -27|80 86 4 3|0.5 8
3515 華擎|電腦及週|6 -8 8|81 81 -7 38|0.4 67
3518 柏騰|其他電子|-51 -43 7|96 96 60 62|1.3 45
3520 華盈|電子零組|7 -9 -47|85 91 19 27|0.5 45
3521 台鋼建設|建材營造|23 5 0|81 90 2 -6|0.5 16
3526 凡甲|電子零組|-23 -29 -8|81 92 9 18|0.5 18
3527 聚積|半導體業|-43 -35 -5|72 89 8 22|0.6 23
3528 安馳|電子通路|13 22 13|100 100 32 33|0.9 10
3529 力旺|半導體業|5 -5 -35|88 88 22 81|1.0 1088
3530 晶相光|半導體業|-49 -37 14|66 87 5 20|0.5 10
3532 台勝科|半導體業|4 1 -28|57 87 -0 7|1.1 221
3533 嘉澤|電子零組|-6 -1 -22|93 93 14 22|0.6 517
3535 晶彩科|光電業|-65 -24 -58|58 75 -5 -20|0.5 8
3540 曜越|電腦及週|84 59 51|93 93 55 91|0.8 74
3541 西柏|其他電子|-24 -23 -28|88 96 11 19|0.9 6
3545 敦泰|半導體業|12 -16 24|75 87 26 14|0.7 437
3546 宇峻|文化創意|-9 -7 -2|100 100 10 18|0.7 11
3548 兆利|電子零組|-16 -39 -17|98 98 16 35|2.2 22
3552 同致|其他電子|1 -12 -22|72 85 2 6|0.3 91
3556 禾瑞亞|半導體業|-15 -27 -1|92 96 18 31|0.7 11
3557 嘉威|居家生活|-9 -24 -16|95 95 35 65|0.5 7
3558 神準|通信網路|42 61 -19|80 80 37 58|0.4 905
3563 牧德|光電業|-9 -13 11|94 94 32 61|0.8 29
3564 其陽|通信網路|-9 30 -3|86 86 25 35|0.4 11
3570 大塚|資訊服務|26 41 12|100 100 78 91|2.0 54
3576 聯合再生|光電業|-6 0 -21|85 93 0 -5|0.7 142
3577 泓格|電腦及週|44 4 -12|88 88 2 16|0.7 11
3580 友威科|其他電子|26 6 -31|73 79 -5 10|0.5 19
3583 辛耘|半導體業|52 30 6|98 98 24 42|1.7 56
3587 閎康|其他電子|24 28 8|94 94 18 49|0.7 111
3588 通嘉|半導體業|-56 -60 -19|55 84 4 24|0.5 29
3591 艾笛森|光電業|-5 -4 6|90 90 34 61|0.4 52
3592 瑞鼎|半導體業|-51 -52 -23|85 86 13 63|0.9 412
3594 磐儀|電腦及週|22 18 -2|89 89 79 116|0.2 88
3596 智易|通信網路|4 7 -16|75 90 0 8|1.0 94
3605 宏致|電子零組|-28 -26 -13|70 86 -3 5|0.5 8
3611 鼎翰|電腦及週|2 9 -6|95 95 20 27|0.7 35
3617 碩天|其他電子|12 12 -18|91 91 25 39|0.4 85
3622 洋華|光電業|-38 -15 -21|91 95 11 20|0.8 7
3624 光頡|電子零組|-17 -23 -12|88 97 67 87|0.9 580
3628 盈正|其他電子|-9 2 -4|94 94 22 43|0.6 11
3629 地心引力|文化創意|-31 -59 15|100 100 120 126|2.2 5
3630 新鉅科|光電業|-46 -40 -1|83 87 4 11|0.4 10
3645 達邁|電子零組|-46 -56 -20|56 94 6 8|1.0 8
3652 精聯|電腦及週|-20 -5 -5|84 84 37 46|0.4 44
3653 健策|電子零組|6 14 -17|92 92 18 40|0.6 597
3661 世芯-KY|半導體業|198 120 55|87 87 40 98|0.9 5154
3663 鑫科|其他電子|-16 -17 -0|94 94 25 44|0.8 11
3664 安瑞-KY|通信網路|84 39 10|100 100 167 184|1.0 19
3665 貿聯-KY|其他電子|5 10 -58|78 92 5 -3|0.6 303
3673 TPK-KY|光電業|-39 -30 -21|90 90 27 24|0.8 113
3675 德微|半導體業|-21 -18 -15|87 95 57 90|0.6 598
3679 新至陞|電子零組|-14 -24 -10|92 92 -5 13|0.6 5
3680 家登|半導體業|70 39 -9|93 93 25 77|0.7 770
3687 歐買尬|數位雲端|4 -1 -3|57 86 -11 15|0.5 10
3689 湧德|電子零組|-2 -8 -4|87 97 18 30|0.6 13
3691 碩禾|光電業|-52 -50 -20|65 87 3 7|0.6 43
3693 營邦|電腦及週|117 100 16|83 83 31 208|0.3 324
3694 海華|通信網路|-7 -9 4|90 90 18 28|0.6 17
3701 大眾控|電腦及週|38 6 -14|97 97 53 76|0.8 148
3702 大聯大|電子通路|-31 -31 -19|94 99 5 11|0.9 155
3703 欣陸|建材營造|-40 -32 -36|95 97 9 18|0.5 60
3704 合勤控|通信網路|14 27 2|91 91 18 52|0.9 123
3705 永信|生技醫療|-22 -12 -1|92 92 11 20|1.4 31
3706 神達|電腦及週|-5 -20 -32|93 93 -1 12|1.1 109
3707 漢磊|半導體業|-18 -16 -27|58 76 -13 -8|0.9 257
3708 上緯投控|綠能環保|-20 -31 -17|71 90 -0 12|0.5 126
3710 連展投控|電子零組|-19 -25 -9|66 88 5 5|0.3 14
3711 日月光投控|半導體業|-12 -9 -21|90 90 -0 30|1.0 1324
3712 永崴投控|電腦及週|-20 10 -11|96 96 37 63|0.9 95
3714 富采|光電業|-33 -44 -10|81 90 2 18|0.6 201
3715 定穎投控|電子零組|na na na|na 97 47 46|0.8 246
4102 永日|生技醫療|96 31 1|78 78 14 17|1.9 37
4104 佳醫|生技醫療|30 19 6|100 100 25 44|0.7 39
4105 東洋|生技醫療|16 15 0|95 95 3 9|1.1 66
4106 雃博|生技醫療|30 17 0|77 94 9 38|0.8 9
4107 邦特|生技醫療|-0 -2 -11|92 95 1 9|0.4 13
4109 加捷生醫|生技醫療|21 2 -21|95 95 11 11|5.3 7
4111 濟生|生技醫療|-12 -6 -11|100 100 33 58|4.7 23
4113 聯上|建材營造|536 123 167|97 97 41 37|0.6 13
4114 健喬|生技醫療|42 31 -6|90 90 7 50|0.7 445
4116 明基醫|生技醫療|11 12 -73|73 89 1 22|1.9 14
4119 旭富|生技醫療|47 130 68|95 95 29 45|0.7 103
4121 優盛|生技醫療|17 3 -9|100 100 43 75|5.3 23
4123 晟德|生技醫療|89 156 54|92 98 10 15|3.4 106
4126 太醫|生技醫療|13 29 8|99 99 18 31|0.6 29
4127 天良|生技醫療|-16 -20 -3|82 90 8 21|0.7 5
4128 中天|生技醫療|8 -3 -0|79 88 0 15|0.6 233
4129 聯合|生技醫療|29 25 -1|95 95 36 106|1.1 100
4130 健亞|生技醫療|48 33 22|75 75 4 36|0.7 21
4133 亞諾法|生技醫療|0 -2 0|49 85 -6 8|0.6 7
4137 麗豐-KY|生技醫療|3 -5 16|92 92 8 43|0.6 56
4138 曜亞|生技醫療|48 28 -6|99 99 24 43|0.9 10
4142 國光生|生技醫療|353 518 229|89 89 13 24|0.4 50
4147 中裕|生技醫療|76 77 -29|100 100 80 113|2.1 763
4148 全宇生技-KY|生技醫療|17 19 -41|69 88 13 22|0.5 20
4153 鈺緯|生技醫療|13 34 -3|83 83 22 76|0.6 54
4155 訊映|生技醫療|-29 -25 -31|89 89 21 50|0.4 44
4157 太景*-KY|生技醫療|118 31 -852|74 86 3 8|0.8 18
4162 智擎|生技醫療|-7 6 1|67 67 -13 1|0.5 176
4163 鐿鈦|生技醫療|20 30 3|89 89 15 43|0.4 65
4164 承業醫|生技醫療|71 31 -10|93 93 49 74|0.3 241
4167 松瑞藥|生技醫療|-43 -24 -2|65 65 -14 14|0.5 23
4168 醣聯|生技醫療|-100 na na|72 88 4 17|0.5 28
4171 瑞基|農業科技|-58 -67 -26|39 82 -2 15|0.4 11
4174 浩鼎|生技醫療|199 na na|72 93 22 25|0.7 52
4175 杏一|生技醫療|12 10 -1|98 98 48 64|2.7 45
4190 佐登-KY|生技醫療|31 23 12|91 91 27 31|0.6 63
4207 環泰|食品工業|17 10 -6|95 100 18 29|1.2 13
4306 炎洲|塑膠工業|-27 -22 -2|100 100 19 29|1.5 27
4417 金洲|紡織纖維|24 8 -46|100 100 10 20|1.0 7
4426 利勤|紡織纖維|40 64 -107|73 85 -12 7|1.0 7
4432 銘旺實|紡織纖維|30 -16 -28|66 77 -7 6|0.4 5
4433 興采|紡織纖維|-25 -18 -13|93 93 23 26|0.4 8
4438 廣越|紡織纖維|-4 -12 -49|79 87 -7 -7|0.4 9
4503 金雨|電機機械|81 58 -0|89 89 47 68|0.6 58
4506 崇友|電機機械|-12 7 2|91 96 7 9|0.6 6
4510 高鋒|電機機械|-24 -28 -16|97 97 41 43|3.5 16
4513 福裕|電機機械|-30 -32 -22|72 87 1 -16|1.7 7
4526 東台|電機機械|-6 7 15|94 94 23 29|0.5 8
4532 瑞智|電機機械|-27 -29 -3|93 98 12 18|0.5 10
4536 拓凱|運動休閒|14 27 -5|81 81 17 26|0.4 253
4540 全球傳動|電機機械|-12 -0 1|89 93 9 29|0.6 6
4541 晟田|其他|-14 3 -18|100 100 62 77|2.2 201
4543 萬在|電機機械|10 -2 -3|85 92 22 25|0.3 12
4549 桓達|電機機械|27 12 -2|99 99 13 8|1.3 5
4550 長佳|電機機械|32 68 52|91 91 36 53|0.5 11
4551 智伸科|汽車工業|-18 -18 -18|80 86 -2 -7|0.7 52
4552 力達-KY|電機機械|52 -5 -5|94 94 6 18|1.2 8
4555 氣立|電機機械|-13 -26 -8|85 94 -3 -2|1.4 6
4557 永新-KY|汽車工業|0 8 -45|82 92 15 11|0.3 6
4564 元翎|電機機械|-40 -43 -10|76 88 1 6|0.3 12
4566 時碩工業|電機機械|-19 -12 -21|100 100 30 37|4.9 209
4572 駐龍|電機機械|40 61 3|100 100 44 54|4.0 354
4576 大銀微系統|電機機械|-35 -35 -23|71 92 6 18|0.4 5
4580 捷流閥業|電機機械|9 8 5|96 96 18 22|0.7 13
4581 光隆精密-KY|汽車工業|42 32 22|100 100 73 89|4.4 10
4583 台灣精銳|電機機械|-23 -24 -20|na 97 15 33|0.6 13
4707 磐亞|化學工業|-6 -29 -41|99 99 7 17|0.7 5
4721 美琪瑪|化學工業|-60 -49 -56|67 89 2 6|0.5 40
4726 永昕|生技醫療|-71 -10 -17|75 94 4 13|0.5 18
4728 雙美|生技醫療|88 23 -53|99 99 110 93|1.6 65
4736 泰博|生技醫療|-27 -15 -64|66 91 3 11|0.4 65
4739 康普|化學工業|-49 -36 -41|64 88 2 7|0.3 45
4743 合一|生技醫療|32 7 -969|81 81 -1 12|0.8 1412
4744 皇將|生技醫療|-59 -38 -18|95 95 30 49|0.7 41
4746 台耀|生技醫療|13 14 -8|95 95 24 75|0.5 329
4747 強生製藥|生技醫療|70 35 7|92 92 22 89|0.3 36
4755 三福化|化學工業|-17 -27 -29|62 95 15 27|4.2 108
4760 勤凱科技|其他電子|-24 -27 18|100 100 52 65|2.1 5
4763 材料*-KY|化學工業|99 98 23|98 98 70 344|0.5 419
4766 南寶|化學工業|-9 -7 -25|98 98 10 14|0.6 17
4768 晶呈科技|化學工業|15 34 -27|76 82 2 -4|0.5 69
4770 上品|化學工業|-4 29 -25|74 82 -15 11|0.7 218
4903 聯光通|通信網路|70 21 -17|91 91 58 41|0.3 6
4904 遠傳|通信網路|3 2 -2|94 100 18 14|0.8 245
4906 正文|通信網路|60 36 4|95 95 15 16|0.9 134
4908 前鼎|通信網路|-17 -29 -23|87 98 18 21|2.2 23
4911 德英|生技醫療|314 500 138|98 98 53 64|2.8 33
4915 致伸|電子零組|-12 -18 -24|85 96 6 4|0.5 149
4916 事欣科|電腦及週|28 57 14|99 99 28 64|2.1 110
4919 新唐|半導體業|-4 -17 -12|76 83 6 36|0.7 576
4923 力士|半導體業|-45 -42 -25|81 91 21 45|0.9 8
4927 泰鼎-KY|電子零組|-15 -20 -12|56 85 0 8|0.7 59
4931 新盛力|電腦及週|-2 3 -73|79 79 6 1|0.5 86
4934 太極|光電業|124 95 12|88 88 14 31|0.4 58
4935 茂林-KY|光電業|-53 -56 -34|86 86 2 12|0.9 6
4938 和碩|電腦及週|-12 -1 -0|99 99 8 23|1.6 353
4950 金耘國際|鋼鐵工業|-80 -75 -1|66 80 -6 -16|2.1 16
4951 精拓科|半導體業|-36 -37 -15|na na 42 na|1.4 33
4952 凌通|半導體業|-43 -54 -23|73 95 17 26|0.4 12
4953 緯致|資訊服務|9 13 -11|97 97 37 55|0.6 305
4958 臻鼎-KY|電子零組|-33 -4 -11|88 88 4 5|1.0 337
4960 誠美材|光電業|-26 -33 -10|88 88 16 20|1.3 64
4961 天鈺|半導體業|-34 -33 -5|86 86 17 50|0.7 901
4966 譜瑞-KY|半導體業|-48 -48 -30|63 83 7 34|1.7 1483
4967 十銓|半導體業|-13 -6 5|84 84 113 129|1.1 842
4968 立積|半導體業|-29 -26 -4|78 93 37 82|2.2 2788
4971 IET-KY|半導體業|-46 -32 -34|83 91 22 14|0.8 50
4973 廣穎電通|半導體業|4 3 -0|93 93 24 44|0.6 18
4974 亞泰|電子零組|-25 -10 -12|93 93 2 27|0.4 17
4976 佳凌|光電業|2 6 21|88 90 26 37|0.3 55
4977 眾達-KY|通信網路|23 47 5|84 84 -4 18|0.7 588
4979 華星光|通信網路|75 156 64|85 85 14 67|0.9 875
4995 晶達|光電業|-23 -16 -15|93 93 31 41|0.5 11
5009 榮剛|鋼鐵工業|19 27 -10|94 94 60 92|1.3 1290
5011 久陽|鋼鐵工業|-26 -12 -25|70 93 8 30|0.5 19
5014 建錩|鋼鐵工業|-17 -13 -10|75 85 -12 26|0.4 8
5015 華祺|鋼鐵工業|-39 -42 -37|72 72 -5 -11|0.6 12
5203 訊連|資訊服務|7 13 2|85 85 16 9|0.3 96
5209 新鼎|其他|127 72 23|100 100 100 125|1.3 54
5211 蒙恬|資訊服務|-5 8 -8|96 96 81 94|1.9 73
5213 亞昕|建材營造|49 55 -159|100 100 27 28|1.3 7
5222 全訊|半導體業|21 22 -4|98 98 41 61|1.4 1065
5225 東科-KY|其他電子|-11 -22 -44|90 90 27 31|0.7 25
5227 立凱-KY|電子零組|235 198 40|87 89 2 3|1.0 51
5234 達興材料|光電業|-12 -20 1|89 94 30 54|1.2 33
5236 凌陽創新|半導體業|-41 -38 2|79 94 24 37|0.3 13
5243 乙盛-KY|光電業|-4 2 -13|92 92 14 8|0.8 184
5258 虹堡|電腦及週|21 23 -31|83 83 19 50|0.2 469
5263 智崴|文化創意|6 18 5|82 82 -18 15|0.7 40
5269 祥碩|半導體業|37 -2 9|72 85 40 90|0.8 1157
5272 笙科|半導體業|-49 -58 -25|63 86 12 22|0.3 7
5274 信驊|半導體業|-48 -41 -62|88 88 33 73|0.6 1158
5283 禾聯碩|電器電纜|-21 -29 -22|98 98 5 10|0.5 5
5284 jpp-KY|其他|43 46 3|99 99 61 162|0.9 526
5285 界霖|半導體業|-19 -20 -12|85 85 26 28|0.2 48
5287 數字|數位雲端|14 11 -5|98 98 8 20|0.6 8
5288 豐祥-KY|電機機械|6 3 -29|95 96 6 6|0.5 10
5289 宜鼎|電腦及週|-8 -13 -5|93 93 60 80|0.8 642
5299 杰力|半導體業|-38 -49 -17|72 90 6 42|0.8 30
5306 桂盟|運動休閒|-28 -31 -13|87 93 -0 7|0.6 21
5309 系統電|電子零組|-5 19 -13|91 91 10 13|0.5 268
5315 光聯|光電業|1 1 4|96 96 26 47|0.5 20
5321 美而快|數位雲端|15 11 -4|78 95 4 52|0.5 51
5328 華容|電子零組|2 -1 -2|88 88 35 49|0.5 22
5340 建榮|電子零組|-39 -16 -10|81 81 5 72|0.6 24
5347 世界|半導體業|-51 -39 -39|85 86 -6 34|0.8 382
5351 鈺創|半導體業|-63 -66 -24|65 87 4 35|0.5 193
5353 台林|通信網路|68 29 -3|89 89 61 46|0.5 140
5371 中光電|光電業|-23 -27 -15|90 90 33 51|1.5 317
5381 光譜|電機機械|470 146 119|89 89 202 204|0.8 23
5386 青雲|電腦及週|-67 -64 -51|90 90 6 31|0.4 6
5388 中磊|通信網路|11 25 -21|82 89 9 14|0.5 323
5403 中菲|資訊服務|32 25 11|97 97 39 57|1.3 49
5410 國眾|資訊服務|7 8 -85|92 92 13 33|0.4 13
5425 台半|半導體業|-5 -3 -15|79 79 16 25|0.7 797
5434 崇越|電子通路|-8 -1 -17|95 95 13 26|1.7 77
5439 高技|電子零組|31 24 22|93 93 35 68|0.7 98
5443 均豪|半導體業|-38 -31 -26|90 90 1 13|0.4 7
5450 南良|其他|-28 -27 -12|87 87 24 26|0.2 8
5452 佶優|其他電子|-31 -29 -8|91 91 54 67|0.5 25
5457 宣德|電子零組|-20 -14 -14|81 90 5 13|0.8 46
5464 霖宏|電子零組|15 8 16|83 83 19 48|0.2 11
5465 富驊|電腦及週|43 17 23|91 91 97 128|1.2 169
5469 瀚宇博|電子零組|-11 -15 3|97 97 20 34|0.8 52
5471 松翰|半導體業|-48 -47 0|68 89 -1 8|1.0 17
5474 聰泰|電腦及週|-47 -32 -3|74 89 15 39|0.3 8
5475 德宏|電子零組|-28 -19 37|83 87 30 49|0.4 23
5478 智冠|文化創意|7 10 11|100 100 25 42|2.4 66
5483 中美晶|半導體業|12 11 -6|88 88 -5 23|0.7 384
5488 松普|電子零組|79 37 23|93 93 30 13|0.9 11
5508 永信建|建材營造|-16 -42 -13|97 99 24 4|0.4 9
5519 隆大|建材營造|373 92 -44|98 98 10 19|0.8 9
5522 遠雄|建材營造|-5 -14 8|100 100 8 15|3.1 39
5530 龍巖|其他|20 1 -10|77 93 0 3|0.9 11
5534 長虹|建材營造|-32 -58 -472|100 100 9 11|0.5 24
5536 聖暉*|其他電子|-4 7 -24|65 95 31 48|0.5 64
5607 遠雄港|航運業|-15 -14 -28|97 97 38 30|0.8 56
5608 四維航|航運業|-51 -46 -46|55 81 2 3|0.2 75
5609 中菲行|航運業|-57 -53 -39|87 98 20 41|0.8 28
5704 老爺知|觀光餐旅|-2 3 -151|72 72 9 36|0.3 14
5706 鳳凰|觀光餐旅|1745 1653 1178|87 87 5 35|0.2 59
5864 致和證|金融業|11 96 131|97 97 51 59|1.2 9
5871 中租-KY|其他|10 16 -3|93 93 -3 42|0.6 567
5876 上海商銀|金融保險|-2 15 -6|89 91 -1 3|0.8 123
5880 合庫金|金融保險|42 29 22|96 98 0 8|1.2 159
5903 全家|居家生活|9 10 -1|94 94 4 15|0.4 6
5904 寶雅|居家生活|10 12 -4|93 93 9 39|0.8 193
5905 南仁湖|觀光餐旅|-27 3 -47|84 85 -6 6|0.2 6
6005 群益證|金融保險|36 43 61|97 99 22 37|1.1 48
6016 康和證|金融業|0 314 63|89 94 14 17|0.5 19
6024 群益期|金融保險|-14 -23 -31|98 98 13 27|0.7 13
6026 福邦證|金融業|208 80 141|75 92 17 14|1.1 23
6101 寬魚國際|文化創意|2052 14294 10165|94 94 83 104|1.0 26
6104 創惟|半導體業|-49 -57 -27|46 85 14 34|0.5 306
6109 亞元|通信網路|-23 -3 -7|86 86 7 35|0.6 25
6111 光聚晶電|文化創意|250 76 -197|100 100 16 69|1.8 92
6112 邁達特|資訊服務|22 21 13|100 100 49 56|1.8 83
