# 2023-05 月末(2023-05-31)全池量化快照(1109 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
6123 上奇|資訊服務|-10 10 -9|97 97 6 39|1.5 13
6125 廣運|電機機械|25 23 -12|98 98 24 35|2.8 156
6126 信音|電子零組|-8 -9 0|97 97 15 20|1.1 11
6127 九豪|電子零組|-3 -17 12|99 99 38 60|0.7 12
6128 上福|電腦及週|-17 -13 -18|95 95 -1 16|0.4 6
6129 普誠|半導體業|-23 11 -1|79 88 -5 8|0.3 37
6133 金橋|電子零組|-21 -8 -27|67 71 -12 -25|0.3 16
6134 萬旭|電子零組|15 2 5|87 87 14 16|0.1 7
6138 茂達|半導體業|-37 -39 -12|81 93 12 39|0.5 166
6139 亞翔|其他電子|26 31 -10|96 96 36 93|0.7 228
6140 訊達電腦|資訊服務|-10 4 -4|87 87 14 21|0.3 10
6142 友勁|通信網路|55 63 -9|83 83 -6 30|0.7 19
6143 振曜|通信網路|48 44 14|80 80 -3 23|0.4 74
6146 耕興|其他電子|0 4 -6|88 88 -10 23|1.0 113
6147 頎邦|半導體業|-25 -28 -5|94 94 -3 14|0.6 118
6148 驊宏資|資訊服務|79 95 72|86 86 132 185|0.7 99
6150 撼訊|電腦及週|-30 -34 21|93 100 4 28|4.8 21
6152 百一|通信網路|-37 4 -1|87 87 9 -2|0.3 6
6153 嘉聯益|電子零組|24 -12 -14|78 83 -2 -16|0.8 25
6156 松上|電子零組|-39 -17 1|89 89 2 -4|0.8 6
6160 欣技|電腦及週|47 71 58|100 100 70 122|1.3 333
6161 捷波|電腦及週|-46 -37 -9|100 100 29 40|1.9 10
6163 華電網|資訊服務|13 39 11|82 82 46 51|0.3 85
6164 華興|光電業|-21 -15 1|95 95 27 35|4.1 5
6165 浪凡|數位雲端|3 -6 -9|92 92 0 19|1.0 10
6167 久正|光電業|-16 -9 -10|86 86 35 36|0.4 54
6168 宏齊|光電業|-46 -31 -4|90 90 9 32|0.3 13
6170 統振|通信網路|-12 -24 1|95 95 -5 19|0.6 7
6173 信昌電|電子零組|-23 -26 10|89 98 3 22|0.7 26
6175 立敦|電子零組|-5 -15 3|93 93 4 27|0.5 13
6176 瑞儀|光電業|43 -11 -12|98 98 12 13|1.1 171
6177 達麗|建材營造|-87 421 364|96 96 1 12|0.2 7
6179 亞通|其他|-3 60 52|89 89 9 28|0.6 66
6180 橘子|文化創意|-4 -12 -7|85 85 -5 27|1.0 66
6182 合晶|半導體業|-12 -12 -22|74 91 0 -1|0.5 79
6185 幃翔|電子零組|76 46 21|96 96 59 80|0.8 55
6186 新潤|建材營造|-19 na na|95 95 12 42|0.5 9
6187 萬潤|半導體業|-67 -67 -30|66 93 -4 14|3.2 16
6188 廣明|電腦及週|19 -0 -11|100 100 37 75|3.5 99
6189 豐藝|電子通路|-15 -9 10|100 100 9 15|0.9 11
6190 萬泰科|通信網路|-31 -26 -22|82 97 7 8|3.1 32
6191 精成科|電子零組|18 -2 9|97 97 30 34|1.3 213
6192 巨路|其他電子|33 14 7|99 99 4 14|0.4 7
6194 育富|電子零組|-13 27 41|98 98 24 24|1.4 18
6196 帆宣|其他電子|19 48 1|97 97 2 12|1.0 35
6197 佳必琪|電子零組|4 25 10|100 100 39 62|1.5 85
6198 瑞築|建材營造|9315 3043 2227|95 95 74 65|2.1 7
6202 盛群|半導體業|-62 -60 -20|76 91 -5 0|1.4 44
6203 海韻電|電子零組|17 44 68|100 100 58 80|2.0 92
6205 詮欣|電子零組|-48 -7 -11|70 70 -24 -9|0.4 45
6206 飛捷|電腦及週|-49 -48 -29|73 95 -2 5|0.7 12
6209 今國光|光電業|-25 -13 -4|92 92 20 16|0.4 24
6213 聯茂|電子零組|-28 -20 0|72 87 -3 -6|1.1 96
6214 精誠|資訊服務|24 9 -6|100 100 32 48|2.0 241
6215 和椿|其他電子|-42 -42 -15|100 100 11 48|1.9 9
6217 中探針|電子零組|-12 -2 -4|70 93 -2 6|2.0 20
6218 豪勉|通信網路|65 88 52|96 96 49 55|1.4 135
6219 富旺|建材營造|-94 33 67|70 96 2 -4|0.9 5
6220 岳豐|電子零組|-16 -19 -3|77 94 -1 7|0.4 14
6223 旺矽|半導體業|8 9 -0|98 98 33 50|1.8 845
6224 聚鼎|電子零組|-4 -9 7|77 93 -3 18|0.7 7
6226 光鼎|光電業|-14 -16 -8|87 96 7 19|0.7 6
6227 茂綸|電子通路|-2 2 -2|84 84 -12 8|1.2 13
6229 研通|半導體業|-46 -43 -7|98 100 19 19|1.2 6
6230 尼得科超眾|電腦及週|6 20 4|96 96 47 59|0.6 27
6231 系微|資訊服務|-11 -12 -9|83 83 20 63|0.5 76
6233 旺玖|半導體業|1 -8 -4|98 98 29 42|0.9 26
6234 高僑|光電業|284 67 50|87 87 44 92|0.4 201
6235 華孚|電腦及週|83 61 8|100 100 115 260|0.8 2368
6237 驊訊|半導體業|-48 -48 2|71 84 -10 1|0.6 10
6239 力成|半導體業|-23 -22 -11|100 100 12 19|1.4 237
6242 立康|生技醫療|31 62 -60|95 95 26 55|0.4 9
6243 迅杰|半導體業|110 35 38|100 100 42 59|0.8 77
6244 茂迪|光電業|-26 28 29|84 84 21 38|0.3 249
6245 立端|通信網路|38 29 -8|97 97 17 55|1.2 1034
6248 沛波|鋼鐵工業|-1 43 -5|80 80 19 38|0.4 31
6257 矽格|半導體業|-27 -24 -20|97 98 3 11|0.9 52
6261 久元|半導體業|-33 -39 -15|93 98 2 11|0.6 9
6263 普萊德|通信網路|6 33 12|90 90 28 48|0.5 18
6266 泰詠|電子零組|84 59 16|86 86 22 62|0.3 96
6269 台郡|電子零組|55 6 -5|88 88 1 -10|1.4 125
6271 同欣電|半導體業|-20 -17 -11|67 76 -18 -13|0.9 240
6274 台燿|電子零組|-27 -22 0|98 98 35 42|1.4 412
6275 元山|電子零組|-11 4 13|89 89 18 34|0.5 22
6276 安鈦克|電腦及週|-2 -10 5|100 100 138 193|0.5 20
6277 宏正|電腦及週|6 10 1|99 99 4 11|0.5 13
6278 台表科|光電業|-14 -33 -15|95 97 13 9|0.6 71
6279 胡連|電子零組|14 27 -7|81 91 -5 -5|0.8 99
6282 康舒|電子零組|-17 -17 -20|99 99 15 53|1.1 811
6284 佳邦|電子零組|10 7 12|93 93 1 18|0.7 16
6285 啟碁|通信網路|54 45 -2|85 85 4 2|0.7 523
6288 聯嘉|汽車工業|-0 20 9|93 93 11 38|0.6 187
6290 良維|電子零組|-20 -12 -5|75 75 -22 1|0.4 92
6291 沛亨|半導體業|30 17 -13|100 100 150 158|3.7 22
6409 旭隼|其他電子|-13 9 -17|100 100 17 23|1.5 245
6411 晶焱|半導體業|-40 -32 8|80 84 -10 23|0.6 72
6412 群電|電子零組|-11 -16 -10|97 97 10 26|0.7 31
6414 樺漢|電腦及週|26 36 3|99 99 20 41|0.8 342
6415 矽力*-KY|半導體業|-51 -45 -29|59 62 -33 -13|1.3 1271
6416 瑞祺電通|通信網路|-18 -5 -11|87 87 5 0|0.5 32
6417 韋僑|通信網路|24 22 -3|86 86 30 77|0.6 150
6432 今展科|電子零組|-18 -20 9|96 97 6 20|0.8 5
6435 大中|半導體業|-29 -29 -5|66 92 1 -3|0.5 7
6438 迅得|其他電子|38 34 12|97 97 15 35|2.4 110
6441 廣錠|電腦及週|109 64 72|95 95 8 57|2.3 37
6442 光聖|通信網路|-4 -2 -4|78 94 4 14|0.2 10
6443 元晶|光電業|24 18 -13|84 90 -3 11|0.4 238
6446 藥華藥|生技醫療|-5 206 -288|57 65 -31 -34|1.3 1065
6451 訊芯-KY|半導體業|-1 50 -1|97 97 8 18|1.6 31
6456 GIS-KY|光電業|-13 -41 -25|81 81 -8 -12|1.3 105
6461 益得|生技醫療|188 11 31|83 96 23 15|1.1 20
6462 神盾|半導體業|-26 1 -4|89 92 7 38|0.3 8
6469 大樹|生技醫療|5 15 -8|81 81 -1 17|1.1 218
6470 宇智|通信網路|-14 25 -24|90 91 8 22|0.9 73
6472 保瑞|生技醫療|103 240 25|90 90 48 63|0.7 3011
6477 安集|光電業|-46 -30 -84|88 91 11 15|0.3 86
6485 點序|半導體業|-21 -23 -2|97 97 47 58|0.8 100
6488 環球晶|半導體業|7 12 -4|83 92 -1 10|1.1 624
6491 晶碩|生技醫療|5 -2 -8|76 76 -19 3|0.8 192
6492 生華科|生技醫療|0 0 na|64 78 -10 2|0.9 5
6494 九齊|半導體業|-32 -36 4|57 85 -11 2|0.4 6
6499 益安|生技醫療|142 284 45|83 92 -5 7|0.5 5
6505 台塑化|油電燃氣|-26 -6 -29|90 96 3 4|1.1 123
6508 惠光|農業科技|-58 -25 -29|76 91 -6 0|0.6 5
6509 聚和|化學工業|3 -7 -14|92 93 -3 14|0.5 34
6510 精測|半導體業|-34 -24 -20|79 79 -16 16|1.3 51
6515 穎崴|半導體業|9 17 -50|95 95 32 111|1.8 853
6516 勤崴國際|資訊服務|-11 23 -30|94 94 16 18|0.5 7
6517 保勝光學|光電業|-34 -10 -27|na na 73 na|0.7 360
6523 達爾膚|生技醫療|13 28 36|82 82 9 38|0.2 42
6525 捷敏-KY|半導體業|-4 -8 -10|90 98 2 10|1.2 8
6527 明達醫|生技醫療|-26 38 12|82 82 7 40|0.9 37
6531 愛普*|半導體業|-34 -41 -1|100 100 18 71|1.6 1645
6532 瑞耘|半導體業|3 15 -13|83 83 -3 -11|0.4 11
6533 晶心科|半導體業|56 53 20|84 84 -11 -7|1.0 772
6535 順藥|生技醫療|17 66 -1201|99 99 51 75|2.9 116
6538 倉和|電子零組|18 23 5|87 87 29 45|0.4 90
6541 泰福-KY|生技醫療|2401 786 na|37 56 -31 -15|0.2 12
6546 正基|通信網路|-47 -48 -21|na 95 4 8|1.0 39
6547 高端疫苗|生技醫療|-100 -100 na|40 75 10 -21|0.5 108
6548 長科*|半導體業|-16 -20 -17|47 91 23 39|0.4 56
6550 北極星藥業-KY|生技醫療|15 -62 7|na 82 -9 -18|1.0 283
6556 勝品|光電業|-7 2 -4|63 63 -29 8|0.4 12
6558 興能高|其他電子|307 111 98|99 99 24 24|1.1 19
6561 是方|通信網路|5 7 -3|87 87 1 30|0.5 24
6568 宏觀|半導體業|-23 1 -30|84 84 -6 20|0.4 38
6570 維田|電腦及週|26 20 -4|95 95 13 46|0.6 65
6576 逸達|生技醫療|-100 -31 -5684|62 65 -24 -5|0.5 34
6577 勁豐|電腦及週|61 23 18|99 99 25 36|2.1 11
6579 研揚|電腦及週|6 2 -19|100 100 32 56|4.2 36
6589 台康生技|生技醫療|-69 -19 -5|71 71 -7 -17|0.4 370
6590 普鴻|資訊服務|29 35 13|81 81 37 80|0.2 15
6591 動力-KY|電腦及週|-9 -36 -4|92 100 19 32|2.2 11
6592 和潤企業|其他|27 29 2|96 96 17 32|0.9 140
6596 寬宏藝術|文化創意|109 -4 -13136|91 91 13 22|1.4 14
6603 富強鑫|電機機械|-17 -14 -11|86 90 -7 -0|0.9 9
6605 帝寶|汽車工業|2 15 3|97 97 13 38|0.4 68
6612 奈米醫材|生技醫療|43 31 2|89 89 17 98|0.6 151
6613 朋億*|其他電子|58 20 -5|65 100 2 28|1.3 9
6625 必應|其他|608 300 -43|93 93 90 195|0.8 340
6643 M31|半導體業|24 30 -7|98 98 45 80|1.6 1161
6664 群翊|電子零組|-12 10 -8|95 95 12 33|1.1 24
6666 羅麗芬-KY|生技醫療|1 25 25|83 83 -10 17|0.2 7
6667 信紘科|其他電子|20 10 -20|99 100 23 24|0.8 15
6669 緯穎|電腦及週|-9 34 -19|94 94 24 35|1.3 2008
6670 復盛應用|運動休閒|-31 -18 -46|84 84 -15 1|0.5 41
6672 騰輝電子-KY|電子零組|-23 -26 9|99 99 6 31|1.3 71
6679 鈺太|半導體業|-41 -41 -2|96 99 15 40|1.0 92
6680 鑫創電子|電腦及週|6 47 10|90 90 43 66|1.9 6
6683 雍智科技|半導體業|-7 -3 -5|88 100 6 22|2.7 24
6689 伊雲谷|數位雲端|16 13 18|na 98 9 88|1.6 635
6690 安碁資訊|數位雲端|15 11 -52|81 81 10 60|0.5 57
6691 洋基工程|其他電子|36 39 1|100 100 5 58|1.3 89
6697 東捷資訊|資訊服務|9 -9 -13|93 93 68 98|1.4 13
6698 旭暉應材|其他電子|-10 -4 -37|99 99 33 46|1.5 18
6703 軒郁|生技醫療|55 60 19|95 95 80 150|0.5 109
6706 惠特|光電業|-76 -77 -20|56 77 -13 -5|0.4 23
6712 長聖|生技醫療|10 16 -4|85 93 4 -2|0.7 301
6715 嘉基|電子零組|-20 7 -29|83 83 -3 9|0.4 37
6719 力智|半導體業|-53 -58 -30|51 83 -1 17|0.5 492
6732 昇佳電子|半導體業|-19 -27 11|73 73 -7 37|0.5 188
6733 博晟生醫|生技醫療|160 150 -134|100 100 65 101|0.6 45
6741 91APP*-KY|數位雲端|8 16 4|84 84 2 54|0.4 486
6743 安普新|其他電子|15 -14 3|88 88 25 66|0.3 9
6747 亨泰光|生技醫療|14 9 -3|82 82 8 32|0.4 54
6751 智聯服務|資訊服務|18 39 18|80 80 58 160|0.3 34
6752 叡揚|資訊服務|39 24 1|92 92 21 206|0.4 67
6754 匯僑設計|居家生活|-9 -4 -15|84 84 20 5|1.0 8
6756 威鋒電子|半導體業|-43 -54 -15|69 93 9 13|1.0 46
6763 綠界科技*|數位雲端|2 8 4|85 85 7 34|0.7 114
6767 台微醫|生技醫療|52 89 36|100 100 40 60|1.1 9
6768 志強-KY|運動休閒|5 -6 -101|74 86 -4 -14|0.4 6
6770 力積電|半導體業|-47 -46 -34|54 88 -6 -5|0.7 262
6776 展碁國際|電子通路|-4 -3 0|97 97 31 44|0.5 20
6781 AES-KY|電子零組|-38 -25 -37|60 82 -16 11|1.1 379
6782 視陽|生技醫療|-32 -26 -50|na na -36 na|0.7 136
6788 華景電|半導體業|-31 7 -19|84 84 0 40|0.3 42
6789 采鈺|半導體業|-22 -31 -14|na 88 -4 7|1.5 117
6790 永豐實|造紙工業|16 15 7|96 98 3 9|0.7 15
6791 虎門科技|資訊服務|10 12 -3|na 80 34 144|0.5 46
6796 晉弘|生技醫療|21 18 16|na 81 -18 9|0.2 8
6799 來頡|半導體業|-28 -29 -21|74 83 4 45|0.7 270
6803 崑鼎|綠能環保|13 14 -5|98 98 17 29|0.8 21
6804 明係|運動休閒|24 28 -63|92 92 33 22|0.5 11
6806 森崴能源|綠能環保|80 44 -1|91 91 30 77|0.4 641
6811 宏碁資訊|數位雲端|19 15 2|na 84 31 103|0.4 189
6829 千附精密|半導體業|-41 -35 -16|89 89 67 91|0.4 270
6830 汎銓|其他電子|31 19 3|na 100 18 67|1.3 45
6841 長佳智能|生技醫療|112 41 -359|na na -16 na|0.7 54
6843 進典|電機機械|64 29 -11|na 91 14 48|0.4 7
6865 偉康科技|數位雲端|-20 2 -7|na na -29 na|0.2 5
6874 倍力|資訊服務|74 4 -46|na na 31 na|0.5 102
7402 邑錡|光電業|-16 -21 -22|78 78 66 65|0.4 38
8011 台通|通信網路|33 7 10|100 100 36 42|3.2 69
8016 矽創|半導體業|-12 -25 8|89 89 -3 21|0.5 139
8021 尖點|其他電子|-37 -35 -13|94 99 3 4|1.3 7
8027 鈦昇|電機機械|-86 -64 -50|59 82 -10 -14|0.5 11
8028 昇陽半導體|半導體業|21 25 11|82 93 6 10|0.8 40
8033 雷虎|其他|-20 -5 -6|89 89 29 64|0.6 124
8038 長園科|電子零組|2719 1388 642|94 94 33 49|1.0 121
8040 九暘|半導體業|-40 -33 -31|84 84 -1 -8|4.1 9
8044 網家|數位雲端|-19 -14 -4|69 73 -20 6|0.6 30
8046 南電|電子零組|-16 -11 -22|77 98 21 17|1.4 2676
8048 德勝|通信網路|130 68 27|100 100 60 84|2.9 70
8049 晶采|光電業|-9 30 8|94 94 -1 34|0.4 14
8050 廣積|電腦及週|28 25 1|92 92 -2 11|0.6 171
8054 安國|半導體業|16 15 -6|78 99 4 8|4.5 6
8059 凱碩|通信網路|-24 -11 11|95 95 57 76|5.4 8
8064 東捷|光電業|-12 12 13|99 99 12 25|0.7 7
8069 元太|光電業|3 28 -29|83 98 6 22|0.8 1961
8070 長華*|電子通路|-23 -25 -16|99 99 10 20|1.0 24
8076 伍豐|電腦及週|-23 -13 -12|96 96 18 21|1.3 158
8081 致新|半導體業|-25 -28 -3|94 98 8 37|0.5 64
8083 瑞穎|電機機械|-52 -51 -9|85 90 -6 -8|0.9 6
8084 巨虹|電子通路|3 4 -30|71 73 -8 -22|0.4 26
8085 福華|其他電子|46 27 19|95 95 74 90|1.7 108
8086 宏捷科|半導體業|-37 -38 15|88 88 8 10|0.6 107
8088 品安|半導體業|-26 -9 -7|100 100 33 60|1.4 74
8091 翔名|半導體業|-17 -5 -13|88 88 7 23|0.9 84
8093 保銳|電子零組|9 24 28|79 79 15 33|0.4 7
8097 常珵|通信網路|-100 -43 -517|74 92 12 9|1.0 142
8099 大世科|資訊服務|-1 11 7|100 100 67 77|2.7 218
8104 錸寶|光電業|-0 50 3|83 90 6 25|0.4 5
8105 凌巨|光電業|3 -6 -3|86 86 -7 6|0.3 18
8109 博大|電子零組|13 37 12|92 92 0 5|0.5 6
8110 華東|半導體業|-20 -18 -18|92 97 8 11|0.5 10
8111 立碁|光電業|-9 -2 18|85 85 5 33|0.2 7
8112 至上|電子通路|-20 -37 -5|100 100 12 26|0.5 75
8114 振樺電|電腦及週|-13 -10 -27|64 86 -10 -7|0.5 27
8121 越峰|電子零組|-16 -11 -6|86 93 14 17|0.5 31
8131 福懋科|半導體業|-33 -22 -19|96 96 0 10|0.8 16
8150 南茂|半導體業|-22 -25 -0|87 100 9 20|1.9 68
8155 博智|電子零組|-25 -25 -23|90 90 21 35|1.4 222
8163 達方|電腦及週|-15 -15 -10|100 100 13 21|1.0 34
8171 天宇|綠能環保|-21 -13 -92|86 86 -14 32|0.4 35
8183 精星|其他電子|26 7 -37|79 90 -3 -3|0.5 28
8210 勤誠|電腦及週|48 11 1|100 100 30 57|5.4 177
8213 志超|電子零組|-36 -34 0|85 96 3 13|1.8 13
8215 明基材|光電業|5 5 12|87 87 -3 13|0.5 56
8222 寶一|電機機械|30 70 28|92 92 86 147|0.5 914
8227 巨有科技|半導體業|-54 22 -33|na na 9 na|1.0 61
8234 新漢|電腦及週|-36 -12 -17|93 93 5 39|0.8 30
8249 菱光|電子零組|-23 6 -6|97 97 9 13|1.3 6
8255 朋程|電機機械|20 18 1|88 88 2 12|0.5 92
8261 富鼎|半導體業|-31 -37 -14|75 90 -3 -1|0.4 63
8271 宇瞻|半導體業|-30 -12 -6|100 100 20 39|1.4 31
8279 生展|生技醫療|19 26 -6|96 96 6 31|1.1 6
8289 泰藝|電子零組|-31 -13 -5|82 82 -10 14|0.2 21
8299 群聯|半導體業|-43 -40 -15|100 100 17 34|1.4 408
8341 日友|綠能環保|-21 -20 -20|76 80 -6 9|0.8 24
8349 恒耀國際|鋼鐵工業|26 10 -0|80 91 -3 -1|0.3 17
8358 金居|電子零組|-28 -21 4|85 85 -9 9|1.3 160
8383 千附|半導體業|-22 -17 -20|89 89 -3 12|0.2 15
8390 金益鼎|綠能環保|-6 3 -6|94 94 16 36|0.4 36
8403 盛弘|生技醫療|-23 -15 -15|79 79 1 10|0.4 65
8415 大國鋼|鋼鐵工業|-12 1 -11|91 91 -7 1|0.8 9
8416 實威|資訊服務|28 14 13|94 94 19 29|0.4 6
8420 明揚|運動休閒|21 41 4|94 94 3 37|0.5 34
8422 可寧衛*|綠能環保|-14 5 -59|100 100 10 20|1.1 50
8426 紅木-KY|其他|127 98 49|94 94 82 153|0.5 42
8431 匯鑽科|其他電子|-32 -19 4|98 98 21 22|0.5 11
8433 弘帆|居家生活|-12 -10 -12|82 82 -12 15|0.3 5
8436 大江|生技醫療|7 14 16|76 76 -20 41|0.6 176
8440 綠電|綠能環保|-16 5 7|59 85 -2 -4|0.2 11
8442 威宏-KY|其他|-1 9 -35|92 92 0 15|0.6 10
8446 華研|文化創意|123 52 28|91 91 29 45|1.7 150
8454 富邦媒|數位雲端|4 10 -2|76 76 -14 21|0.9 426
8462 柏文|運動休閒|17 13 -3584|97 97 9 38|0.4 11
8464 億豐|居家生活|-21 -12 -5|98 98 5 30|0.9 84
8476 台境*|綠能環保|-57 -54 -313|98 98 7 52|1.0 23
8478 東哥遊艇|運動休閒|-25 -2 -17|97 97 38 74|0.5 2283
8905 裕國|其他|76 144 104|100 100 23 38|1.3 12
8916 光隆|其他|-25 -17 -37|83 87 -6 -9|0.6 13
8924 大田|運動休閒|-71 7 12|78 78 -19 -5|0.7 60
8926 台汽電|油電燃氣|-4 25 21|97 97 46 53|0.9 174
8927 北基|油電燃氣|6 7 -11|97 97 14 40|1.2 86
8930 青鋼|鋼鐵工業|1 16 14|100 100 31 40|0.9 19
8931 大汽電|油電燃氣|15 60 2|82 82 24 89|0.4 20
8932 智通*|數位雲端|5 4 26|99 99 43 59|1.3 39
8933 愛地雅|運動休閒|-8 -6 -18|45 61 -28 -38|0.4 8
8936 國統|其他|-21 -20 1|86 86 -11 35|0.2 57
8937 合騏*|其他|94 143 27|98 98 30 36|2.0 6
8938 明安|運動休閒|-42 4 -14|74 74 -25 -11|0.3 43
8940 新天地|觀光餐旅|117 68 -112|97 97 19 110|2.3 63
8942 森鉅|其他|16 21 19|99 99 4 15|0.8 14
8996 高力|電機機械|95 92 37|92 92 3 67|2.0 1322
9802 鈺齊-KY|運動休閒|8 14 -32|64 77 -4 -16|1.3 133
9904 寶成|運動休閒|-3 -2 -18|91 91 -6 -2|1.0 128
9907 統一實|其他|-18 -4 4|92 92 7 12|0.7 64
9910 豐泰|運動休閒|-16 -13 -51|91 91 5 4|1.1 194
9911 櫻花|居家生活|-15 -4 -8|99 99 2 7|1.1 9
9914 美利達|運動休閒|-11 2 -25|73 100 9 7|1.8 126
9917 中保科|其他|11 12 2|100 100 16 16|1.2 67
9919 康那香|其他|14 -1 11|86 95 2 4|1.3 101
9921 巨大|運動休閒|20 1 -10|81 85 2 -15|0.7 252
9927 泰銘|其他|-13 -8 -0|99 99 14 23|0.5 9
9930 中聯資源|綠能環保|4 19 13|97 97 12 16|1.6 11
9933 中鼎|其他|-11 -9 -28|83 90 -8 1|0.8 65
9934 成霖|居家生活|-10 -12 -11|91 91 2 3|0.5 6
9938 百和|其他|-58 -33 -21|81 85 -10 2|0.7 26
9939 宏全|其他|17 16 -1|97 97 8 27|0.9 176
9941 裕融|其他|14 19 2|99 99 11 29|0.6 142
9942 茂順|其他|66 45 26|98 98 29 42|0.9 142
9943 好樂迪|觀光餐旅|78 25 -1229|95 95 27 43|2.7 103
9944 新麗|其他|-11 -8 -4|99 99 13 13|4.9 9
9945 潤泰新|其他|-14 18 2|69 74 -19 -21|0.7 156
9951 皇田|電機機械|19 20 8|99 99 4 20|1.1 5
9955 佳龍|綠能環保|-8 -15 8|85 85 19 37|0.2 26
9958 世紀鋼|鋼鐵工業|86 58 53|93 93 6 33|1.3 339
9962 有益|鋼鐵工業|-3 2 -17|87 87 -4 28|0.3 10
