# 2023-05 月末(2023-05-31)全池量化快照(1109 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
3006 晶豪科|半導體業|-45 -44 1|78 93 17 18|1.5 671
3008 大立光|光電業|-8 -7 -10|94 94 5 1|0.8 1072
3010 華立|電子通路|-14 -18 -10|90 96 -2 1|1.0 26
3011 今皓|電子零組|-25 -30 -7|93 93 41 80|0.6 63
3013 晟銘電|電腦及週|-1 36 11|100 100 43 90|2.4 119
3014 聯陽|半導體業|10 -7 23|99 99 26 59|1.4 267
3015 全漢|電子零組|-9 6 15|95 95 17 31|1.0 14
3016 嘉晶|半導體業|-31 -29 -27|60 78 -13 -17|0.7 21
3017 奇鋐|電腦及週|7 8 -5|95 95 66 82|1.4 2846
3019 亞光|光電業|-5 -3 7|90 90 2 4|0.5 34
3022 威強電|電腦及週|41 53 11|93 93 10 33|0.5 197
3023 信邦|電子零組|18 23 1|100 100 20 34|1.0 163
3024 憶聲|光電業|-37 4 6|97 97 8 13|0.5 10
3025 星通|通信網路|-64 51 58|95 95 92 86|2.9 241
3026 禾伸堂|電子零組|-13 -9 4|98 98 8 16|0.9 18
3027 盛達|通信網路|95 81 56|79 79 -7 53|0.2 98
3028 增你強|電子通路|-29 -30 -9|100 100 15 24|1.7 18
3029 零壹|資訊服務|18 16 9|95 95 40 76|1.2 572
3030 德律|其他電子|-48 -34 -30|97 97 2 -1|0.8 18
3032 偉訓|電子零組|33 33 36|89 89 61 91|1.9 341
3033 威健|電子通路|-6 6 10|100 100 9 16|0.7 40
3034 聯詠|半導體業|-19 -27 8|92 92 4 46|0.9 1681
3035 智原|半導體業|-14 -4 -37|65 80 -8 5|0.9 1256
3036 文曄|電子通路|-10 -9 -26|87 96 2 9|1.2 47
3037 欣興|電子零組|-25 -20 -36|84 97 35 18|1.7 5160
3038 全台|光電業|6 17 5|100 100 54 66|1.3 186
3041 揚智|半導體業|-47 -42 -17|69 88 -6 -1|1.7 15
3042 晶技|電子零組|-31 -26 -7|96 100 2 11|1.5 54
3043 科風|其他電子|18 70 25|74 74 23 443|1.4 16
3044 健鼎|電子零組|-15 -13 -8|100 100 22 36|3.8 362
3045 台灣大|通信網路|6 9 0|98 99 7 12|2.3 403
3046 建碁|電腦及週|301 148 83|97 97 55 44|0.3 583
3047 訊舟|通信網路|-31 -19 -21|80 86 -1 -5|0.5 23
3048 益登|電子通路|-9 -9 -10|87 95 -3 1|1.5 11
3050 鈺德|光電業|-4 1 -6|89 89 -9 -0|1.1 7
3051 力特|光電業|-39 -34 -14|84 90 -1 -4|0.9 8
3052 夆典|建材營造|80 43 37|98 98 5 18|1.1 7
3056 富華新|建材營造|964 1037 -7793|98 98 43 45|0.3 97
3058 立德|電子零組|10 5 7|93 93 82 162|0.8 162
3059 華晶科|光電業|25 -16 -49|91 92 4 -5|0.9 34
3062 建漢|通信網路|38 34 -30|73 87 -5 -2|0.7 36
3071 協禧|電腦及週|15 6 -3|93 93 30 32|1.3 124
3078 僑威|電子零組|46 75 82|95 95 77 120|1.4 701
3081 聯亞|通信網路|-50 -37 -73|59 77 -19 4|0.6 123
3083 網龍|文化創意|-9 -10 -14|90 90 1 5|0.9 7
3088 艾訊|電腦及週|8 21 0|98 98 12 41|0.5 65
3090 日電貿|電子零組|-25 -15 -6|96 96 0 11|0.5 20
3092 鴻碩|電子零組|-50 -48 -33|68 87 -4 3|0.4 11
3093 港建*|其他電子|-58 -26 -28|85 85 17 52|0.1 11
3094 聯傑|半導體業|1 -1 -6|97 97 10 39|2.4 48
3105 穩懋|半導體業|-42 -48 -6|72 82 -4 2|0.7 470
3128 昇銳|光電業|-31 -21 -34|70 70 -21 -15|0.2 13
3131 弘塑|半導體業|-5 -4 1|100 100 87 108|3.7 240
3138 耀登|通信網路|17 8 -15|87 87 -2 15|0.3 30
3141 晶宏|半導體業|-50 -28 -6|58 84 -10 12|0.5 126
3147 大綜|資訊服務|-6 1 20|87 87 7 21|0.2 26
3149 正達|光電業|-25 -9 0|60 67 -19 -26|1.1 10
3152 璟德|通信網路|-15 -15 22|87 87 -7 16|0.5 13
3162 精確|電機機械|115 208 78|84 84 -4 18|0.3 71
3163 波若威|通信網路|-35 -22 -44|98 98 12 17|3.5 106
3169 亞信|半導體業|-52 -44 -20|75 88 5 23|0.8 44
3178 公準|半導體業|7 33 21|94 94 40 45|1.4 60
3189 景碩|半導體業|-42 -33 -30|69 84 3 -1|1.6 412
3202 樺晟|電子零組|16 17 22|94 94 32 41|1.3 129
3205 佰研|生技醫療|-14 -8 3|62 95 7 -4|1.2 27
3206 志豐|電子零組|-5 -6 -0|99 99 22 34|1.2 13
3207 耀勝|電子零組|16 39 11|96 96 6 52|0.8 169
3209 全科|電子通路|18 8 -18|90 90 -6 22|0.3 38
3211 順達|電腦及週|14 -4 -3|100 100 6 16|0.7 16
3217 優群|電子零組|18 -7 8|95 95 15 19|0.2 49
3218 大學光|生技醫療|20 29 -1|93 93 20 51|0.3 128
3221 台嘉碩|通信網路|-33 -28 -31|74 95 0 12|0.5 11
3224 三顧|電子通路|-38 -35 -9|88 88 12 18|0.2 65
3227 原相|半導體業|-12 -13 21|94 94 1 17|1.1 57
3228 金麗科|半導體業|27 -11 14|37 75 -18 -19|0.8 68
3231 緯創|電腦及週|-9 -4 -10|98 98 106 143|3.3 3948
3232 昱捷|電子通路|5 5 -22|70 70 -12 -23|2.7 11
3234 光環|通信網路|-41 -50 -15|79 87 -3 7|0.7 6
3236 千如|電子零組|-28 -13 -23|93 93 8 17|0.2 12
3257 虹冠電|半導體業|31 14 60|99 99 46 77|1.1 16
3260 威剛|半導體業|-27 -23 -4|100 100 32 43|2.8 164
3264 欣銓|半導體業|-5 3 -14|98 98 6 16|1.5 147
3265 台星科|半導體業|-16 -14 -25|99 99 29 41|3.8 81
3272 東碩|電腦及週|30 2 -55|80 88 8 -1|0.5 11
3287 廣寰科|電腦及週|-18 -6 16|96 96 26 28|2.5 8
3289 宜特|其他電子|6 9 -7|93 93 4 7|0.9 108
3290 東浦|電子零組|44 55 38|98 98 13 23|0.5 40
3293 鈊象|文化創意|18 13 4|98 98 9 48|0.7 338
3294 英濟|電子零組|110 22 22|82 92 5 11|0.6 8
3296 勝德|電子零組|-61 -30 -5|87 91 -6 -13|0.5 7
3305 昇貿|其他電子|-42 -42 -19|73 90 5 21|0.7 20
3306 鼎天|通信網路|59 20 22|100 100 38 32|3.2 7
3308 聯德|電子零組|171 197 128|82 82 116 143|0.9 43
3312 弘憶股|電子通路|-29 -31 -17|99 100 18 21|0.8 9
3317 尼克森|半導體業|-25 -20 -3|72 88 -7 -3|0.5 13
3322 建舜電|電子零組|-1 -8 21|84 84 -2 -9|0.2 14
3323 加百裕|電腦及週|-6 -26 -5|96 98 1 3|3.2 5
3324 雙鴻|其他電子|-10 -2 5|97 97 69 78|1.3 2027
3325 旭品|電腦及週|103 59 57|99 99 77 105|3.3 47
3338 泰碩|電子零組|-23 -20 -5|100 100 34 50|1.3 55
3346 麗清|汽車工業|52 23 -1|93 93 -1 28|0.4 30
3356 奇偶|光電業|-2 -1 -8|84 84 4 -4|0.5 44
3357 臺慶科|電子零組|-19 -17 3|90 90 -6 32|0.6 8
3362 先進光|光電業|-4 -3 2|81 81 13 27|0.8 219
3363 上詮|通信網路|-48 -31 -3|98 98 76 91|2.1 854
3374 精材|半導體業|-40 -30 -26|72 94 1 1|1.1 43
3376 新日興|電子零組|-24 -26 -18|99 100 4 13|0.8 43
3380 明泰|通信網路|22 18 -11|98 98 14 26|1.5 72
3402 漢科|其他電子|-8 -4 -29|95 95 8 10|0.4 7
3406 玉晶光|光電業|-15 -7 -12|90 97 2 2|1.3 426
3413 京鼎|半導體業|26 7 -11|89 93 -4 3|1.4 60
3416 融程電|電腦及週|33 21 9|95 95 18 39|0.6 30
3419 譁裕|通信網路|-10 4 -22|95 95 9 9|1.2 39
3438 類比科|半導體業|-28 -37 8|96 99 9 27|1.7 17
3441 聯一光電|光電業|-50 -33 -9|84 84 6 1|0.2 16
3443 創意|半導體業|13 41 -15|99 99 25 112|1.3 6681
3444 利機|電子通路|-33 -26 -2|97 97 22 23|2.2 28
3447 展達|通信網路|9 13 -63|na na 6 na|0.2 13
3450 聯鈞|半導體業|-20 -19 -8|81 92 -4 0|1.7 6
3454 晶睿|光電業|22 20 -59|60 60 -31 3|0.7 311
3455 由田|光電業|-38 -21 -29|90 90 -6 0|0.5 23
3466 德晉|通信網路|64 513 351|82 82 2 5|0.6 13
3479 安勤|電腦及週|34 43 -12|97 97 50 110|0.4 672
3481 群創|光電業|-17 -25 14|89 89 -3 12|0.8 578
3483 力致|電腦及週|31 3 11|91 91 17 36|1.2 117
3484 崧騰|電子零組|-40 -45 -16|76 91 -1 2|0.3 16
3491 昇達科|通信網路|62 25 17|94 94 11 39|0.3 160
3499 環天科|通信網路|-53 2 27|90 90 19 6|0.9 10
3501 維熹|電子零組|12 3 -3|97 97 9 14|0.4 15
3504 揚明光|光電業|30 -15 -12|73 89 -1 -7|1.0 34
3508 位速|其他電子|-38 -37 -13|72 84 -11 9|2.7 8
3511 矽瑪|電子零組|-42 -21 -25|82 87 -4 -7|1.8 8
3515 華擎|電腦及週|8 6 18|94 94 2 30|4.7 44
3518 柏騰|其他電子|-33 -35 14|88 88 45 55|1.1 23
3520 華盈|電子零組|0 9 -27|78 84 -3 -7|0.4 13
3521 台鋼建設|建材營造|68 22 10|83 92 9 -1|0.6 7
3522 御嵿|觀光餐旅|32 25 -132|94 98 61 88|2.0 6
3526 凡甲|電子零組|44 0 13|92 100 10 23|1.5 15
3527 聚積|半導體業|-51 -38 -1|68 85 -5 6|0.5 9
3528 安馳|電子通路|10 17 7|83 83 5 19|0.3 8
3529 力旺|半導體業|-25 -10 -34|88 88 -6 25|1.4 832
3532 台勝科|半導體業|-15 -1 -25|64 97 11 1|1.6 116
3533 嘉澤|電子零組|-13 5 -13|90 90 5 0|2.2 610
3537 堡達|電子零組|53 13 28|98 98 -2 13|0.8 6
3540 曜越|電腦及週|86 81 62|97 97 52 123|2.7 131
3545 敦泰|半導體業|-4 -2 35|84 93 14 32|0.6 242
3546 宇峻|文化創意|-19 -11 -2|100 100 25 26|1.9 23
3548 兆利|電子零組|57 -0 15|95 95 6 20|0.6 67
3552 同致|其他電子|24 13 1|79 92 1 2|0.5 52
3556 禾瑞亞|半導體業|-8 -14 13|94 99 6 21|0.8 7
3557 嘉威|居家生活|-13 -15 -4|98 98 7 41|0.6 9
3558 神準|通信網路|62 67 -17|73 73 -20 21|1.0 629
3563 牧德|光電業|1 -6 16|95 95 17 55|1.0 45
3564 其陽|通信網路|-34 4 -16|92 92 -8 30|2.5 8
3570 大塚|資訊服務|12 39 10|86 86 42 64|0.3 27
3576 聯合再生|光電業|27 8 -15|86 90 -3 -4|0.6 116
3580 友威科|其他電子|41 43 1|70 75 -9 -16|0.5 8
3583 辛耘|半導體業|14 32 8|97 97 34 45|4.1 102
3587 閎康|其他電子|39 35 13|100 100 25 61|2.1 145
3588 通嘉|半導體業|-51 -55 -9|52 79 -13 -6|0.6 13
3591 艾笛森|光電業|13 4 11|91 91 11 57|0.8 71
3592 瑞鼎|半導體業|-46 -49 -13|79 79 -16 16|0.4 178
3594 磐儀|電腦及週|1 18 -2|100 100 28 127|1.4 78
3596 智易|通信網路|43 18 -11|87 100 8 18|1.3 336
3607 谷崧|電子零組|22 6 27|97 97 22 24|1.0 6
3611 鼎翰|電腦及週|-0 6 -9|95 95 10 23|0.3 18
3615 安可|光電業|-37 -13 4|99 99 17 22|3.5 6
3617 碩天|其他電子|-8 -3 -29|96 96 44 77|1.6 277
3622 洋華|光電業|-29 -16 -18|100 100 17 21|1.5 9
3624 光頡|電子零組|-22 -18 -6|77 86 15 49|0.3 117
3628 盈正|其他電子|52 19 6|99 99 26 48|0.8 16
3630 新鉅科|光電業|-42 -36 5|88 93 4 -1|0.6 7
3645 達邁|電子零組|-39 -48 -7|64 98 10 21|3.4 6
3646 艾恩特|電子零組|-17 -4 1|88 88 23 42|5.7 16
3652 精聯|電腦及週|1 -5 -5|81 81 -7 32|0.1 12
3653 健策|電子零組|6 15 -15|96 96 49 58|1.2 573
3661 世芯-KY|半導體業|186 152 72|98 98 65 88|1.2 5689
3663 鑫科|其他電子|-21 -14 3|87 87 7 17|0.6 8
3664 安瑞-KY|通信網路|-20 26 -0|74 74 102 159|1.0 25
3665 貿聯-KY|其他電子|-0 1 -60|82 97 -2 12|0.8 143
3673 TPK-KY|光電業|-20 -27 -19|100 100 25 36|0.9 186
3675 德微|半導體業|-20 -16 -11|92 92 18 84|0.5 380
3680 家登|半導體業|-18 35 -1|95 95 24 57|1.2 519
3687 歐買尬|數位雲端|-8 -1 -1|61 87 -2 2|0.4 18
3689 湧德|電子零組|-10 2 8|96 100 20 29|0.9 20
3691 碩禾|光電業|-57 -54 -21|64 84 -5 -6|0.3 19
3693 營邦|電腦及週|59 91 4|100 100 73 190|1.8 769
3694 海華|通信網路|26 6 14|98 98 36 36|0.9 21
3701 大眾控|電腦及週|-6 14 -1|96 96 58 79|1.4 166
3702 大聯大|電子通路|-26 -27 -14|100 100 7 14|1.6 221
3703 欣陸|建材營造|7 -22 -25|93 95 -2 6|0.6 49
3704 合勤控|通信網路|87 48 13|98 98 11 40|1.5 270
3705 永信|生技醫療|-16 -12 1|91 91 5 15|0.7 22
3706 神達|電腦及週|22 -1 -17|100 100 14 14|3.8 126
3707 漢磊|半導體業|-17 -18 -25|59 77 -12 -19|0.6 119
3708 上緯投控|綠能環保|-32 -25 -11|71 84 -12 0|1.1 59
3710 連展投控|電子零組|-8 -10 5|67 89 -4 0|0.6 9
3711 日月光投控|半導體業|-11 -11 -20|99 99 3 16|2.7 1376
3712 永崴投控|電腦及週|5 1 -9|91 91 21 42|0.2 71
3714 富采|光電業|-37 -38 -0|83 92 10 11|0.8 86
3715 定穎投控|電子零組|na na na|na 100 59 64|0.7 348
4102 永日|生技醫療|10 41 11|83 83 20 2|1.9 37
4104 佳醫|生技醫療|16 22 9|95 95 15 44|0.6 50
4105 東洋|生技醫療|-9 12 -1|93 93 1 -6|0.7 33
4106 雃博|生技醫療|10 13 -3|90 90 -2 23|0.6 9
4107 邦特|生技醫療|5 3 -5|92 95 -4 2|0.7 14
4108 懷特|生技醫療|8 2 20|87 87 8 13|0.6 11
4111 濟生|生技醫療|-8 -5 -8|80 80 5 15|0.3 18
4114 健喬|生技醫療|20 34 -2|85 85 -5 21|0.4 139
4116 明基醫|生技醫療|-4 8 -65|69 84 -5 -9|0.4 11
4119 旭富|生技醫療|162 169 95|89 89 6 22|0.4 49
4121 優盛|生技醫療|-23 -2 -8|76 76 11 33|0.4 73
4123 晟德|生技醫療|51 152 49|95 95 5 13|0.4 136
4126 太醫|生技醫療|13 29 6|100 100 15 28|0.7 32
4128 中天|生技醫療|-32 -9 1|75 83 -11 -15|0.6 104
4129 聯合|生技醫療|24 28 0|100 100 36 87|1.7 80
4130 健亞|生技醫療|25 36 24|76 76 2 25|1.0 46
4133 亞諾法|生技醫療|-8 3 8|76 86 -6 -7|0.7 6
4137 麗豐-KY|生技醫療|281 106 98|90 90 0 28|0.9 126
4138 曜亞|生技醫療|47 38 -0|96 96 42 85|1.0 87
4142 國光生|生技醫療|180 190 -58|86 86 -6 5|0.4 33
4147 中裕|生技醫療|3 49 -59|85 85 39 74|0.4 399
4148 全宇生技-KY|生技醫療|-24 -2 -55|78 80 -17 -5|0.5 10
4153 鈺緯|生技醫療|5 33 -2|73 73 5 55|0.3 13
4155 訊映|生技醫療|-42 -39 -39|94 94 7 35|0.7 36
4157 太景*-KY|生技醫療|131 55 -848|72 84 -4 -2|0.8 14
4160 訊聯基因|生技醫療|-17 -5 -4|75 75 45 50|1.2 19
4161 聿新科|生技醫療|44 48 29|93 93 29 32|0.5 15
4162 智擎|生技醫療|5 8 2|64 64 -19 -33|0.5 120
4163 鐿鈦|生技醫療|24 22 -7|100 100 5 50|1.8 103
4164 承業醫|生技醫療|2 32 -6|86 86 2 45|0.4 92
4167 松瑞藥|生技醫療|-48 -34 -10|62 62 -17 -5|0.4 17
4168 醣聯|生技醫療|-100 na na|69 85 -8 -11|0.4 18
4171 瑞基|農業科技|-80 -67 -15|53 75 -14 3|0.5 8
4173 久裕|生技醫療|22 17 8|95 95 23 38|0.7 45
4174 浩鼎|生技醫療|30 46 na|75 94 7 15|0.4 27
4175 杏一|生技醫療|-17 4 -3|70 70 35 50|0.7 125
4190 佐登-KY|生技醫療|30 33 18|76 76 -2 15|0.4 37
4303 信立|塑膠工業|-54 -40 -18|66 87 8 16|2.4 10
4306 炎洲|塑膠工業|-24 -16 5|92 92 7 11|0.7 18
4417 金洲|紡織纖維|58 27 -34|100 100 13 19|0.6 12
4438 廣越|紡織纖維|1 -7 -37|80 92 -5 -3|0.5 7
4439 冠星-KY|紡織纖維|-47 -30 -7|97 97 12 23|0.4 8
4503 金雨|電機機械|69 73 17|97 97 43 80|0.9 155
4510 高鋒|電機機械|-6 -18 -6|88 88 20 33|0.3 7
4532 瑞智|電機機械|-27 -22 4|94 99 10 18|0.5 5
4533 協易機|電機機械|239 88 62|98 98 11 24|1.0 17
4536 拓凱|運動休閒|7 20 -11|79 79 -15 16|0.7 110
4541 晟田|其他|-25 6 -9|89 89 26 39|0.3 242
4543 萬在|電機機械|10 12 10|100 100 79 79|4.4 28
4549 桓達|電機機械|57 30 9|99 99 10 16|0.5 6
4550 長佳|電機機械|-2 64 48|81 81 8 24|0.3 6
4551 智伸科|汽車工業|-27 -15 -12|76 82 -9 -14|1.0 52
4552 力達-KY|電機機械|8 23 24|100 100 19 23|2.0 8
4557 永新-KY|汽車工業|15 19 -31|86 97 1 13|0.5 9
4564 元翎|電機機械|-32 -42 -7|100 100 28 41|7.5 21
4566 時碩工業|電機機械|-12 -13 -21|83 83 -0 0|0.3 62
4572 駐龍|電機機械|25 46 -9|91 91 12 41|0.4 230
4580 捷流閥業|電機機械|1 12 9|93 93 10 16|0.4 5
4581 光隆精密-KY|汽車工業|31 39 25|96 96 62 102|0.9 27
4721 美琪瑪|化學工業|-58 -54 -50|64 85 -13 -5|0.5 32
4726 永昕|生技醫療|47 4 -2|76 94 -5 1|0.5 14
4728 雙美|生技醫療|36 53 -26|77 77 80 69|0.7 75
4736 泰博|生技醫療|-73 -36 -57|82 91 -5 -3|0.8 41
4739 康普|化學工業|-39 -38 -37|62 85 -13 -6|0.5 38
4741 泓瀚|化學工業|-28 -13 -17|77 77 19 22|0.3 10
4743 合一|生技醫療|-16 8 -940|77 78 -15 -20|0.4 612
4744 皇將|生技醫療|308 75 65|92 92 29 60|1.0 305
4746 台耀|生技醫療|8 18 -4|89 89 16 45|1.3 413
4747 強生製藥|生技醫療|13 31 3|100 100 8 114|1.2 35
4755 三福化|化學工業|-29 -24 -17|60 91 2 14|0.2 30
4760 勤凱科技|其他電子|-10 -16 27|93 93 45 66|0.5 7
4763 材料*-KY|化學工業|124 120 39|88 88 66 231|0.7 3360
4766 南寶|化學工業|-17 -4 -18|98 98 26 29|1.6 52
4768 晶呈科技|化學工業|3 19 -42|83 89 0 -5|1.1 108
4770 上品|化學工業|-6 20 -27|77 85 -11 3|0.7 109
4904 遠傳|通信網路|4 4 1|91 97 11 17|1.3 321
4906 正文|通信網路|63 57 17|97 97 12 10|1.2 92
4908 前鼎|通信網路|3 -13 -7|98 99 27 34|1.6 48
4909 新復興|通信網路|-2 19 20|98 98 16 27|0.7 12
4911 德英|生技醫療|743 543 119|99 99 19 58|0.6 21
4915 致伸|電子零組|-21 -14 -19|91 100 3 11|1.6 189
4916 事欣科|電腦及週|49 56 8|100 100 17 47|0.9 94
4919 新唐|半導體業|-30 -16 -8|74 81 -13 5|0.8 742
4923 力士|半導體業|-61 -48 -25|73 82 -17 9|0.8 5
4927 泰鼎-KY|電子零組|-20 -17 -7|72 97 8 11|1.4 55
4931 新盛力|電腦及週|16 13 -57|85 85 4 -9|0.8 90
4934 太極|光電業|35 97 9|86 86 8 12|0.3 23
4935 茂林-KY|光電業|25 -28 -13|88 88 -3 -9|1.0 5
4938 和碩|電腦及週|43 13 9|100 100 10 27|1.6 329
4950 金耘國際|鋼鐵工業|-55 -69 10|75 88 0 -6|2.6 89
4951 精拓科|半導體業|-34 -34 -8|na 89 24 27|0.5 18
4952 凌通|半導體業|-42 -48 -12|73 95 -2 17|0.8 10
4953 緯致|資訊服務|10 13 -9|92 92 14 40|0.4 170
4958 臻鼎-KY|電子零組|-31 -21 -25|91 91 2 -3|0.9 362
4960 誠美材|光電業|-29 -29 -2|84 84 -15 8|0.5 19
4961 天鈺|半導體業|-27 -28 4|86 86 -9 32|0.5 343
4966 譜瑞-KY|半導體業|-52 -52 -28|69 90 7 37|0.8 791
4967 十銓|半導體業|490 166 133|75 75 6 102|0.8 412
4968 立積|半導體業|-18 -25 -6|81 93 32 45|0.8 1042
4971 IET-KY|半導體業|-59 -43 -36|72 79 4 -1|0.2 7
4973 廣穎電通|半導體業|15 9 5|100 100 31 43|1.9 10
4974 亞泰|電子零組|10 -2 -7|95 95 -1 23|0.4 10
4976 佳凌|光電業|-22 2 16|85 87 12 16|0.3 29
4977 眾達-KY|通信網路|22 28 -16|88 88 1 20|1.5 268
4979 華星光|通信網路|40 91 -5|96 96 20 59|2.1 484
4994 傳奇|資訊服務|-18 -21 16|93 93 12 11|1.2 6
4995 晶達|光電業|-51 -21 -10|94 94 8 37|1.8 9
5009 榮剛|鋼鐵工業|18 27 -6|89 89 27 64|0.4 845
5011 久陽|鋼鐵工業|-24 -12 -21|79 92 6 17|0.3 8
5201 凱衛|資訊服務|-12 -2 -6|97 98 13 11|2.9 5
5203 訊連|資訊服務|-3 6 -6|82 82 0 13|0.3 30
5206 坤悅|建材營造|6119 na na|91 91 13 47|1.3 7
5209 新鼎|其他|166 118 52|99 99 114 159|0.5 102
5211 蒙恬|資訊服務|-2 7 -8|83 83 39 45|0.3 20
5213 亞昕|建材營造|-97 4 -84|98 98 14 18|1.0 7
5222 全訊|半導體業|47 40 11|89 89 34 48|0.3 392
5225 東科-KY|其他電子|-27 -21 -38|90 90 22 29|1.1 72
5227 立凱-KY|電子零組|109 237 91|89 90 2 -3|0.5 76
5234 達興材料|光電業|-8 -15 7|99 99 23 47|0.8 31
5236 凌陽創新|半導體業|-26 -32 10|93 100 20 54|1.7 10
5243 乙盛-KY|光電業|35 15 -6|100 100 43 54|2.9 433
5258 虹堡|電腦及週|37 32 -21|92 92 -6 29|0.5 548
5263 智崴|文化創意|18 21 5|82 82 -9 2|0.7 20
5269 祥碩|半導體業|31 22 29|84 88 20 63|1.0 1290
5274 信驊|半導體業|-50 -44 -55|91 91 4 35|1.4 1215
5284 jpp-KY|其他|38 42 -2|97 97 72 177|0.6 938
5285 界霖|半導體業|-21 -18 -9|81 81 -2 18|0.5 29
5287 數字|數位雲端|10 13 -2|98 98 9 17|0.6 6
5288 豐祥-KY|電機機械|-7 7 -21|98 98 10 17|0.5 14
5289 宜鼎|電腦及週|-36 -18 -6|100 100 51 84|1.9 432
5299 杰力|半導體業|-29 -42 -7|75 94 3 14|0.8 18
5306 桂盟|運動休閒|-27 -25 -6|88 94 -1 -1|0.8 16
5309 系統電|電子零組|-3 6 -21|90 90 1 7|0.3 82
5312 寶島科|生技醫療|12 22 -1|100 100 31 41|2.4 26
5315 光聯|光電業|-6 1 3|91 91 -2 23|0.3 9
5321 美而快|數位雲端|49 25 5|85 85 12 50|0.4 191
5324 士開|建材營造|35 51 4|86 86 8 18|1.6 11
5328 華容|電子零組|5 7 4|100 100 42 63|3.0 20
5340 建榮|電子零組|-40 -31 -21|96 96 4 106|1.2 33
5347 世界|半導體業|-20 -38 -33|92 92 0 12|1.1 286
5351 鈺創|半導體業|-49 -59 -11|69 92 -4 7|1.1 128
5353 台林|通信網路|26 39 9|89 89 31 59|0.5 53
5356 協益|電腦及週|-25 -8 1|100 100 29 39|0.9 19
5371 中光電|光電業|1 -15 -5|90 90 17 33|0.6 161
5381 光譜|電機機械|401 289 230|79 79 134 196|0.3 14
5388 中磊|通信網路|13 22 -20|95 100 17 26|1.3 270
5403 中菲|資訊服務|24 41 26|97 97 35 56|0.7 53
5410 國眾|資訊服務|4 1 -93|93 93 -2 -2|0.3 12
5425 台半|半導體業|-10 -3 -14|82 82 3 30|0.6 434
5434 崇越|電子通路|-3 -1 -17|99 99 8 19|1.5 46
5439 高技|電子零組|37 34 28|100 100 28 75|2.2 359
5452 佶優|其他電子|-32 -25 -1|86 86 0 48|0.2 12
5457 宣德|電子零組|-16 -4 -1|77 86 -9 -11|0.4 16
5464 霖宏|電子零組|-20 10 17|90 90 -10 26|1.4 56
5465 富驊|電腦及週|23 27 29|94 94 75 122|1.6 94
5469 瀚宇博|電子零組|5 -6 10|100 100 23 25|1.5 115
5471 松翰|半導體業|-43 -44 4|73 92 -6 7|0.8 9
5475 德宏|電子零組|26 5 53|84 88 17 32|0.3 7
5478 智冠|文化創意|12 6 4|97 97 27 36|0.5 29
5483 中美晶|半導體業|6 9 -8|95 95 0 2|1.3 511
5498 凱崴|電子零組|-19 -23 -6|100 100 17 32|4.1 28
5511 德昌|建材營造|53 34 3|100 100 81 87|1.8 89
5512 力麒|建材營造|14 9 -9|90 90 -7 24|1.5 15
5519 隆大|建材營造|-58 95 -39|99 99 4 11|0.6 7
5522 遠雄|建材營造|-84 -36 -5|100 100 6 19|0.8 28
5530 龍巖|其他|-2 13 3|81 93 -2 3|0.7 7
5531 鄉林|建材營造|-14 650 515|93 93 30 30|2.3 47
5534 長虹|建材營造|-72 -50 -425|98 98 3 11|0.8 20
5536 聖暉*|其他電子|20 17 -16|73 100 15 58|0.9 48
5607 遠雄港|航運業|-17 -11 -20|86 86 10 17|0.7 46
5608 四維航|航運業|-51 -50 -39|55 74 -23 -3|0.4 35
5609 中菲行|航運業|-58 -54 -31|86 97 7 20|0.6 15
5704 老爺知|觀光餐旅|16 3 -153|85 85 -11 50|2.6 17
5706 鳳凰|觀光餐旅|1656 1407 794|100 100 44 91|5.1 784
5864 致和證|金融業|287 122 123|100 100 77 112|2.3 26
5871 中租-KY|其他|14 15 -4|84 84 -10 7|2.7 808
5876 上海商銀|金融保險|14 11 -10|87 89 -4 -1|3.8 219
5880 合庫金|金融保險|46 37 24|99 99 6 7|1.3 187
5903 全家|居家生活|9 10 -2|94 94 4 13|0.4 6
5904 寶雅|居家生活|16 10 -7|86 86 -12 11|1.1 133
5905 南仁湖|觀光餐旅|46 2 -55|94 94 -0 15|1.9 13
5906 台南-KY|貿易百貨|60 29 -29|100 100 73 117|0.7 16
6005 群益證|金融保險|109 54 57|99 99 17 24|0.6 57
6015 宏遠證|金融業|27 5 -16|80 96 3 2|1.8 5
6016 康和證|金融業|-66 6 -246|100 100 11 20|2.1 12
6024 群益期|金融保險|-28 -22 -28|99 99 13 23|0.8 13
6026 福邦證|金融業|107 120 157|92 98 18 21|1.3 21
6101 寬魚國際|文化創意|313 777 -3320|65 65 -6 62|0.9 18
6104 創惟|半導體業|-36 -46 -10|56 92 -5 32|1.0 161
6109 亞元|通信網路|-10 -0 -4|86 86 -8 4|0.3 8
6111 光聚晶電|文化創意|41 106 -143|87 87 43 65|1.2 185
6112 邁達特|資訊服務|27 22 12|98 98 82 124|1.3 779
6116 彩晶|光電業|-14 -33 3|88 88 -2 7|0.5 58
6118 建達|電子通路|1 -6 -4|72 80 -13 6|1.6 22
6120 達運|光電業|-10 -22 16|94 94 6 19|1.6 9
6121 新普|電腦及週|-18 -15 -10|97 97 4 9|1.0 169
6122 擎邦|電機機械|98 126 73|100 100 95 146|0.6 312
