# 2023-08 月末(2023-08-31)全池量化快照(1064 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
3038 全台|光電業|-4 -2 -10|83 83 -3 49|0.2 62
3041 揚智|半導體業|-61 -60 -19|70 81 -11 -19|1.4 13
3042 晶技|電子零組|-20 -27 -4|99 99 10 15|0.9 245
3043 科風|其他電子|88 56 1|100 100 73 124|1.1 91
3044 健鼎|電子零組|-10 -17 -5|96 96 61 86|1.0 2862
3045 台灣大|通信網路|7 6 -3|93 93 -6 -1|0.9 222
3046 建碁|電腦及週|64 55 -6|74 74 -12 28|0.4 56
3047 訊舟|通信網路|-28 -29 -20|82 89 -3 -4|0.4 23
3048 益登|電子通路|-16 -19 -11|82 85 -12 -15|0.5 8
3051 力特|光電業|-28 -34 -9|73 73 46 42|2.9 338
3052 夆典|建材營造|30 33 8|90 90 -1 9|1.1 13
3055 蔚華科|電子通路|-45 -35 3|81 81 10 12|0.2 49
3056 富華新|建材營造|135 23 -6443|80 80 -6 32|0.5 194
3058 立德|電子零組|-37 -30 -17|63 63 -30 32|0.4 23
3059 華晶科|光電業|-38 -41 -50|93 98 -2 1|0.9 35
3060 銘異|電腦及週|6 -22 17|92 92 18 12|0.7 8
3062 建漢|通信網路|-41 -50 -82|73 89 -6 -10|1.4 27
3071 協禧|電腦及週|-36 -22 -22|83 83 24 62|0.4 80
3078 僑威|電子零組|153 116 83|99 99 47 160|0.5 1344
3081 聯亞|通信網路|-74 -66 -76|57 74 -2 -20|0.5 89
3083 網龍|文化創意|-25 -30 -19|82 82 -15 -7|0.2 5
3088 艾訊|電腦及週|24 21 5|92 92 28 40|0.5 116
3090 日電貿|電子零組|0 -3 8|98 98 1 0|0.3 10
3092 鴻碩|電子零組|-30 -39 -2|81 87 3 -2|0.2 26
3094 聯傑|半導體業|-41 -28 -21|99 99 6 20|5.8 19
3105 穩懋|半導體業|2 -10 29|71 74 -14 -21|1.7 575
3128 昇銳|光電業|1 -3 -8|63 69 -11 -31|0.2 6
3131 弘塑|半導體業|-6 -4 5|80 80 4 97|0.6 753
3138 耀登|通信網路|12 -2 -20|84 84 -3 -14|1.6 26
3141 晶宏|半導體業|-30 -36 -0|67 79 -6 -21|0.3 63
3147 大綜|資訊服務|12 6 21|92 92 9 1|0.2 14
3152 璟德|通信網路|20 7 28|82 82 -6 -10|0.4 12
3162 精確|電機機械|33 48 -77|79 79 -7 -13|0.3 32
3163 波若威|通信網路|-16 -26 -23|91 91 57 76|0.7 1873
3169 亞信|半導體業|-40 -33 1|81 81 -6 -8|0.7 26
3178 公準|半導體業|1 11 -2|88 88 -6 30|0.6 16
3189 景碩|半導體業|-49 -46 -24|81 88 -6 -3|0.5 212
3202 樺晟|電子零組|47 19 18|75 75 -18 4|0.3 10
3205 佰研|生技醫療|-29 -20 -5|59 80 -7 3|0.1 14
3206 志豐|電子零組|-6 -15 -3|95 95 29 54|1.0 77
3207 耀勝|電子零組|-25 -8 -30|80 80 0 1|0.1 119
3209 全科|電子通路|5 -17 -29|82 82 -10 -17|0.4 26
3211 順達|電腦及週|-8 1 2|98 98 1 7|0.6 13
3213 茂訊|電腦及週|23 13 -3|92 92 32 48|0.5 79
3217 優群|電子零組|36 18 27|96 96 33 50|1.2 202
3218 大學光|生技醫療|15 25 -2|83 83 -10 8|1.1 104
3221 台嘉碩|通信網路|-46 -59 -25|79 90 -2 -4|0.2 6
3227 原相|半導體業|14 -3 22|99 99 19 22|2.1 117
3228 金麗科|半導體業|-17 -32 -8|27 50 -37 -50|0.6 91
3231 緯創|電腦及週|-15 -17 -12|74 74 69 262|1.1 23677
3234 光環|通信網路|-34 -40 1|80 80 29 23|0.9 20
3257 虹冠電|半導體業|196 146 140|91 91 16 64|1.7 138
3260 威剛|半導體業|-15 -17 3|93 93 4 26|1.2 239
3264 欣銓|半導體業|-11 -7 -16|98 98 13 16|0.7 252
3265 台星科|半導體業|-11 -17 -11|92 92 31 65|0.4 148
3287 廣寰科|電腦及週|46 74 67|79 79 30 71|0.1 10
3289 宜特|其他電子|-4 4 -7|83 83 20 20|0.5 196
3290 東浦|電子零組|-8 3 -10|85 85 -10 -4|0.3 16
3293 鈊象|文化創意|18 21 7|87 87 -4 7|0.4 266
3296 勝德|電子零組|-49 -55 -21|84 88 -6 -11|0.9 7
3305 昇貿|其他電子|-22 -26 6|91 91 34 43|0.7 114
3306 鼎天|通信網路|-28 -6 -3|94 94 80 172|0.2 188
3308 聯德|電子零組|253 236 97|100 100 84 296|3.6 341
3311 閎暉|通信網路|7 -1 -2|100 100 19 17|6.2 5
3312 弘憶股|電子通路|-19 -18 0|85 85 -12 6|0.6 12
3317 尼克森|半導體業|12 -8 11|87 93 5 -5|0.6 12
3322 建舜電|電子零組|-7 3 22|89 89 7 3|0.4 14
3323 加百裕|電腦及週|-44 -13 7|86 88 -11 -10|0.5 8
3324 雙鴻|其他電子|-9 -20 -4|85 85 2 77|0.5 2028
3325 旭品|電腦及週|156 97 70|98 98 37 135|1.1 424
3338 泰碩|電子零組|-24 -29 -5|77 77 20 62|0.4 225
3346 麗清|汽車工業|48 97 51|84 84 8 13|0.2 44
3356 奇偶|光電業|-8 -5 -9|75 75 8 -1|0.1 50
3357 臺慶科|電子零組|-12 -19 2|87 87 8 -1|0.4 11
3362 先進光|光電業|30 10 17|97 97 52 52|0.1 931
3363 上詮|通信網路|-23 -25 9|66 66 10 108|0.5 385
3374 精材|半導體業|-16 -26 -10|79 79 11 11|0.1 117
3376 新日興|電子零組|-23 -22 -2|94 94 -5 -2|0.9 25
3380 明泰|通信網路|-41 -22 -40|85 85 6 20|0.5 121
3402 漢科|其他電子|-21 -15 -22|98 98 3 11|0.4 7
3406 玉晶光|光電業|10 1 -2|87 93 -6 -5|0.5 562
3413 京鼎|半導體業|-30 -13 -22|89 94 -0 -3|0.5 82
3416 融程電|電腦及週|6 5 -7|90 90 17 35|0.4 30
3419 譁裕|通信網路|-44 -39 -51|86 86 -8 -1|0.8 10
3441 聯一光電|光電業|-37 -40 -6|77 77 -10 -13|0.2 6
3443 創意|半導體業|14 23 -25|77 77 1 37|0.9 6952
3444 利機|電子通路|16 7 25|94 94 13 37|0.9 59
3447 展達|通信網路|-71 -67 -91|na 65 -7 -8|0.1 7
3450 聯鈞|半導體業|-30 -31 -11|79 79 9 1|0.2 32
3454 晶睿|光電業|21 22 -49|59 62 -6 -41|0.2 90
3455 由田|光電業|-59 -57 -41|83 83 -7 -14|1.4 19
3479 安勤|電腦及週|23 5 -35|80 80 -15 16|0.4 74
3481 群創|光電業|17 7 33|83 83 3 -5|0.7 1006
3483 力致|電腦及週|26 9 17|83 83 94 121|0.6 2466
3484 崧騰|電子零組|-49 -48 -9|75 87 -3 -8|0.9 5
3491 昇達科|通信網路|-21 -34 -26|87 87 -7 3|1.4 67
3498 陽程|其他電子|44 158 61|74 74 3 -1|0.2 6
3501 維熹|電子零組|-20 -20 -16|93 93 -5 3|0.2 6
3504 揚明光|光電業|-54 -50 -25|55 70 -28 -31|0.5 24
3515 華擎|電腦及週|32 24 23|82 82 46 57|0.2 490
3518 柏騰|其他電子|7 -0 38|80 80 8 48|0.3 24
3521 台鋼建設|建材營造|82 87 61|85 89 2 10|0.3 6
3526 凡甲|電子零組|-3 3 13|91 91 20 29|0.4 82
3529 力旺|半導體業|-13 -2 -15|78 78 -5 -5|0.8 867
3532 台勝科|半導體業|-15 -10 -22|82 85 -9 -3|0.3 113
3533 嘉澤|電子零組|-8 -12 -17|93 93 2 9|1.3 1200
3540 曜越|電腦及週|40 41 7|70 70 -19 22|0.2 29
3545 敦泰|半導體業|65 16 36|80 80 -14 -4|0.7 88
3546 宇峻|文化創意|-24 -28 -14|90 90 -10 14|0.2 7
3548 兆利|電子零組|62 42 43|100 100 37 43|3.4 223
3551 世禾|綠能環保|-13 -7 -9|100 100 23 24|1.0 13
3552 同致|其他電子|-2 5 -3|68 80 -14 -12|0.5 28
3557 嘉威|居家生活|-8 -11 4|79 79 -19 -13|0.2 6
3558 神準|通信網路|-4 1 -64|78 78 10 -18|0.4 664
3563 牧德|光電業|2 6 20|81 81 -1 14|0.4 39
3564 其陽|通信網路|-45 -36 -34|61 61 6 14|0.2 15
3567 逸昌|半導體業|34 17 36|92 92 37 53|2.2 115
3576 聯合再生|光電業|-30 -38 -50|70 74 -18 -22|0.5 66
3580 友威科|其他電子|-39 -28 -44|74 88 5 -5|0.4 17
3581 博磊|半導體業|7 3 -3|86 86 33 32|0.5 58
3583 辛耘|半導體業|13 16 -1|82 82 90 174|0.5 2472
3587 閎康|其他電子|26 32 4|97 97 41 70|0.9 750
3588 通嘉|半導體業|-7 -30 18|92 98 15 -2|2.1 20
3591 艾笛森|光電業|18 4 6|89 89 -2 8|0.2 24
3592 瑞鼎|半導體業|21 -8 27|82 82 0 -11|0.6 105
3594 磐儀|電腦及週|0 2 -16|79 79 -15 6|0.3 19
3596 智易|通信網路|7 3 -18|100 100 35 41|0.6 572
3607 谷崧|電子零組|-4 -6 9|90 90 7 31|0.3 6
3611 鼎翰|電腦及週|-1 6 -5|92 92 23 28|0.4 22
3617 碩天|其他電子|8 9 -10|96 96 26 97|1.6 641
3622 洋華|光電業|53 4 12|100 100 23 48|1.7 55
3624 光頡|電子零組|-10 -20 0|72 72 -18 -6|0.3 26
3630 新鉅科|光電業|48 25 49|84 84 -0 5|0.2 8
3645 達邁|電子零組|90 16 48|80 80 7 18|0.3 18
3652 精聯|電腦及週|-22 4 4|68 68 -6 -5|0.1 5
3653 健策|電子零組|17 4 -20|96 96 9 63|1.2 743
3661 世芯-KY|半導體業|137 152 38|97 97 50 158|0.7 5727
3663 鑫科|其他電子|1 -17 6|78 78 5 10|0.4 11
3665 貿聯-KY|其他電子|-10 -10 -42|77 80 -4 -8|1.1 371
3666 光耀|光電業|41 -9 37|81 81 3 13|0.3 6
3669 圓展|通信網路|-29 -28 -9|80 85 -4 -14|0.8 5
3673 TPK-KY|光電業|-37 -33 -15|77 77 -18 -5|0.3 43
3675 德微|半導體業|-24 -25 -12|85 85 -5 3|0.7 173
3679 新至陞|電子零組|-25 -20 -15|98 98 6 7|0.3 6
3680 家登|半導體業|16 4 -20|80 80 -2 10|0.7 578
3687 歐買尬|數位雲端|3 -6 -5|73 73 -2 0|0.1 14
3689 湧德|電子零組|29 5 10|84 84 49 74|0.5 401
3691 碩禾|光電業|-57 -66 -19|51 68 -21 -26|0.5 9
3693 營邦|電腦及週|92 57 -27|95 95 156 334|0.7 4237
3694 海華|通信網路|-14 -0 5|86 86 18 64|0.4 46
3701 大眾控|電腦及週|31 17 5|78 78 -19 23|0.3 50
3702 大聯大|電子通路|-2 -13 3|99 99 10 16|0.9 258
3703 欣陸|建材營造|5 -2 8|88 89 -7 -10|0.4 32
3704 合勤控|通信網路|-26 -11 -37|74 74 12 18|0.3 218
3705 永信|生技醫療|6 -6 7|91 97 -1 5|0.4 5
3706 神達|電腦及週|-21 -22 -29|78 78 24 45|0.4 1157
3707 漢磊|半導體業|-21 -16 -12|68 86 -3 -12|0.3 102
3708 上緯投控|綠能環保|-11 -27 -6|86 90 0 -10|0.7 39
3710 連展投控|電子零組|5 -1 14|58 77 -14 -17|1.4 7
3711 日月光投控|半導體業|-17 -17 -14|98 98 9 15|1.5 1255
3712 永崴投控|電腦及週|94 34 26|84 84 -10 8|0.4 12
3714 富采|光電業|-14 -16 18|82 82 -14 -10|0.4 64
3715 定穎投控|電子零組|na na na|na 98 97 214|2.7 1061
4102 永日|生技醫療|-13 -17 -39|80 95 5 15|1.1 15
4104 佳醫|生技醫療|10 18 2|95 95 6 22|0.4 20
4105 東洋|生技醫療|10 15 1|93 96 1 0|0.5 22
4106 雃博|生技醫療|-21 -5 -15|76 76 -6 -7|0.1 5
4107 邦特|生技醫療|-9 -7 -11|91 94 -1 -4|0.6 7
4108 懷特|生技醫療|37 30 29|82 82 -8 3|0.2 5
4113 聯上|建材營造|30410 18230 9955|99 99 50 64|1.4 20
4114 健喬|生技醫療|19 24 -8|77 84 -8 -16|0.4 46
4116 明基醫|生技醫療|4 -5 -46|75 87 -2 -9|0.2 5
4119 旭富|生技醫療|31 35 -52|85 85 -4 -0|0.6 15
4121 優盛|生技醫療|-10 -19 -16|70 70 -8 3|0.1 9
4123 晟德|生技醫療|121 77 -30|79 79 1 7|0.2 116
4126 太醫|生技醫療|2 18 -9|88 88 -5 9|0.4 21
4128 中天|生技醫療|-2 -13 -4|71 82 -7 -15|0.8 58
4129 聯合|生技醫療|50 32 4|84 84 -3 38|0.3 63
4130 健亞|生技醫療|15 26 9|71 89 -8 -6|1.2 7
4137 麗豐-KY|生技醫療|-13 8 -6|82 82 -9 -9|0.5 14
4138 曜亞|生技醫療|25 41 7|72 72 7 49|0.4 25
4142 國光生|生技醫療|-60 -81 -221|74 74 -14 -19|1.0 23
4147 中裕|生技醫療|64 26 -96|90 90 3 50|1.5 288
4153 鈺緯|生技醫療|-6 0 -27|63 63 -12 -17|0.3 5
4155 訊映|生技醫療|10 -11 -2|74 74 -8 -2|0.3 19
4157 太景*-KY|生技醫療|274 3731 1906|80 86 5 -0|0.4 13
4160 訊聯基因|生技醫療|26 25 17|81 81 11 54|0.7 11
4162 智擎|生技醫療|243 85 63|61 79 -5 -23|0.5 56
4163 鐿鈦|生技醫療|-22 -7 -29|83 83 -16 -17|0.3 13
4164 承業醫|生技醫療|5 37 6|75 75 -12 -21|0.3 40
4167 松瑞藥|生技醫療|-14 -25 -2|66 88 8 -13|1.0 29
4168 醣聯|生技醫療|-100 -44 na|64 85 -7 -15|0.3 8
4171 瑞基|農業科技|-54 -62 2|59 75 -11 -25|0.8 6
4173 久裕|生技醫療|6 17 6|91 91 -1 16|0.4 8
4174 浩鼎|生技醫療|498 673 na|89 89 -1 4|0.6 25
4175 杏一|生技醫療|12 -0 -4|64 64 -9 23|0.3 15
4190 佐登-KY|生技醫療|12 20 3|67 67 -13 -14|0.4 10
4207 環泰|食品工業|1 11 1|97 97 27 38|1.5 19
4306 炎洲|塑膠工業|-23 -24 -1|93 93 -1 6|0.5 9
4438 廣越|紡織纖維|-15 -6 -26|81 93 1 -1|1.1 8
4439 冠星-KY|紡織纖維|-32 -30 2|75 75 11 21|0.3 14
4503 金雨|電機機械|75 47 -5|68 68 -14 16|0.3 26
4506 崇友|電機機械|25 36 23|97 97 7 10|0.5 9
4510 高鋒|電機機械|10 17 20|75 75 19 44|0.1 10
4523 永彰|電機機械|22 16 19|68 68 -5 5|0.1 9
4526 東台|電機機械|-21 -14 -10|76 76 5 2|0.2 11
4532 瑞智|電機機械|2 -8 16|77 77 12 21|0.2 64
4533 協易機|電機機械|-42 10 -20|68 68 96 118|0.2 128
4536 拓凱|運動休閒|-31 -16 -30|72 72 -9 -27|0.4 37
4541 晟田|其他|-8 -6 -15|78 78 -12 12|1.5 20
4542 科嶠|電子零組|78 27 -6|100 100 101 100|4.8 35
4543 萬在|電機機械|-39 -17 -13|67 67 -7 76|0.7 68
4551 智伸科|汽車工業|-27 -19 -10|80 87 3 -10|0.3 17
4552 力達-KY|電機機械|2 2 4|95 95 -4 15|1.9 9
4560 強信-KY|電機機械|-37 -36 -5|93 96 -3 -3|1.4 6
4563 百德|電機機械|-29 -5 -4|92 92 53 40|0.6 31
4564 元翎|電機機械|-22 -12 18|81 81 -13 4|0.7 18
4566 時碩工業|電機機械|-23 -12 -14|72 72 -6 -4|0.1 24
4572 駐龍|電機機械|10 21 -27|97 97 28 36|1.1 177
4580 捷流閥業|電機機械|-6 1 2|94 94 3 12|0.5 9
4581 光隆精密-KY|汽車工業|23 12 -3|90 90 14 84|0.9 22
4583 台灣精銳|電機機械|-24 -20 -8|82 82 13 3|0.2 14
4707 磐亞|化學工業|150 33 32|100 100 6 10|2.2 8
4721 美琪瑪|化學工業|-69 -62 -24|62 74 -15 -25|0.5 19
4726 永昕|生技醫療|61 53 34|77 80 0 -2|0.2 22
4728 雙美|生技醫療|42 37 -37|68 68 -10 57|0.2 12
4736 泰博|生技醫療|-72 -67 -47|77 85 -6 -13|1.4 56
4739 康普|化學工業|-54 -53 -25|58 74 -16 -27|0.5 21
4743 合一|生技醫療|23 -22 -7|76 80 -6 -16|1.0 342
4744 皇將|生技醫療|95 30 11|70 70 -23 -1|0.2 13
4746 台耀|生技醫療|1 27 5|78 78 1 15|0.2 290
4747 強生製藥|生技醫療|6 30 1|79 79 43 72|0.2 41
4755 三福化|化學工業|-10 -12 6|84 84 4 6|0.1 27
4763 材料*-KY|化學工業|147 135 36|99 99 83 175|1.3 4095
4766 南寶|化學工業|-7 -6 -13|98 98 17 51|1.3 76
4768 晶呈科技|化學工業|-38 -23 -60|68 68 -1 -3|0.3 64
4770 上品|化學工業|-28 -10 -37|74 86 -7 -15|0.2 56
4904 遠傳|通信網路|6 5 1|90 90 -5 4|0.4 260
4906 正文|通信網路|-8 -7 -41|99 99 17 38|2.6 498
4908 前鼎|通信網路|9 -6 5|93 93 43 77|1.1 68
4909 新復興|通信網路|97 37 22|100 100 24 38|3.7 40
4911 德英|生技醫療|282 372 -95|79 79 -21 0|0.4 5
4912 聯德控股-KY|電子零組|-27 -43 -13|79 92 18 4|0.6 11
4915 致伸|電子零組|-32 -25 -14|100 100 8 13|0.8 147
4916 事欣科|電腦及週|52 45 -15|87 87 9 30|0.8 78
4919 新唐|半導體業|-12 -14 -2|81 81 -0 -13|0.4 370
4927 泰鼎-KY|電子零組|37 -2 9|84 84 -7 -5|0.6 34
4931 新盛力|電腦及週|-56 -37 -72|64 69 -24 -26|0.2 22
4933 友輝|光電業|20 16 40|100 100 52 46|4.8 23
4934 太極|光電業|40 30 -51|96 96 18 35|0.7 114
4935 茂林-KY|光電業|-54 -26 -6|87 93 -3 -8|0.7 8
4938 和碩|電腦及週|-13 -15 -11|93 93 6 18|0.5 743
4942 嘉彰|光電業|-13 -19 8|100 100 13 18|1.3 13
4945 陞達科技|半導體業|2 -20 24|91 91 24 32|1.1 5
4952 凌通|半導體業|-17 -30 12|92 94 -2 -4|0.4 5
4953 緯致|資訊服務|5 7 -9|69 69 2 8|0.3 217
4958 臻鼎-KY|電子零組|-22 -29 -21|80 87 -11 -13|0.8 203
4960 誠美材|光電業|1 -3 24|91 91 5 -6|0.7 43
4961 天鈺|半導體業|-8 -12 16|82 82 -6 -13|1.2 216
4966 譜瑞-KY|半導體業|-39 -46 -4|75 75 -12 -6|1.2 584
4967 十銓|半導體業|84 137 67|83 83 11 15|0.8 129
4968 立積|半導體業|-10 -13 -1|81 81 -9 16|0.2 196
4973 廣穎電通|半導體業|10 16 5|87 87 1 30|0.3 13
4974 亞泰|電子零組|13 -2 -7|98 98 5 5|0.4 12
4976 佳凌|光電業|-35 -31 -13|79 79 -10 -18|0.4 14
4977 眾達-KY|通信網路|-65 -50 -79|58 58 -36 -39|0.3 90
4979 華星光|通信網路|174 138 14|79 79 145 219|0.8 447
4989 榮科|電子零組|-12 -10 6|77 77 -2 -5|0.3 8
5009 榮剛|鋼鐵工業|1 10 -13|75 75 -17 8|1.1 530
5011 久陽|鋼鐵工業|-36 -24 -23|77 77 -16 -14|0.6 5
5203 訊連|資訊服務|7 4 -6|83 83 -3 -0|0.3 35
5209 新鼎|其他|59 98 7|78 78 -12 79|0.2 15
5210 寶碩|資訊服務|-38 -20 -7|91 98 25 -2|1.0 5
5222 全訊|半導體業|51 28 -3|91 91 2 35|1.7 208
5225 東科-KY|其他電子|-40 -28 -27|100 100 23 38|5.1 29
5227 立凱-KY|電子零組|86 127 -24|66 66 -26 -25|1.1 13
5234 達興材料|光電業|57 32 42|73 73 15 33|0.3 87
5236 凌陽創新|半導體業|165 54 70|99 99 42 65|0.7 73
5243 乙盛-KY|光電業|-33 -18 -26|75 75 -24 5|0.5 73
5258 虹堡|電腦及週|7 16 -22|75 75 17 9|0.3 457
5263 智崴|文化創意|-1 -12 -19|78 83 -4 -16|0.5 13
5269 祥碩|半導體業|24 7 10|75 75 -13 4|1.3 443
5274 信驊|半導體業|-46 -51 -38|87 87 -4 3|1.1 1228
5283 禾聯碩|電器電纜|-4 4 14|95 95 6 4|0.6 9
5284 jpp-KY|其他|37 41 -7|87 87 -9 40|2.0 305
5285 界霖|半導體業|-18 -24 -8|94 94 16 3|0.6 47
5287 數字|數位雲端|13 12 0|100 100 7 17|1.7 13
5288 豐祥-KY|電機機械|-9 -6 -27|89 89 -10 -3|0.1 6
5289 宜鼎|電腦及週|-28 -30 -13|83 83 -9 36|1.2 265
5299 杰力|半導體業|-32 -39 5|86 86 -7 -8|0.5 10
5306 桂盟|運動休閒|-37 -38 -11|89 90 -4 -5|0.2 13
5309 系統電|電子零組|-19 -17 -29|75 75 -17 -18|0.4 28
5312 寶島科|生技醫療|19 34 13|92 92 -1 38|0.4 9
5321 美而快|數位雲端|-2 4 -11|80 80 -6 2|1.0 16
5328 華容|電子零組|-3 19 9|85 85 -11 22|0.4 8
5340 建榮|電子零組|-10 -23 -8|95 95 35 46|1.6 220
5347 世界|半導體業|-23 -36 -10|71 73 -22 -24|1.2 426
5351 鈺創|半導體業|-39 -44 13|83 84 -5 -14|0.8 56
5353 台林|通信網路|-12 -3 -24|72 72 -18 9|0.4 16
5371 中光電|光電業|-18 -26 -6|99 99 11 28|1.7 330
5381 光譜|電機機械|342 537 338|100 100 47 223|6.0 27
5386 青雲|電腦及週|-8 -17 20|74 74 3 47|0.2 24
5388 中磊|通信網路|-26 -9 -35|100 100 23 42|0.5 572
5392 能率|光電業|-4 -8 9|100 100 20 15|0.7 17
5403 中菲|資訊服務|21 8 -7|95 95 2 40|0.5 23
5410 國眾|資訊服務|-25 6 -89|93 93 -1 -5|0.7 10
5425 台半|半導體業|-13 -6 -9|76 76 -7 -16|0.4 302
5426 振發|電腦及週|-33 -37 -34|77 77 13 1|0.2 9
5432 新門|綠能環保|-1 23 -12|95 95 45 69|1.1 27
5434 崇越|電子通路|-11 -11 -15|91 91 -7 -6|0.7 88
5439 高技|電子零組|53 58 33|79 79 12 41|0.3 318
5443 均豪|半導體業|-27 -37 -27|90 90 10 13|1.0 32
5452 佶優|其他電子|-5 -7 16|96 96 21 19|0.6 74
5457 宣德|電子零組|-13 -8 5|88 91 13 2|1.1 38
5464 霖宏|電子零組|-48 -47 -28|85 88 -5 -14|0.8 7
5465 富驊|電腦及週|34 30 20|67 67 -7 81|0.2 44
5469 瀚宇博|電子零組|-5 -10 6|100 100 34 64|0.7 306
5471 松翰|半導體業|-15 -26 19|78 84 -9 -16|0.7 9
5474 聰泰|電腦及週|12 -23 2|65 65 25 50|0.2 114
5478 智冠|文化創意|8 9 -0|88 88 -9 25|0.3 26
5483 中美晶|半導體業|-11 -5 -15|87 87 2 1|0.3 497
5488 松普|電子零組|-50 -26 -34|91 91 1 28|0.7 6
5508 永信建|建材營造|620 493 363|95 95 14 31|0.3 9
5511 德昌|建材營造|8 18 -7|85 85 29 141|0.2 31
5522 遠雄|建材營造|-12 -56 -15|90 90 -8 -1|0.5 13
5534 長虹|建材營造|-48 -46 -42|94 94 -4 1|2.3 54
5536 聖暉*|其他電子|-32 -17 -33|79 99 10 24|1.7 47
5607 遠雄港|航運業|-8 -12 -8|77 77 -3 -1|0.3 38
5608 四維航|航運業|-55 -54 -18|65 70 -10 -31|0.7 46
5609 中菲行|航運業|-52 -54 -10|97 97 6 15|0.4 12
5704 老爺知|觀光餐旅|-24 6 -15|65 65 -22 -29|0.4 11
5706 鳳凰|觀光餐旅|2959 2705 1415|59 59 -33 6|0.4 131
5864 致和證|金融業|-442 269 217|68 68 -3 71|0.2 27
5871 中租-KY|其他|14 14 -3|78 79 -10 -19|0.8 713
5876 上海商銀|金融保險|-0 26 2|86 93 -3 -7|1.2 141
5880 合庫金|金融保險|-8 12 -3|94 94 -0 5|1.0 261
5904 寶雅|居家生活|11 19 5|83 83 -5 -14|0.5 66
5905 南仁湖|觀光餐旅|2 54 29|81 81 -7 -10|0.3 6
6005 群益證|金融保險|26 113 77|93 93 6 23|0.3 47
6015 宏遠證|金融業|225 158 80|84 84 2 14|0.3 14
6016 康和證|金融業|63 434 263|88 88 13 31|0.3 31
6023 元大期貨|金融業|-0 -14 -11|99 99 9 16|1.0 6
6024 群益期|金融保險|-25 -40 -34|99 99 4 17|0.6 9
6026 福邦證|金融業|5436 1861 1407|92 92 0 20|0.3 19
6101 寬魚國際|文化創意|950422 348877 257550|76 76 20 13|0.4 18
6104 創惟|半導體業|-0 -15 24|87 89 -3 -11|1.6 171
6108 競國|電子零組|-17 -26 -7|94 94 9 12|2.1 7
6111 光聚晶電|文化創意|77 67 -103|72 72 -6 41|0.3 146
6112 邁達特|資訊服務|8 12 2|77 77 -12 52|0.1 101
6114 久威|電子零組|32 -8 20|87 87 14 20|0.3 23
6116 彩晶|光電業|-19 -25 7|86 86 -10 -11|0.3 132
6117 迎廣|電腦及週|-13 -11 0|99 99 138 151|0.5 73
6118 建達|電子通路|-21 -26 -13|55 66 -24 -33|0.2 8
6120 達運|光電業|21 43 63|78 78 38 45|0.2 63
6121 新普|電腦及週|-18 -17 -8|96 96 3 8|0.6 137
6122 擎邦|電機機械|125 156 71|100 100 35 153|0.7 137
6123 上奇|資訊服務|-9 -3 -18|91 91 -7 -0|0.7 5
6124 業強|電子零組|-13 -10 5|67 67 -2 34|0.2 8
6125 廣運|電機機械|17 22 -5|78 78 119 198|0.6 1472
6126 信音|電子零組|-8 -8 2|94 94 24 47|1.6 42
6127 九豪|電子零組|39 18 35|89 89 -3 28|0.6 8
6128 上福|電腦及週|-6 -11 -7|95 95 5 3|0.5 7
6129 普誠|半導體業|-19 -22 -25|71 78 -12 -15|0.3 18
6133 金橋|電子零組|-31 -37 -34|51 61 -24 -36|0.2 6
6138 茂達|半導體業|-13 -27 10|82 82 -11 -4|0.4 127
6139 亞翔|其他電子|30 30 -8|96 96 47 105|0.9 558
6142 友勁|通信網路|-53 -6 -73|75 75 -13 -13|0.2 8
6143 振曜|通信網路|34 32 -3|67 67 -20 -21|0.5 66
6146 耕興|其他電子|-7 -9 -12|98 98 14 4|1.6 94
6147 頎邦|半導體業|-5 -11 11|100 100 12 8|1.1 191
6148 驊宏資|資訊服務|4 407 289|67 67 0 117|0.1 26
6150 撼訊|電腦及週|10 29 62|66 66 -9 -4|0.3 58
6153 嘉聯益|電子零組|-34 -9 -8|77 86 -3 -6|0.4 28
6156 松上|電子零組|-15 -26 -4|98 98 14 14|3.2 21
6158 禾昌|電子零組|1 -7 13|90 90 29 26|0.3 18
6160 欣技|電腦及週|-23 -18 -28|68 68 -32 30|0.2 13
6161 捷波|電腦及週|-23 -21 10|78 78 5 39|0.2 21
6163 華電網|資訊服務|-6 -23 -33|65 65 -22 13|0.3 11
6165 浪凡|數位雲端|-11 -9 -8|100 100 17 24|1.3 13
6166 凌華|電腦及週|-10 1 -13|78 78 -1 4|0.1 28
6167 久正|光電業|-22 -15 -3|94 94 0 45|1.9 27
6168 宏齊|光電業|-6 -21 5|96 96 12 24|6.0 10
6170 統振|通信網路|27 -11 16|95 95 57 56|2.2 136
6173 信昌電|電子零組|6 -7 22|100 100 11 14|2.3 28
6176 瑞儀|光電業|-35 -12 -9|99 99 8 20|0.5 296
6177 達麗|建材營造|4664 1504 1061|99 99 3 4|1.1 20
6179 亞通|其他|-17 -11 -20|77 77 -9 -3|0.2 20
6180 橘子|文化創意|-18 -19 -9|80 83 -12 -14|0.2 26
6182 合晶|半導體業|-23 -22 -19|84 91 0 -2|0.4 110
6185 幃翔|電子零組|-30 -2 -22|68 68 -29 33|0.2 10
6186 新潤|建材營造|na na na|99 99 16 30|0.7 14
6187 萬潤|半導體業|-49 -58 -9|77 77 50 56|0.2 323
