# 2023-06 月末(2023-06-30)全池量化快照(1183 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
5478 智冠|文化創意|4 7 4|92 92 18 42|2.4 102
5483 中美晶|半導體業|-3 5 -10|96 96 5 14|1.0 567
5498 凱崴|電子零組|-33 -27 -9|94 94 16 16|0.4 16
5508 永信建|建材營造|262 127 113|100 100 19 25|1.4 13
5511 德昌|建材營造|31 40 9|100 100 116 138|0.4 85
5512 力麒|建材營造|7 19 5|90 90 3 20|0.7 31
5519 隆大|建材營造|-1 105 -14|100 100 4 11|0.7 6
5522 遠雄|建材營造|-94 -61 -24|99 99 13 11|0.5 41
5530 龍巖|其他|-2 5 -0|84 91 -7 -3|1.4 11
5531 鄉林|建材營造|-10 619 478|83 83 21 19|0.5 33
5533 皇鼎|建材營造|296 48 -201|98 98 9 11|2.8 8
5534 長虹|建材營造|-13 -39 -406|97 97 2 11|0.8 30
5536 聖暉*|其他電子|4 7 -25|72 97 14 51|0.6 43
5607 遠雄港|航運業|-12 -15 -18|87 87 -1 29|1.1 59
5608 四維航|航運業|-51 -51 -32|66 74 -13 -13|0.7 43
5609 中菲行|航運業|-54 -56 -25|100 100 8 33|2.7 38
5703 亞都麗緻|觀光餐旅|123 127 26|88 88 59 80|0.9 19
5704 老爺知|觀光餐旅|22 12 -145|90 90 13 40|2.5 83
5706 鳳凰|觀光餐旅|2013 1805 1021|91 91 74 84|0.6 1542
5864 致和證|金融業|888 396 329|100 100 94 162|1.0 56
5871 中租-KY|其他|15 13 -5|85 85 -10 -7|0.8 655
5876 上海商銀|金融保險|23 12 -10|87 95 -2 4|0.7 183
5880 合庫金|金融保險|9 32 18|99 99 7 8|1.1 185
5904 寶雅|居家生活|27 18 -1|96 96 5 31|0.9 178
5905 南仁湖|觀光餐旅|88 36 -30|93 93 15 20|0.7 41
5906 台南-KY|貿易百貨|53 45 -18|100 100 149 195|1.0 19
6005 群益證|金融保險|10 52 53|95 95 19 29|0.6 85
6015 宏遠證|金融業|193 75 31|95 95 12 17|0.7 22
6016 康和證|金融業|189 41 -26|97 97 30 43|1.2 57
6024 群益期|金融保險|-54 -32 -33|96 96 6 20|1.0 24
6026 福邦證|金融業|-1 105 139|96 96 27 32|0.5 35
6101 寬魚國際|文化創意|71252 24539 14505|77 77 -15 52|0.7 27
6104 創惟|半導體業|-29 -38 2|60 88 -4 28|0.5 200
6109 亞元|通信網路|-3 -12 -16|84 84 -11 9|0.5 7
6111 光聚晶電|文化創意|108 133 -99|89 89 68 63|3.0 651
6112 邁達特|資訊服務|22 24 13|99 99 81 123|0.5 320
6114 久威|電子零組|-45 -30 4|87 94 16 18|0.8 8
6115 鎰勝|電子零組|-15 -15 -2|100 100 4 10|0.7 7
6116 彩晶|光電業|-37 -29 6|94 94 4 22|1.6 312
6117 迎廣|電腦及週|-6 -18 -10|84 100 23 33|2.2 7
6118 建達|電子通路|-21 -9 -5|66 74 -12 -11|0.4 19
6120 達運|光電業|54 7 38|96 96 44 72|2.1 37
6121 新普|電腦及週|-15 -16 -10|99 99 5 18|0.9 176
6122 擎邦|電機機械|252 161 87|100 100 48 172|0.5 242
6123 上奇|資訊服務|-7 5 -13|97 97 7 34|0.4 9
6124 業強|電子零組|-5 -7 9|100 100 71 76|4.6 24
6125 廣運|電機機械|31 29 -5|100 100 140 176|1.7 941
6126 信音|電子零組|3 -7 1|100 100 36 51|2.0 27
6127 九豪|電子零組|12 -6 20|91 91 28 43|0.4 20
6128 上福|電腦及週|-18 -17 -17|97 97 -2 19|0.7 8
6129 普誠|半導體業|-26 -10 -19|76 84 -7 8|0.4 41
6133 金橋|電子零組|-41 -23 -35|60 71 -29 -23|0.4 15
6134 萬旭|電子零組|-11 -5 -3|82 82 -9 7|0.1 7
6138 茂達|半導體業|-41 -38 -5|91 91 -1 35|0.4 151
6139 亞翔|其他電子|17 17 -22|91 91 32 65|0.6 185
6140 訊達電腦|資訊服務|-24 -10 -14|86 86 0 22|0.2 7
6142 友勁|通信網路|44 49 -25|91 91 7 35|1.3 20
6143 振曜|通信網路|44 38 5|83 83 -16 30|0.6 190
6146 耕興|其他電子|-10 0 -7|93 93 -3 15|0.8 98
6147 頎邦|半導體業|-16 -22 1|96 96 0 18|0.6 229
6148 驊宏資|資訊服務|1206 456 334|96 96 168 309|1.3 306
6150 撼訊|電腦及週|44 -4 43|93 93 4 8|0.6 113
6153 嘉聯益|電子零組|27 4 -2|89 100 10 10|5.1 33
6156 松上|電子零組|-30 -26 -6|88 88 -3 4|0.4 6
6160 欣技|電腦及週|-24 43 31|78 78 12 74|0.2 103
6161 捷波|電腦及週|-16 -27 2|100 100 20 61|0.9 51
6163 華電網|資訊服務|-32 -14 -29|73 73 2 40|0.2 35
6164 華興|光電業|-17 -18 -1|91 91 9 30|0.8 10
6165 浪凡|數位雲端|-6 -5 -6|93 93 7 20|1.3 19
6166 凌華|電腦及週|27 19 -1|99 99 21 47|2.1 113
6167 久正|光電業|-11 -12 -9|88 88 26 52|0.2 30
6168 宏齊|光電業|-31 -36 -7|92 92 -6 37|0.6 14
6170 統振|通信網路|-55 -33 1|96 96 4 20|1.1 6
6173 信昌電|電子零組|-19 -24 12|96 96 13 28|0.4 20
6175 立敦|電子零組|-1 -6 12|93 93 2 19|0.3 10
6176 瑞儀|光電業|28 9 2|95 95 9 12|2.0 389
6177 達麗|建材營造|-61 -81 -140|97 97 0 9|0.6 9
6179 亞通|其他|7 53 43|96 96 22 53|1.4 55
6180 橘子|文化創意|-18 -6 1|89 89 11 26|2.3 168
6182 合晶|半導體業|-14 -13 -20|88 95 -1 13|1.6 144
6185 幃翔|電子零組|34 45 18|75 75 32 65|1.1 74
6186 新潤|建材營造|na na na|96 96 7 34|0.5 6
6187 萬潤|半導體業|-63 -67 -24|97 97 34 40|1.1 203
6188 廣明|電腦及週|-12 -1 -10|96 96 29 86|3.0 657
6189 豐藝|電子通路|-15 -16 6|99 99 7 18|1.0 16
6190 萬泰科|通信網路|-35 -31 -22|87 99 15 23|1.3 80
6191 精成科|電子零組|4 4 13|98 98 38 66|1.8 157
6192 巨路|其他電子|-1 11 7|99 99 9 18|0.5 7
6194 育富|電子零組|-14 14 28|89 89 27 27|0.4 20
6196 帆宣|其他電子|24 27 -18|94 94 7 20|0.8 117
6197 佳必琪|電子零組|-7 13 2|96 96 46 72|1.7 61
6198 瑞築|建材營造|na na na|85 85 92 107|2.5 26
6202 盛群|半導體業|-56 -58 -13|80 88 -8 2|1.0 89
6203 海韻電|電子零組|58 51 66|93 93 74 106|2.0 161
6205 詮欣|電子零組|-26 -28 -30|73 73 -11 1|0.5 110
6206 飛捷|電腦及週|-39 -46 -20|75 97 -2 12|0.8 14
6207 雷科|電子零組|-48 -20 3|98 98 10 17|1.1 7
6208 日揚|半導體業|20 10 -11|94 94 -2 10|0.8 6
6209 今國光|光電業|-27 -26 -14|86 86 9 14|0.2 20
6213 聯茂|電子零組|-30 -25 -3|83 83 -12 -3|0.6 74
6214 精誠|資訊服務|21 13 -3|98 98 46 67|0.8 265
6215 和椿|其他電子|-51 -45 -13|89 89 11 49|0.4 26
6216 居易|通信網路|-29 -40 -7|88 100 5 13|1.6 6
6217 中探針|電子零組|-39 -23 -16|74 94 5 9|1.7 55
6218 豪勉|通信網路|10 78 38|88 88 45 49|0.2 54
6219 富旺|建材營造|-91 35 76|91 97 18 21|1.6 14
6220 岳豐|電子零組|-9 -18 -3|79 98 6 12|1.0 17
6223 旺矽|半導體業|9 6 -3|98 98 29 54|0.5 602
6224 聚鼎|電子零組|-6 -10 5|87 91 -6 9|0.6 6
6226 光鼎|光電業|-28 -22 -13|82 91 -8 9|0.6 5
6227 茂綸|電子通路|-12 0 -2|86 86 -9 12|0.6 9
6230 尼得科超眾|電腦及週|1 10 -4|86 86 5 33|0.5 12
6231 系微|資訊服務|-12 -11 -5|76 76 -13 29|0.2 49
6233 旺玖|半導體業|-12 -7 -1|92 92 6 35|0.4 18
6234 高僑|光電業|50 81 53|80 80 31 47|0.1 43
6235 華孚|電腦及週|52 60 6|93 93 120 337|0.1 2328
6237 驊訊|半導體業|-50 -48 2|67 79 -12 -6|0.5 11
6239 力成|半導體業|-28 -24 -10|100 100 15 32|0.9 296
6242 立康|生技醫療|-15 22 -83|97 97 28 60|1.0 6
6243 迅杰|半導體業|13 38 41|98 98 52 95|1.4 108
6244 茂迪|光電業|-27 -6 -6|82 82 -6 25|0.4 198
6245 立端|通信網路|-32 2 -25|80 80 -6 13|0.4 365
6248 沛波|鋼鐵工業|60 46 -4|85 85 16 38|0.2 18
6257 矽格|半導體業|-31 -28 -20|97 97 -1 15|0.9 77
6261 久元|半導體業|-32 -37 -10|98 98 -1 14|0.7 10
6263 普萊德|通信網路|35 25 2|99 99 16 56|1.5 14
6266 泰詠|電子零組|67 66 19|99 99 36 90|0.4 84
6269 台郡|電子零組|10 13 2|87 94 -2 -2|0.7 139
6270 倍微|電子通路|-15 -25 -24|92 92 4 20|1.6 8
6271 同欣電|半導體業|-18 -20 -12|68 75 -8 -6|0.7 461
6274 台燿|電子零組|-19 -23 -1|90 90 14 54|0.7 386
6275 元山|電子零組|-14 -6 6|95 95 15 43|0.8 27
6276 安鈦克|電腦及週|-13 -12 6|100 100 160 256|4.3 86
6277 宏正|電腦及週|2 7 -1|98 98 6 14|0.6 20
6278 台表科|光電業|-17 -22 -3|94 96 4 9|0.5 117
6279 胡連|電子零組|20 23 -12|92 95 16 13|0.9 350
6282 康舒|電子零組|-31 -24 -23|96 96 29 65|0.6 1363
6284 佳邦|電子零組|-8 1 6|91 91 1 12|0.5 15
6285 啟碁|通信網路|32 39 -8|92 92 -8 16|1.4 765
6288 聯嘉|汽車工業|17 19 7|92 92 7 47|0.3 149
6290 良維|電子零組|-6 -12 -4|79 79 -11 12|0.7 110
6291 沛亨|半導體業|53 29 -2|88 88 81 159|0.7 32
6409 旭隼|其他電子|-7 -0 -21|95 95 11 24|1.2 255
6411 晶焱|半導體業|-15 -28 14|85 85 -7 33|0.5 64
6412 群電|電子零組|-10 -14 -7|96 96 18 36|0.7 44
6414 樺漢|電腦及週|25 24 -10|95 95 4 39|1.2 369
6415 矽力*-KY|半導體業|-48 -47 -24|59 59 -21 -13|1.0 1196
6416 瑞祺電通|通信網路|-8 -10 -15|85 85 -15 10|0.6 47
6417 韋僑|通信網路|27 24 -0|68 68 -4 41|0.5 99
6435 大中|半導體業|-39 -30 1|69 91 -2 2|0.3 7
6438 迅得|其他電子|10 20 -1|100 100 20 42|0.5 113
6441 廣錠|電腦及週|159 98 85|89 89 8 32|0.6 93
6443 元晶|光電業|49 31 -4|84 90 -8 9|0.4 163
6446 藥華藥|生技醫療|20 60 -354|56 66 -22 -32|0.6 634
6451 訊芯-KY|半導體業|-11 15 -35|100 100 32 15|6.5 16
6456 GIS-KY|光電業|-19 -30 -15|80 82 -7 -18|0.8 122
6461 益得|生技醫療|-10 40 75|76 89 14 -4|0.2 11
6462 神盾|半導體業|30 -3 -10|99 99 26 74|2.2 59
6469 大樹|生技醫療|-6 6 -13|87 87 5 32|1.6 197
6470 宇智|通信網路|-18 -9 -48|100 100 35 59|3.5 160
6472 保瑞|生技醫療|116 153 -70|92 92 1 101|1.2 1233
6477 安集|光電業|-2 -20 -66|86 89 4 15|0.2 53
6485 點序|半導體業|-7 -18 4|97 97 11 67|0.8 266
6486 互動|通信網路|13 33 19|99 99 13 31|1.6 13
6488 環球晶|半導體業|-1 8 -6|91 91 -3 14|0.7 513
6491 晶碩|生技醫療|29 11 3|75 75 -14 -15|0.5 167
6494 九齊|半導體業|-38 -34 8|63 84 -11 -8|0.7 8
6504 南六|其他|7 14 9|92 94 2 9|1.0 7
6505 台塑化|油電燃氣|-33 -24 -39|89 95 1 7|0.9 124
6508 惠光|農業科技|-49 -45 -43|78 94 -3 6|0.7 5
6509 聚和|化學工業|-11 -9 -14|91 91 -2 14|0.5 39
6510 精測|半導體業|-42 -34 -26|93 93 2 18|1.1 207
6515 穎崴|半導體業|43 18 -50|92 92 7 89|0.8 973
6516 勤崴國際|資訊服務|-16 25 -16|99 99 24 35|0.7 12
6517 保勝光學|光電業|-22 -19 -32|na 57 -10 64|0.5 126
6523 達爾膚|生技醫療|26 37 40|84 84 18 30|0.2 32
6525 捷敏-KY|半導體業|-26 -13 -10|97 97 2 11|0.9 15
6527 明達醫|生技醫療|15 19 -8|84 84 7 62|0.6 13
6531 愛普*|半導體業|-17 -30 11|89 89 0 81|0.5 1360
6532 瑞耘|半導體業|49 31 1|93 93 24 29|0.6 71
6533 晶心科|半導體業|-2 2 -32|80 80 -7 -7|0.5 604
6535 順藥|生技醫療|17155 5777 3096|93 93 48 60|0.9 76
6538 倉和|電子零組|30 25 6|90 90 31 55|0.2 25
6541 泰福-KY|生技醫療|649 1034 na|35 53 -16 -35|0.8 7
6546 正基|通信網路|-49 -48 -14|62 97 3 28|1.8 75
6547 高端疫苗|生技醫療|-100 -100 -27|40 80 8 -14|0.5 82
6548 長科*|半導體業|-19 -20 -14|48 94 10 46|0.5 62
6550 北極星藥業-KY|生技醫療|-67 -51 17|37 77 -17 -9|0.9 214
6556 勝品|光電業|-12 -12 -15|65 65 -23 10|1.6 14
6558 興能高|其他電子|-28 92 81|84 84 4 29|0.5 14
6561 是方|通信網路|0 5 -4|90 90 0 30|1.0 24
6568 宏觀|半導體業|-50 -20 -44|79 82 -3 -9|0.3 29
6569 醫揚|生技醫療|-6 -15 -25|91 91 27 42|0.6 17
6570 維田|電腦及週|3 12 -11|100 100 26 62|0.5 46
6576 逸達|生技醫療|-100 -97 -5746|63 65 -30 -9|1.4 29
6577 勁豐|電腦及週|175 81 61|83 83 78 96|2.1 74
6579 研揚|電腦及週|-8 -5 -18|91 91 30 52|0.7 123
6585 鼎基|其他|24 1 -3|95 100 21 52|4.3 5
6589 台康生技|生技醫療|-56 -46 -28|71 85 -7 -7|1.0 150
6590 普鴻|資訊服務|24 28 7|84 84 33 80|0.2 8
6591 動力-KY|電腦及週|-23 -27 4|96 96 7 26|0.8 16
6592 和潤企業|其他|30 28 0|100 100 24 48|0.9 180
6593 台灣銘板|資訊服務|22 17 22|99 99 21 72|3.7 8
6596 寬宏藝術|文化創意|401 148 -13024|84 84 32 38|1.3 72
6603 富強鑫|電機機械|-23 -23 -17|85 89 -5 -3|0.5 10
6605 帝寶|汽車工業|21 10 -3|100 100 28 66|0.9 92
6609 瀧澤科|電機機械|-7 -20 -25|82 82 -6 9|0.8 7
6612 奈米醫材|生技醫療|25 33 7|89 89 31 104|0.3 43
6613 朋億*|其他電子|40 26 -3|65 97 8 22|1.5 13
6625 必應|其他|245 379 24|96 96 186 248|0.2 215
6643 M31|半導體業|18 26 -8|98 98 61 84|0.5 482
6664 群翊|電子零組|5 -0 -16|94 94 22 45|0.9 80
6667 信紘科|其他電子|1 9 -17|94 94 19 35|0.5 21
6668 中揚光|光電業|-39 -33 -26|89 90 -2 9|1.2 10
6669 緯穎|電腦及週|-23 4 -45|100 100 31 73|1.0 2512
6670 復盛應用|運動休閒|-42 -32 -54|88 88 -4 5|1.0 100
6672 騰輝電子-KY|電子零組|-12 -22 11|100 100 11 27|1.1 61
6679 鈺太|半導體業|-32 -36 5|92 92 8 36|0.7 168
6680 鑫創電子|電腦及週|55 36 -1|94 94 41 65|0.4 5
6683 雍智科技|半導體業|-12 -8 -8|91 96 11 22|1.2 86
6689 伊雲谷|數位雲端|5 9 12|na 92 15 80|0.2 162
6690 安碁資訊|數位雲端|10 12 -43|79 79 -2 57|0.2 19
6691 洋基工程|其他電子|43 35 -4|100 100 24 73|1.1 250
6695 芯鼎|半導體業|-24 -9 9|na 91 6 11|1.6 18
6697 東捷資訊|資訊服務|0 -3 -9|94 94 81 109|0.8 19
6698 旭暉應材|其他電子|-11 -12 -37|86 86 -9 26|0.4 9
6703 軒郁|生技醫療|45 62 20|90 90 81 135|0.5 39
6706 惠特|光電業|-69 -74 -12|61 75 -16 -7|0.6 21
6712 長聖|生技醫療|1 9 -5|84 92 3 10|0.3 96
6715 嘉基|電子零組|-41 -25 -43|79 79 -19 5|0.2 24
6719 力智|半導體業|-57 -58 -23|61 80 -7 14|0.5 343
6732 昇佳電子|半導體業|0 -15 20|77 77 -3 51|0.7 172
6733 博晟生醫|生技醫療|1393 583 234|99 99 48 119|0.8 58
6741 91APP*-KY|數位雲端|13 13 1|91 91 30 41|0.8 169
6743 安普新|其他電子|-39 -13 6|89 89 25 95|1.2 149
6747 亨泰光|生技醫療|-14 -2 -10|87 87 -4 31|0.8 37
6751 智聯服務|資訊服務|31 26 6|73 73 8 133|0.2 16
6752 叡揚|資訊服務|8 20 -2|80 80 14 149|0.1 44
6753 龍德造船|航運業|-44 21 -78|na na -10 na|0.3 78
6756 威鋒電子|半導體業|-32 -44 -2|78 89 -3 16|0.5 67
6763 綠界科技*|數位雲端|9 8 4|86 86 13 39|0.1 36
6767 台微醫|生技醫療|44 47 -3|94 94 23 53|0.7 7
6768 志強-KY|運動休閒|-22 -6 -97|77 99 4 1|1.6 10
6770 力積電|半導體業|-50 -48 -28|63 88 -6 -4|0.6 319
6776 展碁國際|電子通路|15 2 6|92 92 15 62|0.4 29
6781 AES-KY|電子零組|-40 -34 -38|69 94 13 19|1.4 532
6782 視陽|生技醫療|-15 -20 -38|na 57 -18 -30|0.5 67
6788 華景電|半導體業|-40 -15 -33|97 97 1 53|2.1 116
6789 采鈺|半導體業|-31 -30 -7|na 95 15 32|0.8 554
6790 永豐實|造紙工業|3 12 4|100 100 12 17|1.3 12
6791 虎門科技|資訊服務|15 14 -0|na 80 45 152|0.5 16
6796 晉弘|生技醫療|51 25 18|74 92 2 41|1.4 11
6799 來頡|半導體業|-16 -25 -13|78 78 -5 58|0.3 121
6803 崑鼎|綠能環保|8 14 -3|98 98 19 30|0.5 10
6806 森崴能源|綠能環保|36 39 8|97 97 32 43|0.4 364
6811 宏碁資訊|數位雲端|-10 7 -7|na 80 9 82|0.2 87
6829 千附精密|半導體業|-30 -32 -11|83 83 54 73|0.1 113
6830 汎銓|其他電子|26 25 8|na 94 30 86|1.1 170
6835 圓裕|電子零組|-43 -22 -12|na 92 7 27|0.4 9
6841 長佳智能|生技醫療|38 47 -334|na na -8 na|2.1 50
6843 進典|電機機械|37 38 -9|na 87 -4 49|0.3 11
6854 錼創科技-KY創|半導體業|198 101 40|na 94 19 8|2.0 13
6859 伯特光|光電業|1 3 -13|na 81 -10 6|0.4 8
6861 睿生光電|生技醫療|-5 -5 -4|na na -18 na|0.2 7
6863 永道-KY|通信網路|11 8 na|na na -11 na|0.6 53
6869 雲豹能源|綠能環保|-60 -44 -613|na na 5 na|0.5 21
6873 泓德能源|綠能環保|208 82 5|na na -11 na|0.6 13
6874 倍力|資訊服務|11 5 -40|na 72 4 207|0.3 78
7402 邑錡|光電業|4 -9 -6|93 93 15 119|3.0 142
8011 台通|通信網路|-4 10 12|92 92 26 29|0.4 25
8016 矽創|半導體業|-4 -12 20|93 93 0 36|1.1 227
8021 尖點|其他電子|-34 -35 -11|93 93 3 3|0.5 20
8027 鈦昇|電機機械|-71 -71 -47|81 93 12 16|0.6 69
8028 昇陽半導體|半導體業|42 30 12|85 94 3 5|0.4 121
8033 雷虎|其他|4 -11 -13|87 87 19 68|0.3 208
8034 榮群|通信網路|1256 450 280|86 86 43 42|2.9 43
8038 長園科|電子零組|158 1088 376|85 85 27 38|0.2 72
8039 台虹|電子零組|-2 -20 -2|99 99 3 6|0.5 7
8040 九暘|半導體業|-43 -36 -31|75 85 -7 -10|0.4 11
8043 蜜望實|電子零組|-12 -8 9|89 89 -0 14|0.5 6
8044 網家|數位雲端|-18 -16 -5|71 73 -17 -1|0.8 21
8046 南電|電子零組|-36 -23 -28|91 91 0 19|0.6 1576
8048 德勝|通信網路|90 90 43|100 100 82 104|2.7 140
8049 晶采|光電業|14 7 -16|98 98 -1 32|1.1 19
8050 廣積|電腦及週|30 13 -16|100 100 7 9|2.5 207
8054 安國|半導體業|19 15 -7|86 96 2 13|0.6 24
8059 凱碩|通信網路|-88 -34 -1|86 86 27 64|0.5 18
8064 東捷|光電業|-23 -16 -15|99 99 6 22|1.1 22
8069 元太|光電業|-4 -1 -49|91 93 25 37|1.2 2295
8070 長華*|電子通路|-28 -27 -14|94 94 2 18|0.3 35
8072 陞泰|電子通路|-17 -16 -1|91 98 14 14|4.1 8
8076 伍豐|電腦及週|-11 -13 -11|95 95 34 40|0.8 208
8081 致新|半導體業|-12 -21 5|95 95 8 37|0.9 90
8083 瑞穎|電機機械|-42 -48 -6|88 95 5 -3|0.8 8
8084 巨虹|電子通路|-39 -8 -41|56 63 -28 -26|0.2 14
8085 福華|其他電子|-28 11 6|100 100 150 154|1.0 85
8086 宏捷科|半導體業|0 -24 25|96 96 6 35|0.6 148
8087 麗升能源|綠能環保|209 86 -114|95 95 55 100|1.2 23
8088 品安|半導體業|-2 -9 -6|99 99 22 58|0.7 123
8091 翔名|半導體業|19 -0 -9|88 88 9 14|0.2 49
8097 常珵|通信網路|-81 -93 -346|70 89 18 -5|0.2 47
8099 大世科|資訊服務|17 -1 -6|92 92 51 52|0.2 46
8104 錸寶|光電業|-16 18 -24|93 93 4 21|2.1 7
8105 凌巨|光電業|-14 -9 -5|95 95 9 26|1.6 74
8109 博大|電子零組|19 17 -9|97 97 8 14|0.5 9
8110 華東|半導體業|-28 -22 -18|100 100 6 23|1.3 19
8111 立碁|光電業|3 -2 15|83 83 -2 35|0.4 9
8112 至上|電子通路|-21 -31 2|96 96 10 36|1.2 176
8114 振樺電|電腦及週|-2 -10 -24|70 93 5 9|0.8 60
8121 越峰|電子零組|-30 -23 -13|90 90 6 14|0.2 14
8131 福懋科|半導體業|-32 -29 -23|98 98 -2 13|0.9 18
8147 正淩|電子零組|-28 -28 -27|83 83 -1 19|2.3 66
8150 南茂|半導體業|-23 -23 4|88 95 3 20|1.6 130
8155 博智|電子零組|-31 -27 -20|85 85 9 27|0.3 216
8163 達方|電腦及週|-4 -12 -7|97 97 5 24|1.1 36
8171 天宇|綠能環保|-14 -25 -63|79 79 -18 11|0.6 58
8183 精星|其他電子|-4 5 -33|77 89 -2 -1|0.4 24
8201 無敵|其他電子|18 -12 5|94 94 22 54|0.8 8
8210 勤誠|電腦及週|-3 10 2|100 100 109 132|2.7 1336
8213 志超|電子零組|-15 -28 8|97 97 2 16|2.6 58
8215 明基材|光電業|15 9 13|97 97 8 18|0.7 103
8222 寶一|電機機械|53 64 22|94 94 59 134|0.4 425
8227 巨有科技|半導體業|82 9 -47|na 84 -3 83|0.6 91
8234 新漢|電腦及週|-7 -21 -24|95 95 25 68|1.1 186
8240 華宏|光電業|-9 -23 4|100 100 14 14|0.6 5
8249 菱光|電子零組|3 -2 -16|99 99 9 24|1.2 7
8255 朋程|電機機械|26 23 3|87 87 -12 8|0.8 161
8261 富鼎|半導體業|-42 -36 -8|85 91 2 -0|0.4 79
8271 宇瞻|半導體業|-8 -10 -5|100 100 25 57|1.1 134
8277 商丞|半導體業|-26 -17 -27|97 97 29 57|2.2 16
8289 泰藝|電子零組|-37 -28 -15|81 81 -8 11|0.4 14
8299 群聯|半導體業|-37 -40 -13|96 96 14 34|0.9 662
8341 日友|綠能環保|-5 -15 -12|77 88 -4 -9|0.8 49
8349 恒耀國際|鋼鐵工業|29 20 7|83 94 2 13|0.7 20
8358 金居|電子零組|-36 -27 -1|90 90 3 20|1.4 350
8383 千附|半導體業|-43 -27 -26|89 89 -0 11|0.2 12
8390 金益鼎|綠能環保|-2 0 -7|92 92 14 17|0.2 16
8403 盛弘|生技醫療|-13 -17 -15|88 88 19 21|1.3 56
8410 森田|電腦及週|14 -1 6|100 100 65 65|0.6 7
8415 大國鋼|鋼鐵工業|-4 -6 -14|91 92 -1 -5|0.7 7
8420 明揚|運動休閒|17 23 -13|92 92 6 35|0.9 41
8422 可寧衛*|綠能環保|24 1 -55|98 98 13 20|1.1 57
8426 紅木-KY|其他|150 123 58|83 83 68 139|0.5 61
8431 匯鑽科|其他電子|-21 -23 2|94 94 0 32|0.9 12
8433 弘帆|居家生活|22 6 5|91 91 16 33|0.7 16
8436 大江|生技醫療|5 10 11|76 76 -11 15|0.3 99
8440 綠電|綠能環保|1 -4 -1|64 85 -6 -5|0.2 10
8442 威宏-KY|其他|-15 -6 -43|86 86 -8 5|0.4 6
8446 華研|文化創意|31 48 23|74 74 35 47|1.1 265
8454 富邦媒|數位雲端|4 7 -5|76 76 -21 16|0.7 360
8462 柏文|運動休閒|34 19 -3575|99 99 9 33|0.6 13
8464 億豐|居家生活|-19 -14 -5|94 94 3 23|0.8 116
8476 台境*|綠能環保|-49 -48 -265|92 92 9 34|0.6 13
8478 東哥遊艇|運動休閒|45 15 -3|92 92 11 102|0.5 1676
8905 裕國|其他|61 89 41|86 86 24 42|0.4 22
8916 光隆|其他|3 -13 -29|87 98 2 5|0.9 22
8924 大田|運動休閒|-57 -59 -49|77 77 -19 -7|0.5 35
8926 台汽電|油電燃氣|225 90 63|97 97 36 84|0.8 225
8927 北基|油電燃氣|19 10 -8|97 97 18 36|0.5 38
8930 青鋼|鋼鐵工業|11 2 -1|93 93 30 34|0.5 12
8931 大汽電|油電燃氣|31 31 -29|77 77 -18 65|0.5 19
8932 智通*|數位雲端|25 6 25|88 88 38 31|1.4 31
8933 愛地雅|運動休閒|-4 -7 -18|45 68 -12 -25|0.6 8
8936 國統|其他|18 1 18|100 100 21 49|2.3 71
8938 明安|運動休閒|-42 -30 -43|74 74 -19 -8|0.5 35
8940 新天地|觀光餐旅|229 119 -80|90 90 37 100|0.4 44
8942 森鉅|其他|-2 10 10|99 99 18 30|2.5 29
8996 高力|電機機械|117 96 33|100 100 50 103|1.2 1098
9802 鈺齊-KY|運動休閒|-15 -2 -42|70 84 4 -11|1.5 188
9904 寶成|運動休閒|-3 -3 -18|91 91 0 -6|0.8 128
9906 欣巴巴|建材營造|32 76 -450270|100 100 20 40|2.4 9
9907 統一實|其他|-20 -12 -2|95 95 2 16|0.8 59
9910 豐泰|運動休閒|-18 -19 -52|94 94 3 -3|1.9 227
9911 櫻花|居家生活|7 -4 -8|99 99 6 9|1.2 8
9914 美利達|運動休閒|-6 -6 -30|83 100 32 31|1.6 190
9917 中保科|其他|13 11 1|99 99 13 23|0.7 70
9919 康那香|其他|10 4 11|98 98 11 11|0.7 92
9921 巨大|運動休閒|-3 4 -5|91 99 31 11|1.0 283
9924 福興|居家生活|-9 -12 -6|100 100 4 11|0.6 10
9925 新保|其他|-3 -2 -2|98 98 1 6|1.6 7
9927 泰銘|其他|-11 -7 2|99 99 7 24|0.5 7
9930 中聯資源|綠能環保|13 9 2|99 99 14 19|0.7 9
9933 中鼎|其他|24 4 -14|85 92 -1 1|0.5 42
9934 成霖|居家生活|-9 -13 -10|92 92 3 5|0.4 6
9938 百和|其他|-45 -47 -30|80 85 -9 0|1.2 33
9939 宏全|其他|5 9 -7|99 99 10 26|0.9 181
9940 信義|其他|24 -7 10|93 98 4 11|1.0 6
9941 裕融|其他|18 17 0|99 99 11 28|0.7 123
9942 茂順|其他|21 37 18|93 93 23 41|0.4 79
9943 好樂迪|觀光餐旅|113 63 -1201|91 91 40 53|0.7 196
9944 新麗|其他|-26 -17 -10|94 94 11 10|0.6 10
9945 潤泰新|其他|66 10 -13|74 79 3 -17|0.7 171
9951 皇田|電機機械|25 21 5|97 97 7 14|0.5 7
9955 佳龍|綠能環保|91 27 41|81 81 -4 12|0.1 10
9958 世紀鋼|鋼鐵工業|19 67 59|100 100 47 62|2.2 288
9962 有益|鋼鐵工業|33 6 -16|92 92 5 35|0.7 11
