# 2025-04 月末(2025-04-30)全池量化快照(1105 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
3031 佰鴻|光電業|-8 -1 -10|71 73 -20 -18|0.5 5
3032 偉訓|電子零組|36 16 23|63 63 -18 -1|0.5 106
3033 威健|電子通路|49 42 8|86 89 -4 -7|0.5 37
3034 聯詠|半導體業|9 12 16|81 93 -1 1|0.8 1118
3035 智原|半導體業|312 193 147|50 70 -20 -29|1.3 1918
3036 文曄|電子通路|32 31 -28|73 100 3 4|1.5 453
3037 欣興|電子零組|19 14 -0|44 53 -32 -43|1.3 1744
3038 全台|光電業|-20 -17 0|76 87 -6 -3|1.1 9
3040 遠見|其他|3 1 10|78 78 -13 4|1.1 14
3041 揚智|半導體業|-20 -17 -30|66 66 -20 -22|1.8 17
3042 晶技|電子零組|13 15 -1|73 73 -10 -27|0.5 57
3044 健鼎|電子零組|15 15 1|77 87 -7 -8|0.7 264
3045 台灣大|通信網路|1 -0 -6|95 95 3 0|0.8 1125
3047 訊舟|通信網路|68 32 -41|48 61 -21 -32|3.9 22
3048 益登|電子通路|17 20 9|48 63 -15 -37|0.7 10
3050 鈺德|光電業|3 -1 -9|51 68 -16 -28|0.7 8
3051 力特|光電業|14 23 16|84 91 -4 -5|1.1 18
3055 蔚華科|電子通路|-72 -61 -9|48 61 -28 -41|0.6 12
3056 富華新|建材營造|943 12878 -1429|92 92 17 19|0.8 180
3059 華晶科|光電業|43 19 28|74 74 -1 6|0.4 96
3060 銘異|電腦及週|18 30 0|70 87 11 -9|1.7 37
3062 建漢|通信網路|21 34 20|56 56 -26 -36|0.6 35
3078 僑威|電子零組|44 47 52|76 76 -7 15|0.4 348
3081 聯亞|通信網路|64 41 8|50 50 -50 -19|0.2 735
3086 華義*|文化創意|-6 -1 -2|58 76 -16 -13|1.2 15
3088 艾訊|電腦及週|27 16 5|68 68 -20 3|0.5 88
3090 日電貿|電子零組|25 37 17|83 83 -3 6|0.4 51
3093 港建*|其他電子|391 342 241|78 82 -3 -17|1.5 6
3105 穩懋|半導體業|-24 -19 -16|50 72 -13 -28|2.1 372
3128 昇銳|光電業|35 26 4|70 70 -10 -9|0.5 19
3130 一零四|數位雲端|9 10 1|94 100 4 3|0.5 9
3131 弘塑|半導體業|62 39 13|44 51 -38 -39|1.7 340
3138 耀登|通信網路|-12 -12 -9|62 70 -20 -26|0.6 9
3141 晶宏|半導體業|-8 -0 5|56 62 -18 -36|0.6 12
3147 大綜|資訊服務|329 248 168|95 95 76 100|1.6 574
3149 正達|光電業|21 14 -4|67 77 -2 -22|0.5 68
3152 璟德|通信網路|-9 -3 -10|55 65 -24 -26|0.8 15
3162 精確|電機機械|129 198 113|75 75 17 25|0.8 163
3163 波若威|通信網路|28 0 27|73 73 -7 5|1.1 3064
3167 大量|電機機械|103 120 5|43 47 -25 -51|0.6 65
3169 亞信|半導體業|30 34 28|68 77 -11 -12|0.4 8
3188 鑫龍騰|建材營造|-67 -73 na|54 92 12 7|0.9 6
3189 景碩|半導體業|29 23 3|57 69 -23 -33|0.9 327
3207 耀勝|電子零組|24 23 -33|50 61 -6 -39|0.6 24
3209 全科|電子通路|134 47 43|89 93 16 -4|0.8 45
3211 順達|電腦及週|-32 -30 -7|76 76 -15 62|0.7 727
3213 茂訊|電腦及週|-47 10 14|69 69 20 5|0.5 132
3217 優群|電子零組|34 37 16|84 87 -1 -10|1.0 72
3218 大學光|生技醫療|-2 5 1|69 77 -10 -15|0.5 19
3219 倚強科|其他電子|97 114 81|52 65 -8 -20|5.9 6
3227 原相|半導體業|33 34 -4|74 74 -12 -12|1.2 544
3228 金麗科|半導體業|-37 -29 -55|32 57 -21 -31|1.2 63
3230 錦明|光電業|1 23 51|61 61 -26 -17|0.3 48
3231 緯創|電腦及週|70 44 15|82 82 -8 -11|0.8 3723
3234 光環|通信網路|30 42 42|56 56 -32 -30|0.5 19
3257 虹冠電|半導體業|3 -7 19|64 67 -19 -27|0.4 10
3260 威剛|半導體業|-6 -9 -19|73 86 11 -1|0.6 318
3264 欣銓|半導體業|-1 -2 5|95 95 8 32|0.8 504
3265 台星科|半導體業|13 8 -4|65 76 -19 -21|0.5 23
3287 廣寰科|電腦及週|7 -2 -15|81 96 44 17|3.8 95
3289 宜特|其他電子|1 7 -7|53 54 -24 -43|0.4 31
3290 東浦|電子零組|33 32 19|70 77 -12 -22|0.7 16
3293 鈊象|文化創意|27 28 -3|74 78 -12 -22|0.6 1499
3294 英濟|電子零組|-38 -25 -21|64 67 -29 -10|0.3 24
3297 杭特|光電業|24 17 12|91 98 60 46|1.6 51
3303 岱稜|其他電子|15 17 -6|68 68 -1 -16|0.4 20
3305 昇貿|其他電子|53 56 10|72 84 -11 -16|0.9 53
3306 鼎天|通信網路|31 3 21|66 72 -9 -21|1.0 6
3311 閎暉|通信網路|24 15 -1|96 99 18 1|1.4 6
3312 弘憶股|電子通路|55 45 22|50 76 3 -22|2.0 69
3317 尼克森|半導體業|18 26 15|72 72 -13 -15|0.7 5
3323 加百裕|電腦及週|-12 -6 10|63 63 -21 13|0.9 117
3324 雙鴻|其他電子|53 46 7|51 67 -23 -28|1.5 2285
3325 旭品|電腦及週|10 -13 9|48 67 -8 -25|1.0 7
3338 泰碩|電子零組|-4 18 14|54 66 -18 -26|0.8 14
3339 泰谷|光電業|-13 -6 -26|67 80 1 -16|2.4 16
3346 麗清|汽車工業|38 18 6|65 72 -12 -27|1.8 11
3356 奇偶|光電業|-6 -19 -7|83 91 12 -3|7.0 57
3357 臺慶科|電子零組|37 37 2|68 78 -13 -21|0.7 12
3362 先進光|光電業|11 10 3|45 57 -35 -43|0.7 93
3363 上詮|通信網路|46 53 26|52 52 -48 -12|1.7 126
3374 精材|半導體業|41 9 -1|48 57 -36 -36|0.5 251
3376 新日興|電子零組|-19 -1 -23|63 63 -13 2|0.9 2263
3379 彬台|電機機械|182 261 97|81 81 6 79|0.5 109
3380 明泰|通信網路|-24 -10 6|71 71 -21 -23|0.9 19
3390 旭軟|電子零組|-6 17 1|64 79 -8 -22|0.5 5
3402 漢科|其他電子|-3 -5 -20|69 74 -19 -20|0.4 10
3406 玉晶光|光電業|-3 2 -14|57 72 -17 -17|0.5 291
3413 京鼎|半導體業|43 47 7|69 77 -11 -22|1.4 187
3416 融程電|電腦及週|19 14 -6|73 73 -18 -3|0.4 25
3430 奇鈦科|化學工業|-20 14 -3|53 64 -16 -35|0.5 6
3434 哲固|光電業|26 11 -2|93 93 141 141|0.8 174
3438 類比科|半導體業|13 17 5|59 63 -16 -37|1.2 6
3443 創意|半導體業|32 23 19|61 69 -22 -19|1.1 1640
3444 利機|電子通路|11 28 6|44 68 -24 -28|1.2 15
3447 展達|通信網路|103 82 33|51 51 -4 -37|0.7 41
3450 聯鈞|半導體業|105 116 49|61 61 -39 -4|1.0 3591
3454 晶睿|光電業|15 26 27|76 76 -9 -3|1.9 65
3455 由田|光電業|89 9 7|65 65 -16 -32|0.5 19
3466 德晉|通信網路|-2 -64 -2|44 57 -22 -45|1.2 38
3479 安勤|電腦及週|30 24 19|83 83 8 -6|0.5 55
3481 群創|光電業|-7 13 10|81 83 -2 -16|0.8 847
3483 力致|電腦及週|-8 -3 -8|50 66 -20 -31|0.9 71
3484 崧騰|電子零組|20 29 -4|69 69 -8 -12|0.3 25
3491 昇達科|通信網路|31 50 -12|77 77 -17 24|0.7 992
3498 陽程|其他電子|121 110 -14|52 55 -24 -42|1.7 15
3501 維熹|電子零組|-1 11 -1|76 88 -3 -9|0.7 11
3504 揚明光|光電業|7 26 28|59 59 -24 -22|0.2 17
3511 矽瑪|電子零組|21 38 18|44 44 -34 -35|1.1 5
3515 華擎|電腦及週|98 108 50|67 67 -24 -16|0.4 58
3526 凡甲|電子零組|51 67 25|88 88 -1 -5|0.8 69
3528 安馳|電子通路|43 45 36|98 98 71 68|5.5 235
3529 力旺|半導體業|7 10 -5|73 73 -24 -17|1.1 1452
3530 晶相光|半導體業|12 9 -4|51 56 -30 -43|0.4 7
3532 台勝科|半導體業|-1 -1 10|44 64 -13 -34|0.5 20
3533 嘉澤|電子零組|22 27 0|62 62 -34 -29|1.2 1386
3535 晶彩科|光電業|16 -45 -383|43 59 -31 -41|1.9 33
3545 敦泰|半導體業|-9 -15 -16|67 68 -19 -28|0.7 43
3546 宇峻|文化創意|6 -7 -7|99 99 25 18|2.4 125
3548 兆利|電子零組|29 12 4|51 58 -26 -21|0.5 107
3551 世禾|綠能環保|16 12 -2|65 66 -28 -35|0.4 32
3552 同致|其他電子|10 -2 12|62 62 -21 -33|0.7 10
3557 嘉威|居家生活|-4 3 -9|62 62 -28 -29|0.8 9
3558 神準|通信網路|70 45 51|70 70 -4 22|0.4 120
3563 牧德|光電業|226 197 122|70 70 10 17|1.9 727
3564 其陽|通信網路|26 18 -9|40 60 -27 -42|0.5 6
3570 大塚|資訊服務|88 64 23|98 98 35 57|3.3 17
3580 友威科|其他電子|-17 -3 -1|61 69 -6 -24|4.6 42
3581 博磊|半導體業|-0 9 8|50 50 -22 -46|2.4 7
3583 辛耘|半導體業|30 25 -12|53 58 -28 -40|1.6 189
3587 閎康|其他電子|3 3 -3|51 57 -37 -44|0.6 46
3588 通嘉|半導體業|3 12 -9|52 60 -21 -41|0.6 9
3591 艾笛森|光電業|5 6 -19|62 72 -18 -24|0.5 18
3592 瑞鼎|半導體業|-7 -3 -21|72 81 -17 -7|0.7 67
3594 磐儀|電腦及週|63 48 35|70 70 -6 13|0.2 22
3596 智易|通信網路|10 2 8|97 97 31 51|1.1 442
3605 宏致|電子零組|36 33 9|69 69 -24 -17|0.3 181
3607 谷崧|電子零組|2 15 -11|63 69 -13 -34|1.0 6
3609 三一東林|電子零組|-48 58 66|67 67 -14 -1|0.1 5
3615 安可|光電業|-3 -11 -1|59 64 -8 -34|0.6 9
3617 碩天|其他電子|25 12 3|71 71 -21 -10|0.8 105
3622 洋華|光電業|-2 23 19|62 68 -10 -24|0.3 9
3624 光頡|電子零組|2 8 2|54 63 -20 -37|0.8 6
3630 新鉅科|光電業|31 10 -6|62 67 -18 -24|1.1 17
3645 達邁|電子零組|5 20 -15|60 60 -25 10|0.2 129
3653 健策|電子零組|66 67 33|63 63 -28 -32|0.9 986
3661 世芯-KY|半導體業|-7 0 -52|58 58 -32 12|0.8 5717
3663 鑫科|其他電子|178 115 5|50 58 -13 -41|3.5 44
3665 貿聯-KY|其他電子|34 32 17|74 74 -16 14|0.9 1607
3673 TPK-KY|光電業|-8 -11 -10|57 71 -19 -30|0.6 45
3675 德微|半導體業|-13 -9 -34|42 56 -21 -48|1.7 46
3679 新至陞|電子零組|24 43 19|84 84 -6 2|0.7 13
3680 家登|半導體業|77 20 -22|61 67 -24 -31|0.6 267
3687 歐買尬|數位雲端|16 4 -2|62 62 -18 -32|0.8 7
3689 湧德|電子零組|38 38 37|76 76 -10 -10|0.5 122
3691 碩禾|光電業|-39 -41 -154|36 67 -10 -32|0.9 18
3693 營邦|電腦及週|65 66 50|72 75 -14 -7|0.5 82
3694 海華|通信網路|31 17 15|65 65 -18 8|0.4 54
3701 大眾控|電腦及週|-1 -7 -3|52 59 -20 -21|0.8 10
3702 大聯大|電子通路|57 37 4|69 88 -5 -12|1.1 277
3703 欣陸|建材營造|11 22 14|61 76 -18 -15|0.6 19
3704 合勤控|通信網路|7 32 27|69 69 -22 -25|1.2 62
3705 永信|生技醫療|52 24 5|98 98 24 15|1.5 219
3706 神達|電腦及週|146 146 34|59 59 -28 13|0.4 538
3707 漢磊|半導體業|-8 -12 4|49 63 -19 -37|0.7 32
3708 上緯投控|綠能環保|9 14 3|47 68 -14 -30|0.7 31
3709 鑫聯大投控|電腦及週|102 60 13|95 95 59 34|3.5 123
3711 日月光投控|半導體業|18 12 7|70 74 -23 -16|0.7 1505
3712 永崴投控|電腦及週|24 97 27|62 62 -22 -8|0.5 42
3714 富采|光電業|0 3 -3|70 70 -23 -25|0.4 57
3715 定穎投控|電子零組|3 9 -3|55 61 -25 -40|1.8 76
4104 佳醫|生技醫療|5 7 2|98 100 6 4|1.4 19
4105 東洋|生技醫療|43 24 12|100 100 8 11|0.6 61
4107 邦特|生技醫療|2 6 -1|88 96 3 2|0.9 13
4109 加捷生醫|生技醫療|19 -18 -51|49 67 -19 -34|0.3 5
4111 濟生|生技醫療|32 20 6|99 99 10 18|1.0 11
4113 聯上|建材營造|-84 -7 -377185|35 68 -16 -23|0.5 11
4114 健喬|生技醫療|15 21 8|85 88 -3 -11|0.3 20
4119 旭富|生技醫療|18 16 -24|74 74 -16 -20|0.6 9
4123 晟德|生技醫療|-19 11 -7|63 70 -11 -29|0.5 24
4126 太醫|生技醫療|12 8 2|94 94 -2 4|0.4 7
4128 中天|生技醫療|8 11 1|53 58 -25 -39|0.8 32
4129 聯合|生技醫療|22 23 2|82 88 -4 -11|0.4 18
4137 麗豐-KY|生技醫療|-13 -16 -2|64 80 5 -21|0.4 11
4142 國光生|生技醫療|-91 626 451|67 77 -11 -20|0.7 23
4147 中裕|生技醫療|4 -1 -6|82 82 -4 1|0.3 59
4162 智擎|生技醫療|23 2 -113|74 74 -7 -13|0.4 73
4164 承業醫|生技醫療|151 57 37|73 73 -3 1|0.3 48
4167 松瑞藥|生技醫療|2 7 -12|74 86 -4 -15|0.8 11
4173 久裕|生技醫療|7 35 16|84 84 7 11|0.3 19
4174 浩鼎|生技醫療|-9 25 -345|44 59 -31 -40|3.7 38
4303 信立|塑膠工業|271 461 179|81 81 55 58|0.8 1063
4306 炎洲|塑膠工業|-10 -0 -22|71 85 -6 -14|0.6 18
4417 金洲|紡織纖維|52 42 23|95 95 6 12|0.3 9
4420 光明|紡織纖維|63 48 13|84 84 9 12|0.4 7
4438 廣越|紡織纖維|20 16 7|75 77 -15 -18|0.5 10
4503 金雨|電機機械|152 93 56|76 76 -11 2|0.2 24
4506 崇友|電機機械|40 29 18|89 98 5 6|1.1 7
4510 高鋒|電機機械|-23 -16 2|86 86 29 28|0.9 263
4513 福裕|電機機械|-44 -19 -4|27 58 -26 -41|0.5 7
4526 東台|電機機械|21 21 33|62 70 -13 -24|1.2 41
4532 瑞智|電機機械|22 36 5|99 100 16 10|1.4 105
4533 協易機|電機機械|-47 73 42|55 67 -14 -31|0.6 21
4534 慶騰|電機機械|11 11 -11|69 69 -3 -5|0.5 10
4536 拓凱|運動休閒|45 31 9|78 78 -11 -21|0.5 32
4540 全球傳動|電機機械|-5 -20 -13|64 64 -21 -12|0.7 56
4541 晟田|其他|-18 36 9|91 91 39 58|1.2 1470
4542 科嶠|電子零組|30 7 30|52 55 -30 -43|2.0 10
4549 桓達|電機機械|-15 -0 3|53 53 -34 -28|1.0 20
4551 智伸科|汽車工業|22 25 7|64 67 -11 -32|0.4 16
4555 氣立|電機機械|39 18 3|54 74 -9 -16|0.3 8
4557 永新-KY|汽車工業|24 40 12|74 74 -13 -24|0.6 12
4560 強信-KY|電機機械|45 29 -0|86 86 -5 -1|0.6 6
4561 健椿|電機機械|-4 -23 -15|63 64 -20 -24|1.4 11
4562 穎漢|電機機械|-1 13 1|62 67 -17 -24|1.2 21
4563 百德|電機機械|26 21 -3|57 68 -9 -28|0.6 16
4564 元翎|電機機械|59 70 51|66 77 -14 -18|0.4 25
4566 時碩工業|電機機械|21 21 -1|57 74 -10 -27|0.9 45
4569 六方科-KY|汽車工業|42 34 9|48 49 -19 -52|0.7 26
4571 鈞興-KY|電機機械|15 10 -17|55 55 -28 -10|0.8 80
4572 駐龍|電機機械|-24 -26 -20|91 91 15 17|1.2 312
4576 大銀微系統|電機機械|13 32 14|70 70 -19 -22|1.1 200
4580 捷流閥業|電機機械|-11 -4 -1|81 88 -8 -11|0.5 7
4583 台灣精銳|電機機械|10 13 2|70 70 -16 -12|1.4 584
4714 永捷|化學工業|69 130 26|63 74 -5 -22|0.3 13
4720 德淵|化學工業|-4 10 -1|68 79 -13 -18|0.5 7
4721 美琪瑪|化學工業|-38 -14 -7|62 67 -15 -27|0.5 8
4722 國精化|化學工業|8 2 -10|76 76 11 22|0.4 52
4726 永昕|生技醫療|28 75 9|54 67 -15 -33|0.6 6
4728 雙美|生技醫療|-1 41 24|100 100 72 79|1.9 32
4736 泰博|生技醫療|-20 -8 -14|82 84 -6 -16|0.5 16
4739 康普|化學工業|-0 -4 11|61 71 -18 -26|0.4 6
4741 泓瀚|化學工業|-22 -25 -13|43 59 -22 -39|0.7 5
4743 合一|生技醫療|-39 8 -28|35 48 -21 -52|0.7 110
4746 台耀|生技醫療|-14 6 -0|54 66 -17 -34|0.5 20
4749 新應材|半導體業|41 40 na|na na -41 na|0.5 267
4755 三福化|化學工業|15 4 -7|67 72 -17 -20|0.4 7
4760 勤凱科技|其他電子|43 57 5|63 78 -6 -23|0.6 8
4763 材料*-KY|化學工業|8 19 -8|73 73 -1 2|0.8 1455
4766 南寶|化學工業|8 14 2|90 91 5 17|0.9 149
4768 晶呈科技|化學工業|-10 -28 -49|43 55 -35 -47|0.5 22
4770 上品|化學工業|-30 -32 -44|55 67 -14 -26|0.4 156
4771 望隼|生技醫療|30 9 -2|63 93 27 0|1.2 38
4772 台特化|化學工業|25 5 na|na 65 -33 3|0.4 164
4903 聯光通|通信網路|141 59 12|53 55 -24 -35|0.9 18
4904 遠傳|通信網路|6 1 -7|91 91 -3 -4|0.9 531
4906 正文|通信網路|-25 -8 -10|62 76 -14 -22|1.2 52
4908 前鼎|通信網路|33 8 11|63 63 -26 -24|0.5 24
4909 新復興|通信網路|-91 -76 -350|37 54 -27 -46|1.0 240
4912 聯德控股-KY|電子零組|8 32 2|52 52 -38 -15|0.4 23
4915 致伸|電子零組|8 15 13|68 83 -9 -16|0.8 104
4916 事欣科|電腦及週|-11 -12 -10|82 82 30 44|1.4 376
4919 新唐|半導體業|-3 -1 8|53 66 -25 -27|0.7 94
4927 泰鼎-KY|電子零組|8 11 6|39 52 -33 -49|0.4 55
4931 新盛力|電腦及週|34 38 -14|86 86 15 128|1.1 1121
4933 友輝|光電業|28 26 9|94 94 8 18|1.1 46
4934 太極|光電業|-75 -77 3|38 65 -20 -35|1.3 6
4938 和碩|電腦及週|13 11 12|67 80 -16 -21|0.8 448
4946 辣椒|文化創意|1471 1262 895|100 100 347 366|1.9 46
4949 有成精密|光電業|-12 -4 25|na 100 189 155|5.3 216
4950 金耘國際|鋼鐵工業|1219086 621485 466156|68 68 -2 5|1.7 9
4952 凌通|半導體業|4 -4 -11|56 71 -21 -25|0.8 8
4953 緯致|資訊服務|12 9 -5|71 71 -5 -16|0.7 26
4956 光鋐|光電業|24 18 -4|50 55 -25 -43|0.8 16
4958 臻鼎-KY|電子零組|30 26 3|63 78 -18 -14|0.9 548
4960 誠美材|光電業|10 12 12|73 90 -7 -0|0.4 11
4961 天鈺|半導體業|16 28 2|77 88 -3 -20|1.3 138
4966 譜瑞-KY|半導體業|3 10 -5|61 69 -22 -26|1.6 366
4967 十銓|半導體業|81 78 33|42 76 -4 -20|0.3 82
4968 立積|半導體業|6 -1 -17|56 61 -32 -21|1.2 387
4971 IET-KY|半導體業|69 45 26|52 52 -1 25|0.5 173
4973 廣穎電通|半導體業|17 2 5|52 74 -17 -16|0.8 9
4974 亞泰|電子零組|30 29 -6|67 67 -13 -3|0.4 54
4976 佳凌|光電業|0 1 -22|48 71 -15 -28|2.1 9
4977 眾達-KY|通信網路|102 98 49|60 60 -36 -10|0.6 219
4979 華星光|通信網路|43 67 35|61 61 -37 7|0.8 2633
4991 環宇-KY|半導體業|59 31 -12|63 63 -33 50|0.7 1090
5009 榮剛|鋼鐵工業|-15 -10 -2|80 88 -9 -4|0.7 129
5201 凱衛|資訊服務|100 20 15|92 92 97 104|6.7 199
5202 力新|資訊服務|-7 -12 -37|82 84 16 -12|2.2 85
5203 訊連|資訊服務|10 16 4|70 70 2 6|0.4 47
5210 寶碩|資訊服務|7 -7 3|67 83 5 -15|2.4 12
5213 亞昕|建材營造|1240 926 630|69 95 11 17|0.6 13
5222 全訊|半導體業|-12 -4 -3|62 76 -12 -21|0.4 23
5225 東科-KY|其他電子|-2 -2 -12|70 77 -14 -9|1.7 81
5234 達興材料|光電業|17 18 15|64 67 -27 -29|0.4 92
5236 凌陽創新|半導體業|29 49 29|63 74 -13 -27|0.9 21
5243 乙盛-KY|光電業|5 19 -1|59 59 -24 -30|0.5 24
5244 弘凱|光電業|5 -1 -1|80 80 -6 8|2.2 97
5251 天鉞電|光電業|52 79 17|93 93 116 78|4.4 361
5258 虹堡|電腦及週|-13 -7 -3|50 61 -16 -41|0.9 39
5263 智崴|文化創意|6 17 -40|49 55 -30 -47|0.4 16
5269 祥碩|半導體業|16 32 5|72 75 -19 2|1.1 1272
5274 信驊|半導體業|110 104 -13|56 69 -15 -31|0.9 1364
5278 尚凡*|數位雲端|76 25 13|64 64 -13 1|0.5 6
5283 禾聯碩|電器電纜|9 14 4|76 81 -17 -19|1.0 11
5284 jpp-KY|其他|49 36 19|79 79 -20 -17|0.9 96
5285 界霖|半導體業|7 15 11|65 73 -7 -29|0.2 6
5288 豐祥-KY|電機機械|12 9 5|66 72 -24 -29|0.6 22
5289 宜鼎|電腦及週|28 21 7|72 83 14 -10|0.3 82
5292 華懋|綠能環保|74 37 13|79 82 -9 -13|0.4 5
5306 桂盟|運動休閒|24 23 6|62 72 -23 -28|0.6 15
5309 系統電|電子零組|2 -2 4|74 74 -6 6|0.6 96
5312 寶島科|生技醫療|-5 -2 -3|96 96 26 37|1.1 19
5314 世紀*|其他|213 182 na|74 74 32 371|0.5 158
5315 光聯|光電業|49 71 37|90 90 12 9|0.6 15
5328 華容|電子零組|23 22 22|70 70 -16 -18|0.5 7
5340 建榮|電子零組|10 20 -35|53 70 -12 -25|0.3 5
5347 世界|半導體業|27 24 7|67 88 -5 -9|0.6 409
5351 鈺創|半導體業|-30 -25 -38|55 74 -12 -27|2.6 21
5371 中光電|光電業|-5 -7 -7|52 67 -22 -18|0.4 174
5386 青雲|電腦及週|189 103 -39|58 62 -15 -35|0.6 11
5388 中磊|通信網路|-33 -30 -13|79 79 -14 -4|0.7 297
5392 能率|光電業|-3 -4 -2|73 79 -6 1|0.8 60
5403 中菲|資訊服務|21 21 5|92 92 2 9|0.7 9
5410 國眾|資訊服務|-2 137 85|79 84 4 -7|3.5 27
5425 台半|半導體業|51 43 27|60 71 -12 -28|0.7 39
5426 振發|電腦及週|62 66 36|57 63 -18 -10|1.0 11
5432 新門|綠能環保|-31 -5 17|45 59 10 -38|0.9 33
5434 崇越|電子通路|30 32 7|77 77 -15 -23|0.7 94
5438 東友|電腦及週|33 24 2|49 49 -12 -46|0.9 6
5439 高技|電子零組|83 54 42|74 74 34 61|1.2 1528
5443 均豪|半導體業|-28 -10 -55|45 53 -31 -43|1.9 167
5452 佶優|其他電子|6 1 -2|67 76 3 -23|0.9 28
5457 宣德|電子零組|24 31 -6|65 65 -21 -18|0.4 10
5469 瀚宇博|電子零組|19 15 12|71 83 -11 -17|0.6 56
5474 聰泰|電腦及週|-22 -6 -5|63 63 -22 -13|0.5 46
5478 智冠|文化創意|-16 -5 -12|69 75 -14 -19|0.7 9
5481 新華|其他|-0 1 0|87 87 -6 7|0.7 17
5483 中美晶|半導體業|-5 -2 -0|50 69 -6 -30|0.8 373
5484 慧友|光電業|27 13 -20|35 60 -24 -30|1.5 13
5489 彩富|其他電子|-7 0 -19|99 99 55 45|6.2 60
5493 三聯|其他電子|24 20 -0|63 70 -9 -29|0.8 8
5508 永信建|建材營造|-48 -70 -64|40 57 -2 -42|0.5 47
5515 建國|建材營造|9 26 -24|87 88 3 11|0.5 20
5519 隆大|建材營造|1 -27 -24|58 91 9 -3|0.6 18
5521 工信|建材營造|43 47 12|81 92 20 1|0.5 23
5522 遠雄|建材營造|-85 -58 -302|63 71 -20 -11|1.1 66
5530 龍巖|其他|40 14 9|77 77 28 47|0.1 85
5531 鄉林|建材營造|-40 -23 -211|74 91 1 4|1.8 28
5534 長虹|建材營造|110 135 -12|62 80 4 -0|0.7 123
5536 聖暉*|其他電子|52 61 26|88 88 -12 12|1.2 263
5607 遠雄港|航運業|8 12 -6|56 72 -19 -22|0.5 11
5608 四維航|航運業|-5 -0 -4|67 73 2 -10|0.2 27
5609 中菲行|航運業|31 29 -8|77 84 -8 -14|0.7 7
5706 鳳凰|觀光餐旅|45 53 4|72 85 -14 -4|0.7 9
5864 致和證|金融業|-260 -71 -62|64 75 -10 -24|0.5 6
5871 中租-KY|其他|-1 -1 -4|69 76 -1 -25|0.6 656
5876 上海商銀|金融保險|12 12 5|98 98 11 20|0.6 332
5880 合庫金|金融保險|21 11 3|92 96 -0 -5|0.7 204
5903 全家|居家生活|2 2 -3|100 100 10 11|1.0 38
5904 寶雅|居家生活|3 7 1|88 90 -1 -6|0.9 111
5905 南仁湖|觀光餐旅|-8 4 5|48 73 -15 -26|0.5 6
6005 群益證|金融保險|-21 1 -26|90 90 0 17|0.9 112
6015 宏遠證|金融業|-109 -62 -284|80 88 -0 -6|0.6 11
6016 康和證|金融業|-255 -119 -176|75 77 -18 -16|0.5 12
6023 元大期貨|金融業|-3 5 -11|88 91 -1 -4|0.9 15
6024 群益期|金融保險|38 25 -7|80 80 -16 -15|0.6 20
6026 福邦證|金融業|-193 118 99|82 89 -1 -5|0.5 7
6104 創惟|半導體業|78 68 29|78 78 -18 -0|2.1 575
6111 光聚晶電|文化創意|5 -4 -45|68 80 -10 -18|0.5 11
6112 邁達特|資訊服務|14 0 7|69 69 -10 3|1.7 109
6113 亞矽|電子通路|-11 -8 24|90 99 85 17|4.5 30
6117 迎廣|電腦及週|35 -1 -14|52 69 -3 -17|0.5 105
6120 達運|光電業|-3 -5 -11|65 81 -9 -19|1.1 10
6121 新普|電腦及週|9 6 8|84 86 -13 3|1.2 203
6122 擎邦|電機機械|26 -6 14|81 86 -9 -10|0.5 8
6125 廣運|電機機械|-21 5 40|47 64 -26 -30|0.6 103
6127 九豪|電子零組|4 15 -7|49 53 -33 -41|0.6 6
6128 上福|電腦及週|2 -1 -5|83 91 0 -5|0.6 7
6134 萬旭|電子零組|20 30 -21|48 50 -27 -42|1.2 7
6136 富爾特|通信網路|12 8 8|90 90 8 10|0.6 14
6138 茂達|半導體業|18 17 8|70 74 -11 -26|0.8 80
6139 亞翔|其他電子|-19 -37 -42|72 85 -6 3|0.7 728
6140 訊達電腦|資訊服務|77 76 50|95 95 81 83|3.6 411
6143 振曜|通信網路|53 22 -3|77 83 -5 -2|0.6 138
6146 耕興|其他電子|-1 -2 1|69 77 -17 -21|0.7 22
6147 頎邦|半導體業|20 20 12|84 95 -1 -1|1.5 143
6148 驊宏資|資訊服務|-40 155 112|96 96 189 145|2.3 2497
6150 撼訊|電腦及週|46 26 30|71 71 -15 -14|0.4 9
6151 晉倫|其他電子|23 20 5|51 51 -15 -47|2.6 11
6153 嘉聯益|電子零組|-13 -16 9|46 58 -21 -43|0.3 14
6156 松上|電子零組|76 90 39|66 73 3 -34|0.5 18
6160 欣技|電腦及週|-21 -2 -13|62 80 -9 -18|3.7 12
6163 華電網|資訊服務|17 37 -1|73 82 5 -12|1.9 9
6165 浪凡|數位雲端|11 11 5|100 100 25 11|2.4 113
6166 凌華|電腦及週|39 30 26|81 81 -1 8|0.6 82
6168 宏齊|光電業|14 3 3|65 67 -23 -30|0.6 5
6170 統振|通信網路|10 17 -9|85 85 5 4|0.4 17
6173 信昌電|電子零組|7 9 5|61 71 -13 -25|0.6 9
6175 立敦|電子零組|0 17 1|74 74 -22 -5|0.2 14
6176 瑞儀|光電業|11 13 -4|67 69 -26 -31|2.2 387
6177 達麗|建材營造|186 59 -270|65 88 10 6|0.5 94
