# 2024-03 月末(2024-03-29)全池量化快照(1277 檔)。欄位:代碼 名稱|產業|最新YoY 3月YoY 加速|距52週高% 距120日高% 60日漲% 120日漲%|量能x 日均值M
4755 三福化|化學工業|-4 12 15|97 97 28 18|2.2 140
4763 材料*-KY|化學工業|103 179 17|73 73 10 -9|0.4 2242
4766 南寶|化學工業|-19 14 16|93 93 11 49|1.1 250
4768 晶呈科技|化學工業|32 -8 14|98 99 22 18|1.6 517
4770 上品|化學工業|-45 -24 -10|96 96 36 49|1.4 388
4904 遠傳|通信網路|19 13 6|98 98 4 13|1.3 325
4905 台聯電|生技醫療|1104 531 352|77 77 7 19|0.9 7
4906 正文|通信網路|-31 -15 -9|86 86 -1 -7|0.6 250
4908 前鼎|通信網路|-11 67 41|88 88 17 50|0.6 536
4909 新復興|通信網路|297 198 125|99 99 162 266|0.5 369
4912 聯德控股-KY|電子零組|18 29 33|94 94 53 47|1.3 80
4915 致伸|電子零組|-29 -8 11|97 97 27 21|2.2 572
4916 事欣科|電腦及週|-1 1 -21|67 82 -10 -14|0.9 21
4919 新唐|半導體業|-20 -5 8|81 82 -12 -2|1.2 244
4927 泰鼎-KY|電子零組|-11 -8 4|59 70 -18 -27|1.4 44
4930 燦星網|電器電纜|2 22 20|92 92 11 31|1.6 16
4931 新盛力|電腦及週|-37 -30 7|66 93 7 -2|2.3 10
4933 友輝|光電業|7 54 19|86 86 7 12|0.4 23
4934 太極|光電業|-90 -87 -72|65 77 -5 -20|0.9 19
4935 茂林-KY|光電業|1 15 34|93 98 0 2|1.7 5
4938 和碩|電腦及週|-28 -22 -15|98 98 18 34|2.2 1397
4939 亞電|電子零組|-27 40 33|85 85 6 35|0.4 20
4942 嘉彰|光電業|-28 -3 13|95 95 5 4|0.7 15
4945 陞達科技|半導體業|30 78 45|86 86 37 70|0.7 120
4951 精拓科|半導體業|7 10 21|90 91 1 18|1.0 21
4952 凌通|半導體業|15 21 33|82 82 -11 -5|0.9 8
4953 緯致|資訊服務|10 19 7|85 94 6 22|0.5 314
4956 光鋐|光電業|-23 -11 -7|71 71 12 24|0.1 14
4958 臻鼎-KY|電子零組|-13 -7 7|100 100 16 28|3.0 774
4960 誠美材|光電業|-12 1 -9|90 90 -3 8|0.3 52
4961 天鈺|半導體業|-28 -12 -1|92 92 3 -2|2.4 1294
4966 譜瑞-KY|半導體業|22 31 43|71 71 -22 -5|0.8 1316
4967 十銓|半導體業|56 120 -46|84 84 -7 20|0.6 163
4968 立積|半導體業|44 37 38|83 83 9 45|0.4 767
4971 IET-KY|半導體業|23 4 20|85 87 -1 6|0.6 12
4973 廣穎電通|半導體業|1 8 2|95 95 8 34|0.5 37
4974 亞泰|電子零組|-34 -9 5|98 98 4 3|0.6 10
4976 佳凌|光電業|-11 -3 15|81 94 2 5|3.3 23
4977 眾達-KY|通信網路|-84 -82 -28|59 86 -3 -12|0.3 52
4979 華星光|通信網路|11 28 -74|63 68 -23 -13|1.0 711
4994 傳奇|資訊服務|34 23 22|86 86 90 93|0.7 57
5007 三星|鋼鐵工業|-10 10 12|98 99 6 6|1.9 6
5009 榮剛|鋼鐵工業|-7 -0 -6|81 95 1 9|1.5 235
5011 久陽|鋼鐵工業|-28 10 19|93 93 -6 21|1.0 23
5201 凱衛|資訊服務|360 130 102|94 94 19 21|1.4 34
5202 力新|資訊服務|81 34 30|85 85 35 47|1.0 33
5203 訊連|資訊服務|17 13 4|79 88 -12 1|0.9 25
5209 新鼎|其他|62 93 8|98 98 21 17|1.6 30
5210 寶碩|資訊服務|42 17 26|57 57 -32 70|0.2 19
5213 亞昕|建材營造|2298 956 -80|98 98 10 51|1.1 37
5215 科嘉-KY|電腦及週|7 44 21|69 69 -11 -6|0.5 9
5222 全訊|半導體業|9 14 -9|91 99 9 18|2.8 156
5225 東科-KY|其他電子|31 34 38|100 100 110 127|0.9 278
5227 立凱-KY|電子零組|-33 -20 -68|53 74 -14 -25|0.9 8
5234 達興材料|光電業|-4 -0 -20|91 91 61 49|1.3 563
5236 凌陽創新|半導體業|-28 8 -33|68 68 -18 16|0.3 48
5243 乙盛-KY|光電業|-8 -13 3|68 92 -0 -6|3.2 131
5244 弘凱|光電業|-29 2 -0|81 81 23 48|0.9 23
5251 天鉞電|光電業|30 -3 28|80 80 19 28|0.2 13
5258 虹堡|電腦及週|-8 -2 -9|93 93 14 20|1.4 520
5263 智崴|文化創意|3 13 5|84 87 -1 -2|0.4 16
5269 祥碩|半導體業|25 67 26|99 99 36 105|1.1 1870
5272 笙科|半導體業|-14 37 36|78 78 1 26|0.2 35
5274 信驊|半導體業|31 26 51|100 100 7 26|1.5 1400
5283 禾聯碩|電器電纜|-16 1 4|100 100 7 9|1.1 13
5284 jpp-KY|其他|16 1 -21|92 92 82 61|2.2 428
5285 界霖|半導體業|-27 -12 5|72 75 -13 -23|0.9 9
5287 數字|數位雲端|2 7 -3|99 99 4 1|1.2 16
5288 豐祥-KY|電機機械|-24 -3 5|98 98 9 14|1.2 13
5289 宜鼎|電腦及週|-8 4 20|90 90 -0 2|1.4 217
5292 華懋|綠能環保|-17 -8 na|na na 25 na|1.2 66
5299 杰力|半導體業|5 22 27|83 83 -13 -9|1.1 17
5306 桂盟|運動休閒|-41 -13 17|91 92 12 12|0.4 71
5309 系統電|電子零組|-0 1 8|75 90 -1 3|4.4 72
5310 天剛|資訊服務|-97 1231 895|90 90 118 98|1.7 34
5312 寶島科|生技醫療|0 5 -10|95 95 26 32|1.6 29
5314 世紀*|其他|1275 17095 10888|100 100 445 897|1.6 67
5315 光聯|光電業|-45 -39 -13|83 90 0 -4|0.4 5
5321 美而快|數位雲端|11 -8 -12|59 63 -14 -41|0.4 11
5328 華容|電子零組|-52 -29 -23|81 81 -6 8|0.4 11
5340 建榮|電子零組|30 21 22|70 75 -12 -22|0.6 34
5347 世界|半導體業|24 13 29|91 94 10 26|1.2 1758
5351 鈺創|半導體業|30 39 55|89 89 0 28|0.7 221
5353 台林|通信網路|28 4 -3|71 92 1 -6|0.6 7
5355 佳總|電子零組|-28 -12 -10|78 78 13 51|0.2 7
5356 協益|電腦及週|-32 34 36|99 99 17 19|1.5 18
5371 中光電|光電業|-12 -1 13|95 100 15 3|4.7 130
5381 光譜|電機機械|816 867 402|87 87 30 24|1.4 60
5383 金利|其他電子|-32 -23 -3|95 95 42 32|0.5 17
5386 青雲|電腦及週|171 87 81|93 93 52 69|1.2 158
5388 中磊|通信網路|-1 -5 -1|94 94 7 14|1.8 1174
5392 能率|光電業|-5 10 13|90 90 -1 -1|1.4 14
5403 中菲|資訊服務|-5 18 3|94 94 17 34|0.9 64
5410 國眾|資訊服務|-44 -24 -7|98 99 2 2|0.7 12
5425 台半|半導體業|-13 -13 -5|67 78 -22 -12|0.4 156
5426 振發|電腦及週|-36 -22 11|85 85 27 175|0.4 137
5432 新門|綠能環保|-34 29 -0|95 95 37 132|1.1 138
5434 崇越|電子通路|-2 -7 1|100 100 20 30|1.1 201
5439 高技|電子零組|-15 -6 -38|81 81 3 46|2.1 391
5443 均豪|半導體業|27 52 72|92 92 82 79|0.9 415
5452 佶優|其他電子|-15 1 8|84 84 5 9|0.4 74
5457 宣德|電子零組|-3 22 26|87 87 6 15|0.3 93
5465 富驊|電腦及週|-10 14 -9|74 86 -2 -8|0.3 29
5469 瀚宇博|電子零組|-19 -6 2|91 91 13 3|2.3 369
5471 松翰|半導體業|-8 20 25|90 90 -4 14|3.5 23
5474 聰泰|電腦及週|1 26 26|75 90 26 5|0.8 99
5478 智冠|文化創意|14 -2 -2|74 74 -1 58|0.3 131
5483 中美晶|半導體業|-4 4 6|89 89 10 39|1.8 2480
5488 松普|電子零組|-62 -28 -4|70 70 13 3|0.4 32
5493 三聯|其他電子|25 21 17|94 94 61 79|1.6 34
5498 凱崴|電子零組|-16 4 22|80 80 22 25|0.9 84
5508 永信建|建材營造|454 674 321|98 98 42 68|1.5 114
5511 德昌|建材營造|-19 11 -16|84 91 0 2|1.0 60
5512 力麒|建材營造|-33 21 -13|100 100 7 13|2.4 18
5515 建國|建材營造|10 -3 13|91 91 21 49|3.8 79
5519 隆大|建材營造|1663 864 602|100 100 40 75|1.1 61
5521 工信|建材營造|19 43 15|86 86 -8 71|0.6 115
5522 遠雄|建材營造|-81 1 33|93 93 1 1|1.1 49
5525 順天|建材營造|-53 -62 -302|99 99 23 29|0.8 10
5529 鉅陞|建材營造|18 -8 -62|90 90 25 29|1.2 12
5530 龍巖|其他|-9 20 10|95 95 6 12|0.8 14
5533 皇鼎|建材營造|-95 14 -188|92 92 0 19|0.5 11
5534 長虹|建材營造|13 25 -362|100 100 14 20|1.9 79
5536 聖暉*|其他電子|-28 -0 9|96 96 14 24|1.2 103
5603 陸海|航運業|-31 -17 -7|100 100 8 18|2.7 6
5607 遠雄港|航運業|2 13 16|78 87 -3 13|0.5 56
5608 四維航|航運業|2 -15 26|73 77 -10 -6|0.6 35
5609 中菲行|航運業|-0 -5 31|99 99 9 13|0.6 36
5706 鳳凰|觀光餐旅|258 93 -1381|56 83 -4 5|0.6 31
5864 致和證|金融業|-25 12 -63|63 99 14 6|1.8 26
5871 中租-KY|其他|10 8 -3|76 88 -8 -7|0.7 748
5876 上海商銀|金融保險|8 4 -5|100 100 6 13|2.5 201
5880 合庫金|金融保險|7 11 -7|94 97 0 3|1.1 249
5903 全家|居家生活|15 9 -1|87 96 -1 -4|0.5 9
5904 寶雅|居家生活|29 8 -5|84 88 -12 1|0.6 113
5905 南仁湖|觀光餐旅|10 -11 -21|81 88 -2 -4|0.8 7
6005 群益證|金融保險|35 49 -28|100 100 21 31|1.3 215
6015 宏遠證|金融業|45 186 85|92 98 14 17|1.5 39
6016 康和證|金融業|68 75 268|98 98 25 25|1.1 102
6023 元大期貨|金融業|-31 5 13|99 99 34 40|1.5 28
6024 群益期|金融保險|-13 4 16|97 97 10 22|0.9 24
6026 福邦證|金融業|110 226 -477|98 98 25 35|1.0 64
6101 寬魚國際|文化創意|-17 1878 -110687|89 99 3 14|0.5 8
6104 創惟|半導體業|-3 27 22|78 78 -12 3|0.4 157
6108 競國|電子零組|-9 -1 8|89 89 4 5|0.3 16
6109 亞元|通信網路|-47 -34 -5|78 87 1 8|0.5 6
6111 光聚晶電|文化創意|250 221 113|73 83 -6 7|0.3 47
6112 邁達特|資訊服務|12 12 -3|85 86 -4 8|0.4 78
6113 亞矽|電子通路|-58 -45 -9|64 64 80 106|0.1 34
6115 鎰勝|電子零組|-29 6 13|96 96 14 16|1.1 14
6116 彩晶|光電業|-1 2 17|75 86 -7 -9|0.5 80
6117 迎廣|電腦及週|63 57 42|94 94 5 132|0.5 467
6118 建達|電子通路|-1 -5 4|63 80 -17 -13|1.0 7
6120 達運|光電業|46 79 20|85 92 22 1|0.4 83
6121 新普|電腦及週|-20 -8 2|81 81 12 37|2.8 2025
6122 擎邦|電機機械|-24 34 -85|91 91 17 48|0.9 244
6124 業強|電子零組|-62 -24 -10|71 91 15 20|0.4 16
6125 廣運|電機機械|-66 -50 -44|82 92 49 36|1.7 1899
6126 信音|電子零組|-14 2 9|91 91 25 31|0.9 142
6127 九豪|電子零組|-2 18 2|85 85 -2 17|0.3 21
6128 上福|電腦及週|7 4 9|98 98 15 18|2.3 19
6129 普誠|半導體業|-50 -25 -4|74 85 -9 -5|0.9 22
6134 萬旭|電子零組|-24 -21 1|72 87 3 2|0.3 6
6136 富爾特|通信網路|5 -4 -7|91 91 3 24|0.4 9
6138 茂達|半導體業|41 58 46|85 85 -4 43|0.3 335
6139 亞翔|其他電子|74 123 50|100 100 58 110|2.6 2507
6140 訊達電腦|資訊服務|-57 4 13|59 59 18 51|0.1 25
6141 柏承|電子零組|20 75 63|82 82 12 6|0.4 8
6143 振曜|通信網路|-29 -24 -30|83 83 3 24|0.6 148
6146 耕興|其他電子|-9 -6 -1|87 87 6 -1|2.3 316
6147 頎邦|半導體業|-6 -6 4|100 100 9 16|2.1 647
6148 驊宏資|資訊服務|-71 -24 -164|62 78 -7 6|0.5 8
6150 撼訊|電腦及週|-6 -3 -54|80 89 1 11|0.6 130
6152 百一|通信網路|-39 -44 -3|82 90 -1 3|0.4 6
6153 嘉聯益|電子零組|-38 -5 16|78 88 -8 -6|0.6 39
6156 松上|電子零組|-33 -1 14|86 86 -9 6|0.5 14
6160 欣技|電腦及週|-24 -28 -27|57 84 -3 -10|0.6 11
6161 捷波|電腦及週|-2 16 25|91 91 16 23|0.4 40
6163 華電網|資訊服務|-69 -14 6|81 90 18 33|1.7 87
6164 華興|光電業|-22 8 16|81 81 19 33|0.3 19
6165 浪凡|數位雲端|6 0 7|73 73 8 14|0.4 99
6166 凌華|電腦及週|-21 -14 -7|81 92 14 11|3.1 65
6167 久正|光電業|-50 -32 -8|83 85 1 0|0.4 15
6168 宏齊|光電業|-26 -4 9|82 82 -8 6|0.3 27
6170 統振|通信網路|25 25 16|85 89 -1 -2|0.4 36
6171 大城地產|建材營造|-100 na na|100 100 38 61|1.3 5
6173 信昌電|電子零組|-13 -1 2|83 83 -7 -0|1.0 22
6176 瑞儀|光電業|-0 9 21|90 90 29 37|2.1 1649
6177 達麗|建材營造|-90 2648 1199|99 99 20 32|1.5 57
6179 亞通|其他|15 10 -15|98 98 21 24|2.5 80
6180 橘子|文化創意|72 12 19|93 94 0 10|0.5 57
6182 合晶|半導體業|-28 -30 -6|81 81 -11 -11|0.8 130
6186 新潤|建材營造|2579 904 na|100 100 14 30|1.0 49
6187 萬潤|半導體業|255 160 151|84 84 78 142|0.1 221
6188 廣明|電腦及週|-15 -14 -2|80 93 23 18|3.2 596
6189 豐藝|電子通路|1 46 25|97 97 56 86|2.0 427
6190 萬泰科|通信網路|-6 5 24|90 97 17 7|1.3 94
6191 精成科|電子零組|-12 3 4|96 96 14 18|2.1 407
6192 巨路|其他電子|-14 11 4|99 99 14 18|0.8 23
6194 育富|電子零組|-26 20 2|83 83 -1 13|0.3 8
6196 帆宣|其他電子|-23 12 3|100 100 22 22|1.0 285
6197 佳必琪|電子零組|-5 39 17|100 100 67 95|2.2 654
6198 瑞築|建材營造|5 na na|100 100 61 58|1.2 16
6201 亞弘電|其他電子|-20 17 2|95 95 16 31|0.6 10
6202 盛群|半導體業|-60 -51 3|76 78 -17 -13|0.8 57
6203 海韻電|電子零組|-59 -9 -44|79 89 -4 -7|0.5 32
6204 艾華|電子零組|-26 35 17|90 90 18 110|0.8 115
6205 詮欣|電子零組|-44 -30 5|88 88 4 10|0.6 68
6206 飛捷|電腦及週|20 22 42|97 97 12 18|1.2 67
6207 雷科|電子零組|39 36 34|99 99 25 33|1.1 85
6208 日揚|半導體業|-3 -9 -10|93 93 19 23|0.8 44
6209 今國光|光電業|-41 -22 2|79 89 -6 -6|2.1 14
6213 聯茂|電子零組|-17 -2 5|100 100 19 10|2.5 245
6214 精誠|資訊服務|2 13 6|97 97 7 13|1.0 96
6215 和椿|其他電子|-19 4 35|96 96 38 42|7.2 16
6216 居易|通信網路|42 77 52|96 96 17 26|1.2 25
6217 中探針|電子零組|-31 -11 5|81 83 4 -2|0.4 111
6218 豪勉|通信網路|29 12 -17|70 86 16 -3|0.2 12
6219 富旺|建材營造|9477 3518 2117|100 100 55 62|0.5 66
6220 岳豐|電子零組|16 11 16|79 79 -7 -16|0.8 7
6223 旺矽|半導體業|6 15 5|92 92 51 52|0.3 793
6224 聚鼎|電子零組|-23 -4 -1|83 93 -3 4|0.8 10
6227 茂綸|電子通路|-41 -15 -4|92 92 54 51|3.0 120
6229 研通|半導體業|-43 17 36|72 72 13 22|0.2 17
6230 尼得科超眾|電腦及週|-46 -40 -22|87 87 57 31|0.4 59
6231 系微|資訊服務|7 16 15|80 80 -7 66|0.3 314
6233 旺玖|半導體業|-9 -2 11|87 87 7 73|0.2 106
6234 高僑|光電業|100 28 -22|74 93 8 -4|3.1 38
6235 華孚|電腦及週|8 20 -17|61 68 -6 -28|0.6 517
6237 驊訊|半導體業|-30 -21 10|82 82 -3 60|0.2 70
6239 力成|半導體業|13 16 24|100 100 40 98|1.3 2648
6243 迅杰|半導體業|-20 -5 -33|76 76 -10 47|0.1 62
6244 茂迪|光電業|-52 -31 -4|68 93 -1 5|1.9 62
6245 立端|通信網路|-27 -27 -6|79 82 -11 11|0.4 97
6248 沛波|鋼鐵工業|-40 30 6|99 99 19 26|1.3 32
6257 矽格|半導體業|13 10 21|94 94 7 25|2.1 553
6261 久元|半導體業|17 22 33|100 100 16 28|2.0 31
6263 普萊德|通信網路|-29 5 -4|89 89 13 28|0.4 56
6265 方土昶|電子通路|-23 3 32|74 74 14 16|0.2 13
6266 泰詠|電子零組|-22 -18 -23|78 98 7 2|0.7 14
6269 台郡|電子零組|-32 -24 -8|93 99 3 3|1.3 200
6270 倍微|電子通路|-47 -41 -7|80 80 -4 9|0.1 7
6271 同欣電|半導體業|-4 1 16|87 87 -5 2|0.7 176
6274 台燿|電子零組|-6 13 18|97 97 49 31|1.8 3164
6275 元山|電子零組|-23 11 3|94 94 40 43|0.5 648
6276 安鈦克|電腦及週|-7 -11 -16|55 55 -35 24|0.1 22
6277 宏正|電腦及週|-7 -13 -5|97 100 2 4|1.3 8
6278 台表科|光電業|3 11 28|97 97 17 19|1.4 338
6279 胡連|電子零組|8 24 9|98 98 9 13|1.0 151
6281 全國電|電子通路|5 -7 -2|99 99 3 4|1.9 15
6282 康舒|電子零組|17 43 25|69 85 -4 -10|0.5 237
6284 佳邦|電子零組|6 29 17|95 95 0 39|1.8 271
6285 啟碁|通信網路|-9 1 -13|93 93 2 15|1.1 1277
6288 聯嘉|汽車工業|27 38 19|92 92 5 10|0.3 112
6290 良維|電子零組|-6 9 10|90 90 39 46|1.3 1136
6291 沛亨|半導體業|-15 4 -43|57 66 -21 -24|0.8 18
6292 迅德|電子零組|-33 -23 -5|89 89 31 68|0.9 48
6294 智基|文化創意|15 1 2|98 98 7 7|1.8 13
6409 旭隼|其他電子|-21 -3 12|81 92 0 6|0.6 299
6411 晶焱|半導體業|-20 13 -0|80 80 -13 -2|0.8 41
6412 群電|電子零組|-3 -2 6|92 92 29 50|0.8 143
6414 樺漢|電腦及週|-10 8 -2|100 100 42 43|2.9 1158
6415 矽力*-KY|半導體業|-13 7 29|64 66 -24 8|0.8 920
6416 瑞祺電通|通信網路|-39 -26 -5|100 100 39 60|0.9 171
6417 韋僑|通信網路|6 4 -4|57 88 -2 -10|0.4 12
6419 京晨科|光電業|298 270 113|76 76 4 18|1.2 15
6425 易發|電機機械|186 148 137|100 100 232 249|2.3 214
6426 統新|通信網路|-26 -0 27|79 79 -1 1|0.4 15
6435 大中|半導體業|25 47 34|87 87 -10 10|0.3 17
6438 迅得|其他電子|-29 -19 -12|97 97 17 23|0.9 201
6441 廣錠|電腦及週|-47 -22 -41|61 78 -17 -15|0.8 5
6442 光聖|通信網路|19 24 27|91 91 119 90|1.6 316
6443 元晶|光電業|-47 -41 -31|74 94 0 4|2.6 170
6446 藥華藥|生技醫療|91 126 44|71 86 -3 -4|0.7 314
6449 鈺邦|電子零組|0 30 -3|95 95 13 9|0.8 21
6451 訊芯-KY|半導體業|-39 -18 -9|79 79 22 26|0.5 626
6456 GIS-KY|光電業|-26 -21 15|76 90 -10 3|2.1 40
6457 紘康|半導體業|-3 47 31|63 63 -30 -4|1.3 10
6462 神盾|半導體業|-8 35 11|81 81 111 221|0.8 2274
6464 台數科|其他|9 -1 1|95 99 2 -1|2.1 8
6469 大樹|生技醫療|17 10 -0|79 79 -12 -15|0.5 58
6470 宇智|通信網路|-45 -37 -19|62 81 -12 -18|0.7 17
6472 保瑞|生技醫療|-44 -41 -96|81 93 2 -1|0.9 661
6477 安集|光電業|-63 -38 4|74 96 7 2|1.6 39
6485 點序|半導體業|-45 -36 -24|68 68 -27 -22|0.4 34
6486 互動|通信網路|-4 21 -5|99 99 13 20|0.8 27
6488 環球晶|半導體業|-16 -12 -7|94 94 -3 27|2.2 1853
6491 晶碩|生技醫療|28 17 5|98 98 17 18|1.0 301
6492 生華科|生技醫療|0 0 -0|73 73 -13 2|1.1 9
6494 九齊|半導體業|-23 43 43|76 76 -10 12|0.4 20
6504 南六|其他|-13 6 3|83 83 -9 -3|0.7 7
6505 台塑化|油電燃氣|-10 -9 7|78 81 -14 -13|1.6 269
6509 聚和|化學工業|-8 -0 13|84 94 0 2|0.5 17
6510 精測|半導體業|-15 -8 22|84 88 -6 -11|0.8 61
6515 穎崴|半導體業|-2 -27 -3|80 85 -9 9|0.4 444
6517 保勝光學|光電業|-28 -7 8|51 89 -1 15|6.4 19
6523 達爾膚|生技醫療|40 39 3|98 98 15 23|1.6 33
6525 捷敏-KY|半導體業|-13 1 13|91 96 0 1|1.0 7
6526 達發|半導體業|29 23 na|na na 10 na|0.6 600
6530 創威|通信網路|40 20 17|88 88 19 46|0.8 161
6531 愛普*|半導體業|-1 23 22|74 74 -12 2|0.4 1236
6532 瑞耘|半導體業|15 10 1|85 85 20 20|0.3 34
6533 晶心科|半導體業|-52 42 29|77 77 -5 13|0.6 421
6534 正瀚-創|生技醫療|-7 114 na|na na 7 na|0.3 5
6535 順藥|生技醫療|-99 -37 -2090|94 94 163 182|0.6 145
6538 倉和|電子零組|21 39 -8|79 79 -6 -1|1.4 164
6541 泰福-KY|生技醫療|2886 941 377|54 66 -25 -22|0.9 17
6546 正基|通信網路|-2 12 28|83 83 5 52|0.6 357
6547 高端疫苗|生技醫療|na na na|67 68 -25 -29|0.6 68
6548 長科*|半導體業|-11 -6 11|76 98 1 4|1.3 26
6550 北極星藥業-KY|生技醫療|na na na|71 89 -10 -11|1.5 136
6561 是方|通信網路|7 5 -0|99 99 17 7|0.9 51
6568 宏觀|半導體業|-33 -35 -11|78 84 -10 10|0.5 10
6569 醫揚|生技醫療|-17 -14 -9|73 88 7 -2|3.3 35
6576 逸達|生技醫療|13571 4611 1694|77 92 2 23|0.5 19
6577 勁豐|電腦及週|30 10 -34|93 93 43 53|2.3 60
6578 達邦蛋白|農業科技|-20 5 11|100 100 20 48|1.4 21
6579 研揚|電腦及週|-27 -3 2|71 95 15 5|0.6 78
6584 南俊國際|電子零組|14 36 na|na 87 141 194|1.2 351
6585 鼎基|其他|21 40 25|95 95 43 66|0.5 121
6589 台康生技|生技醫療|-42 0 23|68 82 -12 -12|0.8 56
6590 普鴻|資訊服務|-4 11 -12|94 96 13 20|0.5 9
6591 動力-KY|電腦及週|-45 2 -7|85 85 21 12|0.7 91
6592 和潤企業|其他|21 22 -4|80 90 -5 -8|0.8 105
6593 台灣銘板|資訊服務|24 42 -1|83 83 2 165|0.5 111
6596 寬宏藝術|文化創意|310 113 25|97 97 55 57|2.0 101
6605 帝寶|汽車工業|-3 6 0|96 96 51 63|3.4 420
6613 朋億*|其他電子|9 37 20|95 95 36 52|1.0 72
6616 特昇-KY|居家生活|13 49 40|81 81 0 0|0.4 6
6625 必應|其他|-43 26 -190|66 78 -2 1|0.1 21
6640 均華|半導體業|98 214 185|93 93 173 227|0.8 47
6643 M31|半導體業|20 23 3|70 70 45 78|0.3 960
6651 全宇昕|半導體業|-29 -9 8|88 88 -5 4|1.2 11
6657 華安|生技醫療|-57 13 na|na 83 -4 -1|2.4 10
6664 群翊|電子零組|2 5 2|98 98 14 10|2.2 53
6667 信紘科|其他電子|5 24 20|99 99 71 121|0.8 280
6668 中揚光|光電業|-47 -6 15|98 98 45 72|1.7 278
6669 緯穎|電腦及週|6 -5 12|89 89 24 54|0.7 6030
6670 復盛應用|運動休閒|-20 -15 14|99 99 10 15|0.7 62
6672 騰輝電子-KY|電子零組|-13 -5 4|90 92 3 -5|0.6 26
6679 鈺太|半導體業|29 57 42|89 89 -2 32|0.6 360
6683 雍智科技|半導體業|2 1 8|88 88 -1 47|0.7 123
6684 安格|半導體業|130 171 107|68 68 10 62|0.2 218
6689 伊雲谷|數位雲端|27 21 4|70 83 -6 -4|0.7 44
6690 安碁資訊|數位雲端|11 11 -4|82 88 -7 10|0.5 10
6691 洋基工程|其他電子|-36 -11 -18|97 97 22 51|0.7 251
6693 廣閎科|半導體業|-22 -1 19|86 86 6 8|0.7 10
6695 芯鼎|半導體業|-20 13 6|67 67 -1 60|0.2 156
6698 旭暉應材|其他電子|-31 -2 10|83 87 13 16|0.2 14
6703 軒郁|生技醫療|48 73 -6|87 87 1 17|0.5 48
6706 惠特|光電業|-64 -49 9|55 74 -21 -19|1.1 20
6712 長聖|生技醫療|41 45 16|97 97 13 10|1.1 160
6715 嘉基|電子零組|-42 -4 22|87 87 20 20|0.6 135
6716 應廣|半導體業|43 139 81|66 66 -22 27|0.3 13
6719 力智|半導體業|-1 3 38|84 93 4 20|1.0 381
6732 昇佳電子|半導體業|60 80 35|77 77 -4 5|0.6 199
6733 博晟生醫|生技醫療|213 206 -90|79 91 1 5|0.5 8
6735 美達科技|其他電子|126 193 172|92 92 93 125|0.9 128
6741 91APP*-KY|數位雲端|12 11 1|61 83 -10 -5|1.3 39
6742 澤米|光電業|6 -32 na|na na 21 na|0.7 65
6743 安普新|其他電子|-5 9 20|66 96 1 4|1.8 17
6752 叡揚|資訊服務|3 2 -7|79 95 2 30|1.5 16
6753 龍德造船|航運業|29 9 -12|85 98 39 21|3.7 167
6754 匯僑設計|居家生活|9 41 37|94 98 3 23|0.6 5
6756 威鋒電子|半導體業|-25 13 23|75 75 -14 6|0.4 97
6757 台灣虎航|航運業|96 89 na|na 97 -1 12|0.9 22
6761 穩得|電子零組|-11 7 13|93 98 12 9|0.9 13
6763 綠界科技*|數位雲端|1 5 1|69 83 -9 -3|0.8 10
6768 志強-KY|運動休閒|26 11 27|99 99 11 13|0.5 17
6770 力積電|半導體業|-3 -10 24|75 84 -11 -2|1.0 337
6776 展碁國際|電子通路|5 5 3|95 95 15 22|0.7 21
6781 AES-KY|電子零組|-28 -19 14|86 92 -1 8|0.4 205
6782 視陽|生技醫療|130 58 55|72 85 23 12|0.7 206
6788 華景電|半導體業|-25 -8 -6|85 93 6 2|0.8 38
6789 采鈺|半導體業|52 33 41|92 92 13 47|1.0 844
6790 永豐實|造紙工業|-16 3 -1|99 99 17 28|1.0 19
6792 詠業|通信網路|-8 -6 -6|78 82 -4 -11|1.0 7
6796 晉弘|生技醫療|-58 -13 -17|60 73 -22 -22|0.9 11
6799 來頡|半導體業|-8 3 9|79 79 -4 8|0.3 193
6803 崑鼎|綠能環保|6 -3 -11|95 97 0 -3|0.5 9
6805 富世達|電子零組|125 116 na|na na 111 na|0.6 916
6806 森崴能源|綠能環保|35 84 -110|91 91 35 36|1.2 1198
6811 宏碁資訊|數位雲端|-24 15 9|72 82 4 9|0.3 83
6823 濾能|半導體業|-51 -63 -2|86 96 23 34|0.5 6
6829 千附精密|半導體業|0 14 25|78 87 12 4|1.6 112
6830 汎銓|其他電子|7 6 -5|76 90 3 -2|0.3 39
6835 圓裕|電子零組|20 4 17|97 97 22 29|0.4 21
6841 長佳智能|生技醫療|454 226 92|61 87 -5 -13|1.2 33
6854 錼創科技-KY創|半導體業|70 117 -37|62 76 -21 -23|2.6 10
6855 數泓科|其他電子|45 17 6|93 93 32 50|0.7 7
6859 伯特光|光電業|-52 -25 -1|91 96 10 7|3.9 9
6863 永道-KY|通信網路|59 65 30|na 83 1 5|0.6 64
6869 雲豹能源|綠能環保|39 -19 -38|97 97 52 60|1.2 67
6873 泓德能源|綠能環保|-8 7 -37|97 97 20 46|1.3 62
6874 倍力|資訊服務|134 101 69|61 84 -4 17|0.8 9
6894 衛司特|綠能環保|-11 8 na|na na 33 na|0.5 39
6895 宏碩系統|半導體業|-42 -21 na|na 84 -8 -10|0.6 8
6901 鑽石投資|其他|-57 -833 na|na 77 -10 -1|0.6 35
6933 AMAX-KY|電腦及週|-12 -21 na|na na 21 na|1.0 345
